protein	cancers	mean_simp_change	num_cancers
ANKK1	lscc	-1.0	1
ANKRD44	lscc	-1.0	1
ANTXR2	lscc	-1.0	1
AP1G2	lscc	-1.0	1
AP2A1	lscc	-1.0	1
AP2M1	lscc	-1.0	1
AP3B1	lscc	-1.0	1
AP3M1	lscc	-1.0	1
APBB1IP	lscc	-1.0	1
APOBEC3C	lscc	-1.0	1
APOBEC3G	lscc	-1.0	1
APOL3	lscc	-1.0	1
AQR	lscc	1.0	1
ARCN1	lscc	-1.0	1
ARF4	lscc	-1.0	1
ARHGAP15	lscc	-1.0	1
ARHGAP25	lscc	-1.0	1
ARHGAP26	lscc	-1.0	1
ARHGAP27	lscc	-1.0	1
ARHGAP30	lscc	-1.0	1
ARHGAP31	lscc	-1.0	1
ARHGAP4	lscc	-1.0	1
ARHGAP42	lscc	-1.0	1
ARHGAP45	lscc	-1.0	1
ARHGAP9	lscc	-1.0	1
ARHGDIB	lscc	-1.0	1
ARHGEF18	lscc	-1.0	1
ARHGEF5	lscc	1.0	1
ARL6IP5	lscc	-1.0	1
ARPC1B	lscc	-1.0	1
ARPC2	lscc	-1.0	1
ARPC3	lscc	-1.0	1
ARPC5	lscc	-1.0	1
ARPC5L	lscc	-1.0	1
ATM	lscc	-1.0	1
ATP13A1	lscc	-1.0	1
ATXN1	lscc	-1.0	1
AUH	lscc	-1.0	1
AUP1	lscc	1.0	1
AVEN	lscc	-1.0	1
AZI2	lscc	-1.0	1
BANF1	lscc	1.0	1
BCL2L13	lscc	1.0	1
BCL3	lscc	-1.0	1
BET1L	lscc	-1.0	1
BIN2	lscc	-1.0	1
BLNK	lscc	-1.0	1
BMP2K	lscc	-1.0	1
BOLA3	lscc	1.0	1
BOP1	lscc	1.0	1
BPTF	lscc	1.0	1
BRIX1	lscc	1.0	1
BROX	lscc	1.0	1
BTBD1	lscc	1.0	1
BTK	lscc	-1.0	1
BTN3A3	lscc	-1.0	1
C15orf48	lscc	-1.0	1
C19orf25	lscc	-1.0	1
C19orf53	lscc	-1.0	1
C19orf66	lscc	-1.0	1
C1orf35	lscc	1.0	1
C3orf58	lscc	1.0	1
C6orf132	lscc	1.0	1
CA8	lscc	1.0	1
CAB39	lscc	-1.0	1
CACYBP	lscc	1.0	1
CADPS2	lscc	-1.0	1
CALR	lscc	-1.0	1
CAMK4	lscc	-1.0	1
CAMSAP2	lscc	1.0	1
CAPZA1	lscc	-1.0	1
CARD9	lscc	-1.0	1
CASP10	lscc	-1.0	1
CASP2	lscc	1.0	1
CBX2	lscc	1.0	1
CCDC61	lscc	-1.0	1
CCDC88A	lscc	-1.0	1
CCDC88B	lscc	-1.0	1
CCL5	lscc	-1.0	1
CCM2	lscc	-1.0	1
CCNT1	lscc	1.0	1
CCP110	lscc	1.0	1
CCT7	lscc	1.0	1
CD180	lscc	-1.0	1
CD2	lscc	-1.0	1
CD38	lscc	-1.0	1
CD3E	lscc	-1.0	1
CD4	lscc	-1.0	1
CD40	lscc	-1.0	1
CD48	lscc	-1.0	1
CD5	lscc	-1.0	1
CD6	lscc	-1.0	1
CD79A	lscc	-1.0	1
CD8A	lscc	-1.0	1
CDC42EP5	lscc	-1.0	1
CDC42SE2	lscc	-1.0	1
CDCA5	lscc	1.0	1
CDK11A	lscc	-1.0	1
CDK5RAP3	lscc	-1.0	1
CDK7	lscc	1.0	1
CDK9	lscc	1.0	1
CEBPD	lscc	-1.0	1
CEBPZ	lscc	1.0	1
CELF1	lscc	1.0	1
CENPF	lscc	1.0	1
CEP112	lscc	-1.0	1
CEP128	lscc	-1.0	1
CEP85	lscc	1.0	1
CHCHD2	lscc	1.0	1
CHD1L	lscc	1.0	1
CHFR	lscc	-1.0	1
CHP1	lscc	1.0	1
CISD2	lscc	-1.0	1
CKMT2	lscc	1.0	1
CKS1B	lscc	1.0	1
CLCN7	lscc	-1.0	1
CLPX	lscc	1.0	1
CMSS1	lscc	1.0	1
CMTM4	lscc	1.0	1
CNKSR1	lscc	1.0	1
CNNM4	lscc	1.0	1
CNPY2	lscc	-1.0	1
CNTN1	lscc	1.0	1
CNTRL	lscc	-1.0	1
COIL	lscc	1.0	1
COL24A1	lscc	-1.0	1
COPA	lscc	-1.0	1
COPB1	lscc	-1.0	1
COPB2	lscc	-1.0	1
COPE	lscc	-1.0	1
COPG1	lscc	-1.0	1
COPZ1	lscc	-1.0	1
COQ3	lscc	1.0	1
CORO1A	lscc	-1.0	1
CORO7-PAM16	lscc	-1.0	1
COTL1	lscc	-1.0	1
COX19	lscc	-1.0	1
COX20	lscc	1.0	1
COX6A1	lscc	-1.0	1
COX6B1	lscc	-1.0	1
CRISPLD2	lscc	-1.0	1
CRLF3	lscc	-1.0	1
CRTC3	lscc	-1.0	1
CSF1R	lscc	-1.0	1
CSK	lscc	-1.0	1
CSTF3	lscc	1.0	1
CTH	lscc	-1.0	1
CUL1	lscc	1.0	1
CYP1B1	lscc	-1.0	1
CYP20A1	lscc	-1.0	1
CYP4X1	lscc	-1.0	1
CYP7B1	lscc	-1.0	1
CYTH4	lscc	-1.0	1
CYTIP	lscc	-1.0	1
DAB2	lscc	-1.0	1
DAD1	lscc	-1.0	1
DAG1	lscc	1.0	1
DAP3	lscc	1.0	1
DARS2	lscc	1.0	1
DCAF13	lscc	1.0	1
DCAF5	lscc	-1.0	1
DCAF7	lscc	1.0	1
DCTN5	lscc	-1.0	1
DCUN1D3	lscc	-1.0	1
DCXR	lscc	1.0	1
DDI2	lscc	1.0	1
DDOST	lscc	-1.0	1
DDRGK1	lscc	-1.0	1
DDX10	lscc	1.0	1
DDX18	lscc	1.0	1
DDX27	lscc	1.0	1
DDX49	lscc	1.0	1
DDX51	lscc	1.0	1
DDX52	lscc	1.0	1
DDX56	lscc	1.0	1
DEF6	lscc	-1.0	1
DENND1C	lscc	-1.0	1
DEPDC5	lscc	-1.0	1
DERL1	lscc	-1.0	1
DHFR	lscc	1.0	1
DHX36	lscc	1.0	1
DHX40	lscc	1.0	1
DHX57	lscc	1.0	1
DIABLO	lscc	1.0	1
DMXL1	lscc	-1.0	1
DMXL2	lscc	-1.0	1
DNAJA2	lscc	1.0	1
DNAJB1	lscc	1.0	1
DNAJC1	lscc	-1.0	1
DNAJC2	lscc	1.0	1
DNAJC25	lscc	-1.0	1
DNM3	lscc	-1.0	1
DOCK11	lscc	-1.0	1
DOCK2	lscc	-1.0	1
DOCK8	lscc	-1.0	1
DOK1	lscc	-1.0	1
DOK3	lscc	-1.0	1
DPCD	lscc	1.0	1
DPY30	lscc	1.0	1
DRG2	lscc	-1.0	1
DSG2	lscc	1.0	1
DTL	lscc	1.0	1
DUSP11	lscc	1.0	1
ECSIT	lscc	1.0	1
ECT2	lscc	1.0	1
EHBP1L1	lscc	-1.0	1
EHMT2	lscc	1.0	1
EIF4A3	lscc	1.0	1
EIF4E3	lscc	-1.0	1
ELF3	lscc	1.0	1
ELMO2	lscc	-1.0	1
ELP4	lscc	-1.0	1
EMC7	lscc	-1.0	1
EML3	lscc	-1.0	1
ENG	lscc	-1.0	1
ENY2	lscc	1.0	1
EPB41L3	lscc	-1.0	1
EPCAM	lscc	1.0	1
EPHB3	lscc	1.0	1
EPS15	lscc	-1.0	1
EPSTI1	lscc	-1.0	1
ERAL1	lscc	1.0	1
ERC1	lscc	-1.0	1
ERGIC1	lscc	-1.0	1
ERLEC1	lscc	-1.0	1
ERP29	lscc	-1.0	1
ESF1	lscc	1.0	1
ESRP2	lscc	1.0	1
ESRRA	lscc	1.0	1
ETS1	lscc	-1.0	1
ETV6	lscc	-1.0	1
EVA1B	lscc	-1.0	1
EVI2B	lscc	-1.0	1
EVL	lscc	-1.0	1
F11R	lscc	1.0	1
FAM107B	lscc	-1.0	1
FAM114A1	lscc	-1.0	1
FAM114A2	lscc	-1.0	1
FAM126A	lscc	-1.0	1
FAM151B	lscc	-1.0	1
FAM193B	lscc	-1.0	1
FAM20B	lscc	1.0	1
FAM84A	lscc	1.0	1
FANCI	lscc	1.0	1
FAP	lscc	-1.0	1
FASTKD2	lscc	1.0	1
FAT4	lscc	-1.0	1
FCGR1A	lscc	-1.0	1
FCHO1	lscc	-1.0	1
FCHSD1	lscc	-1.0	1
FCHSD2	lscc	-1.0	1
FER1L6	lscc	-1.0	1
FERMT3	lscc	-1.0	1
FGD2	lscc	-1.0	1
FGFR1OP2	lscc	-1.0	1
FHIT	lscc	-1.0	1
FIGNL1	lscc	1.0	1
FKBP15	lscc	-1.0	1
FKBP2	lscc	-1.0	1
FLI1	lscc	-1.0	1
FMNL1	lscc	-1.0	1
FNBP1	lscc	-1.0	1
FNDC3A	lscc	-1.0	1
FNDC3B	lscc	-1.0	1
FOCAD	lscc	-1.0	1
FOLR2	lscc	-1.0	1
FOXO1	lscc	-1.0	1
FUS	lscc	1.0	1
GABARAP	lscc	-1.0	1
GAS7	lscc	-1.0	1
GBP2	lscc	-1.0	1
GCLM	lscc	1.0	1
GCSH	lscc	1.0	1
GDI2	lscc	-1.0	1
GFM1	lscc	1.0	1
GFPT2	lscc	-1.0	1
GGT5	lscc	-1.0	1
GHDC	lscc	-1.0	1
GID8	lscc	1.0	1
GIMAP1	lscc	-1.0	1
GIMAP1-GIMAP5	lscc	-1.0	1
GIMAP7	lscc	-1.0	1
GIMAP8	lscc	-1.0	1
GLCCI1	lscc	-1.0	1
GLIPR1	lscc	-1.0	1
GLRX	lscc	-1.0	1
GLRX3	lscc	1.0	1
GMFG	lscc	-1.0	1
GMIP	lscc	-1.0	1
GMNN	lscc	1.0	1
GMPPA	lscc	-1.0	1
GMPPB	lscc	-1.0	1
GMPS	lscc	1.0	1
GNA11	lscc	1.0	1
GNAI2	lscc	-1.0	1
GNG7	lscc	-1.0	1
GOLGA2	lscc	-1.0	1
GOLGA3	lscc	-1.0	1
GON7	lscc	-1.0	1
GOSR2	lscc	-1.0	1
GPATCH4	lscc	1.0	1
GPC6	lscc	-1.0	1
GPN1	lscc	1.0	1
GPRIN3	lscc	-1.0	1
GPSM3	lscc	-1.0	1
GPX1	lscc	-1.0	1
GRAP2	lscc	-1.0	1
GRB7	lscc	1.0	1
GRHL1	lscc	1.0	1
GRHL2	lscc	1.0	1
GRK2	lscc	-1.0	1
GRK6	lscc	-1.0	1
GSKIP	lscc	-1.0	1
GSTP1	lscc	1.0	1
GTF3C1	lscc	1.0	1
GTF3C2	lscc	1.0	1
GTF3C3	lscc	1.0	1
GTF3C4	lscc	1.0	1
GTF3C5	lscc	1.0	1
GTPBP10	lscc	1.0	1
GTPBP6	lscc	1.0	1
HBG2	lscc	1.0	1
HCFC2	lscc	-1.0	1
HCLS1	lscc	-1.0	1
HEATR1	lscc	1.0	1
HECTD1	lscc	-1.0	1
HERC3	lscc	-1.0	1
HERPUD1	lscc	-1.0	1
HEXIM1	lscc	1.0	1
HIC1	lscc	-1.0	1
HIPK2	lscc	-1.0	1
HIST2H2AC	lscc	-1.0	1
HIVEP3	lscc	-1.0	1
HK2	lscc	1.0	1
HLA-DMA	lscc	-1.0	1
HLA-DMB	lscc	-1.0	1
HLA-DPB1	lscc	-1.0	1
HLTF	lscc	1.0	1
HMCES	lscc	1.0	1
HMGCR	lscc	1.0	1
HMGN4	lscc	-1.0	1
HNMT	lscc	-1.0	1
HOMER1	lscc	1.0	1
HOMER3	lscc	-1.0	1
HSD17B12	lscc	-1.0	1
HSH2D	lscc	-1.0	1
HSP90B1	lscc	-1.0	1
HSPA13	lscc	-1.0	1
HSPA1A	lscc	1.0	1
HSPA5	lscc	-1.0	1
HSPA6	lscc	1.0	1
HSPA9	lscc	1.0	1
HSPD1	lscc	1.0	1
HSPE1	lscc	1.0	1
HSPE1-MOB4	lscc	1.0	1
HVCN1	lscc	-1.0	1
HYOU1	lscc	-1.0	1
IARS2	lscc	1.0	1
ICAM2	lscc	-1.0	1
ICAM3	lscc	-1.0	1
IGF1R	lscc	1.0	1
IGF2BP2	lscc	1.0	1
IKBKE	lscc	-1.0	1
IKZF1	lscc	-1.0	1
IKZF3	lscc	-1.0	1
IL16	lscc	-1.0	1
IMP3	lscc	1.0	1
IMP4	lscc	1.0	1
INPP5A	lscc	1.0	1
INPP5D	lscc	-1.0	1
INTS3	lscc	1.0	1
IPO9	lscc	1.0	1
IQGAP2	lscc	-1.0	1
IRAK3	lscc	-1.0	1
IRF2	lscc	-1.0	1
IRF3	lscc	-1.0	1
IRF4	lscc	-1.0	1
IRF8	lscc	-1.0	1
ISG20L2	lscc	1.0	1
ISY1-RAB43	lscc	1.0	1
ITGA4	lscc	-1.0	1
ITGAX	lscc	-1.0	1
ITPR1	lscc	-1.0	1
ITPR2	lscc	-1.0	1
JAK1	lscc	-1.0	1
JAK2	lscc	-1.0	1
JAK3	lscc	-1.0	1
JCHAIN	lscc	-1.0	1
JSRP1	lscc		1
KAT14	lscc	1.0	1
KAT2A	lscc	1.0	1
KAT8	lscc	1.0	1
KCTD12	lscc	-1.0	1
KCTD3	lscc	1.0	1
KDF1	lscc	1.0	1
KDM1B	lscc	1.0	1
KDM3A	lscc	1.0	1
KDM5B	lscc	1.0	1
KHSRP	lscc	1.0	1
KIAA0513	lscc	-1.0	1
KIAA0753	lscc	-1.0	1
KIAA1328	lscc	-1.0	1
KIDINS220	lscc	1.0	1
KNL1	lscc	1.0	1
KNOP1	lscc	1.0	1
KNTC1	lscc	1.0	1
KRR1	lscc	1.0	1
KXD1	lscc	-1.0	1
KYAT3	lscc	-1.0	1
L2HGDH	lscc	1.0	1
LAIR1	lscc	-1.0	1
LAP3	lscc	-1.0	1
LCK	lscc	-1.0	1
LCP1	lscc	-1.0	1
LCP2	lscc	-1.0	1
LGALS1	lscc	-1.0	1
LGALS9	lscc	-1.0	1
LGMN	lscc	-1.0	1
LIG3	lscc	1.0	1
LIMD2	lscc	-1.0	1
LIN9	lscc	1.0	1
LINC01873	lscc	1.0	1
LITAF	lscc	-1.0	1
LMAN2	lscc	-1.0	1
LMF2	lscc	-1.0	1
LNPEP	lscc	-1.0	1
LONP1	lscc	1.0	1
LPXN	lscc	-1.0	1
LRCH1	lscc	-1.0	1
LRP1	lscc	-1.0	1
LRPPRC	lscc	1.0	1
LRRC57	lscc	1.0	1
LRWD1	lscc	1.0	1
LSG1	lscc	1.0	1
LSP1	lscc	-1.0	1
LXN	lscc	-1.0	1
LY75-CD302	lscc	-1.0	1
LYRM4	lscc	1.0	1
LYSMD1	lscc	1.0	1
MAD2L1	lscc	1.0	1
MAEA	lscc	1.0	1
MAGT1	lscc	-1.0	1
MALSU1	lscc	1.0	1
MALT1	lscc	-1.0	1
MAN2A2	lscc	1.0	1
MAN2B1	lscc	-1.0	1
MANF	lscc	-1.0	1
MAP3K3	lscc	-1.0	1
MAP4K1	lscc	-1.0	1
MAP4K3	lscc	1.0	1
MAPK8IP3	lscc	1.0	1
MAPKAPK2	lscc	-1.0	1
MARC1	lscc	1.0	1
MARS2	lscc	1.0	1
MARVELD2	lscc	1.0	1
MAST3	lscc	-1.0	1
MAT1A	lscc	1.0	1
MAX	lscc	-1.0	1
MBD1	lscc	-1.0	1
MCEE	lscc	-1.0	1
MCM2	lscc	1.0	1
MCM3	lscc	1.0	1
MCM4	lscc	1.0	1
MCM5	lscc	1.0	1
MCM6	lscc	1.0	1
MCM7	lscc	1.0	1
MDN1	lscc	1.0	1
MED22	lscc	1.0	1
MED29	lscc	1.0	1
MEF2C	lscc	-1.0	1
METAP1	lscc	1.0	1
METTL13	lscc	1.0	1
MGA	lscc	1.0	1
MICAL1	lscc	-1.0	1
MIER1	lscc	-1.0	1
MIOS	lscc	-1.0	1
MKLN1	lscc	1.0	1
MLKL	lscc	-1.0	1
MME	lscc	1.0	1
MMS22L	lscc	1.0	1
MOB3A	lscc	-1.0	1
MOXD1	lscc	-1.0	1
MPDU1	lscc	-1.0	1
MPHOSPH10	lscc	1.0	1
MPP5	lscc	1.0	1
MRC2	lscc	-1.0	1
MRPL1	lscc	1.0	1
MRPL11	lscc	1.0	1
MRPL12	lscc	1.0	1
MRPL13	lscc	1.0	1
MRPL14	lscc	1.0	1
MRPL15	lscc	1.0	1
MRPL16	lscc	1.0	1
MRPL17	lscc	1.0	1
MRPL19	lscc	1.0	1
MRPL2	lscc	1.0	1
MRPL20	lscc	1.0	1
MRPL21	lscc	1.0	1
MRPL22	lscc	1.0	1
MRPL23	lscc	1.0	1
MRPL24	lscc	1.0	1
MRPL28	lscc	1.0	1
MRPL30	lscc	1.0	1
MRPL37	lscc	1.0	1
MRPL39	lscc	1.0	1
MRPL4	lscc	1.0	1
MRPL42	lscc	1.0	1
MRPL43	lscc	1.0	1
MRPL44	lscc	1.0	1
MRPL45	lscc	1.0	1
MRPL46	lscc	1.0	1
MRPL48	lscc	1.0	1
MRPL53	lscc	1.0	1
MRPL54	lscc	1.0	1
MRPL58	lscc	1.0	1
MRPL9	lscc	1.0	1
MRPS10	lscc	1.0	1
MRPS2	lscc	1.0	1
MRPS22	lscc	1.0	1
MRPS23	lscc	1.0	1
MRPS25	lscc	1.0	1
MRPS27	lscc	1.0	1
MRPS30	lscc	1.0	1
MRPS35	lscc	1.0	1
MRPS9	lscc	1.0	1
MRTO4	lscc	1.0	1
MS4A1	lscc	-1.0	1
MSH2	lscc	1.0	1
MSH6	lscc	1.0	1
MSL2	lscc	1.0	1
MTDH	lscc	-1.0	1
MTG1	lscc	1.0	1
MTHFD2	lscc	1.0	1
MTHFD2L	lscc	1.0	1
MVP	lscc	-1.0	1
MYADM	lscc	-1.0	1
MYDGF	lscc	-1.0	1
MYO1F	lscc	-1.0	1
MYO1G	lscc	-1.0	1
MYO9B	lscc	-1.0	1
MZB1	lscc	-1.0	1
NAA20	lscc	1.0	1
NAA25	lscc	1.0	1
NAA50	lscc	1.0	1
NAF1	lscc	1.0	1
NAGK	lscc	-1.0	1
NAIP	lscc	-1.0	1
NANS	lscc	-1.0	1
NBAS	lscc	-1.0	1
NCAPG2	lscc	1.0	1
NCKAP1L	lscc	-1.0	1
NCL	lscc	1.0	1
NCOA7	lscc	-1.0	1
NDC1	lscc	1.0	1
NDUFAF1	lscc	1.0	1
NDUFAF7	lscc	1.0	1
NECAP2	lscc	-1.0	1
NECTIN4	lscc	1.0	1
NEK4	lscc	-1.0	1
NEK6	lscc	-1.0	1
NEK9	lscc	-1.0	1
NEO1	lscc	1.0	1
NFATC2	lscc	-1.0	1
NFKB1	lscc	-1.0	1
NHLRC2	lscc	1.0	1
NIFK	lscc	1.0	1
NIN	lscc	-1.0	1
NIPSNAP1	lscc	1.0	1
NKRF	lscc	1.0	1
NLE1	lscc	1.0	1
NLN	lscc	1.0	1
NMD3	lscc	1.0	1
NMNAT3	lscc	1.0	1
NNMT	lscc	-1.0	1
NOC2L	lscc	1.0	1
NOL10	lscc	1.0	1
NOL11	lscc	1.0	1
NOL6	lscc	1.0	1
NOM1	lscc	1.0	1
NOMO2	lscc	-1.0	1
NPM3	lscc	1.0	1
NQO1	lscc	1.0	1
NRCAM	lscc	1.0	1
NSA2	lscc	1.0	1
NSUN5	lscc	1.0	1
NT5C3B	lscc	1.0	1
NT5DC3	lscc	1.0	1
NUBP1	lscc	-1.0	1
NUP205	lscc	1.0	1
NUP93	lscc	1.0	1
ODF2	lscc	-1.0	1
OPA1	lscc	1.0	1
OPTN	lscc	-1.0	1
ORC2	lscc	1.0	1
ORC3	lscc	1.0	1
ORC4	lscc	1.0	1
ORC5	lscc	1.0	1
OSBP2	lscc	1.0	1
OTUD6B	lscc	1.0	1
OTUD7B	lscc	1.0	1
OVCA2	lscc	-1.0	1
PACS1	lscc	-1.0	1
PAG1	lscc	-1.0	1
PAK1IP1	lscc	1.0	1
PAK4	lscc	1.0	1
PANK2	lscc	-1.0	1
PAPOLG	lscc	1.0	1
PARL	lscc	1.0	1
PARP4	lscc	-1.0	1
PARVG	lscc	-1.0	1
PDCD11	lscc	1.0	1
PDCD2L	lscc	1.0	1
PDE4A	lscc	-1.0	1
PDIA4	lscc	-1.0	1
PDIA5	lscc	-1.0	1
PDPR	lscc	1.0	1
PDXK	lscc	-1.0	1
PES1	lscc	1.0	1
PFN1	lscc	-1.0	1
PGD	lscc	1.0	1
PHPT1	lscc	-1.0	1
PHYKPL	lscc	-1.0	1
PIK3CD	lscc	-1.0	1
PIK3CG	lscc	-1.0	1
PIN4	lscc	1.0	1
PIR	lscc	1.0	1
PITPNA	lscc	-1.0	1
PKLR	lscc	1.0	1
PLCG2	lscc	-1.0	1
PLD1	lscc	1.0	1
PLEK	lscc	-1.0	1
PLEKHA1	lscc	1.0	1
PLEKHF1	lscc	-1.0	1
PLEKHO1	lscc	-1.0	1
PLEKHO2	lscc	-1.0	1
PLXNC1	lscc	-1.0	1
PMM2	lscc	-1.0	1
PNN	lscc	1.0	1
PNO1	lscc	1.0	1
PNPT1	lscc	1.0	1
POGK	lscc	1.0	1
POGZ	lscc	1.0	1
POLDIP2	lscc	1.0	1
POLE3	lscc	1.0	1
POLE4	lscc	1.0	1
POLR1E	lscc	1.0	1
POLR2H	lscc	1.0	1
POM121C	lscc	1.0	1
PPID	lscc	1.0	1
PPIF	lscc	1.0	1
PPM1G	lscc	1.0	1
PPM1K	lscc	-1.0	1
PPM1M	lscc	-1.0	1
PPP1R18	lscc	-1.0	1
PPP1R9B	lscc	-1.0	1
PPP2R3A	lscc	1.0	1
PPP3CB	lscc	-1.0	1
PPP6R1	lscc	-1.0	1
PRCC	lscc	1.0	1
PRDX4	lscc	-1.0	1
PRDX6	lscc	1.0	1
PREX1	lscc	-1.0	1
PRKCA	lscc	-1.0	1
PRKCI	lscc	1.0	1
PRKD2	lscc	-1.0	1
PRMT5	lscc	1.0	1
PRRC2A	lscc	1.0	1
PRRC2B	lscc	1.0	1
PSD4	lscc	-1.0	1
PSMB10	lscc	-1.0	1
PSMB8	lscc	-1.0	1
PSMB9	lscc	-1.0	1
PSME1	lscc	-1.0	1
PSME2	lscc	-1.0	1
PSTPIP1	lscc	-1.0	1
PTCD3	lscc	1.0	1
PTDSS1	lscc	1.0	1
PTGIS	lscc	-1.0	1
PTP4A1	lscc	1.0	1
PTPN1	lscc	-1.0	1
PTPN18	lscc	-1.0	1
PTPN6	lscc	-1.0	1
PTPN7	lscc	-1.0	1
PTPRC	lscc	-1.0	1
PTPRCAP	lscc	-1.0	1
PTPRF	lscc	1.0	1
PTPRS	lscc	1.0	1
PUM3	lscc	1.0	1
PUS7	lscc	1.0	1
PXK	lscc	-1.0	1
PYCR2	lscc	1.0	1
PYHIN1	lscc	-1.0	1
QTRT2	lscc	1.0	1
RAB25	lscc	1.0	1
RAB30	lscc	-1.0	1
RAB8A	lscc	-1.0	1
RAB8B	lscc	-1.0	1
RABEP1	lscc	-1.0	1
RABGGTA	lscc	-1.0	1
RAC2	lscc	-1.0	1
RALA	lscc	1.0	1
RANBP1	lscc	1.0	1
RASA3	lscc	-1.0	1
RASAL3	lscc	-1.0	1
RASSF1	lscc	-1.0	1
RASSF2	lscc	-1.0	1
RBCK1	lscc	-1.0	1
RBM12B	lscc	1.0	1
RBM19	lscc	1.0	1
RBM28	lscc	1.0	1
RBM34	lscc	1.0	1
RBM38	lscc	1.0	1
RBM4	lscc	1.0	1
RCC1L	lscc	1.0	1
RCC2	lscc	1.0	1
RCN3	lscc	-1.0	1
RECQL4	lscc	1.0	1
REEP5	lscc	-1.0	1
REXO4	lscc	1.0	1
RFC4	lscc	1.0	1
RFTN1	lscc	-1.0	1
RFX2	lscc	1.0	1
RGS10	lscc	-1.0	1
RGS14	lscc	-1.0	1
RGS19	lscc	-1.0	1
RGS3	lscc	-1.0	1
RHOG	lscc	-1.0	1
RHOH	lscc	-1.0	1
RIPK2	lscc	-1.0	1
RNF130	lscc	-1.0	1
RNF2	lscc	1.0	1
RNF213	lscc	-1.0	1
ROR2	lscc	-1.0	1
RPIA	lscc	1.0	1
RPL7L1	lscc	1.0	1
RPN2	lscc	-1.0	1
RPS28	lscc	-1.0	1
RRBP1	lscc	-1.0	1
