Name	brca_Database_ID	luad_Database_ID	ccrcc_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	ccrcc_pvalue	colon_pvalue	endometrial_pvalue	gbm_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	ccrcc_diff	colon_diff	endometrial_diff	gbm_diff	lscc_diff	luad_diff	ovarian_diff
AKR1B1	NP_001619.1	NP_001619.1|NP_001333071.1	NP_001619.1	NP_001619.1|NP_001333071.1	NP_001619	0.7526281974200819	0.16220566610518078	0.7463396577316879	0.5956122060166608	0.7797863345172292	0.3531268911758873	0.029188213082101597	0.08855201116157609	-0.24670926573426583	0.5227718443041359	-0.05875446009389668	-0.26144375000000003	0.06232800820654145	0.42090441400304435	1.291677083333333	0.5030959563881064
AKR1B10	NP_064695.3	NP_064695.3	NP_064695.3	NP_064695.3		0.9272728188211844	0.9302005829275284	0.743040612251749	0.9852742984666557	0.9515680257525948	0.8636263620423102	0.6004874231637174		-0.1550667832167818	0.03441866874899269	0.10132085848423822	0.030935000000000157	0.01934867866639893	0.5112189244038579	1.5468770833333325	
AKR1B15	NP_001074007.2					0.6613019602102923								-0.8815932692307693			-0.9653333333333334				
ALKBH4	NP_060091.1	NP_060091.1	NP_060091.1	NP_060091.1	NP_060091	0.5844454841822637	0.04176544844080752		0.41326349738856305	0.16196726694345057	0.09961806960225612	0.0871838306021121	0.0031325316538771083	0.21204423076923068	0.13970698186827032	-0.41232222222222226	0.12838687499999998	0.13214182691151716	0.42718168442415017	0.5587645833333333	0.4845270808654146
ANKIB1	NP_061877.1	NP_061877.1	NP_061877.1	NP_061877.1	NP_061877	0.9272728188211844	0.16423466210280988		0.006926897701491445	0.4419607031854292	0.16138109105432968	0.24967752539435603	0.7713802985356282	-0.03052569930069933	0.13414762073295086		0.4461712500000001	0.08204286105785036	0.26058077118214107	0.2828520833333334	-0.0565094060798122
AP1S1	NP_001274.1	NP_001274.1	NP_001274.1	NP_001274.1	NP_001274	0.6711530181814008	0.3059337298283263	0.7504716438377841	0.2759654433484783	0.28864488694315865	0.9876692608653357	0.29236502839136386	0.49539796930025026	-0.2841561188811188	-0.11559488465021871	0.0340574111334675	0.34370625	0.138461915863728	0.008196448503297787	0.47574375	0.12892624731924876
AP4M1	NP_004713.2	NP_001350600.1|NP_004713.2	NP_001350600.1	NP_001350600.1|NP_004713.2		0.9785458167033411	0.9890982697166788		0.2391472461159149	0.7133639780600989	0.6216529996647941	0.1111180982478686		0.009444230769230798	0.0008115362136199289	0.013833333333333322	0.20919562500000005	0.03954483166184946	0.1024537798072045	0.44820833333333343	
ARF5	NP_001653.1	NP_001653.1	NP_001653.1	NP_001653.1	NP_001653	0.02489937248797741	0.0005080089265050582	0.005642176570779971	0.19957088278143736	0.13362359819332187	0.013253005820038731	0.00041227427856413515	0.9313593029918305	0.9230861013986015	0.30376643862494984	0.3202083836351442	0.40476	0.19351212513848182	0.4981562658548959	1.3925604166666665	-0.017609403384976463
ARHGEF35	NP_001003702.2				NP_001003702	0.14054523541069386			0.44255271235159943				0.06364565657215279	0.9182594405594406		0.12058333333333332	0.34127777777777774				0.4294435487589985
ARHGEF5	NP_005426.2	NP_005426.2	NP_005426.2	NP_005426.2	NP_005426	0.0976797948125039	0.04176544844080752	0.0008837490116642505	0.06764145801350449		0.010546239923913936	0.00706259579482044	0.05721004045012624	0.8053140734265734	0.23012410829330915	0.3643240625	0.4937562499999999		1.0350701166920349	1.0438708333333335	0.4344779140829421
ARMC10	NP_114111.2|NP_001154482.1	NP_114111.2|NP_001154482.1		NP_114111.2|NP_001154482.1|NP_001154481.1|NP_001154484.1|NP_001154483.1|NP_001154485.1	NP_001154482	0.1733034958779329		0.04068141393937091	0.06885431509354512	0.028606208161088182	0.71422268111404	0.0035773364652775625	0.6082671840723267	0.596297902097902		0.25551153588195846	0.6407625	0.2653760094012538	0.17169467275494676	1.2949291666666665	0.1357741702222223
ARMC10	NP_114111.2|NP_001154482.1	NP_114111.2|NP_001154482.1		NP_114111.2|NP_001154482.1|NP_001154481.1|NP_001154484.1|NP_001154483.1|NP_001154485.1	NP_001154481	0.1733034958779329		0.04068141393937091	0.06885431509354512	0.028606208161088182	0.71422268111404	0.0035773364652775625	0.6149018249993822	0.596297902097902		0.25551153588195846	0.6407625	0.2653760094012538	0.17169467275494676	1.2949291666666665	0.13331410958215972
ARPC1A	NP_006400.2|NP_001177925.1	NP_006400.2	NP_006400.2	NP_006400.2	NP_006400	0.5690621661341113	0.9033543045378971	0.46576010460650635	0.8461893111347024	0.8521765302419575	0.9387352682442174	0.9898433572038164	0.5464450147903677	-0.36658024475524464	0.01663230133016866	-0.0830450033534541	0.07613500000000006	0.029046850362370327	0.08120811770674807	-0.004568750000000121	-0.12653817603599382
ARPC1B	NP_005711.1	NP_005711.1	NP_005711.1	NP_005711.1	NP_005711	0.6818595398290684	0.8690503371664218	0.41090844307834956	0.7654422644485608	0.5970656825652454	0.5613576059257872	0.3155277471907821	0.9905788461190389	-0.21157858391608403	0.026278840014465177	-0.09317411133467474	0.10801000000000002	-0.16698840087374436	-0.1826147133434804	0.26474791666666664	-0.003215579300469479
ASL	NP_000039.2|NP_001020115.1|NP_001020117.1	NP_000039.2|NP_001020115.1|NP_001020117.1	NP_000039.2	NP_000039.2|NP_001020115.1|NP_001020117.1	NP_000039	0.6253143036989116	0.19394434984902925	0.04068141393937091	0.2759654433484783	0.4936739850279609	0.7887559993048144	0.0036131569429866603	0.1866590604661011	0.3916399475524477	0.19052292866174503	0.31869302481556006	0.36428125	0.14559247375070408	-0.1518750380517503	1.26428125	0.2898543645555556
ASNS	NP_001171546.1|NP_597680.2|NP_001171548.1	NP_001339425.1|NP_001171546.1|NP_001171547.1	NP_001339425.1	NP_001339425.1|NP_001171546.1|NP_001171547.1	NP_001171546	0.8152766087369837	0.8234816301810521	0.9805985631143926	0.6851342384306608	0.24485678188687784	0.71422268111404	0.16519741959448553	0.5869718139343801	0.36727150349650356	0.04514133404290621	0.004715023474178431	-0.17538750000000014	0.3247974633264632	-0.2948041095890409	1.1303708333333333	0.20627876418935842
ATP6V1F	NP_001185838.1|NP_004222.2	NP_001185838.1|NP_004222.2	NP_001185838.1	NP_001185838.1|NP_004222.2	NP_001185838	0.6711530181814008	0.49970762501258686	0.5665023158460154	0.8658534869653425	0.4677592703246991	0.9544354712562061	0.254957386971768	0.9783550874120986	0.1730254370629371	0.10219471280184156	-0.07298142186452045	-0.041417499999999996	0.1694469895325756	0.01873840690005074	0.32640625000000006	-0.005823443042253532
AUTS2	NP_056385.1|NP_001120703.1|NP_001120704.1	NP_056385.1|NP_001120703.1		NP_056385.1|NP_001120703.1|NP_001120704.1		0.7092033806803314			0.44167446532192994	0.7209715793115069	0.04730197652987304	0.9902430984443871		-0.32827229020979015			0.275712375	0.07033669180489374	0.7916703196347031	0.007239583333333299	
AZGP1	NP_001176.1	NP_001176.1	NP_001176.1	NP_001176.1	NP_001176	0.7526281974200819	0.5882613394685713	0.5237132368443267	0.9286720712109756	0.400787525971374	0.928300095122059	0.7502094607136215	0.09758839301438464	-0.5489875000000002	0.10740189309595133	0.24966344735077117	0.039825	-0.27501913541959405	-0.06686123795027932	-0.3595729166666669	0.521889451308294
BAZ1B	NP_115784.1	NP_115784.1	NP_115784.1	NP_115784.1	NP_115784	0.6788054579184204	0.235208481259019	0.1957867645476143	0.44255271235159943	0.9767004634461991	0.09138824372013306	0.263128077095854	0.005531416150408833	0.28900839160839153	0.0932971622957284	0.12616190476190478	0.19184	0.006983330680023464	0.4173835616438357	0.4098125000000001	0.3611071388716745
BCAP29	NP_061332.2|NP_001008405.1	NP_001350411.1|NP_001008405.1|NP_001350412.1|NP_061332.2		NP_001350411.1|NP_001008405.1|NP_001350412.1	NP_061332	0.7326139468092836		0.518728910732629	0.23676243884922038	0.010767755323009377	0.6851223859378507	0.0881641078322433	0.3645716631938028	0.41258304195804196		0.08230671243325705	0.4274125	0.34052146295919594	-0.19646940639269417	0.9409187500000002	0.1861305960829421
BCAP29	NP_061332.2|NP_001008405.1	NP_001350411.1|NP_001008405.1|NP_001350412.1|NP_061332.2		NP_061332.2	NP_061332	0.7326139468092836		0.518728910732629	0.23676243884922038	0.010767755323009377	0.9939484624695278	0.0881641078322433	0.3645716631938028	0.41258304195804196		0.08230671243325705	0.4274125	0.34052146295919594	0.01032323693556575	0.9409187500000002	0.1861305960829421
BPGM	NP_001280014.1	NP_001280014.1	NP_001280014.1	NP_001280014.1	NP_001280014	0.856482801439397	0.23882566750767228	0.9416290961468978	0.872273684389817	0.9648186306077234	0.7986694396506132	0.35712655695690254	0.3323810800312413	-0.2431076048951049	-0.2988107968504207	-0.014361032863849654	-0.08531624999999997	0.02251071563134968	0.16055027904616948	0.553397916666666	0.3333068526400626
BRAF	NP_004324.2	NP_001341538.1|NP_004324.2	NP_004324.2	NP_004324.2	NP_004324	0.47710239009417227	0.06716003097888323		0.14272912026649448	0.4175404138381068	0.4073795600027137	0.0037784978414298715	0.9267045660922676	0.3244425699300699	0.13062629081624388	-0.20638666666666666	0.32659043749999994	0.14680206486623196	-0.18915504819888385	1.16955	0.017308727222222167
BUD31	NP_003901.2	NP_003901.2	NP_003901.2	NP_003901.2	NP_003901	0.4767285865721317	0.11873702398971979	0.22202929411824185	0.7317603822802144	0.9401020851898104	0.9694728036090745	0.6765400657902398	0.11565473008241095	0.28315646853146853	0.15347466745055036	0.1252134808853119	0.07666681250000001	0.025628534926889435	0.014700050735667103	0.09647291666666669	0.21379932040845073
CACNA2D1	NP_000713.2|NP_001289819.1	NP_000713.2|NP_001289819.1	NP_000713.2	NP_000713.2|NP_001289819.1	NP_000713	0.9043651646485922	0.19515999354533695	0.96197538918576	0.7654422644485608	0.7918655008542146	0.4983292758514046	0.24967752539435603	0.9193294380188336	-0.10146652097902095	0.2674470462703069	-0.011769349429912812	-0.16294999999999993	0.10619917562015588	0.4269319127346524	-0.5113375	0.04372925748356818
CADPS2	NP_001009571.2	NP_001009571.2	NP_001009571.2	NP_001009571.2|NP_001350327.1|NP_001350321.1|NP_001350325.1|NP_001350326.1|NP_001350324.1|NP_001350322.1|NP_001350323.1|NP_001350318.1|NP_060424.9|NP_001350320.1|NP_001350319.1|NP_001161412.1|NP_001350329.1|NP_001350328.1	NP_001009571	0.856482801439397	0.17931938180945356		0.14272912026649448	0.2533625408618382	0.8925929512691839	0.12929484568057892	0.51612058434782	-0.19441835664335644	0.15884588751905204	-0.1444692307692308	0.5182625	0.26047982053777413	-0.07328376458650421	0.9378395833333333	0.14690056171517996
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149129.2	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149129.2	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.13804640243035998
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149129.2	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.12578363411267612
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149129.2	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.14229010721596247
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149129.2	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.13804640243035998
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149129.2	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.12578363411267612
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149130.1	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149130.1	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.13804640243035998
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149130.1	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.12578363411267612
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149130.1	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.14229010721596247
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149130.1	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.13804640243035998
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149130.1	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.12578363411267612
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149131.1	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149131.1	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.4150291666666667	-0.13804640243035998
CALD1	NP_149130.1	NP_149131.1	NP_149130.1	NP_149131.1	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.6178715210070507	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.4150291666666667	-0.12578363411267612
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149131.1	NP_149129	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.774729794504144	0.7644836561624064	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.17052916666666684	-0.14229010721596247
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149131.1	NP_149130	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.774729794504144	0.7690129508215798	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.17052916666666684	-0.13804640243035998
CALD1	NP_149130.1	NP_149129.2	NP_149130.1	NP_149131.1	NP_149131	0.43000167917213544	0.25203603367656197	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.774729794504144	0.78573818557428	0.8695618006993007	-0.44538867128071685	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.17052916666666684	-0.12578363411267612
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149129.2	NP_149129	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149129.2	NP_149130	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.13804640243035998
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149129.2	NP_149131	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.6178715210070507	0.78573818557428	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.4150291666666667	-0.12578363411267612
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149129.2	NP_149129	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.7644836561624064	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.14229010721596247
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149129.2	NP_149130	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.7690129508215798	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.13804640243035998
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149129.2	NP_149131	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.2808394197982456	0.774729794504144	0.78573818557428	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.6802826484018263	0.17052916666666684	-0.12578363411267612
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149130.1	NP_149129	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149130.1	NP_149130	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.13804640243035998
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149130.1	NP_149131	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.6178715210070507	0.78573818557428	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.4150291666666667	-0.12578363411267612
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149130.1	NP_149129	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.7644836561624064	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.14229010721596247
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149130.1	NP_149130	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.7690129508215798	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.13804640243035998
CALD1	NP_149130.1	NP_149129.2	NP_149129.2	NP_149130.1	NP_149131	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.35634640283306884	0.774729794504144	0.78573818557428	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5671420598680872	0.17052916666666684	-0.12578363411267612
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149131.1	NP_149129	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.6178715210070507	0.7644836561624064	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.4150291666666667	-0.14229010721596247
CALD1	NP_149130.1	NP_149131.1	NP_149129.2	NP_149131.1	NP_149130	0.43000167917213544	0.39743652147505615	0.7753137637881974	0.9451951233577665	0.25176465429890554	0.5186258074600438	0.6178715210070507	0.7690129508215798	0.8695618006993007	-0.3614544166245911	0.08205439302481532	0.04385000000000028	0.3507506274821856	0.5136874682902081	0.4150291666666667	-0.13804640243035998
