Name	brca_Database_ID	luad_Database_ID	ccrcc_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	ccrcc_pvalue	colon_pvalue	endometrial_pvalue	gbm_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	ccrcc_diff	colon_diff	endometrial_diff	gbm_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
ICA1	NP_071682.1|NP_001263407.1	NP_001129492.1|NP_001263407.1|NP_001337760.1|NP_001337763.1|NP_001337755.1|NP_001337767.1|NP_001337757.1|NP_001337759.1|NP_001337764.1		NP_001129492.1|NP_001263407.1|NP_001337760.1|NP_001337763.1|NP_001337755.1|NP_001337767.1|NP_001337757.1|NP_001337759.1|NP_001337764.1		0.6328532659032674		0.8402055172534588	0.0742933534282693	0.9429601103723432	0.847852044485515	0.9995047550178573	9.226193822096895e-05		0.3078816666666668		-0.03565133928571429	0.7068607142857142	0.014378287821522012	0.08309948881427687	0.00017999999999995797	1.5025388674388673	
IGF2BP3	NP_006538.2	NP_006538.2		NP_006538.2	NP_006538	0.4213282441748994		0.5287986238432911	0.12681353625406086	0.84505196858703	0.009079506267092035	0.05995750632410304	0.4541717869102678	0.07482854608442248	-1.1500338888888888		0.24013404977375555	-2.076436428571428	-0.11028412955883064	1.1712230289975167	1.8244458119658122	1.399865122265122	0.9688251122817799
IGFBP3	NP_001013416.1|NP_000589.2	NP_001013416.1|NP_000589.2	NP_000589.2	NP_001013416.1|NP_000589.2	NP_000589	0.044628227818304465	0.6542019915088592	0.9820843998426468	0.9943216361065467	0.7116808865624331	0.7291149268117608	0.37647201817104586	0.9929937450963351	0.14601234849759034	1.2540583333333335	-0.17796613283540663	0.004918778280543019	-0.00884642857142856	0.16929808538930843	0.0938943368172751	0.5584844017094017	-0.01752599742599731	0.5644789616165254
INHBA	NP_002183.1	NP_002183.1		NP_002183.1		0.20759290000229558		0.8886091679788826	0.6390237304472335		0.3793878964720557	0.013535427795451515	0.34085707875749166		0.9629794444444446		0.14239999999999997	-0.34754624999999995		0.2686390803334291	1.4820426923076915	-0.49796216216216216	
INTS1	NP_001073922.2		NP_001073922.2	NP_001073922.2	NP_001073922	0.9957506330035766	0.689971452132558	0.23581752136738887	0.4802503149103177	0.8100302416137205	0.02179902964020202	0.13390103757000565		0.6993015560325823	-0.001149444444444453	0.033246884664412155	0.06968472850678739	-0.13608428571428566	0.028212492573602116	0.13364718077787074	0.1668424358974358		0.04347332892584743
KBTBD2	NP_056298.2	NP_056298.2		NP_056298.2		0.05130970025257037			0.8728678291792725	0.19178449508153272	0.04929204699367421	2.686421298564216e-06	0.011738127495467349		0.4429105555555555			-0.039835714285714294	0.14713576223205063	0.19580970219283245	0.6602963675213676	0.6923895752895752	
LANCL2	NP_061167.1	NP_061167.1	NP_061167.1	NP_061167.1	NP_061167	0.3596579907129719	0.10922505439295584	0.8963029094392297	0.3625308014023159	0.9142177319370235	0.22469306113202456	0.9963786473475374	0.057544894074572174	0.02926096208693311	0.2821566666666668	0.19096333239611044	0.016191289592760186	0.26998321428571426	-0.05055139686178223	0.32201044068675344	-0.0029979487179486964	1.0648827541827544	0.4492279319639829
LSM5	NP_036454.1|NP_001124182.1	NP_036454.1|NP_001124182.1	NP_036454.1	NP_036454.1|NP_001124182.1	NP_036454	0.7122933319605139	0.10922505439295584	0.9127938095818132	0.9530161733073466	0.7878521360603133	0.4667042495526403	0.9898670678559951	0.36616157580912556	0.9171889372078894	-0.14334666666666668	0.19831693795692995	-0.013300618429189863	0.022431785714285748	0.07426313841348436	0.07248968084558172	-0.0052997863247864485	0.24118056628056614	-0.03775270483898274
MACC1	NP_877439.3	NP_877439.3	NP_877439.3			0.23534214348712995	0.10922505439295584	0.6326014657404214	0.08471139846656009		0.18793268547364234		0.00010602627698234787		0.6964466666666667	0.5347988647400201	0.1463166666666667	0.9026333333333333		0.32075559732892955		1.9950634491634496	
MICALL2	NP_891554.1	NP_891554.1	NP_891554.1	NP_891554.1	NP_891554	0.20207314787248234	0.7924551096478715	0.6196262540842152	0.02762272267169468	0.17966839685374292	0.02576230977433668	0.15808333816124093	0.0016321002707906452	0.09061373637758857	0.462601111111111	0.06237961607812259	0.06410825791855207	0.6625239285714286	0.2832766470044223	0.24328708490866902	0.4850747008547009	1.0932956241956242	0.34004254899364406
MIOS	NP_061878.3	NP_061878.3	NP_061878.3	NP_061878.3	NP_061878	0.14281763583693377	0.34316110456227134	0.4884719737548853	0.07269135610210913	0.5721201297750911	0.18793268547364234	0.8000017364415207	0.12986804089792953	0.14497218704868042	0.3014077777777778	0.11622467215453883	0.06508235294117647	0.35774285714285714	0.05477070138568434	0.08916730165842068	0.0418911111111111	0.3625770913770913	0.2247724413771186
MPP6	NP_001289966.1	NP_001289966.1|NP_001265299.1|NP_001265301.1|NP_001265305.2|NP_001265310.1|NP_001265300.1|NP_001265303.1	NP_001289966.1	NP_001289966.1	NP_001289966	0.43149296893552413	0.6907355187411478	0.11204511067951099	0.7081920317777558	0.252431495438062	0.06658249462172798	0.015230368478476591	0.7844225647285992	0.22578972972887518	0.39485611111111113	0.09048979532031715	0.22097008547008548	-0.17134107142857138	0.206123357274721	0.2466885855750185	0.7484850854700857	-0.12457361647361648	0.2691463974851695
MRPL32	NP_114109.1	NP_114109.1	NP_114109.1	NP_114109.1	NP_114109	0.9503621150776981	0.9915143832475999	0.07577250385818453	0.9943216361065467	0.24547059619623704	0.7821521095962528	0.2840026676776204	0.5676242401244606	0.14601234849759034	0.030272222222222284	0.002013461469491329	0.3124872171945701	-0.0059628571428571656	-0.13744335721079473	0.03209951709385095	-0.2795682478632476	0.17134478764478744	-0.443575440737288
MRPS17	NP_057053.1	NP_057053.1	NP_057053.1		NP_057053	0.7786730393705363	0.5611632378078956	0.2853932040963633	0.5562848532345587	0.08214080942279928	0.9746829876333707		0.7897994180225252	0.7656820841259412	0.12006111111111112	0.1582619015956198	0.13642873303167424	0.11828928571428572	-0.16881150285087515	0.004923292760189213		0.10087657657657667	-0.06749012585593214
MRPS24	NP_114403.1		NP_114403.1		NP_114403	0.1662344606745571	0.7924551096478715	0.6722649156015916	0.6439673338789348	0.36966490963352056	0.8776520071045623			0.6067520639541583	0.5013188888888888	0.05032107332383545	0.08743380952380951	-0.21501196428571429	-0.11381244352518374	-0.028710580144565512			-0.15230935296822035
MTURN	NP_690006.2	NP_690006.2	NP_690006.2		NP_690006	0.698627300673061	0.10922505439295584	0.9167148887992133	0.0742933534282693	0.6371343211178511	0.8799335938476734		0.09661147916068208	0.22578972972887518	0.25952611111111124	0.36981118770724697	0.010786060606060632	0.8684142857142856	0.18757198848884987	-0.0273229585654704		0.6011252252252248	0.29144538083050847
MYO1G	NP_149043.2	NP_149043.2	NP_149043.2	NP_149043.2	NP_149043	0.8619064612302046	0.6609693636653812	0.18485112589828603	0.5794355706462916	0.7878521360603133	0.04929204699367421	0.9103085839382649	0.5987352136816222	0.6947456432063891	0.09983388888888878	-0.12783255819908373	-0.17353223981900454	-0.25801250000000003	-0.09543910346208206	-0.3149815294775564	-0.060293461538461324	0.2870238095238096	0.07885454569915254
NDUFA4	NP_002480.1	NP_002480.1	NP_002480.1	NP_002480.1	NP_002480	0.6868847543070397	0.6542019915088592	0.08888020556149678	0.2943076621243915	0.6371343211178511	0.3793878964720557	0.8666734197704247	0.9929937450963351	0.31967751417904205	0.2000388888888887	0.1539117825634253	0.23968450226244342	0.4284475	0.18196756508376677	-0.1655818051758331	-0.05920235042735038	-0.0032656370656370826	-0.2173531727076271
NT5C3A	NP_057573.2|NP_001159590.1	NP_001002009.1|NP_001159590.1	NP_001002009.1	NP_001002009.1|NP_001159590.1	NP_001002010	0.906587996350745	0.689971452132558	0.9167148887992133	0.21497690991775978	0.5721201297750911	0.9536610207860701	0.4694536019645463	0.0436257403754899	0.22578972972887518	-0.06907222222222233	-0.14799768558518878	0.010582466063348422	0.4597910714285714	0.08144747912808328	-0.01883423965271902	0.26402149572649575	0.9538427284427284	0.29181304190466106
NT5C3A	NP_057573.2|NP_001159590.1	NP_001002009.1|NP_001159590.1	NP_001002009.1	NP_001002009.1|NP_001159590.1	NP_057573	0.906587996350745	0.689971452132558	0.9167148887992133	0.21497690991775978	0.5721201297750911	0.9536610207860701	0.4694536019645463	0.0436257403754899	0.22578972972887518	-0.06907222222222233	-0.14799768558518878	0.010582466063348422	0.4597910714285714	0.08144747912808328	-0.01883423965271902	0.26402149572649575	0.9538427284427284	0.2855050653665254
NUDCD3	NP_056147.2	NP_056147.2	NP_056147.2	NP_056147.2	NP_056147	0.0005181484546852766	0.005609309575676536	9.353038770074143e-05	0.15005901239311129	0.09447725498864247	0.000917799368347471	2.3971152795166963e-07	7.954410052841346e-06	0.02926096208693311	0.9546305555555556	0.29624869719897673	0.284275113122172	0.3866164285714286	0.2604254741434721	0.33086149003296583	1.0643653418803418	1.4393350064350063	0.4220767988559322
NUDT1	NP_945187.1|NP_002443.3	NP_945187.1|NP_002443.3	NP_945187.1	NP_945187.1|NP_002443.3	NP_002443	0.6328532659032674	0.4746469882344593	0.7972369156705473	0.5379350802550594	0.19178449508153272	0.003556984443866671	0.007343263546711914	0.601124135997102	0.02926096208693311	0.25121722222222226	0.11051344796268803	0.06242692847124824	-0.26034999999999997	0.2325199890932564	0.35175887421898366	0.7325754700854701	0.19867323037323037	0.40354232165677967
OGDH	NP_002532.2|NP_001003941.1	NP_002532.2|NP_001350452.1|NP_001158508.1|NP_001003941.1	NP_002532.2	NP_002532.2|NP_001350452.1|NP_001158508.1|NP_001003941.1	NP_002532	0.07264614252211767	0.3144078137465795	0.004802158909384719	0.6076120100149446	0.8650313471234248	0.9945893577263893	0.16963119045407954	0.10617784107437216	0.7561779596277064	0.4890311111111109	0.32144582959560447	0.20544660633484157	0.1343982142857143	-0.03224582727058441	0.0005598279286793684	0.2305931623931622	0.49968635778635784	0.04947085378601698
OSBPL3	NP_056365.1|NP_663160.1	NP_056365.1|NP_663160.1	NP_056365.1	NP_663160.1|NP_056365.1	NP_056365	0.3322748577509943	0.9915143832475999	0.08263829535674513	0.3614502980873568	0.9629755032253167	0.13518854814990622	0.00035652196688744326	0.6084865915677323	0.09689463917832317	0.4079683333333334	0.0016357750952765981	0.14543852813852814	0.44556000000000007	-0.007290042704360645	0.17442235373887982	0.8843367948717946	0.23050939510939528	0.4124205803940678
OSBPL3	NP_056365.1|NP_663160.1	NP_056365.1|NP_663160.1	NP_056365.1	NP_663160.1|NP_056365.1	NP_663162	0.3322748577509943	0.9915143832475999	0.08263829535674513	0.3614502980873568	0.9629755032253167	0.13518854814990622	0.00035652196688744326	0.6084865915677323	0.1351388843736402	0.4079683333333334	0.0016357750952765981	0.14543852813852814	0.44556000000000007	-0.007290042704360645	0.17442235373887982	0.8843367948717946	0.23050939510939528	0.38308849832838976
PGAM2	NP_000281.2		NP_000281.2		NP_000281	0.1638893171557581	0.9564875078749924		0.17684885099406994	0.7881595706620296	0.18361945005783673			0.5516447686665679	1.3241255555555556	0.03114484457359301		-1.1584395604395603	0.15898164752337607	-0.5888080032430842			-0.1097104422923729
PHF14	NP_055475.2	NP_055475.2	NP_055475.2	NP_055475.2	NP_055475	0.48106450319933564	0.4945804045034296	0.8325477659070208	0.49568602164371367	0.8650313471234248	0.3311595917160135	0.4694536019645463	0.09261962115746289	0.31967751417904205	-0.1797672222222222	0.08026280606987818	0.02417126696832579	0.11875892857142856	0.030574096538440454	0.09051549443098139	0.1523315384615383	0.41021248391248394	-0.1246938702838983
PMS2	NP_000526.2|NP_001308943.1|NP_001308935.1|NP_001308944.1|NP_001308936.1|NP_001308934.1|NP_001308938.1|NP_001308942.1|NP_001308939.1|NP_001308940.1	NP_000526.2|NP_001308943.1|NP_001308935.1|NP_001308944.1|NP_001308936.1|NP_001308932.1|NP_001308938.1|NP_001308942.1|NP_001308939.1|NP_001308940.1	NP_000526.2	NP_000526.2|NP_001308943.1|NP_001308935.1|NP_001308944.1|NP_001308936.1|NP_001308932.1|NP_001308938.1|NP_001308942.1|NP_001308939.1|NP_001308940.1		0.021564317356584643	0.11571502358872252		0.5238705047825467	0.2133516178217576	0.30088755858551003	0.025136869119389532	0.19141414059093181		0.5332977777777779	0.18980211363161603		-0.2191446428571429	0.12641129086736827	0.10465429464308329	0.4461935897435897	0.32631312741312746	
POLD2	NP_001120690.1|NP_006221.2	NP_001120690.1|NP_006221.2	NP_006221.2	NP_001120690.1|NP_006221.2	NP_001120690	0.05130970025257037	0.7851225006945645	0.7916722292366764	0.8303075887569621	0.252431495438062	0.05034252797236821	0.9526169376712511	0.5346021625952211	0.5589056157933908	-0.6702205555555555	0.03312528603872811	-0.03080192307692313	-0.07453750000000003	0.14271462676007013	0.20135371737194774	-0.027880341880341858	0.17071274131274122	0.11319860731991527
PPIA	NP_066953.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_066953.1	NP_001287910	0.10720805590098326	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.00031048609124711876	0.00017024606459442883	0.036383600546261476	0.39096444444444434	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5450052991452993	0.8293204633204634	0.3683421897012712
PPIA	NP_066953.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_066953.1	NP_066953	0.10720805590098326	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.00031048609124711876	0.00017024606459442883	0.09061373637758857	0.39096444444444434	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5450052991452993	0.8293204633204634	0.30411198868432204
PPIA	NP_066953.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_001287910.1	NP_001287910	0.10720805590098326	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.1226288197962552	0.00017024606459442883	0.036383600546261476	0.39096444444444434	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5593136752136753	0.8293204633204634	0.3683421897012712
PPIA	NP_066953.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_001287910.1	NP_066953	0.10720805590098326	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.1226288197962552	0.00017024606459442883	0.09061373637758857	0.39096444444444434	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5593136752136753	0.8293204633204634	0.30411198868432204
PPIA	NP_001287910.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_066953.1	NP_001287910	0.23534214348712995	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.00031048609124711876	0.00017024606459442883	0.036383600546261476	1.4683850000000012	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5450052991452993	0.8293204633204634	0.3683421897012712
PPIA	NP_001287910.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_066953.1	NP_066953	0.23534214348712995	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.00031048609124711876	0.00017024606459442883	0.09061373637758857	1.4683850000000012	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5450052991452993	0.8293204633204634	0.30411198868432204
PPIA	NP_001287910.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_001287910.1	NP_001287910	0.23534214348712995	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.1226288197962552	0.00017024606459442883	0.036383600546261476	1.4683850000000012	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5593136752136753	0.8293204633204634	0.3683421897012712
PPIA	NP_001287910.1	NP_066953.1|NP_001137355.1|NP_001129261.2|NP_001116540.1	NP_066953.1	NP_001287910.1	NP_066953	0.23534214348712995	0.10922505439295584	0.0032074068685155627	0.11894429749622848	0.0058316500352389436	0.003556984443866671	0.1226288197962552	0.00017024606459442883	0.09061373637758857	1.4683850000000012	0.22590120193185315	0.2042046380090498	0.5278408071428571	0.20301619025564127	0.22186706078592877	0.5593136752136753	0.8293204633204634	0.30411198868432204
PRR15	NP_787083.1					0.906587996350745		0.0494006493034109	0.39364639785300665	0.8683001683109609	0.956904130777753				0.13962611111111078		0.35066119909502264	0.4310321428571429	-0.06788952669598658	-0.0451351878569497			
PSMA2	NP_002778.1		NP_002778.1	NP_002778.1	NP_002778	0.9957506330035766	0.7851225006945645	0.8424869946811009	0.5156162110701804	0.9311060755619385	0.8974670026056978	0.5602614726529963		0.29963360990826793	-0.002589444444444422	0.02863722424796189	-0.018308936651583695	0.18210357142857148	0.01003866016075268	0.011059267616545299	0.08428397435897445		-0.09701894263771185
PSMG3	NP_115678.1	NP_001127812.1	NP_001127812.1	NP_001127812.1	NP_115678	0.37863967421692424	0.6609693636653812	0.27576308468180144	0.5589261754954906	0.6719868794107031	0.10276602333185787	0.9898670678559951	0.5676242401244606	0.9171889372078894	0.30796888888888896	0.08080245927416892	0.1469649137931035	0.20166035714285718	0.0693271246009765	0.2000749825690491	-0.0075436324786324685	0.1617438867438868	0.02862024864194916
PSPH	NP_004568.2	NP_004568.2	NP_004568.2	NP_004568.2	NP_004568	0.04122552717281525	0.3144078137465795	0.7474433992421711	0.53485090447299	0.7116808865624331	0.05157483335969726	0.7393010848580752	0.04573749439037448	0.040577676637402034	0.8841588888888888	0.30800864044530407	0.06679213217938634	0.30471107142857146	0.20009278068495767	0.4238384457232307	0.19315367521367516	0.8416209781209778	0.5570424411567797
PURB	NP_150093.1	NP_150093.1	NP_150093.1	NP_150093.1	NP_150093	8.651752952767189e-05	0.26232539598546895	0.001541498899738117	0.2944256336338003	0.002508852350650964	0.000418867689665866	0.002291734751434272	0.0010778069837522148	0.02926096208693311	1.0309233333333334	0.189116017770216	0.2429877828054299	0.36055	0.3074162470973676	0.41471805361923586	0.6544397008547009	0.9328205920205921	0.4765167121631356
RAC1	NP_008839.2|NP_065714.1	NP_061485.1	NP_061485.1	NP_061485.1	NP_008839	0.906587996350745	0.8315645451650939	0.6326014657404214	0.9109870659461511	0.9629755032253167	0.8939700884683325	0.3504382045244303	0.06864088642983601	0.5382880809974254	0.04120277777777775	0.023603352057851162	-0.04396470588235293	0.02324464285714288	0.006775312057892096	-0.02124810128203336	0.192601752136752	0.48127554697554686	-0.09620668551483053
RAC1	NP_008839.2|NP_065714.1	NP_061485.1	NP_061485.1	NP_061485.1	NP_061485	0.906587996350745	0.8315645451650939	0.6326014657404214	0.9109870659461511	0.9629755032253167	0.8939700884683325	0.3504382045244303	0.06864088642983601	0.5589056157933908	0.04120277777777775	0.023603352057851162	-0.04396470588235293	0.02324464285714288	0.006775312057892096	-0.02124810128203336	0.192601752136752	0.48127554697554686	-0.08819705957415253
RALA	NP_005393.2	NP_005393.2	NP_005393.2	NP_005393.2	NP_005393	0.011211691711103257	0.3144078137465795	0.017058052896350054	0.3625308014023159	0.0678420337109879	0.21674362400282093	0.022482916419013885	0.36616157580912556	0.6655314591934165	1.03226	0.226920669619982	0.2229984162895928	0.3420714285714286	0.24595994710076996	0.1538387682271285	0.5062676495726497	0.26147644787644775	0.08148310057415248
RP9	NP_976033.1			NP_976033.1		0.7026575591837414		0.04661591634629021	0.6592916320743547	0.6679986608534744	0.03027821740694264	0.17896871657450947			0.23432555555555556		0.4896576923076923	0.13224999999999998	0.08034536373392814	0.3453054973602079	0.3184914957264957		
RPA3	NP_002938.1	NP_002938.1	NP_002938.1	NP_002938.1	NP_002938	0.5612324950640917	0.3317122749687658	0.7971889291063317	0.7101974512524132	0.7116808865624331	0.8776520071045623	0.8666734197704247	0.8303299060674943	0.16362642653822915	-0.2189361111111112	0.11555109776126235	-0.04126436651583709	0.16840124999999997	0.08070889148460897	0.02194854985604877	-0.04913004273504282	0.07962496782496775	0.28777176209110167
SCIN	NP_001106177.1|NP_149119.1	NP_001106177.1|NP_149119.1	NP_001106177.1	NP_001106177.1|NP_149119.1	NP_001106177	0.878840724197778	0.5611632378078956	0.3536053006126197	0.7649848628944895	0.9142177319370235	0.8776520071045623	0.8666734197704247	0.06801292572238694	0.3773375296576784	0.19275611111111135	0.3591755518794762	0.22759162895927604	-0.1892732142857143	0.05166243279186178	0.04692236066973621	-0.16672123931623917	2.0946813384813385	0.2103713303262712
SCRN1	NP_055581.3|NP_001138986.1|NP_001138987.1	NP_001138985.1|NP_001138986.1		NP_001138985.1|NP_001138986.1	NP_001138986	0.04122552717281525		0.6730286900382024	0.8728678291792725	0.19178449508153272	0.04929204699367421	0.015230368478476591	0.01806417383882486	0.1698886844611978	0.7680177777777778		0.08252296380090518	-0.09232035714285715	0.2060240613376586	0.23517349949602107	0.5570760256410255	1.0970208494208493	0.33640783077966113
SCRN1	NP_055581.3|NP_001138986.1|NP_001138987.1	NP_001138985.1|NP_001138986.1		NP_001138987.1	NP_001138986	0.04122552717281525		0.6730286900382024	0.8728678291792725	0.19178449508153272	0.04929204699367421	0.022184396253838123	0.01806417383882486	0.1698886844611978	0.7680177777777778		0.08252296380090518	-0.09232035714285715	0.2060240613376586	0.23517349949602107	0.6803592307692308	1.0970208494208493	0.33640783077966113
SFRP4	NP_003005.2	NP_003005.2		NP_003005.2	NP_003005	0.4866967299937414		0.6730286900382024	0.6140048290055742	0.8650313471234248	0.8820626231915467	0.13177493035114396	0.7610125453649458	0.39009930095273104	0.6332127777777778		0.1918393817204303	0.48412499999999986	0.09742520380212294	0.07841690279527924	1.3101802564102567	-0.28597760617760604	-0.4689243204300846
SKAP2	NP_003921.2|NP_001290397.1	NP_003921.2|NP_001290397.1	NP_003921.2	NP_003921.2|NP_001290397.1	NP_003921	0.7026575591837414	0.5611632378078956	0.527515211770015	0.6390237304472335	0.3907116026681491	0.2739693330378183	0.8367648792787061	0.018068894321126065	0.6655314591934165	0.16850388888888887	-0.16851196470022695	-0.1293136363636363	-0.259392857142857	-0.22458271045792183	-0.20148378638989328	0.10092743589743597	-0.7196831402831404	-0.11844762639830506
SNX8	NP_037453.1	NP_037453.1	NP_037453.1	NP_037453.1	NP_037453	0.008976233183035106	0.7924551096478715	0.7249915080238912	0.43549965554764825	0.4837438607487463	0.03027821740694264	0.005679254756712571	0.035634028737349846	0.1698886844611978	0.6180272222222223	0.04068382627423274	0.034853619909502254	0.19561375000000003	0.10571578665365866	0.1847240033338693	0.5197848717948718	0.6482678249678251	0.2709624876758474
SP4	NP_003103.2|NP_001313471.1|NP_001313472.1	NP_003103.2|NP_001313471.1|NP_001313472.1	NP_003103.2	NP_003103.2|NP_001313471.1|NP_001313472.1		0.9921704084581202	0.5611632378078956		0.8728678291792725	0.3941838816359045	0.8776520071045623	0.4469469390951394	0.38940288280267865		0.015393888888888804	0.1312029396151469		-0.06563928571428576	0.25276845495009853	-0.03784163758453474	0.17617888888888897	-0.29308223938223943	
SUMF2	NP_056226.2|NP_001035934.2|NP_001123541.1|NP_001139805.1|NP_001035935.2	NP_056226.2|NP_001035934.2|NP_001139805.1|NP_001123541.1|NP_001035935.2	NP_056226.2	NP_056226.2|NP_001035934.2|NP_001123541.1|NP_001139805.1|NP_001035935.2	NP_056226	0.021564317356584643	0.4071008112600206	0.31139615974868773	0.0742933534282693	0.7116808865624331	0.053549383913009764	0.30225976067794225	0.0013528950023537624	0.1945664970589937	0.8928211111111111	0.17170476850776778	0.0972640271493213	0.7388571428571428	0.1593021687054344	0.3311563222692655	0.2874709829059829	1.6488592020592021	0.3333703131483051
SUMF2	NP_056226.2|NP_001035934.2|NP_001123541.1|NP_001139805.1|NP_001035935.2	NP_056226.2|NP_001035934.2|NP_001139805.1|NP_001123541.1|NP_001035935.2	NP_056226.2	NP_056226.2|NP_001035934.2|NP_001123541.1|NP_001139805.1|NP_001035935.2	NP_001035934	0.021564317356584643	0.4071008112600206	0.31139615974868773	0.0742933534282693	0.7116808865624331	0.053549383913009764	0.30225976067794225	0.0013528950023537624	0.27286011764331786	0.8928211111111111	0.17170476850776778	0.0972640271493213	0.7388571428571428	0.1593021687054344	0.3311563222692655	0.2874709829059829	1.6488592020592021	0.2895132668177966
SUN1	NP_001124437.1|NP_079430.3|NP_001165416.1|NP_001165417.1	NP_001124437.1|NP_079430.3|NP_001165415.1|NP_001165416.1|NP_001165417.1	NP_001124437.1	NP_001124437.1|NP_079430.3|NP_001165415.1|NP_001165416.1|NP_001165417.1	NP_001124437	0.10720805590098326	0.19866030777615004	0.007433953119038626	0.3614502980873568	0.05020160762945591	0.12869549604064603	0.015230368478476591	0.26665414018437006	0.05178537419639717	0.6061038888888888	0.24415000444928875	0.18738744343891406	0.28813750000000005	0.22285079026322896	0.20355806224982942	0.5912414529914529	0.43366833976833985	0.390227831506356
TAX1BP1	NP_001193830.1|NP_001193831.1|NP_006015.4	NP_001073333.1|NP_001193831.1|NP_001349724.1	NP_001073333.1	NP_001073333.1|NP_006015.4|NP_001349723.1|NP_001193831.1|NP_001349724.1		0.23342322046648314	0.6460213620961489	0.43387809603686034	0.0742933534282693	0.6679986608534744	0.024231449724508435	0.016092889180170357	0.0007649515227837114		0.5520838888888888	0.11736938906916534	0.16320943847072875	0.6058785714285714	0.07559358332921594	0.28996314106010246	0.6494364102564102	1.6956994851994855	
TBRG4	NP_001248763.1|NP_004740.2|NP_112162.1	NP_004740.2|NP_001248763.1|NP_112162.1	NP_004740.2	NP_001248763.1|NP_004740.2|NP_112162.1	NP_001248763	0.0633433368672114	0.49431787005675176	9.353038770074143e-05	0.8728678291792725	0.8040865542782858	0.0008027129269149628	0.22911720626404658	0.10632640948301918	0.5899562251205226	0.5964700000000001	0.18131676893271273	0.40583404977375565	0.06080142857142856	0.045698679320733994	0.4894104697619852	0.4325061111111112	0.5784669240669241	0.10947232224788134
TMED4	NP_872353.2|NP_001289987.1|NP_001289990.1|NP_001289989.1|NP_001289988.1	NP_872353.2|NP_001289987.1|NP_001289990.1|NP_001289989.1|NP_001289988.1	NP_872353.2	NP_872353.2|NP_001289987.1|NP_001289990.1|NP_001289988.1|NP_001289989.1	NP_872353	0.004410922983265124	0.6460213620961489	0.009552905883495414	0.2944256336338003	0.2080768929358504	0.14733662910897521	0.2469455525465926	0.030178549830583812	0.005091067983385545	0.9935005555555554	0.08533679868630732	0.20679219457013576	0.35666321428571424	0.17967889206540785	0.201970820032237	0.22571850427350432	0.8753485199485198	0.570055311095339
TMEM106B	NP_001127704.1	NP_001127704.1	NP_001127704.1	NP_001127704.1	NP_001127704	0.7122933319605139	0.5611632378078956	0.42757222606942574	0.8728678291792725	0.24456380253804363	0.0066216091314354915	0.07948561504219029	0.0012296085319478639	0.19370280845550442	0.2314177777777779	0.15214264408036016	0.14893383152173917	0.09680071428571435	0.12655560013507877	0.3044523284925056	0.3757572222222223	1.2101881595881594	0.27166031520127115
TNRC18	NP_001073964.2	NP_001073964.2	NP_001073964.2	NP_001073964.2		0.765218716146643	0.3144078137465795		0.7081920317777558	0.7116808865624331	0.006101689293557041	0.8941108305388679	0.28664232680594165		0.16188000000000013	0.16388387577565264		0.05818571428571429	0.056419270958944195	0.31894422357721197	0.03207820512820512	0.24451209781209787	
