Name	luad_pvalue_transcriptomics	luad_rvalue_transcriptomics	hnscc_pvalue_transcriptomics	hnscc_rvalue_transcriptomics	ovarian_pvalue_transcriptomics	ovarian_rvalue_transcriptomics	colon_pvalue_transcriptomics	colon_rvalue_transcriptomics	brca_pvalue_transcriptomics	brca_rvalue_transcriptomics	lscc_pvalue_transcriptomics	lscc_rvalue_transcriptomics	luad_pvalue_proteomics	luad_rvalue_proteomics	hnscc_pvalue_proteomics	hnscc_rvalue_proteomics	ovarian_pvalue_proteomics	ovarian_rvalue_proteomics	colon_pvalue_proteomics	colon_rvalue_proteomics	brca_pvalue_proteomics	brca_rvalue_proteomics	lscc_pvalue_proteomics	lscc_rvalue_proteomics
ARMC1	1.2197836205808639e-20	0.7558325687808605	8.771047801874658e-15	0.6786231058911669	1.52955279523003e-14	0.6975878470060763	5.04210767574264e-07	0.47765948812204767	8.767803301599739e-10	0.5418743365582823	3.2612515416057915e-10	0.5744367377010078	2.4536425366759953e-09	0.5548878242994328	0.0006725563636126903	0.3570504690901363	0.0004914811642553172	0.40451620144650097	0.24474153569446433	0.14522948590751833	5.3129089839801436e-11	0.570808464922673	6.3923026511111334e-06	0.45207109467791884
ASAP1-IT2			0.00765788411062631	0.27571979187498463							0.009051280124580233	0.2664039105332945												
ASPH	0.0001247114479237373	0.3709536563657409	8.888445044088445e-09	0.5365834582618239	2.0984681346590555e-07	0.5090542147689441	0.011582369191338796	0.2523533313940337	0.7513627747460179	-0.03685854532509645	0.006107607864901744	0.2789752886983757	0.015705126038835063	0.2470770672669349	1.4259756395487279e-05	0.4399359940000243	0.010066833838985798	0.30780916743343584	0.006762253292216582	0.3040766748562862	0.5759412276311133	0.0575903286969381	0.36360422683533494	0.10564463286734518
ASPH	0.0001247114479237373	0.3709536563657409	8.888445044088445e-09	0.5365834582618239	2.0984681346590555e-07	0.5090542147689441	0.011582369191338796	0.2523533313940337	0.7513627747460179	-0.03685854532509645	0.006107607864901744	0.2789752886983757	0.015705126038835063	0.2470770672669349	1.4259756395487279e-05	0.4399359940000243	0.010066833838985798	0.30780916743343584	0.006762253292216582	0.3040766748562862	0.5759412276311133	0.0575903286969381	0.36360422683533494	0.10564463286734518
ASPH	0.0001247114479237373	0.3709536563657409	8.888445044088445e-09	0.5365834582618239	2.0984681346590555e-07	0.5090542147689441	0.011582369191338796	0.2523533313940337	0.7513627747460179	-0.03685854532509645	0.006107607864901744	0.2789752886983757	0.015705126038835063	0.2470770672669349	1.4259756395487279e-05	0.4399359940000243	0.010066833838985798	0.30780916743343584	0.006762253292216582	0.3040766748562862	0.5759412276311133	0.0575903286969381	0.36360422683533494	0.10564463286734518
ATAD2	1.6857396565909955e-11	0.5975139166049365	1.1038878306157302e-12	0.6364296307379194	3.174326073666366e-09	0.5689716348621536	4.737263717183832e-06	0.4394564561105745	2.890351051658204e-09	0.5273965430328962	1.3572625655425617e-11	0.6090326568519886	6.665587182965148e-09	0.5422923178160354	5.97039468049434e-07	0.4930296632281122	0.00023016735345200563	0.42406208943770807	0.21981290364053965	0.18864648136228368	4.4397361967531836e-14	0.6390582621932022	5.820936993772501e-09	0.5600697419678962
ATP6V0D2	0.025200289667924963	-0.22692877630592678	0.012174044151152646	0.26115910193205316	0.4027337816500856	0.09972106307210102			0.20837014706424442	-0.1313855420660598	0.07809182393875504	-0.18769084323608598	0.10772028452259653	-0.1693468732336894	0.8880073506639874	0.08931831123283322							0.36022131381583977	-0.11497941901589202
ATP6V1C1	3.219990443762061e-25	0.8088796320074652	2.8228128630923846e-17	0.7219398324013948	1.6823441397038435e-08	0.5474410762949353	6.734143763142834e-20	0.7650052568223755	1.418093271747946e-07	0.4759957943056791	2.1337643388409903e-10	0.5795144623453702	0.001003746094780158	0.32792299574680706	3.8037478266716156e-05	0.4204750012993075	5.884772024502187e-10	0.6552310900584742	0.25151833277139934	0.142717848632942	1.3209069329759453e-07	0.47601472383251564	0.6991511878833755	0.05071270804053886
ATP6V1H	1.3329349308402596e-19	0.7420901129162067	1.332013764637933e-15	0.6933826814560067	1.2935357011582522e-14	0.699967588604444	2.1829558412462166e-17	0.7289129523987523	7.04893323764046e-11	0.5700971863839548	4.753375311201416e-16	0.6994164726910843	0.42143905573501156	0.09032238995163408	0.004882595662016062	0.29894503944462886	0.009370193755868507	0.31154064389809366	0.15394314274955215	-0.17404731807818616	0.5958937282889167	-0.054270089870654986	0.6044741292553992	0.0647706345130213
AZIN1	1.400398331306272e-29	0.846433688968492	2.5757189597727107e-10	0.5796515147412158	2.748226311616737e-09	0.57087907506706	5.87752419383647e-18	0.7378119009261983	1.0175868122591333e-07	0.4824438909799461	6.589150018503426e-13	0.6379186336697491												
AZIN1-AS1			0.003917972178239357	0.2963608634307803																				
BAALC	0.24343776211543758	0.12394654417954222	0.0037197244785890527	0.2978762406901769	0.8560236539444296	-0.023347222892638318			0.25495731047229553	0.1198197256592407	0.018006468612112046	0.24285797441753482												
BAALC-AS1			0.005100910239548613	0.2883194377415261							1.4659141544019829e-08	0.5277608130363229												
BAALC-AS2			0.07922434227680722	0.1906324749752211							0.005381511250127646	0.31603084559551065												
BHLHE22	0.022465993862641014	-0.2311208279613441	0.2065305285486631	-0.14101474416025528	0.4517793644974389	-0.09016371502240351			0.6433136269279459	-0.05226178270166819	0.9364781598776208	0.009417480835872447												
BOP1	2.1736915260104195e-13	0.638475546143113	2.168218144326235e-12	0.6301975528093942			1.9911508775568653e-11	0.6105219600425864	3.538233583162301e-08	0.49460325200596755	2.975030736800699e-20	0.7636338103386382	0.042223181111284785	0.21009141825452027	0.000666802659420385	0.3576224634758329	0.08209226783606628	0.2174189571379737	1.4780721205883337e-07	0.5396340637657024	2.770784122056703e-08	0.4979505134338907	2.9408106502339415e-07	0.5032396563644671
C8orf31			0.678823528473588	-0.05123319199676557	0.03063782995662773	0.23459757576494714			0.7163893960319399	-0.04325604186993026	0.014610894784343246	-0.25032281313625165												
C8orf34	0.8677006120465113	0.021554417993457278	0.8592552287639046	0.022028402643566536	0.763073934916392	0.03901831667882333			0.802043797067619	-0.03125598149137153	0.7892610513862302	-0.031101518728247703												
C8orf34-AS1			0.2668238969771886	-0.12487960762381636							0.924919538841255	0.012141135801012108												
C8orf37	7.450998414799995e-06	0.42530118678865797	7.999018105522001e-12	0.6168509716832392	1.8579019765966826e-06	0.47312659951423736	0.07782401591721817	0.17955263703902918	0.0001707812770992483	0.3527991277294268	6.44731706917101e-09	0.5383452765229209	0.01299512282102941	0.2596934453986731	0.6043136277562594	0.08695756294281194	0.5306392773808427	0.09702020297970855			0.08842857035227047	0.168440984911166	1.8016676811552368e-05	0.4508668449443
C8orf37-AS1			0.9649651718178617	-0.004795385024232907							0.37473795197028653	0.09976065925560755												
C8orf76	9.637688394305712e-27	0.8234378050049621	3.6695169465283935e-20	0.7646675789920199			9.017287384919035e-07	0.46832477768568304	2.6271488895205618e-15	0.6676778058487269	3.160991988160772e-13	0.6453485027185559	0.8433904363560042	0.03188591924166218	0.21380055310783316	-0.3825195109237206							0.7099384310950229	0.06468685020559319
C8orf82	7.6024387621838505e-22	0.7710015503427379	3.6082649940952066e-12	0.6248537924754127			4.263610087784082e-09	0.5463321526005642	0.00011298291467697759	0.36995892346501746	7.5549906063296945e-06	0.4319707980882353	5.360346054509689e-08	0.5128979944114114	0.003557727306154548	0.31042724990636616	1.5075101562475236e-08	0.6120838588540611	1.2413551473459038e-13	0.7018797419930543	1.411722198109499e-09	0.5343224643096459	0.0010338850122559992	0.34273365257415866
C8orf87			0.2435140517183111	0.13120624346300527	0.479319312478662	0.08448876048115057			0.5435867936523704	-0.12965326947454037	0.5014662125765837	-0.12136332211780623												
C8orf88	0.9953456509670029	-0.0009038655441963063	0.7133441157079702	0.04637699467424544			0.4720648559069303	-0.07483888962277366			0.4277113351196013	-0.09053073865277941			0.544692099101461	0.4242361201692637			0.583750216584013	0.20178096232850637				
C8orf89	0.9355171713289474	-0.011823240812124103	0.25668099870985606	0.1273096746568477							0.7422472195106202	0.04357131309051887												
CA1	0.10118584905342264	0.17053796358210627	0.012715179404214641	0.25958130709375815	0.4582123184528378	0.08887847370258813			0.45515011922619436	-0.15719741664727893	0.0715032127763053	0.24280739777466875	0.01358932508664435	0.2899414455020677	0.9596605231341481	0.007847207427853106	0.6440455853153012	-0.06130590561903606	0.6550052650495637	-0.06273946972200212	0.3088737168472202	0.10348836603637443	0.05262271985803086	0.22537681530160297
CA1	0.10118584905342264	0.17053796358210627	0.012715179404214641	0.25958130709375815	0.4582123184528378	0.08887847370258813			0.45515011922619436	-0.15719741664727893	0.0715032127763053	0.24280739777466875	0.01358932508664435	0.2899414455020677	0.9596605231341481	0.007847207427853106	0.6440455853153012	-0.06130590561903606	0.6550052650495637	-0.06273946972200212	0.3088737168472202	0.10348836603637443	0.05262271985803086	0.22537681530160297
CA1	0.10118584905342264	0.17053796358210627	0.012715179404214641	0.25958130709375815	0.4582123184528378	0.08887847370258813			0.45515011922619436	-0.15719741664727893	0.0715032127763053	0.24280739777466875	0.01358932508664435	0.2899414455020677	0.9596605231341481	0.007847207427853106	0.6440455853153012	-0.06130590561903606	0.6550052650495637	-0.06273946972200212	0.3088737168472202	0.10348836603637443	0.05262271985803086	0.22537681530160297
CA1	0.10118584905342264	0.17053796358210627	0.012715179404214641	0.25958130709375815	0.4582123184528378	0.08887847370258813			0.45515011922619436	-0.15719741664727893	0.0715032127763053	0.24280739777466875	0.01358932508664435	0.2899414455020677	0.9596605231341481	0.007847207427853106	0.6440455853153012	-0.06130590561903606	0.6550052650495637	-0.06273946972200212	0.3088737168472202	0.10348836603637443	0.05262271985803086	0.22537681530160297
CA13	0.007579011222228295	0.26685780577152235	0.006195144263191901	0.2823942925062485			3.53149494174446e-07	0.48338399921840247	0.7843768520373208	0.03294893069992136	0.0020634824065019785	0.3097905526079723	0.0017831632892845507	0.3130466860312545	0.9044234757207681	0.01818283296547439	0.018756154695581062	0.2849177751560194	0.0025392762038483636	0.34994907431338373	0.8906940962949484	0.014066444249254594	0.23580114421927645	0.1331797861507465
CA2	0.3477877817892227	-0.1022471572929192	0.12848119039297679	0.16676422542901698	0.06142458346677224	0.20606753460804747	0.36368971968877184	-0.09386758801957465	0.9433024253408377	0.007669020353070485	0.9767463317718645	-0.0036998532918659163	0.011504835313320517	0.2966993468692235	0.33172241119019763	0.11948913057382311	0.866986773884106	-0.023255328195685633	0.6752609363782595	0.05730250982968671	0.48294501399152473	0.07184728400465756	0.6237910875182647	0.06116781279782468
CA2	0.3477877817892227	-0.1022471572929192	0.12848119039297679	0.16676422542901698	0.06142458346677224	0.20606753460804747	0.36368971968877184	-0.09386758801957465	0.9433024253408377	0.007669020353070485	0.9767463317718645	-0.0036998532918659163	0.011504835313320517	0.2966993468692235	0.33172241119019763	0.11948913057382311	0.866986773884106	-0.023255328195685633	0.6752609363782595	0.05730250982968671	0.48294501399152473	0.07184728400465756	0.6237910875182647	0.06116781279782468
CA3	0.6841399238102281	0.04763430671896311	0.5708387631572804	-0.06871112089585066					0.997171861097213	0.00034673760093956174	0.8807861186274342	0.017224385871721946	0.8227439048420032	-0.027241507372777692	0.21916512184650191	-0.14586533057685772	0.5096004752246813	0.08911263858765782	0.5255922064030114	-0.1419149116341073	0.22909392909117587	0.12207810920749645	0.6913171004745613	-0.052064132274708
CA3-AS1			0.05238609827787374	0.20855930097825714							0.7294018307946489	0.04365512358203746												
CA8	0.05147191905123811	0.20063335487193673	0.02060020041715436	-0.24325195278494993	0.002546383453064278	0.3168860537766739	0.03027512837741911	-0.21810619158638334	0.37939176222327414	-0.0949832025665877	0.16534279181669392	0.14942585696910043	0.016906528366043422	0.2536382917115374	0.7942686822756676	-0.04342106340491857	0.30921400416862854	0.13453121880682892	0.2690994265872716	-0.26028131881699357	0.46400588366963574	0.07558716317003336	0.4837595805909842	0.08917055385753128
CALB1	0.04533010655397837	0.20468700707303866	0.02238179349101337	0.24026592247161777	0.8167560648004502	0.03012513117269564			0.4147171041431359	0.20533568214585043	0.1514153462489801	-0.15990859638227675	0.35281023458043476	0.18427534298035095	0.7390827149571536	-0.0657093220446551	0.5785303771694844	0.0727956111103017	0.1334308071827332	-0.9229595934718743				
CASC11			0.0011093521523714025	0.3310900662171278							0.0006729139734431393	0.34084226118371685												
CASC19			0.9181780328127997	-0.012434417876839021																				
CASC8			0.006792030041969831	0.2795357998632997					0.01349948911810798	0.2777575343643648	0.002309604578214813	0.30946555812609133												
CASC9			0.0006433450846230824	0.34454291425166894			0.0025263057209695826	0.29905775832325776	0.656892464260807	0.08679459072615381														
CCAT2			3.6674839378571804e-05	0.4066769845264524							0.0006540261143364105	0.3402078293599323												
CCDC166	0.06554735924851522	0.2840631299188249	0.01605745435444913	0.2516682474859015	0.7387191583520925	0.043853556924925347			0.0022526643037495482	0.5098949716044199	0.028170706064624174	0.3123989509049845												
CCDC26			0.021881227341987424	-0.2411395108662838																				
CCN3																								
CCN4																								
CCNE2	5.412737428387634e-07	0.46879554403355683	2.3117230413561635e-08	0.5240707013782893	5.626568781952377e-05	0.40808493508295696	2.6117808034022435e-05	0.4066898153011817	2.3024451366945865e-06	0.48955923631275455	4.395623784619507e-05	0.3988503260311863			0.8184638219418034	0.121637444345704								
CDC42P3			0.800182714970838	0.03186052879582097																				
CDH17	0.8009247331639345	-0.031241636325858593	0.5531230181946025	0.0721102624784415	0.5009544310546358	0.0800722770830735	1.8906258284971334e-05	0.4130252855352144	0.5961308380743666	0.06932131074822559	0.8169880559595142	0.027371654958577414	0.4868123038063325	-0.14133660956322472	0.46005227231670126	0.4345195969067293			0.0007917674164425307	0.3702502418112461				
CERNA3			0.8584768691573395	0.022417831617080164																				
CHCHD7	1.2932775577678015e-21	0.7681943481826059	6.857351903594872e-11	0.5941637808012962	3.696399881591159e-10	0.5956457786468364	2.1167710379509295e-14	0.6769292841241767	2.0994728368501806e-05	0.39434138412862924	3.69239094402504e-17	0.7175234602901617	0.000261960399255082	0.36654069893813257	0.8282289205686796	0.03179000178881417	0.3546558269267246	0.13067033913947712	0.08104855255419682	0.29858064317403477	5.805985868720275e-07	0.4549808840199486	0.35214921105034885	0.11680325695655085
CHD7	5.486582969237135e-09	0.5323828208443437	7.562881222768114e-07	0.47405107812184444	0.0037518034432938996	0.3060508444665724	0.0002171102226565336	0.360974446626538	0.01058166596390474	0.24903284371520162	7.56465156514764e-08	0.50550293383401	0.02184640344627684	0.24505624338966941	0.7273102595306763	0.06963338191980661	0.2902095630743468	0.14085310175999838			0.001140355743531804	0.32049182398540077	0.16997277151088144	0.15405581552286265
CHMP4C	2.5400406689916248e-15	0.6751711795170209	0.00030160413768144586	0.36196750359680235	1.0783800302232343e-11	0.6351980811502678	4.8008469808728154e-05	0.3943733956728106	2.6586093004939856e-10	0.5573657869761908	0.0006707070199238342	0.3395111952656054	2.730812001679529e-06	0.45028101520316954	0.13709693428775951	0.1705114512694319	0.5306392773808427	0.08287917272896946	0.18498763915068767	0.1992202163253082	4.615981843005232e-06	0.4206623242714619	0.03920295511447047	0.22147481673620334
CHRAC1	1.672682649194476e-22	0.7793101270883889	1.1152150817757793e-16	0.7124463087447752	1.6262984519643223e-16	0.7327754516382756	1.1358295334008272e-17	0.7333721935920147	2.6078332203616985e-15	0.6693958118994219	3.3611599031152026e-31	0.8668465158917127	0.000169299989978805	0.37499940084206507	2.5115463774120496e-05	0.4405668748929843	0.00011243367339366281	0.443354808609145	0.004383127146769948	0.3501510143067187	5.6843601173670465e-08	0.48778074463161336	3.21039972081222e-08	0.5345508991738106
CNBD1	0.5109483273210957	0.08893823265105241	0.12571659662961673	0.1680253846627079	0.7976582472276227	-0.03398101477293426			0.05673635527233494	0.48682880056891176	0.09347790668688366	0.1978422626149934												
CNGB3	5.837647903582258e-06	0.43514920986601946	0.00046218536702804207	0.35236164301360356	0.13460332641254621	0.16874294266682596			0.4857300396874199	-0.19176538737826998	0.20637732191641836	0.13955543361117723	0.9400701378025027	-0.01307730413191286							0.06382637874376067	-0.18893471523950212	0.16997277151088144	-0.19356796324146802
COL14A1	0.733637171300251	-0.04019580932097698	0.00422828703540654	-0.2940612625030364	0.18641328770317764	-0.1507563998196662	0.14713227354078956	-0.14878643057842456	0.011994272291246827	-0.246159221183412	0.4394792514829174	-0.08815280258755474	0.5450663432011068	-0.06888353880731249	0.011189461997331333	-0.27235050811241857	0.20794902434266851	-0.16373720640237183	0.515893718426873	-0.08805564158128008	0.009091071557850529	-0.2492958906458947	0.17948936649917963	-0.15045917340647302
COLEC10	0.0012246294634313051	0.31793283988164645	0.0030083642905220065	0.3040980778850402	0.010354225906621597	0.2729799028232133			0.22103900810858257	0.13310790143332857	0.20637732191641836	0.13740672274075544	0.35281023458043476	-0.12008323718862199					0.5002114254887349	-0.23566291429902342	0.791743845811217	0.02894750937503611		
COMMD5	9.233518371458891e-22	0.7699523662759614	3.753344091722997e-18	0.735358084685213			4.140057617657035e-09	0.5468145539831599	3.151247885449833e-07	0.4658471435608734	3.02396541623183e-07	0.48478956056202493	0.5181764124467445	0.0739551742219207	0.034537157143117135	0.2327257868055714	0.294236046297029	0.13880197067146113	0.8017231388102763	0.03634970826151125	0.28158407850646633	0.10886764966852869	0.31841563363692227	-0.11446950027937314
COPS5	3.204769513137326e-32	0.8672300539830804	8.452495896695999e-17	0.7145355204739486	1.3860678101090935e-11	0.6322713705125095	2.3005299803183e-07	0.4899591799145735	3.144688349463867e-13	0.6260852467035433	8.433999559885728e-18	0.728494574102504	0.3571779027777368	0.10277068883161676	0.8282289205686796	0.032193346153489094	0.8211267548774188	0.03144752288669585	0.03676545203346574	-0.2451786543694892	0.36382426697194536	-0.09212731217587503	0.18244889627106117	0.1483163373864052
COX6C	4.847231969072517e-22	0.7739791762541891	7.653458966578354e-14	0.6609542367911602	6.470457894698996e-10	0.589114790586053	5.206215731063744e-07	0.4770546174261949	0.16868359990383194	0.1429555965132958	3.721920609126819e-11	0.5987097335924063	0.39156280870535715	0.09640177138726211	0.8338209024763079	-0.03023105602085366	0.09119922501414277	0.21170435312853142	0.06739956358409238	0.21862099846014668	0.0016209217205087783	0.29853397008838056	0.10851366773355388	0.17603890771692515
CPA6	0.3477877817892227	0.10267789344410413	0.6326499712149988	0.05841388317815802	0.04048245013645915	0.2234915345232204			0.138225006254755	-0.16490931442923795	0.29389112794794253	0.11662723630713101			0.9090515584354394	-0.10969035092485785			0.8941137858623335	0.034061726513112026				
CPNE3	4.442514616807678e-19	0.7347506231973528	7.653458966578354e-14	0.6608503815228528	9.015397207128011e-06	0.44464650732646405	6.534129194977052e-14	0.6667830773022325	0.00010088869956615713	0.3638929890178348	3.7933290462477825e-12	0.6215903904466845	4.0421344649964024e-14	0.6694430738196115	5.7301175354015386e-08	0.5272280717768534	7.724268996990757e-09	0.6211851606183039	2.7839256202759246e-05	0.4491903994675711	2.2082538230870026e-05	0.393180822715943	5.776492559255561e-05	0.40808617026572186
CPQ	0.20407979025541592	0.13404800451387539	0.5870011849110407	-0.06586647104759488	0.0005379607777260215	0.3577587659798053	0.9546013185463049	-0.006820214383407824	0.07734288562596595	0.17933037862616752	0.8669010015714633	-0.020206209287643558	0.22267134754616688	0.1330822690676915	0.36804708170580397	-0.11223829489112605	0.004739183831034087	0.33608619475723206	0.5002114254887349	-0.11185549624506452	0.6289634595342645	0.04973513248603013	0.8166921219438718	0.03258778668388355
CPSF1	5.314610126464414e-17	0.7034491621906962	2.0598250964785552e-10	0.5822289929249209			2.6983379324313977e-06	0.44921257322264124	1.4345480575522082e-06	0.44056608277816434	0.001125169187789379	0.32671265919999837	0.0007982527689952253	0.33415749722703325	0.012156935883477457	0.26959712698183486	0.019634336554667245	0.2828959408076315	0.05676387482900487	0.22640317905155116	3.907954933885962e-06	0.42352232137945334	0.17742992904262217	0.15169584090099436
CRH	0.9720038039738015	-0.006648824843401353	0.8285545714176331	-0.02735513103994846	0.09332925403200439	0.18657445372922116			0.19370497941892895	-0.32849063902039977														
CRISPLD1	0.35742207102621465	-0.09989805882409715	0.00765788411062631	0.27578959573959655	0.6989001388496711	0.04992985652358291	0.5925119541519025	-0.05616870235481808	0.1512736727868128	0.14866737732708019	0.00015373239731110067	0.372829847902116			0.7549299235424309	0.07790329587663025					0.030326882254744128	0.21729048786156524	0.03602569891575124	0.24211864372708425
CSMD3	0.42444594759399734	0.08973883147252971	0.6461556232313459	0.05631254852752106	0.3469084362464231	0.11045741543242192			0.766403627303941	0.23298779681178422	0.1918809469787028	-0.1467311935504688									0.0008447150828731047	0.3844002087628757	0.9102700423287883	0.020373866558916875
CTHRC1	0.07279106340505608	0.18537364677970591	0.33458828016268405	0.10938757873637316	0.6968719715323475	0.050532737675554246	0.17637420550739608	-0.13910281862087318	0.07775141671692895	-0.1786419033809109	0.7892610513862302	-0.03155184297674928	0.04382061184715404	0.24012760223540527	0.24244701726720094	0.14010973408165636	0.7901590490355347	0.037545059929080964	0.38584990689092286	-0.11516624923001889	0.06482064448308308	-0.18177155534658349	0.0014187906118307717	0.3588945692205619
CTHRC1	0.07279106340505608	0.18537364677970591	0.33458828016268405	0.10938757873637316	0.6968719715323475	0.050532737675554246	0.17637420550739608	-0.13910281862087318	0.07775141671692895	-0.1786419033809109	0.7892610513862302	-0.03155184297674928	0.04382061184715404	0.24012760223540527	0.24244701726720094	0.14010973408165636	0.7901590490355347	0.037545059929080964	0.38584990689092286	-0.11516624923001889	0.06482064448308308	-0.18177155534658349	0.0014187906118307717	0.3588945692205619
CTHRC1	0.07279106340505608	0.18537364677970591	0.33458828016268405	0.10938757873637316	0.6968719715323475	0.050532737675554246	0.17637420550739608	-0.13910281862087318	0.07775141671692895	-0.1786419033809109	0.7892610513862302	-0.03155184297674928	0.04382061184715404	0.24012760223540527	0.24244701726720094	0.14010973408165636	0.7901590490355347	0.037545059929080964	0.38584990689092286	-0.11516624923001889	0.06482064448308308	-0.18177155534658349	0.0014187906118307717	0.3588945692205619
CTHRC1	0.07279106340505608	0.18537364677970591	0.33458828016268405	0.10938757873637316	0.6968719715323475	0.050532737675554246	0.17637420550739608	-0.13910281862087318	0.07775141671692895	-0.1786419033809109	0.7892610513862302	-0.03155184297674928	0.04382061184715404	0.24012760223540527	0.24244701726720094	0.14010973408165636	0.7901590490355347	0.037545059929080964	0.38584990689092286	-0.11516624923001889	0.06482064448308308	-0.18177155534658349	0.0014187906118307717	0.3588945692205619
