protein	cancers	num_cancers
ACTA1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTB	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTBL2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTG1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTG2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTN2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTN3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTR3B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTR5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTR6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACTR8	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ACYP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADA	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADAM10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADAM17	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADAMDEC1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADAMTS16	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADAMTSL4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADD2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADGRE2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADGRG1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADH1B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADIRF	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADK	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADO	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADPRH	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADPRHL2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADRM1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADSL	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ADSS	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AEBP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AFF4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGAP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGFG2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGPAT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGPAT2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGPAT5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGPS	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGR3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AGT	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AHCY	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AHR	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AHSP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AIFM2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AIP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AK1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AK2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AK3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AK6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKAP10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKAP17A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKAP5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKAP8	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKR1B10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKR1C1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKR1C2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKR7A3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKT3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AKTIP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALB	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH1A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH1B1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH1L1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH1L2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH3A2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH3B1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH4A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDH7A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDOB	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALDOC	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALG8	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALG9	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALKBH4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALKBH5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALKBH7	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ALPL	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AMBP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AMFR	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AMPD2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AMPD3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANAPC10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANAPC16	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANAPC4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANGPTL2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKLE2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD13A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD22	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD27	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD28	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKRD54	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANKZF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANO1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANO10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANO6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANP32B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANTXR1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANXA1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ANXA5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP1G1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP1G2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP1S1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP1S3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP3M2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP4M1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP5B1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP5M1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP5S1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AP5Z1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APCS	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APEX1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APIP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APMAP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOA4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOB	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOBEC3F	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOBR	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOC1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOC2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOC3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOC4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOD	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOE	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOF	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOM	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APOOL	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APRT	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
APTX	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARAF	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARF4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARF5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARF6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARFGEF3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARG1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARGLU1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP12	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP18	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP21	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP26	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGAP27	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGEF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGEF10	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGEF18	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARHGEF40	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARID2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARID3A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARIH2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL14EP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL5B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL6IP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL6IP6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL8A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARL8B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARMCX1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARMCX2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARMCX3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARMT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARPC5L	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARRDC1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARSA	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ARVCF	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASAH1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASB9	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASCC1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASCC2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASCC3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASF1A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASF1B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASNS	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASPA	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASPN	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASRGL1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ASS1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATAD3B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATAT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATF2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATF7IP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATG13	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATG3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATG4B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATG4C	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATG9A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATL1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATL2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATM	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP12A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP13A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP1A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP1B1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP2A2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP2C1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6AP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6AP2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6V0A2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6V0D1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6V1F	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP6V1G1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP8A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATP9A	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATPAF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATRAID	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATRN	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
ATXN3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AUH	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AUP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AVEN	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AVL9	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
AZGP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B2M	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B3GAT3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B3GNT2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B4GALT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B4GALT4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B4GALT7	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
B4GAT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BACH1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAD	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAG2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAG3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAG4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAG5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAIAP2L1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAK1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BANF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BASP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BAZ1B	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCHE	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCKDHA	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCKDK	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCL2L1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCL7C	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCR	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BCS1L	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BDH1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BET1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BICD2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BIN2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BIRC2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLMH	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLOC1S1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLOC1S3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLOC1S4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLOC1S6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BLVRB	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BNIP1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BOD1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BOD1L1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BOLA1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BORCS5	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BORCS6	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BORCS7	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BPGM	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BPHL	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRAF	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRAT1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRD1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRD3	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRD7	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRI3BP	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRIX1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRK1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BRMS1L	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BSPRY	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BST1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BST2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BTAF1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BTBD2	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BTF3L4	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BTN2A1	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BUD13	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
BUD31	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
C11orf52	['brca', 'colon', 'hnscc', 'lscc', 'luad', 'ovarian']	6
