Name	luad_Database_ID	lscc_Database_ID	brca_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue
ERI1	NP_699163.2|NP_001341567.1|NP_001341564.1|NP_001341565.1	NP_699163.2|NP_001341564.1|NP_001341565.1|NP_001341567.1	NP_699163.2	NP_699163	0.9999997702602358	0.2944023985464157	0.9998699107407941	0.999511349160309	0.9999955273691915	0.976976100445997
ERICH1	NP_997215.1|NP_001290029.1	NP_997215.1|NP_001290029.1	NP_997215.1|NP_001290029.1		0.4082836940371338		0.9113617519596726	0.22516233571551064	0.6135259438563726	
FAM160B2	NP_073586.5|NP_001341179.1|NP_001341180.1	NP_073586.5|NP_001341179.1|NP_001341180.1	NP_073586.5	NP_073586	0.9999997702602358	0.3383708041314774	0.4270664375500145	0.9796075380858354	0.9999955273691915	0.12657067530838942
FDFT1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671	0.4908989308810786	0.999994482556238	0.12272652198500714	0.1038216956555497	0.3212538928746723	0.3670843097040478
GSR	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628	0.09273149099733487	0.999994482556238	0.1838580007406693	0.00756819998973256	0.9999955273691915	0.976976100445997
GTF2E2	NP_002086.1|NP_001335282.1	NP_002086.1|NP_001335282.1	NP_002086.1	NP_002086	0.389435246916014	0.12120660668417257	0.25080775977646047	0.19391437526880165	0.91209794021381	0.7124080797729403
HMBOX1	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001311324.1|NP_001293108.1|NP_000536.5	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311324.1	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001311324.1		0.6799668014601402		0.13088847671175813	0.2707807525100697	0.4307049592842807	
KBTBD11	NP_055682.1	NP_055682.1	NP_055682.1	NP_055682	0.014741527664370426	0.08801340249923072	0.3657170089259613	0.00756819998973256	0.6135259438563726	0.020652504507489133
KCTD9	NP_060104.2	NP_060104.2	NP_060104.2	NP_060104	0.5199142315488556	0.029505756186407345	0.02167237459044469	0.02371036446884622	0.9999955273691915	0.03476107363877271
KIF13B	NP_056069.2|NP_872312.2	NP_056069.2	NP_056069.2	NP_056069	0.8736506654841927	0.999994482556238	0.9998699107407941	0.8152098003022722	0.9999955273691915	0.3637522059340879
LOXL2	NP_002309.1	NP_002309.1	NP_002309.1	NP_002309	0.025718348450553936	0.018067528354702458	0.07704004183076787	0.0698176418814441	0.056832052734096215	0.12395803266172525
LPL	NP_000228.1	NP_000228.1	NP_000228.1	NP_000228	0.023146798684604543		0.02167237459044469	0.00756819998973256	0.5077250154260499	0.07729514365997951
LZTS1	NP_001349813.1	NP_001349813.1	NP_066300.1	NP_066300	0.025718348450553936		0.02167237459044469	0.15326733076660137	0.15576925201533376	0.020652504507489133
MFHAS1	NP_004216.2	NP_004216.2	NP_004216.2	NP_004216	0.03185686754614057		0.02167237459044469	0.00756819998973256	0.15576925201533376	0.1170627401858805
MSR1	NP_619729.1|NP_001350673.1|NP_619730.1|NP_002436.1	NP_619729.1|NP_001350673.1|NP_619730.1|NP_002436.1	NP_619729.1|NP_619730.1	NP_619729	0.014741527664370426	0.018067528354702458	0.02167237459044469	0.011579538005343507	0.047086227484827214	0.03476107363877271
MSRA	NP_036463.1|NP_001129143.1|NP_001186658.1|NP_001129142.1	NP_036463.1|NP_001129143.1|NP_001129142.1|NP_001186658.1	NP_036463.1|NP_001129143.1|NP_001129142.1|NP_001186658.1	NP_036463	0.23509090895002357	0.1917982393132327	0.9113617519596726	0.4731973656350767	0.9999955273691915	0.4726161499319952
MTMR7	NP_004677.3	NP_004677.3	NP_004677.3		0.30604754110850874			0.18181294235798565	0.5181803025086561	
MTMR9	NP_056273.2	NP_056273.2	NP_056273.2	NP_056273	0.9809526763275511	0.08016304730756242	0.3300986189375557	0.895436899521815	0.9999955273691915	0.24462328675342476
MTUS1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001924.1|NP_001159865.1|NP_065800.1|NP_001317399.1		0.8736506654841927	0.23120897213152763	0.2859329174266191	0.15326733076660137	0.7617216125845988	
MTUS1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001925.1		0.20583690921184933	0.23120897213152763	0.2859329174266191	0.15326733076660137	0.7617216125845988	
MYOM2			NP_003961.3	NP_003961	0.23509090895002357		0.02167237459044469			0.013702238716777717
NAT1	NP_000653.3|NP_001153647.1	NP_000653.3|NP_001153647.1	NP_001153651.1|NP_001278891.1	NP_001153651	0.2700124144551988	0.999994482556238	0.3300986189375557	0.895436899521815	0.9999955273691915	0.20926593351928416
NEFL		NP_006149.2	NP_006149.2	NP_006149	0.018416916533872205	0.08016304730756242	0.09304005861171344	0.00756819998973256		0.37053518438158817
NEIL2	NP_001129218.1|NP_001129219.1|NP_001129220.1	NP_001129218.1|NP_001129219.1|NP_001129220.1	NP_659480.1|NP_001129220.1	NP_659480	0.8736506654841927	0.26890612552804966	0.41052948614893614	0.20821062764983528	0.5077250154260499	0.013702238716777717
NUDT18	NP_079091.3	NP_079091.3	NP_079091.3	NP_079091	0.26673105385460744	0.06795120035123199	0.02167237459044469	0.9332495431605162	0.9865603473637532	0.01682883581161792
PBK	NP_001349969.1|NP_001265874.1	NP_001349969.1|NP_001265874.1	NP_060962.2|NP_001265874.1	NP_060962	0.4187674302454203	0.13260301816138195	0.11773308376674954	0.011579538005343507	0.5896210145008332	0.13620412075827204
PCM1	NP_001339561.1|NP_001339563.1|NP_001339568.1|NP_001339572.1|NP_001339586.1|NP_001339583.1|NP_001339588.1	NP_001339564.1|NP_001302436.1|NP_001339562.1|NP_001339572.1|NP_001339586.1|NP_001339588.1	NP_006188.3|NP_001302437.1	NP_006188	0.971289894995133	0.999994482556238	0.9998699107407941	0.9784149620764059	0.9999955273691915	0.2495163559480068
PCM1	NP_001339561.1|NP_001339563.1|NP_001339568.1|NP_001339572.1|NP_001339586.1|NP_001339583.1|NP_001339588.1	NP_001339565.1|NP_001339566.1|NP_001339569.1|NP_001339573.1|NP_001339568.1|NP_001302437.1|NP_001339571.1|NP_001339583.1	NP_006188.3|NP_001302437.1	NP_006188	0.971289894995133	0.999994482556238	0.9998699107407941	0.2079089838070978	0.9999955273691915	0.2495163559480068
PDGFRL	NP_006198.1	NP_006198.1	NP_006198.1	NP_006198	0.03185686754614057		0.079122542502519	0.06630637693160732	0.15576925201533376	0.013702238716777717
PDLIM2	NP_067643.3	NP_067643.3	NP_067643.3	NP_067643	0.04271541378083616	0.037331935532123765	0.23736931833014902	0.018614208519446014	0.15576925201533376	0.01682883581161792
PEBP4	NP_001350162.1	NP_001350162.1	NP_659399.2		0.014741527664370426		0.27538556623180055	0.00756819998973256	0.11683776528364316	
PINX1	NP_060354.4|NP_001271285.1	NP_060354.4|NP_001271285.1	NP_060354.4|NP_001271285.1	NP_060354	0.4082836940371338	0.5901673749941384	0.9998699107407941	0.032510512470606545	0.43663215473429695	0.3904377641936163
PNMA2	NP_009188.1	NP_009188.1	NP_009188.1		0.07338453797151072		0.02167237459044469	0.023792198665980306	0.48072808103231934	
POLR3D	NP_001713.2	NP_001713.2	NP_001713.2	NP_001713	0.03185686754614057	0.029505756186407345	0.07704004183076787	0.014313408917577616	0.047086227484827214	0.06413801274452036
PPP2CB	NP_001009552.1|NP_001341948.1	NP_001009552.1|NP_001341948.1	NP_001009552.1	NP_001009552	0.4264840939976108	0.999994482556238	0.3300986189375557	0.03462589437934908	0.9999955273691915	0.7564474378089632
PPP2R2A	NP_002708.1|NP_001171062.1	NP_002708.1|NP_001171062.1	NP_002708.1|NP_001171062.1	NP_001171062	0.9999997702602358	0.999994482556238	0.9362644454750292	0.999511349160309	0.9999955273691915	0.7124080797729403
PPP3CC	NP_001230903.1|NP_005596.2|NP_001230904.1	NP_001230904.1|NP_001230903.1|NP_005596.2	NP_001230904.1|NP_005596.2|NP_001230903.1	NP_001230904	0.10586577417037334	0.17210455359287488	0.9998699107407941	0.999511349160309	0.9999955273691915	0.013702238716777717
PSD3	NP_056125.3|NP_001349748.1|NP_996792.1	NP_056125.3|NP_001349748.1|NP_996792.1	NP_056125.3|NP_996792.1	NP_056125	0.3193517525731994		0.05203462788169866	0.15326733076660137	0.15576925201533376	0.4041620368151762
PTK2B	NP_775267.1|NP_004094.3	NP_004094.3	NP_775267.1|NP_004094.3	NP_004094	0.03185686754614057	0.999994482556238	0.41052948614893614	0.828622676728406	0.9999955273691915	0.02423869532667405
PTK2B	NP_775267.1|NP_004094.3	NP_775267.1	NP_775267.1|NP_004094.3	NP_004094	0.03185686754614057	0.999994482556238	0.41052948614893614	0.47067841331008303	0.9999955273691915	0.02423869532667405
R3HCC1	NP_001129580.2|NP_001288579.1	NP_001129580.2|NP_001288579.1	NP_001129580.2|NP_001288579.1	NP_001129580	0.5663648183423324	0.26890612552804966	0.18956448730613973	0.2955380086774101	0.9999955273691915	0.3404596303347272
RBPMS	NP_001008712.1|NP_001008711.1	NP_001008712.1|NP_001008711.1	NP_001008712.1|NP_001008711.1	NP_001008710	0.03185686754614057	0.08016304730756242	0.04282854830166112	0.4731973656350767	0.6648376419534406	0.14213327897493763
REEP4	NP_001303894.1	NP_001303894.1	NP_079508.2|NP_001303893.1	NP_079508	0.5663648183423324	0.08026731120960552	0.025480874192359244	0.06639211165979572	0.056832052734096215	0.3784148504156401
REEP4	NP_079508.2|NP_001303893.1	NP_001303894.1	NP_079508.2|NP_001303893.1	NP_079508	0.5663648183423324	0.08026731120960552	0.025480874192359244	0.06639211165979572	0.15576925201533376	0.3784148504156401
REEP4	NP_001303894.1	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508	0.5663648183423324	0.08026731120960552	0.025480874192359244	0.015355899777476763	0.056832052734096215	0.3784148504156401
REEP4	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508.2|NP_001303893.1	NP_079508	0.5663648183423324	0.08026731120960552	0.025480874192359244	0.015355899777476763	0.15576925201533376	0.3784148504156401
SARAF	NP_057211.4|NP_001271168.1	NP_057211.4|NP_001271168.1	NP_057211.4|NP_001271168.1	NP_057211	0.4082836940371338	0.39524267502130306	0.36737707885487686	0.11285823986285894	0.534116141856633	0.2622879456755721
SH2D4A	NP_001167630.1|NP_001350039.1|NP_001167631.1	NP_001167630.1|NP_001350039.1|NP_001167631.1	NP_071354.2|NP_001167631.1	NP_071354	0.5928890628994723	0.999994482556238	0.4385476797669499	0.0360332308266422	0.7617216125845988	0.1499739204892383
SLC39A14	NP_001338586.1|NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001338586.1|NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001121903.1|NP_056174.2|NP_001128626.1	NP_001121903	0.3619077325987684	0.999994482556238	0.05203462788169866	0.999511349160309	0.9734306125973685	0.37053518438158817
SLC7A2	NP_001158243.1|NP_001008539.3|NP_003037.4		NP_001158243.1|NP_001008539.3|NP_003037.4	NP_001008539	0.5055332434834908		0.04174177617374545		0.17638593806762987	0.056715651985999434
SORBS3	NP_005766.3	NP_005766.3	NP_005766.3|NP_001018003.1	NP_005766	0.14365443617899246	0.02848479004169793	0.5534148941259297	0.07182484005081537	0.26360413388897835	0.17695430312151117
STC1		NP_003146.1	NP_003146.1		0.045969031143538806		0.10983749857840695	0.011579538005343507		
STMN4			NP_110422.2|NP_001269982.1|NP_001269983.1|NP_001269984.1		0.03185686754614057					
TDRP	NP_778250.2|NP_001243042.1	NP_778250.2|NP_001243042.1	NP_778250.2|NP_001243042.1	NP_001243042	0.03185686754614057		0.3626340220748486	0.08171205766492563	0.15576925201533376	0.1170627401858805
TNKS	NP_003738.2	NP_003738.2	NP_003738.2	NP_003738	0.39233010008549457		0.079122542502519	0.00756819998973256	0.11923175920708651	0.02423869532667405
VPS37A	NP_001350102.1|NP_001350096.1|NP_001138624.1|NP_001350097.1|NP_001350099.1	NP_001350102.1|NP_001350096.1|NP_001138624.1|NP_001350097.1|NP_001350099.1	NP_689628.2|NP_001138624.1	NP_689628	0.8736506654841927	0.26890612552804966	0.9113617519596726	0.999511349160309	0.9999955273691915	0.3904377641936163
XPO7	NP_001349731.1|NP_001093631.1	NP_055839.3|NP_001093631.1|NP_001349731.1	NP_055839.3	NP_055839	0.9999997702602358	0.999994482556238	0.9998699107407941	0.895436899521815	0.9999955273691915	0.989055704100852
