Name	luad_Database_ID	lscc_Database_ID	ovarian_Database_ID	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
ABCB7	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_001258625	0.0010436347900596146	0.015279646309683505	0.1727780923773656	0.22309594657515774	0.08358360832406381	0.23517999096657632	0.16525399771310845	-0.2606254261363637	0.3182272727272728	0.13291433636033165
ABCB8	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220	0.8666805123559678	0.5602368579739243	0.0396263562633937	0.412485428481951	0.33602502539115187	-0.011513877338877317	0.03574913906361843	-0.3218291193181818	0.18750775162337663	0.09493039412627549
ABCC1	NP_004987.2	NP_004987.2	NP_004987	0.3591718356856861		0.40804474909494937	0.22053232384807392	0.438842375020819	0.05423925022583563		-0.424040909090909	-0.28154172077922074	0.05973964550382649
ABCC3	NP_003777.2|NP_001137542.1	NP_003777.2|NP_001137542.1	NP_003777	0.1814115497724107	0.3237877435785327	0.14225969212065712	0.9991227574260966	0.24243108061231536	-0.12472719060523943	0.11600800648295007	0.547138352272728	-0.0005951298701298985	0.14308562835778071
ABCC4	NP_005836.2|NP_001288758.1|NP_001098985.1	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_005836	0.1584243112520819	0.25841737448692065	0.4123280716021963	0.4484730264433078	0.4245867467380853	0.10785838963963965	0.27329583807530256	0.1574774147727276	0.2766025974025975	0.09304791706632652
ABCD1	NP_000024.2	NP_000024.2	NP_000024	0.21863846000337944	0.3121071353412996	0.2042070722731581	0.3259196005113677	0.85208019245309	-0.15325333333333324	-0.08304456975667307	-0.285068181818182	0.23427731331168827	0.018012819464285734
ABCD3	NP_002849.1	NP_002849.1	NP_002849	0.44286793166335514	0.5794464980691441	0.5108079473099736	0.2042491682394873	0.3000795363197498	-0.05308328816621501	0.04908170289208513	-0.13990071022727268	0.4341696834415586	-0.10831011434311227
ABCE1	NP_001035809.1	NP_001035809.1	NP_001035809	0.07620463821870717	0.09586766332051962	0.07437048227340812	0.5642723958804293	0.4395251350833651	0.09117777777777775	0.07525862843138853	0.21223664772727285	0.08554383116883119	0.046192161963647976
ABCF1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262	0.9322442516679241	0.6504569604089874	0.008785893286278644	0.035021916409587364	0.09757151121957204	0.0036744805781390583	0.0182227026443762	-0.326524715909091	0.28084691558441566	-0.12153734501785714
ABCF2	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683	0.6021271639133261	0.066977182522905	0.4305955890115405	0.3264323760310005	0.6976965151874859	0.028455149051490575	0.10286861206061104	0.11427386363636338	0.14829464285714272	-0.02591447494515306
ABCF3	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828	0.46053933663432445	0.13076431716496598	0.5415376367811063	0.48738577667493266	0.8542294097386791	-0.026965853658536557	0.07505321164106604	-0.11857940340909079	-0.09781720779220793	-0.0143890696804847
ABHD10	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864	0.2921497564710031	0.727471757885738	0.3406855328615067	0.5675288458676147	0.17906535742579396	0.07595966576332432	0.023037113429886347	-0.20463664772727277	-0.11874062499999999	-0.11894195164987245
ABHD11	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710	0.6567312063990238	0.2789739538040389	0.896507190193989	0.5686135877987496	0.8047603750460154	0.04732764227642276	-0.09676519578819409	-0.03242627840909091	0.20406781655844153	0.03964138365561219
ABHD12	NP_001035937.1|NP_056415.1	NP_001035937.1|NP_056415.1	NP_001035937	0.01141463407432519	0.3128317693052601	0.15624538859984258	0.037083006563101636	0.20836580918892153	0.20467393857271904	-0.06578773724553244	-0.20981122159090915	0.3980901785714286	0.09439503738329078
ABHD14B	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786	0.07244747329892887	0.09846586399067728	0.26085636348079955	0.9051307000600275	0.6253941759534887	0.1475839205058717	-0.12258579824102966	-0.216662073863636	-0.025751785714285602	0.058207764600127554
ABHD16A	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1	NP_066983	0.5096293634615804	0.4124495755283706	0.011147538944862645	0.6628276002017873	0.8690792534496601	0.03317976513098465	-0.04440782841590618	-0.31502201704545435	0.08960178571428572	0.01514767842793363
ABHD17B		NP_001020951.1|NP_057098.2		0.09916785434582955	0.005811785856549888	0.8007611540869863			-0.30710519480519477	0.20807156469628652	-0.0434863636363636		
ABHD6		NP_001307055.1		0.961890736403194	0.29617348805921034	0.07235336333050113			0.004346180555555523	-0.07525183839310046	-0.2951950284090911		
ABI1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001012768	0.32842632630576574	0.7278033372061317	0.7440779913574751	0.15284636464326629	0.046324252034398695	-0.04072168021680216	0.014913046755857806	-0.03842414772727265	-0.1884795860389611	0.10416019601466837
ABI2	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_005750	0.8699165903348212	0.28725375540736364	0.8164362108178461	0.0797678882137102	0.3210026693953142	0.013712560386473338	-0.08064591393033993	-0.05311747159090874	-0.35760300324675276	0.05082659568813777
ABI3	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512	0.2263037552670834	0.012550953667345575	0.02764041536657085	0.012858676529006779	0.4279973628011139	-0.07067244805781392	-0.22776002388250305	-0.4892526988636363	-0.4702265422077921	0.08360780627933666
ABI3BP	NP_001336258.1|NP_001336259.1	NP_001336259.1|NP_001336258.1|NP_001336261.1|NP_001336260.1|NP_056244.2	NP_056244	0.922966458008978	0.02733676341227521	0.16786471414622525	0.41625872485125925	0.7797571498340027	0.012405329719963998	-0.3673589431748354	-0.4609759943181819	-0.2743566558441568	-0.045630807555484765
ABL1		NP_009297.2|NP_005148.2	NP_005148	0.8141779995988087	0.11250814294354397	0.7620793059591746		0.767119478154855	-0.020739682539682558	0.07454536428438274	-0.031076704545454525		0.019515118901147953
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811	0.4003190410691019	0.9462555906122496	0.017533016732385207	0.3568043602065367	0.6696276123225358	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.24455381493506523	-0.0520509316632653
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407	0.4003190410691019	0.9462555906122496	0.017533016732385207	0.3568043602065367	0.6722308719248078	-0.0634196928635953	0.00633197127875107	-0.5373340909090911	-0.24455381493506523	-0.05149578381186224
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811	0.4003190410691019	0.9462555906122496	0.07541917534570065	0.3568043602065367	0.6696276123225358	-0.0634196928635953	0.00633197127875107	-0.5383752840909084	-0.24455381493506523	-0.0520509316632653
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001003407	0.4003190410691019	0.9462555906122496	0.07541917534570065	0.3568043602065367	0.6722308719248078	-0.0634196928635953	0.00633197127875107	-0.5383752840909084	-0.24455381493506523	-0.05149578381186224
ABLIM2	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1		0.4451015695033791	0.6954651311167172	0.11906692561682519	0.591161767639353		0.1585215384615385	-0.08191734941694051	-0.37521278409090897	-0.16250454545454507	
ABR	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770	0.006190589789064772	0.21978765834074235	0.15070525528778622	0.001696349170713154	0.3983299642777508	-0.13594223125564592	-0.06026863811976213	-0.28576278409090905	-0.5790089691558441	0.08009083264732142
ABRACL	NP_067066.1	NP_067066.1	NP_067066	0.18267854723693736	0.15623528928162517	0.013219432301956794	0.0471909341212474	0.06279465395089279	0.15301897018970187	-0.17624563116734038	-0.6819750000000004	-0.8569777191558443	-0.37412855219961744
ABT1	NP_037507.1	NP_037507.1		0.9231751905465924	0.06681559880855499	0.03213620169305576	0.13061578594484263		0.01118583333333334	0.12815047958131487	-0.41209147727272766	0.2743543425324675	
ACAA1	NP_001598.1|NP_001123882.1	NP_001598.1|NP_001123882.1	NP_001598	0.4867255427500625	0.8015933990458393	0.6271866582896437	0.8841164819845223	0.9240992804942922	0.049505149051490525	0.01834275283085418	-0.08359247159090899	-0.03387942370129876	-0.009231912726403065
ACAA2	NP_006102.2	NP_006102.2	NP_006102	0.25644725996786477	0.10405231654975122	0.19878472398792787	0.01594139380989339	0.47992063621370495	0.12523482384823847	-0.14245310228503527	-0.3104634943181821	-0.5871555600649349	-0.08472128044579079
ACACA	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942131	0.42141890137236293	0.16438503858008852	0.6605991944758023	0.08776610312438146	0.7421106496092558	0.050464182475158076	0.10564698117112314	-0.08580624999999995	0.39029813311688316	0.024245893767857185
ACAD10	NP_001130010.1	NP_079523.3|NP_001130010.1	NP_079523	0.021030803760875915	0.011530219087820131	0.2635065769215222	0.5651946142469115	0.05443887463107076	0.18224516711833785	0.16042088852972824	0.26017485795454554	0.17017232142857147	0.189866230802296
ACAD8	NP_055199.1	NP_055199.1	NP_055199	0.43275502709950386	0.43965022418806565	0.4266149579612796	0.1016801727432945	0.6666960498346045	0.05991738934056008	-0.06925650828199181	-0.14337897727272736	0.6997171266233766	0.05256119465561224
ACAD9	NP_054768.2	NP_054768.2	NP_054768	0.00044722803205950564	0.11580090965240739	0.5887675867979342	0.4167521528309909	0.09566098362180632	0.19553373983739838	0.09937601325896495	-0.1259167613636363	0.16582715097402595	0.15795863852359687
ACADM	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_000007	0.3400707120627787	0.5497526425442901	0.3425794111327525	0.24494885857458884	0.5219784858991667	0.0829042908762421	-0.05027011901875866	-0.22884673295454547	-0.30204967532467525	-0.08047326677487246
ACADS	NP_000008.1|NP_001289483.1	NP_000008.1|NP_001289483.1	NP_000008	0.120638355237237	0.35734090700434995	0.4286836469793176	0.6490153520105293	0.04788592576908853	-0.14284552845528453	-0.09363299277561055	-0.1796654829545452	-0.14776359577922082	0.2112821309993622
ACADSB	NP_001600.1|NP_001317103.1	NP_001600.1|NP_001317103.1	NP_001600	0.26201253846044503	0.3845184599017145	0.1791734220611249	0.5169841202896381	0.13464930290449975	0.09009552845528458	-0.08567388343445259	-0.4255052556818182	0.2462541396103897	0.1726601986065051
ACADVL	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_000009	0.7014351782769457	0.5496386624254062	0.40967561034598776	0.31248865089310135	0.4401457474661028	-0.030206052393857236	-0.039424574114530486	-0.1468234375	0.2325013798701299	0.07160206510905612
ACAN		NP_037359.3		0.10521633597654664	0.1472502907696763	0.5848315295427206			0.23019566960705706	-0.31752271528201703	0.44018352272727324		
ACAP1	NP_055531.1	NP_055531.1	NP_055531	0.035578891163782794	0.004571664922959688	0.09144385022073614	0.008896383824435297	0.16684481036680526	-0.23556199095022623	-0.26950582512314725	-0.46679943181818173	-0.6612277191558442	-0.11582030304145408
ACAP2	NP_036419.3	NP_036419.3	NP_036419	0.6139929265265217	0.757326942400649	0.14718557316364694	0.00853431364827913	0.37207254479130014	-0.02097461607949412	0.025871100318635598	-0.36148480113636366	-0.3614330357142857	-0.061170053503826455
ACAT1	NP_000010.1	NP_000010.1	NP_000010	0.24499735854316881	0.8733193417225442	0.03481003750848468	0.17127361957700177	0.27966997578099645	0.08392804878048771	-0.01483392631170588	-0.4154715909090908	0.37610077110389634	0.1404253456721939
ACAT2	NP_005882.2|NP_001290182.1	NP_005882.2|NP_001290182.1	NP_005882	0.27773221584555674	0.2724020194248539	0.31731666893673804	0.004353474162607418	0.7731414082033793	-0.11447267389340561	0.10812459524311535	-0.24345525568181825	-0.48757617694805205	0.02882758759502549
ACBD3	NP_073572.2	NP_073572.2	NP_073572	0.5417266192913628	0.5850570802220001	0.19620603657230526	0.6131171382834983	0.28025376512672623	-0.03431350496838299	-0.02050716899214322	-0.16287982954545488	-0.06353064123376595	0.06812187075000015
ACBD5	NP_001339499.1|NP_001339501.1|NP_663736.2|NP_001258441.1|NP_001035938.1|NP_001339497.1|NP_001339498.1|NP_001339500.1|NP_001339503.1|NP_001339502.1|NP_001339509.1|NP_001339517.1|NP_001339516.1|NP_001339511.1|NP_001339510.1|NP_001339515.1|NP_001288180.1|NP_001339514.1|NP_001288183.1	NP_001339497.1|NP_001339498.1|NP_001339500.1|NP_001339503.1|NP_001339502.1|NP_001339509.1|NP_001339510.1|NP_001339515.1|NP_001339514.1|NP_001129178.1|NP_001129177.1|NP_001129179.1	NP_001035938	0.3917108475624024	0.7688606388718643	0.8348638909196813	0.5905250122071274	0.9883492267231917	-0.06461052393857274	-0.018589672294545778	0.042724573863636414	0.16231822240259752	-0.0013836094942601407
ACE	NP_000780.1|NP_690043.1|NP_001171528.1	NP_000780.1|NP_690043.1|NP_001171528.1	NP_000780	0.5855382869748057	0.031698067286825754	0.3450673479711587	0.6770834969684801	0.8769215771205705	0.055024931053502396	-0.17336746006951387	-0.22911249999999805	-0.10342508116883042	0.014972505108418374
ACIN1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158286	0.6079465940664706	0.39694027923695396	0.11531423867954628	0.605941011778929	0.5522415405793638	0.020232836495031548	0.03485694370551329	-0.1293330965909092	0.04483327922077934	-0.02408323254272958
ACIN1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287	0.6079465940664706	0.39694027923695396	0.11531423867954628	0.605941011778929	0.6293722252535067	0.020232836495031548	0.03485694370551329	-0.1293330965909092	0.04483327922077934	-0.019279365906250012
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290204	0.1426764861322067	0.16150135144097996	0.5895863056870838	0.021630663372610572	0.1498687380491627	0.08894146341463413	0.08860409509699707	0.08472514204545456	0.4321702110389611	-0.11778553135012754
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001087	0.1426764861322067	0.16150135144097996	0.5895863056870838	0.021630663372610572	0.1507262320590641	0.08894146341463413	0.08860409509699707	0.08472514204545456	0.4321702110389611	-0.11702426905548469
ACO1	NP_001265281.1	NP_001265281.1	NP_001265281	0.01135974803670022	0.4601680224332515	0.6168836649400358	0.3344260717982467	0.9244554925885553	-0.1257426377597109	-0.050117476971248465	0.10620568181818181	-0.2476462662337664	-0.008120083337372436
ACO2	NP_001089.1	NP_001089.1	NP_001089	0.0856295235091092	0.30191804602429	0.4412293781788894	0.07772989804509185	0.5686572319437528	0.13228608852755203	-0.09277423309066535	-0.15280880681818187	-0.33681659902597383	-0.06622828002168368
ACOT1	NP_001032238.1|NP_001351107.1	NP_001032238.1	NP_001032238	0.4392220657752428		0.3027871332582028	0.8127962349939579	0.8506877083152149	-0.06327913279132796		-0.23835781250000054	-0.07238867694805196	-0.018716535375
ACOT11	NP_671517.1	NP_671517.1	NP_671517	0.07253139040998931	0.6965481952127275	0.020789418277607132	0.06664493800767679	0.09998850684370221	0.1351092140921409	0.05123259829946747	0.7045109375	-0.5562933441558444	-0.20959302272385205
ACOT13	NP_060943.1|NP_001153566.1	NP_060943.1|NP_001153566.1	NP_001153566	0.00556211934966563	0.6517024348604683	0.02244134950227178	0.400857579093574	0.1664830532068955	0.31302249322493225	0.05014777092365108	-0.5521978693181818	0.25430677759740256	0.17341282272895409
ACOT7	NP_863654.1|NP_009205.3|NP_863656.1	NP_863654.1|NP_009205.3|NP_863656.1	NP_863654	0.24672464019123924	0.6776235736296217	0.7564475732408555	0.17674717472841894	0.32380905133630156	-0.09511156278229449	0.04090014284355448	-0.07578622159090909	0.36836822240259737	0.09407692053762756
ACOT8	NP_005460.2	NP_005460.2	NP_005460	0.0014406729052363	0.02993189882018726	0.4638728727573719	0.49788568708755654	0.6843364304358809	0.3194541102077688	0.12971225857456758	-0.14875653409090903	0.15601469155844147	0.044655288329081624
ACOT9	NP_001028755.2|NP_001317188.1	NP_001028755.2|NP_001317188.1	NP_001028755	0.13068417552620606	0.8839736071534736	0.9193232672890183	0.2694302968415773	0.8612708073755464	0.10444548328816616	0.007377859227513994	-0.01534190340909064	-0.21117317370129868	0.012266018597576478
ACOT9	NP_001028755.2|NP_001317188.1	NP_001028755.2|NP_001317188.1	NP_001032248	0.13068417552620606	0.8839736071534736	0.9193232672890183	0.2694302968415773	0.9055055282133663	0.10444548328816616	0.007377859227513994	-0.01534190340909064	-0.21117317370129868	0.008320869166454081
ACOX1	NP_004026.2|NP_009223.2|NP_001171968.1	NP_004026.2|NP_009223.2|NP_001171968.1	NP_004026	0.35534164024692627	0.05308105548322043	0.31338911650261236	0.7587317278400487	0.35584387381826377	0.06612271906052396	0.13618133020314716	0.2238842329545455	0.07473068181818183	0.09518358714540814
ACOX2	NP_003491.1	NP_003491.1		0.21324395139652114	0.4877456663332165	0.5829260424893986	0.5562203927764329		-0.23179259259259258	0.19018034834380337	-0.14102031250000002	0.17497045454545462	
ACOX3	NP_003492.2|NP_001095137.1	NP_003492.2|NP_001095137.1	NP_003492	0.29113265652520415	0.7126085995597817	0.31367369817245927	0.43150240245972316	0.8918085234881286	0.07454268292682928	-0.02736857573301421	-0.30623252840909077	0.23731339285714287	-0.014503446918367378
ACP1	NP_009030.1	NP_004291.1|NP_001035739.1	NP_004291	0.30939271399373147	0.3796987794814588	0.058041579957691165	0.05667125677429374	0.8464041218410502	-0.09005668473351401	-0.03603694730687579	-0.23335014204545448	-0.5917892857142857	0.01505388102678572
ACP1	NP_009030.1	NP_004291.1|NP_001035739.1	NP_009030	0.30939271399373147	0.3796987794814588	0.058041579957691165	0.05667125677429374	0.8588376329089749	-0.09005668473351401	-0.03603694730687579	-0.23335014204545448	-0.5917892857142857	0.015216862813137763
ACP1	NP_004291.1|NP_001035739.1	NP_004291.1|NP_001035739.1	NP_004291	0.30939271399373147	0.3796987794814588	0.058041579957691165	0.16408022351418666	0.8464041218410502	-0.09005668473351401	-0.03603694730687579	-0.23335014204545448	-0.1753131493506493	0.01505388102678572
ACP1	NP_004291.1|NP_001035739.1	NP_004291.1|NP_001035739.1	NP_009030	0.30939271399373147	0.3796987794814588	0.058041579957691165	0.16408022351418666	0.8588376329089749	-0.09005668473351401	-0.03603694730687579	-0.23335014204545448	-0.1753131493506493	0.015216862813137763
ACP1	NP_009030.1	NP_009030.1	NP_004291	0.30939271399373147	0.3796987794814588	0.8398352926918646	0.05667125677429374	0.8464041218410502	-0.09005668473351401	-0.03603694730687579	0.07400809659090901	-0.5917892857142857	0.01505388102678572
ACP1	NP_009030.1	NP_009030.1	NP_009030	0.30939271399373147	0.3796987794814588	0.8398352926918646	0.05667125677429374	0.8588376329089749	-0.09005668473351401	-0.03603694730687579	0.07400809659090901	-0.5917892857142857	0.015216862813137763
ACP1	NP_004291.1|NP_001035739.1	NP_009030.1	NP_004291	0.30939271399373147	0.3796987794814588	0.8398352926918646	0.16408022351418666	0.8464041218410502	-0.09005668473351401	-0.03603694730687579	0.07400809659090901	-0.1753131493506493	0.01505388102678572
ACP1	NP_004291.1|NP_001035739.1	NP_009030.1	NP_009030	0.30939271399373147	0.3796987794814588	0.8398352926918646	0.16408022351418666	0.8588376329089749	-0.09005668473351401	-0.03603694730687579	0.07400809659090901	-0.1753131493506493	0.015216862813137763
