,Mutation,Ovarian_odds,Ovarian_pvalue
103,AC112693.2,inf,0.38554216867469815
104,AC114783.1,0.0,1.0
105,AC132186.1,0.0,1.0
106,AC135178.1,inf,0.38554216867469815
107,AC136604.1,0.0,1.0
108,AC137932.1,0.0,1.0
109,AC138647.1,0.0,1.0
110,AC139426.2,0.0,1.0
111,AC142381.1,0.0,1.0
112,AC145676.2,inf,0.38554216867469815
113,ACAA2,0.0,1.0
114,ACACA,0.0,0.5204231560387891
115,ACACB,1.6129032258064515,1.0
116,ACAD10,0.0,1.0
117,ACAD8,inf,0.38554216867469815
118,ACAD9,inf,0.38554216867469815
119,ACADS,0.0,1.0
120,ACAN,7.142857142857143,0.07010085555077543
121,ACAP1,0.0,1.0
122,ACAP2,0.0,1.0
123,ACAP3,0.0,0.5204231560387891
124,ACBD3,0.0,1.0
125,ACBD4,0.0,1.0
126,ACBD7,0.0,1.0
127,ACCS,0.0,1.0
128,ACE,0.0,0.2806347340581836
129,ACE2,0.0,1.0
130,ACER3,0.0,1.0
131,ACHE,inf,0.38554216867469815
132,ACIN1,0.0,0.5204231560387891
133,ACKR2,0.0,1.0
134,ACKR3,0.0,1.0
135,ACKR4,0.0,1.0
136,ACLY,0.0,1.0
137,ACMSD,0.0,1.0
138,ACO1,1.6129032258064515,1.0
139,ACO2,0.0,0.5204231560387891
140,ACOT11,0.0,0.5204231560387891
141,ACOT12,1.6129032258064515,1.0
142,ACOT13,0.0,1.0
143,ACOT4,0.0,0.5204231560387891
144,ACOT9,0.0,1.0
145,ACOX1,0.0,0.5204231560387891
146,ACOX3,0.0,1.0
147,ACP5,0.0,1.0
148,ACP6,0.0,0.5204231560387891
149,ACPT,0.0,1.0
150,ACR,inf,0.14575374669409383
151,ACRBP,0.0,1.0
152,ACRC,0.0,1.0
153,ACSBG1,0.0,1.0
154,ACSBG2,inf,0.38554216867469815
155,ACSF2,0.0,1.0
156,ACSL3,0.0,0.5204231560387891
157,ACSL4,0.0,1.0
158,ACSL5,0.0,1.0
159,ACSL6,0.0,1.0
160,ACSM1,0.0,1.0
161,ACSM2A,0.0,0.5204231560387891
162,ACSM2B,1.6129032258064515,1.0
163,ACSM3,0.0,1.0
164,ACSM4,1.6129032258064515,1.0
165,ACSS3,3.3333333333333335,0.5559473667025819
166,ACTB,inf,0.38554216867469815
167,ACTG2,0.0,1.0
168,ACTL7B,0.0,1.0
169,ACTL8,0.0,1.0
170,ACTL9,0.0,1.0
171,ACTN1,0.0,0.5204231560387891
172,ACTN2,0.0,0.5204231560387891
173,ACTR10,0.0,1.0
174,ACTR1B,0.0,1.0
175,ACTR2,0.0,1.0
176,ACTR3,0.0,1.0
177,ACTR5,inf,0.38554216867469815
178,ACTRT1,0.0,0.2806347340581836
179,ACTRT3,0.0,1.0
180,ACVR1,0.0,1.0
181,ACVR2A,0.0,0.5204231560387891
182,ACVR2B,1.6129032258064515,1.0
183,ADAD1,0.0,1.0
184,ADAD2,1.6129032258064515,1.0
185,ADAM12,1.6129032258064515,1.0
186,ADAM15,0.0,0.5204231560387891
187,ADAM17,0.0,1.0
188,ADAM18,0.0,1.0
189,ADAM19,0.0,1.0
190,ADAM20,0.0,1.0
191,ADAM21,inf,0.14575374669409383
192,ADAM23,0.0,1.0
193,ADAM29,0.0,0.5204231560387891
194,ADAM30,0.0,0.5204231560387891
195,ADAM33,0.0,0.5204231560387891
196,ADAM7,0.0,1.0
197,ADAM8,0.0,1.0
198,ADAMTS1,1.6129032258064515,1.0
199,ADAMTS10,0.7903225806451613,1.0
200,ADAMTS12,0.7903225806451613,1.0
201,ADAMTS13,0.0,1.0
202,ADAMTS16,0.7903225806451613,1.0
203,ADAMTS17,0.0,0.5204231560387891
204,ADAMTS18,0.0,1.0
205,ADAMTS19,inf,0.38554216867469815
206,ADAMTS2,2.2857142857142856,0.42083697310842344
207,ADAMTS20,1.6129032258064515,1.0
208,ADAMTS3,0.0,0.15100696429159471
209,ADAMTS4,inf,0.38554216867469815
210,ADAMTS5,0.0,1.0
211,ADAMTS7,0.0,1.0
212,ADAMTS8,0.0,1.0
213,ADAMTS9,inf,0.38554216867469815
214,ADAMTSL1,0.0,0.5204231560387891
215,ADAMTSL2,0.0,0.2806347340581836
216,ADAMTSL3,0.0,1.0
217,ADAMTSL4,0.0,0.5204231560387891
218,ADAMTSL5,0.0,1.0
219,ADAP2,inf,0.38554216867469815
220,ADARB1,0.0,0.5204231560387891
221,ADARB2,0.0,0.5204231560387891
222,ADAT1,0.0,1.0
223,ADC,1.6129032258064515,1.0
224,ADCK4,0.0,1.0
225,ADCK5,0.0,0.2806347340581836
226,ADCY1,0.5161290322580645,1.0
227,ADCY10,0.0,0.5204231560387891
228,ADCY2,0.0,1.0
229,ADCY3,0.0,0.5204231560387891
230,ADCY5,0.0,1.0
231,ADCY6,0.5161290322580645,1.0
232,ADCY8,0.0,0.5204231560387891
233,ADCY9,1.6129032258064515,1.0
234,ADCYAP1,0.0,1.0
235,ADCYAP1R1,inf,0.38554216867469815
236,ADD2,0.0,0.5204231560387891
237,ADGB,0.7903225806451613,1.0
238,ADH1A,inf,0.38554216867469815
239,ADH1B,inf,0.38554216867469815
240,ADH1C,inf,0.38554216867469815
241,ADH5,inf,0.38554216867469815
242,ADIPOR2,0.0,1.0
243,ADK,inf,0.38554216867469815
244,ADM2,0.0,1.0
245,ADNP,0.0,0.15555990901274486
246,ADNP2,0.0,1.0
247,ADORA1,0.0,1.0
248,ADORA3,inf,0.38554216867469815
249,ADPRH,1.6129032258064515,1.0
250,ADRA1A,0.0,0.5204231560387891
251,ADRA1B,3.3333333333333335,0.5559473667025819
252,ADRA1D,inf,0.38554216867469815
253,ADRA2C,0.0,1.0
254,ADRB1,0.0,1.0
255,ADRB2,inf,0.38554216867469815
256,ADRB3,0.0,1.0
257,ADRBK1,0.0,1.0
258,ADRBK2,0.0,1.0
259,AEBP1,0.0,1.0
260,AEBP2,inf,0.38554216867469815
261,AES,inf,0.38554216867469815
262,AFAP1,0.0,1.0
263,AFAP1L1,0.7903225806451613,1.0
264,AFAP1L2,inf,0.38554216867469815
265,AFF1,0.0,0.2806347340581836
266,AFF2,inf,0.14575374669409383
267,AFF3,1.6129032258064515,1.0
268,AFF4,0.0,1.0
269,AFP,0.0,1.0
270,AFTPH,0.0,0.5204231560387891
271,AGAP2,0.0,1.0
272,AGAP5,0.0,1.0
273,AGAP6,0.0,1.0
274,AGAP7,0.0,1.0
275,AGAP8,0.0,1.0
276,AGAP9,0.0,1.0
277,AGBL1,0.0,0.5204231560387891
278,AGBL2,0.0,0.2806347340581836
279,AGBL3,inf,0.38554216867469815
280,AGBL5,inf,0.38554216867469815
281,AGFG1,0.0,1.0
282,AGGF1,1.6129032258064515,1.0
283,AGL,1.6129032258064515,1.0
284,AGMAT,0.0,1.0
285,AGMO,0.0,1.0
286,AGO1,0.0,1.0
287,AGO3,0.0,1.0
288,AGPAT2,0.0,1.0
289,AGPAT3,0.0,0.5204231560387891
290,AGRN,0.0,0.15555990901274486
291,AGTPBP1,0.0,1.0
292,AGTR1,0.0,0.5204231560387891
293,AHCTF1,5.172413793103448,0.29321622533494396
294,AHCYL2,1.6129032258064515,1.0
295,AHDC1,0.0,1.0
296,AHNAK,1.6785714285714286,0.7046048587747785
297,AHNAK2,2.962962962962963,0.2503038915784028
298,AHRR,0.0,1.0
299,AHSA2,0.0,1.0
300,AHSG,0.0,1.0
301,AIDA,0.0,1.0
302,AIFM1,0.0,0.2806347340581836
303,AIM1,0.0,0.5204231560387891
304,AIM1L,0.0,1.0
305,AIPL1,inf,0.14575374669409383
306,AIRE,0.0,0.5204231560387891
307,AJAP1,0.0,0.5204231560387891
308,AK7,0.0,1.0
309,AK8,0.0,1.0
310,AK9,0.0,0.5204231560387891
311,AKAP1,0.0,0.5204231560387891
312,AKAP11,0.0,1.0
313,AKAP12,0.0,0.5204231560387891
314,AKAP13,1.6129032258064515,1.0
315,AKAP14,0.0,1.0
316,AKAP3,0.0,0.5204231560387891
317,AKAP4,0.0,1.0
318,AKAP5,0.0,1.0
319,AKAP6,0.5161290322580645,1.0
320,AKAP9,0.7903225806451613,1.0
321,AKIP1,0.0,1.0
322,AKIRIN1,0.0,1.0
323,AKNAD1,0.0,0.5204231560387891
324,AKR1A1,0.0,1.0
325,AKR1B10,0.0,1.0
326,AKR1B15,0.0,1.0
327,AKR1C1,inf,0.38554216867469815
328,AKR1C3,1.6129032258064515,1.0
329,AKR1C4,inf,0.38554216867469815
330,AKR1D1,0.0,1.0
331,AKR7A2,0.0,1.0
332,AKT1,0.0,1.0
333,AKT2,0.7903225806451613,1.0
334,AKT3,1.6129032258064515,1.0
335,AL049840.1,0.0,1.0
336,AL050303.1,inf,0.38554216867469815
337,AL133481.1,0.0,0.5204231560387891
338,AL161915.1,inf,0.38554216867469815
339,AL359878.1,0.0,1.0
340,AL360004.1,0.0,1.0
341,AL450307.1,0.0,1.0
342,AL583828.1,inf,0.38554216867469815
343,AL627309.1,inf,0.38554216867469815
344,AL645730.2,inf,0.38554216867469815
345,AL807752.1,inf,0.38554216867469815
346,ALAS2,1.6129032258064515,1.0
347,ALB,inf,0.38554216867469815
348,ALDH16A1,0.0,1.0
349,ALDH1A1,0.0,1.0
350,ALDH1A2,0.0,1.0
351,ALDH1B1,0.0,1.0
352,ALDH1L1,inf,0.14575374669409383
353,ALDH1L2,1.6129032258064515,1.0
354,ALDH2,0.0,1.0
355,ALDH3A2,inf,0.38554216867469815
356,ALDH3B1,inf,0.38554216867469815
357,ALDH5A1,0.0,1.0
358,ALDH6A1,0.0,1.0
359,ALDH7A1,0.0,1.0
360,ALDOA,0.0,1.0
361,ALG10,inf,0.05398286914596059
362,ALG10B,inf,0.14575374669409383
363,ALG13,0.0,0.5204231560387891
364,ALG14,0.0,1.0
365,ALG3,0.0,1.0
366,ALG6,inf,0.38554216867469815
367,ALG8,0.0,1.0
368,ALK,0.0,1.0
369,ALKBH2,0.0,1.0
370,ALKBH8,inf,0.38554216867469815
371,ALMS1,0.7903225806451613,1.0
372,ALOX12,0.0,0.5204231560387891
373,ALOX12B,0.0,1.0
374,ALOX15,1.6129032258064515,1.0
375,ALOX15B,0.0,1.0
376,ALOX5,0.7903225806451613,1.0
377,ALOX5AP,0.0,0.5204231560387891
378,ALOXE3,0.0,0.5204231560387891
379,ALPI,0.0,1.0
380,ALPK1,0.0,1.0
381,ALPK2,0.0,1.0
382,ALPK3,1.6129032258064515,1.0
383,ALPP,0.0,0.2806347340581836
384,ALS2,1.6129032258064515,1.0
385,ALS2CL,inf,0.38554216867469815
386,ALS2CR11,0.0,0.2806347340581836
387,ALX4,0.0,0.5204231560387891
388,AMBP,0.0,1.0
389,AMDHD1,inf,0.38554216867469815
390,AMDHD2,0.0,0.5204231560387891
391,AMER1,0.0,0.5204231560387891
392,AMER3,inf,0.38554216867469815
393,AMHR2,0.0,1.0
394,AMICA1,0.0,1.0
395,AMIGO1,0.0,1.0
396,AMIGO2,0.0,1.0
397,AMMECR1L,0.0,1.0
398,AMN,0.0,1.0
399,AMN1,0.0,1.0
400,AMOT,0.0,1.0
401,AMOTL2,0.0,0.2806347340581836
402,AMPD1,0.0,0.5204231560387891
403,AMPH,1.6129032258064515,1.0
404,AMY1B,0.0,1.0
405,AMY2A,1.6129032258064515,1.0
406,AMY2B,inf,0.38554216867469815
407,AMZ1,0.0,1.0
408,AMZ2,0.0,1.0
409,ANAPC1,0.0,1.0
410,ANAPC16,0.0,1.0
411,ANAPC7,0.0,1.0
412,ANGEL1,inf,0.38554216867469815
413,ANGPT1,0.0,1.0
414,ANGPT2,1.6129032258064515,1.0
415,ANGPT4,0.0,1.0
416,ANGPTL1,0.0,1.0
417,ANGPTL2,0.0,1.0
418,ANGPTL4,0.0,1.0
419,ANGPTL5,0.0,1.0
420,ANGPTL6,inf,0.38554216867469815
421,ANHX,0.0,1.0
422,ANK1,0.0,0.5204231560387891
423,ANK2,0.0,0.5204231560387891
424,ANK3,0.7903225806451613,1.0
425,ANKAR,0.0,1.0
426,ANKDD1B,inf,0.38554216867469815
427,ANKEF1,0.0,1.0
428,ANKFY1,0.0,1.0
429,ANKH,1.6129032258064515,1.0
430,ANKLE1,0.7903225806451613,1.0
431,ANKLE2,0.0,1.0
432,ANKMY1,0.0,0.5204231560387891
433,ANKRD1,0.7903225806451613,1.0
434,ANKRD10,0.0,1.0
435,ANKRD11,0.7903225806451613,1.0
436,ANKRD13B,0.0,1.0
437,ANKRD13C,0.0,1.0
438,ANKRD17,0.7903225806451613,1.0
439,ANKRD18A,5.172413793103448,0.29321622533494396
440,ANKRD18B,3.3333333333333335,0.5559473667025819
441,ANKRD2,0.0,1.0
442,ANKRD20A1,5.172413793103448,0.29321622533494396
443,ANKRD20A2,1.6129032258064515,1.0
444,ANKRD20A3,0.0,1.0
445,ANKRD20A4,5.172413793103448,0.29321622533494396
446,ANKRD22,0.0,1.0
447,ANKRD26,0.0,1.0
448,ANKRD27,0.0,1.0
449,ANKRD28,inf,0.14575374669409383
450,ANKRD30A,1.6333333333333333,0.637357016140444
451,ANKRD30B,2.5344827586206895,0.36881759138368336
452,ANKRD30BL,0.7903225806451613,1.0
453,ANKRD31,0.0,1.0
454,ANKRD32,0.0,1.0
455,ANKRD33B,0.0,1.0
456,ANKRD35,0.0,0.2806347340581836
457,ANKRD36,3.3333333333333335,0.5559473667025819
458,ANKRD36C,3.3333333333333335,0.5559473667025819
459,ANKRD42,inf,0.38554216867469815
460,ANKRD44,inf,0.38554216867469815
461,ANKRD45,inf,0.38554216867469815
462,ANKRD46,0.0,1.0
463,ANKRD50,0.0,0.5204231560387891
464,ANKRD52,inf,0.38554216867469815
465,ANKRD53,0.0,0.5204231560387891
466,ANKRD55,0.0,1.0
467,ANKRD6,inf,0.38554216867469815
468,ANKRD60,0.0,1.0
469,ANKRD62,3.3333333333333335,0.5559473667025819
470,ANKRD63,0.0,1.0
471,ANKRD9,0.0,1.0
472,ANKS1A,0.0,1.0
473,ANKS1B,0.0,1.0
474,ANKS3,0.0,1.0
475,ANKS6,0.3790322580645161,0.6442426424162594
476,ANKZF1,0.0,1.0
477,ANLN,0.0,0.5204231560387891
478,ANO1,0.0,0.5204231560387891
479,ANO10,0.0,1.0
480,ANO2,inf,0.14575374669409383
481,ANO3,0.0,0.5204231560387891
482,ANO4,0.0,1.0
483,ANO5,0.7903225806451613,1.0
484,ANO6,0.0,0.5204231560387891
485,ANO7,inf,0.38554216867469815
486,ANO8,0.0,1.0
487,ANP32D,inf,0.38554216867469815
488,ANPEP,0.7903225806451613,1.0
489,ANTXRL,1.6129032258064515,1.0
490,ANXA1,0.0,1.0
491,ANXA10,0.0,1.0
492,ANXA11,0.0,1.0
493,ANXA5,inf,0.38554216867469815
494,ANXA6,0.0,0.5204231560387891
495,ANXA7,0.0,1.0
496,AOC1,0.0,1.0
497,AOC2,0.0,1.0
498,AOC3,1.6129032258064515,1.0
499,AOX1,0.0,0.5204231560387891
500,AP000345.1,inf,0.38554216867469815
501,AP000679.2,0.0,1.0
502,AP000695.1,0.0,1.0
503,AP000783.1,inf,0.38554216867469815
504,AP000974.1,0.0,1.0
505,AP001024.2,0.0,1.0
506,AP003062.1,0.0,1.0
507,AP1B1,0.0,0.5204231560387891
508,AP1S1,0.0,0.5204231560387891
509,AP1S3,0.0,1.0
510,AP2B1,0.0,1.0
511,AP3B1,0.0,1.0
512,AP3D1,0.0,1.0
513,AP4B1,0.0,1.0
514,AP4M1,inf,0.38554216867469815
515,AP5M1,0.0,1.0
516,AP5S1,0.0,1.0
517,AP5Z1,0.0,0.2806347340581836
518,APAF1,0.0,1.0
519,APBA1,0.0,1.0
520,APBA2,0.7903225806451613,1.0
521,APBA3,0.0,1.0
522,APBB2,0.0,0.5204231560387891
523,APBB3,0.0,1.0
524,APC,3.3333333333333335,0.5559473667025819
525,APC2,0.0,0.5204231560387891
526,APCDD1,0.0,1.0
527,APCS,0.0,1.0
528,APEH,0.0,1.0
529,APEX1,0.0,1.0
530,API5,0.0,1.0
531,APIP,inf,0.38554216867469815
532,APITD1-CORT,1.6129032258064515,1.0
533,APLP1,0.0,1.0
534,APLP2,0.0,0.5204231560387891
535,APMAP,0.7903225806451613,1.0
536,APOB,0.9517241379310345,1.0
537,APOBEC1,0.0,1.0
538,APOBEC3B,0.0,1.0
539,APOBR,1.6129032258064515,1.0
540,APOD,0.0,1.0
541,APOL1,0.0,1.0
542,APOL4,1.6129032258064515,1.0
543,APOOL,0.0,1.0
544,APP,0.0,1.0
545,APPBP2,1.6129032258064515,1.0
546,APPL1,1.6129032258064515,1.0
547,APPL2,0.0,1.0
548,APTX,inf,0.38554216867469815
549,AQP12A,inf,0.38554216867469815
550,AQP12B,inf,0.14575374669409383
551,AQP3,0.0,0.5204231560387891
552,AQP7,5.172413793103448,0.29321622533494396
553,AQR,0.0,1.0
554,AR,0.7903225806451613,1.0
555,ARAF,0.0,0.2806347340581836
556,ARAP2,0.0,1.0
557,ARAP3,0.0,0.5204231560387891
558,ARCN1,0.0,1.0
559,AREL1,0.0,1.0
560,ARF1,0.0,1.0
561,ARF3,inf,0.38554216867469815
562,ARF5,0.0,1.0
563,ARFGAP2,1.6129032258064515,1.0
564,ARFGEF1,3.3333333333333335,0.5559473667025819
565,ARFGEF2,2.5344827586206895,0.36881759138368336
566,ARFIP2,0.0,1.0
567,ARG1,0.0,1.0
568,ARHGAP1,0.0,0.5204231560387891
569,ARHGAP10,inf,0.38554216867469815
570,ARHGAP15,0.0,1.0
571,ARHGAP17,0.0,0.5204231560387891
572,ARHGAP19,0.0,1.0
573,ARHGAP20,0.0,1.0
574,ARHGAP21,1.6129032258064515,1.0
575,ARHGAP22,0.0,1.0
576,ARHGAP23,0.5161290322580645,1.0
577,ARHGAP24,0.0,1.0
578,ARHGAP25,0.0,1.0
579,ARHGAP27,0.0,1.0
580,ARHGAP29,0.0,1.0
581,ARHGAP30,1.6129032258064515,1.0
582,ARHGAP31,1.6129032258064515,1.0
583,ARHGAP32,0.7903225806451613,1.0
584,ARHGAP33,0.0,1.0
585,ARHGAP35,0.5161290322580645,1.0
586,ARHGAP39,1.6129032258064515,1.0
587,ARHGAP4,0.0,0.15555990901274486
588,ARHGAP40,0.0,1.0
589,ARHGAP44,0.0,0.5204231560387891
590,ARHGAP5,5.172413793103448,0.29321622533494396
591,ARHGAP6,0.0,0.5204231560387891
592,ARHGDIG,0.0,1.0
593,ARHGEF1,0.0,1.0
594,ARHGEF11,1.6129032258064515,1.0
595,ARHGEF12,0.0,0.5204231560387891
596,ARHGEF15,0.0,0.5204231560387891
597,ARHGEF17,1.6129032258064515,1.0
598,ARHGEF18,0.0,0.5204231560387891
599,ARHGEF19,1.6129032258064515,1.0
600,ARHGEF2,0.0,0.5204231560387891
601,ARHGEF26,0.0,0.5204231560387891
602,ARHGEF28,0.0,1.0
603,ARHGEF3,0.0,1.0
604,ARHGEF33,1.6129032258064515,1.0
605,ARHGEF38,0.0,1.0
606,ARHGEF4,0.0,1.0
607,ARHGEF40,0.0,1.0
608,ARHGEF6,0.0,1.0
609,ARHGEF9,0.0,0.2806347340581836
610,ARID1A,0.5161290322580645,1.0
611,ARID1B,0.0,1.0
612,ARID2,3.3333333333333335,0.5559473667025819
613,ARID3C,0.0,1.0
614,ARID4A,0.0,1.0
615,ARID4B,0.0,1.0
616,ARID5B,0.0,0.2806347340581836
617,ARIH2,0.0,1.0
618,ARL10,0.0,1.0
619,ARL13B,inf,0.14575374669409383
620,ARL14,0.0,1.0
621,ARL3,0.0,1.0
622,ARL4A,inf,0.38554216867469815
623,ARL4C,0.0,1.0
624,ARL6IP1,0.0,1.0
625,ARL6IP6,0.0,1.0
626,ARL9,0.0,1.0
627,ARMC1,0.0,1.0
628,ARMC12,0.0,0.5204231560387891
629,ARMC2,inf,0.38554216867469815
630,ARMC3,0.0,0.2806347340581836
631,ARMC4,1.6129032258064515,1.0
632,ARMC5,inf,0.14575374669409383
633,ARMC6,0.0,1.0
634,ARMCX1,0.0,1.0
635,ARMCX2,0.0,0.5204231560387891
636,ARMCX4,0.7903225806451613,1.0
637,ARMCX5,0.0,0.5204231560387891
638,ARMCX6,0.0,1.0
639,ARNT,1.6129032258064515,1.0
640,ARNTL2,0.0,0.2806347340581836
641,ARPC1B,0.0,1.0
642,ARPC3,0.0,1.0
643,ARPC4,inf,0.38554216867469815
644,ARPP21,0.0,1.0
645,ARRB1,0.0,1.0
646,ARRDC2,0.0,0.5204231560387891
647,ARRDC3,0.7903225806451613,1.0
648,ARRDC4,0.0,0.2806347340581836
649,ARSB,0.0,1.0
650,ARSD,0.0,1.0
651,ARSF,inf,0.38554216867469815
652,ARSG,0.0,0.5204231560387891
653,ARSH,0.0,1.0
654,ARSI,1.6129032258064515,1.0
655,ARSK,0.0,1.0
656,ART1,0.0,1.0
657,ART3,0.0,0.5204231560387891
658,ARV1,inf,0.38554216867469815
659,ARX,0.0,1.0
660,ASAH1,0.0,1.0
661,ASAH2C,0.0,0.5204231560387891
662,ASAP1,inf,0.38554216867469815
663,ASAP2,inf,0.38554216867469815
664,ASB10,0.5161290322580645,1.0
665,ASB14,0.0,1.0
666,ASB17,0.0,1.0
667,ASB2,0.0,1.0
668,ASB4,inf,0.38554216867469815
669,ASB5,0.0,1.0
670,ASCC2,0.0,1.0
671,ASCC3,0.0,0.5204231560387891
672,ASCL1,inf,0.38554216867469815
673,ASCL3,0.0,1.0
674,ASF1A,1.6129032258064515,1.0
675,ASF1B,1.6129032258064515,1.0
676,ASH1L,0.0,1.0
677,ASIC1,0.0,1.0
678,ASIC2,0.0,1.0
679,ASIC3,inf,0.38554216867469815
680,ASIC4,0.0,1.0
681,ASIC5,inf,0.38554216867469815
682,ASNS,inf,0.14575374669409383
683,ASNSD1,0.0,1.0
684,ASPA,0.0,1.0
685,ASPG,inf,0.38554216867469815
686,ASPH,1.6129032258064515,1.0
687,ASPHD1,0.0,1.0
688,ASPM,0.5161290322580645,1.0
689,ASPN,0.0,1.0
690,ASPSCR1,0.0,1.0
691,ASRGL1,0.0,1.0
692,ASTL,0.0,1.0
693,ASTN1,0.0,0.5204231560387891
694,ASTN2,0.0,0.5204231560387891
695,ASXL1,0.0,1.0
696,ASXL2,0.7903225806451613,1.0
697,ASXL3,0.0,1.0
698,ASZ1,0.7903225806451613,1.0
699,ATAD2,1.6129032258064515,1.0
700,ATAD2B,0.7903225806451613,1.0
701,ATAD3A,1.6129032258064515,1.0
702,ATAD3B,inf,0.38554216867469815
703,ATAD3C,inf,0.38554216867469815
704,ATAD5,0.0,1.0
705,ATE1,5.172413793103448,0.29321622533494396
706,ATF2,0.0,0.5204231560387891
707,ATF4,inf,0.14575374669409383
708,ATF6B,inf,0.14575374669409383
709,ATF7,inf,0.38554216867469815
710,ATG12,0.0,1.0
711,ATG14,0.0,0.5204231560387891
712,ATG2A,0.0,0.5204231560387891
713,ATG2B,3.3333333333333335,0.5559473667025819
714,ATG4A,inf,0.38554216867469815
715,ATG4B,0.0,1.0
716,ATG4C,0.0,1.0
717,ATG7,0.0,1.0
718,ATG9A,0.0,0.5204231560387891
719,ATG9B,0.0,0.15555990901274486
720,ATHL1,0.0,0.2806347340581836
721,ATIC,0.0,1.0
722,ATL2,0.0,1.0
723,ATM,0.0,0.2806347340581836
724,ATMIN,1.6129032258064515,1.0
725,ATN1,inf,0.38554216867469815
726,ATOH1,0.0,1.0
727,ATP10A,0.0,1.0
728,ATP10B,0.0,1.0
729,ATP11A,0.0,1.0
730,ATP11B,0.0,0.5204231560387891
731,ATP11C,1.6333333333333333,0.637357016140444
732,ATP12A,0.0,1.0
733,ATP13A1,1.6129032258064515,1.0
734,ATP13A2,0.0,1.0
735,ATP13A4,inf,0.38554216867469815
