cancer_type	protein	Database_ID	adj_p	change
brca	ACAD8	ENSP00000281182	0.39897228517572136	-0.12520219049613812
brca	ACAD9	ENSP00000312618	0.08153070121199822	0.16809844265651627
brca	ACADL	ENSP00000233710	0.5942267544633291	-0.20400356058749836
brca	ACADM	ENSP00000359871	0.09386679544447352	-0.22242414550501682
brca	ACADS	ENSP00000242592	0.552740459798917	-0.11448509515925695
brca	ACADSB	ENSP00000357873	0.5475664871547989	-0.1710473189512488
brca	ACAP1	ENSP00000158762	0.12345853738646581	0.252512604381079
brca	ACAP2	ENSP00000324287	0.9155593251695132	-0.008691913187596961
brca	ACAP3	ENSP00000346733	0.8842547044928627	0.02301012416165492
brca	ACAT1	ENSP00000265838	0.8736485897912635	-0.028460168657364976
brca	ACAT2	ENSP00000356015	0.8999092239025757	0.02093517578006679
brca	ACBD3	ENSP00000355777	0.428532094886387	-0.05616765376780396
brca	ACBD4	ENSP00000314440	0.9702100912296858	-0.038222601792310185
brca	ACBD6	ENSP00000356567	0.985716623370218	-0.0020662201249571355
brca	ACBD7	ENSP00000367453	0.2996429046131137	0.26209018080321256
brca	ACCS	ENSP00000263776	0.887722858769156	0.07301987856811248
brca	ACD	ENSP00000478084	0.6614063280558371	0.04897802555676574
brca	ACE	ENSP00000290866	0.03703907349832351	-0.2420281379000357
brca	ACO1	ENSP00000309477	0.0010475656657628393	-0.3602816238685547
brca	ACOT1	ENSP00000311224	0.15647775906013778	
brca	ACOT11	ENSP00000340260	0.6411895104677481	0.08139441171863163
brca	ACOT12	ENSP00000303246	0.8711653543567306	0.12169161469518208
brca	ACOT13	ENSP00000230048	0.3235199455868756	0.11214469788605877
brca	ACOT2	ENSP00000238651	0.5236983237305346	-0.19650189204914315
brca	ACOT4	ENSP00000323071	0.19845893436548223	-0.21491649887933081
brca	ACOT8	ENSP00000217455	0.9319928905919975	-0.014102138960872111
brca	ACOX1	ENSP00000293217	0.5966538537593845	0.09581539148729697
brca	ACOX1	ENSP00000301608	0.8549437023760943	-0.1800334977678415
brca	ACOX2	ENSP00000307697	0.057672986413293006	-0.421285807116731
brca	ACOX3	ENSP00000348775	0.643343098213931	-0.09542850588143051
brca	ACP2	ENSP00000256997	0.7343246111177515	-0.03980297631674318
brca	ACP3	ENSP00000323036	0.5145874723386844	-0.16919280552279842
brca	ACP5	ENSP00000218758	0.9789756479053268	-0.005690330801305798
brca	ACP6	ENSP00000463574	0.15126243741478357	-0.2081454369534197
brca	ACSBG1	ENSP00000258873	0.4891514036574639	0.3445259674394271
brca	ACSF2	ENSP00000300441	0.35463807617984616	-0.172381522209902
brca	ACSF3	ENSP00000320646	0.6520840330927595	-0.05876578863750276
brca	ACSL3	ENSP00000350012	0.6322601591708245	-0.10278657377747596
brca	ACSL5	ENSP00000346223	0.3541117829505599	0.16491209990884076
brca	ACSM1	ENSP00000301956	0.8445274616640415	-0.1037884197124009
brca	ACSM3	ENSP00000289416	0.7852356321052444	-0.12409463979907726
brca	ACSM5	ENSP00000327916	0.7716361023450763	-0.12100289389196484
brca	ACSM6	ENSP00000340296	0.982188592679846	0.021901883364505714
brca	ACSS1	ENSP00000316924	0.7085078228588965	0.07104834608862026
brca	ACSS2	ENSP00000253382	0.13485863151083796	-0.1686895080253748
brca	ACSS3	ENSP00000261206	0.012381373751980439	-0.5056785286656071
brca	ACTA1	ENSP00000355645	0.9114961614300997	0.021115530711992722
brca	ACTA2	ENSP00000224784	0.18667649160220087	-0.310066213919847
brca	ACTB	ENSP00000494269	0.5642574022307719	0.08993388997157156
brca	ACTBL2	ENSP00000416706	0.7057148861122062	-0.03444705692121944
brca	ACTC1	ENSP00000290378	0.6930458319639732	-0.09362717484408603
brca	ACTG1	ENSP00000458162	0.19963838311970858	0.1399263653904219
brca	ACTG2	ENSP00000295137	0.2388479968103886	-0.40250677538115687
brca	ACTL6A	ENSP00000397552	0.09606893728878374	0.10421583485812921
brca	ACTL6B	ENSP00000160382	0.391568765917351	-0.7023854242141653
brca	ACTL8	ENSP00000364555	0.34094440397665493	0.35977989129561494
brca	ACTN3	ENSP00000426797	0.5199126355878523	0.2531083209680154
brca	ACTN4	ENSP00000252699	0.29969900776102915	0.09714651300336505
brca	ACTR10	ENSP00000254286	0.0026007551009902554	-0.1235200045401884
brca	ACTR1A	ENSP00000358921	0.3436498609051703	-0.06539085119676546
brca	ACTR1B	ENSP00000289228	0.061025420882077394	-0.14423399802889725
brca	ACTR2	ENSP00000367220	0.8628595127842196	-0.01563158807051658
brca	ACTR3	ENSP00000263238	0.6011046116708659	-0.039859195396659226
brca	ACTR3B	ENSP00000256001	0.6844760056282012	-0.0610368801521302
brca	ACTR5	ENSP00000243903	0.11429646574423681	0.09394888291508618
brca	ACTR6	ENSP00000188312	0.23519091186947372	0.07592329565443873
brca	ACTR8	ENSP00000336842	0.43222960269336624	0.04691552320888781
brca	ACVR1	ENSP00000263640	0.13612172313321413	
brca	ACVRL1	ENSP00000373574	0.6213322062069364	
brca	ACY1	ENSP00000384296	0.00841144360087588	-0.42011346659682713
brca	ACY3	ENSP00000255082	0.81721505349784	
brca	ACYP1	ENSP00000238618	0.9075694398607794	-0.020030660290534963
brca	ACYP2	ENSP00000378161	0.3180684026530883	-0.1779677281387713
brca	ADA	ENSP00000361965	0.20618195050690274	0.15463135397444833
brca	ADA2	ENSP00000262607	0.7633724648283025	0.053602896416990925
brca	ADAL	ENSP00000456242	0.03083656669511887	-0.21564672074869187
brca	ADAM10	ENSP00000260408	0.05758961820069638	-0.22207511856138398
brca	ADAM12	ENSP00000357668	0.9158428570633687	-0.03211809806078453
brca	ADAM15	ENSP00000349436	0.4093146507648866	-0.11062459732595124
brca	ADAM17	ENSP00000309968	0.7659948891031685	-0.03403115184570925
brca	ADAM22	ENSP00000265727	0.3218873319922675	0.5657241975108778
brca	ADAM28	ENSP00000265769	0.4548803995736015	
brca	ADAM8	ENSP00000453302	0.21426712172601456	0.3948304914856109
brca	ADAM9	ENSP00000419446	0.3148810816862571	0.1559674102245925
brca	ADAMDEC1	ENSP00000256412	0.9536350624132824	-0.026749784982652902
brca	ADAMTS1	ENSP00000284984	0.5706568038529775	0.14192002522184946
brca	ADAMTS12	ENSP00000422554	0.5489974431472435	-0.14128403999941977
brca	ADAMTS13	ENSP00000347927	0.9221177935973138	
brca	ADAMTS14	ENSP00000362303	0.7805651774477138	
brca	ADAMTS15	ENSP00000299164	0.12354398041591368	-0.3834091825595968
brca	ADAMTS16	ENSP00000274181	0.7547349503902029	0.1520101075464741
brca	ADAMTS2	ENSP00000251582	0.7479695326967896	-0.0816558819894993
brca	ADAMTS4	ENSP00000356975	0.9777625893076859	0.005914069564763792
brca	ADAMTS5	ENSP00000284987	0.9476480649507307	0.03217592414014134
brca	ADAMTS7	ENSP00000373472	0.8985215735514503	
brca	ADAMTSL1	ENSP00000369921	0.8068664429974605	0.07338187249939876
brca	ADAMTSL2	ENSP00000376781	0.5943360290700569	0.10499854100980617
brca	ADAMTSL3	ENSP00000286744	0.8280958287769333	
brca	ADAMTSL5	ENSP00000327608	0.7611025869672369	
brca	ADAP1	ENSP00000265846	0.8194064399084352	0.02909067403741883
brca	ADAP2	ENSP00000329468	0.7725835103119754	-0.031121070836221232
brca	ADARB1	ENSP00000353920	0.45198495611550116	0.06724777454627286
brca	ADAT1	ENSP00000310015	0.4840031081034178	-0.06777130062990774
brca	ADAT2	ENSP00000237283	0.1830835269146676	0.13550390132039963
brca	ADAT3	ENSP00000332448	0.933816083815118	-0.012024483064073506
brca	ADCK1	ENSP00000238561	0.41577501258485206	-0.08835890402321527
brca	ADCK2	ENSP00000072869	0.777566797349386	0.07572544766675576
brca	ADCY3	ENSP00000260600	0.3218873319922675	0.279408824502093
brca	ADCY5	ENSP00000419361	0.8904851386917861	0.05933898666993964
brca	ADCY6	ENSP00000311405	0.8851157725714136	
brca	ADCY7	ENSP00000254235	0.4661318436645114	0.20104331372881404
brca	ADCY9	ENSP00000294016	0.38211260005335884	
brca	ADCYAP1	ENSP00000411658	0.4050974176104678	
brca	ADD2	ENSP00000264436	0.27643820339205066	0.24210205898156748
brca	ADGRA2	ENSP00000323508	0.9293031181786907	-0.027777122398739557
brca	ADGRE2	ENSP00000319883	0.4412459230948638	0.12071101474174945
brca	ADGRE3	ENSP00000253673	0.5849256903477902	
brca	ADGRE5	ENSP00000242786	0.008812803102894352	0.3242275131345187
brca	ADGRF5	ENSP00000265417	0.9684577289257625	-0.0074443593464695035
brca	ADGRG1	ENSP00000373465	0.9973654912779507	0.0010089767423899915
brca	ADGRG6	ENSP00000230173	0.41147893189373	0.18911480767483907
brca	ADGRL1	ENSP00000355328	0.5093477348232427	
brca	ADGRL3	ENSP00000420931	0.7682375923244322	-0.21984853561162368
brca	ADGRL4	ENSP00000359778	0.3060229137006655	-0.15202131844105266
brca	ADGRV1	ENSP00000384582	0.8332892103366749	0.15096018180066773
brca	ADH1A	ENSP00000209668	0.5363895322583301	-0.24579750281985735
brca	ADH1B	ENSP00000306606	0.2611216771916031	-0.40352487242199964
brca	ADH1C	ENSP00000426083	0.1383455259389307	-0.5382113555344953
brca	ADH4	ENSP00000424630	0.4495316427498521	
brca	ADH5	ENSP00000296412	0.014619830689407231	-0.2130408608623334
brca	ADI1	ENSP00000333666	0.9700023847208967	0.008195175207200586
brca	ADIPOQ	ENSP00000320709	0.007179130753350228	-0.48977895566396523
brca	ADIPOR1	ENSP00000341785	0.37734466780855364	-0.1678236624325834
brca	ADIPOR2	ENSP00000349616	0.9869409553128298	
brca	ADIRF	ENSP00000361083	0.02563653603678525	-0.6095352391548138
brca	ADK	ENSP00000443965	0.08470488657318546	-0.16867324686003005
brca	ADM	ENSP00000278175	0.5571973173173121	-0.34305593514235977
brca	ADNP	ENSP00000342905	0.02671357966432384	0.17109475024653792
brca	ADNP2	ENSP00000262198	0.30717685313813115	0.10146545605471714
brca	ADO	ENSP00000362888	0.4206382436568434	-0.06279498353192164
brca	ADPGK	ENSP00000312250	0.45612669492467445	0.0670456727848681
brca	ADPRH	ENSP00000349496	0.6343805914078039	-0.049047142385443714
brca	ADPRM	ENSP00000369099	0.3004737233978565	
brca	ADPRS	ENSP00000362273	0.6530906073919324	-0.045966304415158026
brca	ADRA2A	ENSP00000280155	0.4803979013044413	0.2213857646765604
brca	ADRM1	ENSP00000253003	0.7262646641785643	0.03294197653131582
brca	ADSL	ENSP00000485525	0.8445274616640415	0.025378876002378793
brca	ADSS2	ENSP00000355493	0.6547479689562432	0.05302144278947457
brca	AEBP1	ENSP00000223357	0.7216991621613864	-0.09688689872216048
brca	AEBP2	ENSP00000266508	0.81721505349784	0.07643949834284156
brca	AFAP1	ENSP00000351245	0.8833536470778746	0.022224847638905573
brca	AFAP1L1	ENSP00000296721	0.21291528591882303	-0.12466731468125852
brca	AFF1	ENSP00000378578	0.08011656951755519	0.16244604039799193
brca	AFF3	ENSP00000317421	0.05620175734656161	
brca	AFF4	ENSP00000265343	0.021434695760858193	0.1595279903111677
brca	AFG1L	ENSP00000357973	0.7048709562714905	0.05079412085956532
brca	AFG3L2	ENSP00000269143	0.0953597563767948	0.2227256079071209
brca	AFM	ENSP00000226355	0.07488205832534868	-0.2897217245910621
brca	AFMID	ENSP00000386890	0.004985286609307415	-0.5053164677517924
brca	AFTPH	ENSP00000238855	0.24484991460399516	-0.07555648759996698
brca	AGA	ENSP00000264595	0.6043998362448676	-0.09650337502232985
brca	AGAP2	ENSP00000257897	0.5581537629004902	0.08497347167439442
brca	AGFG1	ENSP00000312059	0.8093774731050921	-0.02066489185055255
brca	AGFG2	ENSP00000300176	0.06207828300507372	-0.18236713888671413
brca	AGGF1	ENSP00000316109	0.8782280992540216	
brca	AGK	ENSP00000496789	0.19316386198911273	0.12481435566354845
brca	AGL	ENSP00000294724	0.7160680412977937	-0.07905948468406705
brca	AGMAT	ENSP00000364986	0.32582962587217773	0.19074017177519448
brca	AGO1	ENSP00000362300	0.00492042874435569	-0.1994768418288184
brca	AGO3	ENSP00000362287	0.32482745003724595	-0.07729466232816817
brca	AGO4	ENSP00000362306	0.6653512828504163	
brca	AGPAT1	ENSP00000337463	0.37682289982968176	-0.15920992071032575
brca	AGPAT2	ENSP00000360761	0.3750776123664398	-0.17115559952283715
brca	AGPAT3	ENSP00000291572	0.11513820496792176	-0.26668068661177396
brca	AGPAT4	ENSP00000314036	0.8758946168770941	0.037811084371827175
brca	AGPAT5	ENSP00000285518	0.3753869791399568	0.1382726223502799
brca	AGPS	ENSP00000264167	0.7031074221619048	0.07004427319511462
brca	AGR2	ENSP00000391490	0.0007609617542043904	-0.9535348709691349
brca	AGR3	ENSP00000308606	0.00673715348537133	-0.6968295990277618
brca	AGRN	ENSP00000368678	0.515437610656837	-0.09738974282860116
brca	AGT	ENSP00000355627	0.1344362639641704	-0.22867845250206556
brca	AGTPBP1	ENSP00000349592	0.04767715638596059	0.20581023182882005
brca	AGTR1	ENSP00000273430	0.37435145188206315	-0.553172714645694
brca	AGXT	ENSP00000302620	0.9442634270516636	
brca	AHCTF1	ENSP00000355464	0.002022711889621597	0.2123941501997429
brca	AHCY	ENSP00000217426	0.9421694637211683	-0.010597216265148923
brca	AHCYL1	ENSP00000358814	0.14478226735086128	-0.1319771046242636
brca	AHDC1	ENSP00000247087	0.9930869164024336	-0.0012739417235068107
brca	AHNAK2	ENSP00000353114	0.44464446174626276	-0.15737383697073176
brca	AHSA1	ENSP00000216479	0.13040599576208164	0.12141352036647761
brca	AHSG	ENSP00000393887	0.11342955442578333	-0.25439119666097043
brca	AHSP	ENSP00000307199	0.3169627272968373	0.3083936045231878
brca	AIDA	ENSP00000339161	0.044558233200283175	-0.1707141307798124
brca	AIF1	ENSP00000365227	0.9407232912364448	0.015283503582398689
brca	AIF1L	ENSP00000247291	0.002269553310819784	0.657354035188357
brca	AIFM2	ENSP00000312370	0.67096143805434	-0.06339242612990148
brca	AIG1	ENSP00000275235	0.5048171804884976	-0.17676087841662197
brca	AIMP1	ENSP00000378191	0.5025863323738451	-0.03741985265781274
brca	AIP	ENSP00000279146	0.9014620481193862	-0.014199532159212463
brca	AJM1	ENSP00000412388	0.8002641876916521	0.1458253707632825
brca	AJUBA	ENSP00000262713	0.8658044665688862	0.0451403425758645
brca	AK1	ENSP00000223836	0.07488205832534868	-0.2007369556189065
brca	AK2	ENSP00000362548	0.45198495611550116	0.09582073528246127
brca	AK3	ENSP00000371230	0.26318545994879217	-0.1235513680218345
brca	AK4	ENSP00000322175	0.953089448434768	-0.016661548416124283
brca	AK5	ENSP00000341430	0.19568246261061842	
brca	AK6	ENSP00000370201	0.9923432937449859	0.0016850269388803824
brca	AK7	ENSP00000267584	0.5083006415695269	0.42865944298105135
brca	AKAP1	ENSP00000337736	0.0021793438264318334	0.376682950807911
brca	AKAP10	ENSP00000225737	0.1907970402444798	-0.1063924889848954
brca	AKAP11	ENSP00000025301	0.9646684457096906	-0.004979713705497796
brca	AKAP12	ENSP00000253332	0.00580774065961237	-0.48828660499673215
brca	AKAP13	ENSP00000378018	0.35485739060186533	-0.4727682897696508
brca	AKAP13	ENSP00000378026	0.548944720760064	-0.045114164180566366
brca	AKAP5	ENSP00000315615	0.08656130311795648	
brca	AKAP7	ENSP00000405252	0.2123023117180196	0.3346915416620977
brca	AKAP7	ENSP00000441048	0.9446292080576807	0.012659532803349164
brca	AKAP8	ENSP00000269701	0.013400222330762265	0.2005972453732642
brca	AKAP8L	ENSP00000380557	0.0025563887462692544	0.23969384912496405
brca	AKIP1	ENSP00000299576	0.7331178948165086	0.08746258878075697
brca	AKIRIN2	ENSP00000257787	0.004228434053190384	
brca	AKNA	ENSP00000303769	0.3953110486929403	0.1402110478098392
brca	AKR1A1	ENSP00000312606	0.0016051556609461726	-0.3074040612977985
brca	AKR1B1	ENSP00000285930	0.37019110973105057	-0.11748582387422718
brca	AKR1B10	ENSP00000352584	0.19043363545423306	-0.4493182094481216
brca	AKR1B15	ENSP00000498877	0.9364021344265643	
brca	AKR1C1	ENSP00000370254	0.21731600811834834	-0.3725630534180685
brca	AKR1C2	ENSP00000370129	0.3061567077593883	-0.3514426095247465
brca	AKR1C3	ENSP00000369927	0.04394112331736026	-0.4813051885298262
brca	AKR1C4	ENSP00000263126	0.46997282054598394	
brca	AKR7A2	ENSP00000235835	0.03354560564067338	-0.20695368134861708
brca	AKR7A3	ENSP00000355377	0.05765371716103158	-0.5176856087568293
brca	AKT1	ENSP00000270202	0.0011287454655427775	-0.2973959793386293
brca	AKT1S1	ENSP00000341698	0.09545081794212133	-0.16444790661277145
brca	AKT2	ENSP00000375892	0.03520579540285136	-0.19360644332122937
brca	AKT3	ENSP00000263826	0.5968900356955881	0.083101237735751
brca	AKTIP	ENSP00000300245	0.5019171415863095	-0.06716951513396768
brca	ALAD	ENSP00000386284	0.09854250943050925	-0.1963922561739851
brca	ALAS1	ENSP00000309259	0.039781886465317155	0.23226586014338713
brca	ALCAM	ENSP00000419236	0.0044500199944474995	-0.6270339458671915
brca	ALDH16A1	ENSP00000293350	0.10166216080847389	-0.13263748284521798
brca	ALDH1A1	ENSP00000297785	0.13560332179753506	-0.2785007487463793
brca	ALDH1A2	ENSP00000249750	0.21127094349833633	-0.3096890102904676
brca	ALDH1A3	ENSP00000332256	0.3503209329698804	-0.17286595736026975
brca	ALDH1B1	ENSP00000366927	0.7329638184502307	0.06256033082832625
brca	ALDH1L1	ENSP00000377083	0.9657092693791323	-0.016612614888708355
brca	ALDH1L2	ENSP00000258494	0.5931950819409324	-0.1086091108343562
brca	ALDH2	ENSP00000261733	0.9808467932225071	0.0077714989901684906
brca	ALDH3A2	ENSP00000176643	0.8792002386957447	0.037224406737057764
brca	ALDH3B1	ENSP00000473990	0.9998884468553464	-1.362542450427176e-05
brca	ALDH4A1	ENSP00000290597	0.14063704382950545	-0.26508227964093367
brca	ALDH5A1	ENSP00000350191	0.5550557706057698	0.12459605925557271
brca	ALDH6A1	ENSP00000342564	0.004379853306745723	-0.41587453690164444
brca	ALDH9A1	ENSP00000346827	0.11491053843554697	-0.17520029798315678
brca	ALDOA	ENSP00000496166	0.2330671963607195	-0.3739933962051209
brca	ALDOB	ENSP00000497731	0.5800366137671931	0.21628916403715504
brca	ALDOC	ENSP00000226253	0.9441944272403893	0.013126815252142758
brca	ALG1	ENSP00000262374	0.03445376029937751	-0.26123558180839
brca	ALG11	ENSP00000430236	0.008700916484249055	-0.30921878083174353
brca	ALG12	ENSP00000333813	0.028142171746073807	-0.2771650011194678
brca	ALG14	ENSP00000359224	0.1538212248915462	-0.24290051759033587
brca	ALG2	ENSP00000417764	0.020830782959817273	-0.16905571315035706
brca	ALG3	ENSP00000380793	0.8802256399830484	-0.04475891489671313
brca	ALG5	ENSP00000239891	0.19103256773293367	-0.18415679318712955
brca	ALG6	ENSP00000263440	0.9764227339017998	0.0076755622478549
brca	ALG8	ENSP00000299626	0.45119408586953363	-0.1421838168878997
brca	ALKBH1	ENSP00000216489	0.24630278446180112	-0.1298048467931614
brca	ALKBH2	ENSP00000343021	0.1894987558901761	0.184432789679798
brca	ALKBH3	ENSP00000302232	0.3944506045527913	-0.09756045072580154
brca	ALKBH4	ENSP00000292566	0.9700023847208967	0.004249103969569304
brca	ALKBH5	ENSP00000382091	0.5814369767826789	0.05878990272017769
brca	ALKBH6	ENSP00000252984	0.3682223284666056	0.12022289812170514
brca	ALKBH7	ENSP00000245812	0.5199988249927825	0.08037996739482944
brca	ALKBH8	ENSP00000374219	0.4526652424436157	-0.05976390815519689
brca	ALMS1	ENSP00000478155	0.9448866548640311	
brca	ALOX15	ENSP00000293761	0.9248628065144058	-0.07544077682084721
brca	ALOX15B	ENSP00000369530	0.4238381316852497	-0.29502235879548055
brca	ALOX5	ENSP00000363512	0.9709095437307379	0.005923723890300554
brca	ALOX5AP	ENSP00000369858	0.710194766072572	-0.08304600018590566
brca	ALPI	ENSP00000295463	0.41914563545745254	
brca	ALPK1	ENSP00000177648	0.6658143894264941	-0.07221123578675542
brca	ALPK3	ENSP00000258888	0.7257804656615974	0.24299910437783084
brca	ALPL	ENSP00000363965	0.6811340264057392	0.08568114297050639
brca	ALS2	ENSP00000264276	0.7700367687886259	-0.025988201880490815
brca	ALS2CL	ENSP00000313670	0.6677315157155327	
brca	ALX4	ENSP00000498217	0.6530906073919324	0.7946313644141669
brca	ALYREF	ENSP00000421592	0.34129217194016254	0.11780553961186326
brca	AMACR	ENSP00000334424	0.03963244646263484	-0.2730872576733202
brca	AMBP	ENSP00000265132	0.46255074551395814	-0.12012964284744868
brca	AMBRA1	ENSP00000415327	0.20646935513417758	0.0907062980067066
brca	AMD1	ENSP00000357877	0.11212627580624178	0.33030040278509826
brca	AMDHD1	ENSP00000266736	0.9155593251695132	0.03454221970129592
brca	AMFR	ENSP00000290649	0.167603655901987	-0.14510340311200504
brca	AMH	ENSP00000221496	0.8200352896685826	0.29826309185897387
brca	AMIGO2	ENSP00000266581	0.6418309250709981	-0.16510318085150258
brca	AMMECR1L	ENSP00000272647	0.7088896556125536	
brca	AMN1	ENSP00000281471	0.9981726843180024	0.0005161830856641875
brca	AMOTL1	ENSP00000320968	0.9358681457661231	-0.014780107804871642
brca	AMOTL2	ENSP00000249883	0.8504791559851828	-0.0389005578814602
brca	AMPD1	ENSP00000358551	0.36278483729568445	
brca	AMPD2	ENSP00000256578	0.7479695326967896	0.027505592641031286
brca	AMPD3	ENSP00000379801	0.3773473220820302	0.1026700280514024
brca	AMPH	ENSP00000348602	0.2765490020509132	-0.2479196611435595
brca	AMT	ENSP00000273588	0.21498884859654885	
brca	AMY2A	ENSP00000397582	0.6717607549529963	
brca	AMZ2	ENSP00000352976	0.982188592679846	-0.004942952131991002
brca	ANAPC1	ENSP00000339109	0.3744740911305737	0.04538247440992951
brca	ANAPC10	ENSP00000310071	0.3408260367486383	0.08447497590377459
brca	ANAPC11	ENSP00000339695	0.7957752831178695	0.035983371400611974
brca	ANAPC13	ENSP00000346987	0.30143040845453545	-0.14591718002431286
brca	ANAPC15	ENSP00000227618	0.7584466711678073	-0.06670578514795991
brca	ANAPC16	ENSP00000299381	0.40899825833640685	0.0780799602999813
