cancer_type	protein	Database_ID	adj_p	change
brca	MTUS1	ENSP00000262102.6	0.0011116217164298854	-0.4498631029510011
brca	MYOM2	ENSP00000262113.4	0.2492877885048155	-0.6923521537775751
brca	NAT1	ENSP00000443194.1	0.33588650681463694	-0.2900612012597784
brca	NEFL	ENSP00000482169.2	0.8422085585090807	-0.08492797798277402
brca	NEFM	ENSP00000221166.5	0.7126614624954329	-0.24042030107817458
brca	NEIL2	ENSP00000284503.6	3.824425920663488e-06	
brca	NRG1	ENSP00000384620.2	0.2634750492332291	
brca	NUDT18	ENSP00000480722.1	0.020039406414988276	-0.16539958892176693
brca	PBK	ENSP00000301905.4	0.2276176132585788	-0.2161217288202083
brca	PDGFRL	ENSP00000251630.4	0.9978188746807679	-0.00042177779618685074
brca	PDLIM2	ENSP00000312634.7	0.7508937398581782	-0.040457015304483895
brca	PEBP4	ENSP00000256404.6	0.977045533720406	0.013615422748707251
brca	PINX1	ENSP00000318966.3	0.010943741256709386	-0.3226185328029969
brca	PNMA2	ENSP00000429344.1	0.8422085585090807	-0.13441055349441272
brca	POLR3D	ENSP00000303088.4	0.6137860884782794	0.046408866955240574
brca	PPP1R3B	ENSP00000308318.3	0.6345721335574391	-0.08956930591248335
brca	PPP2CB	ENSP00000221138.4	0.2634750492332291	-0.1720535965708197
brca	PPP2R2A	ENSP00000370113.3	1.2512588263690922e-07	-0.4910509932328099
brca	PPP3CC	ENSP00000289963.8	0.10172206315126783	-0.13267624336868428
brca	PSD3	ENSP00000324127.8	0.05944202524213418	-0.21107545235772882
brca	R3HCC1	ENSP00000265806.7	0.023904513457795564	-0.1819227564678636
brca	REEP4	ENSP00000303482.3	0.01065697425877279	-0.2687357054490158
brca	SARAF	ENSP00000256255.6	0.023974569311795004	-0.3742895505833631
brca	SCARA3	ENSP00000301904.3	0.9929262527331094	-0.00450416177264616
brca	SH2D4A	ENSP00000265807.3	0.010943741256709386	-0.3346225215956379
brca	SLC25A37	ENSP00000429200.1	0.16005803473726993	-0.26778905580488954
brca	SLC39A14	ENSP00000240095.6	0.13641684711338378	-0.24793482052356314
brca	SLC7A2	ENSP00000004531.10	0.007142723395362574	
brca	SORBS3	ENSP00000240123.7	0.08294933457091788	-0.15437359660891276
brca	STC1	ENSP00000290271.2	0.39358287683011695	-0.18776192557422808
brca	TDRP	ENSP00000315111.6	0.3149974391891461	-0.14640876686947332
brca	TNFRSF10A	ENSP00000221132.3	0.5752418302884561	-0.14955919388450448
brca	TNFRSF10C	ENSP00000349324.4	0.9527468693288665	-0.056827248380583895
brca	TNKS	ENSP00000311579.6	0.03639409218150906	
brca	TTI2	ENSP00000353971.5	0.4013341458551338	-0.07491820499154281
brca	TUSC3	ENSP00000371450.4	0.2634750492332291	-0.2710822259473795
brca	UBXN8	ENSP00000477532.1	0.7508937398581782	-0.10534275487251132
brca	VPS37A	ENSP00000318629.4	0.004047782927947117	-0.16783595927811135
brca	WRN	ENSP00000298139.5	0.022426153843236166	-0.19219775424552374
brca	XPO7	ENSP00000252512.9	5.536897455799099e-05	-0.32622961249939925
brca	ZNF395	ENSP00000340494.5	0.03988102976218964	
coad	ADAMDEC1	ENSP00000256412.4	0.038227853024141854	-0.4563958975812526
coad	AGPAT5	ENSP00000285518.6	0.003171721217832286	-0.18436307845533273
coad	ANGPT2	ENSP00000314897.5	0.9352214021389509	0.0472055711765238
coad	ARHGEF10	ENSP00000381571.1	0.9948852243504206	-0.0007028005754642908
coad	ASAH1	ENSP00000262097.6	0.08739009109888893	-0.19422555470718078
coad	ATP6V1B2	ENSP00000276390.2	7.972317592622886e-06	-0.22240130733944108
coad	BIN3	ENSP00000276416.6	0.43824204631356933	-0.05466097083806398
coad	BMP1	ENSP00000305714.5	0.5894331348030339	-0.2001838357079649
coad	CCAR2	ENSP00000310670.4	1.7742390821342032e-05	-0.2627385465798916
coad	CCDC25	ENSP00000348933.4	0.0012650504176702371	-0.27556947448986047
coad	CDCA2	ENSP00000328228.3	0.7903820229999717	-0.09317063565555994
coad	CHMP7	ENSP00000324491.7	4.63826222412923e-05	-0.24218610384265568
coad	CLU	ENSP00000315130.10	0.7303012387513426	-0.07920411518097159
coad	CNOT7	ENSP00000355279.4	0.1246490050495942	-0.162391739921172
coad	CTSB	ENSP00000342070.3	0.015246797834754992	-0.37807476027800185
coad	DCTN6	ENSP00000221114.3	0.022043426040222764	-0.13855292534469377
coad	DEFA3	ENSP00000328359.2	0.5234899079428211	0.3365554691140473
coad	DEFA4	ENSP00000297435.2	0.9038578101424142	0.03256362933664117
coad	DEFA5	ENSP00000329890.2	0.03209616894031576	-0.7016414528579668
coad	DOCK5	ENSP00000276440.7	0.0005798594226068603	-0.2210233459554074
coad	DOK2	ENSP00000276420.4	0.40880469477757514	-0.09855957539295701
coad	DPYSL2	ENSP00000427985.2	0.023888552841275622	-0.21038450624407734
coad	ELP3	ENSP00000256398.8	1.0691972188718221e-05	-0.2355311038465906
coad	ENTPD4	ENSP00000348536.6	0.042382131969832	
coad	EPHX2	ENSP00000430269.1	0.05214795105975848	-0.2553330634526243
coad	ERI1	ENSP00000250263.7	9.838726518936228e-05	-0.3869440935388406
coad	ERICH1	ENSP00000262109.7	0.4329624937505845	-0.18307271946284756
coad	FAM160B2	ENSP00000289921.6	0.007590922449461125	-0.39098115611947243
coad	FDFT1	ENSP00000220584.4	8.900515854495399e-05	-0.5845333288396959
coad	GSR	ENSP00000221130.5	1.0188889584738974e-07	-0.38646224158990916
coad	GTF2E2	ENSP00000348168.4	0.17518295390141944	-0.13759315855796145
coad	HMBOX1	ENSP00000287701.10	0.7979962587538851	0.1308343110974776
coad	INTS10	ENSP00000381064.3	0.06883175995321213	-0.14634374894036542
coad	INTS9	ENSP00000398208.2	0.8078046018427569	-0.027123676891618896
coad	KBTBD11	ENSP00000321544.3	0.015246797834754992	-0.1641589890462855
coad	KCTD9	ENSP00000221200.4	0.8078046018427569	-0.06329168925875166
coad	KIF13B	ENSP00000427900.1	0.0017477888854511162	-0.2130251520907975
coad	LOXL2	ENSP00000373783.3	0.8078046018427569	-0.036524583936869956
coad	MAK16	ENSP00000353246.5	0.01962274693401767	-0.1990172749437205
coad	MSR1	ENSP00000262101.5	0.6761763344214353	0.08149035280036362
coad	MSRA	ENSP00000313921.4	0.0009612040541450925	-0.31826153070789626
coad	MTMR9	ENSP00000221086.3	0.7653378815826356	0.031654492534294296
coad	MTUS1	ENSP00000262102.6	0.12969739846509068	-0.2908707102338514
coad	NAT1	ENSP00000307218.4	3.9515830907049976e-05	-0.35761046127908835
coad	NEFL	ENSP00000482169.2	0.8858819394693758	0.029500637762853443
coad	NEFM	ENSP00000221166.5	0.17518295390141944	-0.6758532553412102
coad	NUDT18	ENSP00000480722.1	0.7903820229999717	0.06790079102313432
coad	PBK	ENSP00000301905.4	7.971309511171144e-05	-0.46810792345133656
coad	PDLIM2	ENSP00000380867.4	0.2302885382026405	-0.11917389062320688
coad	PINX1	ENSP00000318966.3	0.01219505137764314	-0.3525656710753412
coad	POLR3D	ENSP00000303088.4	0.5667423682322049	-0.05472823913956562
coad	PPP2CB	ENSP00000221138.4	0.0002574439705311936	-0.42992757891954
coad	PPP2R2A	ENSP00000370113.3	2.7250022695215576e-08	-0.45910393643965364
coad	PPP3CC	ENSP00000240139.5	0.5210195913380885	-0.14859311815313142
coad	PSD3	ENSP00000324127.8	0.2302885382026405	-0.22562162986289366
coad	R3HCC1	ENSP00000265806.7	0.17518295390141944	-0.1836415901833496
coad	REEP4	ENSP00000303482.3	0.003644121447483205	-0.22298572545130102
coad	SARAF	ENSP00000256255.6	0.003896484724789688	-0.39174724127781946
coad	SH2D4A	ENSP00000265807.3	1.4050455057662026e-06	-0.5018354120454231
coad	SLC39A14	ENSP00000240095.6	4.475255266765518e-05	-0.3172534820640814
coad	SORBS3	ENSP00000240123.7	0.6063383433712456	0.054015900735600336
coad	TTI2	ENSP00000353971.5	0.5667423682322049	0.08505880427100201
coad	VPS37A	ENSP00000318629.4	0.01675792575941045	-0.15431409395187615
coad	WRN	ENSP00000298139.5	0.01219505137764314	-0.3565199015080158
coad	XPO7	ENSP00000252512.9	6.442066992864567e-08	-0.2718297944263371
hnscc	ADAM28	ENSP00000265769.4	0.27685173447843137	
hnscc	ADAMDEC1	ENSP00000256412.4	0.8995373666374235	-0.05261707465105746
hnscc	AGPAT5	ENSP00000285518.6	0.0019207745602874424	-0.2647377353395741
hnscc	ANGPT2	ENSP00000314897.5	0.9114697078241757	0.0346068907492238
hnscc	ARHGEF10	ENSP00000340297.3	0.07066157944285406	-0.15604540854360632
hnscc	ASAH1	ENSP00000490801.1	0.02724585327511536	-0.25404111396750195
hnscc	ATP6V1B2	ENSP00000276390.2	0.01940648362435898	-0.1580992219359732
hnscc	BIN3	ENSP00000276416.6	0.5879272672304358	-0.07116249003329636
hnscc	BMP1	ENSP00000305714.5	0.07132700741281314	0.3449594672223169
hnscc	BNIP3L	ENSP00000370003.2	0.4056423424111659	-0.3314236629918645
hnscc	CCAR2	ENSP00000310670.4	2.4782721808715152e-05	-0.2791935175714181
hnscc	CCDC25	ENSP00000348933.4	2.4558835295564504e-07	-0.35065056155790225
hnscc	CDCA2	ENSP00000328228.3	0.4134953397953224	-0.17388714583371184
hnscc	CHMP7	ENSP00000324491.7	2.0342419177745187e-05	-0.2186176773467621
hnscc	CLN8	ENSP00000328182.4	0.825581058681804	
hnscc	CLU	ENSP00000315130.10	0.797392431153682	-0.07721654053201549
hnscc	CNOT7	ENSP00000355279.4	9.019846309991803e-05	-0.18354051833693952
hnscc	CTSB	ENSP00000342070.3	0.6694103491803318	-0.06684165690709205
hnscc	DCTN6	ENSP00000221114.3	0.024510341786133056	-0.13374702363810578
hnscc	DEFA3	ENSP00000328359.2	0.7486547052973331	-0.23827364659313438
hnscc	DEFA4	ENSP00000297435.2	0.9330921555241738	0.03240542907424171
hnscc	DEFB1	ENSP00000297439.3	0.44515815106813594	-0.31933243919129634
hnscc	DLC1	ENSP00000276297.4	0.927091364090683	0.03475185416215787
hnscc	DOCK5	ENSP00000276440.7	0.02638768903285774	-0.17511550456253314
hnscc	DOK2	ENSP00000276420.4	0.010516123911802244	-0.3495132547545748
hnscc	DPYSL2	ENSP00000427985.2	0.002340186885763838	-0.27907690457071777
hnscc	ELP3	ENSP00000256398.8	0.007523889748578134	-0.16795041886888729
hnscc	ENTPD4	ENSP00000351520.4	0.9220822479252152	
hnscc	EPHX2	ENSP00000430269.1	0.039415553900111255	-0.2795812673620546
hnscc	ERI1	ENSP00000250263.7	8.226776449184475e-06	-0.3232820514294338
hnscc	ERICH1	ENSP00000262109.7	0.003417268358228741	-0.3882964848857514
hnscc	ESCO2	ENSP00000306999.8	0.08302019243915044	-0.32989183683427237
hnscc	FAM160B2	ENSP00000289921.6	0.07411114100955583	-0.18064215417386434
hnscc	FDFT1	ENSP00000220584.4	0.7486547052973331	-0.09062483930221124
hnscc	GSR	ENSP00000221130.5	0.07091613981343757	-0.2390723764271363
hnscc	GTF2E2	ENSP00000348168.4	0.25974484826797334	-0.12244142176559597
hnscc	HMBOX1	ENSP00000287701.10	0.09605369068711223	-0.22823325264397415
hnscc	INTS10	ENSP00000381064.3	0.24199799130461638	-0.08240355414995916
hnscc	INTS9	ENSP00000398208.2	0.09770744373841972	-0.10867161963556853
hnscc	KBTBD11	ENSP00000321544.3	0.026090112727554068	-0.22018921581527456
hnscc	KCTD9	ENSP00000221200.4	0.5805576194181045	-0.07061310991327387
hnscc	KIF13B	ENSP00000427900.1	3.1506056858183136e-06	-0.4353967794605841
hnscc	LOXL2	ENSP00000373783.3	0.38077996924715035	0.18280350083807873
hnscc	LPL	ENSP00000497642.1	0.8535009488932522	
hnscc	LZTS1	ENSP00000265801.6	0.9444009886510769	0.02693566665351494
hnscc	MAK16	ENSP00000353246.5	0.9114697078241757	-0.019911281234068476
hnscc	MFHAS1	ENSP00000276282.6	0.9820457024776471	-0.008975513879515604
hnscc	MSR1	ENSP00000405453.2	0.9940650627981882	-0.0012599631593816136
hnscc	MSRA	ENSP00000313921.4	0.0002913992010273651	-0.3543835549042591
hnscc	MTMR9	ENSP00000221086.3	0.02699915459248203	-0.10778001681688144
hnscc	MTUS1	ENSP00000262102.6	0.08302019243915044	-0.2059373467196276
hnscc	MYOM2	ENSP00000262113.4	0.8795064215326389	-0.08915999062296742
hnscc	NAT1	ENSP00000307218.4	0.039415553900111255	-0.16005893659320833
hnscc	NEFL	ENSP00000482169.2	0.17076497807953625	-0.44755848190887404
hnscc	NEFM	ENSP00000221166.5	0.44515815106813594	-0.2508365497192888
hnscc	NEIL2	ENSP00000284503.6	0.021674550651601072	
hnscc	NRG1	ENSP00000384620.2	0.4134953397953224	
hnscc	NUDT18	ENSP00000480722.1	0.6822799005750326	-0.048193602521327546
hnscc	PBK	ENSP00000301905.4	0.3988930249437187	-0.15049643340154611
hnscc	PDGFRL	ENSP00000251630.4	0.8243703000629153	0.08415460016598561
hnscc	PDLIM2	ENSP00000380867.4	0.006126091177544003	-0.3271979602407473
hnscc	PEBP4	ENSP00000256404.6	0.29735014855287323	-0.36346068377944746
hnscc	PINX1	ENSP00000318966.3	0.07132700741281314	-0.3151028172660447
hnscc	PNMA2	ENSP00000429344.1	0.9820457024776471	0.011108345389454452
hnscc	POLR3D	ENSP00000303088.4	0.4106486899066752	-0.06513216754819241
hnscc	PPP1R3B	ENSP00000308318.3	0.9114697078241757	-0.05669747115233564
hnscc	PPP2CB	ENSP00000221138.4	0.09594467311588867	-0.14959329439750182
hnscc	PPP2R2A	ENSP00000370113.3	0.07132700741281314	-0.1842351879047941
hnscc	PPP3CC	ENSP00000289963.8	0.0008275184111590216	-0.24233015193299118
hnscc	PSD3	ENSP00000324127.8	0.44494345967745724	-0.10207942414336303
hnscc	R3HCC1	ENSP00000265806.7	0.362262057887931	-0.09320781375071455
hnscc	REEP4	ENSP00000303482.3	0.9940650627981882	0.0005585482678980257
hnscc	SARAF	ENSP00000256255.6	0.04990897510974705	-0.2769152052522347
hnscc	SCARA3	ENSP00000301904.3	0.32479683383619684	0.46308711263528096
hnscc	SH2D4A	ENSP00000265807.3	0.015305919640707134	-0.30763166776097006
hnscc	SLC39A14	ENSP00000240095.6	0.6585483343120109	-0.07118314466213346
hnscc	SLC7A2	ENSP00000004531.10	0.4134953397953224	
hnscc	SORBS3	ENSP00000240123.7	0.003417268358228741	-0.24308797204978264
hnscc	STC1	ENSP00000290271.2	0.31058355091932516	-0.31420117890399135
hnscc	TDRP	ENSP00000315111.6	0.0282949631913217	-0.3593374824065616
hnscc	TNFRSF10A	ENSP00000221132.3	0.44515815106813594	-0.21784907033521655
hnscc	TNFRSF10C	ENSP00000349324.4	0.5805576194181045	-0.2598360073947138
hnscc	TNKS	ENSP00000311579.6	0.9820457024776471	
hnscc	TTI2	ENSP00000353971.5	0.11223546253952096	0.14072071393514868
hnscc	TUSC3	ENSP00000371450.4	0.6585483343120109	0.1303580668497268
hnscc	UBXN8	ENSP00000477532.1	0.901484065169769	-0.06890511805303935
hnscc	VPS37A	ENSP00000318629.4	0.0015843369247395703	-0.16411529015667045
hnscc	WRN	ENSP00000298139.5	0.460577313023113	-0.08873339778200354
hnscc	XPO7	ENSP00000252512.9	0.0008275184111590216	-0.24945824591532892
hnscc	ZNF395	ENSP00000340494.5	0.8992368263668928	
lscc	ADAM28	ENSP00000265769.4	0.0008786094487911449	
lscc	ADAMDEC1	ENSP00000256412.4	0.6568475467276392	0.07704910320749472
lscc	AGPAT5	ENSP00000285518.6	0.1085310585974724	-0.1397200977453063
lscc	ANGPT2	ENSP00000486858.2	0.9835650456554044	0.003296897602909632
lscc	ARHGEF10	ENSP00000340297.3	0.02907136394610321	-0.1576224448222186
lscc	ASAH1	ENSP00000262097.6	0.013702179920995287	-0.26436428967599945
lscc	ATP6V1B2	ENSP00000276390.2	1.652189131798342e-05	-0.2099447265623658
lscc	BIN3	ENSP00000276416.6	0.7916441771416465	-0.020008156817718392
lscc	BMP1	ENSP00000305714.5	0.41569232555241203	-0.13046671638398924
lscc	BNIP3L	ENSP00000370003.2	0.054990921541136745	-0.19189289374226673
lscc	CCAR2	ENSP00000310670.4	0.16565726486501653	-0.09560054265366755
lscc	CCDC25	ENSP00000348933.4	0.0030347449830100412	-0.1676910757183497
lscc	CDCA2	ENSP00000328228.3	0.6174930099378229	0.08971841591551838
lscc	CLDN23	ENSP00000428780.1	0.9181718108394094	
lscc	CLN8	ENSP00000328182.4	0.05795168307950431	
lscc	CLU	ENSP00000315130.10	0.8029072590323328	0.042415461512437025
lscc	CNOT7	ENSP00000355279.4	0.25008858039828163	-0.061288195919051255
lscc	CTSB	ENSP00000342070.3	0.04149328425281175	-0.23017384733473634
lscc	DCTN6	ENSP00000221114.3	3.514556154295398e-05	-0.14209495996778573
lscc	DEFA3	ENSP00000328359.2	0.23645871826862055	-0.5772152613379793
lscc	DEFA4	ENSP00000297435.2	0.16838809314731704	-0.21557322336041454
lscc	DEFA5	ENSP00000329890.2	0.8056921588623638	-0.06667963954295175
lscc	DEFB1	ENSP00000297439.3	0.05753691164320989	-0.4710571363531141
lscc	DLC1	ENSP00000276297.4	0.02531562158559301	-0.11954886062074116
lscc	DOCK5	ENSP00000276440.7	0.0030347449830100412	-0.20648008696061912
lscc	DOK2	ENSP00000276420.4	0.0030347449830100412	-0.30238893883451534
lscc	DPYSL2	ENSP00000427985.2	0.00033591381341401146	-0.27017504644915413
lscc	ELP3	ENSP00000256398.8	0.09237679452978413	-0.09247874235936725
lscc	ENTPD4	ENSP00000351520.4	0.21272039053884947	
lscc	EPHX2	ENSP00000430269.1	0.020365549804707696	-0.2681929363957777
lscc	ERI1	ENSP00000250263.7	0.00019281780622637556	-0.26299040907261667
lscc	ERICH1	ENSP00000262109.7	0.038110646528571775	-0.21165362719800856
lscc	ESCO2	ENSP00000306999.8	0.9835650456554044	-0.008034676420186432
lscc	FAM160B2	ENSP00000289921.6	0.00028768319862680164	-0.27334271806093413
lscc	FAM167A	ENSP00000284486.4	0.4654427804713471	-0.16447524960997156
lscc	FDFT1	ENSP00000220584.4	0.5688865020760168	-0.11268535825633143
lscc	GSR	ENSP00000221130.5	0.849794504200677	0.028774976799004426
lscc	GTF2E2	ENSP00000348168.4	0.7063178754629934	-0.03180449704749566
lscc	HMBOX1	ENSP00000430110.1	0.0328538149369064	-0.1664680846324226
lscc	INTS10	ENSP00000381064.3	0.07807447654113034	0.09190533042579968
lscc	INTS9	ENSP00000398208.2	0.44041769564626815	0.04334879273947681
lscc	KBTBD11	ENSP00000321544.3	0.038110646528571775	-0.13467784479440714
lscc	KCTD9	ENSP00000221200.4	0.2915571068920855	-0.07542577908810971
lscc	KIF13B	ENSP00000427900.1	3.514556154295398e-05	-0.28698418270284876
lscc	LOXL2	ENSP00000373783.3	0.37878138346101237	-0.1808725636124649
lscc	LPL	ENSP00000497642.1	0.12184591478072238	
lscc	LZTS1	ENSP00000265801.6	0.0924859271925369	-0.1550394043089949
lscc	MAK16	ENSP00000353246.5	0.1221546844357097	0.1459078117129127
lscc	MFHAS1	ENSP00000276282.6	0.34432459298408447	-0.08405608719241144
lscc	MSR1	ENSP00000405453.2	0.0199791146407884	-0.2229074091300951
lscc	MSRA	ENSP00000313921.4	4.920788948205702e-05	-0.2964334343721849
lscc	MTMR9	ENSP00000221086.3	1.7673426811329564e-05	-0.18525154876276634
lscc	MTUS1	ENSP00000262102.6	0.03448321368672844	-0.22446122349823183
lscc	MYOM2	ENSP00000262113.4	0.562767287482608	-0.05309982977843572
lscc	NAT1	ENSP00000307218.4	9.65795028908482e-05	-0.3305149264570758
lscc	NEFL	ENSP00000482169.2	0.6013022116376352	-0.1576197386630157
lscc	NEFM	ENSP00000221166.5	0.3385600851486171	-0.6718896526446076
lscc	NEIL2	ENSP00000284503.6	0.271532015497113	
lscc	NRG1	ENSP00000384620.2	0.36684518159390955	
lscc	NUDT18	ENSP00000480722.1	0.0002758491131636453	-0.2179069551424664
lscc	PBK	ENSP00000301905.4	0.9835650456554044	0.0036001922009098464
lscc	PDGFRL	ENSP00000251630.4	0.6814210398924329	-0.06989962786076759
lscc	PDLIM2	ENSP00000380867.4	0.002477788487107085	-0.23671723156465962
lscc	PEBP4	ENSP00000256404.6	0.009367739054513057	-0.26547660562914144
lscc	PINX1	ENSP00000318966.3	0.8056921588623638	-0.03920301443486299
lscc	PNMA2	ENSP00000429344.1	0.6679243506130408	-0.10803556570609413
lscc	POLR3D	ENSP00000303088.4	0.3385600851486171	0.06030177392840015
lscc	PPP1R3B	ENSP00000308318.3	0.25008858039828163	-0.2585221820048471
lscc	PPP2CB	ENSP00000221138.4	1.9236716674391832e-05	-0.2487439691816405
lscc	PPP2R2A	ENSP00000370113.3	4.465328673553543e-06	-0.258528991431711
lscc	PPP3CC	ENSP00000289963.8	1.2545191091613198e-07	-0.3891591746942789
lscc	PSD3	ENSP00000324127.8	0.4654427804713471	-0.07227157701283253
lscc	R3HCC1	ENSP00000265806.7	0.016012460558520614	-0.1433704811529328
lscc	REEP4	ENSP00000303482.3	0.5688865020760168	-0.05085512351167909
lscc	SARAF	ENSP00000256255.6	0.009367739054513057	-0.16984414740863166
lscc	SCARA3	ENSP00000301904.3	0.13212997792107134	-0.3955063912784107
lscc	SH2D4A	ENSP00000265807.3	0.21272039053884947	-0.11617455654264384
lscc	SLC25A37	ENSP00000429200.1	0.08273709615854997	-0.9129207722355182
lscc	SLC39A14	ENSP00000240095.6	0.0017621478785883864	-0.30320437033632086
lscc	SORBS3	ENSP00000240123.7	0.000595421872582425	-0.21292533724381535
lscc	STC1	ENSP00000290271.2	0.469813044826241	-0.15177012437031095
lscc	TDRP	ENSP00000315111.6	0.02030697880377143	-0.2250627442983323
lscc	TNFRSF10A	ENSP00000221132.3	0.09302130387756562	-0.3452292917018546
lscc	TNFRSF10C	ENSP00000349324.4	0.038110646528571775	-0.531733215511794
lscc	TNKS	ENSP00000311579.6	0.6742428854150675	
lscc	TTI2	ENSP00000353971.5	0.5495529982551831	0.044784105906167604
lscc	TUSC3	ENSP00000371450.4	0.4995376611943957	-0.09465033900799996
lscc	UBXN8	ENSP00000477532.1	0.5688865020760168	-0.0894420484780784
lscc	VPS37A	ENSP00000318629.4	0.0001469537372563798	-0.1759300583215727
lscc	WRN	ENSP00000298139.5	0.07529573583822044	-0.17668346175333696
lscc	XPO7	ENSP00000252512.9	0.08204268767574757	-0.11121563054036437
lscc	ZNF395	ENSP00000340494.5	0.8823809187397765	
luad	ADAM28	ENSP00000265769.4	0.10722546497415703	
luad	ADAMDEC1	ENSP00000256412.4	0.27846026675271607	-0.18573761898814237
luad	AGPAT5	ENSP00000285518.6	0.001478008036614136	-0.2858865845504202
luad	ANGPT2	ENSP00000314897.5	0.4055545242475011	-0.09914429678253228
luad	ARHGEF10	ENSP00000340297.3	0.01142067879011644	-0.15256217460774024
luad	ASAH1	ENSP00000262097.6	0.07939160102413878	-0.20915581441982645
luad	ATP6V1B2	ENSP00000276390.2	0.00010894120553220784	-0.16076691344303673
luad	BIN3	ENSP00000276416.6	0.2992659125687491	-0.07969215062593651
luad	BMP1	ENSP00000305714.5	0.07291662503774585	-0.2657934238548152
luad	BNIP3L	ENSP00000370003.2	0.020412088179084707	-0.20993413697708174
luad	CCAR2	ENSP00000310670.4	8.422800531270741e-07	-0.23822129995713914
luad	CCDC25	ENSP00000348933.4	7.720866499433924e-08	-0.29855071563744945
