protein	Database_ID	adj_p	cancer_type	change	tumor_sample_size	not_tumor_sample_size
MTFR2	ENSG00000146410	7.245623065340411e-18	hnscc	1.8018745699141099	70	46
HSPB8	ENSG00000152137	7.865586165737374e-18	hnscc	-42.754467115842196	70	46
CENPA	ENSG00000115163	7.938891710311834e-18	hnscc	3.8994380491932743	70	46
PIP4K2C	ENSG00000166908	8.438645204251593e-18	hnscc	6.716565343569728	70	46
SHCBP1	ENSG00000171241	8.927523131925134e-18	hnscc	4.147431741114032	70	46
PRADC1	ENSG00000135617	9.01938329831328e-18	hnscc	-4.817226023273975	70	46
CDC25B	ENSG00000101224	9.18319140178958e-18	hnscc	13.225470433999813	70	46
PARN	ENSG00000140694	9.18319140178958e-18	hnscc	5.843550393868364	70	46
TM7SF2	ENSG00000149809	9.18319140178958e-18	hnscc	-7.905292640061242	70	46
CSGALNACT2	ENSG00000169826	9.18319140178958e-18	hnscc	6.936957218172713	70	46
FCER1A	ENSG00000179639	1.0892693529639808e-17	hnscc	-12.62160852967811	70	46
FEN1	ENSG00000168496	1.3221705525652101e-17	hnscc	13.964551357495669	70	46
SNX10	ENSG00000086300	1.3352448590863702e-17	hnscc	5.236356825431685	70	46
PSMB2	ENSG00000126067	1.463618303274632e-17	hnscc	11.56409624738347	70	46
FGD6	ENSG00000180263	1.54929231460397e-17	hnscc	9.883232480858357	70	46
ABCA8	ENSG00000141338	1.5674335970358867e-17	hnscc	-10.590132896777384	70	46
HOPX	ENSG00000171476	1.6666089044415317e-17	hnscc	-51.74404386409956	70	46
SPINK5	ENSG00000133710	1.7987024647157324e-17	hnscc	-472.1536870446847	70	46
LDHD	ENSG00000166816	1.8834055833575103e-17	hnscc	-4.615746532412923	70	46
PRIM2	ENSG00000146143	1.8834055833575103e-17	hnscc	4.505747860880161	70	46
CKS2	ENSG00000123975	1.9658456190936917e-17	hnscc	27.434070712449795	70	46
FBXO5	ENSG00000112029	2.087446934110381e-17	hnscc	3.0092452480655156	70	46
ECHDC2	ENSG00000121310	2.1443116994774575e-17	hnscc	-4.532663144665052	70	46
SLC38A7	ENSG00000103042	2.3803620940998534e-17	hnscc	1.3647613573660695	70	46
SPRR3	ENSG00000163209	2.5594551388255128e-17	hnscc	-2924.5065583974356	70	46
AATF	ENSG00000275700	2.6010437601264575e-17	hnscc	6.653452275075605	70	46
ZFP91	ENSG00000186660	2.702686273249411e-17	hnscc	5.261134639067693	70	46
PATL1	ENSG00000166889	2.798341337750979e-17	hnscc	6.52392349041117	70	46
MAGI1	ENSG00000151276	2.799576259210373e-17	hnscc	-3.795904649164679	70	46
PSMA2	ENSG00000106588	2.909374217558024e-17	hnscc	1.1009065019523392	70	46
PTPRK	ENSG00000152894	2.909374217558024e-17	hnscc	15.53932858289103	70	46
NMT1	ENSG00000136448	3.116818625181445e-17	hnscc	6.93079828785719	70	46
SCRN1	ENSG00000136193	3.124205102746518e-17	hnscc	15.522971503580965	70	46
GNA13	ENSG00000120063	3.156311461148244e-17	hnscc	13.476072966056995	70	46
COL4A1	ENSG00000187498	3.82707919213905e-17	hnscc	55.837263680059436	70	46
MINPP1	ENSG00000107789	4.708665265866031e-17	hnscc	3.023741953743591	70	46
AURKA	ENSG00000087586	4.853767883919627e-17	hnscc	9.61842769261003	70	46
MYZAP	ENSG00000263155	4.947843331885009e-17	hnscc	-3.5227064331692315	70	46
CDK2	ENSG00000123374	5.175163292536074e-17	hnscc	6.0581603349004975	70	46
UHMK1	ENSG00000152332	5.184775681322522e-17	hnscc	12.850781508106651	70	46
GTF2H3	ENSG00000111358	5.370734020720427e-17	hnscc	4.429664719164833	70	46
SLC6A4	ENSG00000108576	5.464205421957135e-17	hnscc	-1.5706135146504843	70	46
CENPE	ENSG00000138778	5.5417523830542056e-17	hnscc	4.711623208968042	70	46
TUBB	ENSG00000196230	5.695542534961506e-17	hnscc	125.89239786392523	70	46
UBE2C	ENSG00000175063	6.07960972251702e-17	hnscc	19.851089584377547	70	46
GBP6	ENSG00000183347	6.07960972251702e-17	hnscc	-282.0417929189294	70	46
KHDRBS1	ENSG00000121774	6.696859535964857e-17	hnscc	12.013884310080947	70	46
CORO1C	ENSG00000110880	7.255692622864131e-17	hnscc	16.39049945343316	70	46
FUT6	ENSG00000156413	7.419075477520853e-17	hnscc	-8.813620782858543	70	46
LIMS1	ENSG00000169756	7.879487558198629e-17	hnscc	6.06206842047858	70	46
RPA3	ENSG00000106399	7.879487558198629e-17	hnscc	3.2687006726818764	70	46
NXPH3	ENSG00000182575	8.377607101776621e-17	hnscc	-0.6900247749635233	70	46
BRCA2	ENSG00000139618	8.472796241240214e-17	hnscc	3.4996434796606697	70	46
NOL11	ENSG00000130935	8.671091308208648e-17	hnscc	5.500009704585056	70	46
ENTPD7	ENSG00000198018	8.727144292874945e-17	hnscc	12.891438377515678	70	46
RBL1	ENSG00000080839	9.063812760418422e-17	hnscc	3.998147497829779	70	46
SCNN1B	ENSG00000168447	9.37109650633187e-17	hnscc	-6.97762259853707	70	46
UGGT1	ENSG00000136731	1.0727524988305302e-16	hnscc	7.419846283800906	70	46
TANC2	ENSG00000170921	1.0727524988305302e-16	hnscc	4.768628965407051	70	46
EMC3	ENSG00000125037	1.0880273348742912e-16	hnscc	-6.024453904860998	70	46
MYRIP	ENSG00000170011	1.0932169186258285e-16	hnscc	-1.615885617904193	70	46
PTGES3	ENSG00000110958	1.2281399368542425e-16	hnscc	25.442337752914007	70	46
DDX39A	ENSG00000123136	1.2303408206542777e-16	hnscc	9.638581992463504	70	46
MARCKS	ENSG00000277443	1.2434303259602263e-16	hnscc	20.98514120342623	70	46
GGT6	ENSG00000167741	1.2721274237836933e-16	hnscc	-13.353105441801667	70	46
BUB3	ENSG00000154473	1.2721274237836933e-16	hnscc	6.040446200160131	70	46
WDHD1	ENSG00000198554	1.273034464208888e-16	hnscc	5.501688215640192	70	46
DNMT1	ENSG00000130816	1.3391436557911035e-16	hnscc	7.5868461109477145	70	46
RMND5B	ENSG00000145916	1.3391436557911035e-16	hnscc	-4.015841614328111	70	46
TMEM100	ENSG00000166292	1.3649259044818886e-16	hnscc	-2.5887606474286615	70	46
TMTC3	ENSG00000139324	1.3649259044818886e-16	hnscc	10.116450733905017	70	46
TBP	ENSG00000112592	1.3945496898895149e-16	hnscc	2.775626249366961	70	46
PITX1	ENSG00000069011	1.41571792947164e-16	hnscc	-37.37257104821292	70	46
MAML3	ENSG00000196782	1.41571792947164e-16	hnscc	-2.6327636733875273	70	46
HAUS8	ENSG00000131351	1.4158442779124487e-16	hnscc	1.1295101602626971	70	46
RRAGD	ENSG00000025039	1.4304935329285254e-16	hnscc	-9.435482662555604	70	46
KIF14	ENSG00000118193	1.4304935329285254e-16	hnscc	6.2328182782869215	70	46
RNF2	ENSG00000121481	1.4304935329285254e-16	hnscc	3.1395225922436003	70	46
GSTM5	ENSG00000134201	1.4304935329285254e-16	hnscc	-0.9609391244395866	70	46
ASCC3	ENSG00000112249	1.4304935329285254e-16	hnscc	8.6233504541945	70	46
CGNL1	ENSG00000128849	1.4372340922638339e-16	hnscc	-8.945883103978508	70	46
PSMD9	ENSG00000110801	1.4372340922638339e-16	hnscc	0.5720515080301605	70	46
CNOT2	ENSG00000111596	1.4372340922638339e-16	hnscc	3.042291054572	70	46
ITGB1	ENSG00000150093	1.5781384816977579e-16	hnscc	53.96477364878008	70	46
XPO1	ENSG00000082898	1.640101071946083e-16	hnscc	13.623493329188008	70	46
BAX	ENSG00000087088	1.7063164453823447e-16	hnscc	3.7541928825150856	70	46
PSMD12	ENSG00000197170	1.7272362674429905e-16	hnscc	5.323452031688408	70	46
NCAPG	ENSG00000109805	1.7803674828679653e-16	hnscc	6.428115502845685	70	46
AIF1L	ENSG00000126878	1.8276074559903496e-16	hnscc	-16.957572315761855	70	46
SUPT7L	ENSG00000119760	1.8413566147866172e-16	hnscc	3.8249588930919556	70	46
BUB1	ENSG00000169679	1.9859045811063433e-16	hnscc	6.68647256859199	70	46
ARHGAP10	ENSG00000071205	1.9859045811063433e-16	hnscc	-3.833617030024895	70	46
PAK2	ENSG00000180370	2.0510237836009017e-16	hnscc	14.925846827196903	70	46
BIRC5	ENSG00000089685	2.0614190050802094e-16	hnscc	8.54789174631914	70	46
CDCA5	ENSG00000146670	2.3329912359262913e-16	hnscc	5.73407056621197	70	46
P3H1	ENSG00000117385	2.3793255837675636e-16	hnscc	3.78534168157235	70	46
CLIC4	ENSG00000169504	2.4371776347111307e-16	hnscc	28.57276381327236	70	46
HEATR6	ENSG00000068097	2.47373659578957e-16	hnscc	3.0052846746459654	70	46
SMIM5	ENSG00000204323	2.476973659797236e-16	hnscc	-2.45935558437582	70	46
NUP62	ENSG00000213024	2.50797161899814e-16	hnscc	4.519891840129831	70	46
MYO10	ENSG00000145555	2.5402615290011633e-16	hnscc	10.870839443356319	70	46
BORA	ENSG00000136122	2.615342465909253e-16	hnscc	3.5681656225834417	70	46
MOB1A	ENSG00000114978	2.6182374661638053e-16	hnscc	15.79896854720107	70	46
NCBP1	ENSG00000136937	2.6342962025747177e-16	hnscc	5.525479655936564	70	46
ANGPTL1	ENSG00000116194	2.724772310412571e-16	hnscc	-12.612645895924942	70	46
NUP85	ENSG00000125450	2.7318720054998847e-16	hnscc	4.16777114477392	70	46
ABCA10	ENSG00000154263	2.921420782896354e-16	hnscc	-4.637270255673234	70	46
PALB2	ENSG00000083093	3.356772075438561e-16	hnscc	3.3557554961564184	70	46
TPT1	ENSG00000133112	3.356772075438561e-16	hnscc	-120.09836814224226	70	46
CCM2	ENSG00000136280	3.379079618926575e-16	hnscc	3.4972220096768853	70	46
PTPN2	ENSG00000175354	3.5043121311468144e-16	hnscc	5.195633947206371	70	46
C1QTNF7	ENSG00000163145	3.520480060371701e-16	hnscc	-2.4918374488998047	70	46
SASS6	ENSG00000156876	3.564178448271461e-16	hnscc	2.4665473751332208	70	46
CENPN	ENSG00000166451	3.564178448271461e-16	hnscc	4.899350566011623	70	46
NUTF2	ENSG00000102898	3.738313547324442e-16	hnscc	8.001240397092058	70	46
RUVBL1	ENSG00000175792	3.773247089950656e-16	hnscc	5.619656031182795	70	46
TMC7	ENSG00000170537	3.7852805281652286e-16	hnscc	0.7931376232804823	70	46
PPHLN1	ENSG00000134283	3.7852805281652286e-16	hnscc	1.7882694313862855	70	46
ANKLE2	ENSG00000176915	3.968348930608107e-16	hnscc	4.32145501863799	70	46
CPSF3	ENSG00000119203	4.0997146141391274e-16	hnscc	7.567436667227344	70	46
RACGAP1	ENSG00000161800	4.279778723163585e-16	hnscc	9.213895754917573	70	46
AUNIP	ENSG00000127423	4.50006743046818e-16	hnscc	2.470860177248189	70	46
ATP6V0A4	ENSG00000105929	4.517600021193406e-16	hnscc	-6.533857247984052	70	46
PPL	ENSG00000118898	4.689241474880056e-16	hnscc	-158.66012182365444	70	46
NETO2	ENSG00000171208	4.770769641019259e-16	hnscc	4.424094836948575	70	46
KRT4	ENSG00000170477	4.917400744797887e-16	hnscc	-6195.61257149414	70	46
PSMB1	ENSG00000008018	4.917400744797887e-16	hnscc	23.310808262870452	70	46
CBFB	ENSG00000067955	4.917400744797887e-16	hnscc	6.382174837238248	70	46
VAC14	ENSG00000103043	4.917400744797887e-16	hnscc	2.314521165273864	70	46
CENPL	ENSG00000120334	4.975301491462318e-16	hnscc	1.9774045071595798	70	46
KIF23	ENSG00000137807	5.012998442750163e-16	hnscc	7.896841321349473	70	46
BARX2	ENSG00000043039	5.096012346732016e-16	hnscc	-12.179981985773885	70	46
LRRC8D	ENSG00000171492	5.125817981629021e-16	hnscc	7.40127548112259	70	46
HAT1	ENSG00000128708	5.307022080732385e-16	hnscc	3.451246673885862	70	46
CRNN	ENSG00000143536	5.696645252387596e-16	hnscc	-1412.4122591250418	70	46
MYO1B	ENSG00000128641	5.696645252387596e-16	hnscc	35.37259189478823	70	46
SORT1	ENSG00000134243	5.998117609992058e-16	hnscc	-15.00770018807421	70	46
NCLN	ENSG00000125912	6.075403234705288e-16	hnscc	5.889973515335071	70	46
A2ML1	ENSG00000166535	6.227594287172703e-16	hnscc	-202.2555062500611	70	46
TDG	ENSG00000139372	6.327164033401384e-16	hnscc	4.061678792629533	70	46
PSME3	ENSG00000131467	6.35188637852277e-16	hnscc	6.981570108788638	70	46
VSIG10L	ENSG00000186806	6.35188637852277e-16	hnscc	-11.573132931851196	70	46
MYBL2	ENSG00000101057	6.717754445236741e-16	hnscc	12.847779528627385	70	46
RAET1E	ENSG00000164520	6.717754445236741e-16	hnscc	-15.612192531455179	70	46
E2F7	ENSG00000165891	6.954391082769026e-16	hnscc	3.7351291810977374	70	46
PKMYT1	ENSG00000127564	7.120661597679496e-16	hnscc	2.7292623644484637	70	46
GOLGA4	ENSG00000144674	7.635087019287385e-16	hnscc	-11.954356976079644	70	46
AP5Z1	ENSG00000242802	7.71284944380266e-16	hnscc	1.9442419036919385	70	46
ANLN	ENSG00000011426	7.71449339900004e-16	hnscc	19.925300197678496	70	46
SLC16A6	ENSG00000108932	7.765629453515376e-16	hnscc	-4.015210942427931	70	46
HMGXB3	ENSG00000113716	8.094944861163564e-16	hnscc	5.6265028774710295	70	46
TOR1A	ENSG00000136827	9.147256904219412e-16	hnscc	3.4289296769038433	70	46
ODF2	ENSG00000136811	9.271005965661915e-16	hnscc	4.0850031360763674	70	46
ENAH	ENSG00000154380	9.610719033012098e-16	hnscc	12.18888611291055	70	46
FSCN1	ENSG00000075618	9.661167895992482e-16	hnscc	42.42247908179549	70	46
LSM5	ENSG00000106355	9.661167895992482e-16	hnscc	2.846791089179317	70	46
NCAPH	ENSG00000121152	9.770840173974478e-16	hnscc	6.781792905278927	70	46
MRGBP	ENSG00000101189	1.0017764721327094e-15	hnscc	4.1932608610060775	70	46
RAB31	ENSG00000168461	1.070680516206148e-15	hnscc	25.46248883856692	70	46
YKT6	ENSG00000106636	1.096221527225029e-15	hnscc	13.125006011891344	70	46
BCL2L12	ENSG00000126453	1.096221527225029e-15	hnscc	2.128943677260363	70	46
CCNB2	ENSG00000157456	1.1091799094712757e-15	hnscc	9.050515475365673	70	46
MAL	ENSG00000172005	1.1599203126757967e-15	hnscc	-531.0480665049316	70	46
PLK4	ENSG00000142731	1.2297935299012024e-15	hnscc	3.83031278143128	70	46
CKS1B	ENSG00000173207	1.2960336671559724e-15	hnscc	9.159543825672875	70	46
STIL	ENSG00000123473	1.3444177807792254e-15	hnscc	4.036249079875762	70	46
GABPB1	ENSG00000104064	1.3524706205671917e-15	hnscc	1.5027083269489743	70	46
MICAL2	ENSG00000133816	1.3818355487458232e-15	hnscc	7.023661482526042	70	46
MAPKAPK3	ENSG00000114738	1.506248677078748e-15	hnscc	-8.94300752974896	70	46
TCEA3	ENSG00000204219	1.514101831466298e-15	hnscc	-10.838930250872963	70	46
ATP2C1	ENSG00000017260	1.5610537718657711e-15	hnscc	15.038274392385707	70	46
NSUN2	ENSG00000037474	1.5930384721823457e-15	hnscc	12.926790214794737	70	46
CHEK1	ENSG00000149554	1.5930384721823457e-15	hnscc	3.3872149117541976	70	46
TXNDC12	ENSG00000117862	1.6113372531986891e-15	hnscc	6.822217120109595	70	46
LSM12	ENSG00000161654	1.6113372531986891e-15	hnscc	1.7483887382456902	70	46
ACOX3	ENSG00000087008	1.6113372531986891e-15	hnscc	-5.201558719486305	70	46
CLIC3	ENSG00000169583	1.6113372531986891e-15	hnscc	-23.867563627929496	70	46
TCP11L2	ENSG00000166046	1.6113372531986891e-15	hnscc	-7.038520160500859	70	46
PSMB3	ENSG00000277791	1.6113372531986891e-15	hnscc	37.46025387960863	70	46
PRR11	ENSG00000068489	1.6113372531986891e-15	hnscc	5.291837921123189	70	46
FUBP1	ENSG00000162613	1.6221535156786731e-15	hnscc	10.740338621779998	70	46
HOMER3	ENSG00000051128	1.6221535156786731e-15	hnscc	4.016889266903054	70	46
OSTM1	ENSG00000081087	1.6540141623233374e-15	hnscc	3.7323319429854998	70	46
CALU	ENSG00000128595	1.696761293851398e-15	hnscc	34.72130421985253	70	46
ADAM17	ENSG00000151694	1.6993556113470355e-15	hnscc	11.471245541526825	70	46
OCIAD2	ENSG00000145247	1.7408074969968827e-15	hnscc	10.520364195249446	70	46
SLC30A6	ENSG00000152683	1.7703187721405383e-15	hnscc	3.6966273544508415	70	46
MAP3K2	ENSG00000169967	1.7791605655329294e-15	hnscc	5.896033277311794	70	46
ACADSB	ENSG00000196177	1.789682404864773e-15	hnscc	-3.115073877135751	70	46
AAGAB	ENSG00000103591	1.8302909555146326e-15	hnscc	7.432870364846089	70	46
PLK1	ENSG00000166851	1.8907142099603727e-15	hnscc	3.648147471390347	70	46
ZWILCH	ENSG00000174442	1.927849154053224e-15	hnscc	4.5921724269503175	70	46
HSPA5	ENSG00000044574	1.927849154053224e-15	hnscc	46.18339169170097	70	46
CTTNBP2	ENSG00000077063	1.9369255814289775e-15	hnscc	-5.332828601829119	70	46
NUCB2	ENSG00000070081	1.9700615651891716e-15	hnscc	-15.115225484200122	70	46
SLC25A17	ENSG00000100372	1.9760694062617084e-15	hnscc	2.6324590210017496	70	46
PGM5	ENSG00000154330	1.9760694062617084e-15	hnscc	-3.6993150513926474	70	46
TRIP13	ENSG00000071539	2.1170240475558004e-15	hnscc	7.888258413467964	70	46
TGM3	ENSG00000125780	2.1170240475558004e-15	hnscc	-748.242436727484	70	46
ECT2	ENSG00000114346	2.1262432785316528e-15	hnscc	17.237501047205807	70	46
SLC4A1AP	ENSG00000163798	2.1876486671404776e-15	hnscc	2.6544588409588696	70	46
C1QTNF6	ENSG00000133466	2.242494743940425e-15	hnscc	2.4385553566574165	70	46
GPN1	ENSG00000198522	2.3804706335225705e-15	hnscc	4.112161750454403	70	46
TMEM26	ENSG00000196932	2.453405887470094e-15	hnscc	0.37017705522372557	70	46
MAP4K4	ENSG00000071054	2.4557305988234645e-15	hnscc	9.27280620784392	70	46
PRIM1	ENSG00000198056	2.4696828807587988e-15	hnscc	3.5957303508435623	70	46
GANAB	ENSG00000089597	2.516089859903366e-15	hnscc	25.995216737508166	70	46
GMNN	ENSG00000112312	2.550239305365897e-15	hnscc	4.984820975814752	70	46
EMP1	ENSG00000134531	2.5537638296080576e-15	hnscc	-309.86647787104044	70	46
XPR1	ENSG00000143324	2.6568086432969354e-15	hnscc	9.702547966465698	70	46
UHRF1	ENSG00000276043	2.763612724157332e-15	hnscc	4.484965513651385	70	46
CCT5	ENSG00000150753	2.98954299352436e-15	hnscc	37.79858314159119	70	46
TMEM199	ENSG00000244045	3.044890097478205e-15	hnscc	1.2408715590579864	70	46
HPS3	ENSG00000163755	3.070219072553541e-15	hnscc	4.443189063482616	70	46
AIDA	ENSG00000186063	3.1132892082871478e-15	hnscc	2.831715062897425	70	46
MMS22L	ENSG00000146263	3.274713553288341e-15	hnscc	1.7877253946447915	70	46
MORF4L1	ENSG00000185787	3.5114764171503156e-15	hnscc	8.580034498340883	70	46
FAM219B	ENSG00000178761	3.5209067494398362e-15	hnscc	-5.032122075924351	70	46
CSNK2A2	ENSG00000070770	3.57605840768235e-15	hnscc	4.907627957437873	70	46
RAB5C	ENSG00000108774	3.57605840768235e-15	hnscc	3.935296990001514	70	46
PSMC3IP	ENSG00000131470	3.57605840768235e-15	hnscc	2.459745775090076	70	46
BNIPL	ENSG00000163141	3.604650804353818e-15	hnscc	-25.699806316290832	70	46
ARPP19	ENSG00000128989	3.738644730264759e-15	hnscc	12.450693212727248	70	46
MAZ	ENSG00000103495	3.744389273280204e-15	hnscc	11.277995514161862	70	46
METTL1	ENSG00000037897	3.744389273280204e-15	hnscc	2.142268460534694	70	46
XRCC4	ENSG00000152422	3.744389273280204e-15	hnscc	2.3704990259454117	70	46
CDK17	ENSG00000059758	3.757104274875028e-15	hnscc	4.485587178358546	70	46
RNF19B	ENSG00000116514	3.7655291973093954e-15	hnscc	16.59427177328551	70	46
SNRPG	ENSG00000143977	3.854952535371491e-15	hnscc	9.782269329836145	70	46
GFRA1	ENSG00000151892	3.9054246214010196e-15	hnscc	-3.9950493493596415	70	46
ZNF668	ENSG00000167394	3.9308692501993665e-15	hnscc	0.9231911211065424	70	46
EIF2AK2	ENSG00000055332	4.034294926539291e-15	hnscc	14.492708228852056	70	46
TRUB1	ENSG00000165832	4.217803182786913e-15	hnscc	2.537876672053007	70	46
DEPDC1B	ENSG00000035499	4.217803182786913e-15	hnscc	2.800831309835462	70	46
BMS1	ENSG00000165733	4.334737791322868e-15	hnscc	4.971786884390264	70	46
PAX9	ENSG00000198807	4.368042711928657e-15	hnscc	-15.587391368328506	70	46
CLTC	ENSG00000141367	4.464176880852282e-15	hnscc	21.911222577473715	70	46
SCEL	ENSG00000136155	4.480367054978127e-15	hnscc	-160.2430489530041	70	46
PFDN2	ENSG00000143256	4.56552888998281e-15	hnscc	15.623261232217198	70	46
TUBA1B	ENSG00000123416	4.723485672879076e-15	hnscc	82.65961796761874	70	46
SLC36A1	ENSG00000123643	4.743383717342925e-15	hnscc	2.630189224645013	70	46
CENPO	ENSG00000138092	4.743383717342925e-15	hnscc	3.7223162802877514	70	46
ARHGAP11A	ENSG00000198826	4.743383717342925e-15	hnscc	5.7242755797395155	70	46
RASAL1	ENSG00000111344	4.8866813481263604e-15	hnscc	-4.547805348518516	70	46
MKI67	ENSG00000148773	4.911905471477517e-15	hnscc	16.35131138523969	70	46
CYP4B1	ENSG00000142973	4.981224497323404e-15	hnscc	-14.684307681931664	70	46
ALDH6A1	ENSG00000119711	5.0144686060179144e-15	hnscc	-4.166014506879257	70	46
XRN2	ENSG00000088930	5.16810124171009e-15	hnscc	20.85699645163782	70	46
CKAP2	ENSG00000136108	5.193296840178266e-15	hnscc	9.842545761730218	70	46
MELK	ENSG00000165304	5.704903369648238e-15	hnscc	10.743439699091002	70	46
MCM10	ENSG00000065328	6.134560338498075e-15	hnscc	3.9578510982852615	70	46
VMP1	ENSG00000062716	6.158091199394407e-15	hnscc	65.77890962244828	70	46
C4orf46	ENSG00000205208	6.220620075468747e-15	hnscc	1.6447018552770392	70	46
PCGF6	ENSG00000156374	6.400077823747753e-15	hnscc	1.6235777536627625	70	46
LPCAT1	ENSG00000153395	6.8183497429452604e-15	hnscc	7.107242332727585	70	46
NEIL3	ENSG00000109674	7.188156067438527e-15	hnscc	2.282029216819466	70	46
ATIC	ENSG00000138363	7.454902026102398e-15	hnscc	5.256680384323312	70	46
DTL	ENSG00000143476	7.617258389212097e-15	hnscc	7.221341691190322	70	46
KIF18A	ENSG00000121621	7.647106612306315e-15	hnscc	4.295469799448984	70	46
SKA3	ENSG00000165480	7.754864331438937e-15	hnscc	2.8904337416387573	70	46
ENDOU	ENSG00000111405	7.917444706300519e-15	hnscc	-38.257081097098876	70	46
BUB1B	ENSG00000156970	7.918036750783532e-15	hnscc	7.381889884626089	70	46
