cancer_type	protein	Database_ID	adj_p	change
brca	POMK	ENSP00000331258	0.0331441258487538	0.23062906445328102
brca	POP1	ENSP00000339529	9.74292841553262e-05	0.29755656793402124
brca	PPP1R16A	ENSP00000292539	0.3405941366719943	0.12303925754627504
brca	PPP1R42	ENSP00000315035	0.9015331194875699	0.04732356392254365
brca	PREX2	ENSP00000288368	0.6701607956138649	0.1941616524394674
brca	PRKDC	ENSP00000313420	0.0026513300173325073	0.2223091873439025
brca	PRKDC	ENSP00000345182	0.06422840636354314	0.5803111378401734
brca	PSCA	ENSP00000301258	0.8987193860999605	
brca	PTDSS1	ENSP00000430548	0.004121366505913372	0.48025038057626
brca	PTK2	ENSP00000429082	5.962313263381302e-06	
brca	PTP4A3	ENSP00000332274	0.02142358065297933	0.29624273106516913
brca	PXDNL	ENSP00000348645	0.8517411697545675	0.18559289799680875
brca	PYCR3	ENSP00000480945	0.001147306615992094	0.3233589921675189
brca	RAB11FIP1	ENSP00000331342	0.26796413689400556	0.12951320314636533
brca	RAB2A	ENSP00000262646	0.03646773452416648	0.1828888453004307
brca	RAD21	ENSP00000297338	8.074430399446376e-05	0.1983751529743154
brca	RAD54B	ENSP00000336606	0.00269332231780116	
brca	RB1CC1	ENSP00000025008	0.0005786401624703993	0.24662178450227112
brca	RBIS	ENSP00000481745	0.10913893002241458	0.1418256226033409
brca	RBM12B	ENSP00000382239	0.00010927671054946947	0.23160406978699682
brca	RDH10	ENSP00000240285	4.245900426783476e-05	0.7816526930169652
brca	RECQL4	ENSP00000482313	1.493398473177828e-06	0.44560320354113636
brca	RHPN1	ENSP00000289013	0.5335325135307873	-0.11296964916220123
brca	RIDA	ENSP00000254878	0.0007463769862197987	0.44499349207017264
brca	RIMS2	ENSP00000499454	0.9162955076472106	0.045034817324146846
brca	RIPK2	ENSP00000220751	0.0032476554842261808	0.24740176508929426
brca	RMDN1	ENSP00000385927	0.10913893002241458	0.1800014539130648
brca	RNF139	ENSP00000304051	0.17680197076503232	0.16955558721676534
brca	RNF170	ENSP00000434797	0.5322327676185912	-0.11240875554102854
brca	RNF19A	ENSP00000342667	0.613286155598061	0.15110269119462477
brca	RPL30	ENSP00000287038	0.17051890532810723	0.06828327885634657
brca	RPL7	ENSP00000339795	0.6589867357694186	0.04381001192112034
brca	RPL8	ENSP00000262584	0.9010671005354224	0.015140878399737379
brca	RPS20	ENSP00000009589	0.615514540454299	0.041467879348870654
brca	RRM2B	ENSP00000251810	0.13116243248235293	0.1785167234011356
brca	RRS1	ENSP00000322396	0.03590425107263526	0.2453367310699861
brca	RUNX1T1	ENSP00000480500	0.8376212770296747	
brca	SAMD12	ENSP00000435927	0.6087198765898776	-0.0590801352376313
brca	SBSPON	ENSP00000297354	0.03396512984985325	-0.4435640963711157
brca	SDC2	ENSP00000307046	0.9704143472327043	-0.008334837473460088
brca	SDR16C5	ENSP00000307607	0.06956112252658812	-0.4755549200609047
brca	SFRP1	ENSP00000220772	0.9176374655241785	0.03032562640431083
brca	SHARPIN	ENSP00000381698	0.2827844700586303	0.08504998425150265
brca	SLA	ENSP00000337548	0.6701607956138649	
brca	SLC20A2	ENSP00000340465	0.5782397178267774	0.09515481837201249
brca	SLC25A32	ENSP00000297578	0.032008574864867884	0.3911300002854216
brca	SLC30A8	ENSP00000407505	0.8483226809071405	0.16646219500400594
brca	SLC52A2	ENSP00000333638	0.05576751965343664	0.6151167669799843
brca	SLURP1	ENSP00000246515	0.12442985618698799	-0.6148729448536137
brca	SMIM19	ENSP00000390750	0.1799328585817151	
brca	SNAI2	ENSP00000020945	0.9162955076472106	0.035986820514990026
brca	SNTB1	ENSP00000378965	0.6701607956138649	0.04489674621624325
brca	SNX16	ENSP00000322652	0.4255431988422124	0.0639086814109351
brca	SPAG1	ENSP00000251809	0.3947069372891681	0.11297065636876152
brca	SPIDR	ENSP00000297423	0.1480993732420065	0.13863952507503274
brca	SQLE	ENSP00000265896	0.004966910634243336	0.3765422006131974
brca	ST3GAL1	ENSP00000414073	0.1480993732420065	0.19385975235601025
brca	STK3	ENSP00000390500	0.0018020553714090865	0.24794487572274665
brca	SULF1	ENSP00000260128	0.9629411137867872	-0.009442765465711295
brca	SYBU	ENSP00000276646	0.20492005399548818	
brca	TACC1	ENSP00000321703	0.3333151639213375	0.11273043866696175
brca	TAF2	ENSP00000367406	8.334269409778557e-08	0.3385631064414132
brca	TATDN1	ENSP00000276692	0.0018320250251735808	0.2780404125066615
brca	TBC1D31	ENSP00000287380	0.189286988012189	0.17194253813589697
brca	TCEA1	ENSP00000428426	8.352285207899892e-05	0.2751164379008943
brca	TCIM	ENSP00000319914	0.04307199533813423	
brca	TERF1	ENSP00000276603	0.0018320250251735808	0.2756243193160263
brca	TG	ENSP00000220616	0.9010671005354224	0.05215485103004003
brca	TGS1	ENSP00000260129	6.556603297217317e-05	0.22021871294515566
brca	THEM6	ENSP00000338607	0.017242341659699737	0.3014304921316519
brca	TIGD5	ENSP00000421489	0.36605124954426926	
brca	TM2D2	ENSP00000380260	0.47921185559730833	
brca	TMEM65	ENSP00000297632	0.05036274347625458	0.3481914124117782
brca	TMEM68	ENSP00000395204	0.06027543054024257	0.19493431410648063
brca	TMEM70	ENSP00000312599	0.003429690754227591	0.33311029274168746
brca	TNFRSF11B	ENSP00000297350	0.23312437814054465	0.32785915683067013
brca	TONSL	ENSP00000386239	3.68223660979384e-06	0.41771495321783725
brca	TOP1MT	ENSP00000428369	0.8517411697545675	-0.0747085831526032
brca	TRAM1	ENSP00000262213	0.4637047804529791	0.1177486060942235
brca	TRAPPC9	ENSP00000405060	0.9015331194875699	-0.00799909116912479
brca	TRMT12	ENSP00000329858	0.13605405088969055	
brca	TRPA1	ENSP00000262209	0.4317469076965675	-0.5703977612683582
brca	TRPS1	ENSP00000220888	0.00338789195770383	0.44698255057108865
brca	TSNARE1	ENSP00000303437	0.07387918223055295	0.22959160884349483
brca	TSPYL5	ENSP00000322802	0.008189945858523612	0.5523243989680682
brca	TTPA	ENSP00000260116	0.8221770686208509	
brca	UBE2V2	ENSP00000428209	0.07992084313986356	0.15011946971294837
brca	UBR5	ENSP00000220959	8.348813178656104e-07	0.20589486720068692
brca	UBXN2B	ENSP00000382507	0.32379906977190315	0.11378710752405304
brca	UQCRB	ENSP00000287022	0.4207240049493595	0.11016035136929408
brca	UTP23	ENSP00000308332	4.7141300341405285e-06	0.40602307493935674
brca	VCPIP1	ENSP00000309031	5.170442625062506e-07	0.31634396542386334
brca	VIRMA	ENSP00000297591	0.00991433209385803	0.12048587401244415
brca	VPS13B	ENSP00000351346	0.07868305802241221	0.09083477405248783
brca	VPS28	ENSP00000292510	0.8483226809071405	-0.012196536417689259
brca	WASHC5	ENSP00000318016	0.3947069372891681	-0.047185655583330946
brca	WWP1	ENSP00000265428	0.14426489604806636	0.1932230426732768
brca	YTHDF3	ENSP00000473496	7.364414781366229e-07	0.28020843003757206
brca	YWHAZ	ENSP00000309503	8.713862554781252e-06	0.28986091828403326
brca	ZBTB10	ENSP00000387462	0.00038186713887643475	0.4155528633404749
brca	ZC2HC1A	ENSP00000263849	0.3947069372891681	0.1014511100836765
brca	ZC3H3	ENSP00000262577	0.7072387977470754	-0.07590766205242581
brca	ZFAND1	ENSP00000220669	0.4596721171078697	0.07927456737980909
brca	ZFAT	ENSP00000367069	0.15668906181312184	
brca	ZFHX4	ENSP00000430848	0.9223004340461239	0.08110253798111759
brca	ZHX1	ENSP00000297857	0.07779800304779605	0.1284666719232113
brca	ZHX2	ENSP00000314709	0.0916364049000215	0.1445457953414358
brca	ZNF250	ENSP00000292579	0.0006162618389610699	0.3866655267379808
brca	ZNF623	ENSP00000411139	5.962313263381302e-06	0.5464404025488037
brca	ZNF696	ENSP00000328515	0.007470229089860178	0.34198679425054923
brca	ZNF7	ENSP00000393260	0.023315208735328347	
brca	ZNF703	ENSP00000332325	0.8936475599168264	-0.04570959925066764
brca	ZNF704	ENSP00000331462	0.6943227896712343	0.0820946152017116
brca	ZNF706	ENSP00000311768	1.0707576971513109e-05	0.37223780707813225
coad	ADAM9	ENSP00000419446	0.9685596399336321	-0.00474101384194453
coad	ADCK5	ENSP00000310547	0.03560044795926349	0.2360861101594865
coad	ADGRA2	ENSP00000323508	0.3875844929983709	0.2162365247070914
coad	AGO2	ENSP00000220592	0.001966252954089312	0.15098567308052763
coad	AP3M2	ENSP00000174653	0.3545399951341968	0.08118502822302846
coad	ARFGEF1	ENSP00000262215	1.365797941994682e-07	0.3784683263792466
coad	ARMC1	ENSP00000276569	0.006510776177389639	0.10705408808517654
coad	ASH2L	ENSP00000340896	0.10187546530208935	0.08775877554219996
coad	ATAD2	ENSP00000287394	0.5357386088004165	0.07997015556312553
coad	ATP6V1C1	ENSP00000379203	0.3329009583180379	0.04949071357973156
coad	ATP6V1H	ENSP00000347359	0.517667491321641	-0.04459305906917115
coad	BAG4	ENSP00000287322	0.6309897014005437	-0.07096662645545677
coad	BOP1	ENSP00000455106	0.0028514976966608277	0.16942189058469165
coad	BRF2	ENSP00000220659	0.883533341307908	-0.048376800153863975
coad	C8orf82	ENSP00000436621	3.263623077034552e-05	0.35953837639041897
coad	CA13	ENSP00000318912	0.26429507416693726	0.17328961966152673
coad	CA3	ENSP00000285381	0.8945335713101294	-0.04930042952126862
coad	CA8	ENSP00000314407	0.14501530523539488	-0.3098573179037355
coad	CHCHD7	ENSP00000306425	0.3300181513862557	0.19025617665746472
coad	CHD7	ENSP00000392028	0.4672712966717759	
coad	CHMP4C	ENSP00000297265	0.16711589653096534	0.14776780724157915
coad	CHRAC1	ENSP00000220913	0.12147009228277601	0.11593434326904123
coad	COL22A1	ENSP00000303153	0.6309897014005437	
coad	COMMD5	ENSP00000304544	0.8073571321975167	-0.016911412404392912
coad	COPS5	ENSP00000350512	0.3882835655903835	-0.06449764470518848
coad	COX6C	ENSP00000297564	0.10187546530208935	0.17411077630997449
coad	CPNE3	ENSP00000477590	0.02909649608205007	0.13158156192327866
coad	CPQ	ENSP00000220763	0.4611857179959524	-0.14481646641145995
coad	CPSF1	ENSP00000478145	0.012149671235957893	0.10441538688954059
coad	CTHRC1	ENSP00000330523	0.4941945381545326	-0.18862670132662218
coad	CYC1	ENSP00000317159	5.6766904476300536e-05	0.24676951101006117
coad	CYHR1	ENSP00000387426	0.7969361269540853	0.04020090419688303
coad	CYP7B1	ENSP00000310721	0.3623223759163164	0.11587363133108816
coad	CYRIB	ENSP00000384880	0.03400612955337709	0.12211318072876115
coad	DCAF13	ENSP00000297579	0.03470825247046626	0.14594529167058976
coad	DDHD2	ENSP00000380352	0.8079255721081375	0.02823797260999994
coad	DECR1	ENSP00000220764	6.549967435123846e-05	0.42046005374357365
coad	DENND3	ENSP00000262585	0.6096788057322331	-0.05146514885282328
coad	DEPTOR	ENSP00000286234	0.040077255881400764	0.17097009436952548
coad	DERL1	ENSP00000259512	0.0008396535876426751	0.19121893287361044
coad	DGAT1	ENSP00000482264	5.018938454185136e-05	0.36370420869880316
coad	DSCC1	ENSP00000322180	0.8549677222255114	-0.023249795890019243
coad	EBAG9	ENSP00000337675	0.0006479509869616672	0.31502740538299634
coad	EFR3A	ENSP00000254624	0.23510220033824314	0.08731489787926798
coad	EIF3E	ENSP00000220849	0.8247404502297021	0.012186671229577978
coad	EIF3H	ENSP00000276682	0.9950859764220058	-0.00020497268393214474
coad	EIF4EBP1	ENSP00000340691	0.9762838703549195	0.005746298256689174
coad	ELOC	ENSP00000284811	0.1352835315358506	0.07154649842348179
coad	EMC2	ENSP00000220853	0.7860475932094652	0.01736102002357283
coad	ENY2	ENSP00000429713	0.12147009228277601	0.07291927274360872
coad	EPPK1	ENSP00000484472	0.3572714025515081	0.11067757937200602
coad	ERLIN2	ENSP00000428112	0.48407766802274366	0.07013533708375591
coad	EXOSC4	ENSP00000315476	0.2376775982622723	-0.06797506529524366
coad	FABP4	ENSP00000256104	0.1966386998140242	-0.42301971593625165
coad	FABP5	ENSP00000297258	0.6818183969149816	0.056266855204156946
coad	FAM83H	ENSP00000373565	0.5674468646516561	0.043993274621190556
coad	FAM91A1	ENSP00000335082	0.017288915062061937	0.14930296732783604
coad	FBXL6	ENSP00000330098	0.8073571321975167	0.07127703515700567
coad	FER1L6	ENSP00000428280	0.7246450248914835	-0.1278512873086748
coad	FNTA	ENSP00000303423	0.11242566936758075	0.09108780128714525
coad	FZD6	ENSP00000351605	0.8044766516569714	-0.09837279574919267
coad	GDAP1	ENSP00000220822	0.6204425785471706	0.05436884906240569
coad	GGH	ENSP00000260118	0.00015797288265453178	0.6729756902401987
coad	GINS4	ENSP00000276533	0.6818183969149816	-0.12675969951191016
coad	GOLGA7	ENSP00000350378	0.9183223218129969	-0.013048818698912765
coad	GPAA1	ENSP00000347206	0.2812968778969349	0.06872937602118044
coad	GPAT4	ENSP00000380184	0.00278612516790742	0.24373066965217116
coad	GPT	ENSP00000378408	0.8073571321975167	0.0438474368024101
coad	GRHL2	ENSP00000495564	0.28335552608426573	0.1080643736271534
coad	GSDMD	ENSP00000262580	0.9526509990996063	0.006984952406990855
coad	HGH1	ENSP00000321320	0.0058245943509136556	0.12237072792625753
coad	HGSNAT	ENSP00000368965	0.7896466663201434	0.051882065704077024
coad	HOOK3	ENSP00000305699	0.5052825382410349	0.055414688565177325
coad	HSF1	ENSP00000383590	0.3936728689332537	0.1506448772356873
coad	IDO1	ENSP00000430505	0.5261996236711032	-0.27800271601650345
coad	IKBKB	ENSP00000430684	0.037220467143997606	0.13564141804103358
coad	IMPA1	ENSP00000408526	0.8146535633878325	-0.045267523198494586
coad	JPH1	ENSP00000344488	0.10388691411793426	0.36489941255449604
coad	KAT6A	ENSP00000265713	0.6522127225824101	-0.16019023701933677
coad	KHDRBS3	ENSP00000348108	0.006510776177389639	0.3889671423454649
coad	LACTB2	ENSP00000276590	0.23727057443600855	0.17537519687208245
coad	LRATD2	ENSP00000302578	0.0007892475789741326	0.25599172613520715
coad	LRRC14	ENSP00000292524	0.898949500055851	-0.023046159426850676
coad	LSM1	ENSP00000310596	0.584251003560435	0.04765364979699816
coad	MAF1	ENSP00000318604	0.9762838703549195	-0.009930437881987435
coad	MAL2	ENSP00000479708	0.004208338181349545	0.3073928613887984
coad	MCM4	ENSP00000262105	0.39281496081791306	-0.11462111595154464
coad	MED30	ENSP00000297347	0.8073571321975167	0.0328284517513229
coad	MROH1	ENSP00000321737	0.0007892475789741326	0.224662139084494
coad	MRPL13	ENSP00000306548	0.016974839135061412	0.16974566099374386
coad	MRPL15	ENSP00000260102	0.0036918784717685726	0.26250740652418575
coad	MRPS28	ENSP00000276585	0.023479536849353073	0.26530421360262424
coad	MTERF3	ENSP00000287025	0.012427692720353298	0.2703967781984677
coad	MTFR1	ENSP00000262146	5.6766904476300536e-05	0.5744746585800565
coad	MTSS1	ENSP00000322804	0.566748992676495	0.19256867931020286
coad	NAPRT	ENSP00000401508	0.566748992676495	0.06479624462477686
coad	NBN	ENSP00000265433	0.0025795248288965665	0.19685640141620747
coad	NCALD	ENSP00000220931	0.8073571321975167	0.04204356365917794
coad	NCOA2	ENSP00000399968	0.06483180242040343	0.19620078391979984
coad	NDRG1	ENSP00000319977	0.16711589653096534	0.13181000573215576
coad	NDUFAF6	ENSP00000379417	0.0008396535876426751	0.4856136235841598
coad	NDUFB9	ENSP00000276689	0.899400112162757	0.012346861166822931
coad	NRBP2	ENSP00000414055	0.5362352225628382	0.09975021896827399
coad	NSMAF	ENSP00000038176	0.23510220033824314	0.10089665793957271
coad	NSMCE2	ENSP00000287437	0.2538989323925686	0.12424647411289622
coad	NUDCD1	ENSP00000239690	0.0002676752210587674	0.28617117257898494
coad	OPLAH	ENSP00000480476	0.03616095979104699	0.1388273743180622
coad	OTUD6B	ENSP00000285420	0.014169067191264309	0.21373450364174584
