protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
ATP6V1B2	ENSP00000276390	4.6244122306403666e-05	coad	-0.20945376607570212	29	67
PPP2CB	ENSP00000221138	8.718778520739844e-05	coad	-0.473485301418503	29	67
ELP3	ENSP00000256398	0.00011722082273801329	coad	-0.2138940966906726	29	67
SH2D4A	ENSP00000265807	0.00037414677150912433	coad	-0.39759635364511836	29	67
PTK2B	ENSP00000332816	0.0006559079054634757	coad	-0.2623746019784847	29	67
CHMP7	ENSP00000324491	0.0020905093959671986	coad	-0.19964633595755296	29	67
DOCK5	ENSP00000276440	0.0035991769404636873	coad	-0.2024823697910294	29	67
SLC39A14	ENSP00000240095	0.003800262146804256	coad	-0.24516831906563197	29	67
KIF13B	ENSP00000427900	0.003800262146804256	coad	-0.20875053622829973	29	67
CCAR2	ENSP00000310670	0.008654537771981325	coad	-0.1807551167695683	29	67
NAT1	ENSP00000307218	0.00930498685949724	coad	-0.2518768765174181	29	67
PBK	ENSP00000301905	0.00930498685949724	coad	-0.3477151774266368	25	52
PINX1	ENSP00000318966	0.011944676018251464	coad	-0.3587087849726732	19	53
FDFT1	ENSP00000220584	0.011944676018251464	coad	-0.41762737855355847	29	67
BAG4	ENSP00000287322	0.013179394498243789	coad	-0.3065205174496355	17	40
ASAH1	ENSP00000262097	0.017244754710911695	coad	-0.275944057584195	29	67
ERI1	ENSP00000250263	0.019828329985832917	coad	-0.26345844920432165	24	64
CTSB	ENSP00000342070	0.02171284650666505	coad	-0.37790150509859183	29	67
EIF4EBP1	ENSP00000340691	0.04624223404688825	coad	-0.2993653712193035	22	56
CCDC25	ENSP00000348933	0.047612196168095776	coad	-0.19237239411712898	29	67
IDO1	ENSP00000430505	0.051646170211532984	coad	-0.7302317068811903	14	35
AGPAT5	ENSP00000285518	0.051646170211532984	coad	-0.13580211120675345	29	67
MSRA	ENSP00000313921	0.051646170211532984	coad	-0.20979800834635007	29	67
DPYSL2	ENSP00000427985	0.051646170211532984	coad	-0.1950029217504372	29	67
SARAF	ENSP00000256255	0.051646170211532984	coad	-0.2848140363993098	17	46
PLPBP	ENSP00000333551	0.06205247127373749	coad	-0.13189758455163608	29	67
WRN	ENSP00000298139	0.06511426676386294	coad	-0.29064040801569047	9	29
ZNF703	ENSP00000332325	0.07079480478142837	coad	-0.2278907173210084	27	60
NEFM	ENSP00000221166	0.07079480478142837	coad	-0.9084251953912901	10	20
PDLIM2	ENSP00000380867	0.07079480478142837	coad	-0.18080029625517618	28	65
EPHX2	ENSP00000430269	0.08627233718464257	coad	-0.24064995491460217	29	67
ADAMDEC1	ENSP00000256412	0.093092250057573	coad	-0.39734847677146806	27	64
BMP1	ENSP00000305714	0.11248622823398209	coad	-0.5155605133345085	13	31
DCTN6	ENSP00000221114	0.11454748207131621	coad	-0.10474109391005863	29	67
DEFA5	ENSP00000329890	0.12473880822697245	coad	-0.5493184408398395	29	67
ADAM9	ENSP00000419446	0.12912837658366047	coad	-0.11728614085866747	29	67
VPS37A	ENSP00000318629	0.1367451540771042	coad	-0.1051548030608817	29	67
ENTPD4	ENSP00000348536	0.1367451540771042	coad	-0.22258395148005203	21	53
R3HCC1	ENSP00000265806	0.16410710065030493	coad	-0.1963643050012462	20	48
CNOT7	ENSP00000355279	0.18396063025732234	coad	-0.14693071845221187	27	62
MAK16	ENSP00000353246	0.18396063025732234	coad	-0.12630335230422193	29	67
MTUS1	ENSP00000262102	0.19323968420304588	coad	-0.26583010325238704	12	41
MSR1	ENSP00000262101	0.19323968420304588	coad	-0.2185829219866265	29	67
REEP4	ENSP00000303482	0.23683019154244336	coad	-0.10529323813399907	28	66
DOK2	ENSP00000276420	0.2504630794939557	coad	-0.13001471643660628	26	59
GTF2E2	ENSP00000348168	0.2504630794939557	coad	-0.12232915182462574	27	64
CLU	ENSP00000315130	0.2504630794939557	coad	-0.219274001419649	29	67
ERLIN2	ENSP00000428112	0.25205061778660065	coad	-0.10491789089344605	29	67
KBTBD11	ENSP00000321544	0.25475084976425283	coad	-0.08558616534108128	29	67
RAB11FIP1	ENSP00000331342	0.35925850860744424	coad	-0.12155171835478701	29	67
TTI2	ENSP00000353971	0.4018264873560981	coad	0.11992215002748312	20	45
INTS10	ENSP00000381064	0.46468894427875257	coad	-0.07292289373491992	28	66
RBPMS	ENSP00000287771	0.5210449181824475	coad	0.07187917164107474	29	67
DEFA6	ENSP00000297436	0.5210449181824475	coad	-0.3334518050104154	29	67
PSD3	ENSP00000324127	0.581284417183915	coad	-0.13335503401477977	15	40
ARHGEF10	ENSP00000381571	0.6445532870970693	coad	-0.08010865215493138	20	45
NSD3	ENSP00000313983	0.6445532870970693	coad	-0.10623388421531783	12	38
LSM1	ENSP00000310596	0.6471760321711353	coad	-0.04603897781426888	29	67
ADGRA2	ENSP00000323508	0.6471760321711353	coad	-0.13474381413300537	9	14
DEFA4	ENSP00000297435	0.648989878006695	coad	0.1394500659061411	27	65
DDHD2	ENSP00000380352	0.659380992834973	coad	-0.053380379682537976	26	55
TNFRSF10B	ENSP00000276431	0.6698870697615715	coad	-0.11334688545576696	9	20
EXTL3	ENSP00000220562	0.7132519160381495	coad	0.12736333513913906	5	4
ANGPT2	ENSP00000314897	0.7132519160381495	coad	0.2840093629179372	21	43
PLEKHA2	ENSP00000482228	0.8000179125652859	coad	-0.030533694734033313	29	67
LOXL2	ENSP00000373783	0.8000179125652859	coad	-0.05674468213074746	29	67
ERICH1	ENSP00000262109	0.8088649154511938	coad	0.07591427658537592	6	16
NUDT18	ENSP00000480722	0.8134511187022323	coad	0.07383167135396163	8	19
HMBOX1	ENSP00000287701	0.8400874303867937	coad	0.12961437260771327	16	24
CDCA2	ENSP00000328228	0.8400874303867937	coad	-0.09317063565555994	7	13
BIN3	ENSP00000276416	0.8400874303867937	coad	0.016981663755256116	29	67
POLR3D	ENSP00000303088	0.8400874303867937	coad	-0.02344646872974876	22	51
NEFL	ENSP00000482169	0.8400874303867937	coad	0.04761924023080255	19	39
ASH2L	ENSP00000340896	0.8400874303867937	coad	-0.015823651381978512	29	67
BRF2	ENSP00000220659	0.8400874303867937	coad	-0.06620139971807038	5	16
PPP3CC	ENSP00000240139	0.8930658340287856	coad	-0.038738978689838124	5	11
DEFA3	ENSP00000328359	0.9104726435887457	coad	0.08109308379171859	29	67
SCARA5	ENSP00000346990	0.9127321741625033	coad	-0.03266376222308487	20	44
DMTN	ENSP00000370879	0.9127321741625033	coad	0.017050178691555562	29	67
SORBS3	ENSP00000240123	0.9201000476326208	coad	-0.01200377477428799	29	67
INTS9	ENSP00000398208	0.9201000476326208	coad	-0.012444846862760726	24	63
PRAG1	ENSP00000479068	0.9626562857588833	coad	-0.008978634626294418	13	21
TACC1	ENSP00000321703	0.9768033958114091	coad	0.0027120599224135233	29	67
KCTD9	ENSP00000221200	0.9768033958114091	coad	-0.009778884683914052	11	30
MTMR9	ENSP00000221086	0.9813010182061497	coad	0.0015677315217183102	27	63
CCDC25	ENSP00000348933	3.421085071140022e-07	hnscc	-0.3349182907391677	32	78
CNOT7	ENSP00000355279	1.6148634566313716e-05	hnscc	-0.19628642726191586	32	78
ERI1	ENSP00000250263	1.8795833651745426e-05	hnscc	-0.30033027146828195	32	78
KIF13B	ENSP00000427900	1.8795833651745426e-05	hnscc	-0.3891235902993198	32	78
CHMP7	ENSP00000324491	0.0005571323459500619	hnscc	-0.18232184080490704	32	78
PPP2CB	ENSP00000221138	0.0005593171354993951	hnscc	-0.28258651396973916	31	73
XPO7	ENSP00000252512	0.0009695423780777211	hnscc	-0.24394458355212645	32	78
CCAR2	ENSP00000310670	0.0010006427532430107	hnscc	-0.22377312162429958	32	78
ERICH1	ENSP00000262109	0.0013136372042953318	hnscc	-0.41331431972356975	31	72
PDLIM2	ENSP00000380867	0.0020570743231913794	hnscc	-0.35426974913703624	32	78
PCM1	ENSP00000327077	0.002641005532896467	hnscc	-0.2558327787354002	32	78
ELP3	ENSP00000256398	0.004044799871063538	hnscc	-0.17560903607564513	32	78
VPS37A	ENSP00000318629	0.004098487585693282	hnscc	-0.1476057024323678	32	78
SH2D4A	ENSP00000265807	0.0049547838303186115	hnscc	-0.3369389180857135	32	78
PPP3CC	ENSP00000289963	0.0049547838303186115	hnscc	-0.20290892178162973	32	78
AGPAT5	ENSP00000285518	0.006138207347448959	hnscc	-0.2315147511425241	32	78
PRAG1	ENSP00000479068	0.008628062639742822	hnscc	-0.2571624292279646	32	78
NEIL2	ENSP00000284503	0.010407556273482731	hnscc	-0.3104943291836546	30	68
PTK2B	ENSP00000391995	0.011825199944062047	hnscc	-0.2266271707920834	32	78
MSRA	ENSP00000313921	0.01605144656710069	hnscc	-0.2433553922104917	32	78
TDRP	ENSP00000315111	0.01605144656710069	hnscc	-0.3794111939625246	30	76
SARAF	ENSP00000256255	0.020332960296739738	hnscc	-0.3167417199943395	27	60
ESCO2	ENSP00000306999	0.025209678532988066	hnscc	-0.40368555123815975	21	61
WRN	ENSP00000298139	0.025209678532988066	hnscc	-0.22128092422701745	29	68
DCTN6	ENSP00000221114	0.02655034048121628	hnscc	-0.12812367746769593	32	78
GSR	ENSP00000221130	0.06650782216190396	hnscc	-0.24582922561123388	32	78
PPP2R2A	ENSP00000370113	0.07563520000808055	hnscc	-0.18774460390124953	32	78
PINX1	ENSP00000318966	0.08661156056106205	hnscc	-0.3136724078114352	21	62
GTF2E2	ENSP00000348168	0.10552018829226387	hnscc	-0.16592089385259134	32	78
ARHGEF10	ENSP00000340297	0.1373167030520251	hnscc	-0.138478655786624	32	78
EPHX2	ENSP00000430269	0.15712638703826146	hnscc	-0.21746728508664126	32	78
TNFRSF10A	ENSP00000221132	0.1688533803374409	hnscc	-0.3770231030809817	18	50
HMBOX1	ENSP00000287701	0.1688533803374409	hnscc	-0.2062402956775766	30	73
DPYSL2	ENSP00000427985	0.1688533803374409	hnscc	-0.1494563996923076	32	78
MTUS1	ENSP00000262102	0.17512456061595574	hnscc	-0.1791409640393268	32	78
NAT1	ENSP00000307218	0.17930588324998853	hnscc	-0.11776823873822778	32	78
POLR3D	ENSP00000303088	0.17930588324998853	hnscc	-0.0986483575726659	32	78
SORBS3	ENSP00000240123	0.19323351527608698	hnscc	-0.1274851797578617	32	78
IDO1	ENSP00000430505	0.20096507232525335	hnscc	-0.4027981857108887	32	78
MTMR9	ENSP00000221086	0.21411613791618242	hnscc	-0.06953713322019961	32	78
KCTD9	ENSP00000221200	0.24170294548307636	hnscc	-0.13735333756478557	32	78
ADAM28	ENSP00000265769	0.24788748836311736	hnscc	-0.3070891041520615	21	46
DOK2	ENSP00000276420	0.2520868092980093	hnscc	-0.18513933075956973	32	78
DOCK5	ENSP00000276440	0.2566168953279281	hnscc	-0.10405259230999103	32	78
SCARA3	ENSP00000301904	0.2566168953279281	hnscc	0.5811016628513951	5	25
KBTBD11	ENSP00000321544	0.25963927500925593	hnscc	-0.12820848922868358	32	78
ANGPT2	ENSP00000314897	0.29737555932839493	hnscc	0.20890793069087749	23	51
MAK16	ENSP00000353246	0.29737555932839493	hnscc	-0.12142509459131492	32	78
ATP6V1B2	ENSP00000276390	0.29737555932839493	hnscc	-0.08325663685061344	32	78
INTS9	ENSP00000398208	0.29737555932839493	hnscc	-0.0789837059344329	32	78
CDCA2	ENSP00000328228	0.32726368880538576	hnscc	-0.20401687800104246	22	60
TNFRSF10C	ENSP00000349324	0.32726368880538576	hnscc	-0.4324524749238669	14	36
STC1	ENSP00000290271	0.33444552499357355	hnscc	-0.28687947234934186	23	47
BAG4	ENSP00000287322	0.3484984184309372	hnscc	0.14179433049911602	32	78
NSD3	ENSP00000313983	0.3649146732359479	hnscc	-0.1634192577080353	21	62
DUSP26	ENSP00000256261	0.4053957040828397	hnscc	-0.3077038513174714	9	7
BMP1	ENSP00000305714	0.42424460031903055	hnscc	0.1886984814581626	32	78
PEBP4	ENSP00000256404	0.4294688123125805	hnscc	-0.30319853667495267	10	18
FDFT1	ENSP00000220584	0.4294688123125805	hnscc	-0.18927337533786504	32	78
BIN3	ENSP00000276416	0.4309611065845221	hnscc	-0.10006010820024294	32	78
PBK	ENSP00000301905	0.4309611065845221	hnscc	-0.1438691020335046	31	74
EXTL3	ENSP00000220562	0.4309611065845221	hnscc	-0.14975018698092873	23	64
TTI2	ENSP00000353971	0.44628379271262286	hnscc	0.08123758262674238	32	78
DEFA3	ENSP00000328359	0.46460755514765417	hnscc	-0.4539469933776622	32	78
LOXL2	ENSP00000373783	0.46460755514765417	hnscc	0.15697462470835388	32	78
RAB11FIP1	ENSP00000331342	0.4715157182422905	hnscc	-0.11353478446720913	32	78
BNIP3L	ENSP00000370003	0.4769422354681451	hnscc	-0.27816409159865935	16	28
PPP1R3B	ENSP00000308318	0.4769422354681451	hnscc	0.2717226635017158	12	41
DEFB1	ENSP00000297439	0.4769422354681451	hnscc	-0.29968987749488873	26	55
SLC39A14	ENSP00000240095	0.4769422354681451	hnscc	-0.1030768703793302	32	78
PLEKHA2	ENSP00000482228	0.4769422354681451	hnscc	-0.0946151907692117	32	78
NEFL	ENSP00000482169	0.48676673736697096	hnscc	-0.2534531028732281	32	78
PDGFRL	ENSP00000251630	0.4902044519323005	hnscc	0.1911173813413809	32	73
R3HCC1	ENSP00000265806	0.4920464304044814	hnscc	-0.06952317863641345	32	78
REEP4	ENSP00000303482	0.4920464304044814	hnscc	-0.07331147584139235	32	78
CLN8	ENSP00000328182	0.5143838081403244	hnscc	-0.13120269923219746	26	60
MYOM2	ENSP00000262113	0.5321782478129866	hnscc	0.23926444198107255	32	78
ERLIN2	ENSP00000428112	0.5855180970021684	hnscc	0.08237416547375565	32	78
ENTPD4	ENSP00000351520	0.5855180970021684	hnscc	-0.10965991063258049	24	57
FGL1	ENSP00000371262	0.5909948481473853	hnscc	-0.1495680264119504	22	54
ADAM9	ENSP00000419446	0.610476919400798	hnscc	0.08133141034301887	32	78
NRG1	ENSP00000384620	0.6327914827412285	hnscc	0.18085153486436872	17	55
TUSC3	ENSP00000371450	0.6340266474399645	hnscc	0.12895412538989884	18	47
PSD3	ENSP00000324127	0.6619387169646109	hnscc	-0.0643171879393415	32	78
TNFRSF10B	ENSP00000276431	0.7145799557331197	hnscc	-0.10332604933055634	8	25
SCARA5	ENSP00000346990	0.7145799557331197	hnscc	-0.08702590748201633	23	59
LZTS1	ENSP00000265801	0.7145799557331197	hnscc	0.09853963045921149	32	78
ASAH1	ENSP00000490801	0.7145799557331197	hnscc	-0.05461226299264372	32	78
ASH2L	ENSP00000340896	0.7145799557331197	hnscc	0.04086832017722518	32	78
BRF2	ENSP00000220659	0.7145799557331197	hnscc	0.12983026631001318	13	51
CSGALNACT1	ENSP00000330805	0.7145799557331197	hnscc	-0.20835037498221914	13	39
CTSB	ENSP00000342070	0.7145799557331197	hnscc	0.053204068618089295	32	78
DMTN	ENSP00000370879	0.7145799557331197	hnscc	-0.08138308008590339	32	78
INTS10	ENSP00000381064	0.7145799557331197	hnscc	-0.029438453965333664	32	78
FGFR1	ENSP00000327229	0.7145799557331197	hnscc	-0.11033156507970864	20	31
PNMA2	ENSP00000429344	0.7593935454776096	hnscc	0.1041922562945946	7	25
RBPMS	ENSP00000340176	0.7593935454776096	hnscc	-0.04181031497861086	32	78
TNKS	ENSP00000311579	0.7679367236415361	hnscc	-0.07934488596499717	17	27
TACC1	ENSP00000321703	0.7679367236415361	hnscc	-0.0333875969929551	32	78
LSM1	ENSP00000310596	0.7679367236415361	hnscc	-0.028982589498115857	32	78
PLPBP	ENSP00000333551	0.7787201031278624	hnscc	0.035177740550322384	32	78
SLC7A2	ENSP00000004531	0.795065644951168	hnscc	-0.08328377298524967	14	15
DLC1	ENSP00000276297	0.8117427855943924	hnscc	0.06761227438426454	7	10
NUDT18	ENSP00000480722	0.835841676799231	hnscc	0.024002612866299046	32	78
CLU	ENSP00000315130	0.860247833638012	hnscc	0.04434517933205878	32	78
ADAMDEC1	ENSP00000256412	0.860247833638012	hnscc	-0.051281887382266536	16	28
NSD3	ENSP00000434730	0.860247833638012	hnscc	0.02655820918504863	32	78
LPL	ENSP00000497642	0.9066157020461909	hnscc	-0.033153316001546175	18	51
ZNF395	ENSP00000340494	0.9066157020461909	hnscc	-0.055980340049357064	11	31
ZNF703	ENSP00000332325	0.9066157020461909	hnscc	0.03256325071930276	29	70
MFHAS1	ENSP00000276282	0.9266182404703219	hnscc	-0.024904321524109166	14	29
DEFA4	ENSP00000297435	0.9266182404703219	hnscc	-0.03012881116782408	32	78
NEFM	ENSP00000221166	0.9331623273184163	hnscc	-0.03213038164871751	32	78
UBXN8	ENSP00000477532	0.9331623273184163	hnscc	-0.034218481697006135	9	14
MSR1	ENSP00000405453	0.9342422457126847	hnscc	0.014185533884337288	32	78
MICU3	ENSP00000321455	0.9695904448825707	hnscc	-0.018740710079824544	7	26
PHYHIP	ENSP00000320017	0.9695904448825707	hnscc	-0.026095950452815264	14	22
ADGRA2	ENSP00000406367	0.9695904448825707	hnscc	0.005771973736935054	26	59
DDHD2	ENSP00000380352	0.9695904448825707	hnscc	-0.0037326532915711932	32	78
EIF4EBP1	ENSP00000340691	0.9723034856932709	hnscc	0.002521333493312433	32	78
