protein	Database_ID	adj_p	cancer_type	change	tumor_sample_size	not_tumor_sample_size
EBNA1BP2	ENSP00000236051	4.536343618511886e-44	coad	0.6946701506615206	69	70
WDR43	ENSP00000384302	7.509001280088764e-44	coad	0.7635419549729406	69	70
DDX21	ENSP00000346120	1.2206620328038535e-43	coad	1.1344303255742345	69	70
SNCG	ENSP00000361087	1.8350758392304715e-43	coad	-1.9001507995171183	69	70
GNA11	ENSP00000078429	2.3432297434220406e-43	coad	-0.6173605805715806	69	70
XPO5	ENSP00000265351	2.5614448545848753e-43	coad	0.7932935378527215	69	70
RRS1	ENSP00000322396	3.0875976362066526e-43	coad	0.7722966661841294	69	70
NIFK	ENSP00000285814	3.963315618219006e-43	coad	0.7134936565771518	69	70
ABI3BP	ENSP00000420524	4.618665278759622e-43	coad	-1.8109541840084793	69	70
EPB41L3	ENSP00000442091	4.723626250589732e-43	coad	-1.227533224733772	69	70
DDX18	ENSP00000263239	6.02563902634488e-43	coad	0.7980038298434486	69	70
CHGA	ENSP00000216492	7.345670910526619e-43	coad	-2.474607635902514	69	70
RANBP2	ENSP00000283195	2.003933613295403e-42	coad	0.4447807414426654	69	70
COL28A1	ENSP00000382356	2.8373637806349395e-42	coad	-2.0302598286455336	69	70
PLCD1	ENSP00000335600	2.960357930072303e-42	coad	-0.8917379381947359	69	70
CAV1	ENSP00000339191	4.5119921923826113e-42	coad	-1.9532970020672926	69	70
NOC3L	ENSP00000360412	5.191080546903301e-42	coad	0.750083192183818	69	70
ITIH5	ENSP00000380333	7.345803867429007e-42	coad	-1.2972313024390019	69	70
LYVE1	ENSP00000256178	8.30064853002874e-42	coad	-1.8522783041327844	69	70
ADH5	ENSP00000296412	1.486710885255484e-41	coad	-1.121042442179463	69	70
UTP4	ENSP00000327179	2.1257980873417107e-41	coad	0.7325237921561111	69	70
OGN	ENSP00000262551	2.1293916958459722e-41	coad	-2.595880656107315	69	70
PES1	ENSP00000334612	6.303910750197405e-41	coad	0.778263983503346	69	70
PRPH	ENSP00000257860	6.849782166739206e-41	coad	-2.088440921562585	69	70
TNXB	ENSP00000497649	7.706733515576122e-41	coad	-1.5341062809989685	69	70
NDRG2	ENSP00000298687	9.830399480385028e-41	coad	-1.1211890622645369	69	70
PTN	ENSP00000341170	1.101515176360316e-40	coad	-1.9340789288651745	69	70
CAVIN1	ENSP00000349541	1.6018713986982997e-40	coad	-1.8725601523077362	69	70
SF3B1	ENSP00000335321	1.6182342148219667e-40	coad	0.46005397089126665	69	70
GNAO1	ENSP00000262493	1.840970755110667e-40	coad	-2.032128605639468	69	70
DCN	ENSP00000052754	1.856407622658794e-40	coad	-1.9364503292378612	69	70
WDR36	ENSP00000423067	2.2565741251866103e-40	coad	0.611875979835076	69	70
LILRB5	ENSP00000320390	2.2565741251866103e-40	coad	-1.184855790852132	69	70
CAVIN2	ENSP00000305675	2.441091083644537e-40	coad	-2.110975511260141	69	70
EHD2	ENSP00000263277	9.547991413029075e-40	coad	-1.9305322264960867	69	70
MPHOSPH10	ENSP00000244230	9.581848570678114e-40	coad	0.753475065813051	69	70
TMOD2	ENSP00000249700	9.598211685447073e-40	coad	-0.9515647915460697	69	70
PRPF4	ENSP00000363313	1.115820425250222e-39	coad	0.4427800501601578	69	70
PRPF8	ENSP00000304350	1.1814995715703363e-39	coad	0.4011204498337117	69	70
EML1	ENSP00000262233	1.3853135821457023e-39	coad	-1.6694480769529596	69	70
NUP205	ENSP00000285968	1.4872181606084546e-39	coad	0.3595657248039005	69	70
BOP1	ENSP00000455106	1.5631495187624277e-39	coad	0.6467797403091191	69	70
NAT10	ENSP00000257829	6.586508297346892e-39	coad	0.5883368977389194	69	70
MYO1C	ENSP00000496799	7.252380577132207e-39	coad	-1.2470498690498344	69	70
NSA2	ENSP00000483484	1.9045369414289625e-38	coad	1.0490219265217229	69	70
DAG1	ENSP00000312435	2.1258979217712455e-38	coad	-0.9121073516861438	69	70
SNRNP200	ENSP00000317123	2.2815044426241143e-38	coad	0.39457157974478024	69	70
MTHFD1L	ENSP00000478253	2.3389710639659917e-38	coad	0.8985110495490651	69	70
UTP15	ENSP00000296792	2.646952595771768e-38	coad	0.733838557917517	69	70
WDR12	ENSP00000261015	2.7641907226829367e-38	coad	0.7445389186405567	69	70
GNG7	ENSP00000371594	2.8169913643014176e-38	coad	-1.170533179029645	69	70
MDH1	ENSP00000233114	3.3134932112496155e-38	coad	-0.8948485129123556	69	70
ADD1	ENSP00000381191	3.3979985437120965e-38	coad	-0.5552836531815633	69	70
NUP98	ENSP00000316032	5.401154234408509e-38	coad	0.3526960755740225	69	70
RCL1	ENSP00000371169	6.551944109408046e-38	coad	0.698926665271663	69	70
G3BP1	ENSP00000348578	6.976111367009298e-38	coad	0.6269389310624517	69	70
PTGS1	ENSP00000223423	9.497853551363484e-38	coad	-1.4463821908617152	69	70
BCAM	ENSP00000270233	1.2355846673519586e-37	coad	-1.3579848293721117	69	70
RRP1	ENSP00000417464	1.446028948126654e-37	coad	0.9149783187870216	69	70
DCLK1	ENSP00000255448	1.7233883326134914e-37	coad	-1.1890056147054433	69	70
UCHL1	ENSP00000284440	1.8051822761133077e-37	coad	-1.816978803816859	69	70
SNRNP70	ENSP00000472998	3.1261948991315865e-37	coad	0.4976262944500509	69	70
TPPP	ENSP00000353785	3.1604068017122286e-37	coad	-1.82588896973605	69	70
WDR3	ENSP00000308179	3.680358625811492e-37	coad	0.6138732764507648	69	70
AOC3	ENSP00000312326	5.976539325889581e-37	coad	-1.816827342461456	69	70
NIBAN1	ENSP00000356481	6.169106015820694e-37	coad	-1.4496550381947337	69	70
CAPRIN1	ENSP00000340329	6.169106015820694e-37	coad	0.6464877117086842	69	70
TPPP3	ENSP00000290942	6.169106015820694e-37	coad	-1.6337656006075343	69	70
CRYAB	ENSP00000227251	6.874224877116295e-37	coad	-1.9844126863456417	69	70
BYSL	ENSP00000230340	7.217678811031312e-37	coad	0.6275630865815316	69	70
LAMA2	ENSP00000400365	7.923381830445051e-37	coad	-1.0806562541125952	69	70
UBAP2L	ENSP00000355343	1.1086791066118906e-36	coad	0.459750625441792	69	70
SYNCRIP	ENSP00000358635	1.1927041382924556e-36	coad	0.6648923686347037	69	70
HEATR1	ENSP00000355541	1.1990626772410476e-36	coad	0.5092440696100706	69	70
FTSJ3	ENSP00000396673	1.4702714053788096e-36	coad	0.5962114739738242	69	70
PYGM	ENSP00000164139	1.5641760846058803e-36	coad	-1.5196378720983479	69	70
SMARCA5	ENSP00000283131	1.5905282203468926e-36	coad	0.5254437563940086	69	70
ATP1A2	ENSP00000354490	1.7295366738733682e-36	coad	-1.8154235462014952	65	68
TOM1L2	ENSP00000368818	1.7295366738733682e-36	coad	-0.6843923669895289	69	70
TPR	ENSP00000356448	2.1075165830282936e-36	coad	0.3925921626981451	69	70
DDX5	ENSP00000225792	3.622198589156337e-36	coad	0.6796089529252936	69	70
NUP54	ENSP00000264883	3.6563513631983476e-36	coad	0.4215395769368879	69	70
NOLC1	ENSP00000475080	4.104495944069272e-36	coad	0.8697572021463469	69	70
CEBPZ	ENSP00000234170	5.184623440240572e-36	coad	0.6198043117115271	69	70
GLIPR2	ENSP00000367196	5.758957186014219e-36	coad	-1.2309788782308684	69	70
S100B	ENSP00000291700	6.118163606341346e-36	coad	-1.8137901574999375	69	70
MCAM	ENSP00000264036	6.118163606341346e-36	coad	-1.5320388960558313	69	70
TNS2	ENSP00000319684	6.602579830850848e-36	coad	-0.9411157090541853	69	70
ALDH1A1	ENSP00000297785	6.726323249791388e-36	coad	-1.8629009981067988	69	70
PCK1	ENSP00000319814	7.297228516703371e-36	coad	-1.2875932324936454	69	70
EPB41L3	ENSP00000382981	1.0798228973785147e-35	coad	-1.5213411860300443	63	68
WNT2B	ENSP00000358698	1.3333799044532042e-35	coad	-1.8508181771682992	69	70
CAVIN3	ENSP00000307292	1.4471003151658524e-35	coad	-1.437573651954389	69	70
DDX56	ENSP00000258772	1.6774711203621952e-35	coad	0.6083229623128251	69	70
MYBBP1A	ENSP00000254718	1.822848870880502e-35	coad	0.7830341600279881	69	70
RRP15	ENSP00000355899	1.8908449850284826e-35	coad	0.8829498892780365	69	70
SYN2	ENSP00000480050	2.2155893871638696e-35	coad	-2.1677615674629918	65	68
COL21A1	ENSP00000244728	2.3183030809038706e-35	coad	-1.9634663486191428	69	70
ILF3	ENSP00000404121	2.452109171779246e-35	coad	0.44373701081551264	69	70
FOLR2	ENSP00000298223	2.8088121275405603e-35	coad	-1.34351356796685	69	70
EFTUD2	ENSP00000385873	2.8088121275405603e-35	coad	0.4078691656846468	69	70
DDX47	ENSP00000350698	4.018499190745758e-35	coad	0.6719573079804366	69	70
SORBS2	ENSP00000322182	4.90879735258942e-35	coad	-1.807297326317184	69	70
MPZ	ENSP00000432943	5.786988673146902e-35	coad	-2.1699286349499487	69	70
UGT2A3	ENSP00000251566	7.000523499992771e-35	coad	-1.6756217518037513	69	70
DHX9	ENSP00000356520	7.207736912011842e-35	coad	0.42770001581979034	69	70
PNO1	ENSP00000263657	9.65247649308715e-35	coad	0.6951109665567616	69	70
COL6A2	ENSP00000300527	9.663483010917086e-35	coad	-1.3085261091301519	69	70
DRG1	ENSP00000329715	1.293873980357103e-34	coad	0.5391935459566286	69	70
DPT	ENSP00000356791	1.3045363070737554e-34	coad	-1.507150468026309	69	70
SNRPD2	ENSP00000342374	1.5749202223255252e-34	coad	0.48851920804831567	69	70
PSME3	ENSP00000293362	1.771783771946876e-34	coad	0.8032572741751388	69	70
AGL	ENSP00000294724	2.247522018752357e-34	coad	-0.548824747080305	69	70
CALD1	ENSP00000354513	2.3575403969605106e-34	coad	1.4104628765365632	69	70
ZG16	ENSP00000383563	2.9339268315630375e-34	coad	-2.215548357191558	69	70
CDC5L	ENSP00000360532	3.4410711536334317e-34	coad	0.45773858309632126	69	70
CAD	ENSP00000264705	3.669545646485092e-34	coad	0.452835791951186	69	70
TBL3	ENSP00000454836	3.689801554593717e-34	coad	0.47876454016244074	69	70
RCC1	ENSP00000362937	3.965290922133503e-34	coad	0.49140986157411437	69	70
BCHE	ENSP00000264381	4.0920981927284665e-34	coad	-1.7183027417133436	63	68
RGS10	ENSP00000358097	4.875605208420434e-34	coad	-0.6663853170706293	69	70
NUP62	ENSP00000305503	5.4135154017031795e-34	coad	0.3812652759299543	69	70
NOC4L	ENSP00000328854	5.714471073532635e-34	coad	0.6631340235635975	69	70
ARRB1	ENSP00000353124	5.9225950114049606e-34	coad	-0.7806685662965975	69	70
CD81	ENSP00000263645	7.105914227408397e-34	coad	-1.4472920603385737	69	70
CSTF3	ENSP00000315791	7.370272655251453e-34	coad	0.3639296838078492	69	70
SLC3A2	ENSP00000367121	8.185122903784436e-34	coad	0.8329828945204008	69	70
COL6A3	ENSP00000418285	8.205773616676671e-34	coad	-1.790381148373024	69	70
PACSIN2	ENSP00000263246	8.433095629417871e-34	coad	-0.5135577973447211	69	70
COL6A1	ENSP00000355180	9.523400591660945e-34	coad	-1.3469091569056975	69	70
PUS7	ENSP00000348722	9.777796558385561e-34	coad	0.6621435801056621	68	66
NOP14	ENSP00000315674	1.2053407034265563e-33	coad	0.6632151925570732	69	70
CA4	ENSP00000300900	1.392005462151162e-33	coad	-1.74544534950483	69	70
XRN2	ENSP00000366396	1.4194536172995935e-33	coad	0.51964305363768	69	70
STAB1	ENSP00000312946	1.6179457066657145e-33	coad	-0.7228451072147826	69	70
RANGAP1	ENSP00000348577	1.6302595765668714e-33	coad	0.5248081111550809	69	70
TOP1	ENSP00000354522	2.0945681913807413e-33	coad	0.8365775896858039	69	70
PALM	ENSP00000341911	2.122695176989697e-33	coad	-1.2113170889987472	69	70
LAMA5	ENSP00000252999	2.213156475896097e-33	coad	-1.3233272026544212	69	70
PTGFRN	ENSP00000376899	2.8643015452156834e-33	coad	-0.9213682499479503	69	70
KANK2	ENSP00000465650	3.449186573458951e-33	coad	-1.4399324072543327	69	70
SF3B6	ENSP00000233468	3.926142202654176e-33	coad	0.5544151195678365	69	70
EEF1G	ENSP00000331901	3.960256378487965e-33	coad	0.4999050343395781	69	70
HSD11B2	ENSP00000316786	4.320358060201041e-33	coad	-1.4502939229381457	69	70
RRP1B	ENSP00000339145	4.4699120983078386e-33	coad	0.6959329713328131	69	70
MFAP5	ENSP00000352455	4.54984460988057e-33	coad	-1.5198851148317734	69	70
CHERP	ENSP00000439856	4.937186451919046e-33	coad	0.44060803555658856	69	70
GNG2	ENSP00000334448	4.993657435728995e-33	coad	-0.7946672856463074	69	70
SRSF9	ENSP00000229390	4.998523803327452e-33	coad	0.6502319125557299	69	70
SRRT	ENSP00000478341	5.276991670500325e-33	coad	0.4141080092080355	69	70
ADAR	ENSP00000357459	5.565864054831466e-33	coad	0.5735389439238311	69	70
SFRP1	ENSP00000220772	5.9287784610808465e-33	coad	-1.4707724331467318	68	65
PRPF6	ENSP00000266079	5.943630272734608e-33	coad	0.45265840480135344	69	70
API5	ENSP00000368129	7.079255304974845e-33	coad	0.41199220441192524	69	70
CNN2	ENSP00000263097	7.201784613776427e-33	coad	0.837243100275903	69	70
PRKAR1A	ENSP00000351410	7.642840629299985e-33	coad	-0.6627182704387167	69	70
PLVAP	ENSP00000252590	7.852932139602968e-33	coad	-0.7474609054278774	69	70
PRKDC	ENSP00000313420	8.842061983895607e-33	coad	0.5154371612582065	69	70
ADD3	ENSP00000277900	8.964641316936229e-33	coad	-0.560310834044862	69	70
MYLK	ENSP00000320622	9.944059936362117e-33	coad	-2.0472636081091573	69	70
BMS1	ENSP00000363642	1.0258986424972735e-32	coad	0.5175737789005459	69	70
SLC26A3	ENSP00000345873	1.0696295990869404e-32	coad	-1.718948317645676	69	70
DCTN1	ENSP00000386406	1.0797484640473005e-32	coad	-0.3665993149745193	69	70
ITPR1	ENSP00000306253	1.1247095307295597e-32	coad	-0.8202658649460766	69	70
RPF2	ENSP00000402338	1.2274083767603379e-32	coad	0.7321951359424783	69	70
RRP9	ENSP00000232888	1.2288718529941427e-32	coad	0.6780017221819695	69	70
POLR1E	ENSP00000367029	1.293139451025715e-32	coad	0.7160848905242696	69	70
HSPB6	ENSP00000004982	1.3740354523217014e-32	coad	-2.426169405749946	69	70
PDE5A	ENSP00000347046	1.7089956092077535e-32	coad	-0.920333243470949	69	70
FNBP1	ENSP00000347907	1.7184710612315846e-32	coad	-0.8253716313609041	69	70
DHRS11	ENSP00000482704	1.814779653385126e-32	coad	-1.2067714668875613	69	70
CAV2	ENSP00000222693	2.2247880697816477e-32	coad	-1.5447472604204613	69	70
ARPC1A	ENSP00000262942	2.600344270409127e-32	coad	-0.8068341398356592	69	70
U2SURP	ENSP00000418563	2.736072761072627e-32	coad	0.4569736785920111	69	70
PGM5	ENSP00000379678	2.7913327339938873e-32	coad	-2.2199700701458314	69	70
NOP58	ENSP00000264279	3.203236367662204e-32	coad	0.5039483378771537	69	70
LYAR	ENSP00000345917	3.2097885618425967e-32	coad	0.6558769225195413	69	70
SF3A1	ENSP00000215793	3.2112732817915317e-32	coad	0.43486742423380687	69	70
DDX23	ENSP00000310723	3.4145191007780856e-32	coad	0.4356004818333599	69	70
TRIM28	ENSP00000253024	3.4145191007780856e-32	coad	0.5917449817483985	69	70
CD34	ENSP00000310036	4.086020980396466e-32	coad	-1.426371988854926	69	70
HAPLN1	ENSP00000274341	4.2986794018112455e-32	coad	-1.3531449877527029	69	70
CAMK2G	ENSP00000378243	4.856256516660132e-32	coad	-1.3038452905974223	69	70
SNRPA1	ENSP00000254193	5.193250874097599e-32	coad	0.4327540751993295	69	70
PPP1R14A	ENSP00000301242	5.355876909426781e-32	coad	-2.0304813274287117	69	70
NID1	ENSP00000264187	5.451242923193938e-32	coad	-1.1918075720754033	69	70
LAMB2	ENSP00000307156	5.824787170968489e-32	coad	-1.557541121995835	69	70
PSMD6	ENSP00000295901	5.985689425908682e-32	coad	0.3404792296163198	69	70
PRKACB	ENSP00000359719	7.8138785545295e-32	coad	-0.9645663592727359	69	70
DTNA	ENSP00000470152	9.679383085662916e-32	coad	-1.4430679599576655	69	70
PNN	ENSP00000216832	1.2030204760030362e-31	coad	0.45595815832087694	69	70
AHNAK	ENSP00000367263	1.2874697336164675e-31	coad	-0.8874364575480709	69	70
NOP56	ENSP00000370589	1.4870352815341483e-31	coad	0.5754928477188861	69	70
CDC42EP4	ENSP00000338258	1.5258448938201756e-31	coad	-0.7922205676074675	69	70
IK	ENSP00000396301	1.5751177113870337e-31	coad	0.40735992542446786	69	70
SRSF3	ENSP00000362820	1.5988332557351116e-31	coad	0.5627141223176009	69	70
HAGH	ENSP00000380514	1.631830335701178e-31	coad	-0.7049122853251557	69	70
DDX46	ENSP00000416534	1.8168573870181082e-31	coad	0.41929738505590064	69	70
HSPA12A	ENSP00000501491	2.015709793430231e-31	coad	-1.081003230350465	69	70
RBM12	ENSP00000352668	2.213379665039287e-31	coad	0.38624193644085647	69	70
UTP11	ENSP00000362105	2.286343017511568e-31	coad	0.6504423680490077	69	70
PLPP3	ENSP00000360296	2.2965254992349176e-31	coad	-0.9918503863694903	66	67
GPD1L	ENSP00000282541	2.3102283290820976e-31	coad	-0.7535510967545738	69	70
ADNP	ENSP00000342905	2.9256891558821283e-31	coad	0.5451505265793832	69	70
PRPF19	ENSP00000227524	2.95152279259037e-31	coad	0.44164399258513287	69	70
RBM26	ENSP00000390222	3.0848014603357598e-31	coad	0.5021265719513872	69	70
ATP2B4	ENSP00000340930	3.1811146419443457e-31	coad	-1.6820695864428665	69	70
NPM1	ENSP00000296930	3.239282786615792e-31	coad	0.7552354176841855	69	70
MYH11	ENSP00000300036	3.409728709299649e-31	coad	-2.424639832797272	69	70
NSUN2	ENSP00000264670	4.0922820172001e-31	coad	0.5116504349208715	69	70
SNRPC	ENSP00000244520	4.097945584211966e-31	coad	0.4991127121072392	69	70
DDN	ENSP00000390590	4.120287723927006e-31	coad	-2.5270026708321343	68	70
NOL7	ENSP00000405674	4.166930813710685e-31	coad	0.6285666939541421	69	70
FGF2	ENSP00000264498	4.502610103470622e-31	coad	-1.2604347296049312	69	70
CCDC86	ENSP00000227520	4.727870012358057e-31	coad	0.7984581901312525	69	70
RPL7	ENSP00000339795	4.989081171714237e-31	coad	0.5166915193531288	69	70
MTARC2	ENSP00000355880	5.2683257470366185e-31	coad	-0.7104175131497217	69	70
GCG	ENSP00000364647	5.524802245314567e-31	coad	-2.196307229815244	69	70
MPI	ENSP00000318318	6.760195590642628e-31	coad	-0.6053117978207723	69	70
RRAS	ENSP00000246792	6.79455470141151e-31	coad	-1.4209600078859899	69	70
SRPRA	ENSP00000328023	7.508683223257649e-31	coad	0.5162451936089614	69	70
ADH1C	ENSP00000426083	7.919523838837664e-31	coad	-2.219643006200712	69	70
JCHAIN	ENSP00000254801	8.951484307908153e-31	coad	-1.6399942062508879	69	70
HECTD3	ENSP00000361245	1.0051465491081713e-30	coad	-0.4762799340603662	69	70
CAP2	ENSP00000229922	1.1302580313274812e-30	coad	-1.5748089177637516	69	70
PDE3A	ENSP00000351957	1.1357616800077607e-30	coad	-0.9614080605235821	69	70
CTNNBL1	ENSP00000355050	1.2180267032743767e-30	coad	0.5386923558258087	69	70
MRTO4	ENSP00000364320	1.252957399210266e-30	coad	0.7799796421065234	69	70
OLFML1	ENSP00000332511	1.3179882403132766e-30	coad	-1.5192544605455232	69	70
COL6A3	ENSP00000295550	1.92236988928704e-30	coad	-1.1576297851979147	69	70
ANK3	ENSP00000280772	1.9447034625522525e-30	coad	-0.5604408741655076	69	70
SF3B2	ENSP00000318861	2.297452352595469e-30	coad	0.396575652757137	69	70
DIS3	ENSP00000366997	2.341082138854622e-30	coad	0.59937146518799	69	70
MAP1B	ENSP00000296755	2.7753708026910627e-30	coad	-1.1983699586443681	69	70
RCC2	ENSP00000364582	2.8388831947660437e-30	coad	0.61462679993967	69	70
FCGRT	ENSP00000221466	2.8878078566688038e-30	coad	-0.7144552666382663	69	70
BUD31	ENSP00000222969	2.9570849119803724e-30	coad	0.5130945216655576	69	70
FOXF1	ENSP00000262426	3.005308587906316e-30	coad	-2.8069534210496005	66	70
NUP88	ENSP00000458954	3.261259412251381e-30	coad	0.30022527304545377	69	70
SFPQ	ENSP00000349748	4.5547748674991724e-30	coad	0.3756325065957157	69	70
SF3A3	ENSP00000362110	4.755990167389464e-30	coad	0.4637809321733302	69	70
MYL6	ENSP00000446714	5.4523677466451325e-30	coad	-1.6964271256874741	69	70
LDB3	ENSP00000355296	5.803042507971969e-30	coad	-1.8651367349778711	69	70
PTBP2	ENSP00000412788	5.803042507971969e-30	coad	-1.2939464679925274	69	70
CFL2	ENSP00000298159	5.803042507971969e-30	coad	-2.0500757570960326	69	70
NUFIP2	ENSP00000225388	5.9651423801839266e-30	coad	0.5213729097092575	69	70
EIF4G1	ENSP00000343450	6.438282991629137e-30	coad	0.4294593079080409	69	70
ITGA3	ENSP00000315190	6.655716010254741e-30	coad	-0.8345820340393408	69	70
LIMS2	ENSP00000347240	6.92855609570775e-30	coad	-1.7305318500802649	69	70
COL6A2	ENSP00000380870	7.048533933808895e-30	coad	-1.1905485351953882	69	70
GSTM3	ENSP00000256594	7.083156966596173e-30	coad	-1.4877132909294732	69	70
LMOD1	ENSP00000356257	7.23049022324243e-30	coad	-1.9637513682770953	69	70
WDR75	ENSP00000314193	7.362509946570978e-30	coad	0.5113802689654952	69	70
TMOD1	ENSP00000259365	7.89856520305187e-30	coad	-1.4134069838000929	69	70
THOC3	ENSP00000265097	8.008019565186274e-30	coad	0.5357054365825716	69	70
HPGD	ENSP00000296522	8.51252152725444e-30	coad	-1.2791367420217383	69	70
NOL10	ENSP00000371101	9.279786399437118e-30	coad	0.5632087921044285	69	70
GOT1	ENSP00000359539	9.415058941650476e-30	coad	-0.7797854145976293	69	70
PRPF40A	ENSP00000386458	9.606667742050213e-30	coad	0.48504822128166203	69	70
ZZEF1	ENSP00000371051	9.974638171514614e-30	coad	-0.478604640218064	69	70
BAZ1B	ENSP00000342434	1.0158874356762505e-29	coad	0.46423562905198745	69	70
RBM14	ENSP00000311747	1.0230623282848397e-29	coad	0.3254714559356733	69	70
SNRNP40	ENSP00000263694	1.0646159061607287e-29	coad	0.4604501432946415	69	70
JAM3	ENSP00000299106	1.2776043084239034e-29	coad	-1.1639750504572564	69	70
PSMD11	ENSP00000261712	1.2776043084239034e-29	coad	0.3024464398974184	69	70
DDX52	ENSP00000479504	1.5215059106961775e-29	coad	0.6522390059436588	69	70
NUP133	ENSP00000261396	1.5454537218951476e-29	coad	0.30771215909289884	69	70
INPP5A	ENSP00000357583	1.575652688699507e-29	coad	-0.8463804757011586	69	70
PYCR1	ENSP00000328858	1.666986888459985e-29	coad	0.9380225960159816	69	70
PLOD2	ENSP00000282903	1.713737295506967e-29	coad	0.9729135741475694	69	70
PURA	ENSP00000332706	1.726288053016485e-29	coad	-0.6466901222818507	69	70
C2orf88	ENSP00000345107	1.804788253850043e-29	coad	-1.2941139673087383	50	54
WDR18	ENSP00000476117	1.89690746834636e-29	coad	0.39643121778202955	69	70
CSPG4	ENSP00000312506	1.9800291815224524e-29	coad	-0.9573377985665089	69	70
PLOD3	ENSP00000223127	2.1078352299476784e-29	coad	0.5065940057735974	69	70
BRIX1	ENSP00000338862	2.339620113431192e-29	coad	0.5976098355476871	69	70
NAA15	ENSP00000296543	2.365135225783349e-29	coad	0.46270520873116155	69	70
EPM2A	ENSP00000356489	2.5022551235947527e-29	coad	-1.3552113199688929	49	60
GCN1	ENSP00000300648	2.6869140116186146e-29	coad	0.3774706252017342	69	70
KRR1	ENSP00000229214	2.7381486606675395e-29	coad	0.64343629940028	69	70
USP39	ENSP00000312981	2.8247436570122027e-29	coad	0.38445625217580204	69	70
HNRNPM	ENSP00000325376	2.8247436570122027e-29	coad	0.4628931112431069	69	70
DZANK1	ENSP00000262547	2.8247436570122027e-29	coad	-2.7078116680724995	68	61
SLC4A4	ENSP00000264485	2.839368754801172e-29	coad	-1.3551775744386876	69	70
PPP1R12B	ENSP00000488930	3.036308272122062e-29	coad	-1.937764763195266	69	70
NOP16	ENSP00000480832	3.110985698632143e-29	coad	0.6975057908565377	69	70
ATXN2L	ENSP00000338718	3.686373614230892e-29	coad	0.4370220242353378	69	70
FOXK1	ENSP00000328720	4.041002402438907e-29	coad	0.46795528775733924	69	70
GUCA2A	ENSP00000349493	4.3756925903164753e-29	coad	-1.7350720716376962	61	62
SLMAP	ENSP00000499241	4.3756925903164753e-29	coad	-1.7972633301190852	69	70
LUC7L3	ENSP00000240304	5.086391851791629e-29	coad	0.47180690152028426	69	70
BUB3	ENSP00000357851	5.216672951703223e-29	coad	0.42300165178896065	69	70
SYNPO2	ENSP00000306015	5.482318904971325e-29	coad	-1.9649685605349192	69	70
EIF2S2	ENSP00000364119	5.758090443790528e-29	coad	0.4054704035785976	69	70
HNRNPF	ENSP00000338477	5.88347618002729e-29	coad	0.49517334189869144	69	70
C17orf58	ENSP00000489720	6.225467703450408e-29	coad	-1.6271094688246852	63	69
SORBS2	ENSP00000397482	6.440262367973656e-29	coad	-1.6414637037238868	69	70
