protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
ADAM28	ENSP00000265769	0.7710429457577714	brca	-0.2885916590387365	7	11
ZNF703	ENSP00000332325	0.8074493919866239	brca	-0.09864360580694265	43	79
ANGPT2	ENSP00000314897	0.8074493919866239	brca	-0.05535656783099535	31	54
PLPBP	ENSP00000333551	0.8169466792173089	brca	-0.04302597689686399	43	79
RBPMS	ENSP00000340176	0.8372917866267733	brca	-0.03591213526595474	43	79
PNMA2	ENSP00000429344	0.8394517383502949	brca	-0.13441055349441272	6	11
BRF2	ENSP00000220659	0.8394517383502949	brca	-0.08889965224407281	29	52
CTSB	ENSP00000342070	0.8394517383502949	brca	-0.037868698066568424	43	79
NEFL	ENSP00000482169	0.8394517383502949	brca	-0.08492797798277404	34	65
ADAMDEC1	ENSP00000256412	0.8700184698054959	brca	-0.07197892320534116	40	74
FAM167A	ENSP00000284486	0.8700184698054959	brca	0.11971995350005989	8	10
DCTN6	ENSP00000221114	0.8754928940016967	brca	-0.017143482736168836	43	79
EIF4EBP1	ENSP00000340691	0.8754928940016967	brca	0.02453144083095886	43	79
LPL	ENSP00000497642	0.8903914864558513	brca	-0.03738544406367591	43	79
RBPMS	ENSP00000318102	0.9045426828638717	brca	0.039657104068990645	20	42
DEFA4	ENSP00000297435	0.9164924273340717	brca	0.03803761616664075	39	75
BMP1	ENSP00000305714	0.9164924273340717	brca	-0.02384460266994398	43	79
MSR1	ENSP00000405453	0.9471093138890507	brca	-0.014847315381289222	43	79
TNFRSF10C	ENSP00000349324	0.9471093138890507	brca	-0.056827248380583895	22	38
PEBP4	ENSP00000256404	0.9727913441686482	brca	0.013615422748707307	41	75
DOK2	ENSP00000276420	0.9727913441686482	brca	0.012120121622457375	43	79
LZTS1	ENSP00000265801	0.9850125640459957	brca	0.005451227896316531	43	79
FZD3	ENSP00000240093	0.9850125640459957	brca	-0.04173025550877896	4	11
ENTPD4	ENSP00000351520	0.988355331497827	brca	-0.008794543012433181	16	28
INTS10	ENSP00000381064	0.9922381541518668	brca	0.0008430184999903834	43	79
SCARA3	ENSP00000301904	0.9922381541518668	brca	-0.004504161772646154	7	9
PDGFRL	ENSP00000251630	0.9978188746807679	brca	-0.00042177779618685074	43	79
PCM1	ENSP00000327077	1.9795666184134335e-08	coad	-0.4315913606059347	27	69
PPP2R2A	ENSP00000370113	4.955956535454843e-08	coad	-0.4592926892249587	27	69
XPO7	ENSP00000252512	1.2917644632512417e-07	coad	-0.2701221747448306	27	69
GSR	ENSP00000221130	1.2917644632512417e-07	coad	-0.3894514806726165	27	69
SH2D4A	ENSP00000265807	3.6567563675071564e-06	coad	-0.49447421968874006	27	69
ATP6V1B2	ENSP00000276390	1.6258739821754866e-05	coad	-0.22010447894148477	27	69
ELP3	ENSP00000256398	6.511858047751544e-05	coad	-0.22183525236595028	27	69
CCAR2	ENSP00000310670	6.511858047751544e-05	coad	-0.2533946848128753	27	69
ERI1	ENSP00000250263	0.0001120369567010954	coad	-0.3997274509644134	23	65
NAT1	ENSP00000307218	0.00017967727692677144	coad	-0.33805502252155406	27	69
CHMP7	ENSP00000324491	0.00017980130627434987	coad	-0.2313373423526721	27	69
SLC39A14	ENSP00000240095	0.00020995016878060904	coad	-0.2978079254310542	27	69
PPP2CB	ENSP00000221138	0.00025943560942962127	coad	-0.44162501503287116	27	69
FDFT1	ENSP00000220584	0.0002922238456396204	coad	-0.5580682316997886	27	69
PTK2B	ENSP00000332816	0.0003827479007354675	coad	-0.2669764447953796	27	69
PBK	ENSP00000301905	0.0006239359382854436	coad	-0.4226718004744614	24	53
MSRA	ENSP00000313921	0.0007732362658161925	coad	-0.32949728848479487	27	69
DOCK5	ENSP00000276440	0.001762205882058831	coad	-0.20864050384673688	27	69
CCDC25	ENSP00000348933	0.002814742967303797	coad	-0.26509065710997676	27	69
KIF13B	ENSP00000427900	0.003846856951755704	coad	-0.2044852081045979	27	69
SARAF	ENSP00000256255	0.004735258344607429	coad	-0.3917472412778195	15	48
CTSB	ENSP00000342070	0.011661603847699464	coad	-0.4080324114450554	27	69
REEP4	ENSP00000303482	0.015254175746210347	coad	-0.19848428876902552	26	68
MAK16	ENSP00000353246	0.015357688005029041	coad	-0.21474314434096586	27	69
AGPAT5	ENSP00000285518	0.015357688005029041	coad	-0.15999350688408454	27	69
WRN	ENSP00000298139	0.016256661595465342	coad	-0.36494370235932727	8	30
DPYSL2	ENSP00000427985	0.018660461845641057	coad	-0.2267582460262581	27	69
DCTN6	ENSP00000221114	0.032856299460497444	coad	-0.1365772509092289	27	69
KBTBD11	ENSP00000321544	0.03580098048456559	coad	-0.15008598264851739	27	69
VPS37A	ENSP00000318629	0.035814010366252355	coad	-0.14284516203508174	27	69
PINX1	ENSP00000318966	0.03786507691192476	coad	-0.3099807823541602	16	56
ADAMDEC1	ENSP00000256412	0.045068282203975456	coad	-0.4563958975812526	26	65
ENTPD4	ENSP00000348536	0.049876855182429944	coad	-0.2771496700592056	21	53
DEFA5	ENSP00000329890	0.05969170343475525	coad	-0.6518109970856439	27	69
PLPBP	ENSP00000333551	0.06059138739344766	coad	-0.12981923614503302	27	69
ASAH1	ENSP00000262097	0.0798415349473975	coad	-0.20731432222033908	27	69
ZNF703	ENSP00000332325	0.08686732876245107	coad	-0.21990258893378484	24	63
EPHX2	ENSP00000430269	0.09187257411794669	coad	-0.23463689948556915	27	69
CNOT7	ENSP00000355279	0.10526572140121403	coad	-0.17603977169410367	24	65
INTS10	ENSP00000381064	0.10915925217349631	coad	-0.13552545077988642	26	68
DEFA6	ENSP00000297436	0.12979837501748223	coad	-0.6481650356554283	27	69
MTUS1	ENSP00000262102	0.14048436409085654	coad	-0.2908707102338514	12	41
GTF2E2	ENSP00000348168	0.17092009277764272	coad	-0.14517745631380446	24	67
R3HCC1	ENSP00000265806	0.19123498459516597	coad	-0.18510162338407846	19	49
NEFM	ENSP00000221166	0.23477006015258955	coad	-0.6516763477282768	9	21
PDLIM2	ENSP00000380867	0.23536018758976662	coad	-0.12453680406985794	27	66
PSD3	ENSP00000324127	0.2555256382796422	coad	-0.22562162986289366	14	41
DMTN	ENSP00000370879	0.2840306792040389	coad	-0.12672361737501547	27	69
ERLIN2	ENSP00000428112	0.3439724020012027	coad	-0.09319817860813001	27	69
DOK2	ENSP00000276420	0.47116306871038216	coad	-0.0952355441423658	25	60
POLR3D	ENSP00000303088	0.5243592405607375	coad	-0.0664717012022427	19	54
BIN3	ENSP00000276416	0.5243592405607375	coad	-0.051938991650022276	27	69
RAB11FIP1	ENSP00000331342	0.5288326367829183	coad	-0.09511252550625035	27	69
PPP3CC	ENSP00000240139	0.5360727102908204	coad	-0.14859311815313142	4	12
SCARA5	ENSP00000346990	0.5360727102908204	coad	-0.16595468536228075	17	47
TTI2	ENSP00000353971	0.6276062058659437	coad	0.08561647401347862	17	48
EIF4EBP1	ENSP00000340691	0.6395763865672615	coad	-0.09790948518192642	18	60
BMP1	ENSP00000305714	0.6427521925804459	coad	-0.2001838357079649	12	32
BRF2	ENSP00000220659	0.6979585869395961	coad	0.1307730759281166	5	16
CLU	ENSP00000315130	0.7130428754317556	coad	-0.09634874749957562	27	69
EXTL3	ENSP00000220562	0.7203366481139585	coad	0.12812757476046926	4	5
DEFA3	ENSP00000328359	0.7206379693653039	coad	0.2275990221160829	27	69
ERICH1	ENSP00000262109	0.7238703404990181	coad	-0.10927959519199892	4	18
SORBS3	ENSP00000240123	0.7238703404990181	coad	0.04389187560831431	27	69
MSR1	ENSP00000262101	0.7589816438740425	coad	0.06988734254535947	27	69
ADGRA2	ENSP00000323508	0.7717167167879078	coad	0.09339524337374336	7	16
TNFRSF10B	ENSP00000276431	0.7889205574331906	coad	-0.07783882398874054	8	21
MTMR9	ENSP00000221086	0.7889205574331906	coad	0.029075546730959675	25	65
RBPMS	ENSP00000287771	0.7889205574331906	coad	0.032602953239351834	27	69
CDCA2	ENSP00000328228	0.7905345180844787	coad	-0.09317063565555994	7	13
NUDT18	ENSP00000480722	0.7905345180844787	coad	0.06790079102313429	8	19
KCTD9	ENSP00000221200	0.8163741273666859	coad	-0.06329168925875166	11	30
LOXL2	ENSP00000373783	0.8163741273666859	coad	-0.04019555108018126	27	69
INTS9	ENSP00000398208	0.8163741273666859	coad	-0.027123676891618896	24	63
ANGPT2	ENSP00000314897	0.8767687539242174	coad	0.11743954325766914	17	47
ASH2L	ENSP00000340896	0.882610129976235	coad	0.010243397579032712	27	69
NEFL	ENSP00000482169	0.916794290254284	coad	-0.023578040049132276	18	40
PRAG1	ENSP00000479068	0.935259521154577	coad	-0.013652695011560662	10	24
DEFA4	ENSP00000297435	0.9406658372131919	coad	-0.020357836965645956	25	67
HMBOX1	ENSP00000287701	0.9479941716250909	coad	-0.028721424010638985	13	27
ARHGEF10	ENSP00000381571	0.9948852243504206	coad	-0.0007028005754642908	17	48
CCDC25	ENSP00000348933	2.646631764861806e-07	hnscc	-0.35065056155790225	28	82
KIF13B	ENSP00000427900	3.395312923551775e-06	hnscc	-0.4353967794605841	28	82
ERI1	ENSP00000250263	8.865749377276474e-06	hnscc	-0.3232820514294338	28	82
CHMP7	ENSP00000324491	2.19224129002885e-05	hnscc	-0.21861767734676207	28	82
CCAR2	ENSP00000310670	2.6707593405508562e-05	hnscc	-0.27919351757141814	28	82
CNOT7	ENSP00000355279	9.720416897175632e-05	hnscc	-0.18354051833693952	28	82
MSRA	ENSP00000313921	0.00031403214867997594	hnscc	-0.3543835549042591	28	82
PCM1	ENSP00000327077	0.00031403214867997594	hnscc	-0.30480975199159804	28	82
XPO7	ENSP00000252512	0.0008917916858121494	hnscc	-0.24945824591532892	28	82
PPP3CC	ENSP00000289963	0.0008917916858121494	hnscc	-0.24233015193299118	28	82
VPS37A	ENSP00000318629	0.0017073922198649737	hnscc	-0.16411529015667045	28	82
AGPAT5	ENSP00000285518	0.002069960933902001	hnscc	-0.2647377353395741	28	82
DPYSL2	ENSP00000427985	0.002521948973978505	hnscc	-0.27907690457071777	28	82
ERICH1	ENSP00000262109	0.00368268725983874	hnscc	-0.3882964848857514	27	76
SORBS3	ENSP00000240123	0.00368268725983874	hnscc	-0.24308797204978264	28	82
PDLIM2	ENSP00000380867	0.006601904084537712	hnscc	-0.3271979602407473	28	82
ELP3	ENSP00000256398	0.008108269534875466	hnscc	-0.1679504188688873	28	82
DOK2	ENSP00000276420	0.01133291023504902	hnscc	-0.3495132547545748	28	82
SH2D4A	ENSP00000265807	0.01649472893318924	hnscc	-0.30763166776097006	28	82
PRAG1	ENSP00000479068	0.018891563901875123	hnscc	-0.24389326345538787	28	82
ATP6V1B2	ENSP00000276390	0.019917888879369825	hnscc	-0.1580992219359732	28	82
PTK2B	ENSP00000391995	0.02093293660238481	hnscc	-0.21854339692732871	28	82
NEIL2	ENSP00000284503	0.022342445205238422	hnscc	-0.2882216938424064	27	71
DCTN6	ENSP00000221114	0.025313471917474795	hnscc	-0.13374702363810578	28	82
KBTBD11	ENSP00000321544	0.026991868080079237	hnscc	-0.22018921581527456	28	82
DOCK5	ENSP00000276440	0.02734347911358485	hnscc	-0.17511550456253314	28	82
MTMR9	ENSP00000221086	0.028018540148832483	hnscc	-0.10778001681688146	28	82
ASAH1	ENSP00000490801	0.028313391908987774	hnscc	-0.25404111396750195	28	82
TDRP	ENSP00000315111	0.02944116022719379	hnscc	-0.3593374824065616	25	81
EPHX2	ENSP00000430269	0.04110673175301299	hnscc	-0.27958126736205446	28	82
NAT1	ENSP00000307218	0.04110673175301299	hnscc	-0.16005893659320833	28	82
SARAF	ENSP00000256255	0.052104606599708614	hnscc	-0.2769152052522347	24	63
BRF2	ENSP00000220659	0.05509967125714348	hnscc	0.5237669674812916	12	52
ARHGEF10	ENSP00000340297	0.07167045407796048	hnscc	-0.15604540854360632	28	82
GSR	ENSP00000221130	0.07205709296438885	hnscc	-0.2390723764271363	28	82
BMP1	ENSP00000305714	0.07282133919816079	hnscc	0.3449594672223169	28	82
PPP2R2A	ENSP00000370113	0.07282133919816079	hnscc	-0.1842351879047941	28	82
PINX1	ENSP00000318966	0.07282133919816079	hnscc	-0.3151028172660447	19	64
ESCO2	ENSP00000306999	0.08723165365754425	hnscc	-0.32989183683427237	18	64
MTUS1	ENSP00000262102	0.08723165365754425	hnscc	-0.2059373467196276	28	82
PPP2CB	ENSP00000221138	0.100874816157837	hnscc	-0.14959329439750182	28	76
HMBOX1	ENSP00000287701	0.10100701176123371	hnscc	-0.22823325264397415	25	78
INTS9	ENSP00000398208	0.10100701176123371	hnscc	-0.10867161963556851	28	82
ERLIN2	ENSP00000428112	0.10100701176123371	hnscc	0.20128346938069108	28	82
TTI2	ENSP00000353971	0.11557710090639342	hnscc	0.14072071393514868	28	82
NEFL	ENSP00000482169	0.1760270478979432	hnscc	-0.44755848190887404	28	82
INTS10	ENSP00000381064	0.2496963368243253	hnscc	-0.08240355414995916	28	82
GTF2E2	ENSP00000348168	0.26825590518937537	hnscc	-0.12244142176559597	28	82
ADAM28	ENSP00000265769	0.2861770356199676	hnscc	-0.3057347903781349	15	52
EIF4EBP1	ENSP00000340691	0.2932113543907876	hnscc	0.11342819236793639	28	82
PEBP4	ENSP00000256404	0.30159558185602675	hnscc	-0.36346068377944746	9	19
STC1	ENSP00000290271	0.3153965521751698	hnscc	-0.31420117890399135	17	53
SCARA3	ENSP00000301904	0.3302111060250765	hnscc	0.46308711263528096	6	24
TNFRSF10B	ENSP00000276431	0.3541825168068466	hnscc	0.20339125742365743	9	24
EXTL3	ENSP00000220562	0.3657200992372983	hnscc	-0.16905271660152926	21	66
R3HCC1	ENSP00000265806	0.3694846890698159	hnscc	-0.09320781375071453	28	82
LOXL2	ENSP00000373783	0.3887574749901923	hnscc	0.18280350083807873	28	82
ASH2L	ENSP00000340896	0.40409419684318515	hnscc	0.09176991091745396	28	82
PBK	ENSP00000301905	0.40409419684318515	hnscc	-0.15049643340154611	28	77
BNIP3L	ENSP00000370003	0.4080053075125902	hnscc	-0.3314236629918645	13	31
SLC7A2	ENSP00000004531	0.4113336763311197	hnscc	-0.2494457333821179	9	20
CDCA2	ENSP00000328228	0.4113336763311197	hnscc	-0.17388714583371184	19	63
POLR3D	ENSP00000303088	0.4113336763311197	hnscc	-0.0651321675481924	28	82
NRG1	ENSP00000384620	0.4113336763311197	hnscc	0.26547982689835553	18	54
PLPBP	ENSP00000333551	0.4113336763311197	hnscc	0.09635498848813438	28	82
PSD3	ENSP00000324127	0.44317625264431637	hnscc	-0.10207942414336303	28	82
TNFRSF10A	ENSP00000221132	0.44497024133784124	hnscc	-0.21784907033521655	16	52
NEFM	ENSP00000221166	0.44497024133784124	hnscc	-0.2508365497192888	28	82
DEFB1	ENSP00000297439	0.44497024133784124	hnscc	-0.31933243919129634	21	60
WRN	ENSP00000298139	0.46089671476584754	hnscc	-0.08873339778200354	25	72
DUSP26	ENSP00000256261	0.4707610825545397	hnscc	-0.24332565279986262	8	8
SFTPC	ENSP00000316152	0.47671895519329227	hnscc	-0.37142564126150995	5	10
RBPMS	ENSP00000340176	0.5835270506300515	hnscc	-0.07365745907824045	28	82
TNFRSF10C	ENSP00000349324	0.5835270506300515	hnscc	-0.2598360073947138	13	37
KCTD9	ENSP00000221200	0.5839395084632585	hnscc	-0.07061310991327387	28	82
BIN3	ENSP00000276416	0.5919078682988075	hnscc	-0.07116249003329635	28	82
SLC39A14	ENSP00000240095	0.664204275943518	hnscc	-0.07118314466213346	28	82
TUSC3	ENSP00000371450	0.664204275943518	hnscc	0.13035806684972684	15	50
CTSB	ENSP00000342070	0.6757449438573486	hnscc	-0.06684165690709204	28	82
NUDT18	ENSP00000480722	0.6893179820736829	hnscc	-0.048193602521327546	28	82
SCARA5	ENSP00000346990	0.7080931349797569	hnscc	-0.09850561481994013	19	63
FDFT1	ENSP00000220584	0.7582000746829232	hnscc	-0.09062483930221124	28	82
DEFA3	ENSP00000328359	0.7582000746829232	hnscc	-0.23827364659313444	28	82
DMTN	ENSP00000370879	0.775837254072526	hnscc	-0.0715918895569273	28	82
CLU	ENSP00000315130	0.8087772459902565	hnscc	-0.07721654053201549	28	82
CSGALNACT1	ENSP00000330805	0.8379218418446203	hnscc	-0.18493596750769947	8	44
FGL1	ENSP00000371262	0.8379218418446203	hnscc	-0.0839636399187109	17	59
PDGFRL	ENSP00000251630	0.8379218418446203	hnscc	0.08415460016598561	27	78
CLN8	ENSP00000328182	0.8397204964709436	hnscc	-0.059397161210359734	22	64
ADGRA2	ENSP00000406367	0.8501130550802001	hnscc	0.04424831616990293	23	62
LPL	ENSP00000497642	0.8591466395826133	hnscc	-0.06275476817795533	15	54
MYOM2	ENSP00000262113	0.8860034086060121	hnscc	-0.08915999062296787	28	82
ZNF395	ENSP00000340494	0.9065591431490848	hnscc	0.08154178953667779	10	32
ADAMDEC1	ENSP00000256412	0.9075274733850807	hnscc	-0.05261707465105746	14	30
UBXN8	ENSP00000477532	0.910144208463173	hnscc	-0.06890511805303937	8	15
ANGPT2	ENSP00000314897	0.9221248916485519	hnscc	0.03460689074922379	19	55
MAK16	ENSP00000353246	0.9221248916485519	hnscc	-0.019911281234068476	28	82
PPP1R3B	ENSP00000308318	0.9221248916485519	hnscc	-0.05669747115233564	14	39
ENTPD4	ENSP00000351520	0.9334760268051385	hnscc	-0.028852930686307565	19	62
DLC1	ENSP00000276297	0.9391525527108919	hnscc	0.03475185416215785	6	11
DEFA4	ENSP00000297435	0.945828778237279	hnscc	0.03240542907424171	28	82
LZTS1	ENSP00000265801	0.9578847263531196	hnscc	0.026935666653514927	28	82
PHYHIP	ENSP00000320017	0.9857734594897574	hnscc	-0.04783943362478582	11	25
MFHAS1	ENSP00000276282	0.9938410528657697	hnscc	-0.008975513879515604	12	31
RAB11FIP1	ENSP00000331342	0.9938410528657697	hnscc	0.004152502406244429	28	82
PNMA2	ENSP00000429344	0.9938410528657697	hnscc	0.011108345389454464	9	23
MICU3	ENSP00000321455	0.9938410528657697	hnscc	-0.011175601901758245	8	25
TNKS	ENSP00000311579	0.9938410528657697	hnscc	0.011230222948155441	15	29
ZNF703	ENSP00000332325	0.9938410528657697	hnscc	-0.007322528083057729	25	74
REEP4	ENSP00000303482	0.9940650627981882	hnscc	0.0005585482678980257	28	82
MSR1	ENSP00000405453	0.9940650627981882	hnscc	-0.0012599631593816058	28	82
PPP3CC	ENSP00000289963	1.3433346213143336e-07	lscc	-0.3891591746942789	40	70
RBPMS	ENSP00000340176	1.316844771928127e-06	lscc	-0.3248840230990104	40	70
PPP2R2A	ENSP00000370113	4.781458137167953e-06	lscc	-0.258528991431711	40	70
PTK2B	ENSP00000332816	5.115746906296338e-06	lscc	-0.4042614127872388	40	70
ATP6V1B2	ENSP00000276390	1.7691582738725605e-05	lscc	-0.2099447265623658	40	70
MTMR9	ENSP00000221086	1.8924642868768826e-05	lscc	-0.1852515487627663	40	70
PPP2CB	ENSP00000221138	2.0598608120366473e-05	lscc	-0.2487439691816405	40	70
PTK2B	ENSP00000391995	2.0598608120366473e-05	lscc	-0.4883721951548204	40	70
KIF13B	ENSP00000427900	3.763374289112771e-05	lscc	-0.28698418270284876	40	70
DCTN6	ENSP00000221114	3.763374289112771e-05	lscc	-0.14209495996778573	40	70
MSRA	ENSP00000313921	5.2691633870167246e-05	lscc	-0.2964334343721849	40	70
NAT1	ENSP00000307218	0.00010341698982117374	lscc	-0.3305149264570758	40	70
VPS37A	ENSP00000318629	0.00015735754166391108	lscc	-0.1759300583215727	40	70
ERI1	ENSP00000250263	0.00020646862436629593	lscc	-0.26299040907261667	40	70
EXTL3	ENSP00000220562	0.0002953782539185936	lscc	-0.28902497073086725	38	67
NUDT18	ENSP00000480722	0.0002953782539185936	lscc	-0.2179069551424664	40	70
DPYSL2	ENSP00000427985	0.00038085387070052937	lscc	-0.2701750464491539	40	70
SORBS3	ENSP00000240123	0.0006729965019995059	lscc	-0.21292533724381513	40	70
ADAM28	ENSP00000265769	0.000990328302782753	lscc	-0.44552045508332067	40	70
SLC39A14	ENSP00000240095	0.0019812467962358805	lscc	-0.30320437033632086	40	70
PDLIM2	ENSP00000380867	0.0027795503382549765	lscc	-0.23671723156465962	40	70
PCM1	ENSP00000327077	0.0033795779527609165	lscc	-0.20952594341256836	40	70
CCDC25	ENSP00000348933	0.0033795779527609165	lscc	-0.1676910757183497	40	70
DOK2	ENSP00000276420	0.0033795779527609165	lscc	-0.30238893883451534	40	70
DOCK5	ENSP00000276440	0.0033795779527609165	lscc	-0.20648008696061915	40	70
PRAG1	ENSP00000479068	0.0037094113108679743	lscc	-0.18464581382980544	40	70
PEBP4	ENSP00000256404	0.010030941819434334	lscc	-0.2654766056291412	40	70
