Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
DOK2	ENSG00000147443	21908873.0	21913690.0	gain	16	122	brca
DOK2	ENSG00000147443	21908873.0	21913690.0	loss	48	122	brca
XPO7	ENSG00000130227	21919662.0	22006585.0	gain	16	122	brca
XPO7	ENSG00000130227	21919662.0	22006585.0	loss	48	122	brca
NPM2	ENSG00000158806	22024125.0	22036897.0	gain	16	122	brca
NPM2	ENSG00000158806	22024125.0	22036897.0	loss	48	122	brca
FGF17	ENSG00000158815	22042398.0	22048809.0	gain	16	122	brca
FGF17	ENSG00000158815	22042398.0	22048809.0	loss	48	122	brca
DMTN	ENSG00000158856	22048995.0	22082527.0	gain	16	122	brca
DMTN	ENSG00000158856	22048995.0	22082527.0	loss	48	122	brca
NUDT18	ENSG00000275074	22106874.0	22109419.0	gain	16	122	brca
NUDT18	ENSG00000275074	22106874.0	22109419.0	loss	48	122	brca
HR	ENSG00000168453	22114419.0	22133384.0	gain	16	122	brca
HR	ENSG00000168453	22114419.0	22133384.0	loss	48	122	brca
REEP4	ENSG00000168476	22138020.0	22141951.0	gain	16	122	brca
REEP4	ENSG00000168476	22138020.0	22141951.0	loss	48	122	brca
LGI3	ENSG00000168481	22146830.0	22157084.0	gain	16	122	brca
LGI3	ENSG00000168481	22146830.0	22157084.0	loss	48	122	brca
SFTPC	ENSG00000168484	22156913.0	22164479.0	gain	16	122	brca
SFTPC	ENSG00000168484	22156913.0	22164479.0	loss	48	122	brca
BMP1	ENSG00000168487	22165140.0	22212326.0	gain	16	122	brca
BMP1	ENSG00000168487	22165140.0	22212326.0	loss	48	122	brca
PHYHIP	ENSG00000168490	22219703.0	22232101.0	gain	16	122	brca
PHYHIP	ENSG00000168490	22219703.0	22232101.0	loss	48	122	brca
POLR3D	ENSG00000168495	22245133.0	22254601.0	gain	16	122	brca
POLR3D	ENSG00000168495	22245133.0	22254601.0	loss	48	122	brca
PIWIL2	ENSG00000197181	22275316.0	22357568.0	gain	16	122	brca
PIWIL2	ENSG00000197181	22275316.0	22357568.0	loss	48	122	brca
SLC39A14	ENSG00000104635	22367278.0	22434129.0	gain	16	122	brca
SLC39A14	ENSG00000104635	22367278.0	22434129.0	loss	48	122	brca
PPP3CC	ENSG00000120910	22440819.0	22541142.0	gain	16	122	brca
PPP3CC	ENSG00000120910	22440819.0	22541142.0	loss	48	122	brca
SORBS3	ENSG00000120896	22544986.0	22575788.0	gain	16	122	brca
SORBS3	ENSG00000120896	22544986.0	22575788.0	loss	48	122	brca
PDLIM2	ENSG00000120913	22578279.0	22598025.0	gain	16	122	brca
PDLIM2	ENSG00000120913	22578279.0	22598025.0	loss	48	122	brca
AC037459.4	ENSG00000248235	22589274.0	22602084.0	gain	16	122	brca
AC037459.4	ENSG00000248235	22589274.0	22602084.0	loss	48	122	brca
C8orf58	ENSG00000241852	22599599.0	22604150.0	gain	16	122	brca
C8orf58	ENSG00000241852	22599599.0	22604150.0	loss	48	122	brca
CCAR2	ENSG00000158941	22604757.0	22620964.0	gain	16	122	brca
CCAR2	ENSG00000158941	22604757.0	22620964.0	loss	48	122	brca
BIN3	ENSG00000147439	22620418.0	22669148.0	gain	16	122	brca
BIN3	ENSG00000147439	22620418.0	22669148.0	loss	48	122	brca
EGR3	ENSG00000179388	22687659.0	22693480.0	gain	16	122	brca
EGR3	ENSG00000179388	22687659.0	22693480.0	loss	48	122	brca
PEBP4	ENSG00000134020	22713251.0	23000000.0	gain	16	122	brca
PEBP4	ENSG00000134020	22713251.0	23000000.0	loss	49	122	brca
RHOBTB2	ENSG00000008853	22987417.0	23020509.0	gain	16	122	brca
RHOBTB2	ENSG00000008853	22987417.0	23020509.0	loss	49	122	brca
TNFRSF10B	ENSG00000120889	23020133.0	23069031.0	gain	16	122	brca
TNFRSF10B	ENSG00000120889	23020133.0	23069031.0	loss	48	122	brca
TNFRSF10C	ENSG00000173535	23102921.0	23117445.0	gain	16	122	brca
TNFRSF10C	ENSG00000173535	23102921.0	23117445.0	loss	48	122	brca
TNFRSF10D	ENSG00000173530	23135588.0	23164027.0	gain	16	122	brca
TNFRSF10D	ENSG00000173530	23135588.0	23164027.0	loss	48	122	brca
TNFRSF10A	ENSG00000104689	23190452.0	23225102.0	gain	16	122	brca
TNFRSF10A	ENSG00000104689	23190452.0	23225102.0	loss	48	122	brca
CHMP7	ENSG00000147457	23243637.0	23262000.0	gain	16	122	brca
CHMP7	ENSG00000147457	23243637.0	23262000.0	loss	48	122	brca
R3HCC1	ENSG00000104679	23270120.0	23296279.0	gain	16	122	brca
R3HCC1	ENSG00000104679	23270120.0	23296279.0	loss	48	122	brca
LOXL2	ENSG00000134013	23296897.0	23425328.0	gain	16	122	brca
LOXL2	ENSG00000134013	23296897.0	23425328.0	loss	47	122	brca
ENTPD4	ENSG00000197217	23385783.0	23457695.0	gain	16	122	brca
ENTPD4	ENSG00000197217	23385783.0	23457695.0	loss	47	122	brca
SLC25A37	ENSG00000147454	23528956.0	23575463.0	gain	16	122	brca
SLC25A37	ENSG00000147454	23528956.0	23575463.0	loss	48	122	brca
NKX3-1	ENSG00000167034	23678697.0	23682938.0	gain	16	122	brca
NKX3-1	ENSG00000167034	23678697.0	23682938.0	loss	47	122	brca
NKX2-6	ENSG00000180053	23701740.0	23706756.0	gain	16	122	brca
NKX2-6	ENSG00000180053	23701740.0	23706756.0	loss	48	122	brca
STC1	ENSG00000159167	23841929.0	23854806.0	gain	16	122	brca
STC1	ENSG00000159167	23841929.0	23854806.0	loss	48	122	brca
ADAM28	ENSG00000042980	24294069.0	24359014.0	gain	16	122	brca
ADAM28	ENSG00000042980	24294069.0	24359014.0	loss	48	122	brca
ADAMDEC1	ENSG00000134028	24384285.0	24406013.0	gain	16	122	brca
ADAMDEC1	ENSG00000134028	24384285.0	24406013.0	loss	48	122	brca
ADAM7	ENSG00000069206	24440930.0	24526970.0	gain	16	122	brca
ADAM7	ENSG00000069206	24440930.0	24526970.0	loss	48	122	brca
NEFM	ENSG00000104722	24913758.0	24919098.0	gain	16	122	brca
NEFM	ENSG00000104722	24913758.0	24919098.0	loss	48	122	brca
NEFL	ENSG00000277586	24950955.0	24956721.0	gain	16	122	brca
NEFL	ENSG00000277586	24950955.0	24956721.0	loss	48	122	brca
DOCK5	ENSG00000147459	25184689.0	25418082.0	gain	16	122	brca
DOCK5	ENSG00000147459	25184689.0	25418082.0	loss	48	122	brca
GNRH1	ENSG00000147437	25419258.0	25424654.0	gain	16	122	brca
GNRH1	ENSG00000147437	25419258.0	25424654.0	loss	49	122	brca
KCTD9	ENSG00000104756	25427847.0	25458476.0	gain	16	122	brca
KCTD9	ENSG00000104756	25427847.0	25458476.0	loss	49	122	brca
CDCA2	ENSG00000184661	25459199.0	25507911.0	gain	16	122	brca
CDCA2	ENSG00000184661	25459199.0	25507911.0	loss	49	122	brca
EBF2	ENSG00000221818	25841725.0	26045413.0	gain	16	122	brca
EBF2	ENSG00000221818	25841725.0	26045413.0	loss	49	122	brca
PPP2R2A	ENSG00000221914	26291508.0	26372680.0	gain	15	122	brca
PPP2R2A	ENSG00000221914	26291508.0	26372680.0	loss	50	122	brca
BNIP3L	ENSG00000104765	26383054.0	26505636.0	gain	16	122	brca
BNIP3L	ENSG00000104765	26383054.0	26505636.0	loss	49	122	brca
PNMA2	ENSG00000240694	26504701.0	26514092.0	gain	16	122	brca
PNMA2	ENSG00000240694	26504701.0	26514092.0	loss	49	122	brca
DPYSL2	ENSG00000092964	26514031.0	26658178.0	gain	16	122	brca
DPYSL2	ENSG00000092964	26514031.0	26658178.0	loss	49	122	brca
ADRA1A	ENSG00000120907	26748150.0	26867278.0	gain	16	122	brca
ADRA1A	ENSG00000120907	26748150.0	26867278.0	loss	49	122	brca
STMN4	ENSG00000015592	27235308.0	27258420.0	gain	17	122	brca
STMN4	ENSG00000015592	27235308.0	27258420.0	loss	49	122	brca
TRIM35	ENSG00000104228	27284886.0	27311272.0	gain	17	122	brca
TRIM35	ENSG00000104228	27284886.0	27311272.0	loss	49	122	brca
PTK2B	ENSG00000120899	27311482.0	27459391.0	gain	17	122	brca
PTK2B	ENSG00000120899	27311482.0	27459391.0	loss	48	122	brca
CHRNA2	ENSG00000120903	27459756.0	27479883.0	gain	18	122	brca
CHRNA2	ENSG00000120903	27459756.0	27479883.0	loss	47	122	brca
EPHX2	ENSG00000120915	27490781.0	27545564.0	gain	18	122	brca
EPHX2	ENSG00000120915	27490781.0	27545564.0	loss	47	122	brca
CLU	ENSG00000120885	27596917.0	27614700.0	gain	18	122	brca
CLU	ENSG00000120885	27596917.0	27614700.0	loss	47	122	brca
SCARA3	ENSG00000168077	27633868.0	27676776.0	gain	17	122	brca
SCARA3	ENSG00000168077	27633868.0	27676776.0	loss	48	122	brca
CCDC25	ENSG00000147419	27733316.0	27772653.0	gain	17	122	brca
CCDC25	ENSG00000147419	27733316.0	27772653.0	loss	48	122	brca
ESCO2	ENSG00000171320	27771949.0	27812640.0	gain	17	122	brca
ESCO2	ENSG00000171320	27771949.0	27812640.0	loss	48	122	brca
PBK	ENSG00000168078	27809624.0	27838082.0	gain	17	122	brca
PBK	ENSG00000168078	27809624.0	27838082.0	loss	48	122	brca
SCARA5	ENSG00000168079	27869883.0	27992673.0	gain	17	122	brca
SCARA5	ENSG00000168079	27869883.0	27992673.0	loss	48	122	brca
NUGGC	ENSG00000189233	28021964.0	28083936.0	gain	17	122	brca
NUGGC	ENSG00000189233	28021964.0	28083936.0	loss	48	122	brca
ELP3	ENSG00000134014	28089673.0	28191156.0	gain	17	122	brca
ELP3	ENSG00000134014	28089673.0	28191156.0	loss	48	122	brca
PNOC	ENSG00000168081	28316986.0	28343355.0	gain	17	122	brca
PNOC	ENSG00000168081	28316986.0	28343355.0	loss	48	122	brca
ZNF395	ENSG00000186918	28345590.0	28402701.0	gain	17	122	brca
ZNF395	ENSG00000186918	28345590.0	28402701.0	loss	48	122	brca
FBXO16	ENSG00000214050	28348287.0	28490278.0	gain	17	122	brca
FBXO16	ENSG00000214050	28348287.0	28490278.0	loss	48	122	brca
FZD3	ENSG00000104290	28494205.0	28574267.0	gain	17	122	brca
FZD3	ENSG00000104290	28494205.0	28574267.0	loss	48	122	brca
EXTL3	ENSG00000012232	28600469.0	28756561.0	gain	17	122	brca
EXTL3	ENSG00000012232	28600469.0	28756561.0	loss	49	122	brca
INTS9	ENSG00000104299	28767661.0	28890242.0	gain	17	122	brca
INTS9	ENSG00000104299	28767661.0	28890242.0	loss	48	122	brca
HMBOX1	ENSG00000147421	28890395.0	29064764.0	gain	17	122	brca
HMBOX1	ENSG00000147421	28890395.0	29064764.0	loss	48	122	brca
KIF13B	ENSG00000197892	29067278.0	29263124.0	gain	17	122	brca
KIF13B	ENSG00000197892	29067278.0	29263124.0	loss	49	122	brca
DUSP4	ENSG00000120875	29333064.0	29350684.0	gain	17	122	brca
DUSP4	ENSG00000120875	29333064.0	29350684.0	loss	48	122	brca
SARAF	ENSG00000133872	30063003.0	30083208.0	gain	19	122	brca
SARAF	ENSG00000133872	30063003.0	30083208.0	loss	44	122	brca
LEPROTL1	ENSG00000104660	30095408.0	30177208.0	gain	19	122	brca
LEPROTL1	ENSG00000104660	30095408.0	30177208.0	loss	45	122	brca
MBOAT4	ENSG00000177669	30131671.0	30144665.0	gain	19	122	brca
MBOAT4	ENSG00000177669	30131671.0	30144665.0	loss	45	122	brca
DCTN6	ENSG00000104671	30156319.0	30183639.0	gain	19	122	brca
DCTN6	ENSG00000104671	30156319.0	30183639.0	loss	45	122	brca
RBPMS	ENSG00000157110	30384511.0	30572256.0	gain	19	122	brca
RBPMS	ENSG00000157110	30384511.0	30572256.0	loss	45	122	brca
GTF2E2	ENSG00000197265	30578318.0	30658236.0	gain	18	122	brca
GTF2E2	ENSG00000197265	30578318.0	30658236.0	loss	44	122	brca
SMIM18	ENSG00000253457	30638580.0	30646064.0	gain	18	122	brca
SMIM18	ENSG00000253457	30638580.0	30646064.0	loss	44	122	brca
GSR	ENSG00000104687	30678066.0	30727846.0	gain	18	122	brca
GSR	ENSG00000104687	30678066.0	30727846.0	loss	44	122	brca
UBXN8	ENSG00000104691	30729131.0	30767006.0	gain	18	122	brca
UBXN8	ENSG00000104691	30729131.0	30767006.0	loss	44	122	brca
PPP2CB	ENSG00000104695	30774457.0	30814314.0	gain	18	122	brca
PPP2CB	ENSG00000104695	30774457.0	30814314.0	loss	44	122	brca
TEX15	ENSG00000133863	30831544.0	30913008.0	gain	18	122	brca
TEX15	ENSG00000133863	30831544.0	30913008.0	loss	43	122	brca
PURG	ENSG00000172733	30995802.0	31033715.0	gain	19	122	brca
PURG	ENSG00000172733	30995802.0	31033715.0	loss	43	122	brca
WRN	ENSG00000165392	31033788.0	31176138.0	gain	17	122	brca
WRN	ENSG00000165392	31033788.0	31176138.0	loss	45	122	brca
NRG1	ENSG00000157168	31639222.0	32855666.0	gain	18	122	brca
