Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
GATA4	ENSG00000136574.13	11676959.0	11760002.0	gain	19	122	brca
GATA4	ENSG00000136574.13	11676959.0	11760002.0	loss	52	122	brca
C8orf49	ENSG00000255394.2	11761256.0	11763223.0	gain	19	122	brca
C8orf49	ENSG00000255394.2	11761256.0	11763223.0	loss	52	122	brca
NEIL2	ENSG00000154328.11	11769639.0	11787345.0	gain	19	122	brca
NEIL2	ENSG00000154328.11	11769639.0	11787345.0	loss	53	122	brca
FDFT1	ENSG00000079459.8	11795573.0	11839304.0	gain	19	122	brca
FDFT1	ENSG00000079459.8	11795573.0	11839304.0	loss	53	122	brca
CTSB	ENSG00000164733.16	11842524.0	11869448.0	gain	19	122	brca
CTSB	ENSG00000164733.16	11842524.0	11869448.0	loss	53	122	brca
DEFB136	ENSG00000205884.2	11973937.0	11974599.0	gain	19	122	brca
DEFB136	ENSG00000205884.2	11973937.0	11974599.0	loss	53	122	brca
DEFB135	ENSG00000205883.2	11982321.0	11984590.0	gain	19	122	brca
DEFB135	ENSG00000205883.2	11982321.0	11984590.0	loss	53	122	brca
DEFB134	ENSG00000205882.4	11993174.0	11996312.0	gain	19	122	brca
DEFB134	ENSG00000205882.4	11993174.0	11996312.0	loss	53	122	brca
RNA5SP253	ENSG00000252029.1	12087396.0	12087445.0	gain	19	122	brca
RNA5SP253	ENSG00000252029.1	12087396.0	12087445.0	loss	53	122	brca
ZNF705D	ENSG00000215343.3	12104389.0	12115516.0	gain	19	122	brca
ZNF705D	ENSG00000215343.3	12104389.0	12115516.0	loss	53	122	brca
FAM66D	ENSG00000255052.3	12115767.0	12177550.0	gain	19	122	brca
FAM66D	ENSG00000255052.3	12115767.0	12177550.0	loss	53	122	brca
USP17L2	ENSG00000223443.2	12137168.0	12139077.0	gain	19	122	brca
USP17L2	ENSG00000223443.2	12137168.0	12139077.0	loss	53	122	brca
FAM86B1	ENSG00000186523.10	12182096.0	12194133.0	gain	19	122	brca
FAM86B1	ENSG00000186523.10	12182096.0	12194133.0	loss	53	122	brca
RNA5SP254	ENSG00000252535.1	12333644.0	12333693.0	gain	19	122	brca
RNA5SP254	ENSG00000252535.1	12333644.0	12333693.0	loss	53	122	brca
FAM66A	ENSG00000227888.3	12362019.0	12388296.0	gain	19	122	brca
FAM66A	ENSG00000227888.3	12362019.0	12388296.0	loss	53	122	brca
FAM86B2	ENSG00000145002.8	12425614.0	12436343.0	gain	19	122	brca
FAM86B2	ENSG00000145002.8	12425614.0	12436343.0	loss	53	122	brca
MIR5692A2	ENSG00000264512.1	12719132.0	12719190.0	gain	19	122	brca
MIR5692A2	ENSG00000264512.1	12719132.0	12719190.0	loss	53	122	brca
LONRF1	ENSG00000154359.8	12721906.0	12756073.0	gain	19	122	brca
LONRF1	ENSG00000154359.8	12721906.0	12756073.0	loss	57	122	brca
LINC00681	ENSG00000255494.1	12794243.0	12818291.0	gain	17	122	brca
LINC00681	ENSG00000255494.1	12794243.0	12818291.0	loss	57	122	brca
DLC1	ENSG00000164741.10	13083361.0	13604610.0	gain	17	122	brca
DLC1	ENSG00000164741.10	13083361.0	13604610.0	loss	57	122	brca
RNA5SP255	ENSG00000252179.1	13536029.0	13536135.0	gain	16	122	brca
RNA5SP255	ENSG00000252179.1	13536029.0	13536135.0	loss	58	122	brca
C8orf48	ENSG00000164743.4	13566869.0	13568288.0	gain	16	122	brca
C8orf48	ENSG00000164743.4	13566869.0	13568288.0	loss	58	122	brca
SGCZ	ENSG00000185053.8	14084845.0	15238431.0	gain	16	122	brca
SGCZ	ENSG00000185053.8	14084845.0	15238431.0	loss	58	122	brca
MIR383	ENSG00000199127.1	14853438.0	14853510.0	gain	16	122	brca
MIR383	ENSG00000199127.1	14853438.0	14853510.0	loss	58	122	brca
TUSC3	ENSG00000104723.16	15417215.0	15766649.0	gain	16	122	brca
TUSC3	ENSG00000104723.16	15417215.0	15766649.0	loss	58	122	brca
MSR1	ENSG00000038945.10	16107878.0	16567490.0	gain	16	122	brca
MSR1	ENSG00000038945.10	16107878.0	16567490.0	loss	58	122	brca
RN7SL474P	ENSG00000264092.1	16863196.0	16863496.0	gain	16	122	brca
RN7SL474P	ENSG00000264092.1	16863196.0	16863496.0	loss	58	122	brca
FGF20	ENSG00000078579.8	16992181.0	17002345.0	gain	16	122	brca
FGF20	ENSG00000078579.8	16992181.0	17002345.0	loss	58	122	brca
MICU3	ENSG00000155970.7	17027238.0	17122642.0	gain	16	122	brca
MICU3	ENSG00000155970.7	17027238.0	17122642.0	loss	58	122	brca
ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	gain	17	122	brca
ZDHHC2	ENSG00000104219.8	17156482.0	17224799.0	loss	58	122	brca
CNOT7	ENSG00000198791.7	17224966.0	17246878.0	gain	17	122	brca
CNOT7	ENSG00000198791.7	17224966.0	17246878.0	loss	58	122	brca
VPS37A	ENSG00000155975.5	17246931.0	17302427.0	gain	17	122	brca
VPS37A	ENSG00000155975.5	17246931.0	17302427.0	loss	58	122	brca
MTMR7	ENSG00000003987.9	17296794.0	17413528.0	gain	17	122	brca
MTMR7	ENSG00000003987.9	17296794.0	17413528.0	loss	58	122	brca
SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	gain	15	122	brca
SLC7A2	ENSG00000003989.12	17497088.0	17570573.0	loss	59	122	brca
PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	gain	15	122	brca
PDGFRL	ENSG00000104213.8	17576433.0	17644071.0	loss	59	122	brca
MTUS1	ENSG00000129422.9	17643795.0	17800917.0	gain	15	122	brca
MTUS1	ENSG00000129422.9	17643795.0	17800917.0	loss	59	122	brca
MIR548V	ENSG00000265520.1	17681578.0	17681657.0	gain	14	122	brca
MIR548V	ENSG00000265520.1	17681578.0	17681657.0	loss	59	122	brca
RNA5SP256	ENSG00000212280.1	17748118.0	17748230.0	gain	14	122	brca
RNA5SP256	ENSG00000212280.1	17748118.0	17748230.0	loss	59	122	brca
FGL1	ENSG00000104760.12	17864380.0	17910365.0	gain	14	122	brca
FGL1	ENSG00000104760.12	17864380.0	17910365.0	loss	59	122	brca
PCM1	ENSG00000078674.13	17922840.0	18029944.0	gain	15	122	brca
PCM1	ENSG00000078674.13	17922840.0	18029944.0	loss	58	122	brca
ASAH1	ENSG00000104763.13	18055992.0	18084998.0	gain	15	122	brca
ASAH1	ENSG00000104763.13	18055992.0	18084998.0	loss	58	122	brca
NAT1	ENSG00000171428.9	18170477.0	18223689.0	gain	15	122	brca
NAT1	ENSG00000171428.9	18170477.0	18223689.0	loss	58	122	brca
NAT2	ENSG00000156006.4	18391282.0	18401218.0	gain	15	122	brca
NAT2	ENSG00000156006.4	18391282.0	18401218.0	loss	58	122	brca
PSD3	ENSG00000156011.12	18527303.0	19084730.0	gain	15	122	brca
PSD3	ENSG00000156011.12	18527303.0	19084730.0	loss	58	122	brca
SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	gain	16	122	brca
SH2D4A	ENSG00000104611.7	19313693.0	19396218.0	loss	57	122	brca
CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	gain	17	122	brca
CSGALNACT1	ENSG00000147408.10	19404161.0	19758029.0	loss	57	122	brca
INTS10	ENSG00000104613.7	19817391.0	19852083.0	gain	17	122	brca
INTS10	ENSG00000104613.7	19817391.0	19852083.0	loss	57	122	brca
LPL	ENSG00000175445.10	19901717.0	19967259.0	gain	18	122	brca
LPL	ENSG00000175445.10	19901717.0	19967259.0	loss	56	122	brca
SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	gain	18	122	brca
SLC18A1	ENSG00000036565.10	20144855.0	20183206.0	loss	55	122	brca
ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	gain	18	122	brca
ATP6V1B2	ENSG00000147416.6	20197381.0	20226819.0	loss	55	122	brca
LZTS1	ENSG00000061337.11	20246165.0	20303963.0	gain	18	122	brca
LZTS1	ENSG00000061337.11	20246165.0	20303963.0	loss	55	122	brca
GFRA2	ENSG00000168546.6	21690398.0	21812357.0	gain	18	122	brca
GFRA2	ENSG00000168546.6	21690398.0	21812357.0	loss	54	122	brca
DOK2	ENSG00000147443.8	21908873.0	21913690.0	gain	18	122	brca
DOK2	ENSG00000147443.8	21908873.0	21913690.0	loss	54	122	brca
XPO7	ENSG00000130227.12	21919662.0	22006585.0	gain	18	122	brca
XPO7	ENSG00000130227.12	21919662.0	22006585.0	loss	54	122	brca
NPM2	ENSG00000158806.9	22024125.0	22036897.0	gain	18	122	brca
NPM2	ENSG00000158806.9	22024125.0	22036897.0	loss	54	122	brca
FGF17	ENSG00000158815.6	22042398.0	22048809.0	gain	18	122	brca
FGF17	ENSG00000158815.6	22042398.0	22048809.0	loss	54	122	brca
DMTN	ENSG00000158856.13	22048995.0	22082527.0	gain	18	122	brca
DMTN	ENSG00000158856.13	22048995.0	22082527.0	loss	54	122	brca
FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	gain	18	122	brca
FAM160B2	ENSG00000158863.17	22089150.0	22104911.0	loss	54	122	brca
NUDT18	ENSG00000173566.9	22106874.0	22109419.0	gain	18	122	brca
NUDT18	ENSG00000173566.9	22106874.0	22109419.0	loss	54	122	brca
HR	ENSG00000168453.10	22114419.0	22133384.0	gain	18	122	brca
HR	ENSG00000168453.10	22114419.0	22133384.0	loss	54	122	brca
REEP4	ENSG00000168476.7	22138020.0	22141951.0	gain	18	122	brca
REEP4	ENSG00000168476.7	22138020.0	22141951.0	loss	54	122	brca
LGI3	ENSG00000168481.4	22146830.0	22157084.0	gain	18	122	brca
LGI3	ENSG00000168481.4	22146830.0	22157084.0	loss	54	122	brca
SFTPC	ENSG00000168484.8	22156913.0	22164479.0	gain	18	122	brca
SFTPC	ENSG00000168484.8	22156913.0	22164479.0	loss	54	122	brca
BMP1	ENSG00000168487.13	22165140.0	22212326.0	gain	18	122	brca
BMP1	ENSG00000168487.13	22165140.0	22212326.0	loss	54	122	brca
PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	gain	18	122	brca
PHYHIP	ENSG00000168490.9	22219703.0	22232101.0	loss	54	122	brca
MIR320A	ENSG00000208037.1	22244962.0	22245043.0	gain	18	122	brca
MIR320A	ENSG00000208037.1	22244962.0	22245043.0	loss	54	122	brca
POLR3D	ENSG00000168495.8	22245133.0	22254601.0	gain	18	122	brca
POLR3D	ENSG00000168495.8	22245133.0	22254601.0	loss	54	122	brca
PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	gain	18	122	brca
PIWIL2	ENSG00000197181.7	22275316.0	22357568.0	loss	54	122	brca
SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	gain	18	122	brca
SLC39A14	ENSG00000104635.9	22367249.0	22434129.0	loss	54	122	brca
PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	gain	18	122	brca
PPP3CC	ENSG00000120910.10	22440819.0	22541142.0	loss	54	122	brca
SORBS3	ENSG00000120896.9	22544986.0	22575788.0	gain	18	122	brca
SORBS3	ENSG00000120896.9	22544986.0	22575788.0	loss	54	122	brca
PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	gain	18	122	brca
PDLIM2	ENSG00000120913.19	22578279.0	22598025.0	loss	53	122	brca
C8orf58	ENSG00000241852.5	22599599.0	22604150.0	gain	18	122	brca
C8orf58	ENSG00000241852.5	22599599.0	22604150.0	loss	53	122	brca
BIN3	ENSG00000147439.7	22620418.0	22669148.0	gain	18	122	brca
BIN3	ENSG00000147439.7	22620418.0	22669148.0	loss	53	122	brca
EGR3	ENSG00000179388.8	22687659.0	22693480.0	gain	18	122	brca
EGR3	ENSG00000179388.8	22687659.0	22693480.0	loss	53	122	brca
PEBP4	ENSG00000134020.6	22713251.0	23000000.0	gain	17	122	brca
PEBP4	ENSG00000134020.6	22713251.0	23000000.0	loss	55	122	brca
RN7SL303P	ENSG00000240116.2	22977877.0	22978127.0	gain	17	122	brca
RN7SL303P	ENSG00000240116.2	22977877.0	22978127.0	loss	55	122	brca
RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	gain	17	122	brca
RHOBTB2	ENSG00000008853.12	22987417.0	23020199.0	loss	55	122	brca
TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	gain	17	122	brca
TNFRSF10B	ENSG00000120889.8	23020133.0	23069031.0	loss	56	122	brca
TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	gain	17	122	brca
TNFRSF10C	ENSG00000173535.9	23102590.0	23117437.0	loss	56	122	brca
TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	gain	16	122	brca
TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	loss	56	122	brca
TNFRSF10A	ENSG00000104689.5	23190452.0	23225102.0	gain	16	122	brca
TNFRSF10A	ENSG00000104689.5	23190452.0	23225102.0	loss	56	122	brca
CHMP7	ENSG00000147457.9	23243637.0	23262000.0	gain	16	122	brca
CHMP7	ENSG00000147457.9	23243637.0	23262000.0	loss	56	122	brca
R3HCC1	ENSG00000104679.6	23270120.0	23296279.0	gain	16	122	brca
R3HCC1	ENSG00000104679.6	23270120.0	23296279.0	loss	56	122	brca
LOXL2	ENSG00000134013.11	23296897.0	23425328.0	gain	16	122	brca
LOXL2	ENSG00000134013.11	23296897.0	23425328.0	loss	56	122	brca
ENTPD4	ENSG00000197217.8	23385783.0	23457695.0	gain	16	122	brca
ENTPD4	ENSG00000197217.8	23385783.0	23457695.0	loss	56	122	brca
SLC25A37	ENSG00000147454.9	23528956.0	23575463.0	gain	16	122	brca
SLC25A37	ENSG00000147454.9	23528956.0	23575463.0	loss	56	122	brca
STC1	ENSG00000159167.7	23841929.0	23854806.0	gain	16	122	brca
STC1	ENSG00000159167.7	23841929.0	23854806.0	loss	56	122	brca
ADAM28	ENSG00000042980.8	24294069.0	24359014.0	gain	16	122	brca
ADAM28	ENSG00000042980.8	24294069.0	24359014.0	loss	56	122	brca
ADAMDEC1	ENSG00000134028.10	24384285.0	24406013.0	gain	16	122	brca
ADAMDEC1	ENSG00000134028.10	24384285.0	24406013.0	loss	56	122	brca
ADAM7	ENSG00000069206.11	24440930.0	24526970.0	gain	16	122	brca
ADAM7	ENSG00000069206.11	24440930.0	24526970.0	loss	56	122	brca
NEFM	ENSG00000104722.9	24913758.0	24919098.0	gain	15	122	brca
NEFM	ENSG00000104722.9	24913758.0	24919098.0	loss	59	122	brca
NEFL	ENSG00000104725.9	24950955.0	24957110.0	gain	15	122	brca
NEFL	ENSG00000104725.9	24950955.0	24957110.0	loss	59	122	brca
DOCK5	ENSG00000147459.13	25184689.0	25418082.0	gain	16	122	brca
DOCK5	ENSG00000147459.13	25184689.0	25418082.0	loss	57	122	brca
GNRH1	ENSG00000147437.5	25419258.0	25424654.0	gain	16	122	brca
GNRH1	ENSG00000147437.5	25419258.0	25424654.0	loss	56	122	brca
KCTD9	ENSG00000104756.11	25427847.0	25458476.0	gain	16	122	brca
KCTD9	ENSG00000104756.11	25427847.0	25458476.0	loss	56	122	brca
CDCA2	ENSG00000184661.9	25459199.0	25507911.0	gain	16	122	brca
CDCA2	ENSG00000184661.9	25459199.0	25507911.0	loss	56	122	brca
EBF2	ENSG00000221818.4	25841725.0	26045413.0	gain	16	122	brca
EBF2	ENSG00000221818.4	25841725.0	26045413.0	loss	56	122	brca
