protein	cancers	num_cancers
WDR44	colon	1
WDR75	colon	1
XPNPEP1	colon	1
ZCCHC3	colon	1
ZNF24	colon	1
ACE	hnscc	1
ACOT13	hnscc	1
ACOT7	hnscc	1
ACOX1	hnscc	1
ADGRG1	hnscc	1
ALG5	hnscc	1
ANKRD54	hnscc	1
ANPEP	hnscc	1
ASRGL1	hnscc	1
ATM	hnscc	1
BAG5	hnscc	1
C14orf119	hnscc	1
CA5B	hnscc	1
CCDC61	hnscc	1
CCDC88A	hnscc	1
CCZ1	hnscc	1
CD38	hnscc	1
CD4	hnscc	1
CD48	hnscc	1
CDH5	hnscc	1
CELSR1	hnscc	1
CLSTN1	hnscc	1
CYFIP2	hnscc	1
DDRGK1	hnscc	1
DNAJB1	hnscc	1
DNAJC1	hnscc	1
DOCK11	hnscc	1
DOCK4	hnscc	1
DOCK8	hnscc	1
EFS	hnscc	1
EIF4A2	hnscc	1
ENPP4	hnscc	1
FAHD1	hnscc	1
FAM107B	hnscc	1
FAM83F	hnscc	1
FGL2	hnscc	1
FKBP3	hnscc	1
FOLR2	hnscc	1
FOXO3	hnscc	1
FRMD4A	hnscc	1
FZD6	hnscc	1
GABARAP	hnscc	1
GIMAP1	hnscc	1
GIMAP1-GIMAP5	hnscc	1
GLIPR2	hnscc	1
GPNMB	hnscc	1
GRAP2	hnscc	1
GRPEL1	hnscc	1
GRSF1	hnscc	1
HID1	hnscc	1
HMGCL	hnscc	1
HSP90AA1	hnscc	1
HSPA9	hnscc	1
HSPD1	hnscc	1
HSPE1	hnscc	1
ITPR2	hnscc	1
KANK4	hnscc	1
KAZN	hnscc	1
KDM6A	hnscc	1
KIAA0930	hnscc	1
KLHDC2	hnscc	1
KRT15	hnscc	1
L2HGDH	hnscc	1
LBR	hnscc	1
LRPAP1	hnscc	1
LRRK2	hnscc	1
LZTR1	hnscc	1
MAOA	hnscc	1
MAP4K5	hnscc	1
MIB1	hnscc	1
MMP14	hnscc	1
MMRN2	hnscc	1
MOB3A	hnscc	1
MRC1	hnscc	1
MYO1G	hnscc	1
NAPRT	hnscc	1
NRF1	hnscc	1
NUBPL	hnscc	1
OTUD6B	hnscc	1
PAPOLG	hnscc	1
PAWR	hnscc	1
PECAM1	hnscc	1
PLAU	hnscc	1
PLCH1	hnscc	1
PLVAP	hnscc	1
POC5	hnscc	1
PRRC2B	hnscc	1
PTGR1	hnscc	1
RASIP1	hnscc	1
RBM4B	hnscc	1
RCC1L	hnscc	1
RFTN1	hnscc	1
ROGDI	hnscc	1
RRAGC	hnscc	1
RUNX3	hnscc	1
SDF2	hnscc	1
SEC11C	hnscc	1
SETD3	hnscc	1
SMAP2	hnscc	1
SPCS3	hnscc	1
SUB1	hnscc	1
SYNJ1	hnscc	1
TBC1D2	hnscc	1
TRAF1	hnscc	1
TRAPPC6A	hnscc	1
TRIM6-TRIM34	hnscc	1
WDR77	hnscc	1
YIPF1	hnscc	1
YWHAH	hnscc	1
ZNF512	hnscc	1
ZZEF1	hnscc	1
AASS	luad	1
ABCB8	luad	1
ABCD1	luad	1
ABHD10	luad	1
ABHD16A	luad	1
ABI3	luad	1
ABR	luad	1
ABRACL	luad	1
ACAA2	luad	1
ACADM	luad	1
ACAP2	luad	1
ACAT2	luad	1
ACO2	luad	1
ACOT1	luad	1
ACSL5	luad	1
ACSS3	luad	1
ADAM15	luad	1
ADAP1	luad	1
ADGRE5	luad	1
ADK	luad	1
ADPGK	luad	1
AGFG1	luad	1
AGPAT1	luad	1
AGTPBP1	luad	1
AKNA	luad	1
ALDH16A1	luad	1
ALG13	luad	1
ALG2	luad	1
AOX1	luad	1
APBB1IP	luad	1
APLP2	luad	1
APOL1	luad	1
APP	luad	1
ARAP1	luad	1
ARF5	luad	1
ARFGEF1	luad	1
ARG1	luad	1
ARHGAP10	luad	1
ARHGAP25	luad	1
ARHGAP30	luad	1
ARHGAP9	luad	1
ARHGEF1	luad	1
ARMC1	luad	1
ARPC5	luad	1
ATAD1	luad	1
ATG5	luad	1
ATP2A2	luad	1
ATP7A	luad	1
ATP9A	luad	1
BAG1	luad	1
BASP1	luad	1
BCAP31	luad	1
BIN2	luad	1
BLVRA	luad	1
BNIP1	luad	1
BPI	luad	1
BRAF	luad	1
BRMS1	luad	1
BSDC1	luad	1
BTD	luad	1
C15orf40	luad	1
C16orf58	luad	1
C1orf116	luad	1
C2	luad	1
C20orf27	luad	1
C3	luad	1
C5	luad	1
C7	luad	1
C8A	luad	1
C8G	luad	1
CAMKK2	luad	1
CAMP	luad	1
CAPRIN1	luad	1
CARD8	luad	1
CASP6	luad	1
CCDC47	luad	1
CCDC88B	luad	1
CD14	luad	1
CD99L2	luad	1
CDC42BPG	luad	1
CDIPT	luad	1
CDK14	luad	1
CDK18	luad	1
CDK5RAP3	luad	1
CEP120	luad	1
CEP128	luad	1
CEP135	luad	1
CEP250	luad	1
CEP44	luad	1
CERS2	luad	1
CFAP97	luad	1
CFB	luad	1
CFH	luad	1
CFP	luad	1
CHKB	luad	1
CHORDC1	luad	1
CLCN7	luad	1
CLPTM1L	luad	1
CNKSR1	luad	1
CNNM4	luad	1
CNPY3	luad	1
CNTRL	luad	1
COL6A6	luad	1
COPZ1	luad	1
COQ10B	luad	1
CORO1A	luad	1
COTL1	luad	1
CPEB4	luad	1
CRABP2	luad	1
CREB1	luad	1
CRISP3	luad	1
CRISPLD2	luad	1
CRLF3	luad	1
CSK	luad	1
CTDP1	luad	1
CTNNA1	luad	1
CTSG	luad	1
CWF19L1	luad	1
CWF19L2	luad	1
CYB5R1	luad	1
CYB5R4	luad	1
CYTH3	luad	1
DAAM1	luad	1
DCTN5	luad	1
DDX24	luad	1
DDX41	luad	1
DENND1C	luad	1
DENND4A	luad	1
DERA	luad	1
DHCR24	luad	1
DHRS7	luad	1
DHRS7B	luad	1
DHX29	luad	1
DKC1	luad	1
DLG5	luad	1
DMXL1	luad	1
DNAJB11	luad	1
DNAJB4	luad	1
DNAJC11	luad	1
DOCK2	luad	1
DOK3	luad	1
DPP8	luad	1
DPY19L1	luad	1
DTD1	luad	1
EBAG9	luad	1
EDEM3	luad	1
EEF1B2	luad	1
EEF2K	luad	1
EI24	luad	1
ELANE	luad	1
ELF1	luad	1
ELMOD2	luad	1
ELOVL1	luad	1
ELP5	luad	1
EMC3	luad	1
EMD	luad	1
EML4	luad	1
ENPEP	luad	1
EPHX1	luad	1
EPS8L2	luad	1
ERBB2	luad	1
ERCC4	luad	1
ERI3	luad	1
ERLEC1	luad	1
ERO1B	luad	1
ERP44	luad	1
ESYT2	luad	1
ETFB	luad	1
ETS1	luad	1
EVI2B	luad	1
F12	luad	1
F13A1	luad	1
F13B	luad	1
FAF2	luad	1
FAM76A	luad	1
FAM76B	luad	1
FAM83H	luad	1
FBXL18	luad	1
FBXL20	luad	1
FBXO45	luad	1
FCN1	luad	1
FECH	luad	1
FGD2	luad	1
FGR	luad	1
FHOD1	luad	1
FKBP2	luad	1
FLI1	luad	1
FXN	luad	1
GAB2	luad	1
GALNT10	luad	1
GCA	luad	1
GDPD1	luad	1
GET4	luad	1
GGCT	luad	1
GHDC	luad	1
GLRX	luad	1
GMFG	luad	1
GMIP	luad	1
GMPPA	luad	1
GMPPB	luad	1
GNAI2	luad	1
GOLGA5	luad	1
GPC4	luad	1
GPLD1	luad	1
GPSM3	luad	1
GRB2	luad	1
GRHL2	luad	1
GRK6	luad	1
GSTA4	luad	1
GTF2E1	luad	1
HACL1	luad	1
HDHD2	luad	1
HGH1	luad	1
HIP1	luad	1
HPR	luad	1
HSCB	luad	1
HSD17B4	luad	1
HSPB6	luad	1
IFI44	luad	1
IGLL5	luad	1
IL16	luad	1
IMPACT	luad	1
INPP1	luad	1
IPO7	luad	1
ISG20	luad	1
ISLR	luad	1
ISY1-RAB43	luad	1
ITFG1	luad	1
ITIH5	luad	1
ITPR3	luad	1
IVNS1ABP	luad	1
KIAA0319L	luad	1
KIDINS220	luad	1
KLC3	luad	1
KRI1	luad	1
KRT19	luad	1
KRT7	luad	1
KRT80	luad	1
LACTB2	luad	1
LAMP2	luad	1
LANCL2	luad	1
LBP	luad	1
LCMT1	luad	1
LCN2	luad	1
LCP1	luad	1
LEMD2	luad	1
LGALS3	luad	1
LIMD2	luad	1
LMBRD2	luad	1
LMTK2	luad	1
LRRC20	luad	1
LTF	luad	1
LUC7L2	luad	1
LXN	luad	1
LYPLA2	luad	1
LYZ	luad	1
LZIC	luad	1
M6PR	luad	1
MACROD1	luad	1
MANBA	luad	1
MANF	luad	1
MAP2K6	luad	1
MAP3K4	luad	1
MAPK8IP3	luad	1
MAST2	luad	1
MAST4	luad	1
MBOAT2	luad	1
MCC	luad	1
MEF2D	luad	1
MGRN1	luad	1
MGST1	luad	1
MKRN1	luad	1
MLKL	luad	1
MLST8	luad	1
MMP9	luad	1
MMRN1	luad	1
MNDA	luad	1
MTCH1	luad	1
MTHFS	luad	1
MTMR10	luad	1
MTX1	luad	1
MVB12A	luad	1
MYDGF	luad	1
MZB1	luad	1
NANS	luad	1
NCDN	luad	1
NCF1	luad	1
NCF4	luad	1
NCOA2	luad	1
NDC1	luad	1
NDUFA10	luad	1
NDUFA2	luad	1
NDUFA7	luad	1
NDUFS1	luad	1
NDUFS2	luad	1
NDUFS6	luad	1
NDUFV1	luad	1
NECTIN4	luad	1
NGLY1	luad	1
NHP2	luad	1
NID1	luad	1
NOSTRIN	luad	1
NPL	luad	1
NPM3	luad	1
NRBP2	luad	1
NSDHL	luad	1
NUDC	luad	1
NUDCD3	luad	1
NUP205	luad	1
NUP50	luad	1
NUP93	luad	1
NXN	luad	1
NXT1	luad	1
OLFM4	luad	1
OSTF1	luad	1
PAN2	luad	1
PAN3	luad	1
PATJ	luad	1
PDE2A	luad	1
PDK1	luad	1
PEF1	luad	1
PEX14	luad	1
PFN1	luad	1
PGGT1B	luad	1
PGM3	luad	1
PGRMC1	luad	1
PGRMC2	luad	1
PHACTR2	luad	1
PHF10	luad	1
PIGS	luad	1
PIK3C3	luad	1
PIK3CD	luad	1
PIK3R1	luad	1
PITPNA	luad	1
PITPNC1	luad	1
PKP3	luad	1
PLCG2	luad	1
PLS3	luad	1
PLXNC1	luad	1
POM121C	luad	1
POR	luad	1
POTEJ	luad	1
PPL	luad	1
PPP1R13L	luad	1
PPP1R37	luad	1
PPP2R1A	luad	1
PPP2R2D	luad	1
PPP3CB	luad	1
PPP4R1	luad	1
PRAF2	luad	1
PRAM1	luad	1
PRCP	luad	1
PRDX4	luad	1
PRMT3	luad	1
PROS1	luad	1
PRPSAP2	luad	1
PRRC2A	luad	1
PRSS8	luad	1
PRTN3	luad	1
PSPC1	luad	1
PTMS	luad	1
PTPN7	luad	1
PTPRF	luad	1
PURB	luad	1
PXK	luad	1
QPRT	luad	1
RAB11FIP4	luad	1
RAC2	luad	1
RARA	luad	1
RASAL3	luad	1
RASSF2	luad	1
RBP5	luad	1
RCC1	luad	1
RECQL	luad	1
REEP3	luad	1
REEP6	luad	1
RER1	luad	1
RETN	luad	1
RGL2	luad	1
RGS19	luad	1
RHEB	luad	1
RHOT1	luad	1
RICTOR	luad	1
RILPL2	luad	1
RIN2	luad	1
RNASEH2A	luad	1
RNF181	luad	1
RRP8	luad	1
RSPRY1	luad	1
RWDD4	luad	1
RXRB	luad	1
S100A12	luad	1
S100A13	luad	1
S100A8	luad	1
S100A9	luad	1
SAA2-SAA4	luad	1
SAMD4A	luad	1
SAMSN1	luad	1
SDF2L1	luad	1
SEMA4D	luad	1
SERPINB8	luad	1
SERPINB9	luad	1
SETD7	luad	1
SHC1	luad	1
SIRPA	luad	1
SKAP2	luad	1
SLC12A9	luad	1
SLC30A9	luad	1
SLC35E1	luad	1
SMARCD2	luad	1
SMN1	luad	1
SMPD4	luad	1
SOD2	luad	1
SPNS1	luad	1
SPTBN2	luad	1
SRCIN1	luad	1
SRI	luad	1
SRSF9	luad	1
STAT5B	luad	1
STAU2	luad	1
STBD1	luad	1
STIM1	luad	1
STK10	luad	1
STK11IP	luad	1
STK3	luad	1
STK39	luad	1
STK4	luad	1
STXBP5	luad	1
SUN1	luad	1
SYPL1	luad	1
TAMM41	luad	1
TAX1BP1	luad	1
TBC1D22A	luad	1
TDP2	luad	1
THOC1	luad	1
THOC2	luad	1
THOC3	luad	1
THOC7	luad	1
TMC4	luad	1
TMED3	luad	1
TMEM192	luad	1
TMEM201	luad	1
TMEM209	luad	1
TMEM33	luad	1
TMEM70	luad	1
TNFAIP8L2	luad	1
TNIP2	luad	1
TOMM5	luad	1
TOX4	luad	1
TRAM1	luad	1
TRAPPC10	luad	1
TRAPPC11	luad	1
TRAPPC12	luad	1
TRAPPC4	luad	1
TRIM5	luad	1
TRIO	luad	1
TTC38	luad	1
TUBGCP6	luad	1
TXNDC17	luad	1
TXNDC5	luad	1
UBASH3B	luad	1
UBE2F	luad	1
UBE4B	luad	1
UBL4A	luad	1
UFL1	luad	1
UGGT1	luad	1
UNKL	luad	1
UQCC1	luad	1
UQCC3	luad	1
USP25	luad	1
USP7	luad	1
USP8	luad	1
UVRAG	luad	1
VASP	luad	1
VAV3	luad	1
VKORC1	luad	1
VPS11	luad	1
VPS16	luad	1
VPS4B	luad	1
VWF	luad	1
WASL	luad	1
WDFY4	luad	1
WDR6	luad	1
WIPF2	luad	1
WIPI1	luad	1
WNK1	luad	1
YTHDF2	luad	1
YWHAZ	luad	1
ZBTB7B	luad	1
ZC2HC1A	luad	1
ZFPL1	luad	1
ZMIZ2	luad	1
ZMPSTE24	luad	1
ZNF346	luad	1
ZYG11B	luad	1
