,Mutation,Hnscc_odds,Hnscc_pvalue
82,ACADL,1.7435897435897436,1.0
83,ACADSB,0.0,1.0
84,ACADVL,0.0,1.0
85,ACAN,0.8552631578947368,1.0
86,ACAP1,inf,0.3669724770642194
87,ACAP2,inf,0.3669724770642194
88,ACAT1,inf,0.3669724770642194
89,ACAT2,1.7435897435897436,1.0
90,ACBD4,inf,0.3669724770642194
91,ACBD5,0.0,1.0
92,ACBD6,inf,0.3669724770642194
93,ACCS,inf,0.3669724770642194
94,ACCSL,0.0,1.0
95,ACE,1.7435897435897436,1.0
96,ACER1,inf,0.13251783893985863
97,ACER3,inf,0.13251783893985863
98,ACIN1,1.7837837837837838,0.6670108641768699
99,ACKR1,3.5789473684210527,0.5530023721741135
100,ACO1,0.8589743589743589,1.0
101,ACOT12,0.0,0.531090723751279
102,ACOT4,0.0,1.0
103,ACOT7,inf,0.3669724770642194
104,ACOT8,inf,0.13251783893985863
105,ACOX1,1.7435897435897436,1.0
106,ACOXL,0.0,1.0
107,ACP2,0.0,1.0
108,ACP7,1.7435897435897436,1.0
109,ACPP,1.7435897435897436,1.0
110,ACR,inf,0.3669724770642194
111,ACRBP,0.0,0.531090723751279
112,ACSBG1,0.0,1.0
113,ACSBG2,inf,0.3669724770642194
114,ACSF2,0.0,1.0
115,ACSL1,0.0,0.531090723751279
116,ACSL4,0.0,1.0
117,ACSL5,0.0,1.0
118,ACSL6,0.8589743589743589,1.0
119,ACSM1,0.5641025641025641,1.0
120,ACSM2A,0.0,0.531090723751279
121,ACSM2B,0.0,0.29663608562691196
122,ACSM4,0.0,0.531090723751279
123,ACSM5,3.5789473684210527,0.5530023721741135
124,ACSS2,0.0,0.531090723751279
125,ACSS3,0.8589743589743589,1.0
126,ACTA1,0.0,1.0
127,ACTA2,0.0,1.0
128,ACTB,0.0,1.0
129,ACTBL2,0.0,1.0
130,ACTC1,0.0,1.0
131,ACTL7B,0.0,1.0
132,ACTL8,0.0,1.0
133,ACTL9,0.0,0.29663608562691196
134,ACTN1,0.0,1.0
135,ACTN2,0.4166666666666667,0.6501932310544951
136,ACTN3,0.5641025641025641,1.0
137,ACTN4,0.0,0.29663608562691196
138,ACTR10,inf,0.3669724770642194
139,ACTR1B,0.0,1.0
140,ACTR2,0.0,1.0
141,ACTR3B,inf,0.13251783893985863
142,ACTR5,0.0,1.0
143,ACTRT2,0.0,1.0
144,ACTRT3,0.0,0.29663608562691196
145,ACVR1B,0.0,1.0
146,ACVR1C,1.7435897435897436,1.0
147,ACVRL1,0.0,0.29663608562691196
148,ACY3,0.0,0.531090723751279
149,ADA,0.0,1.0
150,ADAD1,inf,0.13251783893985863
151,ADAD2,0.0,1.0
152,ADAM10,0.0,1.0
153,ADAM11,inf,0.3669724770642194
154,ADAM12,0.5641025641025641,1.0
155,ADAM15,inf,0.3669724770642194
156,ADAM17,0.0,1.0
157,ADAM18,inf,0.3669724770642194
158,ADAM19,0.0,0.29663608562691196
159,ADAM2,0.0,0.2943622353188813
160,ADAM20,inf,0.3669724770642194
161,ADAM22,0.0,0.29663608562691196
162,ADAM23,0.0,1.0
163,ADAM28,0.0,0.29663608562691196
164,ADAM29,inf,0.13251783893985863
165,ADAM30,0.0,1.0
166,ADAM32,0.5641025641025641,1.0
167,ADAM33,0.0,1.0
168,ADAM7,0.0,1.0
169,ADAM8,0.0,1.0
170,ADAM9,0.0,0.531090723751279
171,ADAMDEC1,inf,0.3669724770642194
172,ADAMTS1,0.8589743589743589,1.0
173,ADAMTS10,1.7837837837837838,0.6670108641768699
174,ADAMTS12,0.0,0.04572270485281857
175,ADAMTS13,1.7435897435897436,1.0
176,ADAMTS14,0.0,0.2943622353188813
177,ADAMTS15,0.4166666666666667,0.6501932310544951
178,ADAMTS16,0.5641025641025641,1.0
179,ADAMTS17,0.0,0.29663608562691196
180,ADAMTS18,1.763157894736842,0.6232850180586861
181,ADAMTS19,0.0,1.0
182,ADAMTS2,inf,0.3669724770642194
183,ADAMTS20,0.8589743589743589,1.0
184,ADAMTS3,1.763157894736842,0.6232850180586861
185,ADAMTS4,0.0,1.0
186,ADAMTS5,0.0,0.2943622353188813
187,ADAMTS6,1.7435897435897436,1.0
188,ADAMTS7,0.0,0.531090723751279
189,ADAMTS8,0.0,0.29663608562691196
190,ADAMTS9,0.0,0.531090723751279
191,ADAMTSL1,1.7435897435897436,1.0
192,ADAMTSL2,0.8589743589743589,1.0
193,ADAMTSL3,0.0,0.531090723751279
194,ADAP2,inf,0.3669724770642194
195,ADARB1,0.0,1.0
196,ADARB2,0.0,0.531090723751279
197,ADAT1,inf,0.3669724770642194
198,ADAT2,0.0,1.0
199,ADAT3,0.0,1.0
200,ADCK3,3.5789473684210527,0.5530023721741135
201,ADCK5,0.4166666666666667,0.6501932310544951
202,ADCY1,0.8589743589743589,1.0
203,ADCY10,0.0,0.29663608562691196
204,ADCY2,2.7162162162162162,0.35420288810060474
205,ADCY3,1.7435897435897436,1.0
206,ADCY4,0.0,0.531090723751279
207,ADCY5,inf,0.13251783893985863
208,ADCY7,1.7435897435897436,1.0
209,ADCY8,1.763157894736842,0.6232850180586861
210,ADCYAP1,inf,0.3669724770642194
211,ADCYAP1R1,0.0,1.0
212,ADD1,inf,0.3669724770642194
213,ADD2,0.0,1.0
214,ADD3,inf,0.3669724770642194
215,ADGB,0.7181467181467182,0.7430326291426421
216,ADGRA1,3.5789473684210527,0.5530023721741135
217,ADGRA2,0.4166666666666667,0.6501932310544951
218,ADGRA3,0.0,0.531090723751279
219,ADGRB1,0.8552631578947368,1.0
220,ADGRB2,1.7435897435897436,1.0
221,ADGRB3,1.1578947368421053,1.0
222,ADGRD1,0.0,0.531090723751279
223,ADGRD2,0.0,1.0
224,ADGRE1,0.0,1.0
225,ADGRE2,1.7435897435897436,1.0
226,ADGRE3,0.8589743589743589,1.0
227,ADGRF1,0.0,1.0
228,ADGRF2,3.5789473684210527,0.5530023721741135
229,ADGRF3,0.5641025641025641,1.0
230,ADGRF4,inf,0.3669724770642194
231,ADGRF5,0.5641025641025641,1.0
232,ADGRG1,1.7435897435897436,1.0
233,ADGRG2,0.0,0.531090723751279
234,ADGRG3,0.0,1.0
235,ADGRG4,0.0,0.15580501914643607
236,ADGRG5,inf,0.3669724770642194
237,ADGRG6,1.763157894736842,0.6232850180586861
238,ADGRG7,0.0,1.0
239,ADGRL1,0.0,1.0
240,ADGRL2,1.7435897435897436,1.0
241,ADGRL3,0.0,0.29663608562691196
242,ADGRL4,0.0,1.0
243,ADGRV1,0.7532467532467533,0.7812183346606643
244,ADH1C,0.0,1.0
245,ADHFE1,1.7435897435897436,1.0
246,ADI1,inf,0.3669724770642194
247,ADIG,inf,0.3669724770642194
248,ADIPOQ,inf,0.3669724770642194
249,ADIPOR1,0.0,1.0
250,ADK,1.7435897435897436,1.0
251,ADNP,0.0,0.531090723751279
252,ADO,inf,0.3669724770642194
253,ADORA2A,0.0,1.0
254,ADORA2B,inf,0.3669724770642194
255,ADORA3,0.0,0.531090723751279
256,ADPGK,0.0,1.0
257,ADPRM,0.0,1.0
258,ADRA1A,0.0,1.0
259,ADRA1B,inf,0.13251783893985863
260,ADRA1D,0.0,0.29663608562691196
261,ADRA2A,inf,0.3669724770642194
262,ADRA2B,0.0,1.0
263,ADRA2C,0.0,1.0
264,ADRB1,0.0,1.0
265,ADRB3,inf,0.3669724770642194
266,ADSL,0.8589743589743589,1.0
267,ADSS,0.0,0.29663608562691196
268,ADSSL1,0.5641025641025641,1.0
269,AEBP1,0.8589743589743589,1.0
270,AEBP2,inf,0.3669724770642194
271,AES,inf,0.3669724770642194
272,AFAP1L2,1.7435897435897436,1.0
273,AFF1,1.7435897435897436,1.0
274,AFF2,1.763157894736842,0.6232850180586861
275,AFF3,0.8589743589743589,1.0
276,AFF4,0.0,1.0
277,AFG3L2,0.0,1.0
278,AFMID,0.0,1.0
279,AGA,0.0,1.0
280,AGAP1,1.763157894736842,0.6232850180586861
281,AGAP10P,0.0,1.0
282,AGAP12P,inf,0.3669724770642194
283,AGAP2,0.0,1.0
284,AGAP3,0.0,1.0
285,AGAP5,0.0,1.0
286,AGAP6,1.7435897435897436,1.0
287,AGAP9,1.7435897435897436,1.0
288,AGBL1,1.7435897435897436,1.0
289,AGBL2,0.0,0.531090723751279
290,AGBL3,0.0,1.0
291,AGBL4,2.7162162162162162,0.35420288810060474
292,AGBL5,1.763157894736842,0.6232850180586861
293,AGER,0.0,1.0
294,AGFG1,inf,0.3669724770642194
295,AGGF1,inf,0.3669724770642194
296,AGK,3.5789473684210527,0.5530023721741135
297,AGL,1.3175675675675675,0.7058057149523868
298,AGMAT,inf,0.13251783893985863
299,AGMO,0.0,1.0
300,AGO1,0.0,0.2943622353188813
301,AGO2,inf,0.3669724770642194
302,AGO3,inf,0.3669724770642194
303,AGO4,0.0,1.0
304,AGPAT2,0.0,1.0
305,AGPS,inf,0.3669724770642194
306,AGR2,inf,0.3669724770642194
307,AGRN,0.4166666666666667,0.6501932310544951
308,AGT,0.0,0.29663608562691196
309,AGTPBP1,3.5789473684210527,0.5530023721741135
310,AGTR1,0.5641025641025641,1.0
311,AGTR2,0.0,1.0
312,AGTRAP,0.0,1.0
313,AGXT,inf,0.3669724770642194
314,AGXT2,0.0,1.0
315,AHCTF1,0.8589743589743589,1.0
316,AHCY,0.0,0.29663608562691196
317,AHCYL2,3.5789473684210527,0.5530023721741135
318,AHDC1,0.5641025641025641,1.0
319,AHI1,0.0,1.0
320,AHNAK,1.8529411764705883,0.35091053171576736
321,AHNAK2,0.8472222222222222,1.0
322,AHR,0.0,1.0
323,AHRR,1.7435897435897436,1.0
324,AHSA2,0.0,1.0
325,AHSG,0.0,1.0
326,AHSP,0.0,1.0
327,AICDA,inf,0.13251783893985863
328,AIF1,inf,0.3669724770642194
329,AIFM1,0.0,1.0
330,AIFM3,0.0,1.0
331,AIM1,1.763157894736842,0.6232850180586861
332,AIM1L,1.7435897435897436,1.0
333,AIM2,0.8589743589743589,1.0
334,AIMP2,inf,0.3669724770642194
335,AIP,0.0,1.0
336,AIRE,0.0,0.531090723751279
337,AJAP1,inf,0.3669724770642194
338,AJUBA,0.5405405405405406,0.529592384369292
339,AK2,0.0,1.0
340,AK5,0.0,0.531090723751279
341,AK7,0.0,0.531090723751279
342,AK8,0.0,1.0
343,AK9,1.7435897435897436,1.0
344,AKAP1,1.7435897435897436,1.0
345,AKAP10,inf,0.3669724770642194
346,AKAP11,1.7435897435897436,1.0
347,AKAP12,7.555555555555555,0.059608157686421685
348,AKAP13,0.0,0.531090723751279
349,AKAP4,0.8589743589743589,1.0
350,AKAP6,1.763157894736842,0.6232850180586861
351,AKAP8L,0.0,1.0
352,AKAP9,1.7435897435897436,1.0
353,AKIRIN2,1.7435897435897436,1.0
354,AKNA,3.5789473684210527,0.5530023721741135
355,AKNAD1,inf,0.3669724770642194
356,AKR1B1,inf,0.3669724770642194
357,AKR1C3,inf,0.3669724770642194
358,AKR1C4,inf,0.3669724770642194
359,AKR1D1,inf,0.3669724770642194
360,AKR1E2,0.0,0.531090723751279
361,AKR7A2,inf,0.3669724770642194
362,AKT2,0.0,1.0
363,AL023806.1,0.0,1.0
364,AL034550.1,0.0,1.0
365,AL356053.1,0.0,1.0
366,AL356585.1,1.7435897435897436,1.0
367,AL589743.1,0.8589743589743589,1.0
368,ALAD,0.0,1.0
369,ALAS2,inf,0.3669724770642194
370,ALB,0.0,1.0
371,ALCAM,inf,0.13251783893985863
372,ALDH16A1,3.5789473684210527,0.5530023721741135
373,ALDH18A1,0.0,1.0
374,ALDH1A1,inf,0.3669724770642194
375,ALDH1A2,0.0,0.29663608562691196
376,ALDH1A3,0.0,0.531090723751279
377,ALDH1B1,inf,0.3669724770642194
378,ALDH1L1,0.0,0.29663608562691196
379,ALDH1L2,0.0,1.0
380,ALDH2,inf,0.3669724770642194
381,ALDH3A1,0.0,1.0
382,ALDH4A1,1.7435897435897436,1.0
383,ALDH6A1,inf,0.3669724770642194
384,ALDH7A1,0.0,1.0
385,ALDH8A1,1.7435897435897436,1.0
386,ALDH9A1,0.0,1.0
387,ALDOB,0.0,1.0
388,ALG10,0.8589743589743589,1.0
389,ALG10B,5.513513513513513,0.13896730526808923
390,ALG12,1.7435897435897436,1.0
391,ALG13,inf,0.04706241009079092
392,ALG1L2,0.0,1.0
393,ALG2,0.0,0.531090723751279
394,ALG3,1.7435897435897436,1.0
395,ALG8,inf,0.3669724770642194
396,ALG9,0.0,1.0
397,ALK,0.8589743589743589,1.0
398,ALKBH4,inf,0.3669724770642194
399,ALKBH8,0.0,1.0
400,ALLC,0.0,1.0
401,ALMS1,0.1955128205128205,0.15047912942620073
402,ALOX12B,0.5641025641025641,1.0
403,ALOX15,0.0,1.0
404,ALOX5,0.8589743589743589,1.0
405,ALOXE3,inf,0.3669724770642194
406,ALPI,inf,0.3669724770642194
407,ALPK1,0.8589743589743589,1.0
408,ALPK2,0.6736842105263158,1.0
409,ALPK3,0.0,0.531090723751279
410,ALPL,0.0,1.0
411,ALPP,1.7435897435897436,1.0
412,ALPPL2,0.5641025641025641,1.0
413,ALS2,inf,0.3669724770642194
414,ALS2CL,0.0,0.531090723751279
415,ALS2CR11,0.0,0.29663608562691196
416,ALX1,0.0,1.0
417,ALX4,0.0,1.0
418,AMBRA1,0.0,0.531090723751279
419,AMDHD1,inf,0.3669724770642194
420,AMDHD2,inf,0.3669724770642194
421,AMELX,0.0,0.531090723751279
422,AMER1,1.7435897435897436,1.0
423,AMER2,1.7435897435897436,1.0
424,AMFR,1.7435897435897436,1.0
425,AMH,1.7435897435897436,1.0
426,AMHR2,0.0,0.531090723751279
427,AMIGO2,1.7435897435897436,1.0
428,AMOT,0.0,1.0
429,AMOTL1,0.0,0.29663608562691196
430,AMPD2,0.0,1.0
431,AMPD3,inf,0.13251783893985863
432,AMPH,0.0,0.29663608562691196
433,AMY1C,0.0,1.0
434,AMZ1,0.8589743589743589,1.0
435,AMZ2,inf,0.3669724770642194
436,ANAPC1,0.5641025641025641,1.0
437,ANAPC2,3.5789473684210527,0.5530023721741135
438,ANAPC4,inf,0.3669724770642194
439,ANG,inf,0.3669724770642194
440,ANGEL1,0.0,1.0
441,ANGEL2,0.0,1.0
442,ANGPT1,0.0,0.15580501914643607
443,ANGPT2,0.0,1.0
444,ANGPT4,0.8589743589743589,1.0
445,ANGPTL2,inf,0.3669724770642194
446,ANGPTL3,inf,0.3669724770642194
447,ANGPTL6,0.0,1.0
448,ANHX,0.0,0.531090723751279
449,ANK1,0.40131578947368424,0.31955734703380007
450,ANK2,2.8676470588235294,0.16658317249069496
451,ANK3,0.5526315789473685,0.7077285534167479
452,ANKAR,inf,0.3669724770642194
453,ANKDD1B,0.0,1.0
454,ANKEF1,0.0,1.0
455,ANKFN1,0.8589743589743589,1.0
456,ANKH,inf,0.3669724770642194
457,ANKHD1-EIF4EBP3,0.5641025641025641,1.0
458,ANKIB1,0.0,1.0
459,ANKK1,inf,0.3669724770642194
460,ANKLE2,1.7435897435897436,1.0
461,ANKMY1,1.7435897435897436,1.0
462,ANKRD1,0.0,1.0
463,ANKRD11,1.037837837837838,1.0
464,ANKRD12,1.7435897435897436,1.0
465,ANKRD13B,0.0,0.531090723751279
466,ANKRD13C,0.0,1.0
467,ANKRD17,0.2692307692307692,0.4191548731111173
468,ANKRD18A,0.8589743589743589,1.0
469,ANKRD2,0.0,1.0
470,ANKRD20A1,0.0,0.2943622353188813
471,ANKRD20A4,0.0,1.0
472,ANKRD22,0.0,1.0
473,ANKRD24,1.7435897435897436,1.0
474,ANKRD26,0.0,0.29663608562691196
475,ANKRD28,inf,0.3669724770642194
476,ANKRD30A,0.5526315789473685,0.7077285534167479
477,ANKRD30B,0.2692307692307692,0.4191548731111173
478,ANKRD31,0.8589743589743589,1.0
479,ANKRD33,0.0,0.531090723751279
480,ANKRD33B,0.0,1.0
481,ANKRD34B,0.0,1.0
482,ANKRD34C,0.8589743589743589,1.0
483,ANKRD35,0.5641025641025641,1.0
484,ANKRD36B,0.0,1.0
485,ANKRD36C,0.5641025641025641,1.0
486,ANKRD40,0.0,1.0
487,ANKRD45,inf,0.3669724770642194
488,ANKRD50,inf,0.3669724770642194
489,ANKRD52,inf,0.3669724770642194
490,ANKRD55,0.0,1.0
491,ANKRD6,0.0,0.531090723751279
492,ANKRD63,0.0,1.0
493,ANKRD65,inf,0.3669724770642194
494,ANKRD7,inf,0.13251783893985863
495,ANKRD9,0.8589743589743589,1.0
496,ANKS1A,0.0,0.531090723751279
497,ANKS1B,0.5641025641025641,1.0
498,ANKS3,0.0,1.0
499,ANKS4B,0.0,1.0
500,ANKS6,0.0,0.2943622353188813
501,ANKUB1,0.0,0.531090723751279
502,ANKZF1,0.8589743589743589,1.0
503,ANLN,0.0,0.29663608562691196
504,ANO1,0.0,1.0
505,ANO2,inf,0.13251783893985863
506,ANO3,1.7435897435897436,1.0
507,ANO4,0.8589743589743589,1.0
508,ANO5,1.037837837837838,1.0
509,ANO6,inf,0.3669724770642194
510,ANO7,inf,0.3669724770642194
511,ANO9,1.7435897435897436,1.0
512,ANOS1,inf,0.3669724770642194
513,ANTXR2,0.0,1.0
514,ANXA11,0.0,1.0
515,ANXA3,0.0,1.0
516,ANXA5,0.0,1.0
517,ANXA6,0.0,1.0
518,ANXA8L1,inf,0.3669724770642194
519,ANXA9,0.0,0.531090723751279
520,AOAH,0.0,0.531090723751279
521,AOC1,0.8589743589743589,1.0
522,AOC3,0.5641025641025641,1.0
523,AOX1,0.0,0.531090723751279
524,AP1G1,0.0,0.531090723751279
525,AP1G2,inf,0.3669724770642194
526,AP1M2,0.0,0.531090723751279
527,AP2A1,inf,0.3669724770642194
528,AP2A2,0.0,0.29663608562691196
529,AP3B1,0.0,0.531090723751279
530,AP3B2,0.8552631578947368,1.0
531,AP3D1,1.7435897435897436,1.0
532,AP3M1,0.0,1.0
533,AP4E1,inf,0.3669724770642194
534,AP4M1,0.0,1.0
535,AP5Z1,0.0,1.0
536,APBA1,0.0,0.531090723751279
537,APBA2,0.0,0.29663608562691196
538,APBB1,3.5789473684210527,0.5530023721741135
539,APBB1IP,0.0,1.0
540,APBB2,0.0,1.0
541,APBB3,1.7435897435897436,1.0
542,APC,1.7837837837837838,0.6670108641768699
543,APC2,1.763157894736842,0.6232850180586861
544,APCDD1,1.7435897435897436,1.0
545,APCDD1L,inf,0.3669724770642194
546,APCS,0.0,1.0
547,APEH,0.0,0.531090723751279
548,APEX1,1.7435897435897436,1.0
549,APEX2,0.0,1.0
550,API5,1.7435897435897436,1.0
551,APIP,0.0,1.0
552,APLF,0.0,1.0
553,APLNR,0.0,0.531090723751279
554,APLP1,1.7435897435897436,1.0
555,APMAP,inf,0.3669724770642194
556,APOA4,0.0,1.0
557,APOB,0.7407407407407407,0.7646907669009957
558,APOBEC1,1.7435897435897436,1.0
559,APOBEC3B,0.0,1.0
560,APOBEC3D,0.0,0.531090723751279
561,APOBEC3F,1.763157894736842,0.6232850180586861
562,APOBEC4,inf,0.3669724770642194
563,APOBR,0.8589743589743589,1.0
564,APOH,1.7435897435897436,1.0
565,APOL2,inf,0.3669724770642194
566,APOL3,0.0,0.531090723751279
567,APOL4,1.7435897435897436,1.0
568,APOL5,1.7435897435897436,1.0
569,APOL6,0.0,1.0
570,APOM,0.0,1.0
571,APOPT1,0.0,1.0
572,APP,0.0,1.0
573,APPL1,0.0,1.0
574,AQP10,0.0,1.0
575,AQP11,0.0,1.0
576,AQP12A,1.7435897435897436,1.0
577,AQP12B,inf,0.3669724770642194
578,AQP2,0.0,1.0
579,AQP5,1.7435897435897436,1.0
580,AQP9,0.0,1.0
581,AQR,0.0,0.531090723751279
582,AR,3.5789473684210527,0.5530023721741135
583,ARAF,0.0,0.29663608562691196
584,ARAP1,0.0,0.2943622353188813
585,ARAP2,0.0,0.531090723751279
586,ARAP3,inf,0.3669724770642194
587,ARF5,0.0,1.0
588,ARF6,inf,0.3669724770642194
589,ARFGAP1,0.0,1.0
590,ARFGAP2,inf,0.13251783893985863
591,ARFGEF1,3.5789473684210527,0.5530023721741135
592,ARFGEF2,0.8589743589743589,1.0
593,ARFGEF3,1.4222222222222223,0.7221974369109656
594,ARFIP2,0.0,1.0
595,ARGFX,0.0,1.0
596,ARHGAP1,0.0,0.531090723751279
597,ARHGAP11A,0.0,1.0
598,ARHGAP12,0.0,1.0
599,ARHGAP15,inf,0.3669724770642194
600,ARHGAP17,0.0,1.0
601,ARHGAP18,inf,0.3669724770642194
602,ARHGAP21,1.763157894736842,0.6232850180586861
603,ARHGAP22,0.0,1.0
604,ARHGAP23,0.0,1.0
605,ARHGAP24,1.7435897435897436,1.0
606,ARHGAP25,1.7435897435897436,1.0
607,ARHGAP26,1.7435897435897436,1.0
608,ARHGAP27,0.0,1.0
609,ARHGAP28,0.0,0.2943622353188813
610,ARHGAP29,1.7435897435897436,1.0
611,ARHGAP30,inf,0.3669724770642194
612,ARHGAP31,1.1578947368421053,1.0
613,ARHGAP32,0.0,0.29663608562691196
614,ARHGAP33,0.5641025641025641,1.0
615,ARHGAP35,0.3282051282051282,0.4113828407166925
616,ARHGAP36,0.0,0.2943622353188813
617,ARHGAP39,2.7162162162162162,0.35420288810060474
618,ARHGAP4,1.7435897435897436,1.0
619,ARHGAP40,0.8589743589743589,1.0
620,ARHGAP42,0.0,1.0
621,ARHGAP44,0.0,1.0
622,ARHGAP45,0.0,0.29663608562691196
623,ARHGAP5,2.7162162162162162,0.35420288810060474
624,ARHGAP9,3.5789473684210527,0.5530023721741135
625,ARHGEF1,0.0,0.2943622353188813
626,ARHGEF10,inf,0.13251783893985863
627,ARHGEF11,1.7435897435897436,1.0
628,ARHGEF15,0.0,1.0
629,ARHGEF16,0.0,0.531090723751279
630,ARHGEF17,0.8589743589743589,1.0
631,ARHGEF18,0.0,0.531090723751279
632,ARHGEF19,0.0,1.0
633,ARHGEF25,1.7435897435897436,1.0
634,ARHGEF28,1.7435897435897436,1.0
635,ARHGEF3,inf,0.3669724770642194
636,ARHGEF33,0.0,1.0
637,ARHGEF38,0.0,0.531090723751279
638,ARHGEF4,inf,0.3669724770642194
639,ARHGEF40,1.7435897435897436,1.0
640,ARHGEF6,3.5789473684210527,0.5530023721741135
641,ARHGEF9,1.7435897435897436,1.0
642,ARID1A,1.1666666666666667,1.0
643,ARID1B,1.763157894736842,0.6232850180586861
644,ARID2,0.0,0.29663608562691196
645,ARID3A,0.0,1.0
646,ARID3B,inf,0.3669724770642194
647,ARID4A,inf,0.3669724770642194
648,ARID4B,0.0,1.0
649,ARID5A,0.0,1.0
650,ARID5B,0.8589743589743589,1.0
651,ARIH1,0.0,0.2943622353188813
652,ARIH2,inf,0.3669724770642194
653,ARIH2OS,0.0,1.0
654,ARL1,0.0,1.0
655,ARL10,0.0,1.0
656,ARL13A,0.0,1.0
657,ARL13B,0.0,1.0
658,ARL15,inf,0.3669724770642194
659,ARL4C,0.0,1.0
660,ARL5A,0.0,1.0
661,ARL6IP4,0.0,0.531090723751279
662,ARL9,0.0,1.0
663,ARMC2,1.7435897435897436,1.0
664,ARMC3,inf,0.13251783893985863
665,ARMC4,1.1578947368421053,1.0
666,ARMC5,0.0,0.531090723751279
667,ARMC7,inf,0.3669724770642194
668,ARMC8,0.0,0.531090723751279
669,ARMC9,inf,0.3669724770642194
670,ARMCX2,0.0,1.0
671,ARMCX3,inf,0.3669724770642194
672,ARMCX4,inf,0.13251783893985863
673,ARMCX5,inf,0.3669724770642194
674,ARMT1,0.0,1.0
675,ARNT,0.0,1.0
676,ARNT2,0.0,1.0
677,ARNTL,0.0,1.0
678,ARNTL2,0.0,1.0
679,ARPC1B,0.0,1.0
680,ARPC2,inf,0.3669724770642194
681,ARPC3,0.0,1.0
682,ARPIN,0.0,1.0
683,ARPP21,0.0,0.531090723751279
684,ARR3,inf,0.3669724770642194
685,ARRDC2,inf,0.3669724770642194
686,ARSA,0.0,1.0
687,ARSE,0.0,1.0
688,ARSJ,0.0,1.0
689,ARSK,0.0,1.0
690,ART1,0.0,1.0
691,ART5,0.0,1.0
692,ARTN,inf,0.3669724770642194
693,ARVCF,1.7435897435897436,1.0
694,ARX,0.0,1.0
695,ASAP1,0.0,0.531090723751279
696,ASAP2,inf,0.04706241009079092
697,ASAP3,0.0,0.2943622353188813
698,ASB1,0.0,0.531090723751279
699,ASB10,0.0,1.0
700,ASB11,0.0,1.0
701,ASB12,inf,0.13251783893985863
