,index,gain,neutral,loss,chromo,location
101,ABI2,3,102,4,2.0,203387983.5
102,ABI3,25,82,2,17.0,49216818.0
103,ABI3BP,8,89,12,3.0,100871335.5
104,ABL1,1,87,21,9.0,130800345.5
105,ABL2,45,62,2,1.0,179164507.0
106,ABLIM1,5,86,18,10.0,114599587.0
107,ABLIM2,4,94,11,4.0,8062071.0
108,ABLIM3,14,85,10,5.0,149201012.5
109,ABO,2,87,20,9.0,133263212.5
110,ABR,3,67,39,17.0,1116628.0
111,ABRA,44,64,1,8.0,106764863.5
112,ABRACL,4,80,25,6.0,139036023.5
113,ABT1,14,91,4,6.0,26598846.0
114,ABTB1,12,84,13,3.0,127676930.5
115,ABTB2,9,94,6,11.0,34254498.5
116,AC002429.5,19,87,3,,
117,AC004381.6,23,82,4,,
118,AC005281.1,45,62,2,7.0,12570758.5
119,AC006116.20,6,84,19,,
120,AC009014.3,9,87,13,5.0,136133973.5
121,AC009477.8,6,99,4,,
122,AC010731.4,3,101,5,2.0,206640677.5
123,AC013269.5,6,99,4,,
124,AC025335.1,2,66,41,,
125,AC092835.2,9,99,1,,
126,AC113404.1,7,86,16,5.0,76298502.0
127,AC114783.1,6,99,4,,
128,AC131097.4,3,99,7,,
129,AC138517.6,10,87,12,,
130,AC138647.1,38,70,1,8.0,141516687.5
131,AC138969.4,24,80,5,16.0,16309271.0
132,ACAA1,0,80,29,3.0,38120185.5
133,ACAA2,2,69,38,18.0,49798058.5
134,ACACA,22,82,5,17.0,37245914.0
135,ACACB,11,91,7,12.0,109192410.5
136,ACAD10,13,89,7,12.0,111721581.5
137,ACAD11,13,83,13,3.0,132609110.0
138,ACAD8,12,85,12,11.0,134259675.0
139,ACAD9,12,84,13,3.0,128897831.5
140,ACADL,3,101,5,2.0,210206286.5
141,ACADM,3,87,19,1.0,75755961.0
142,ACADS,9,90,10,12.0,120732891.0
143,ACADSB,3,88,18,10.0,123033634.5
144,ACADVL,2,65,42,17.0,7221195.5
145,ACAN,3,77,29,15.0,88839395.0
146,ACAP1,2,65,42,17.0,7344003.0
147,ACAP2,12,85,12,3.0,195358894.5
148,ACAP3,8,91,10,1.0,1300999.5
149,ACAT1,7,92,10,11.0,108132149.0
150,ACAT2,3,81,25,6.0,159770578.5
151,ACBD3,45,63,1,1.0,226165710.0
152,ACBD4,22,84,3,17.0,45138390.5
153,ACBD5,5,98,6,10.0,27218672.0
154,ACBD6,46,61,2,1.0,180386303.5
155,ACBD7,7,92,10,10.0,15082125.5
156,ACCS,11,91,7,11.0,44075081.0
157,ACCSL,11,91,7,11.0,44053979.0
158,ACD,16,81,12,16.0,67659163.5
159,ACE,27,80,2,17.0,63487720.5
160,ACE2,22,79,8,,
161,ACER1,4,79,26,19.0,6319877.0
162,ACER2,6,68,35,9.0,19430757.0
163,ACER3,16,90,3,11.0,76943832.0
164,ACHE,19,87,3,7.0,100893484.0
165,ACIN1,18,85,6,14.0,23077089.0
166,ACKR1,55,52,2,1.0,159204903.5
167,ACKR2,0,79,30,3.0,42846363.0
168,ACKR3,3,100,6,2.0,236575070.5
169,ACKR4,13,83,13,3.0,132608118.5
170,ACLY,24,82,3,17.0,41898729.5
171,ACMSD,4,100,5,2.0,134870325.0
172,ACO1,6,82,21,9.0,32419686.0
173,ACO2,3,78,28,22.0,41499053.0
174,ACOD1,3,76,30,13.0,76953574.5
175,ACOT1,14,88,7,14.0,73540469.5
176,ACOT11,7,90,12,1.0,54590724.5
177,ACOT12,8,85,16,5.0,81362087.5
178,ACOT13,14,90,5,6.0,24686050.0
179,ACOT2,13,92,4,14.0,73571639.0
180,ACOT4,13,92,4,14.0,73594101.0
181,ACOT6,13,92,4,14.0,73615416.5
182,ACOT7,9,89,11,1.0,6329330.0
183,ACOT8,14,88,7,20.0,45849563.0
184,ACOT9,21,80,8,,
185,ACOX1,26,78,5,17.0,75960342.0
186,ACOX2,1,77,31,3.0,58521209.5
187,ACOX3,4,94,11,4.0,8403502.5
188,ACOXL,4,102,3,2.0,110925397.5
189,ACP1,2,106,1,2.0,271211.5
190,ACP2,11,92,6,11.0,47244104.0
191,ACP5,3,80,26,19.0,11576834.0
192,ACP6,58,49,2,1.0,147650088.0
193,ACP7,8,87,14,19.0,39097703.0
194,ACPP,13,83,13,3.0,132342833.5
195,ACPT,4,83,22,,
196,ACR,5,73,31,22.0,50741767.5
197,ACRBP,12,77,20,12.0,6642754.0
198,ACRV1,11,88,10,11.0,125676198.0
199,ACSBG1,3,78,28,15.0,78206578.0
200,ACSBG2,4,79,26,19.0,6164170.5
201,ACSF2,28,79,2,17.0,50450501.5
202,ACSF3,11,77,21,16.0,89126248.0
203,ACSL1,4,87,18,4.0,184791206.5
204,ACSL3,3,101,5,2.0,222902790.5
205,ACSL4,31,71,7,,
206,ACSL5,5,85,19,10.0,112401199.0
207,ACSL6,9,86,14,5.0,131981108.0
208,ACSM1,23,82,4,16.0,20661063.5
209,ACSM2A,23,82,4,16.0,20469565.0
210,ACSM2B,23,82,4,16.0,20556326.5
211,ACSM3,23,82,4,16.0,20703912.0
212,ACSM4,12,77,20,12.0,7316504.0
213,ACSM5,22,83,4,16.0,20425435.0
214,ACSM6,3,87,19,10.0,95211564.0
215,ACSS1,9,89,11,20.0,25032605.0
216,ACSS2,18,88,3,20.0,34900054.0
217,ACSS3,10,91,8,12.0,81098812.0
218,ACTA1,48,59,2,1.0,229432671.5
219,ACTA2,4,88,17,10.0,88963206.5
220,ACTB,47,60,2,7.0,5545466.0
221,ACTBL2,11,87,11,5.0,57481414.5
222,ACTC1,3,69,37,15.0,34792889.5
223,ACTG1,28,76,5,17.0,81516909.0
224,ACTG2,5,103,1,2.0,73906089.5
225,ACTL10,13,90,6,20.0,33667734.0
226,ACTL6A,12,85,12,3.0,179575646.5
227,ACTL6B,19,88,2,7.0,100649772.5
228,ACTL7A,2,84,23,9.0,108863011.0
229,ACTL7B,2,84,23,9.0,108855287.0
230,ACTL8,8,88,13,1.0,17791198.0
231,ACTL9,5,77,27,19.0,8698097.5
232,ACTN1,14,91,4,14.0,68926791.5
233,ACTN2,47,60,2,1.0,236714386.0
234,ACTN3,18,90,1,11.0,66554864.5
235,ACTN4,9,88,12,19.0,38689619.0
236,ACTR10,24,83,2,14.0,58217858.0
237,ACTR1A,5,84,20,10.0,102482296.5
238,ACTR1B,8,99,2,2.0,97659991.5
239,ACTR2,4,104,1,2.0,65249503.0
240,ACTR3,5,101,3,2.0,113926329.5
241,ACTR3B,19,86,4,7.0,152807563.5
242,ACTR3C,19,88,2,7.0,150283820.5
243,ACTR5,14,86,9,20.0,38760490.0
244,ACTR6,12,90,7,12.0,100220493.5
245,ACTR8,1,77,31,3.0,53874609.0
246,ACTRT1,33,69,7,,
247,ACTRT2,9,91,9,1.0,3022185.0
248,ACTRT3,15,87,7,3.0,169768241.0
249,ACVR1,6,98,5,2.0,157806387.0
250,ACVR1B,8,93,8,12.0,51974388.5
251,ACVR1C,6,98,5,2.0,157577815.5
252,ACVR2A,4,100,5,2.0,147887671.5
253,ACVR2B,0,80,29,3.0,38473516.0
254,ACVRL1,8,93,8,12.0,51915134.5
255,ACY1,0,78,31,3.0,51986268.5
256,ACY3,20,88,1,11.0,67646642.5
257,ACYP1,12,93,4,14.0,75061360.0
258,ACYP2,4,103,2,2.0,54138069.0
259,ADA,16,85,8,20.0,44635877.5
260,ADAD1,4,91,14,4.0,122404384.0
261,ADAD2,12,76,21,16.0,84194153.0
262,ADAL,3,73,33,15.0,43342606.0
263,ADAM10,3,78,28,15.0,58669300.0
264,ADAM11,23,83,3,17.0,44770417.0
265,ADAM12,3,88,18,10.0,126200418.0
266,ADAM15,58,50,1,1.0,155056670.5
267,ADAM17,4,103,2,2.0,9522609.0
268,ADAM18,9,74,26,8.0,39657277.0
269,ADAM19,17,83,9,5.0,157485654.5
270,ADAM2,9,74,26,8.0,39791012.0
271,ADAM20,13,92,4,14.0,70528686.5
272,ADAM21,13,92,4,14.0,70456039.5
273,ADAM22,21,86,2,7.0,88068516.0
274,ADAM23,3,101,5,2.0,206532329.5
275,ADAM28,3,69,37,8.0,24326541.5
276,ADAM29,2,92,15,4.0,174903924.0
277,ADAM30,9,86,14,1.0,119895024.0
278,ADAM32,9,73,27,8.0,39195953.5
279,ADAM33,10,85,14,20.0,3675105.5
280,ADAM7,3,69,37,8.0,24483950.0
281,ADAM8,3,89,17,10.0,133269644.0
282,ADAM9,9,73,27,8.0,39051065.0
283,ADAMDEC1,3,69,37,8.0,24395149.0
284,ADAMTS1,7,91,11,21.0,26840582.0
285,ADAMTS10,5,77,27,19.0,8595487.5
286,ADAMTS12,40,69,0,5.0,33707777.0
287,ADAMTS13,2,86,21,9.0,133436880.0
288,ADAMTS14,5,89,15,10.0,70717473.5
289,ADAMTS15,13,86,10,11.0,130462807.5
290,ADAMTS16,48,61,0,5.0,5230317.0
291,ADAMTS17,4,75,30,15.0,100156721.0
292,ADAMTS18,12,78,19,16.0,77341423.5
293,ADAMTS19,9,85,15,5.0,129599482.0
294,ADAMTS2,20,82,7,5.0,179228157.0
295,ADAMTS20,7,96,6,12.0,43453034.5
296,ADAMTS3,7,96,6,4.0,72425095.0
297,ADAMTS4,57,51,1,1.0,161191678.0
298,ADAMTS5,7,91,11,21.0,26942505.0
299,ADAMTS6,7,88,14,5.0,65315329.0
300,ADAMTS7,4,77,28,15.0,78785335.0
301,ADAMTS8,13,86,10,11.0,130416766.0
302,ADAMTS9,3,76,30,3.0,64601827.0
303,ADAMTSL1,6,67,36,9.0,18408756.5
304,ADAMTSL2,2,86,21,9.0,133553841.5
305,ADAMTSL3,3,78,28,15.0,83846965.0
306,ADAMTSL4,60,48,1,1.0,150555153.0
307,ADAMTSL5,4,78,27,19.0,1509313.0
308,ADAP1,45,62,2,7.0,926653.5
309,ADAP2,15,85,9,17.0,30932833.0
310,ADAR,58,50,1,1.0,154605035.0
311,ADARB1,9,89,11,21.0,45150206.5
312,ADARB2,6,90,13,10.0,1457419.0
313,ADAT1,14,78,17,16.0,75610140.5
314,ADAT2,4,80,25,6.0,143436763.5
315,ADAT3,4,79,26,19.0,1909423.0
316,ADCK1,13,92,4,14.0,77867561.5
317,ADCK2,17,88,4,7.0,140684603.0
318,ADCK5,38,70,1,8.0,144383171.5
319,ADCY1,41,66,2,7.0,45648628.0
320,ADCY10,51,57,1,1.0,167861800.5
321,ADCY2,48,61,0,5.0,7613109.5
322,ADCY3,4,102,3,2.0,24869504.0
323,ADCY4,19,87,3,14.0,24326721.0
324,ADCY5,11,85,13,3.0,123366027.0
325,ADCY6,8,95,6,12.0,48777615.5
326,ADCY7,17,83,9,16.0,50282136.0
327,ADCY8,40,67,2,8.0,130910605.0
328,ADCY9,24,82,3,16.0,4034914.5
329,ADCYAP1,9,79,21,18.0,908521.5
330,ADCYAP1R1,43,64,2,7.0,31081970.0
331,ADD1,5,92,12,4.0,2886966.5
332,ADD2,5,103,1,2.0,70687921.5
333,ADD3,4,86,19,10.0,110065966.5
334,ADGB,3,80,26,6.0,146707214.5
335,ADGRA1,3,88,18,10.0,133101302.0
336,ADGRA2,10,70,29,8.0,37814543.5
337,ADGRA3,5,96,8,4.0,22430568.5
338,ADGRB1,39,69,1,8.0,142497219.5
339,ADGRB2,11,90,8,1.0,31746005.0
340,ADGRB3,5,82,22,6.0,69012394.0
341,ADGRD1,8,92,9,12.0,131047688.0
342,ADGRD2,0,89,20,9.0,124465007.0
343,ADGRE1,4,79,26,19.0,6914012.5
344,ADGRE2,3,81,25,19.0,14755476.0
345,ADGRE3,3,80,26,19.0,14654572.0
346,ADGRE5,3,80,26,19.0,14394613.0
347,ADGRF1,11,93,5,6.0,47020029.0
348,ADGRF2,12,93,4,6.0,47677116.5
349,ADGRF3,5,103,1,2.0,26327495.0
350,ADGRF4,12,93,4,6.0,47703942.5
351,ADGRF5,12,92,5,6.0,46903732.5
352,ADGRG1,15,84,10,16.0,57638116.0
353,ADGRG2,22,79,8,,
354,ADGRG3,15,83,11,16.0,57678827.5
355,ADGRG4,38,66,5,,
356,ADGRG5,15,84,10,16.0,57567162.0
357,ADGRG6,4,80,25,6.0,142374060.0
358,ADGRG7,8,89,12,3.0,100652540.0
359,ADGRL1,3,80,26,19.0,14176965.0
360,ADGRL2,3,88,18,1.0,81649298.0
361,ADGRL3,5,96,8,4.0,61639796.5
362,ADGRL4,4,87,18,1.0,79085944.0
363,ADGRV1,10,81,18,5.0,90846890.5
364,ADH1A,2,92,15,4.0,99283686.0
365,ADH1B,2,92,15,4.0,99328865.5
366,ADH1C,2,92,15,4.0,99344621.5
367,ADH4,2,92,15,4.0,99140724.5
368,ADH5,2,92,15,4.0,99079889.5
369,ADH6,2,92,15,4.0,99211087.5
370,ADH7,2,92,15,4.0,99423999.0
371,ADHFE1,31,76,2,8.0,66450699.5
372,ADI1,2,105,2,2.0,3508448.5
373,ADIG,14,86,9,20.0,38584829.0
374,ADIPOQ,11,86,12,3.0,186850583.5
375,ADIPOR1,49,58,2,1.0,202949699.0
376,ADIPOR2,10,80,19,12.0,1738624.0
377,ADIRF,4,88,17,10.0,86976183.0
378,ADK,6,88,15,10.0,74430582.5
379,ADM,7,94,8,11.0,10306235.0
380,ADM2,3,74,32,22.0,50483991.5
381,ADM5,3,84,22,19.0,49689619.5
382,ADNP,17,89,3,20.0,50910176.5
383,ADNP2,1,72,36,18.0,80128392.5
384,ADO,3,91,15,10.0,62806599.5
385,ADORA1,49,58,2,1.0,203129029.5
386,ADORA2A,7,78,24,22.0,24430118.0
387,ADORA2B,2,65,42,17.0,15960331.5
388,ADORA3,2,83,24,1.0,111501531.0
389,ADPGK,3,77,29,15.0,72768607.5
390,ADPRH,11,85,13,3.0,119584606.5
391,ADPRHL1,4,78,27,13.0,113426567.0
392,ADPRHL2,11,90,8,1.0,36091412.0
393,ADPRM,2,66,41,17.0,10704576.0
394,ADRA1A,3,68,38,8.0,26807714.0
395,ADRA1B,19,82,8,5.0,159919046.0
396,ADRA1D,10,85,14,20.0,4234958.5
397,ADRA2A,5,85,19,10.0,111078968.0
398,ADRA2B,9,99,1,2.0,96114723.5
399,ADRA2C,4,93,12,4.0,3767437.0
400,ADRB1,5,85,19,10.0,114045385.0
401,ADRB2,14,85,10,5.0,148826966.0
402,ADRB3,10,70,29,8.0,37964794.5
403,ADRM1,26,80,3,20.0,62305477.5
404,ADSL,3,79,27,22.0,40368481.5
405,ADSS,46,60,3,,
406,ADSSL1,16,90,3,,
407,ADTRP,12,92,5,6.0,11759550.0
408,AEBP1,41,66,2,7.0,44109453.5
409,AEBP2,11,76,22,12.0,19562423.0
410,AEN,3,77,29,15.0,88626809.0
411,AES,4,81,24,,
412,AF165138.7,10,84,15,,
413,AFAP1,4,94,11,4.0,7849320.0
414,AFAP1L1,14,85,10,5.0,149307748.0
415,AFAP1L2,5,86,18,10.0,114349790.0
416,AFDN,2,81,26,6.0,167899472.5
417,AFF1,3,94,12,4.0,87038028.0
418,AFF2,40,64,5,,
419,AFF3,7,100,2,2.0,99868923.5
420,AFF4,9,86,14,5.0,132919514.5
421,AFG3L2,8,83,18,18.0,12353085.5
422,AFM,6,97,6,4.0,73492873.0
423,AFMID,26,78,5,17.0,78197509.0
424,AFP,6,97,6,4.0,73443656.0
425,AFTPH,5,103,1,2.0,64558655.0
426,AGA,2,91,16,4.0,177436605.5
427,AGAP1,5,98,6,2.0,235812921.5
428,AGAP2,15,89,5,12.0,57732959.0
429,AGAP3,18,89,2,7.0,151115133.5
430,AGAP4,2,95,12,10.0,45839734.5
431,AGAP5,5,90,14,10.0,73686222.0
432,AGAP6,2,92,15,10.0,49996344.5
433,AGAP9,3,94,12,10.0,47512746.0
434,AGBL1,3,77,29,15.0,86554512.5
435,AGBL2,12,91,6,11.0,47687490.0
436,AGBL3,18,87,4,7.0,135067235.5
437,AGBL4,7,89,13,1.0,49278404.0
438,AGBL5,4,104,1,2.0,27056493.0
439,AGER,14,91,4,6.0,32182645.0
440,AGFG1,3,100,6,2.0,227516683.0
441,AGFG2,19,88,2,7.0,100553711.5
442,AGGF1,7,86,16,5.0,77047242.5
443,AGK,16,89,4,7.0,141603261.0
444,AGL,2,85,22,1.0,99887192.0
445,AGMAT,9,86,14,1.0,15578375.0
446,AGMO,47,60,2,7.0,15381166.0
447,AGO1,10,91,8,1.0,35900170.0
448,AGO2,38,70,1,8.0,140577894.5
449,AGO3,11,90,8,1.0,36001609.0
450,AGO4,10,91,8,1.0,35832953.0
451,AGPAT1,14,91,4,6.0,32173154.0
452,AGPAT2,1,88,20,9.0,136680300.0
453,AGPAT3,10,87,12,21.0,43926407.5
454,AGPAT4,2,81,26,6.0,161202014.0
455,AGPAT5,3,67,39,8.0,6735072.5
456,AGPS,5,98,6,2.0,177476028.0
457,AGR2,46,61,2,7.0,16812622.0
458,AGR3,45,62,2,7.0,16870699.5
459,AGRN,8,91,10,1.0,1038119.0
460,AGRP,15,81,13,16.0,67483192.0
461,AGT,48,59,2,1.0,230708322.5
462,AGTPBP1,1,83,25,9.0,85644284.0
463,AGTR1,12,86,11,3.0,148720396.0
464,AGTR2,32,71,6,,
465,AGTRAP,8,88,13,1.0,11745443.0
466,AGXT,3,99,7,2.0,240874663.0
467,AGXT2,38,71,0,5.0,35023118.0
468,AHCTF1,48,58,3,1.0,246885532.5
469,AHCY,17,86,6,20.0,34296035.0
470,AHCYL1,2,83,24,1.0,110004253.5
471,AHCYL2,18,89,2,7.0,129327617.0
472,AHDC1,8,91,10,1.0,27569233.0
473,AHI1,4,81,24,6.0,135390648.5
474,AHNAK,6,96,7,11.0,62494888.5
475,AHNAK2,17,89,3,14.0,104957809.0
476,AHR,45,62,2,7.0,17131255.5
477,AHRR,48,61,0,5.0,354980.5
478,AHSA1,13,92,4,14.0,77463671.0
479,AHSA2,4,103,2,,
480,AHSG,11,86,12,3.0,186617189.0
481,AHSP,24,82,3,16.0,31528351.5
482,AICDA,10,78,21,12.0,8607518.5
483,AIDA,46,62,1,1.0,222690611.5
484,AIF1,16,89,4,6.0,31616119.0
485,AIF1L,2,87,20,9.0,131109814.0
486,AIFM1,35,68,6,,
487,AIFM2,5,89,15,10.0,70115578.5
488,AIFM3,5,83,21,22.0,20973234.0
489,AIG1,4,80,25,6.0,143200777.0
490,AIM1,1,77,31,,
491,AIM1L,6,93,10,,
492,AIM2,55,52,2,1.0,159104790.0
493,AIMP1,3,92,14,4.0,106332500.0
494,AIMP2,47,60,2,7.0,6016544.5
495,AIP,20,88,1,11.0,67487064.5
496,AIPL1,2,65,42,17.0,6414446.0
497,AIRE,9,88,12,21.0,44292243.0
498,AJAP1,8,90,11,1.0,4723571.5
499,AJUBA,18,85,6,14.0,22976864.0
500,AK1,2,87,20,9.0,127872080.5
501,AK2,9,93,7,1.0,33044468.0
502,AK3,4,70,35,9.0,4725799.5
503,AK4,6,87,16,1.0,65189847.0
504,AK5,4,87,18,1.0,77420992.5
505,AK6,7,89,13,5.0,69360498.5
506,AK7,16,90,3,14.0,96440777.5
507,AK8,2,86,21,9.0,132802177.5
508,AK9,0,79,30,6.0,109592036.5
509,AKAIN1,7,81,21,18.0,5170207.0
510,AKAP1,25,80,4,17.0,57103219.0
511,AKAP10,5,70,34,17.0,19941322.5
512,AKAP11,2,69,38,13.0,42297706.5
513,AKAP12,3,79,27,6.0,151299263.0
514,AKAP13,3,77,29,15.0,85564964.5
515,AKAP14,32,71,6,,
516,AKAP17A,12,60,37,,
517,AKAP2,2,83,24,,
518,AKAP3,9,79,21,12.0,4632279.5
519,AKAP4,19,84,6,,
520,AKAP5,18,87,4,14.0,64470001.0
521,AKAP6,33,76,0,14.0,32583491.0
522,AKAP7,3,81,25,6.0,131209501.0
523,AKAP8,3,80,26,19.0,15366591.5
524,AKAP8L,3,80,26,19.0,15399595.5
525,AKAP9,19,87,3,7.0,92025770.0
526,AKIP1,7,95,7,11.0,8915611.5
527,AKIRIN1,11,91,7,1.0,38998667.5
528,AKIRIN2,0,80,29,6.0,87688546.5
529,AKNA,2,84,23,9.0,114364280.5
530,AKNAD1,2,85,22,1.0,108889691.0
531,AKR1A1,10,91,8,1.0,45560296.0
532,AKR1B1,18,87,4,7.0,134450820.0
533,AKR1B10,18,87,4,7.0,134534489.5
534,AKR1B15,18,87,4,7.0,134564492.5
535,AKR1C1,7,93,9,10.0,4973268.0
536,AKR1C2,8,92,9,10.0,5002715.5
537,AKR1C3,8,92,9,10.0,5071520.0
538,AKR1C4,7,94,8,10.0,5207205.5
539,AKR1D1,20,86,3,7.0,138060314.5
540,AKR1E2,7,93,9,10.0,4817345.5
541,AKR7A2,7,90,12,1.0,19308055.5
542,AKR7A3,7,90,12,1.0,19285671.5
543,AKT1,16,90,3,14.0,104782550.0
544,AKT1S1,2,85,22,19.0,49873746.0
545,AKT2,10,85,14,19.0,40257926.5
546,AKT3,46,60,3,1.0,243669656.0
547,AKTIP,16,82,11,16.0,53497725.5
548,AL359736.1,3,66,40,13.0,24150365.5
549,AL513523.2,58,50,1,1.0,153785770.5
550,ALAD,2,84,23,9.0,113393801.0
551,ALAS1,0,78,31,3.0,52206206.5
552,ALAS2,21,82,6,,
553,ALB,6,97,6,4.0,73409298.0
554,ALCAM,10,86,13,3.0,105471904.5
555,ALDH16A1,3,84,22,19.0,49462137.5
556,ALDH18A1,4,86,19,10.0,95631326.0
557,ALDH1A1,3,81,25,9.0,72990556.5
558,ALDH1A2,3,78,28,15.0,58225645.0
559,ALDH1A3,3,76,30,15.0,100897170.0
560,ALDH1B1,5,83,21,9.0,38395681.5
561,ALDH1L1,12,85,12,3.0,126150778.0
562,ALDH1L2,11,91,7,12.0,105063713.5
563,ALDH2,12,90,7,12.0,111792209.5
564,ALDH3A1,5,70,34,17.0,19743463.5
565,ALDH3A2,6,69,34,17.0,19666948.0
566,ALDH3B1,19,89,1,11.0,68018930.0
567,ALDH3B2,20,88,1,11.0,67671692.0
568,ALDH4A1,8,89,12,1.0,18887077.0
569,ALDH5A1,13,91,5,6.0,24516037.0
570,ALDH6A1,13,92,4,14.0,74070669.5
571,ALDH7A1,8,86,15,5.0,126563281.0
572,ALDH8A1,4,81,24,6.0,134933754.0
573,ALDH9A1,51,57,1,1.0,165680539.5
574,ALDOA,25,82,2,16.0,30067310.5
575,ALDOB,2,84,23,9.0,101435112.0
576,ALDOC,20,82,7,17.0,28575031.5
577,ALG1,24,83,2,16.0,5060651.0
578,ALG10,12,89,8,12.0,34026081.0
579,ALG10B,6,96,7,12.0,38323241.5
580,ALG11,2,68,39,13.0,52022999.0
581,ALG12,2,74,33,22.0,49909333.5
582,ALG13,32,71,6,,
583,ALG14,3,85,21,1.0,95023678.0
584,ALG1L,11,85,13,3.0,125933157.0
585,ALG1L2,20,78,11,3.0,130097529.0
586,ALG2,1,84,24,9.0,99219183.5
587,ALG3,12,86,11,3.0,184245924.5
588,ALG5,2,68,39,13.0,36974999.5
589,ALG6,6,87,16,1.0,63403064.0
590,ALG8,16,89,4,11.0,78120294.5
591,ALG9,10,88,11,11.0,111826888.0
