,index,gain,neutral,loss,chromo,location
78,ABCC9,6,88,1,12.0,21869965.0
79,ABCD1,6,74,15,,
80,ABCD2,7,87,1,12.0,39584918.0
81,ABCD3,5,88,2,1.0,94468527.5
82,ABCD4,4,86,5,14.0,74294162.0
83,ABCE1,2,84,9,4.0,145113906.0
84,ABCF1,4,91,0,6.0,30584286.0
85,ABCF2,11,82,2,7.0,151217501.5
86,ABCF3,9,85,1,3.0,184190017.5
87,ABCG1,3,86,6,21.0,42248466.5
88,ABCG2,2,86,7,4.0,88160889.0
89,ABCG4,1,89,5,11.0,119155852.5
90,ABCG5,8,87,0,2.0,43825668.5
91,ABCG8,8,87,0,2.0,43857465.0
92,ABHD1,7,88,0,2.0,27127300.5
93,ABHD10,7,88,0,3.0,111986189.0
94,ABHD11,11,80,4,7.0,73737480.5
95,ABHD11-AS1,11,80,4,7.0,73735598.0
96,ABHD12,8,86,1,20.0,25342788.5
97,ABHD12B,2,91,2,14.0,50888511.5
98,ABHD13,4,82,9,13.0,108226317.5
99,ABHD14A,6,85,4,3.0,51976312.5
100,ABHD14A-ACY1,6,85,4,3.0,51981944.5
101,ABHD14B,6,85,4,3.0,51975959.5
102,ABHD15,4,81,10,17.0,29563792.0
103,ABHD16A,4,91,0,6.0,31695155.5
104,ABHD16B,14,80,1,20.0,63862243.0
105,ABHD17A,2,85,8,19.0,1881178.5
106,ABHD17B,1,81,13,9.0,71886691.5
107,ABHD17C,0,84,11,15.0,80717652.5
108,ABHD18,1,84,10,4.0,128002616.5
109,ABHD2,0,86,9,15.0,89144907.0
110,ABHD3,4,89,2,18.0,21677840.5
111,ABHD4,4,89,2,14.0,22605726.0
112,ABHD5,2,89,4,3.0,43712239.5
113,ABHD6,2,88,5,3.0,58266612.5
114,ABHD8,8,84,3,19.0,17301183.5
115,ABI1,18,73,4,10.0,26803840.0
116,ABI2,4,89,2,2.0,203387983.5
117,ABI3,2,83,10,17.0,49216818.0
118,ABI3BP,9,86,0,3.0,100871335.5
119,ABL1,2,80,13,9.0,130800345.5
120,ABL2,24,71,0,1.0,179164507.0
121,ABLIM1,17,73,5,10.0,114599587.0
122,ABLIM2,1,87,7,4.0,8062071.0
123,ABLIM3,2,83,10,5.0,149201012.5
124,ABO,2,81,12,9.0,133263212.5
125,ABR,2,81,12,17.0,1116628.0
126,ABRA,14,80,1,8.0,106764863.5
127,ABRACL,1,92,2,6.0,139036023.5
128,ABRAXAS1,2,85,8,4.0,83491432.5
129,ABRAXAS2,21,71,3,10.0,124819243.0
130,ABT1,4,91,0,6.0,26598846.0
131,ABTB1,6,88,1,3.0,127676930.5
132,ABTB2,4,83,8,11.0,34254498.5
133,ACAA1,2,88,5,3.0,38120185.5
134,ACAA2,2,88,5,18.0,49798058.5
135,ACACA,1,87,7,17.0,37245914.0
136,ACACB,4,87,4,12.0,109192410.5
137,ACAD10,4,87,4,12.0,111721581.5
138,ACAD11,7,88,0,3.0,132609110.0
139,ACAD8,1,88,6,11.0,134259675.0
140,ACAD9,7,88,0,3.0,128897831.5
141,ACADL,5,88,2,2.0,210206286.5
142,ACADM,4,89,2,1.0,75755961.0
143,ACADS,4,86,5,12.0,120732891.0
144,ACADSB,20,71,4,10.0,123033634.5
145,ACADVL,2,84,9,17.0,7221195.5
146,ACAN,1,85,9,15.0,88839395.0
147,ACAP1,2,84,9,17.0,7344003.0
148,ACAP2,9,85,1,3.0,195358894.5
149,ACAP3,5,85,5,1.0,1300999.5
150,ACAT1,2,87,6,11.0,108132149.0
151,ACAT2,1,92,2,6.0,159770578.5
152,ACBD3,23,71,1,1.0,226165710.0
153,ACBD3-AS1,23,71,1,1.0,226151537.0
154,ACBD4,3,82,10,17.0,45138390.5
155,ACBD5,18,73,4,10.0,27218672.0
156,ACBD6,26,69,0,1.0,180386303.5
157,ACBD7,18,73,4,10.0,15082125.5
158,ACBD7-DCLRE1CP1,18,73,4,,
159,ACCS,3,85,7,11.0,44075081.0
160,ACCSL,3,85,7,11.0,44053979.0
161,ACD,1,83,11,16.0,67659163.5
162,ACE,4,85,6,17.0,63487720.5
163,ACE2,4,77,14,,
164,ACER1,2,87,6,19.0,6319877.0
165,ACER2,2,83,10,9.0,19430757.0
166,ACER3,3,87,5,11.0,76943832.0
167,ACHE,10,80,5,7.0,100893484.0
168,ACIN1,4,89,2,14.0,23077089.0
169,ACKR1,23,72,0,1.0,159204903.5
170,ACKR2,4,87,4,3.0,42846363.0
171,ACKR3,5,88,2,2.0,236575070.5
172,ACKR4,7,88,0,3.0,132608118.5
173,ACLY,4,82,9,17.0,41898729.5
174,ACMSD,5,89,1,2.0,134870325.0
175,ACO1,2,84,9,9.0,32419686.0
176,ACO2,1,83,11,22.0,41499053.0
177,ACOD1,5,84,6,13.0,76953574.5
178,ACOT1,4,86,5,14.0,73540469.5
179,ACOT11,4,89,2,1.0,54590724.5
180,ACOT12,1,85,9,5.0,81362087.5
181,ACOT13,5,90,0,6.0,24686050.0
182,ACOT2,4,86,5,14.0,73571639.0
183,ACOT4,4,86,5,14.0,73594101.0
184,ACOT6,4,86,5,14.0,73615416.5
185,ACOT7,3,86,6,1.0,6329330.0
186,ACOT8,8,85,2,20.0,45849563.0
187,ACOT9,4,77,14,,
188,ACOX1,5,83,7,17.0,75960342.0
189,ACOX2,2,88,5,3.0,58521209.5
190,ACOX3,1,87,7,4.0,8403502.5
191,ACOXL,5,89,1,2.0,110925397.5
192,ACOXL-AS1,5,89,1,2.0,111107376.0
193,ACP1,7,88,0,2.0,271211.5
194,ACP2,4,85,6,11.0,47244104.0
195,ACP4,4,85,6,19.0,50792817.0
196,ACP5,5,88,2,19.0,11576834.0
197,ACP6,23,72,0,1.0,147650088.0
198,ACP7,4,86,5,19.0,39097703.0
199,ACPP,7,88,0,3.0,132342833.5
200,ACR,2,81,12,22.0,50741767.5
201,ACRBP,7,87,1,12.0,6642754.0
202,ACRV1,1,88,6,11.0,125676198.0
203,ACSBG1,0,85,10,15.0,78206578.0
204,ACSBG2,2,87,6,19.0,6164170.5
205,ACSF2,5,81,9,17.0,50450501.5
206,ACSF3,1,83,11,16.0,89126248.0
207,ACSL1,1,82,12,4.0,184791206.5
208,ACSL3,4,89,2,2.0,222902790.5
209,ACSL4,4,79,12,,
210,ACSL5,17,74,4,10.0,112401199.0
211,ACSL6,1,85,9,5.0,131981108.0
212,ACSM1,2,87,6,16.0,20661063.5
213,ACSM2A,2,87,6,16.0,20469565.0
214,ACSM2B,2,87,6,16.0,20556326.5
215,ACSM3,3,86,6,16.0,20703912.0
216,ACSM4,7,87,1,12.0,7316504.0
217,ACSM5,2,87,6,16.0,20425435.0
218,ACSM6,18,73,4,10.0,95211564.0
219,ACSS1,8,86,1,20.0,25032605.0
220,ACSS2,9,85,1,20.0,34900054.0
221,ACSS3,4,87,4,12.0,81098812.0
222,ACTA1,23,71,1,1.0,229432671.5
223,ACTA2,16,75,4,10.0,88963206.5
224,ACTA2-AS1,16,75,4,10.0,88936605.0
225,ACTB,10,81,4,7.0,5545466.0
226,ACTBL2,1,86,8,5.0,57481414.5
227,ACTC1,1,82,12,15.0,34792889.5
228,ACTG1,7,82,6,17.0,81516909.0
229,ACTG1P17,0,85,10,15.0,82732388.5
230,ACTG1P20,3,86,6,1.0,27325562.5
231,ACTG1P4,5,87,3,1.0,103570113.5
232,ACTG2,7,88,0,2.0,73906089.5
233,ACTL10,10,84,1,20.0,33667734.0
234,ACTL6A,9,85,1,3.0,179575646.5
235,ACTL6B,10,80,5,7.0,100649772.5
236,ACTL7A,1,82,12,9.0,108863011.0
237,ACTL7B,1,82,12,9.0,108855287.0
238,ACTL8,2,87,6,1.0,17791198.0
239,ACTL9,4,87,4,19.0,8698097.5
240,ACTN1,2,88,5,14.0,68926791.5
241,ACTN1-AS1,2,88,5,14.0,68983572.5
242,ACTN2,23,71,1,1.0,236714386.0
243,ACTN3,5,88,2,11.0,66554864.5
244,ACTN4,5,85,5,19.0,38689619.0
245,ACTR10,1,90,4,14.0,58217858.0
246,ACTR1A,19,73,3,10.0,102482296.5
247,ACTR1B,6,89,0,2.0,97659991.5
248,ACTR2,7,88,0,2.0,65249503.0
249,ACTR3,10,85,0,2.0,113926329.5
250,ACTR3B,12,81,2,7.0,152807563.5
251,ACTR3BP2,6,89,0,2.0,91941354.0
252,ACTR3BP5,17,74,4,10.0,38697163.0
253,ACTR3C,11,82,2,7.0,150283820.5
254,ACTR5,7,87,1,20.0,38760490.0
255,ACTR6,4,87,4,12.0,100220493.5
256,ACTR8,2,88,5,3.0,53874609.0
257,ACTRT1,5,75,15,,
258,ACTRT2,4,86,5,1.0,3022185.0
259,ACTRT3,11,84,0,3.0,169768241.0
260,ACVR1,6,89,0,2.0,157806387.0
261,ACVR1B,7,86,2,12.0,51974388.5
262,ACVR1C,6,89,0,2.0,157577815.5
263,ACVR2A,5,89,1,2.0,147887671.5
264,ACVR2B,2,88,5,3.0,38473516.0
265,ACVR2B-AS1,2,88,5,3.0,38452923.5
266,ACVRL1,7,86,2,12.0,51915134.5
267,ACY1,6,85,4,3.0,51986268.5
268,ACY3,7,86,2,11.0,67646642.5
269,ACYP1,2,88,5,14.0,75061360.0
270,ACYP2,6,89,0,2.0,54138069.0
271,ADA,7,87,1,20.0,44635877.5
272,ADA2,1,83,11,22.0,17218512.5
273,ADAD1,1,85,9,4.0,122404384.0
274,ADAD2,0,83,12,16.0,84194153.0
275,ADAL,0,79,16,15.0,43342606.0
276,ADAM10,0,84,11,15.0,58669300.0
277,ADAM11,0,84,11,17.0,44770417.0
278,ADAM12,20,72,3,10.0,126200418.0
279,ADAM15,26,69,0,1.0,155056670.5
280,ADAM17,7,88,0,2.0,9522609.0
281,ADAM18,8,84,3,8.0,39657277.0
282,ADAM19,1,85,9,5.0,157485654.5
283,ADAM1A,4,87,4,12.0,111900327.0
284,ADAM2,8,84,3,8.0,39791012.0
285,ADAM20,2,88,5,14.0,70528686.5
286,ADAM20P1,2,88,5,14.0,70468658.0
287,ADAM21,2,88,5,14.0,70456039.5
288,ADAM21P1,2,88,5,14.0,70246646.0
289,ADAM22,10,80,5,7.0,88068516.0
290,ADAM23,4,89,2,2.0,206532329.5
291,ADAM28,8,81,6,8.0,24326541.5
292,ADAM29,1,83,11,4.0,174903924.0
293,ADAM30,3,89,3,1.0,119895024.0
294,ADAM32,8,84,3,8.0,39195953.5
295,ADAM33,9,84,2,20.0,3675105.5
296,ADAM3A,11,82,2,8.0,39486948.5
297,ADAM3B,0,88,7,16.0,49518181.5
298,ADAM5,8,84,3,8.0,39365984.5
299,ADAM6,3,90,2,14.0,105970999.0
300,ADAM7,8,81,6,8.0,24483950.0
301,ADAM8,20,72,3,10.0,133269644.0
302,ADAM9,8,84,3,8.0,39051065.0
303,ADAMDEC1,8,81,6,8.0,24395149.0
304,ADAMTS1,4,85,6,21.0,26840582.0
305,ADAMTS10,4,87,4,19.0,8595487.5
306,ADAMTS12,3,91,1,5.0,33707777.0
307,ADAMTS13,2,81,12,9.0,133436880.0
308,ADAMTS14,17,76,2,10.0,70717473.5
309,ADAMTS15,1,88,6,11.0,130462807.5
310,ADAMTS16,3,90,2,5.0,5230317.0
311,ADAMTS17,0,84,11,15.0,100156721.0
312,ADAMTS18,0,83,12,16.0,77341423.5
313,ADAMTS19,1,85,9,5.0,129599482.0
314,ADAMTS19-AS1,1,85,9,5.0,129442929.0
315,ADAMTS2,1,85,9,5.0,179228157.0
316,ADAMTS20,7,86,2,12.0,43453034.5
317,ADAMTS3,2,87,6,4.0,72425095.0
318,ADAMTS4,25,70,0,1.0,161191678.0
319,ADAMTS5,4,85,6,21.0,26942505.0
320,ADAMTS6,1,86,8,5.0,65315329.0
321,ADAMTS7,0,85,10,15.0,78785335.0
322,ADAMTS7P1,0,86,9,15.0,82316581.0
323,ADAMTS8,1,89,5,11.0,130416766.0
324,ADAMTS9,2,88,5,3.0,64601827.0
325,ADAMTS9-AS1,2,88,5,3.0,64577039.5
326,ADAMTS9-AS2,2,88,5,3.0,64869174.0
327,ADAMTSL1,2,83,10,9.0,18408756.5
328,ADAMTSL2,2,80,13,9.0,133553841.5
329,ADAMTSL3,0,86,9,15.0,83846965.0
330,ADAMTSL4,24,71,0,1.0,150555153.0
331,ADAMTSL4-AS1,24,71,0,1.0,150567377.0
332,ADAMTSL5,1,87,7,19.0,1509313.0
333,ADAP1,9,82,4,7.0,926653.5
334,ADAP2,3,82,10,17.0,30932833.0
335,ADAR,23,72,0,1.0,154605035.0
336,ADARB1,3,86,6,21.0,45150206.5
337,ADARB2,17,73,5,10.0,1457419.0
338,ADARB2-AS1,17,73,5,10.0,1541810.5
339,ADAT1,1,82,12,16.0,75610140.5
340,ADAT2,1,93,1,6.0,143436763.5
341,ADAT3,2,85,8,19.0,1909423.0
342,ADCK1,3,87,5,14.0,77867561.5
343,ADCK2,11,82,2,7.0,140684603.0
344,ADCK5,11,83,1,8.0,144383171.5
345,ADCY1,9,82,4,7.0,45648628.0
346,ADCY10,24,71,0,1.0,167861800.5
347,ADCY10P1,5,90,0,6.0,41120928.5
348,ADCY2,3,90,2,5.0,7613109.5
349,ADCY3,7,88,0,2.0,24869504.0
350,ADCY4,3,90,2,14.0,24326721.0
351,ADCY5,8,86,1,3.0,123366027.0
352,ADCY6,7,85,3,12.0,48777615.5
353,ADCY7,0,87,8,16.0,50282136.0
354,ADCY8,15,79,1,8.0,130910605.0
355,ADCY9,2,87,6,16.0,4034914.5
356,ADCYAP1,5,87,3,18.0,908521.5
357,ADCYAP1R1,11,80,4,7.0,31081970.0
358,ADD1,3,87,5,4.0,2886966.5
359,ADD2,7,88,0,2.0,70687921.5
360,ADD3,17,73,5,10.0,110065966.5
361,ADD3-AS1,17,73,5,10.0,109974242.5
362,ADGB,1,93,1,6.0,146707214.5
363,ADGRA1,20,71,4,10.0,133101302.0
364,ADGRA1-AS1,20,71,4,10.0,133085782.0
365,ADGRA2,10,82,3,8.0,37814543.5
366,ADGRA3,1,86,8,4.0,22430568.5
367,ADGRB1,14,80,1,8.0,142497219.5
368,ADGRB2,3,86,6,1.0,31746005.0
369,ADGRB3,1,93,1,6.0,69012394.0
370,ADGRD1,4,85,6,12.0,131047688.0
371,ADGRD1-AS1,4,85,6,12.0,130992057.0
372,ADGRE1,2,86,7,19.0,6914012.5
373,ADGRE2,6,87,2,19.0,14755476.0
374,ADGRE3,6,87,2,19.0,14654572.0
375,ADGRE4P,2,86,7,19.0,6975186.0
376,ADGRE5,5,88,2,19.0,14394613.0
377,ADGRF1,5,90,0,6.0,47020029.0
378,ADGRF2,5,90,0,6.0,47677116.5
379,ADGRF3,8,87,0,2.0,26327495.0
380,ADGRF4,5,90,0,6.0,47703942.5
381,ADGRF5,5,90,0,6.0,46903732.5
382,ADGRG1,1,84,10,16.0,57638116.0
383,ADGRG2,4,77,14,,
384,ADGRG3,1,84,10,16.0,57678827.5
385,ADGRG4,5,75,15,,
386,ADGRG5,1,84,10,16.0,57567162.0
387,ADGRG6,1,92,2,6.0,142374060.0
388,ADGRG7,9,85,1,3.0,100652540.0
389,ADGRL1,5,88,2,19.0,14176965.0
390,ADGRL2,4,89,2,1.0,81649298.0
391,ADGRL3,2,86,7,4.0,61639796.5
392,ADGRL3-AS1,2,86,7,4.0,62118653.0
393,ADGRL4,5,88,2,1.0,79085944.0
394,ADGRV1,1,85,9,5.0,90846890.5
395,ADH1A,1,86,8,4.0,99283686.0
396,ADH1B,1,86,8,4.0,99328865.5
397,ADH1C,1,86,8,4.0,99344621.5
398,ADH4,1,86,8,4.0,99140724.5
399,ADH5,1,86,8,4.0,99079889.5
400,ADH6,1,86,8,4.0,99211087.5
401,ADH7,1,86,8,4.0,99423999.0
402,ADHFE1,14,80,1,8.0,66450699.5
403,ADI1,7,88,0,2.0,3508448.5
404,ADIG,7,87,1,20.0,38584829.0
405,ADIPOQ,9,85,1,3.0,186850583.5
406,ADIPOQ-AS1,9,85,1,3.0,186854004.5
407,ADIPOR1,25,68,2,1.0,202949699.0
408,ADIPOR2,9,85,1,12.0,1738624.0
409,ADIRF,18,73,4,10.0,86976183.0
410,ADK,17,76,2,10.0,74430582.5
411,ADM,2,83,10,11.0,10306235.0
412,ADM2,2,81,12,22.0,50483991.5
413,ADM5,4,85,6,19.0,49689619.5
414,ADNP,9,84,2,20.0,50910176.5
415,ADNP-AS1,9,84,2,20.0,50938066.0
416,ADNP2,1,88,6,18.0,80128392.5
417,ADO,18,72,5,10.0,62806599.5
418,ADORA1,25,68,2,1.0,203129029.5
419,ADORA2A,2,82,11,22.0,24430118.0
420,ADORA2A-AS1,2,82,11,22.0,24462140.0
421,ADORA2B,1,84,10,17.0,15960331.5
422,ADORA3,5,87,3,1.0,111501531.0
423,ADPGK,0,85,10,15.0,72768607.5
424,ADPGK-AS1,0,85,10,15.0,72790517.0
425,ADPRH,9,86,0,3.0,119584606.5
426,ADPRHL1,3,83,9,13.0,113426567.0
427,ADPRHL2,3,87,5,1.0,36091412.0
428,ADPRM,2,83,10,17.0,10704576.0
429,ADRA1A,9,80,6,8.0,26807714.0
430,ADRA1B,1,85,9,5.0,159919046.0
431,ADRA1D,10,83,2,20.0,4234958.5
432,ADRA2A,17,74,4,10.0,111078968.0
433,ADRA2B,6,89,0,2.0,96114723.5
434,ADRA2C,2,87,6,4.0,3767437.0
435,ADRB1,17,73,5,10.0,114045385.0
436,ADRB2,1,84,10,5.0,148826966.0
437,ADRB3,11,81,3,8.0,37964794.5
438,ADRM1,15,79,1,20.0,62305477.5
439,ADSL,3,81,11,22.0,40368481.5
440,ADSS,26,68,1,,
441,ADSSL1,3,87,5,,
442,ADTRP,6,88,1,6.0,11759550.0
443,AEBP1,9,82,4,7.0,44109453.5
444,AEBP2,6,88,1,12.0,19562423.0
445,AEN,0,86,9,15.0,88626809.0
446,AES,1,86,8,,
447,AFAP1,1,87,7,4.0,7849320.0
448,AFAP1-AS1,1,87,7,4.0,7766502.5
449,AFAP1L1,2,83,10,5.0,149307748.0
450,AFAP1L2,17,73,5,10.0,114349790.0
451,AFDN,2,91,2,6.0,167899472.5
452,AFDN-DT,2,91,2,6.0,167824457.5
453,AFF1,1,86,8,4.0,87038028.0
454,AFF1-AS1,1,86,8,,
455,AFF2,4,76,15,,
456,AFF3,5,90,0,2.0,99868923.5
457,AFF4,2,84,9,5.0,132919514.5
458,AFG1L,1,91,3,6.0,108410893.5
459,AFG3L1P,0,83,12,16.0,89987373.5
460,AFG3L2,5,87,3,18.0,12353085.5
461,AFM,3,86,6,4.0,73492873.0
462,AFMID,5,84,6,17.0,78197509.0
463,AFP,3,86,6,4.0,73443656.0
464,AFTPH,7,88,0,2.0,64558655.0
465,AGA,1,83,11,4.0,177436605.5
466,AGAP1,5,88,2,2.0,235812921.5
467,AGAP1-IT1,5,88,2,2.0,235506658.5
468,AGAP11,18,73,4,10.0,86990433.5
469,AGAP12P,17,75,3,10.0,48020756.5
470,AGAP2,5,87,3,12.0,57732959.0
471,AGAP2-AS1,5,87,3,12.0,57727313.5
472,AGAP3,11,82,2,7.0,151115133.5
473,AGAP4,17,75,3,10.0,45839734.5
474,AGAP5,17,76,2,10.0,73686222.0
475,AGAP6,17,75,3,10.0,49996344.5
476,AGAP7P,17,74,4,10.0,46120489.5
477,AGAP9,17,75,3,10.0,47512746.0
478,AGBL1,0,86,9,15.0,86554512.5
479,AGBL1-AS1,0,86,9,15.0,86306411.0
480,AGBL2,3,86,6,11.0,47687490.0
481,AGBL3,11,82,2,7.0,135067235.5
482,AGBL4,4,89,2,1.0,49278404.0
483,AGBL4-IT1,4,89,2,1.0,49423143.0
484,AGBL5,7,88,0,2.0,27056493.0
485,AGBL5-AS1,7,88,0,2.0,27049973.5
486,AGER,4,91,0,6.0,32182645.0
487,AGFG1,6,87,2,2.0,227516683.0
488,AGFG2,10,80,5,7.0,100553711.5
489,AGGF1,1,85,9,5.0,77047242.5
490,AGK,10,83,2,7.0,141603261.0
491,AGL,6,86,3,1.0,99887192.0
492,AGMAT,4,86,5,1.0,15578375.0
493,AGMO,11,80,4,7.0,15381166.0
494,AGO1,2,88,5,1.0,35900170.0
495,AGO2,14,80,1,8.0,140577894.5
496,AGO3,2,88,5,1.0,36001609.0
497,AGO4,2,88,5,1.0,35832953.0
498,AGPAT1,4,91,0,6.0,32173154.0
499,AGPAT2,2,80,13,9.0,136680300.0
500,AGPAT3,5,85,5,21.0,43926407.5
501,AGPAT4,1,92,2,6.0,161202014.0
502,AGPAT4-IT1,1,92,2,,
503,AGPAT5,8,81,6,8.0,6735072.5
504,AGPS,4,90,1,2.0,177476028.0
505,AGR2,11,80,4,7.0,16812622.0
506,AGR3,11,80,4,7.0,16870699.5
507,AGRN,3,87,5,1.0,1038119.0
508,AGRP,0,84,11,16.0,67483192.0
509,AGT,23,71,1,1.0,230708322.5
510,AGTPBP1,1,81,13,9.0,85644284.0
511,AGTR1,9,86,0,3.0,148720396.0
512,AGTR2,6,75,14,,
513,AGTRAP,3,87,5,1.0,11745443.0
514,AGXT,5,88,2,2.0,240874663.0
515,AGXT2,4,90,1,5.0,35023118.0
516,AHCTF1,23,71,1,1.0,246885532.5
517,AHCTF1P1,6,89,0,,
518,AHCY,11,83,1,20.0,34296035.0
519,AHCYL1,5,87,3,1.0,110004253.5
520,AHCYL2,11,82,2,7.0,129327617.0
521,AHDC1,3,86,6,1.0,27569233.0
522,AHI1,1,93,1,6.0,135390648.5
523,AHNAK,6,84,5,11.0,62494888.5
524,AHNAK2,3,87,5,14.0,104957809.0
525,AHR,12,79,4,7.0,17131255.5
526,AHRR,3,90,2,5.0,354980.5
527,AHSA1,3,87,5,14.0,77463671.0
528,AHSA2P,7,88,0,2.0,61184310.5
529,AHSG,10,84,1,3.0,186617189.0
530,AHSP,0,89,6,16.0,31528351.5
531,AICDA,7,87,1,12.0,8607518.5
532,AIDA,23,70,2,1.0,222690611.5
533,AIF1,4,91,0,6.0,31616119.0
534,AIF1L,2,80,13,9.0,131109814.0
535,AIFM1,4,75,16,,
536,AIFM2,18,75,2,10.0,70115578.5
537,AIFM3,2,83,10,22.0,20973234.0
538,AIG1,1,93,1,6.0,143200777.0
539,AIM2,23,72,0,1.0,159104790.0
540,AIMP1,1,86,8,4.0,106332500.0
541,AIMP2,10,81,4,7.0,6016544.5
542,AIP,8,85,2,11.0,67487064.5
543,AIPL1,2,82,11,17.0,6414446.0
544,AIRE,4,86,5,21.0,44292243.0
545,AIRN,1,92,2,6.0,160005477.5
546,AJAP1,2,87,6,1.0,4723571.5
547,AJM1,2,81,12,9.0,136846608.0
548,AJUBA,4,89,2,14.0,22976864.0
549,AK1,3,82,10,9.0,127872080.5
550,AK2,3,86,6,1.0,33044468.0
551,AK3,2,84,9,9.0,4725799.5
552,AK4,3,89,3,1.0,65189847.0
553,AK5,4,89,2,1.0,77420992.5
554,AK6,1,90,4,5.0,69360498.5
555,AK7,1,89,5,14.0,96440777.5
556,AK8,2,80,13,9.0,132802177.5
557,AK9,1,91,3,6.0,109592036.5
558,AKAIN1,6,86,3,18.0,5170207.0
559,AKAP1,3,84,8,17.0,57103219.0
560,AKAP10,1,84,10,17.0,19941322.5
561,AKAP11,2,85,8,13.0,42297706.5
562,AKAP12,3,91,1,6.0,151299263.0
563,AKAP13,1,85,9,15.0,85564964.5
564,AKAP14,4,77,14,,
565,AKAP17A,4,78,13,,
566,AKAP2,1,82,12,,
567,AKAP3,8,86,1,12.0,4632279.5
568,AKAP4,4,81,10,,
569,AKAP5,3,88,4,14.0,64470001.0
570,AKAP6,4,90,1,14.0,32583491.0
571,AKAP7,1,92,2,6.0,131209501.0
572,AKAP8,7,85,3,19.0,15366591.5
573,AKAP8L,7,85,3,19.0,15399595.5
574,AKAP9,10,80,5,7.0,92025770.0
575,AKIP1,2,83,10,11.0,8915611.5
576,AKIRIN1,7,86,2,1.0,38998667.5
577,AKIRIN2,2,90,3,6.0,87688546.5
578,AKNA,1,82,12,9.0,114364280.5
579,AKNAD1,5,87,3,1.0,108889691.0
580,AKR1A1,6,87,2,1.0,45560296.0
