,index,gain,neutral,loss,chromo,location
154,AC006115.3,11,71,23,,
155,AC006129.4,26,74,5,,
156,AC006145.4,53,50,2,,
157,AC006196.1,21,81,3,2.0,194664140.5
158,AC006372.4,60,37,8,7.0,157526554.0
159,AC007038.7,22,82,1,,
160,AC007040.7,18,85,2,,
161,AC007099.1,22,82,1,2.0,75533387.0
162,AC007131.1,22,81,2,,
163,AC007163.3,25,78,2,,
164,AC007163.6,25,73,7,,
165,AC007182.6,6,67,32,,
166,AC007246.3,20,65,20,,
167,AC007249.3,19,82,4,,
168,AC007359.6,13,68,24,,
169,AC007365.1,19,84,2,2.0,64645655.0
170,AC007386.2,19,84,2,,
171,AC007392.3,20,84,1,,
172,AC007392.4,20,84,1,,
173,AC007403.1,20,84,1,2.0,67041256.0
174,AC007403.2,20,84,1,,
175,AC007403.3,20,84,1,,
176,AC007405.4,16,72,17,2.0,170772803.5
177,AC007461.2,12,82,11,,
178,AC007463.2,30,72,3,2.0,7945342.0
179,AC007740.1,26,76,3,,
180,AC007750.5,32,70,3,,
181,AC007773.2,13,70,22,,
182,AC007879.2,28,76,1,2.0,207227628.5
183,AC007880.1,19,84,2,2.0,64834106.5
184,AC007966.1,21,82,2,2.0,185661840.0
185,AC007970.1,21,83,1,,
186,AC008697.1,11,85,9,,
187,AC008703.1,11,85,9,5.0,159497908.5
188,AC009120.4,6,78,21,16.0,74284967.0
189,AC009227.2,19,83,3,2.0,154460338.5
190,AC009264.1,48,55,2,7.0,136933833.0
191,AC009299.2,20,82,3,2.0,161341071.0
192,AC009299.3,20,82,3,2.0,161265587.0
193,AC009473.1,67,37,1,,
194,AC009501.4,17,82,6,,
195,AC009518.4,47,55,3,,
196,AC009948.5,22,82,1,,
197,AC010090.1,18,82,5,,
198,AC010127.3,22,79,4,,
199,AC010226.4,7,76,22,,
200,AC010524.2,11,67,27,,
201,AC010731.4,23,80,2,2.0,206640677.5
202,AC010884.1,19,85,1,2.0,104932635.0
203,AC010890.1,19,84,2,,
204,AC010975.1,21,83,1,2.0,79574678.5
205,AC010987.6,20,84,1,,
206,AC011343.1,10,84,11,,
207,AC011518.1,15,75,15,19.0,32104849.0
208,AC011609.3,17,83,5,,
209,AC011738.4,58,44,3,,
210,AC011747.4,34,68,3,,
211,AC011747.7,31,71,3,,
212,AC011899.9,61,40,4,,
213,AC012075.2,20,84,1,,
214,AC012309.5,9,53,43,,
215,AC012462.2,19,82,4,2.0,215478457.5
216,AC012494.1,20,83,2,2.0,77971247.0
217,AC012507.3,16,81,8,2.0,230927243.0
218,AC012594.1,17,82,6,,
219,AC015922.6,0,44,61,,
220,AC016582.2,9,58,38,19.0,37786275.5
221,AC016629.8,43,51,11,,
222,AC016735.2,22,77,6,,
223,AC016738.3,14,88,3,,
224,AC016910.1,18,82,5,2.0,143897312.0
225,AC016995.3,14,68,23,,
226,AC017048.4,22,81,2,,
227,AC017060.1,67,37,1,,
228,AC018464.3,52,52,1,,
229,AC018470.4,19,76,10,,
230,AC018647.3,65,39,1,7.0,35618794.5
231,AC018705.5,68,36,1,,
232,AC018742.1,25,77,3,2.0,21596064.0
233,AC018766.5,15,65,25,,
234,AC018799.1,21,82,2,,
235,AC019048.1,29,73,3,,
236,AC019117.1,67,37,1,7.0,17373263.5
237,AC019118.2,27,73,5,2.0,3138680.5
238,AC019181.2,22,80,3,,
239,AC020571.3,19,80,6,,
240,AC022007.5,6,77,22,,
241,AC022173.2,46,57,2,,
242,AC022311.1,18,82,5,,
243,AC024592.9,7,53,45,,
244,AC027269.2,61,43,1,,
245,AC068831.10,1,68,36,,
246,AC068858.1,14,88,3,11.0,45026159.5
247,AC069277.1,6,90,9,3.0,6613605.0
248,AC072062.1,19,82,4,2.0,215045135.0
249,AC073128.10,22,76,7,,
250,AC073133.1,59,44,2,,
251,AC073283.4,18,66,21,,
252,AC073321.3,18,85,2,,
253,AC073628.1,19,84,2,,
254,AC074138.3,10,49,46,,
255,AC074286.1,21,82,2,2.0,177077037.0
256,AC078941.1,20,84,1,,
257,AC079117.1,19,85,1,2.0,76895570.5
258,AC079145.4,26,76,3,,
259,AC079610.2,22,81,2,2.0,213271573.5
260,AC079776.3,18,85,2,2.0,129989344.0
261,AC083949.1,20,67,18,,
262,AC084125.4,57,43,5,8.0,144513119.5
263,AC087859.1,9,90,6,,
264,AC090044.1,16,84,5,3.0,857607.5
265,AC090505.6,13,87,5,,
266,AC091729.9,51,47,7,,
267,AC091814.2,19,77,9,,
268,AC091878.1,15,61,29,,
269,AC091969.1,10,86,9,,
270,AC092295.7,10,49,46,,
271,AC093375.1,21,81,3,,
272,AC093391.2,18,65,22,,
273,AC093590.1,25,79,1,,
274,AC093627.10,72,32,1,,
275,AC093642.3,26,76,3,,
276,AC093690.1,17,81,7,2.0,28308811.5
277,AC095067.1,64,40,1,,
278,AC096559.1,26,76,3,2.0,12602066.0
279,AC096570.1,24,78,3,2.0,22234492.0
280,AC097468.4,24,77,4,2.0,219067665.0
281,AC097500.2,21,82,2,,
282,AC097662.2,18,84,3,,
283,AC098823.3,16,81,8,,
284,AC099342.1,67,37,1,7.0,20305574.5
285,AC104134.2,16,68,21,,
286,AC104653.1,20,79,6,2.0,113837202.5
287,AC104654.1,21,79,5,,
288,AC104654.2,21,79,5,,
289,AC104655.2,19,85,1,,
290,AC104777.2,18,83,4,2.0,150567107.0
291,AC104777.4,18,83,4,,
292,AC105053.3,17,86,2,,
293,AC105253.1,21,79,5,,
294,AC105339.1,1,64,40,15.0,82712250.0
295,AC107070.1,27,73,5,,
296,AC107622.1,5,87,13,,
297,AC108025.2,20,80,5,,
298,AC109828.1,16,78,11,,
299,AC113607.2,37,64,4,,
300,AC125421.1,11,76,18,17.0,73747393.0
301,AC137932.6,13,85,7,,
302,AC144449.1,20,81,4,,
303,AC147651.4,58,45,2,7.0,605833.5
304,AC159540.1,21,83,1,2.0,97302940.0
305,AC226118.1,60,43,2,7.0,381035.5
306,ACAA1,12,88,5,3.0,38120185.5
307,ACAA2,5,40,60,18.0,49798058.5
308,ACACA,7,66,32,17.0,37245914.0
309,ACACB,7,68,30,12.0,109192410.5
310,ACAD10,6,59,40,12.0,111721581.5
311,ACAD11,13,90,2,3.0,132609110.0
312,ACAD8,25,73,7,11.0,134259675.0
313,ACAD9,12,82,11,3.0,128897831.5
314,ACADL,21,83,1,2.0,210206286.5
315,ACADM,1,78,26,1.0,75755961.0
316,ACADS,9,58,38,12.0,120732891.0
317,ACADSB,6,84,15,10.0,123033634.5
318,ACADVL,3,39,63,17.0,7221195.5
319,ACAN,1,72,32,15.0,88839395.0
320,ACAP1,4,39,62,17.0,7344003.0
321,ACAP2,11,79,15,3.0,195358894.5
322,ACAP3,4,77,24,1.0,1300999.5
323,ACAT1,6,54,45,11.0,108132149.0
324,ACAT2,18,81,6,6.0,159770578.5
325,ACBD3,17,74,14,1.0,226165710.0
326,ACBD4,7,74,24,17.0,45138390.5
327,ACBD5,5,78,22,10.0,27218672.0
328,ACBD6,19,74,12,1.0,180386303.5
329,ACBD7,5,74,26,10.0,15082125.5
330,ACCS,16,86,3,11.0,44075081.0
331,ACCSL,16,86,3,11.0,44053979.0
332,ACD,3,72,30,16.0,67659163.5
333,ACE,12,78,15,17.0,63487720.5
334,ACE2,25,78,2,,
335,ACER1,6,52,47,19.0,6319877.0
336,ACER2,19,68,18,9.0,19430757.0
337,ACER3,13,83,9,11.0,76943832.0
338,ACHE,35,48,22,7.0,100893484.0
339,ACIN1,10,62,33,14.0,23077089.0
340,ACKR2,9,91,5,3.0,42846363.0
341,ACKR3,22,82,1,2.0,236575070.5
342,ACKR4,13,90,2,3.0,132608118.5
343,ACLY,9,68,28,17.0,41898729.5
344,ACMSD,16,66,23,2.0,134870325.0
345,ACN9,49,51,5,,
346,ACO1,18,79,8,9.0,32419686.0
347,ACO2,2,53,50,22.0,41499053.0
348,ACOT1,1,49,55,14.0,73540469.5
349,ACOT11,1,82,22,1.0,54590724.5
350,ACOT12,1,83,21,5.0,81362087.5
351,ACOT13,19,72,14,6.0,24686050.0
352,ACOT2,1,49,55,14.0,73571639.0
353,ACOT4,1,50,54,14.0,73594101.0
354,ACOT6,1,50,54,14.0,73615416.5
355,ACOT7,2,63,40,1.0,6329330.0
356,ACOT8,72,33,0,20.0,45849563.0
357,ACOT9,25,78,2,,
358,ACOX1,14,66,25,17.0,75960342.0
359,ACOX2,9,89,7,3.0,58521209.5
360,ACOX3,5,77,23,4.0,8403502.5
361,ACOXL,23,81,1,2.0,110925397.5
362,ACP1,47,53,5,2.0,271211.5
363,ACP2,8,68,29,11.0,47244104.0
364,ACP5,6,57,42,19.0,11576834.0
365,ACP6,24,78,3,1.0,147650088.0
366,ACPL2,25,78,2,,
367,ACPP,12,91,2,3.0,132342833.5
368,ACPT,9,69,27,,
369,ACR,11,67,27,22.0,50741767.5
370,ACRBP,23,74,8,12.0,6642754.0
371,ACRC,25,78,2,,
372,ACRV1,13,78,14,11.0,125676198.0
373,ACSBG1,0,75,30,15.0,78206578.0
374,ACSBG2,6,54,45,19.0,6164170.5
375,ACSF2,12,77,16,17.0,50450501.5
376,ACSF3,13,85,7,16.0,89126248.0
377,ACSL1,5,72,28,4.0,184791206.5
378,ACSL3,18,85,2,2.0,222902790.5
379,ACSL4,25,78,2,,
380,ACSL5,4,83,18,10.0,112401199.0
381,ACSL6,5,76,24,5.0,131981108.0
382,ACSM1,24,69,12,16.0,20661063.5
383,ACSM2A,24,69,12,16.0,20469565.0
384,ACSM2B,24,69,12,16.0,20556326.5
385,ACSM3,20,68,17,16.0,20703912.0
386,ACSM4,20,75,10,12.0,7316504.0
387,ACSM5,24,68,13,16.0,20425435.0
388,ACSS1,60,38,7,20.0,25032605.0
389,ACSS2,65,32,8,20.0,34900054.0
390,ACSS3,14,87,4,12.0,81098812.0
391,ACTA1,18,81,6,1.0,229432671.5
392,ACTA2,9,79,17,10.0,88963206.5
393,ACTB,38,47,20,7.0,5545466.0
394,ACTBL2,8,83,14,5.0,57481414.5
395,ACTC1,2,64,39,15.0,34792889.5
396,ACTG1,15,83,7,17.0,81516909.0
397,ACTG1P4,1,86,18,1.0,103570113.5
398,ACTG2,16,88,1,2.0,73906089.5
399,ACTL10,66,31,8,20.0,33667734.0
400,ACTL6A,11,82,12,3.0,179575646.5
401,ACTL6B,35,48,22,7.0,100649772.5
402,ACTL7A,20,75,10,9.0,108863011.0
403,ACTL7B,20,75,10,9.0,108855287.0
404,ACTL8,0,69,36,1.0,17791198.0
405,ACTL9,4,46,55,19.0,8698097.5
406,ACTN1,7,66,32,14.0,68926791.5
407,ACTN1-AS1,7,66,32,14.0,68983572.5
408,ACTN2,17,70,18,1.0,236714386.0
409,ACTN3,11,75,19,11.0,66554864.5
410,ACTN4,15,64,26,19.0,38689619.0
411,ACTR10,5,63,37,14.0,58217858.0
412,ACTR1A,1,62,42,10.0,102482296.5
413,ACTR1B,21,83,1,2.0,97659991.5
414,ACTR2,19,80,6,2.0,65249503.0
415,ACTR3,21,78,6,2.0,113926329.5
416,ACTR3B,47,30,28,7.0,152807563.5
417,ACTR3BP2,24,80,1,2.0,91941354.0
418,ACTR3BP5,3,88,14,10.0,38697163.0
419,ACTR3C,53,50,2,7.0,150283820.5
420,ACTR5,68,35,2,20.0,38760490.0
421,ACTR6,14,73,18,12.0,100220493.5
422,ACTR8,12,88,5,3.0,53874609.0
423,ACTRT1,25,78,2,,
424,ACTRT2,1,72,32,1.0,3022185.0
425,ACTRT3,15,81,9,3.0,169768241.0
426,ACVR1,22,81,2,2.0,157806387.0
427,ACVR1B,20,81,4,12.0,51974388.5
428,ACVR1C,22,81,2,2.0,157577815.5
429,ACVR2A,19,80,6,2.0,147887671.5
430,ACVR2B,10,90,5,3.0,38473516.0
431,ACVR2B-AS1,10,90,5,3.0,38452923.5
432,ACVRL1,18,83,4,12.0,51915134.5
433,ACY1,8,89,8,3.0,51986268.5
434,ACY3,17,81,7,11.0,67646642.5
435,ACYP1,7,64,34,14.0,75061360.0
436,ACYP2,18,69,18,2.0,54138069.0
437,AD000090.2,14,66,25,,
438,ADA,70,32,3,20.0,44635877.5
439,ADAD1,3,83,19,4.0,122404384.0
440,ADAD2,10,87,8,16.0,84194153.0
441,ADAL,0,52,53,15.0,43342606.0
442,ADAM10,1,52,52,15.0,58669300.0
443,ADAM11,7,65,33,17.0,44770417.0
444,ADAM12,6,85,14,10.0,126200418.0
445,ADAM15,29,70,6,1.0,155056670.5
446,ADAM17,19,83,3,2.0,9522609.0
447,ADAM18,32,55,18,8.0,39657277.0
448,ADAM19,11,80,14,5.0,157485654.5
449,ADAM1A,6,60,39,12.0,111900327.0
450,ADAM2,30,56,19,8.0,39791012.0
451,ADAM20,8,65,32,14.0,70528686.5
452,ADAM20P1,8,65,32,14.0,70468658.0
453,ADAM21,8,65,32,14.0,70456039.5
454,ADAM21P1,7,68,30,14.0,70246646.0
455,ADAM22,52,51,2,7.0,88068516.0
456,ADAM23,23,80,2,2.0,206532329.5
457,ADAM28,20,39,46,8.0,24326541.5
458,ADAM29,3,75,27,4.0,174903924.0
459,ADAM30,24,68,13,1.0,119895024.0
460,ADAM32,33,50,22,8.0,39195953.5
461,ADAM33,39,38,28,20.0,3675105.5
462,ADAM3A,30,55,20,8.0,39486948.5
463,ADAM5,33,52,20,8.0,39365984.5
464,ADAM6,31,53,21,14.0,105970999.0
465,ADAM7,19,40,46,8.0,24483950.0
466,ADAM8,9,85,11,10.0,133269644.0
467,ADAM9,32,51,22,8.0,39051065.0
468,ADAMDEC1,19,40,46,8.0,24395149.0
469,ADAMTS1,4,78,23,21.0,26840582.0
470,ADAMTS10,5,45,55,19.0,8595487.5
471,ADAMTS12,17,82,6,5.0,33707777.0
472,ADAMTS13,19,73,13,9.0,133436880.0
473,ADAMTS14,5,85,15,10.0,70717473.5
474,ADAMTS15,19,79,7,11.0,130462807.5
475,ADAMTS16,28,70,7,5.0,5230317.0
476,ADAMTS17,2,75,28,15.0,100156721.0
477,ADAMTS18,8,88,9,16.0,77341423.5
478,ADAMTS19,2,84,19,5.0,129599482.0
479,ADAMTS2,5,82,18,5.0,179228157.0
480,ADAMTS20,14,88,3,12.0,43453034.5
481,ADAMTS3,3,84,18,4.0,72425095.0
482,ADAMTS4,25,66,14,1.0,161191678.0
483,ADAMTS5,4,78,23,21.0,26942505.0
484,ADAMTS6,4,63,38,5.0,65315329.0
485,ADAMTS7,0,75,30,15.0,78785335.0
486,ADAMTS7P1,2,69,34,15.0,82316581.0
487,ADAMTS8,18,80,7,11.0,130416766.0
488,ADAMTS9,12,89,4,3.0,64601827.0
489,ADAMTS9-AS2,13,88,4,3.0,64869174.0
490,ADAMTSL1,19,78,8,9.0,18408756.5
491,ADAMTSL2,17,73,15,9.0,133553841.5
492,ADAMTSL3,2,66,37,15.0,83846965.0
493,ADAMTSL4,16,54,35,1.0,150555153.0
494,ADAMTSL4-AS1,16,54,35,1.0,150567377.0
495,ADAMTSL5,8,69,28,19.0,1509313.0
496,ADAP1,59,44,2,7.0,926653.5
497,ADAP2,8,62,35,17.0,30932833.0
498,ADAR,18,78,9,1.0,154605035.0
499,ADARB1,7,80,18,21.0,45150206.5
500,ADARB2,12,86,7,10.0,1457419.0
501,ADARB2-AS1,12,86,7,10.0,1541810.5
502,ADAT1,6,81,18,16.0,75610140.5
503,ADAT2,11,86,8,6.0,143436763.5
504,ADAT3,8,64,33,19.0,1909423.0
505,ADC,1,74,30,,
506,ADCK1,5,60,40,14.0,77867561.5
507,ADCK2,30,55,20,7.0,140684603.0
508,ADCK3,16,84,5,,
509,ADCK4,12,72,21,,
510,ADCK5,56,44,5,8.0,144383171.5
511,ADCY1,62,42,1,7.0,45648628.0
512,ADCY10,25,75,5,1.0,167861800.5
513,ADCY10P1,38,65,2,6.0,41120928.5
514,ADCY2,30,68,7,5.0,7613109.5
515,ADCY3,12,70,23,2.0,24869504.0
516,ADCY4,16,61,28,14.0,24326721.0
517,ADCY5,11,92,2,3.0,123366027.0
518,ADCY6,10,71,24,12.0,48777615.5
519,ADCY7,16,79,10,16.0,50282136.0
520,ADCY8,60,41,4,8.0,130910605.0
521,ADCY9,9,68,28,16.0,4034914.5
522,ADCYAP1,3,42,60,18.0,908521.5
523,ADCYAP1R1,65,39,1,7.0,31081970.0
524,ADD1,2,77,26,4.0,2886966.5
525,ADD2,18,85,2,2.0,70687921.5
526,ADD3,4,84,17,10.0,110065966.5
527,ADD3-AS1,4,84,17,10.0,109974242.5
528,ADGB,13,85,7,6.0,146707214.5
529,ADH1A,3,83,19,4.0,99283686.0
530,ADH1B,3,83,19,4.0,99328865.5
531,ADH1C,3,83,19,4.0,99344621.5
532,ADH4,3,83,19,4.0,99140724.5
533,ADH5,3,83,19,4.0,99079889.5
534,ADH6,3,83,19,4.0,99211087.5
535,ADH7,3,83,19,4.0,99423999.0
536,ADHFE1,44,50,11,8.0,66450699.5
537,ADI1,27,73,5,2.0,3508448.5
538,ADIG,68,35,2,20.0,38584829.0
539,ADIPOQ,14,87,4,3.0,186850583.5
540,ADIPOQ-AS1,14,87,4,3.0,186854004.5
541,ADIPOR1,17,83,5,1.0,202949699.0
542,ADIPOR2,27,67,11,12.0,1738624.0
543,ADIRF,1,69,35,10.0,86976183.0
544,ADK,3,52,50,10.0,74430582.5
545,ADM,21,79,5,11.0,10306235.0
546,ADM2,7,70,28,22.0,50483991.5
547,ADM5,14,65,26,19.0,49689619.5
548,ADNP,70,32,3,20.0,50910176.5
549,ADNP2,13,32,60,18.0,80128392.5
550,ADO,3,88,14,10.0,62806599.5
551,ADORA1,17,83,5,1.0,203129029.5
552,ADORA2A,3,71,31,22.0,24430118.0
553,ADORA2A-AS1,3,71,31,22.0,24462140.0
554,ADORA2B,0,43,62,17.0,15960331.5
555,ADORA3,6,84,15,1.0,111501531.0
556,ADPGK,0,69,36,15.0,72768607.5
557,ADPGK-AS1,0,71,34,15.0,72790517.0
558,ADPRH,11,92,2,3.0,119584606.5
559,ADPRHL1,65,38,2,13.0,113426567.0
560,ADPRHL2,1,58,46,1.0,36091412.0
561,ADPRM,1,43,61,17.0,10704576.0
562,ADRA1A,17,43,45,8.0,26807714.0
563,ADRA1B,10,80,15,5.0,159919046.0
564,ADRA1D,41,40,24,20.0,4234958.5
565,ADRA2A,7,81,17,10.0,111078968.0
566,ADRA2B,22,81,2,2.0,96114723.5
567,ADRA2C,4,76,25,4.0,3767437.0
568,ADRB1,1,86,18,10.0,114045385.0
569,ADRB2,22,76,7,5.0,148826966.0
570,ADRB3,23,52,30,8.0,37964794.5
571,ADRBK1,11,81,13,,
572,ADRBK2,2,74,29,,
573,ADRM1,72,33,0,20.0,62305477.5
574,ADSL,2,53,50,22.0,40368481.5
575,ADSS,17,75,13,,
576,ADSSL1,7,61,37,,
577,ADTRP,24,74,7,6.0,11759550.0
578,AEBP1,60,42,3,7.0,44109453.5
579,AEBP2,16,53,36,12.0,19562423.0
580,AEN,1,76,28,15.0,88626809.0
581,AES,7,53,45,,
582,AF064858.7,11,79,15,,
583,AFAP1,5,78,22,4.0,7849320.0
584,AFAP1-AS1,5,78,22,4.0,7766502.5
585,AFAP1L1,20,77,8,5.0,149307748.0
586,AFAP1L2,1,85,19,10.0,114349790.0
587,AFF1,2,77,26,4.0,87038028.0
588,AFF2,25,78,2,,
589,AFF3,17,82,6,2.0,99868923.5
590,AFF4,2,63,40,5.0,132919514.5
591,AFG3L1P,16,82,7,16.0,89987373.5
592,AFG3L2,4,36,65,18.0,12353085.5
593,AFM,13,74,18,4.0,73492873.0
594,AFMID,12,78,15,17.0,78197509.0
595,AFP,11,76,18,4.0,73443656.0
596,AFTPH,19,84,2,2.0,64558655.0
597,AGA,3,74,28,4.0,177436605.5
598,AGAP1,17,85,3,2.0,235812921.5
599,AGAP11,1,69,35,10.0,86990433.5
600,AGAP2,15,81,9,12.0,57732959.0
601,AGAP2-AS1,15,81,9,12.0,57727313.5
602,AGAP3,52,51,2,7.0,151115133.5
603,AGAP4,11,85,9,10.0,45839734.5
604,AGAP5,3,57,45,10.0,73686222.0
605,AGAP6,6,93,6,10.0,49996344.5
606,AGAP7,5,93,7,,
607,AGAP8,5,93,7,,
608,AGAP9,21,76,8,10.0,47512746.0
609,AGBL1,1,75,29,15.0,86554512.5
610,AGBL1-AS1,1,75,29,15.0,86306411.0
611,AGBL2,6,61,38,11.0,47687490.0
612,AGBL3,48,55,2,7.0,135067235.5
613,AGBL4,14,62,29,1.0,49278404.0
614,AGBL4-IT1,2,80,23,1.0,49423143.0
615,AGBL5,15,79,11,2.0,27056493.0
616,AGBL5-AS1,15,79,11,2.0,27049973.5
617,AGER,9,87,9,6.0,32182645.0
618,AGFG1,18,84,3,2.0,227516683.0
619,AGFG2,35,48,22,7.0,100553711.5
