Name	lscc_Database_ID	ovarian_Database_ID	hnscc_pvalue	lscc_pvalue	ovarian_pvalue	hnscc_diff	lscc_diff	ovarian_diff
DCTN4	NP_057305.1|NP_001129115.1|NP_001129116.1	NP_057305	0.2715663881143453	0.10130311468107393	0.7565013730968774	-0.11241541520122666	-0.19048569424964937	0.05994250434508193
DDX41	NP_057306.2|NP_001308661.1	NP_057306	0.03662764037292155	0.30355798256035343	0.5494823243378385	0.11758543359756501	0.13250469845722296	-0.08194670275737706
DDX46	NP_001287789.1	NP_055644	0.7212384614576673	0.9594563776434462	0.1326489860223898	0.025395367977463223	0.005894179523141696	-0.12955448029836067
DDX46	NP_001287789.1	NP_001287789	0.7212384614576673	0.9594563776434462	0.1326489860223898	0.025395367977463223	0.005894179523141696	-0.1281899494442623
DHFR	NP_000782.1|NP_001277283.1|NP_001277286.1|NP_001182572.1	NP_000782	0.7873994400660359	0.403486520551898	0.3209690205056094	0.06070050220344214	0.416459396914446	-0.2412731928008197
DHX29	NP_061903.2|NP_001332893.1|NP_001332894.1	NP_061903	0.16856438515426686	0.03468952500946904	0.7066652603652642	-0.09299076962168229	-0.3441988078541375	-0.06129415974918026
DIAPH1	NP_005210.3|NP_001073280.1|NP_001300936.1	NP_005210	0.0006488272004134079	0.0004804960829417578	0.018091228798954404	-0.25310951051395136	-0.5418244740532959	-0.35602185591475416
DIMT1	NP_055288.1|NP_001335005.1|NP_001335006.1	NP_055288	0.7746066386569018	0.3394162738811344	0.6466348530853717	-0.03136371649398839	-0.1855352734922861	-0.08524568460983607
DMXL1	NP_001336169.1|NP_001277250.1|NP_001277251.1	NP_001277250	0.0003839032267980852	0.0002948877033547444	0.018091228798954404	-0.1919684328701834	-0.44071809256662	-0.24679344636721312
DOCK2	NP_004937.1	NP_004937	0.000740384148357686	0.00015137447683204725	0.8375833975020142	-0.4619358240087976	-1.1723737727910237	-0.06140754346557377
DOK3	NP_001295164.1|NP_079148.2|NP_001138347.1|NP_001138348.1	NP_001295165	0.0010748565379336136	3.7865952376868955e-05	0.8018794786872433	-0.3647072380689522	-1.013066479663394	-0.07302342572950818
DPYSL3	NP_001184223.1|NP_001378.1	NP_001184223	0.9481735223645202	0.3077270417342002	0.7565013730968774	0.014610515290780057	-0.33647419354838703	0.11512164582868852
DTWD2	NP_775937.1|NP_001295010.1		0.8910847451686358	0.05702780179632677		-0.0325867759004943	-0.5054549789621319	
EDIL3	NP_005702.3|NP_001265571.1		0.5104381156242833	0.9961873282678356		0.11701964126834241	-0.001904488078541322	
EMB	NP_940851.1		0.22370632290461434	0.1541350325313962		-0.16537019428615451	-0.3662870266479663	
ERAP1	NP_001336173.1|NP_001035548.1	NP_057526	0.09709172465895434	0.04128370897534011	0.4488340076826471	-0.21227745002333265	-0.6926484572230015	-0.1460483813090164
ERAP2	NP_001123612.1|NP_001316162.1	NP_001123612	0.3074558486110799	0.7421559718380764	0.5749696377734306	-0.4240369700690536	0.35587019635343586	-0.29423638540737695
ERBIN	NP_001240630.1	NP_001240626	0.08505984331880906	0.45811021122125495	0.41261758333481774	-0.08402859254686845	-0.1167510518934081	-0.08992190782213116
ERGIC1	NP_001026881.1	NP_001026881	0.06955548137184218	6.405954387061169e-05	0.09285789743195877	-0.21523476205126713	-0.8298617110799438	-0.33871161972622954
ETF1	NP_004721.1|NP_001269114.1|NP_001243231.1	NP_004721	0.39112260164091833	0.015462206422747381	0.07112346852044957	-0.09615339517895194	-0.31043330995792434	-0.1937464625385246
F12	NP_000496.2	NP_000496	0.09072668592620901	0.6576695047019506	0.9081090034218646	-0.25762119482338974	-0.17219263674614282	-0.044791025671311484
FAF2	NP_055428.1	NP_055428	0.042193311926312024	0.003018927985200339	0.2455018849805848	-0.1384907913618889	-0.49942272089761575	-0.16330068508606554
FAM114A2	NP_001304922.1|NP_001304924.1	NP_001304922	2.3435183258558736e-08	6.55528097554956e-05	0.1672829532812941	-0.39837549849388765	-0.7433004908835905	-0.17088763550163938
FAM169A	NP_056381.1		0.9232485955352776	0.9097275653562088		-0.022141530618771554	-0.041163043478260886	
FAM172A	NP_114431.2|NP_001156889.1|NP_001156890.1	NP_114431	0.564881676464322	0.11007902732553729	0.2573356840651321	-0.06456299273115107	-0.2466632538569424	-0.13132713218852465
FAT2	NP_001438.1		0.09591477603135246	0.5500510154320173		-0.24345813103810698	-0.4146520336605892	
FBLL1	NP_001342203.1		0.5749064266497187	0.03294475916391475		-0.1841583324988818	0.48164361851332405	
FBXL17	NP_001156787.2		0.10820240147407227	0.002685979796103283		-0.20397810706927189	-0.5497272791023843	
FBXO38	NP_995308.1|NP_001258652.1	NP_110420	0.0029465640711852977	3.729040250542226e-05	0.5494823243378385	-0.20474690281267272	-0.6153453716690042	-0.10280163570081968
FBXW11	NP_387448.2|NP_036432.2|NP_387449.2	NP_036432	0.09090485366146213	0.19704766408865498	0.8375833975020142	-0.1105716123115279	-0.18480070126227205	-0.06134990772049173
FCHO2	NP_620137.2|NP_001139504.1	NP_620137	0.0044245903900262465	0.023074903414553656	0.10492828331458247	-0.22890214720369428	-0.4230704067321178	-0.19991171531639346
FCHSD1	NP_258260.1	NP_258260	0.011247143626440621	1.5426169278508966e-05	0.9261803212792257	-0.3558935283553879	-0.7330877980364657	-0.022314765368032813
FER	NP_005237.2|NP_001294957.1|NP_001294960.1|NP_001294967.1	NP_001294957	0.008479119843064011	0.000557675459211672	0.23670383769762351	-0.22639180787745872	-0.5015475455820474	-0.19706156569754102
FNIP1	NP_588613.2|NP_001333043.1|NP_001008738.2|NP_001333042.1		0.42322801056708587	0.0006482514928583553		-0.1365608473357618	-0.7331955119214586	
FST	NP_037541.1|NP_006341.1		0.831036413044556	0.2896454994410937		0.05674296181792471	0.7559776297335203	
G3BP1	NP_005745.1	NP_005745	0.8128670992100819	0.6749980666420249	0.1552554507991309	-0.019185831685049948	-0.0705159887798037	-0.14584027301557378
GALNT10	NP_938080.1|NP_001030017.2	NP_938080	0.16856438515426686	0.04827028825015951	0.8846306386043432	-0.19064505111777663	-0.5100159186535765	0.05453896027459021
GEMIN5	NP_056280.2|NP_001239085.1	NP_001239085	0.02653947075193925	0.44977285327147903	0.10492828331458247	-0.15206743380538512	-0.12365161290322574	-0.1885641227418033
GFM2	NP_115756.2|NP_001268231.1|NP_733781.1	NP_001268231	0.6410184357404174	0.08204200109616268	0.8669830943620818	-0.05132413210114706	-0.45475007012622715	-0.03548499553442622
GFPT2	NP_005101.1	NP_005101	0.0029465640711852977	0.00019047819627709538	0.4488340076826471	-0.5312473324242504	-1.5785344319775596	0.13620204816393447
GLRX	NP_001112362.1	NP_001112362	0.004011829645426157	0.0005821834633192941	0.6066620776867553	-0.41149287881950514	-1.0114436886395508	-0.13563089345491802
GM2A	NP_001161079.1	NP_000396	0.12680990256917585	0.19198357204962704	0.40440045508252476	-0.27651480507210735	-0.4615138849929874	-0.1689053680163935
GM2A	NP_000396.2	NP_000396	0.12680990256917585	0.1972902485742703	0.40440045508252476	-0.27651480507210735	-0.42281605890603086	-0.1689053680163935
GNPDA1	NP_005462.1	NP_005462	0.0020055749832428656	0.01787445470499838	0.8302927167413159	-0.20755435231839314	-0.44794095371669007	-0.04667455357131148
GPBP1	NP_001120708.1|NP_075064.1|NP_001317966.1|NP_001120707.2|NP_001190175.1		0.8138806281956966	0.3660182416925367		-0.06068898071646345	-0.1848305049088359	
GPRIN1	NP_443131.2		0.9665093673036019	0.03448505937165116		0.019359193496260474	-0.6098845021037869	
GPX3	NP_002075.2|NP_001316719.1	NP_002075	0.29323087345550025	0.48677135406001293	0.9422003168285754	-0.2176979497635223	-0.27574929873772813	0.030192807388524562
GPX8	NP_001008398.2|NP_001293126.1|NP_001293130.1|NP_001293127.1	NP_001008398	0.974192868515425	0.04890548645998451	0.9861143556400446	-0.01049616559797073	-0.8637018232819075	-0.0034023526999999165
GRK6	NP_002073.2|NP_001004106.1|NP_001004105.1|NP_001351093.1		0.001522131698167241	0.00015137447683204725		-0.27375785601338976	-0.8362002805049088	
GZMA	NP_006135.1	NP_006135	0.009707581655121865	0.15485011100783652	0.8375833975020142	-0.5891468138510945	-0.6332356942496493	0.0893105632614754
HAPLN1	NP_001875.1		0.7360716334948576	0.8109908283721226		-0.15021418504402106	0.20821122019635396	
HARS2	NP_001350464.1|NP_036340.1|NP_001265660.1|NP_001350465.1|NP_001265661.1	NP_036340	0.0028846854499350416	0.009663412546489438	0.012881301882484607	-0.2706741012777947	-0.5707954417952315	-0.2966666345581967
HAVCR2	NP_116171.3		0.055226014985206594	0.04827028825015951		-0.5299882566737288	-0.5684232819074334	
HDAC3	NP_001341968.1|NP_003874.2|NP_001341969.1|NP_001341970.1	NP_003874	0.7874454249369359	0.026160549978170737	0.2909685024085886	0.02546308441380063	0.2594021739130435	-0.11940285820327873
HEXB	NP_000512.1|NP_001278933.1	NP_000512	0.09072668592620901	0.00030653620581846274	0.4224898444281897	-0.1609962386525865	-0.6916848527349229	-0.1334542061245902
HINT1	NP_005331.1	NP_005331	0.09213200931212408	0.007340177555013776	0.08495050546519506	-0.16202033143721906	-0.35417033660589065	-0.31582549940655735
HK3	NP_002106.2	NP_002106	0.029815582222151627	0.00784610330619789	0.936585394512215	-0.28485890256589386	-0.8598502805049089	0.021630133011475407
HMGXB3	NP_055798.2		0.8890753616857594	0.8109908283721226		0.06679191928849448	-0.1495576437587658	
HNRNPA0	NP_006796.1	NP_006796	0.998293029669099	0.7079293175916563	0.32532183329972564	-0.0007254007102730498	-0.06973394109396912	-0.14734327137377048
HNRNPAB	NP_004490.2|NP_112556.2	NP_004490	0.9117757602448421	0.48677135406001293	0.2529115418846378	-0.013943305294333186	0.1335018934081345	-0.1633008521204918
HNRNPAB	NP_004490.2|NP_112556.2	NP_112556	0.9117757602448421	0.48677135406001293	0.2598263268330082	-0.013943305294333186	0.1335018934081345	-0.1592206215204918
HNRNPH1	NP_001351154.1|NP_001351160.1|NP_001244222.1|NP_001351173.1|NP_001351159.1|NP_001351170.1|NP_001351169.1|NP_001351175.1|NP_001350501.1|NP_001351177.1|NP_001351179.1|NP_001351180.1|NP_001351183.1	NP_001244222	0.5267059418034117	0.2541879150582837	0.8793124300112746	0.03246362161173977	0.13913106591865362	-0.021309609827049186
HOMER1	NP_004263.1|NP_001264006.1|NP_001264007.1	NP_004263	0.006217460839106923	0.08594512211553441	0.4617708953223407	-0.3849994194226696	0.39570203366058854	0.1676519295081968
HSD17B4	NP_000405.1|NP_001186220.1|NP_001186221.1|NP_001278956.1|NP_001278957.1	NP_000405	0.009828777876393689	0.28175025820682215	0.10742044754194924	-0.20770297684974537	-0.30261093969144426	-0.2393864637852459
HSPA4	NP_002145.3	NP_002145	0.0009395964735759131	0.009831119300446294	0.08495050546519506	-0.2352018968897518	-0.37240953716690034	-0.2438594704819672
HSPA9	NP_004125.3	NP_004125	0.564881676464322	0.4708853278233819	0.08495050546519506	-0.06651720892173785	-0.18538401122019632	-0.309095923847541
IK	NP_006074.2	NP_006074	0.08468626705870695	0.15485011100783652	0.22733663542614835	0.10254482368410578	0.17352398316970558	-0.12288124177786885
IL6ST	NP_002175.2|NP_001351205.1|NP_001351204.1|NP_001177910.1|NP_001351207.1|NP_001351206.1|NP_001351208.1|NP_786943.1	NP_002175	0.10338860016395028	0.02153744802000166	0.7066652603652642	-0.17573694947834184	-0.4321018232819078	-0.07891945805983609
IPO11	NP_057422.3|NP_001128251.1	NP_001128251	0.5465857647994325	0.5134844308574499	0.8449553772441856	-0.048821181734396646	0.11414523141654981	-0.033360865252459015
IQGAP2	NP_006624.2|NP_001272389.1|NP_001272391.1|NP_001272390.1	NP_006624	0.0015481494600116778	0.026814185587132985	0.9291095794840173	-0.3739608793345326	-0.574916479663394	-0.019269178629508166
ISOC1	NP_057132.2	NP_057132	0.40066645924449046	0.1063642970790018	0.10984598491911254	-0.10649037347216961	-0.3320478962131838	-0.26575783106147544
ITGA1	NP_852478.1	NP_852478	0.1663162567566713	0.2534901491109643	0.8350285101281086	0.17041878329144922	-0.27548927068723694	0.07226797198442625
ITGA2	NP_002194.2	NP_002194	0.12225961120885181	0.7613745239640182	0.9861143556400446	0.27820711048318003	0.1619920757363254	0.0035970196032786977
JADE2	NP_001276914.1|NP_001295072.1|NP_001276913.1|NP_056103.4		0.12680990256917585	0.010421850447497797		-0.2107550435522434	-0.5737953716690043	
JMY	NP_689618.4		0.36456540939246285	0.9925861777033677		-0.10540788764513565	-0.0031685834502103993	
KDM3B	NP_057688.2	NP_057688	0.998293029669099	0.7965376421827347	0.06292449612841045	-0.0008284751768776744	-0.046449789621318405	-0.25802363566557374
KIAA1191	NP_001073153.1|NP_001073152.1|NP_001274264.1	NP_001073152	0.0007885522005246152	0.006091676078126646	0.1599667501691072	-0.2505410306216973	-0.46943941093969144	-0.21161113131721307
KIAA1191	NP_001073153.1|NP_001073152.1|NP_001274264.1	NP_001073153	0.0007885522005246152	0.006091676078126646	0.1911502768592739	-0.2505410306216973	-0.46943941093969144	-0.20050085349098357
KIF20A	NP_005724.1		0.7403253714402502	0.3007347967684445		0.06270792435962136	0.33007917251051894	
KIF2A	NP_001091981.1|NP_004511.2|NP_001230881.1	NP_001091981	0.05504023306167056	0.015056455356277032	0.8498260811246651	-0.15043535518056927	-0.367975175315568	-0.02685697652622951
KIF2A	NP_001230882.1	NP_001091981	0.05504023306167056	0.025260798867391646	0.8498260811246651	-0.15043535518056927	-0.5693376577840112	-0.02685697652622951
KIF3A	NP_001287720.1|NP_001287721.1|NP_008985.3	NP_001287720	0.6466343077097017	0.8040869615368857	0.9422003168285754	-0.042649899931689106	-0.03913113604488076	-0.010380139488524578
LARP1	NP_056130.2	NP_056130	0.004011829645426157	0.03286194669338186	0.10984598491911254	-0.17951424332257915	-0.31421318373071516	-0.16941995320081968
LCP2	NP_005556.1	NP_005556	0.0003190956380764608	0.00033021119111307	0.5863884617618147	-0.48387048165234603	-0.9494529453015428	-0.10387361287213112
LECT2	NP_002293.2		0.34129135639470753	0.3660182416925367		-0.2589760081837795	-0.6567547685834498	
LMAN2	NP_006807.1	NP_006807	0.8128670992100819	0.0007109472689885006	0.3050558832074642	-0.031861536107349764	-0.6945957223001401	-0.17687896068688524
LMNB1	NP_005564.1|NP_001185486.1	NP_005564	0.1951577444877064	0.0009154602259912288	0.08634620236221249	-0.1253088072781594	-0.4821007713884992	-0.21143775876065574
LMNB1	NP_005564.1|NP_001185486.1	NP_001185486	0.1951577444877064	0.0009154602259912288	0.10984598491911254	-0.1253088072781594	-0.4821007713884992	-0.191955462902459
LNPEP	NP_005566.2	NP_005566	0.04482616026261643	0.0006536834153136642	0.08495050546519506	-0.13778670663035442	-0.6103058204768583	-0.22580817421311475
LOX	NP_002308.2|NP_001171573.1|NP_001304002.1	NP_002308	0.1141295462917192	0.06677042622097255	0.8375833975020142	-0.29075241602883395	-0.7075598176718092	-0.08269541532213115
MAN2A1	NP_002363.2	NP_002363	0.008699247104903819	0.0005024534239566389	0.47383174625324204	-0.263699994466986	-0.8396960729312762	-0.13107813560081966
MAP1B	NP_005900.2|NP_001311184.1	NP_005900	0.9070498982629946	0.6383708512067016	0.936585394512215	-0.0332697483474611	0.35407314165497894	-0.03421694746393447
MAP3K1	NP_005912.1		0.8582238984447279	0.06656854689844603		-0.06274115717969053	-0.33408983169705464	
MARVELD2	NP_001033692.2|NP_001231663.1		0.7984126898461348	0.32584617350095585		-0.07438041097427117	0.2811490883590462	
MAST4	NP_001158136.1|NP_055998.1|NP_001284580.1|NP_001277155.1|NP_001277156.1|NP_942123.1|NP_001277157.1	NP_001158136	0.02999428470961437	0.07258674425967607	0.8771220856733462	-0.21123007790221848	-0.34357328190743347	0.03281734758524596
MAT2B	NP_037415.1|NP_877725.1	NP_037415	0.00011383698620287483	0.010138342924405073	0.1911502768592739	-0.2202685788097405	-0.30294579242636743	-0.13107233120163933
MAT2B	NP_037415.1|NP_877725.1	NP_877725	0.00011383698620287483	0.010138342924405073	0.1911502768592739	-0.2202685788097405	-0.30294579242636743	-0.13859374674836067
MATR3	NP_001181883.1|NP_001181885.1|NP_001269207.1	NP_061322	0.6242323636925406	0.8624777594797753	0.08495050546519506	0.03733775201800782	0.02058835904628334	-0.16817942412950815
MBLAC2	NP_981951.1		0.4385383699935278	0.062095642260945404		-0.0764754246351167	-0.3199968443197756	
MCC	NP_002378.1|NP_001078846.1		0.0015481494600116778	0.004717616348934192		-0.27801810484790224	-0.602496072931276	
