Name	luad_Database_ID	lscc_Database_ID	brca_Database_ID	ccrcc_Database_ID	ovarian_Database_ID	brca_pvalue	ccrcc_pvalue	colon_pvalue	endometrial_pvalue	gbm_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	ccrcc_diff	colon_diff	endometrial_diff	gbm_diff	lscc_diff	luad_diff	ovarian_diff
AARS2	NP_065796.1	NP_065796.1	NP_065796.1	NP_065796.1	NP_065796	0.9997780592881007	0.9479353934047131	0.8060664488163285	0.9952383352232402	0.886719478240841	0.8127690808088137	0.6631667922879931	0.9884995647562383	0.02266896853146855	0.07732214107063645	0.07619443326626424	-0.003053749999999994	0.057887905853316976	-0.17140958904109585	0.5210083333333333	0.010071034148669764
AARSD1	NP_001248363.1|NP_001129514.2|NP_079543.1	NP_001248363.1|NP_001129514.2|NP_079543.1	NP_001248363.1|NP_001129514.2|NP_079543.1	NP_001248363.1		0.9997780592881007	0.9352265063486586		0.9740727998055054	0.886719478240841	0.4922516358156343	0.5427321279880736		0.23879274475524478	-0.10790415458209532		-0.03989312500000003	-0.05601263283611348	0.3894308472856417	0.4523020833333335	
AASDHPPT	NP_056238.2	NP_056238.2	NP_056238.2	NP_056238.2	NP_056238	0.9997780592881007	0.9676322821075185	0.8611169534379625	0.9537299951204559	0.8803474373332136	0.6680264927558136	0.6974853242578954	0.9987308304861999	0.45251057692307695	-0.04706099529557718	-0.06443158953722333	-0.02573749999999997	0.06255225989451962	-0.23877818366311504	0.3077145833333332	-0.001757609164319357
AATF	NP_036270.1	NP_036270.1	NP_036270.1	NP_036270.1	NP_036270	0.9997780592881007	0.9410749550649433	0.8642471968659188	0.4353378143083408	0.8803474373332136	0.7987789881367564	0.8640818044358545	0.8221716775358302	-0.1738700174825175	0.07325040148970119	0.0659523809523809	-0.5015031249999999	-0.07731821367306833	0.22375159817351592	0.22983125000000015	0.16256445819092333
ABAT	NP_000654.2	NP_000654.2	NP_065737.2	NP_000654.2	NP_065737	0.9997780592881007	0.9993349906186937	0.5555355733096993	0.8079013634047492	0.9649562233521337	0.7094406059927065	0.5362300132330301	0.6958279254484242	0.2934054195804197	-0.024105312885436048	0.4208578135479543	0.2273000000000001	0.06060798191877246	-0.4909133434804668	-1.5518875	0.5642616808184666
ABCA13			NP_689914.3			0.9997780592881007								0.22189204545454533							
ABCB10	NP_036221.2	NP_036221.2	NP_036221.2	NP_036221.2	NP_036221	0.9997780592881007	0.9744294974157616	0.823990867553123	0.6996629882110567	0.9793649666577166	0.8324476241399752	0.9566107879820992	0.912564387943948	0.027232430069930036	0.08076882140070663	-0.07824862529457974	0.19226250000000003	-0.019593509082691474	-0.15704967021816335	0.08384166666666674	-0.1241721941173709
ABCB6	NP_005680.1|NP_001336757.1	NP_005680.1|NP_001336757.1	NP_005680.1	NP_001336757.1	NP_005680	0.9997780592881007	0.955058451311506	0.941399006152388	0.8199875334431089	0.9410136190924882	0.9078672911948213	0.949246449603053	0.7548748091634672	-0.7288300699300699	-0.14546110634303705	0.03986382352941177	-0.203395	-0.0390907475020896	-0.22803587011669207	0.1494124999999999	0.2124421078779343
ABCB7	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1		NP_001258625	0.9997780592881007		0.5463248866111908	0.9129089073080495	0.9636991822828384	0.2933245238611254	0.7732359846212064	0.9995532348299594	0.02653260489510495		0.18799409792085847	0.0969074999999999	-0.03863099739138907	-0.5915063926940638	-0.45846041666666676	-0.00034070701721450325
ABCC1	NP_004987.2	NP_004987.2	NP_004987.2	NP_004987.2	NP_004987	0.9997780592881007	0.9993349906186937	0.6747860727824363	0.9924333421531514	0.8548509528201449	0.596329300374813	0.8539836941788643	0.9506435100264233	0.04200874125874127	-0.015098319574533559	-0.1082606304493629	-0.00931025000000002	-0.20801815143103386	0.9107424150177578	-0.34829583333333336	0.04446318860406884
ABCD1	NP_000024.2	NP_000024.2	NP_000024.2	NP_000024.2	NP_000024	0.9997780592881007	0.8361881517776117	0.8550380026397407	0.6448228158694066	0.8598408395926493	0.48231092099034056	0.9965761488236012	0.9929191513029909	-0.46066652097902105	-0.24843833971852597	0.13201323076923063	-0.4705625	-0.14329681590994056	-0.5064165905631659	-0.009372916666666634	0.010165045057903055
ABCD3	NP_002849.1	NP_002849.1	NP_002849.1|NP_001116146.1	NP_002849.1	NP_002849	0.9997780592881007	0.9993349906186937	0.9717289799314667	0.9061147092978514	0.8803474373332136	0.6423381523074427	0.9557173500625342	0.8734637539667655	-0.32119755244755166	-0.011034045807694515	0.02033474178403756	-0.14462999999999998	0.09586175870178111	-0.34472557077625576	0.15230833333333338	0.15284751124256657
ABCE1	NP_001035809.1	NP_001035809.1	NP_001035809.1	NP_001035809.1	NP_001035809	0.9997780592881007	0.9744294974157616	0.7239243797140612	0.8656194000526026	0.9222583197787014	0.3656650232648222	0.7607424337530484	0.6556732285529938	-0.016651048951048977	0.026658770123230424	0.0844211938296445	-0.06383924999999996	0.027509176457889663	-0.3183903094875697	0.25878124999999996	-0.1799281082472613
ABCF1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262.1	NP_001020262	0.9997780592881007	0.8361881517776117	0.8294032409940745	0.5546283404182518	0.8745389365861851	0.6808486252055777	0.9772075035410076	0.9880471442602629	0.23485314685314684	0.09855651059839926	0.050362709590878574	-0.15742606249999996	-0.07593249080621191	-0.18875337392186714	0.034274999999999944	0.011150132258215983
ABCF3	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2	NP_060828.2	NP_060828	0.9997780592881007	0.9410749550649433	0.9593392833796731	0.5711135821903436	0.8769440809865557	0.5477242345615889	0.9937513103530042	0.9855848504665183	0.1018728146853147	-0.08415598546619293	-0.013728034875922127	-0.23566699999999996	0.05309304704457041	-0.3818300862506342	0.009983333333333289	-0.013323297176838791
ABHD10	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864.1	NP_060864	0.9997780592881007	0.9352265063486586	0.8794141960939583	0.945036559997427	0.9887378805933412	0.9947573726047545	0.759966751789305	0.9398260988947428	-0.15303968531468526	0.21364477743177668	-0.06507612340710933	0.062058750000000024	-0.018046993685061477	0.013576661593099885	-0.39462500000000006	0.06430698164319248
ABHD12	NP_001035937.1|NP_056415.1	NP_001035937.1|NP_056415.1	NP_056415.1|NP_001035937.1	NP_001035937.1	NP_001035937	0.9997780592881007	0.9744294974157616	0.9566692360930978	0.8409112400558436	0.9851049826693382	0.6384573084937972	0.8130086678757454	0.9951881982123313	-0.5763475524475525	-0.04401930322781453	-0.032137961099932916	-0.17056750000000004	-0.01520530892087589	-0.22978097412480977	-0.31261041666666667	0.006798058699530485
ABHD14B	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786.1	NP_001139786	0.9997780592881007	0.9993349906186937	0.9475382973127425	0.9161006230167569	0.9078778899593543	0.9016860905735169	0.8426166272877489	0.9964175305207921	-0.1373601398601399	-0.0025475116386890484	-0.039963916834339336	0.10871250000000013	0.09305700968487247	-0.1117883815322176	0.2978291666666667	-0.009318698957746497
ABHD16A	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1		NP_066983	0.9997780592881007		0.7914302385116673	0.9144457354198032	0.9732592333900553	0.5102965988344741	0.9802687736681073	0.9680744293133174	-0.04831608391608411		0.06862387659289068	0.09267500000000004	0.016457381760709607	-0.2660367833587011	0.050702083333333314	0.031637575253521344
ABHD4	NP_071343.2	NP_071343.2	NP_071343.2	NP_071343.2		0.9997780592881007	0.8361881517776117		0.5445219005047088	0.8598408395926493	0.8595490006913794	0.9417772397296635		-0.12593033216783225	0.1633852989251265		-0.29385249999999996	0.11426641024664103	0.18193333333333336	0.13505416666666664	
ABHD5	NP_001342115.1	NP_001342115.1	NP_057090.2			0.9997780592881007			0.8177815061405241	0.8643105166161613	0.6624046796011831	0.521107937118481		0.24312666083916087			-0.159374	0.07738571819253126	-0.2836564687975648	0.5240625000000001	
ABI2	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_001269854.1|NP_001269855.1|NP_005750.4	NP_001269854.1	NP_005750	0.9997780592881007	0.9785054406147226	0.8876227181859945	0.6855423723100973	0.7858756029497667	0.6408876475588328	0.8686499598048368	0.9450871052545787	0.29746372377622365	0.027095652157278195	0.061588095238095136	0.24903250000000002	0.22299859517269255	0.36010365296803637	0.24178125000000028	-0.03381168903129893
ABI3	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512.1	NP_057512	0.9997780592881007	0.9993349906186937	0.6040926174140548	0.7166944702973128	0.8803474373332136	0.33055508331963035	0.9175380011654917	0.9307068426939595	-0.3173967657342658	0.008417724358542877	-0.1329069081153589	-0.242475	-0.1202534037637607	-0.6532972602739728	0.16368125000000022	-0.09096803039593113
ABI3BP	NP_001336258.1|NP_001336259.1	NP_001336259.1|NP_001336258.1|NP_001336261.1|NP_001336260.1|NP_056244.2	NP_056244.2		NP_056244	0.9997780592881007		0.9235867835828532	0.7045745440495471	0.8554297289359575	0.986212068243676	0.5893134648499266	0.7981509289710812	-0.7005208916083916		-0.08054466800804772	-0.5209687499999998	-0.2813153742853253	0.04170923389142667	-0.7826999999999993	0.34219637731924896
ABL1		NP_009297.2|NP_005148.2	NP_009297.2|NP_005148.2	NP_005148.2	NP_005148	0.9997780592881007	0.9993349906186937	0.8935811072141556	0.915559999295226	0.8809671867722638	0.9430672997646716		0.7039354834597809	0.04975944055944059	-0.011610254678755642	0.06969868154158204	0.04709200000000005	-0.04240353680257176	0.03876661593099957		0.1781634489342723
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811.1	NP_001003407	0.9997780592881007	0.9744294974157616	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.8895959942498031	0.6668101163770429	0.9362462093969828	0.24028933566433563	-0.050684880275295274	-0.014611401743796118	0.35404375	0.11748380774632727	0.1408156265854894	-0.4725666666666668	0.09341434657589986
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309811.1	NP_001309811	0.9997780592881007	0.9744294974157616	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.8895959942498031	0.6668101163770429	0.9362462093969828	0.24028933566433563	-0.050684880275295274	-0.014611401743796118	0.35404375	0.11748380774632727	0.1408156265854894	-0.4725666666666668	0.09198306586697967
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811.1	NP_001003407	0.9997780592881007	0.9744294974157616	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.9051607365524273	0.6668101163770429	0.9362462093969828	0.24028933566433563	-0.050684880275295274	-0.014611401743796118	0.35404375	0.11748380774632727	0.16836575342465743	-0.4725666666666668	0.09341434657589986
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309811.1	NP_001309811	0.9997780592881007	0.9744294974157616	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.9051607365524273	0.6668101163770429	0.9362462093969828	0.24028933566433563	-0.050684880275295274	-0.014611401743796118	0.35404375	0.11748380774632727	0.16836575342465743	-0.4725666666666668	0.09198306586697967
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309812.1	NP_001003407	0.9997780592881007	0.9850839689436182	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.8895959942498031	0.6668101163770429	0.9362462093969828	0.24028933566433563	0.039752761534959186	-0.014611401743796118	0.35404375	0.11748380774632727	0.1408156265854894	-0.4725666666666668	0.09341434657589986
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309815.1	NP_001309812.1	NP_001309811	0.9997780592881007	0.9850839689436182	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.8895959942498031	0.6668101163770429	0.9362462093969828	0.24028933566433563	0.039752761534959186	-0.014611401743796118	0.35404375	0.11748380774632727	0.1408156265854894	-0.4725666666666668	0.09198306586697967
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309812.1	NP_001003407	0.9997780592881007	0.9850839689436182	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.9051607365524273	0.6668101163770429	0.9362462093969828	0.24028933566433563	0.039752761534959186	-0.014611401743796118	0.35404375	0.11748380774632727	0.16836575342465743	-0.4725666666666668	0.09341434657589986
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309815.1	NP_001309812.1	NP_001309811	0.9997780592881007	0.9850839689436182	0.9825726579607656	0.6448228158694066	0.8767587194478537	0.9051607365524273	0.6668101163770429	0.9362462093969828	0.24028933566433563	0.039752761534959186	-0.014611401743796118	0.35404375	0.11748380774632727	0.16836575342465743	-0.4725666666666668	0.09198306586697967
ABLIM2	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1			0.9997780592881007		0.5583678008332148	0.5356911663077105	0.866386499997987	0.8595452898343771	0.8652979613031474		0.18261127622377626		0.519364347826087	0.4732777777777778	0.197864646317031	-0.1800861491628618	-0.3172291666666669	
ABLIM3	NP_001332788.1|NP_001287947.1|NP_001287944.1	NP_001287947.1|NP_001287944.1	NP_001287947.1|NP_001287944.1			0.9997780592881007				0.8551413068643239	0.8928640061962136	0.9427535902950663		0.555959527972028			-0.2003714285714287	0.19440421813871692	-0.1195443937087779	-0.10208333333333419	
ABR	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1		NP_001309770	0.9997780592881007		0.8919167733893173	0.3042119456746822	0.9598912814700046	0.820734055973984	0.9358029880315718	0.9235453478953359	-0.09275900349650354		-0.03972568745808182	0.45807475	0.037843511657049134	-0.18132191780821932	0.12107708333333331	-0.09119125287323947
ABRACL	NP_067066.1	NP_067066.1	NP_067066.1	NP_067066.1	NP_067066	0.9997780592881007	0.9993349906186937	0.9516590599168914	0.9742411423104202	0.932815586421213	0.5167955600565833	0.8462692965930597	0.9293447223263546	-0.6586613636363639	-0.006424293515751106	0.046835613682092464	0.04790062499999992	-0.07612869373337372	-0.5756728056823945	-0.5385458333333336	-0.17763166108763692
ABT1	NP_037507.1	NP_037507.1	NP_037507.1			0.9997780592881007		0.9893490093644782	0.3660599538239554	0.8598408395926493	0.9914330842652709	0.5915796314367955		-0.24223444055944054		0.008488819875776404	-0.4613412500000001	-0.11322044778515464	0.01673830542871657	-0.43356666666666654	
ACAA1	NP_001598.1|NP_001123882.1	NP_001598.1|NP_001123882.1	NP_001598.1|NP_001123882.1	NP_001598.1	NP_001598	0.9997780592881007	0.985058075964494	0.8176233756335824	0.9688493751607082	0.9571329237438091	0.7313097201411166	0.9937513103530042	0.9469243115235596	0.3697279720279719	-0.0387526803252467	0.08650804828973846	-0.044942499999999996	0.03588572113484868	-0.21962749873160814	-0.014556250000000187	-0.06057628576212833
ACAA2	NP_006102.2	NP_006102.2	NP_006102.2	NP_006102.2	NP_006102	0.9997780592881007	0.9479353934047131	0.8330302520159603	0.6881847825045855	0.9651626340452734	0.596329300374813	0.7797853108367383	0.8935928740208163	0.5223406468531471	0.12424930167197851	0.1231950368879947	0.53994375	-0.04869149938294869	-0.4155002536783361	-0.4301833333333329	0.14680616084663534
ACACA	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942133.1|NP_942134.1|NP_942135.1		NP_942131	0.9997780592881007		0.9854803393648421	0.8178910807173233	0.8598408395926493	0.9804192561576822	0.09414364984931187	0.9553332709519089	0.48449440559440565		0.006664788732394414	-0.19562749999999995	0.09409525488503863	0.03429086757990868	1.2437083333333332	0.03788147788575898
ACAD10	NP_001130010.1	NP_079523.3|NP_001130010.1	NP_079523.3|NP_001130010.1		NP_079523	0.9997780592881007		0.9290199033153103	0.8889252874816492	0.9140559782415003	0.7348049119901351	0.9417772397296635	0.9897499429762652	-0.13372832167832174		0.04793849765258215	-0.10338375	-0.05519063467282794	-0.29711283612379497	-0.16022291666666674	0.013209561126760552
ACAD8	NP_055199.1	NP_055199.1	NP_055199.1	NP_055199.1	NP_055199	0.9997780592881007	0.9744294974157616	0.9478452963756248	0.5540451728122714	0.9693554157142591	0.6957386078217425	0.7724822854008957	0.9735219442214185	-0.24421328671328676	0.06897650284874379	-0.03457880617035547	0.48952	0.03477896111280583	-0.2571050228310503	0.7675354166666666	0.03389482436463223
ACAD9	NP_054768.2	NP_054768.2	NP_054768.2	NP_054768.2	NP_054768	0.9997780592881007	0.9226117182644408	0.6896334597881689	0.9942877217258098	0.8803474373332136	0.8472829140156823	0.9016026560627769	0.9964175305207921	-0.03515262237762237	0.1973303197268328	0.10201515761234069	-0.008128499999999955	0.0825738405306503	-0.18402146118721452	-0.2060854166666667	0.007323649912363034
ACADM	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_000007.1	NP_000007	0.9997780592881007	0.9744294974157616	0.9132991198573908	0.7492251394121002	0.9922996701483511	0.47398503038741274	0.5044459295337347	0.9628012217805305	-0.20399213286713289	-0.049499350353313876	0.060564654594232076	0.20932312499999992	-0.012743059990491301	-0.5588537798072045	-0.8286770833333333	-0.04826113492488261
ACADS	NP_000008.1|NP_001289483.1	NP_000008.1|NP_001289483.1	NP_000008.1|NP_001289483.1	NP_000008.1	NP_000008	0.9997780592881007	0.9744294974157616	0.9851100733529956	0.7731072232830289	0.9821355921469186	0.3314148210462392	0.9746067159924805	0.8502612755216723	-0.1611450174825173	0.0779173366703885	0.010309389671361746	0.27981433749999995	0.029113346700675127	-0.6474756976154237	0.0915999999999999	-0.17447435230829417
ACADSB	NP_001600.1|NP_001317103.1	NP_001600.1|NP_001317103.1	NP_001600.1|NP_001317103.1	NP_001600.1	NP_001600	0.9997780592881007	0.9726702356134432	0.8330302520159603	0.938880363665904	0.9636991822828384	0.23498894545746762	0.5461472185785986	0.6268625731511632	-1.1789818181818181	0.08836555774121668	-0.0910678068410463	0.062206750000000005	0.0372388505190503	-1.101178691019787	-0.9566083333333331	-0.3619281014804382
ACADVL	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_001257376.1|NP_000009.1|NP_001257377.1	NP_000009.1	NP_000009	0.9997780592881007	0.9240183741675954	0.8938477328415042	0.529599226062256	0.8643105166161613	0.5716943760119453	0.43060558553667166	0.8719798493696169	0.2100963286713286	0.27523360085690834	0.06082897384305841	0.35461499999999996	0.13041751478181998	-0.337404972095383	-0.7795291666666667	-0.1401392148622848
ACAN		NP_037359.3	NP_037359.3	NP_037359.3		0.9997780592881007	0.9993349906186937	0.7327305051522988		0.9905042418923834	0.9728625027217364			0.51394256993007	-0.049135773070872746	0.23865714285714285		0.030960802788563183	0.17216900050735706		
