cancer_type	protein	Database_ID	adj_p
brca	ABCF3	NP_060828.2	0.010926139567779762
brca	ABCG1	NP_997512.1|NP_004906.3|NP_997057.1|NP_997510.1|NP_058198.2|NP_997511.1|NP_001135977.1	0.004377913789061816
brca	ABHD10	NP_060864.1|NP_001258998.1	0.013124607970137495
brca	ABHD11	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	0.013383768447662918
brca	ABHD12	NP_056415.1|NP_001035937.1	0.005285717101120934
brca	ABHD13	NP_116248.2	0.00555982144192492
brca	ABHD14B	NP_001139786.1|NP_001241682.1	0.009484849138288138
brca	ABHD16A	NP_066983.1|NP_001170986.1	0.0062089749411734715
brca	ABHD17A	NP_112490.3|NP_001123583.1	0.004331978795688954
brca	ABHD17B	NP_001020951.1|NP_057098.2	0.02685131961370335
brca	ABHD17C	NP_067037.1	0.00808725801426279
brca	ABHD3	NP_612213.2|NP_001295185.1|NP_001295186.1	0.0046645398622225985
brca	ABHD4	NP_071343.2	0.004540985836780049
brca	ABHD5	NP_057090.2	0.004331978795688954
brca	ABHD6	NP_001307055.1	0.01108205133893008
brca	ABI2	NP_001269854.1|NP_001269855.1|NP_005750.4	0.022632760759235888
brca	ABI3	NP_057512.1|NP_001128658.1	0.11436721878688645
brca	ABL1	NP_009297.2|NP_005148.2	0.011253883392628838
brca	ABLIM2	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1	0.04078634652183781
brca	ABR	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	0.11983959075246749
brca	ABRACL	NP_067066.1	0.004467866765738857
brca	ABT1	NP_037507.1	0.009406658143649615
brca	ABTB1	NP_742024.1|NP_115937.1	0.009502299812948214
brca	ABTB2	NP_665803.2	0.008211066270238997
brca	ACAA1	NP_001598.1|NP_001123882.1	0.010357209451233116
brca	ACAA2	NP_006102.2	0.009335501524402332
brca	ACACA	NP_942133.1|NP_942134.1|NP_942135.1	0.010605720401676724
brca	ACACB	NP_001084.3	0.004512632857223544
brca	ACAD11	NP_115545.3	0.004331978795688954
brca	ACAD8	NP_055199.1	0.019389236901152223
brca	ACAD9	NP_054768.2	0.004946551699792427
brca	ACADL	NP_001599.1	0.004759685001861997
brca	ACADM	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	0.006303867407180578
brca	ACADS	NP_000008.1|NP_001289483.1	0.013315434391942337
brca	ACADSB	NP_001600.1|NP_001317103.1	0.006661459591453658
brca	ACADVL	NP_001257376.1|NP_000009.1|NP_001257377.1	0.016320824308360214
brca	ACAP1	NP_055531.1	0.006555354990254861
brca	ACAP2	NP_036419.3	0.004701110976661821
brca	ACAP3	NP_085152.2	0.004331978795688954
brca	ACAT1	NP_000010.1	0.2879607235450079
brca	ACAT2	NP_005882.2|NP_001290182.1	0.004331978795688954
brca	ACBD3	NP_073572.2	0.005355449569852603
brca	ACBD6	NP_115736.1	0.004331978795688954
brca	ACBD7	NP_001034933.1	0.004331978795688954
brca	ACCS	NP_001120691.1	0.005674657382658023
brca	ACD	NP_001075955.1|NP_075065.2|NP_001075956.1	0.005290507459439133
brca	ACE	NP_000780.1|NP_690043.1|NP_001171528.1	0.004505898113795399
brca	ACE2	NP_068576.1	0.0052550476571218445
brca	ACO1	NP_001265281.1	0.12591143994485268
brca	ACO2	NP_001089.1	0.03210328949494322
brca	ACOT1	NP_001032238.1	0.008710979782275025
brca	ACOT11	NP_671517.1	0.008052878335446899
brca	ACOT13	NP_060943.1|NP_001153566.1	0.008827385113071426
brca	ACOT2	NP_006812.3	0.004331978795688954
brca	ACOT4	NP_689544.3	0.005978280225862533
brca	ACOT7	NP_863654.1|NP_009205.3|NP_863656.1	0.012559435008561708
brca	ACOT8	NP_005460.2	0.04701927440568226
brca	ACOX1	NP_004026.2|NP_001171968.1	0.01801747011943694
brca	ACOX1	NP_009223.2	0.0062738125497599365
brca	ACOX3	NP_003492.2|NP_001095137.1	0.004331978795688954
brca	ACP5	NP_001602.1	0.004331978795688954
brca	ACP6	NP_057445.4|NP_001310554.1	0.010483785512769649
brca	ACPP	NP_001127666.1|NP_001090.2|NP_001278966.1	0.012308005948338498
brca	ACSF2	NP_001275897.1|NP_079425.3|NP_001275898.1|NP_001275899.1|NP_001275900.1	0.00804556706806463
brca	ACSL3	NP_004448.2	0.004331978795688954
brca	ACSL4	NP_001305438.1|NP_001305439.1	0.00976617104453275
brca	ACSL5	NP_057318.2|NP_976313.1	0.014182507008168468
brca	ACSM1	NP_443188.2	0.005233176970526329
brca	ACSM3	NP_005613.2|NP_973729.1	0.005914000171859102
brca	ACSS1	NP_115890.2|NP_001239604.1|NP_001239605.1|NP_001239606.1	0.004331978795688954
brca	ACSS2	NP_001070020.2|NP_061147.1|NP_001229322.1	0.004500879266394617
brca	ACSS3	NP_078836.1|NP_001317171.1|NP_001317172.1	0.004331978795688954
brca	ACTA1	NP_001091.1	0.0079953487206066
brca	ACTA2	NP_001604.1	0.007031270800718293
brca	ACTB	NP_001092.1	0.004331978795688954
brca	ACTBL2	NP_001017992.1	0.0069031907054417935
brca	ACTG1	NP_001186883.1	0.00709514041923854
brca	ACTG2	NP_001606.1|NP_001186822.1	0.004334627841534218
brca	ACTL6A	NP_004292.1|NP_829888.1	0.027008419396036806
brca	ACTL8	NP_110439.2	0.013097817963855885
brca	ACTN2	NP_001094.1	0.03103775211186986
brca	ACTN3	NP_001245300.2	0.006629579221993513
brca	ACTR1A	NP_005727.1	0.034654152489602075
brca	ACTR1B	NP_005726.1	0.004331978795688954
brca	ACTR3	NP_005712.1|NP_001264069.1	0.004331978795688954
brca	ACTR3B	NP_065178.1|NP_001035225.1	0.010717877872356323
brca	ACTR3C	NP_001157931.1	0.008621950528078627
brca	ACTR5	NP_079131.3	0.0043792588395976965
brca	ACTR6	NP_071941.1	0.0075331051893284045
brca	ACTR8	NP_075050.3	0.0071889918931147285
brca	ACVR1	NP_001096.1|NP_001104503.1	0.004331978795688954
brca	ACY1	NP_001185824.1|NP_001303260.1|NP_001185827.1|NP_001185825.1|NP_001185826.1	0.004331978795688954
brca	ACYP1	NP_001289545.1	0.004331978795688954
brca	ADA	NP_000013.2|NP_001308980.1|NP_001308979.1	0.005577259728091737
brca	ADAL	NP_001311295.1|NP_001152752.1|NP_001311293.1|NP_001311296.1	0.030347213400943915
brca	ADAM10	NP_001101.1|NP_001307499.1	0.02638608769026602
brca	ADAM12	NP_003465.3|NP_001275902.1|NP_067673.2|NP_001275903.1|NP_001275904.1	0.004331978795688954
brca	ADAM15	NP_001248395.1	0.12541017111714228
brca	ADAM15	NP_997080.1|NP_997079.1|NP_997078.1|NP_001248393.1|NP_003806.3|NP_997077.1	0.015268741419637325
brca	ADAM17	NP_003174.3	0.004331978795688954
brca	ADAM8	NP_001100.3	0.009281387818978387
brca	ADAM9	NP_003807.1	0.004331978795688954
brca	ADAMTS1	NP_008919.3	0.007574036698205839
brca	ADAMTS12	NP_112217.2|NP_001311440.1	0.004331978795688954
brca	ADAMTS15	NP_620686.1	0.008251750502922841
brca	ADAMTS16	NP_620687.2	0.010219258203380089
brca	ADAMTS2	NP_055059.2|NP_067610.1	0.004331978795688954
brca	ADAMTS4	NP_005090.3|NP_001307265.1	0.004331978795688954
brca	ADAMTS7	NP_055087.2	0.004467866765738857
brca	ADAMTSL1	NP_001035362.3|NP_443098.3	0.004331978795688954
brca	ADAMTSL2	NP_055509.2	0.004331978795688954
brca	ADAMTSL3	NP_997400.2|NP_001288039.1	0.004331978795688954
brca	ADAMTSL4	NP_061905.2|NP_001275537.1|NP_001275536.1|NP_079284.2	0.004495851647489677
brca	ADAP1	NP_006860.1|NP_001271237.1|NP_001271239.1|NP_001271240.1	0.004331978795688954
brca	ADAP2	NP_060874.1	0.005945400468033116
brca	ADARB1	NP_056648.1|NP_001103.1|NP_056649.1|NP_001153702.1	0.03674439290496387
brca	ADARB2	NP_061172.1	0.05991466100443069
brca	ADAT1	NP_001311374.1|NP_001311381.1|NP_001311373.1	0.00439803741760373
brca	ADAT2	NP_872309.2|NP_001273188.1	0.005518619917614942
brca	ADAT3	NP_001316462.1|NP_612431.2	0.0165676076866626
brca	ADCK1	NP_065154.2|NP_001136017.1	0.004331978795688954
brca	ADCK5	NP_777582.4	0.08449366362090362
brca	ADCY3	NP_004027.2|NP_001307542.1	0.009424954188028812
brca	ADCY5	NP_899200.1|NP_001186571.1	0.028206388862047262
brca	ADCY6	NP_056085.1	0.023908788070759742
brca	ADCY7	NP_001105.1|NP_001272986.1	0.004331978795688954
brca	ADCY9	NP_001107.2	0.04161766060842493
brca	ADD2	NP_001171983.1|NP_059522.1|NP_001171984.1|NP_059516.2	0.004906770611512864
brca	ADGB	NP_078970.3	0.059568532896044864
brca	ADGRE2	NP_038475.2|NP_001257981.1	0.02119713616070609
brca	ADGRE5	NP_510966.1|NP_001020331.1|NP_001775.2	0.004499300523232376
brca	ADGRF5	NP_056049.4	0.009424954188028812
brca	ADGRG1	NP_001139243.1|NP_001139245.1|NP_001139244.1|NP_001277072.1|NP_001277073.1|NP_001277071.1	0.1125450249106322
brca	ADGRG6	NP_065188.4|NP_001027566.1|NP_940971.1|NP_001027567.1	0.005339482088133147
brca	ADGRL1	NP_055736.2|NP_001008701.1	0.025310075785361343
brca	ADGRL2	NP_001317574.1|NP_036434.1|NP_001284634.1|NP_001284635.1	0.005844678319065679
brca	ADGRL4	NP_071442.2	0.02893731038063314
brca	ADGRV1	NP_115495.3	0.004331978795688954
brca	ADH1B	NP_000659.2|NP_001273579.1	0.004331978795688954
brca	ADH1C	NP_000660.1	0.020553788234550167
brca	ADH5	NP_000662.3	0.0058228477664138
brca	ADHFE1	NP_653251.2	0.015169676459398618
brca	ADIPOQ	NP_001171271.1	0.0043792588395976965
brca	ADIPOR1	NP_001277482.1	0.004331978795688954
brca	ADIRF	NP_006820.1	0.006850860972193753
brca	ADK	NP_006712.2|NP_001114.2|NP_001189379.1|NP_001189378.1	0.12444441871510456
brca	ADNP	NP_001269460.1	0.13100539146640025
brca	ADNP2	NP_055728.1	0.0043792588395976965
brca	ADO	NP_116193.2	0.011261052040540283
brca	ADPGK	NP_112574.3	0.004928873233324955
brca	ADPRH	NP_001116.1|NP_001278879.1	0.019037611467049066
brca	ADPRHL2	NP_060295.1	0.018112878949536934
brca	ADRM1	NP_008933.2|NP_001268366.1	0.004331978795688954
brca	ADSL	NP_000017.1|NP_001304852.1|NP_001116850.1	0.015478130805404501
brca	ADSS	NP_001117.2	0.004331978795688954
brca	ADSSL1	NP_689541.1|NP_954634.1|NP_001307353.1	0.00629788305078791
brca	AEBP1	NP_001120.3	0.004331978795688954
brca	AFAP1L1	NP_689619.1|NP_001309991.1|NP_001139809.1|NP_001309992.1	0.004460425975533862
brca	AFF1	NP_001160165.1|NP_001300888.1|NP_005926.1|NP_001300889.1	0.0071852142904825856
brca	AFF2	NP_001162594.1|NP_001162595.1|NP_001162596.1|NP_002016.2|NP_001162593.1|NP_001164099.1	0.004331978795688954
brca	AFF3	NP_001020279.1|NP_002276.2	0.004331978795688954
brca	AFF4	NP_055238.1	0.02624845740041749
brca	AFG3L2	NP_006787.2	0.004331978795688954
brca	AFM	NP_001124.1	0.004539887127251543
brca	AFMID	NP_001010982.2|NP_001138998.1	0.004359966176380789
brca	AFTPH	NP_982261.2|NP_060127.3|NP_001002243.1	0.004426463139390943
brca	AGA	NP_000018.2|NP_001165459.1	0.02834995623370017
brca	AGAP1	NP_001032208.1|NP_055729.2	0.004331978795688954
brca	AGFG1	NP_001128659.1|NP_004495.2|NP_001128660.1|NP_001128661.1	0.0072938886320396065
brca	AGFG2	NP_006067.3	0.030306290262474965
brca	AGGF1	NP_060516.2	0.0067791345734963685
brca	AGK	NP_060708.1	0.005550330221469881
brca	AGL	NP_000633.2|NP_000637.2|NP_000636.2	0.06333154291353048
brca	AGMAT	NP_079034.3	0.004331978795688954
brca	AGO1	NP_001304051.1|NP_036331.1|NP_001304052.1	0.15738292487589906
brca	AGO2	NP_036286.2|NP_001158095.1	0.02865154985241482
brca	AGO3	NP_079128.2|NP_803171.1	0.016834721011113836
brca	AGO4	NP_060099.2	0.00891423970335795
brca	AGPAT1	NP_006402.1	0.004426463139390943
brca	AGPAT2	NP_006403.2|NP_001012745.1	0.005034319355091812
brca	AGPAT3	NP_064517.1	0.011350952967886085
brca	AGPS	NP_003650.1	0.004331978795688954
brca	AGR2	NP_006399.1	0.011376110963475447
brca	AGR3	NP_789783.1	0.007995834686034944
brca	AGT	NP_000020.1	0.0076371791382320265
brca	AGTPBP1	NP_001317630.1|NP_001273644.1|NP_056054.2|NP_001273646.1	0.009687128837005402
brca	AHCTF1	NP_056261.4|NP_001310271.1|NP_001310272.1	0.004331978795688954
brca	AHCY	NP_000678.1|NP_001309015.1|NP_001155238.1	0.004331978795688954
brca	AHCYL1	NP_006612.2|NP_001229602.1	0.005328209643738082
brca	AHDC1	NP_001025053.1	0.016209746046390076
brca	AHR	NP_001612.1	0.006475333035248108
brca	AHSA1	NP_036243.1|NP_001308370.1	0.0046190822834689185
brca	AHSP	NP_001305150.1	0.007498272319007471
brca	AIDA	NP_073742.2	0.11631770204488838
brca	AIF1	NP_001614.3|NP_001305899.1	0.10655193131869337
brca	AIF1L	NP_113614.1|NP_001172024.1|NP_001172025.1	0.06699449463156135
brca	AIFM1	NP_004199.1|NP_665811.1|NP_001124318.2|NP_001124319.1	0.004858517151718497
brca	AIFM2	NP_001185625.1	0.004331978795688954
brca	AIFM3	NP_653305.1|NP_001139760.1|NP_001018070.1	0.004331978795688954
brca	AIM1	NP_001615.2	0.011086321010869959
brca	AIP	NP_003968.3|NP_001289889.1|NP_001289888.1	0.00499737576967373
brca	AJUBA	NP_116265.1|NP_001276026.1	0.02491035652879632
brca	AK1	NP_001305051.1|NP_000467.1	0.0066143021610276615
brca	AK2	NP_001616.1|NP_001306070.1|NP_037543.1|NP_001306069.1|NP_001306068.1|NP_001186128.1|NP_001306071.1|NP_001306072.1	0.004331978795688954
brca	AK3	NP_057366.2|NP_001186781.1|NP_001186785.1	0.04830127619868495
brca	AK4	NP_037542.1|NP_001317545.1	0.004527570266106545
brca	AK5	NP_777283.1|NP_036225.2	0.20980442574128383
brca	AK6	NP_057367.1|NP_001015891.1	0.004331978795688954
brca	AKAP1	NP_003479.1	0.015169676459398618
brca	AKAP10	NP_009133.2|NP_001317081.1	0.006581378268246006
brca	AKAP11	NP_057332.1	0.0047532881277052635
brca	AKAP12	NP_005091.2	0.016024404808066328
brca	AKAP17A	NP_005079.2	0.010040024109316146
brca	AKAP5	NP_004848.3	0.03984177236672465
brca	AKAP7	NP_057461.2|NP_619539.1|NP_004833.1	0.007279241873635821
brca	AKAP8	NP_005849.1	0.017214894951715198
brca	AKAP8L	NP_055186.3|NP_001278407.1	0.008525659078971529
brca	AKAP9	NP_005742.4	0.011192969125770901
brca	AKAP9	NP_671714.1	0.005676105327033059
brca	AKNA	NP_001304879.1|NP_001304881.1	0.007995834686034944
brca	AKR1A1	NP_001189342.1	0.0315212395809737
brca	AKR1B1	NP_001619.1	0.11976119463908981
brca	AKR1B10	NP_064695.3	0.005386886796038414
brca	AKR1B15	NP_001074007.2	0.005174179846108503
brca	AKR1C1	NP_001344.2	0.010700473941747975
brca	AKR1C2	NP_001345.1|NP_001307956.1|NP_001128713.1	0.013616454228921245
brca	AKR1C3	NP_001240837.1|NP_003730.4|NP_001240838.1	0.018172500542155245
brca	AKR1E2	NP_001035267.1|NP_001257950.1|NP_001257954.1	0.00878792181277922
brca	AKR7A2	NP_003680.2|NP_001307908.1	0.019928331726727314
brca	AKR7A3	NP_036199.2	0.004331978795688954
brca	AKT1	NP_005154.2	0.004681662685950947
brca	AKT1S1	NP_001092102.1|NP_115751.3	0.004331978795688954
brca	AKT2	NP_001617.1|NP_001229957.1|NP_001317440.1	0.004331978795688954
brca	AKT3	NP_005456.1|NP_859029.1	0.024677759281315905
brca	AKTIP	NP_001295254.1|NP_071921.1	0.007677419953488374
brca	ALAS1	NP_001291373.1|NP_000679.1	0.07727834960889468
brca	ALB	NP_000468.1	0.005562235514105646
brca	ALCAM	NP_001230209.1|NP_001618.2|NP_001230210.1|NP_001230212.1	0.008347342083252336
brca	ALDH16A1	NP_699160.2|NP_001138868.1	0.004603769409716184
brca	ALDH1A1	NP_000680.2	0.018195796229852054
brca	ALDH1A2	NP_003879.2|NP_733797.1|NP_001193826.1|NP_733798.1	0.005325210918127414
brca	ALDH1A3	NP_000684.2	0.06720863932213238
brca	ALDH1B1	NP_000683.3	0.006784026319449227
brca	ALDH1L1	NP_001257293.1|NP_036322.2|NP_001257294.1	0.013542505455811624
brca	ALDH1L2	NP_001029345.2	0.004377913789061816
brca	ALDH3A2	NP_001026976.1|NP_000373.1|NP_000682.3|NP_001317079.1	0.004331978795688954
brca	ALDH3B1	NP_000685.1|NP_001025181.1|NP_001276988.1|NP_001276987.1	0.004885081281245034
brca	ALDH4A1	NP_003739.2|NP_001154976.1|NP_001306147.1	0.008058340517953596
brca	ALDH5A1	NP_001071.1|NP_733936.1	0.005523829556514947
brca	ALDH7A1	NP_001188306.1|NP_001173.2|NP_001189333.2	0.13806451220693453
brca	ALDH9A1	NP_000687.3	0.07993267518626994
brca	ALDOB	NP_000026.2	0.16541796533997954
brca	ALDOC	NP_005156.1	0.004553074231042471
brca	ALG1	NP_061982.3|NP_001317433.1|NP_001182152.1|NP_001015050.2	0.004331978795688954
brca	ALG11	NP_001004127.2	0.004503884334623254
brca	ALG12	NP_077010.1	0.004354135017914877
brca	ALG2	NP_149078.1	0.006559546416114714
brca	ALG5	NP_037470.1|NP_001135836.1	0.004331978795688954
brca	ALG6	NP_037471.2	0.004555464956017706
brca	ALG8	NP_076984.2|NP_001007028.1	0.0062713494625993346
brca	ALG9	NP_079016.2|NP_001071158.1|NP_001071159.1|NP_001071160.1	0.007103208550225305
brca	ALKBH1	NP_006011.2	0.00891473643433557
brca	ALKBH2	NP_001138846.1|NP_001192108.1	0.004331978795688954
brca	ALKBH3	NP_631917.1	0.006951427908439914
brca	ALKBH4	NP_060091.1	0.005955012323134298
brca	ALKBH5	NP_060228.3	0.004331978795688954
brca	ALKBH6	NP_116267.3|NP_001284630.1|NP_942567.1	0.004331978795688954
brca	ALKBH7	NP_115682.1	0.004331978795688954
brca	ALKBH8	NP_001287939.1|NP_620130.2	0.05351621289615874
brca	ALMS1	NP_055935.4	0.012613252733612048
brca	ALOX12B	NP_001130.1	0.004331978795688954
brca	ALOX15B	NP_001132.2|NP_001034219.1|NP_001034220.1	0.005598119841618987
brca	ALOXE3	NP_001159432.1|NP_067641.2	0.006438885125392932
brca	ALPK1	NP_079420.3|NP_001240813.1	0.10110272754913041
brca	ALPL	NP_000469.3|NP_001120973.2|NP_001170991.1	0.00894293072650219
brca	ALS2	NP_065970.2|NP_001129217.1	0.0044001885599526955
brca	ALYREF	NP_005773.3	0.004331978795688954
brca	AMACR	NP_001161067.1|NP_055139.4|NP_976316.1	0.004331978795688954
brca	AMBP	NP_001624.1	0.005445735427530178
brca	AMBRA1	NP_001254711.1|NP_001287660.1|NP_060219.2|NP_001254712.1	0.015268378471793926
brca	AMDHD1	NP_689648.2	0.005109056932719075
brca	AMFR	NP_001135.3|NP_001310441.1|NP_001310440.1	0.004331978795688954
brca	AMMECR1	NP_056180.1|NP_001020751.1|NP_001165160.1	0.010396931192208136
brca	AMN1	NP_001106873.1|NP_001265340.1	0.0045244416463430725
brca	AMOT	NP_001106962.1|NP_573572.1	0.014900528557141463
brca	AMOTL1	NP_570899.1|NP_001287936.1	0.004632136318728853
brca	AMOTL2	NP_001265612.1|NP_057285.3|NP_001265614.1	0.013836073274494457
brca	AMPD2	NP_001244289.1|NP_631895.1|NP_001244290.1|NP_001295099.1|NP_981949.1	0.007832327596736854
brca	AMPD3	NP_001020561.1|NP_000471.1|NP_001020560.1|NP_001165902.1	0.004669768442215601
brca	AMPH	NP_001626.1|NP_647477.1	0.024063577753700733
brca	AMZ2	NP_001028741.1|NP_001028746.1	0.004331978795688954
brca	ANAPC1	NP_073153.1	0.004331978795688954
brca	ANAPC10	NP_001243638.1|NP_001305296.1|NP_055700.2|NP_001243640.1|NP_001243641.1	0.004331978795688954
brca	ANAPC11	NP_057560.8|NP_001002244.1|NP_001276349.1	0.06176055333852707
brca	ANAPC13	NP_056206.1	0.004826560938451777
brca	ANAPC15	NP_001317250.1|NP_001265414.1|NP_001265419.1	0.02642186953258144
brca	ANAPC16	NP_001229476.1|NP_001229477.1	0.028762670811555223
brca	ANAPC2	NP_037498.1	0.014900528557141463
brca	ANAPC4	NP_001273685.1|NP_037499.2	0.004331978795688954
brca	ANAPC5	NP_057321.2|NP_001317418.1|NP_001131031.1	0.018376677493983178
brca	ANAPC7	NP_057322.2|NP_001131136.1	0.013144471750513729
brca	ANG	NP_001136.1	0.016313976336113204
brca	ANGEL2	NP_653168.2|NP_001287684.1|NP_001287686.1	0.034477400597773405
brca	ANGPTL2	NP_036230.1	0.0043792588395976965
brca	ANGPTL4	NP_647475.1|NP_001034756.1	0.004331978795688954
brca	ANKFY1	NP_001316992.1|NP_057460.3|NP_001244928.1	0.004331978795688954
brca	ANKHD1-EIF4EBP3	NP_065741.3|NP_060217.1|NP_001183959.1	0.042355360438632694
brca	ANKIB1	NP_061877.1	0.004331978795688954
brca	ANKK1	NP_848605.1	0.004729197032867056
brca	ANKLE2	NP_055929.1	0.004331978795688954
brca	ANKMY2	NP_064715.1	0.06290593929984854
brca	ANKRD10	NP_060134.2|NP_001273650.1	0.017384120508258386
brca	ANKRD11	NP_001243111.1	0.004331978795688954
brca	ANKRD12	NP_056023.3|NP_001077094.1	0.006198779243629578
brca	ANKRD13A	NP_149112.1	0.004331978795688954
brca	ANKRD13C	NP_110443.3	0.008287624079125009
brca	ANKRD13D	NP_997237.2|NP_689558.4	0.004377913789061816
brca	ANKRD16	NP_061919.1|NP_001009943.1	0.005615341925804484
brca	ANKRD17	NP_115593.3|NP_056389.1|NP_001273700.1|NP_942592.1	0.0074072412668341435
brca	ANKRD18A	NP_671728.2|NP_001231681.1	0.009932109212871664
brca	ANKRD22	NP_653191.2	0.004331978795688954
brca	ANKRD26	NP_055730.2|NP_001242982.1	0.004342346479552846
brca	ANKRD27	NP_115515.2	0.03367952542396271
brca	ANKRD28	NP_056014.2|NP_001182028.1	0.03212024394756005
brca	ANKRD30A	NP_443723.2	0.050504111760369536
brca	ANKRD30B	NP_001138501.1	0.017519624844637927
brca	ANKRD31	NP_001157915.1	0.005620099666213838
brca	ANKRD36C	NP_001297083.1	0.004331978795688954
brca	ANKRD39	NP_057550.3	0.006525393933845326
brca	ANKRD40	NP_443087.1	0.004701864976152307
brca	ANKRD44	NP_001182073.1|NP_710181.2	0.009351722500840823
brca	ANKRD46	NP_001257308.1|NP_001257307.1	0.00435605228384916
brca	ANKRD49	NP_060174.2	0.004331978795688954
brca	ANKRD50	NP_065070.1|NP_001161354.1	0.021459777465315535
brca	ANKRD52	NP_775866.2	0.023535952390937392
brca	ANKRD54	NP_620152.1	0.004331978795688954
brca	ANKS1A	NP_056060.2	0.005325210918127414
brca	ANKS3	NP_597707.1|NP_001229858.1|NP_001295018.1|NP_001311058.1|NP_001311059.1	0.005674657382658023
brca	ANKZF1	NP_060559.2|NP_001269721.1	0.004854623800604381
brca	ANLN	NP_061155.2|NP_001271230.1|NP_001271231.1	0.011983366557072534
brca	ANO1	NP_060513.5	0.009910505615682491
brca	ANO10	NP_060545.3|NP_001191763.1|NP_001191760.1|NP_001191761.1|NP_001191762.1	0.004331978795688954
brca	ANO5	NP_998764.1|NP_001136121.1	0.034597492401204896
brca	ANO6	NP_001191732.1|NP_001020527.2|NP_001136150.1|NP_001136151.1	0.008296237159434528
brca	ANO8	NP_066010.1	0.004885081281245034
brca	ANOS1	NP_000207.2	0.04110128987040822
brca	ANP32A	NP_006296.1|NP_036536.2|NP_036535.1	0.004460425975533862
brca	ANP32B	NP_006392.1	0.5533036871657211
brca	ANPEP	NP_001141.2	0.005750120549940959
brca	ANTXR1	NP_115584.1|NP_444262.1|NP_060623.2	0.0052709119484221105
brca	ANTXR2	NP_477520.2|NP_001273710.1|NP_001139266.1	0.004331978795688954
brca	ANXA1	NP_000691.1	0.004331978795688954
brca	ANXA11	NP_001265337.1|NP_001265338.1	0.007267054767350644
brca	ANXA2	NP_001002858.1	0.036302495187304225
brca	ANXA2	NP_004030.1	0.014510170905594238
brca	ANXA3	NP_005130.1	0.004331978795688954
brca	ANXA5	NP_001145.1	0.019969605511817264
brca	ANXA7	NP_004025.1|NP_001147.1|NP_001307809.1|NP_001307808.1	0.012999507366863818
brca	ANXA8	NP_001035173.1|NP_001258631.1|NP_001258632.1	0.015062683963459288
