Name	variable	value	cancer	type	omics
DLGAP2	brca_pvalue_transcriptomics	0.4343893124434044	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.5085415311574957	brca	pvalue	transcriptomics
DOCK5	brca_pvalue_transcriptomics	0.0004089668435672741	brca	pvalue	transcriptomics
DOK2	brca_pvalue_transcriptomics	0.7680649952653378	brca	pvalue	transcriptomics
DPYSL2	brca_pvalue_transcriptomics	0.17372232786037545	brca	pvalue	transcriptomics
DPYSL2	brca_pvalue_transcriptomics	0.17372232786037545	brca	pvalue	transcriptomics
DUSP26	brca_pvalue_transcriptomics	0.5768991668612833	brca	pvalue	transcriptomics
DUSP4	brca_pvalue_transcriptomics	0.0026066046603775766	brca	pvalue	transcriptomics
EBF2	brca_pvalue_transcriptomics	0.7367654633443328	brca	pvalue	transcriptomics
EGR3	brca_pvalue_transcriptomics	0.1600515849594794	brca	pvalue	transcriptomics
ELP3	brca_pvalue_transcriptomics	5.498114603829931e-18	brca	pvalue	transcriptomics
ENTPD4	brca_pvalue_transcriptomics	2.341707865326776e-16	brca	pvalue	transcriptomics
EPHX2	brca_pvalue_transcriptomics	3.219806027956063e-06	brca	pvalue	transcriptomics
ERI1	brca_pvalue_transcriptomics	6.213892513214948e-13	brca	pvalue	transcriptomics
ERICH1	brca_pvalue_transcriptomics	2.34740355979839e-17	brca	pvalue	transcriptomics
ESCO2	brca_pvalue_transcriptomics	0.0001308782191487809	brca	pvalue	transcriptomics
EXTL3	brca_pvalue_transcriptomics	2.3967306302839372e-12	brca	pvalue	transcriptomics
FAM160B2	brca_pvalue_transcriptomics	9.115751791570666e-07	brca	pvalue	transcriptomics
FAM167A	brca_pvalue_transcriptomics	0.5284685847969173	brca	pvalue	transcriptomics
FAM86B1	brca_pvalue_transcriptomics	1.1361638910408957e-05	brca	pvalue	transcriptomics
FAM86B2	brca_pvalue_transcriptomics	4.359206771355811e-05	brca	pvalue	transcriptomics
FBXO16	brca_pvalue_transcriptomics	1.4588113809347196e-06	brca	pvalue	transcriptomics
FBXO25	brca_pvalue_transcriptomics	4.224625468974804e-16	brca	pvalue	transcriptomics
FDFT1	brca_pvalue_transcriptomics	3.854294666119041e-09	brca	pvalue	transcriptomics
FGF17	brca_pvalue_transcriptomics	0.7769154865215674	brca	pvalue	transcriptomics
FGF20	brca_pvalue_transcriptomics	0.32689259690638234	brca	pvalue	transcriptomics
FGL1	brca_pvalue_transcriptomics	0.00982196138965137	brca	pvalue	transcriptomics
FUT10	brca_pvalue_transcriptomics	2.50002632183889e-08	brca	pvalue	transcriptomics
FZD3	brca_pvalue_transcriptomics	0.004043149835048315	brca	pvalue	transcriptomics
GATA4	brca_pvalue_transcriptomics	0.47496408593039946	brca	pvalue	transcriptomics
GFRA2	brca_pvalue_transcriptomics	0.370957249110689	brca	pvalue	transcriptomics
GNRH1	brca_pvalue_transcriptomics	1.307031379802863e-05	brca	pvalue	transcriptomics
GSR	brca_pvalue_transcriptomics	7.2228767672018346e-09	brca	pvalue	transcriptomics
GTF2E2	brca_pvalue_transcriptomics	5.759288166331613e-12	brca	pvalue	transcriptomics
HMBOX1	brca_pvalue_transcriptomics	2.7051109143097574e-05	brca	pvalue	transcriptomics
HR	brca_pvalue_transcriptomics	0.03715700290463586	brca	pvalue	transcriptomics
INTS10	brca_pvalue_transcriptomics	1.942096361454281e-18	brca	pvalue	transcriptomics
INTS9	brca_pvalue_transcriptomics	9.177838238763331e-22	brca	pvalue	transcriptomics
KBTBD11	brca_pvalue_transcriptomics	0.8386228397107894	brca	pvalue	transcriptomics
KCNU1	brca_pvalue_transcriptomics	0.11210249165154798	brca	pvalue	transcriptomics
KCTD9	brca_pvalue_transcriptomics	1.77162248799605e-11	brca	pvalue	transcriptomics
KIF13B	brca_pvalue_transcriptomics	0.0001303782198919082	brca	pvalue	transcriptomics
LEPROTL1	brca_pvalue_transcriptomics	6.996557606159426e-20	brca	pvalue	transcriptomics
LGI3	brca_pvalue_transcriptomics	0.9526188532479954	brca	pvalue	transcriptomics
LONRF1	brca_pvalue_transcriptomics	6.530289230262471e-09	brca	pvalue	transcriptomics
LOXL2	brca_pvalue_transcriptomics	0.5014557259471635	brca	pvalue	transcriptomics
LPL	brca_pvalue_transcriptomics	0.6447605308773753	brca	pvalue	transcriptomics
LZTS1	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
MAK16	brca_pvalue_transcriptomics	2.9116617353846326e-09	brca	pvalue	transcriptomics
MBOAT4	brca_pvalue_transcriptomics	0.003756306442032499	brca	pvalue	transcriptomics
MCPH1	brca_pvalue_transcriptomics	5.259757720846991e-19	brca	pvalue	transcriptomics
MFHAS1	brca_pvalue_transcriptomics	1.0703085352425321e-07	brca	pvalue	transcriptomics
MICU3	brca_pvalue_transcriptomics	0.11176129137090189	brca	pvalue	transcriptomics
MSR1	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
MSRA	brca_pvalue_transcriptomics	2.6199472741028865e-08	brca	pvalue	transcriptomics
MTMR7	brca_pvalue_transcriptomics	1.8430328710916092e-10	brca	pvalue	transcriptomics
MTMR9	brca_pvalue_transcriptomics	1.4419479103721767e-10	brca	pvalue	transcriptomics
MTUS1	brca_pvalue_transcriptomics	0.003021178953183622	brca	pvalue	transcriptomics
MTUS1	brca_pvalue_transcriptomics	0.003021178953183622	brca	pvalue	transcriptomics
MYOM2	brca_pvalue_transcriptomics	0.40068567218270695	brca	pvalue	transcriptomics
NAT1	brca_pvalue_transcriptomics	0.4076663142563368	brca	pvalue	transcriptomics
NAT2	brca_pvalue_transcriptomics	0.1785068014279671	brca	pvalue	transcriptomics
NEFL	brca_pvalue_transcriptomics	0.6045978255094852	brca	pvalue	transcriptomics
NEFM	brca_pvalue_transcriptomics	0.6869179340157363	brca	pvalue	transcriptomics
NEIL2	brca_pvalue_transcriptomics	4.589684065104114e-16	brca	pvalue	transcriptomics
NKX2-6	brca_pvalue_transcriptomics	0.3553341035548452	brca	pvalue	transcriptomics
NKX3-1	brca_pvalue_transcriptomics	0.0410460230839498	brca	pvalue	transcriptomics
NPM2	brca_pvalue_transcriptomics	0.20006425541107897	brca	pvalue	transcriptomics
NRG1	brca_pvalue_transcriptomics	0.635963967026977	brca	pvalue	transcriptomics
NUDT18	brca_pvalue_transcriptomics	3.264836684958168e-06	brca	pvalue	transcriptomics
NUGGC	brca_pvalue_transcriptomics	0.7445569486583873	brca	pvalue	transcriptomics
PBK	brca_pvalue_transcriptomics	0.00012779211090678611	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	1.4991581722865242e-06	brca	pvalue	transcriptomics
PDGFRL	brca_pvalue_transcriptomics	0.370957249110689	brca	pvalue	transcriptomics
PDLIM2	brca_pvalue_transcriptomics	0.4712267312359559	brca	pvalue	transcriptomics
PEBP4	brca_pvalue_transcriptomics	0.9181919654331455	brca	pvalue	transcriptomics
PHYHIP	brca_pvalue_transcriptomics	0.7670144305545679	brca	pvalue	transcriptomics
PINX1	brca_pvalue_transcriptomics	3.682374094348e-10	brca	pvalue	transcriptomics
PIWIL2	brca_pvalue_transcriptomics	0.22930198972647936	brca	pvalue	transcriptomics
PNMA2	brca_pvalue_transcriptomics	0.2832648261654117	brca	pvalue	transcriptomics
PNOC	brca_pvalue_transcriptomics	0.9984219578357488	brca	pvalue	transcriptomics
POLR3D	brca_pvalue_transcriptomics	5.054408641037103e-15	brca	pvalue	transcriptomics
PPP1R3B	brca_pvalue_transcriptomics	1.771612509020839e-07	brca	pvalue	transcriptomics
PPP2CB	brca_pvalue_transcriptomics	1.748183544307325e-14	brca	pvalue	transcriptomics
PPP2R2A	brca_pvalue_transcriptomics	6.361990573002398e-20	brca	pvalue	transcriptomics
PPP3CC	brca_pvalue_transcriptomics	7.970993690636675e-06	brca	pvalue	transcriptomics
PPP3CC	brca_pvalue_transcriptomics	7.970993690636675e-06	brca	pvalue	transcriptomics
PRR23D1	brca_pvalue_transcriptomics	0.7869033736297167	brca	pvalue	transcriptomics
PRR23D2	brca_pvalue_transcriptomics	0.7670144305545679	brca	pvalue	transcriptomics
PRSS55	brca_pvalue_transcriptomics	0.4011315014529584	brca	pvalue	transcriptomics
PSD3	brca_pvalue_transcriptomics	0.005716338281007916	brca	pvalue	transcriptomics
PSD3	brca_pvalue_transcriptomics	0.005716338281007916	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	4.2445735762435345e-06	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	4.2445735762435345e-06	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	4.2445735762435345e-06	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	4.2445735762435345e-06	brca	pvalue	transcriptomics
PURG	brca_pvalue_transcriptomics	0.27320569729685595	brca	pvalue	transcriptomics
R3HCC1	brca_pvalue_transcriptomics	2.631620404158293e-11	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.0031241790114774396	brca	pvalue	transcriptomics
REEP4	brca_pvalue_transcriptomics	2.151350798691112e-06	brca	pvalue	transcriptomics
RHOBTB2	brca_pvalue_transcriptomics	0.014501163044633978	brca	pvalue	transcriptomics
RNF122	brca_pvalue_transcriptomics	0.7024921613451842	brca	pvalue	transcriptomics
RP1L1	brca_pvalue_transcriptomics	0.021250296072417994	brca	pvalue	transcriptomics
SARAF	brca_pvalue_transcriptomics	9.120478478315998e-19	brca	pvalue	transcriptomics
SCARA3	brca_pvalue_transcriptomics	2.423568592635095e-06	brca	pvalue	transcriptomics
SCARA5	brca_pvalue_transcriptomics	0.4304882147588463	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8447816505836813	brca	pvalue	transcriptomics
SGCZ	brca_pvalue_transcriptomics	0.7869033736297167	brca	pvalue	transcriptomics
SH2D4A	brca_pvalue_transcriptomics	9.90797994742986e-05	brca	pvalue	transcriptomics
SLC18A1	brca_pvalue_transcriptomics	0.7175201418307012	brca	pvalue	transcriptomics
SLC25A37	brca_pvalue_transcriptomics	6.519326904485144e-06	brca	pvalue	transcriptomics
SLC35G5	brca_pvalue_transcriptomics	0.0410460230839498	brca	pvalue	transcriptomics
SLC39A14	brca_pvalue_transcriptomics	5.75774932987454e-07	brca	pvalue	transcriptomics
SLC7A2	brca_pvalue_transcriptomics	0.03958992491872814	brca	pvalue	transcriptomics
SMIM18	brca_pvalue_transcriptomics	0.009690670212370685	brca	pvalue	transcriptomics
SORBS3	brca_pvalue_transcriptomics	0.02148137666342653	brca	pvalue	transcriptomics
SOX7	brca_pvalue_transcriptomics	0.002466693697814928	brca	pvalue	transcriptomics
SPAG11A	brca_pvalue_transcriptomics	0.5419770356307038	brca	pvalue	transcriptomics
SPAG11B	brca_pvalue_transcriptomics	0.6045978255094852	brca	pvalue	transcriptomics
STC1	brca_pvalue_transcriptomics	0.017729386418537465	brca	pvalue	transcriptomics
STMN4	brca_pvalue_transcriptomics	4.9084115227652445e-05	brca	pvalue	transcriptomics
TDRP	brca_pvalue_transcriptomics	0.00867460787901835	brca	pvalue	transcriptomics
TEX15	brca_pvalue_transcriptomics	0.7445503800692086	brca	pvalue	transcriptomics
TNFRSF10A	brca_pvalue_transcriptomics	1.2527163054004751e-09	brca	pvalue	transcriptomics
TNFRSF10B	brca_pvalue_transcriptomics	0.00012779211090678611	brca	pvalue	transcriptomics
TNFRSF10C	brca_pvalue_transcriptomics	0.18750292779933944	brca	pvalue	transcriptomics
TNFRSF10D	brca_pvalue_transcriptomics	0.3553912939159694	brca	pvalue	transcriptomics
TNKS	brca_pvalue_transcriptomics	6.05181148983199e-16	brca	pvalue	transcriptomics
TRIM35	brca_pvalue_transcriptomics	2.3167714574450683e-18	brca	pvalue	transcriptomics
TTI2	brca_pvalue_transcriptomics	6.240953445161249e-16	brca	pvalue	transcriptomics
TUSC3	brca_pvalue_transcriptomics	0.00010229586893682523	brca	pvalue	transcriptomics
UBXN8	brca_pvalue_transcriptomics	6.189478696101364e-12	brca	pvalue	transcriptomics
UNC5D	brca_pvalue_transcriptomics	0.9948866437108174	brca	pvalue	transcriptomics
USP17L1	brca_pvalue_transcriptomics	0.0830559704969797	brca	pvalue	transcriptomics
USP17L2	brca_pvalue_transcriptomics	0.9000979407621058	brca	pvalue	transcriptomics
USP17L3	brca_pvalue_transcriptomics	0.27804062254180506	brca	pvalue	transcriptomics
USP17L4	brca_pvalue_transcriptomics	0.9279993914310523	brca	pvalue	transcriptomics
USP17L7	brca_pvalue_transcriptomics	0.3553912939159694	brca	pvalue	transcriptomics
USP17L8	brca_pvalue_transcriptomics	0.3126070376894257	brca	pvalue	transcriptomics
VPS37A	brca_pvalue_transcriptomics	1.5777685706373076e-13	brca	pvalue	transcriptomics
WRN	brca_pvalue_transcriptomics	1.3103137758015903e-11	brca	pvalue	transcriptomics
XKR5	brca_pvalue_transcriptomics	0.03253513653373468	brca	pvalue	transcriptomics
XKR6	brca_pvalue_transcriptomics	0.030942900443742233	brca	pvalue	transcriptomics
XPO7	brca_pvalue_transcriptomics	2.3167714574450683e-18	brca	pvalue	transcriptomics
ZDHHC2	brca_pvalue_transcriptomics	0.04492300929129072	brca	pvalue	transcriptomics
ZNF395	brca_pvalue_transcriptomics	1.4657763120476616e-15	brca	pvalue	transcriptomics
ZNF705D	brca_pvalue_transcriptomics	0.4076663142563368	brca	pvalue	transcriptomics
ZNF705G	brca_pvalue_transcriptomics	0.5867759801117713	brca	pvalue	transcriptomics
AC037459.4	brca_rvalue_transcriptomics	0.12390540076224443	brca	rvalue	transcriptomics
ADAM28	brca_rvalue_transcriptomics	0.06959413677410263	brca	rvalue	transcriptomics
ADAM7	brca_rvalue_transcriptomics	-0.0628663220606733	brca	rvalue	transcriptomics
ADAMDEC1	brca_rvalue_transcriptomics	-0.05141964735764131	brca	rvalue	transcriptomics
ADRA1A	brca_rvalue_transcriptomics	0.06481783503014067	brca	rvalue	transcriptomics
AF131216.1	brca_rvalue_transcriptomics	0.2637825558240904	brca	rvalue	transcriptomics
AGPAT5	brca_rvalue_transcriptomics	0.5921726214615104	brca	rvalue	transcriptomics
ANGPT2	brca_rvalue_transcriptomics	0.026021822978911202	brca	rvalue	transcriptomics
ANGPT2	brca_rvalue_transcriptomics	0.026021822978911202	brca	rvalue	transcriptomics
ARHGEF10	brca_rvalue_transcriptomics	0.48574762283139983	brca	rvalue	transcriptomics
ASAH1	brca_rvalue_transcriptomics	0.341795170150522	brca	rvalue	transcriptomics
ATP6V1B2	brca_rvalue_transcriptomics	0.5112556709671383	brca	rvalue	transcriptomics
BIN3	brca_rvalue_transcriptomics	0.6015389712514442	brca	rvalue	transcriptomics
BLK	brca_rvalue_transcriptomics	0.033298666107721496	brca	rvalue	transcriptomics
BMP1	brca_rvalue_transcriptomics	0.07602845780095392	brca	rvalue	transcriptomics
BMP1	brca_rvalue_transcriptomics	0.07602845780095392	brca	rvalue	transcriptomics
BNIP3L	brca_rvalue_transcriptomics	0.5467783934500283	brca	rvalue	transcriptomics
C8orf48	brca_rvalue_transcriptomics	0.2734310799365982	brca	rvalue	transcriptomics
C8orf58	brca_rvalue_transcriptomics	0.46466373960483115	brca	rvalue	transcriptomics
C8orf74	brca_rvalue_transcriptomics	0.015036719061608993	brca	rvalue	transcriptomics
CCAR2	brca_rvalue_transcriptomics	0.694571964686378	brca	rvalue	transcriptomics
CCDC25	brca_rvalue_transcriptomics	0.7482849947257482	brca	rvalue	transcriptomics
CDCA2	brca_rvalue_transcriptomics	0.3144842825844015	brca	rvalue	transcriptomics
CHMP7	brca_rvalue_transcriptomics	0.7495309765891502	brca	rvalue	transcriptomics
CHRNA2	brca_rvalue_transcriptomics	0.09838049432915835	brca	rvalue	transcriptomics
CLDN23	brca_rvalue_transcriptomics	0.3334735905419317	brca	rvalue	transcriptomics
CLN8	brca_rvalue_transcriptomics	0.5870758044716617	brca	rvalue	transcriptomics
CLU	brca_rvalue_transcriptomics	0.40863100810243025	brca	rvalue	transcriptomics
CNOT7	brca_rvalue_transcriptomics	0.7046303681462771	brca	rvalue	transcriptomics
CSGALNACT1	brca_rvalue_transcriptomics	0.3107047170702638	brca	rvalue	transcriptomics
CSMD1	brca_rvalue_transcriptomics	0.00010297086218244433	brca	rvalue	transcriptomics
CTSB	brca_rvalue_transcriptomics	0.23520273927183433	brca	rvalue	transcriptomics
DCTN6	brca_rvalue_transcriptomics	0.7256318942362985	brca	rvalue	transcriptomics
DEFA1	brca_rvalue_transcriptomics	0.04277081159122116	brca	rvalue	transcriptomics
DEFA3	brca_rvalue_transcriptomics	-0.02621239720589924	brca	rvalue	transcriptomics
DEFA4	brca_rvalue_transcriptomics	0.016568372811409864	brca	rvalue	transcriptomics
DEFA5	brca_rvalue_transcriptomics	0.09361303206343903	brca	rvalue	transcriptomics
DEFA6	brca_rvalue_transcriptomics	-0.07042130657049171	brca	rvalue	transcriptomics
DEFB1	brca_rvalue_transcriptomics	0.14538286929388855	brca	rvalue	transcriptomics
DEFB103A	brca_rvalue_transcriptomics	0.022127130350843634	brca	rvalue	transcriptomics
DEFB103B	brca_rvalue_transcriptomics	0.06152614498222985	brca	rvalue	transcriptomics
DEFB105B	brca_rvalue_transcriptomics	0.060202010799792705	brca	rvalue	transcriptomics
DEFB134	brca_rvalue_transcriptomics	0.18680510919824866	brca	rvalue	transcriptomics
DEFB136	brca_rvalue_transcriptomics	0.1163136784706783	brca	rvalue	transcriptomics
DEFB4A	brca_rvalue_transcriptomics	0.07007550485625338	brca	rvalue	transcriptomics
DEFB4B	brca_rvalue_transcriptomics	-0.08451282035147552	brca	rvalue	transcriptomics
DLC1	brca_rvalue_transcriptomics	0.12382305862912976	brca	rvalue	transcriptomics
DLGAP2	brca_rvalue_transcriptomics	0.09413530733838121	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	0.0815977961871005	brca	rvalue	transcriptomics
DOCK5	brca_rvalue_transcriptomics	0.3386748546037379	brca	rvalue	transcriptomics
DOK2	brca_rvalue_transcriptomics	-0.03750915872796648	brca	rvalue	transcriptomics
DPYSL2	brca_rvalue_transcriptomics	0.15112777302234587	brca	rvalue	transcriptomics
DPYSL2	brca_rvalue_transcriptomics	0.15112777302234587	brca	rvalue	transcriptomics
DUSP26	brca_rvalue_transcriptomics	0.07102478235006336	brca	rvalue	transcriptomics
DUSP4	brca_rvalue_transcriptomics	0.2951145673978023	brca	rvalue	transcriptomics
EBF2	brca_rvalue_transcriptomics	0.04411755012199269	brca	rvalue	transcriptomics
EGR3	brca_rvalue_transcriptomics	0.1551248742235266	brca	rvalue	transcriptomics
ELP3	brca_rvalue_transcriptomics	0.7045948973012057	brca	rvalue	transcriptomics
ENTPD4	brca_rvalue_transcriptomics	0.681465828697911	brca	rvalue	transcriptomics
EPHX2	brca_rvalue_transcriptomics	0.4310890765747256	brca	rvalue	transcriptomics
