,level_0,level_1,gain,neutral,loss,chromo,location
121,AC009477.8,ENSG00000284479.1,7,101,2,,
122,AC010731.4,ENSG00000235118.7,8,95,7,2.0,206640677.5
123,AC013269.5,ENSG00000184761.7,7,101,2,,
124,AC025335.1,ENSG00000179859.9,1,104,5,,
125,AC092835.2,ENSG00000233757.6,7,101,2,,
126,AC113404.1,ENSG00000254893.5,25,83,2,5.0,76298502.0
127,AC114783.1,ENSG00000237524.8,7,101,2,,
128,AC131097.4,ENSG00000216921.7,7,94,9,,
129,AC138517.6,ENSG00000283288.1,61,49,0,,
130,AC138647.1,ENSG00000226490.1,9,96,5,8.0,141516687.5
131,AC138969.4,ENSG00000183889.12,20,90,0,16.0,16309271.0
132,ACAA1,ENSG00000060971.17,3,19,88,3.0,38120185.5
133,ACAA2,ENSG00000167315.17,3,93,14,18.0,49798058.5
134,ACACA,ENSG00000278540.4,1,107,2,17.0,37245914.0
135,ACACB,ENSG00000076555.15,13,97,0,12.0,109192410.5
136,ACAD10,ENSG00000111271.14,13,97,0,12.0,111721581.5
137,ACAD11,ENSG00000240303.7,9,87,14,3.0,132609110.0
138,ACAD8,ENSG00000151498.11,3,103,4,11.0,134259675.0
139,ACAD9,ENSG00000177646.18,8,85,17,3.0,128897831.5
140,ACADL,ENSG00000115361.7,7,96,7,2.0,210206286.5
141,ACADM,ENSG00000117054.13,1,105,4,1.0,75755961.0
142,ACADS,ENSG00000122971.8,13,97,0,12.0,120732891.0
143,ACADSB,ENSG00000196177.12,1,96,13,10.0,123033634.5
144,ACADVL,ENSG00000072778.19,1,104,5,17.0,7221195.5
145,ACAN,ENSG00000157766.15,3,102,5,15.0,88839395.0
146,ACAP1,ENSG00000072818.11,1,104,5,17.0,7344003.0
147,ACAP2,ENSG00000114331.13,12,87,11,3.0,195358894.5
148,ACAP3,ENSG00000131584.18,1,102,7,1.0,1300999.5
149,ACAT1,ENSG00000075239.13,3,101,6,11.0,108132149.0
150,ACAT2,ENSG00000120437.8,0,88,22,6.0,159770578.5
151,ACBD3,ENSG00000182827.8,8,99,3,1.0,226165710.0
152,ACBD4,ENSG00000181513.14,2,106,2,17.0,45138390.5
153,ACBD5,ENSG00000107897.18,1,102,7,10.0,27218672.0
154,ACBD6,ENSG00000230124.6,8,100,2,1.0,180386303.5
155,ACBD7,ENSG00000176244.6,1,102,7,10.0,15082125.5
156,ACCS,ENSG00000110455.13,3,104,3,11.0,44075081.0
157,ACCSL,ENSG00000205126.2,3,104,3,11.0,44053979.0
158,ACD,ENSG00000102977.13,21,87,2,16.0,67659163.5
159,ACE,ENSG00000159640.15,4,104,2,17.0,63487720.5
160,ACE2,ENSG00000130234.10,7,96,7,,
161,ACER1,ENSG00000167769.4,3,106,1,19.0,6319877.0
162,ACER2,ENSG00000177076.5,2,90,18,9.0,19430757.0
163,ACER3,ENSG00000078124.11,3,106,1,11.0,76943832.0
164,ACHE,ENSG00000087085.13,28,80,2,7.0,100893484.0
165,ACIN1,ENSG00000100813.14,2,79,29,14.0,23077089.0
166,ACKR1,ENSG00000213088.9,6,101,3,1.0,159204903.5
167,ACKR2,ENSG00000144648.15,3,19,88,3.0,42846363.0
168,ACKR3,ENSG00000144476.5,7,94,9,2.0,236575070.5
169,ACKR4,ENSG00000129048.6,9,86,15,3.0,132608118.5
170,ACLY,ENSG00000131473.16,1,107,2,17.0,41898729.5
171,ACMSD,ENSG00000153086.13,7,101,2,2.0,134870325.0
172,ACO1,ENSG00000122729.18,2,92,16,9.0,32419686.0
173,ACO2,ENSG00000100412.15,5,102,3,22.0,41499053.0
174,ACOD1,ENSG00000102794.9,4,96,10,13.0,76953574.5
175,ACOT1,ENSG00000184227.7,4,73,33,14.0,73540469.5
176,ACOT11,ENSG00000162390.17,1,105,4,1.0,54590724.5
177,ACOT12,ENSG00000172497.8,26,81,3,5.0,81362087.5
178,ACOT13,ENSG00000112304.10,0,99,11,6.0,24686050.0
179,ACOT2,ENSG00000119673.14,3,68,39,14.0,73571639.0
180,ACOT4,ENSG00000177465.4,3,68,39,14.0,73594101.0
181,ACOT6,ENSG00000205669.2,3,68,39,14.0,73615416.5
182,ACOT7,ENSG00000097021.19,1,101,8,1.0,6329330.0
183,ACOT8,ENSG00000101473.16,12,98,0,20.0,45849563.0
184,ACOT9,ENSG00000123130.16,7,96,7,,
185,ACOX1,ENSG00000161533.11,5,103,2,17.0,75960342.0
186,ACOX2,ENSG00000168306.12,3,22,85,3.0,58521209.5
187,ACOX3,ENSG00000087008.15,4,98,8,4.0,8403502.5
188,ACOXL,ENSG00000153093.18,7,101,2,2.0,110925397.5
189,ACP1,ENSG00000143727.15,7,101,2,2.0,271211.5
190,ACP2,ENSG00000134575.9,3,104,3,11.0,47244104.0
191,ACP5,ENSG00000102575.10,3,106,1,19.0,11576834.0
192,ACP6,ENSG00000162836.11,6,101,3,1.0,147650088.0
193,ACP7,ENSG00000183760.10,2,108,0,19.0,39097703.0
194,ACPP,ENSG00000014257.15,9,86,15,3.0,132342833.5
195,ACPT,ENSG00000142513.5,2,108,0,,
196,ACR,ENSG00000100312.10,7,100,3,22.0,50741767.5
197,ACRBP,ENSG00000111644.7,13,97,0,12.0,6642754.0
198,ACRV1,ENSG00000134940.13,3,103,4,11.0,125676198.0
199,ACSBG1,ENSG00000103740.9,3,102,5,15.0,78206578.0
200,ACSBG2,ENSG00000130377.13,3,106,1,19.0,6164170.5
201,ACSF2,ENSG00000167107.12,2,106,2,17.0,50450501.5
202,ACSF3,ENSG00000176715.15,20,87,3,16.0,89126248.0
203,ACSL1,ENSG00000151726.13,3,94,13,4.0,184791206.5
204,ACSL3,ENSG00000123983.13,7,94,9,2.0,222902790.5
205,ACSL4,ENSG00000068366.19,8,95,7,,
206,ACSL5,ENSG00000197142.10,1,97,12,10.0,112401199.0
207,ACSL6,ENSG00000164398.12,57,52,1,5.0,131981108.0
208,ACSM1,ENSG00000166743.9,20,90,0,16.0,20661063.5
209,ACSM2A,ENSG00000183747.11,20,90,0,16.0,20469565.0
210,ACSM2B,ENSG00000066813.14,20,90,0,16.0,20556326.5
211,ACSM3,ENSG00000005187.11,20,90,0,16.0,20703912.0
212,ACSM4,ENSG00000215009.5,13,97,0,12.0,7316504.0
213,ACSM5,ENSG00000183549.10,20,90,0,16.0,20425435.0
214,ACSM6,ENSG00000173124.14,1,98,11,10.0,95211564.0
215,ACSS1,ENSG00000154930.14,10,100,0,20.0,25032605.0
216,ACSS2,ENSG00000131069.19,11,99,0,20.0,34900054.0
217,ACSS3,ENSG00000111058.7,13,97,0,12.0,81098812.0
218,ACTA1,ENSG00000143632.14,7,100,3,1.0,229432671.5
219,ACTA2,ENSG00000107796.13,1,99,10,10.0,88963206.5
220,ACTB,ENSG00000075624.13,28,80,2,7.0,5545466.0
221,ACTBL2,ENSG00000169067.3,25,83,2,5.0,57481414.5
222,ACTC1,ENSG00000159251.6,3,102,5,15.0,34792889.5
223,ACTG1,ENSG00000184009.9,4,104,2,17.0,81516909.0
224,ACTG2,ENSG00000163017.13,8,100,2,2.0,73906089.5
225,ACTL10,ENSG00000182584.4,11,99,0,20.0,33667734.0
226,ACTL6A,ENSG00000136518.16,12,87,11,3.0,179575646.5
227,ACTL6B,ENSG00000077080.9,28,80,2,7.0,100649772.5
228,ACTL7A,ENSG00000187003.6,2,90,18,9.0,108863011.0
229,ACTL7B,ENSG00000148156.7,2,90,18,9.0,108855287.0
230,ACTL8,ENSG00000117148.7,1,101,8,1.0,17791198.0
231,ACTL9,ENSG00000181786.4,3,105,2,19.0,8698097.5
232,ACTN1,ENSG00000072110.13,2,69,39,14.0,68926791.5
233,ACTN2,ENSG00000077522.12,7,100,3,1.0,236714386.0
234,ACTN3,ENSG00000248746.5,3,106,1,11.0,66554864.5
235,ACTN4,ENSG00000130402.11,2,107,1,19.0,38689619.0
236,ACTR10,ENSG00000131966.13,2,73,35,14.0,58217858.0
237,ACTR1A,ENSG00000138107.12,1,98,11,10.0,102482296.5
238,ACTR1B,ENSG00000115073.7,7,101,2,2.0,97659991.5
239,ACTR2,ENSG00000138071.13,7,101,2,2.0,65249503.0
240,ACTR3,ENSG00000115091.11,7,101,2,2.0,113926329.5
241,ACTR3B,ENSG00000133627.17,27,80,3,7.0,152807563.5
242,ACTR3C,ENSG00000106526.10,28,79,3,7.0,150283820.5
243,ACTR5,ENSG00000101442.9,11,99,0,20.0,38760490.0
244,ACTR6,ENSG00000075089.9,13,97,0,12.0,100220493.5
245,ACTR8,ENSG00000113812.13,3,20,87,3.0,53874609.0
246,ACTRT1,ENSG00000123165.8,8,95,7,,
247,ACTRT2,ENSG00000169717.6,1,102,7,1.0,3022185.0
248,ACTRT3,ENSG00000184378.2,11,88,11,3.0,169768241.0
249,ACVR1,ENSG00000115170.13,11,97,2,2.0,157806387.0
250,ACVR1B,ENSG00000135503.12,13,97,0,12.0,51974388.5
251,ACVR1C,ENSG00000123612.15,10,98,2,2.0,157577815.5
252,ACVR2A,ENSG00000121989.14,9,99,2,2.0,147887671.5
253,ACVR2B,ENSG00000114739.13,3,19,88,3.0,38473516.0
254,ACVRL1,ENSG00000139567.12,13,97,0,12.0,51915134.5
255,ACY1,ENSG00000243989.8,3,18,89,3.0,51986268.5
256,ACY3,ENSG00000132744.7,3,106,1,11.0,67646642.5
257,ACYP1,ENSG00000119640.8,2,69,39,14.0,75061360.0
258,ACYP2,ENSG00000170634.12,7,101,2,2.0,54138069.0
259,ADA,ENSG00000196839.12,12,98,0,20.0,44635877.5
260,ADAD1,ENSG00000164113.10,2,98,10,4.0,122404384.0
261,ADAD2,ENSG00000140955.10,20,87,3,16.0,84194153.0
262,ADAL,ENSG00000168803.14,3,102,5,15.0,43342606.0
263,ADAM10,ENSG00000137845.14,3,102,5,15.0,58669300.0
264,ADAM11,ENSG00000073670.13,2,106,2,17.0,44770417.0
265,ADAM12,ENSG00000148848.14,1,96,13,10.0,126200418.0
266,ADAM15,ENSG00000143537.13,6,101,3,1.0,155056670.5
267,ADAM17,ENSG00000151694.12,7,101,2,2.0,9522609.0
268,ADAM18,ENSG00000168619.15,3,84,23,8.0,39657277.0
269,ADAM19,ENSG00000135074.15,63,47,0,5.0,157485654.5
270,ADAM2,ENSG00000104755.14,3,84,23,8.0,39791012.0
271,ADAM20,ENSG00000134007.3,2,69,39,14.0,70528686.5
272,ADAM21,ENSG00000139985.6,2,69,39,14.0,70456039.5
273,ADAM22,ENSG00000008277.14,29,79,2,7.0,88068516.0
274,ADAM23,ENSG00000114948.12,8,95,7,2.0,206532329.5
275,ADAM28,ENSG00000042980.12,3,83,24,8.0,24326541.5
276,ADAM29,ENSG00000168594.15,3,94,13,4.0,174903924.0
277,ADAM30,ENSG00000134249.6,1,105,4,1.0,119895024.0
278,ADAM32,ENSG00000197140.14,3,83,24,8.0,39195953.5
279,ADAM33,ENSG00000149451.17,10,98,2,20.0,3675105.5
280,ADAM7,ENSG00000069206.15,3,82,25,8.0,24483950.0
281,ADAM8,ENSG00000151651.15,1,95,14,10.0,133269644.0
282,ADAM9,ENSG00000168615.11,3,83,24,8.0,39051065.0
283,ADAMDEC1,ENSG00000134028.14,3,82,25,8.0,24395149.0
284,ADAMTS1,ENSG00000154734.14,6,102,2,21.0,26840582.0
285,ADAMTS10,ENSG00000142303.13,3,105,2,19.0,8595487.5
286,ADAMTS12,ENSG00000151388.10,25,83,2,5.0,33707777.0
287,ADAMTS13,ENSG00000160323.18,2,90,18,9.0,133436880.0
288,ADAMTS14,ENSG00000138316.10,1,98,11,10.0,70717473.5
289,ADAMTS15,ENSG00000166106.3,3,103,4,11.0,130462807.5
290,ADAMTS16,ENSG00000145536.15,25,83,2,5.0,5230317.0
291,ADAMTS17,ENSG00000140470.13,3,102,5,15.0,100156721.0
292,ADAMTS18,ENSG00000140873.15,21,86,3,16.0,77341423.5
293,ADAMTS19,ENSG00000145808.9,54,55,1,5.0,129599482.0
294,ADAMTS2,ENSG00000087116.14,62,48,0,5.0,179228157.0
295,ADAMTS20,ENSG00000173157.16,13,97,0,12.0,43453034.5
296,ADAMTS3,ENSG00000156140.9,3,99,8,4.0,72425095.0
297,ADAMTS4,ENSG00000158859.9,6,101,3,1.0,161191678.0
298,ADAMTS5,ENSG00000154736.5,6,102,2,21.0,26942505.0
299,ADAMTS6,ENSG00000049192.14,24,84,2,5.0,65315329.0
300,ADAMTS7,ENSG00000136378.14,3,102,5,15.0,78785335.0
301,ADAMTS8,ENSG00000134917.9,3,103,4,11.0,130416766.0
302,ADAMTS9,ENSG00000163638.13,3,24,83,3.0,64601827.0
303,ADAMTSL1,ENSG00000178031.16,2,90,18,9.0,18408756.5
304,ADAMTSL2,ENSG00000197859.9,2,90,18,9.0,133553841.5
305,ADAMTSL3,ENSG00000156218.12,3,102,5,15.0,83846965.0
306,ADAMTSL4,ENSG00000143382.14,5,102,3,1.0,150555153.0
307,ADAMTSL5,ENSG00000185761.10,3,105,2,19.0,1509313.0
308,ADAP1,ENSG00000105963.13,28,80,2,7.0,926653.5
309,ADAP2,ENSG00000184060.10,1,107,2,17.0,30932833.0
310,ADAR,ENSG00000160710.15,6,101,3,1.0,154605035.0
311,ADARB1,ENSG00000197381.15,6,102,2,21.0,45150206.5
312,ADARB2,ENSG00000185736.15,1,102,7,10.0,1457419.0
313,ADAT1,ENSG00000065457.10,21,87,2,16.0,75610140.5
314,ADAT2,ENSG00000189007.15,0,89,21,6.0,143436763.5
315,ADAT3,ENSG00000213638.5,3,105,2,19.0,1909423.0
316,ADCK1,ENSG00000063761.15,2,69,39,14.0,77867561.5
317,ADCK2,ENSG00000133597.10,27,81,2,7.0,140684603.0
318,ADCK5,ENSG00000173137.11,9,96,5,8.0,144383171.5
319,ADCY1,ENSG00000164742.14,29,79,2,7.0,45648628.0
320,ADCY10,ENSG00000143199.17,6,101,3,1.0,167861800.5
321,ADCY2,ENSG00000078295.16,25,83,2,5.0,7613109.5
322,ADCY3,ENSG00000138031.14,6,102,2,2.0,24869504.0
323,ADCY4,ENSG00000129467.13,2,79,29,14.0,24326721.0
324,ADCY5,ENSG00000173175.14,7,83,20,3.0,123366027.0
325,ADCY6,ENSG00000174233.11,13,97,0,12.0,48777615.5
326,ADCY7,ENSG00000121281.12,21,88,1,16.0,50282136.0
327,ADCY8,ENSG00000155897.9,8,96,6,8.0,130910605.0
328,ADCY9,ENSG00000162104.9,20,90,0,16.0,4034914.5
329,ADCYAP1,ENSG00000141433.12,4,93,13,18.0,908521.5
330,ADCYAP1R1,ENSG00000078549.14,28,80,2,7.0,31081970.0
331,ADD1,ENSG00000087274.16,4,97,9,4.0,2886966.5
332,ADD2,ENSG00000075340.22,7,101,2,2.0,70687921.5
333,ADD3,ENSG00000148700.14,1,97,12,10.0,110065966.5
334,ADGB,ENSG00000118492.16,0,88,22,6.0,146707214.5
335,ADGRA1,ENSG00000197177.15,1,95,14,10.0,133101302.0
336,ADGRA2,ENSG00000020181.17,3,83,24,8.0,37814543.5
337,ADGRA3,ENSG00000152990.13,3,100,7,4.0,22430568.5
338,ADGRB1,ENSG00000181790.10,10,95,5,8.0,142497219.5
339,ADGRB2,ENSG00000121753.12,1,101,8,1.0,31746005.0
340,ADGRB3,ENSG00000135298.13,0,97,13,6.0,69012394.0
341,ADGRD1,ENSG00000111452.12,13,97,0,12.0,131047688.0
342,ADGRD2,ENSG00000180264.11,2,90,18,9.0,124465007.0
343,ADGRE1,ENSG00000174837.14,3,106,1,19.0,6914012.5
344,ADGRE2,ENSG00000127507.17,3,106,1,19.0,14755476.0
345,ADGRE3,ENSG00000131355.14,3,106,1,19.0,14654572.0
346,ADGRE5,ENSG00000123146.19,3,106,1,19.0,14394613.0
347,ADGRF1,ENSG00000153292.15,0,98,12,6.0,47020029.0
348,ADGRF2,ENSG00000164393.8,0,98,12,6.0,47677116.5
349,ADGRF3,ENSG00000173567.14,7,101,2,2.0,26327495.0
350,ADGRF4,ENSG00000153294.11,0,98,12,6.0,47703942.5
351,ADGRF5,ENSG00000069122.18,0,98,12,6.0,46903732.5
352,ADGRG1,ENSG00000205336.11,21,88,1,16.0,57638116.0
353,ADGRG2,ENSG00000173698.17,7,96,7,,
354,ADGRG3,ENSG00000182885.16,21,88,1,16.0,57678827.5
355,ADGRG4,ENSG00000156920.10,8,95,7,,
356,ADGRG5,ENSG00000159618.15,21,88,1,16.0,57567162.0
357,ADGRG6,ENSG00000112414.14,0,89,21,6.0,142374060.0
358,ADGRG7,ENSG00000144820.7,7,75,28,3.0,100652540.0
359,ADGRL1,ENSG00000072071.16,3,106,1,19.0,14176965.0
360,ADGRL2,ENSG00000117114.19,1,105,4,1.0,81649298.0
361,ADGRL3,ENSG00000150471.16,2,100,8,4.0,61639796.5
362,ADGRL4,ENSG00000162618.13,1,105,4,1.0,79085944.0
363,ADGRV1,ENSG00000164199.16,30,78,2,5.0,90846890.5
364,ADH1A,ENSG00000187758.7,2,100,8,4.0,99283686.0
365,ADH1B,ENSG00000196616.13,2,100,8,4.0,99328865.5
366,ADH1C,ENSG00000248144.5,2,100,8,4.0,99344621.5
367,ADH4,ENSG00000198099.8,2,100,8,4.0,99140724.5
368,ADH5,ENSG00000197894.10,2,100,8,4.0,99079889.5
369,ADH6,ENSG00000172955.17,2,100,8,4.0,99211087.5
370,ADH7,ENSG00000196344.11,2,100,8,4.0,99423999.0
371,ADHFE1,ENSG00000147576.15,9,91,10,8.0,66450699.5
372,ADI1,ENSG00000182551.13,7,101,2,2.0,3508448.5
373,ADIG,ENSG00000182035.11,11,99,0,20.0,38584829.0
374,ADIPOQ,ENSG00000181092.9,12,87,11,3.0,186850583.5
375,ADIPOR1,ENSG00000159346.12,9,99,2,1.0,202949699.0
376,ADIPOR2,ENSG00000006831.9,13,97,0,12.0,1738624.0
377,ADIRF,ENSG00000148671.13,1,98,11,10.0,86976183.0
378,ADK,ENSG00000156110.13,1,98,11,10.0,74430582.5
379,ADM,ENSG00000148926.9,4,104,2,11.0,10306235.0
380,ADM2,ENSG00000128165.8,5,102,3,22.0,50483991.5
381,ADM5,ENSG00000224420.3,2,108,0,19.0,49689619.5
382,ADNP,ENSG00000101126.15,12,98,0,20.0,50910176.5
383,ADNP2,ENSG00000101544.8,3,92,15,18.0,80128392.5
384,ADO,ENSG00000181915.4,1,98,11,10.0,62806599.5
385,ADORA1,ENSG00000163485.16,9,99,2,1.0,203129029.5
386,ADORA2A,ENSG00000128271.21,4,103,3,22.0,24430118.0
387,ADORA2B,ENSG00000170425.3,1,104,5,17.0,15960331.5
388,ADORA3,ENSG00000282608.1,1,103,6,1.0,111501531.0
389,ADPGK,ENSG00000159322.17,3,102,5,15.0,72768607.5
390,ADPRH,ENSG00000144843.11,7,80,23,3.0,119584606.5
391,ADPRHL1,ENSG00000153531.13,5,95,10,13.0,113426567.0
392,ADPRHL2,ENSG00000116863.10,1,105,4,1.0,36091412.0
393,ADPRM,ENSG00000170222.11,1,104,5,17.0,10704576.0
394,ADRA1A,ENSG00000120907.17,3,82,25,8.0,26807714.0
395,ADRA1B,ENSG00000170214.3,63,47,0,5.0,159919046.0
396,ADRA1D,ENSG00000171873.7,10,98,2,20.0,4234958.5
397,ADRA2A,ENSG00000150594.6,1,97,12,10.0,111078968.0
398,ADRA2B,ENSG00000274286.1,7,101,2,2.0,96114723.5
399,ADRA2C,ENSG00000184160.7,4,97,9,4.0,3767437.0
400,ADRB1,ENSG00000043591.5,1,97,12,10.0,114045385.0
