protein	Database_ID	adj_p	cancer_type	change	tumor_sample_size	not_tumor_sample_size
MUC21	ENSG00000204544	1.3314053461692829e-11	hnscc	-186.30418515130626	40	14
CLEC3B	ENSG00000163815	1.3786948587904735e-11	hnscc	-13.97389602821169	40	14
TRIP10	ENSG00000125733	1.7837816736199278e-11	hnscc	-18.13542225822419	40	14
FAXDC2	ENSG00000170271	2.4257568337765006e-11	hnscc	-2.3529665016799175	40	14
SOD3	ENSG00000109610	2.4257568337765006e-11	hnscc	-4.571536680768407	40	14
HLF	ENSG00000108924	2.52851449803589e-11	hnscc	-7.976420067169679	40	14
ECHDC2	ENSG00000121310	2.8641592186712842e-11	hnscc	-5.047787249643564	40	14
GSTM5	ENSG00000134201	2.936958821439089e-11	hnscc	-0.7607495612009163	40	14
PGM5	ENSG00000154330	5.101074247016039e-11	hnscc	-3.5659906713343705	40	14
MFAP4	ENSG00000166482	5.313960917204167e-11	hnscc	-27.014046596123766	40	14
PPP1R3C	ENSG00000119938	5.313960917204167e-11	hnscc	-46.69851090251524	40	14
CFD	ENSG00000197766	5.568925858584871e-11	hnscc	-55.06103791330107	40	14
CYP4B1	ENSG00000142973	6.001037903479276e-11	hnscc	-16.305121176519215	40	14
MAL	ENSG00000172005	6.03252318539555e-11	hnscc	-721.2956317148579	40	14
FAM189A2	ENSG00000135063	6.03252318539555e-11	hnscc	-3.3650078086475332	40	14
GPD1L	ENSG00000152642	7.30428732638576e-11	hnscc	-22.53116939388882	40	14
KRT4	ENSG00000170477	8.929045741017816e-11	hnscc	-7844.268731967616	40	14
MYRIP	ENSG00000170011	1.0045613702775821e-10	hnscc	-1.320515819920424	40	14
RMND5B	ENSG00000145916	1.0685515476138999e-10	hnscc	-4.962428555088429	40	14
EMP1	ENSG00000134531	1.0845814392226881e-10	hnscc	-368.154137601919	40	14
NUCB2	ENSG00000070081	1.3030544553494806e-10	hnscc	-15.372396213159035	40	14
TGFBR3	ENSG00000069702	1.3157385105544222e-10	hnscc	-7.848452466450047	40	14
THSD4	ENSG00000187720	1.3157385105544222e-10	hnscc	-6.504742039975462	40	14
FAIM2	ENSG00000135472	2.4337407363922856e-10	hnscc	-0.3856095334896428	40	14
ATP6V0A4	ENSG00000105929	2.4337407363922856e-10	hnscc	-7.042482032623121	40	14
MYZAP	ENSG00000263155	2.4337407363922856e-10	hnscc	-4.47433275056879	40	14
FUT6	ENSG00000156413	2.5647558208150254e-10	hnscc	-10.068690966000112	40	14
SORT1	ENSG00000134243	2.6665971069008363e-10	hnscc	-16.38156310079799	40	14
PAIP2B	ENSG00000124374	2.8829974460058445e-10	hnscc	-6.691888332027091	40	14
ZNF728	ENSG00000269067	3.0453343611680015e-10	hnscc	-0.5124572115991124	40	14
MGST2	ENSG00000085871	3.0868540475609344e-10	hnscc	-10.668128570435679	40	14
KCNAB1	ENSG00000169282	3.197746434922334e-10	hnscc	-0.9192592811915079	40	14
CPEB3	ENSG00000107864	3.197746434922334e-10	hnscc	-2.101301578922251	40	14
SPINK8	ENSG00000229453	3.197746434922334e-10	hnscc	-1.059835739354226	40	14
ACOX2	ENSG00000168306	3.1995870777303845e-10	hnscc	-1.523114739880997	40	14
TRPV6	ENSG00000165125	3.207239944443994e-10	hnscc	-0.7640665716289917	40	14
SHMT1	ENSG00000176974	3.2441129874792744e-10	hnscc	-6.098773061560406	40	14
METTL7A	ENSG00000185432	3.298281556050251e-10	hnscc	-15.992409847992342	40	14
CRNN	ENSG00000143536	3.376453312102354e-10	hnscc	-1894.8787478029055	40	14
RERGL	ENSG00000111404	3.376453312102354e-10	hnscc	-1.4962014342405916	40	14
NDNF	ENSG00000173376	3.5787397327764484e-10	hnscc	-4.435656886239016	40	14
CGNL1	ENSG00000128849	3.905646999817014e-10	hnscc	-8.378064233753976	40	14
MGLL	ENSG00000074416	3.9976894844045397e-10	hnscc	-16.17726265709442	40	14
LNX1	ENSG00000072201	5.738602447802625e-10	hnscc	-7.256827063748198	40	14
PRELP	ENSG00000188783	6.003070986175225e-10	hnscc	-5.0075757540815715	40	14
PDE1A	ENSG00000115252	6.276191029634948e-10	hnscc	-0.9926040229274489	40	14
GREM2	ENSG00000180875	6.285786355371986e-10	hnscc	-2.787514484934706	40	14
ABCA10	ENSG00000154263	6.285786355371986e-10	hnscc	-4.548911633804343	40	14
SCP2	ENSG00000116171	6.511377701462845e-10	hnscc	-4.659165716152044	40	14
CXCR2	ENSG00000180871	6.878010065343125e-10	hnscc	-7.132202616803833	40	14
ODF4	ENSG00000184650	7.908256650725108e-10	hnscc	-0.1256368703629135	40	14
VIT	ENSG00000205221	9.134325679879855e-10	hnscc	-6.695272696449117	40	14
FGF10	ENSG00000070193	9.850249936647688e-10	hnscc	-2.6751060309505306	40	14
GRIK3	ENSG00000163873	1.2689124007437663e-09	hnscc	-0.18398818251093463	40	14
FMO2	ENSG00000094963	1.2712019340485652e-09	hnscc	-28.81156421277269	40	14
LPIN1	ENSG00000134324	1.3015225124811833e-09	hnscc	-10.342461627918624	40	14
KLB	ENSG00000134962	1.3015225124811833e-09	hnscc	-0.39574728812283233	40	14
EMC3	ENSG00000125037	1.4967088587414126e-09	hnscc	-6.717108557369633	40	14
MMRN1	ENSG00000138722	1.5208843727732236e-09	hnscc	-11.911515903594962	40	14
RNF2	ENSG00000121481	1.5318681336980713e-09	hnscc	3.3559806831785717	40	14
RRAGD	ENSG00000025039	1.5540663799226913e-09	hnscc	-11.263912831746389	40	14
AHNAK	ENSG00000124942	1.556177920379286e-09	hnscc	-179.68589219455924	40	14
NRXN1	ENSG00000179915	1.5915629691875075e-09	hnscc	-0.30839824524010556	40	14
SORCS1	ENSG00000108018	1.645586210144473e-09	hnscc	-0.5836933310038865	40	14
PPL	ENSG00000118898	1.645586210144473e-09	hnscc	-181.07528649617203	40	14
SLC16A6	ENSG00000108932	1.7198827857125193e-09	hnscc	-4.6447500352653	40	14
MYOCD	ENSG00000141052	1.724662022139237e-09	hnscc	-0.2373708857900671	40	14
CCL14	ENSG00000276409	1.7966701079607235e-09	hnscc	-1.041743614071517	40	14
ARHGEF10L	ENSG00000074964	1.9892410300454183e-09	hnscc	-5.325444590556328	40	14
ANGPTL1	ENSG00000116194	2.563719139985738e-09	hnscc	-12.220327185482123	40	14
MPC1	ENSG00000060762	2.6027188280128e-09	hnscc	-13.68853166595558	40	14
PADI1	ENSG00000142623	2.7357595387617016e-09	hnscc	-51.641244947301985	40	14
CYP3A5	ENSG00000106258	2.75488183676073e-09	hnscc	-15.224319316047282	40	14
FAM219B	ENSG00000178761	2.7823803452593028e-09	hnscc	-6.936740017890054	40	14
KRT33A	ENSG00000006059	2.913051068328696e-09	hnscc	-0.7807742050672275	40	14
LEPR	ENSG00000116678	3.060876227435508e-09	hnscc	-8.755746013810437	40	14
ADH4	ENSG00000198099	3.2945219307472183e-09	hnscc	-2.2727512075401557	40	14
C1QTNF7	ENSG00000163145	3.81143521857552e-09	hnscc	-2.219180979385372	40	14
ABCD3	ENSG00000117528	4.6681926205908475e-09	hnscc	-6.303114204706597	40	14
MEIS1	ENSG00000143995	4.794276283449181e-09	hnscc	-6.8869918940462895	40	14
PDE4C	ENSG00000105650	4.832886628091837e-09	hnscc	-0.6517432940589669	40	14
BOC	ENSG00000144857	5.012615858325418e-09	hnscc	-5.421905002868133	40	14
TACR1	ENSG00000115353	5.3395918007846676e-09	hnscc	-1.230010567245206	40	14
SYT15	ENSG00000204176	5.3599952361186915e-09	hnscc	-0.11971635466901728	40	14
SCEL	ENSG00000136155	5.6001335714521674e-09	hnscc	-200.14400366122806	40	14
MORC2	ENSG00000133422	5.943717038738154e-09	hnscc	5.818912507253075	40	14
SUCLG2	ENSG00000172340	5.9914980572811106e-09	hnscc	-9.434264722671669	40	14
GATM	ENSG00000171766	6.056190804704044e-09	hnscc	-5.056197809885067	40	14
IKZF2	ENSG00000030419	6.131420711039677e-09	hnscc	-11.451954587506531	40	14
ADAM33	ENSG00000149451	6.215145178607739e-09	hnscc	-3.1972262858625498	40	14
LHCGR	ENSG00000138039	6.215145178607739e-09	hnscc	-0.2201355821761762	40	14
ACSM5	ENSG00000183549	6.329877154597259e-09	hnscc	-0.5494237776998557	40	14
ARHGAP10	ENSG00000071205	6.54334078024449e-09	hnscc	-4.06083070139055	40	14
SHROOM3	ENSG00000138771	6.68561003304181e-09	hnscc	-4.213553662213949	40	14
RPL14	ENSG00000188846	7.104154503389305e-09	hnscc	-16.187346288151346	40	14
FAM3D	ENSG00000198643	7.136603234363134e-09	hnscc	-93.30437352351865	40	14
RNASE4	ENSG00000258818	7.210798443376134e-09	hnscc	-0.06774975285724738	40	14
KRT78	ENSG00000170423	7.593742895372377e-09	hnscc	-267.1279355267276	40	14
SPATA18	ENSG00000163071	8.100691338719218e-09	hnscc	-2.375199518839793	40	14
EPHX2	ENSG00000120915	8.349065277147496e-09	hnscc	-8.693479498668669	40	14
SMCO3	ENSG00000179256	8.67218341863878e-09	hnscc	-0.059356369518996366	40	14
RIC3	ENSG00000166405	8.878345402123665e-09	hnscc	-1.8432330521720168	40	14
MKRN2OS	ENSG00000225526	9.022701141980253e-09	hnscc	-1.3203494427199955	40	14
MSANTD3	ENSG00000066697	9.696569697331478e-09	hnscc	5.055880662658608	40	14
SCNN1B	ENSG00000168447	9.89416361424023e-09	hnscc	-7.727728194505012	40	14
CORO1C	ENSG00000110880	1.0273553325800016e-08	hnscc	18.2889892755616	40	14
CYP4F12	ENSG00000186204	1.0997001340356626e-08	hnscc	-5.559689189768206	40	14
N4BP3	ENSG00000145911	1.1259171930236114e-08	hnscc	-4.124873796014574	40	14
RHCG	ENSG00000140519	1.1652608602431565e-08	hnscc	-805.1614132431323	40	14
ANGPTL5	ENSG00000187151	1.2388987799019009e-08	hnscc	-0.5917131074756434	40	14
PDHB	ENSG00000168291	1.25984297933048e-08	hnscc	-5.342645524584416	40	14
IGSF10	ENSG00000152580	1.2660509351298177e-08	hnscc	-3.5244100207465667	40	14
NOSTRIN	ENSG00000163072	1.2660509351298177e-08	hnscc	-2.4453863584551074	40	14
MAML3	ENSG00000196782	1.2825827263183107e-08	hnscc	-3.072731666610111	40	14
COBL	ENSG00000106078	1.306741736326801e-08	hnscc	-2.3315465492083227	40	14
S100A14	ENSG00000189334	1.4453920378978273e-08	hnscc	-543.3309550391634	40	14
IL17RC	ENSG00000163702	1.4466132766661813e-08	hnscc	-3.6260116087417607	40	14
LYVE1	ENSG00000133800	1.4466132766661813e-08	hnscc	-20.1209510050572	40	14
GGT6	ENSG00000167741	1.5017000539416576e-08	hnscc	-14.194716166773954	40	14
EMCN	ENSG00000164035	1.5289215886834858e-08	hnscc	-2.8458948159213806	40	14
PDCD4	ENSG00000150593	1.6118707268480463e-08	hnscc	-40.1543375211343	40	14
BTD	ENSG00000169814	1.63413524135006e-08	hnscc	-1.6221977704168786	40	14
STRADB	ENSG00000082146	1.7843483404240867e-08	hnscc	-4.23225782949898	40	14
SSTR1	ENSG00000139874	1.7843483404240867e-08	hnscc	-0.13129741472514903	40	14
GPT2	ENSG00000166123	1.8152108148131607e-08	hnscc	-13.039899724158607	40	14
HPGD	ENSG00000164120	1.9075586013305827e-08	hnscc	-14.094280942388396	40	14
PLEKHA6	ENSG00000143850	1.9263998046709998e-08	hnscc	-2.515134844544765	40	14
MAGI3	ENSG00000081026	2.1196345777261948e-08	hnscc	-6.346690195631005	40	14
LDHD	ENSG00000166816	2.2554998780999594e-08	hnscc	-5.504349784181745	40	14
PRX	ENSG00000105227	2.366043007339644e-08	hnscc	-1.1269679564595951	40	14
SYT15	ENSG00000277758	2.387089696702299e-08	hnscc	-0.17937454327201324	40	14
PLLP	ENSG00000102934	2.4521129612311214e-08	hnscc	-1.3117595316050719	40	14
SUOX	ENSG00000139531	2.4679624632484696e-08	hnscc	-2.686089113487189	40	14
CAPN5	ENSG00000149260	2.4872405500397736e-08	hnscc	-4.826772008739226	40	14
ACADVL	ENSG00000072778	2.4872405500397736e-08	hnscc	-27.619311127808082	40	14
SPRR3	ENSG00000163209	2.558096452006672e-08	hnscc	-3795.7683122173084	40	14
GBP6	ENSG00000183347	2.574937635970619e-08	hnscc	-315.1090991947439	40	14
NDE1	ENSG00000072864	2.6998944832374692e-08	hnscc	4.177478282555842	40	14
SLC26A2	ENSG00000155850	2.86591967742824e-08	hnscc	-16.121606877094553	40	14
ULK3	ENSG00000140474	3.266973163455209e-08	hnscc	-9.943714021516087	40	14
PLCXD3	ENSG00000182836	3.709940209813322e-08	hnscc	-0.35439510178516054	40	14
TJP3	ENSG00000105289	3.825910682957926e-08	hnscc	-8.320240798206703	40	14
SLC35F1	ENSG00000196376	3.825910682957926e-08	hnscc	-0.15874249554111414	40	14
ABHD14B	ENSG00000114779	3.834131576785032e-08	hnscc	-4.820170704364652	40	14
TMEM132C	ENSG00000181234	4.085534881754496e-08	hnscc	-0.9144041844140703	40	14
LMOD1	ENSG00000163431	4.2771506210249653e-08	hnscc	-5.553121688800552	40	14
ZNF835	ENSG00000127903	4.324350259900916e-08	hnscc	-0.3034767757715771	40	14
SVIP	ENSG00000198168	4.8283804708142296e-08	hnscc	-1.9664234996091947	40	14
C16orf89	ENSG00000153446	5.075006667732471e-08	hnscc	-2.3860395952668556	40	14
P3H4	ENSG00000141696	5.26568179489126e-08	hnscc	3.9132840436848357	40	14
TDG	ENSG00000139372	5.3006642225392315e-08	hnscc	4.439086771134367	40	14
ALDH2	ENSG00000111275	5.732899778434015e-08	hnscc	-6.101929729149925	40	14
YWHAH	ENSG00000128245	5.79766065382742e-08	hnscc	21.471857618483565	40	14
HOPX	ENSG00000171476	5.837410463670407e-08	hnscc	-59.73045173529596	40	14
ALDH6A1	ENSG00000119711	6.06063457115324e-08	hnscc	-4.2950528863184125	40	14
SLC37A1	ENSG00000160190	7.225995801917086e-08	hnscc	-3.227009525786327	40	14
PRSS27	ENSG00000172382	7.225995801917086e-08	hnscc	-20.535341192710252	40	14
CD300LG	ENSG00000161649	7.553048605975532e-08	hnscc	-0.26682418541992386	40	14
CAPN14	ENSG00000214711	7.768180647210646e-08	hnscc	-75.05316904980354	40	14
SMG5	ENSG00000198952	7.835229325472253e-08	hnscc	7.582558170431451	40	14
PAX9	ENSG00000198807	8.13014850619347e-08	hnscc	-19.799831934814797	40	14
TMPRSS11E	ENSG00000087128	8.268095827869314e-08	hnscc	-95.35819880570813	40	14
NDRG2	ENSG00000165795	8.825908778884224e-08	hnscc	-21.92590764167224	40	14
CHADL	ENSG00000100399	8.907018697413456e-08	hnscc	-0.8427254042444806	40	14
TPT1	ENSG00000133112	9.021341468398365e-08	hnscc	-136.59702034160827	40	14
MAGI1	ENSG00000151276	9.263742612257564e-08	hnscc	-3.73813641319538	40	14
CYP2C19	ENSG00000165841	9.44059739085292e-08	hnscc	-0.6715387480246107	40	14
IL1RN	ENSG00000136689	9.762044687451819e-08	hnscc	-188.5021737254248	40	14
SORBS2	ENSG00000154556	9.985618023843137e-08	hnscc	-3.7047866995050898	40	14
LSM12	ENSG00000161654	1.0392106163932414e-07	hnscc	1.6054087166622768	40	14
RELN	ENSG00000189056	1.0392106163932414e-07	hnscc	-1.817642234382697	40	14
PPARG	ENSG00000132170	1.0404721739226302e-07	hnscc	-2.8633488091485657	40	14
OSR1	ENSG00000143867	1.0440983228528582e-07	hnscc	-1.539664009684985	40	14
SLC27A6	ENSG00000113396	1.0549910130466154e-07	hnscc	-2.954256688075459	40	14
ZNF677	ENSG00000197928	1.0549910130466154e-07	hnscc	-0.45030657148344355	40	14
CYP2J2	ENSG00000134716	1.132648499759648e-07	hnscc	-4.4654130192588894	40	14
MPZ	ENSG00000158887	1.1396744470383902e-07	hnscc	-5.651594613630135	40	14
TTC9	ENSG00000133985	1.1396744470383902e-07	hnscc	-14.1613471576977	40	14
RBM20	ENSG00000203867	1.1471494481391845e-07	hnscc	-2.0739121338368287	40	14
BLNK	ENSG00000095585	1.1862066845264031e-07	hnscc	-8.52335753645455	40	14
ADAR	ENSG00000160710	1.200002517748602e-07	hnscc	33.791714099676966	40	14
MTMR10	ENSG00000166912	1.200002517748602e-07	hnscc	-5.86719461175928	40	14
SELENBP1	ENSG00000143416	1.2459622239705013e-07	hnscc	-11.963261411442572	40	14
SCIN	ENSG00000006747	1.270795090166387e-07	hnscc	-5.382358913663231	40	14
ACADSB	ENSG00000196177	1.270795090166387e-07	hnscc	-4.109745421074339	40	14
RPL32	ENSG00000144713	1.2883239923743518e-07	hnscc	-54.33218008853106	40	14
PSMD3	ENSG00000108344	1.2883239923743518e-07	hnscc	9.764265614891599	40	14
GPX3	ENSG00000211445	1.2883239923743518e-07	hnscc	-24.546248714400292	40	14
STK39	ENSG00000198648	1.3243392315269857e-07	hnscc	-14.221251998786425	40	14
GPRIN1	ENSG00000169258	1.3348263858303527e-07	hnscc	2.770901023566935	40	14
CYSRT1	ENSG00000197191	1.365787151331531e-07	hnscc	-71.28892827529143	40	14
CTTNBP2	ENSG00000077063	1.376028731812644e-07	hnscc	-7.742592190822178	40	14
AGFG2	ENSG00000106351	1.4816930601875909e-07	hnscc	-10.920852282186003	40	14
CAST	ENSG00000153113	1.5033809010090692e-07	hnscc	-24.942602503132935	40	14
GFRA1	ENSG00000151892	1.517901571666275e-07	hnscc	-3.4806228557314665	40	14
TRNP1	ENSG00000253368	1.593140611199512e-07	hnscc	-27.416200754211182	40	14
ISG20L2	ENSG00000143319	1.6128877209524346e-07	hnscc	2.922499628749269	40	14
AATF	ENSG00000275700	1.676777926484218e-07	hnscc	7.65530310452001	40	14
NR3C2	ENSG00000151623	1.814173284734355e-07	hnscc	-3.1315769038984276	40	14
ACOX3	ENSG00000087008	1.8183372629849907e-07	hnscc	-5.846245694358612	40	14
KIAA0232	ENSG00000170871	1.8710824808701907e-07	hnscc	-6.566358662759933	40	14
RECK	ENSG00000122707	1.8710824808701907e-07	hnscc	-2.614773548057734	40	14
NETO2	ENSG00000171208	1.8710824808701907e-07	hnscc	4.01623723429533	40	14
ACLY	ENSG00000131473	1.883046270117363e-07	hnscc	20.953041170617762	40	14
IL34	ENSG00000157368	1.935146611852847e-07	hnscc	-4.174526043245255	40	14
SHISA3	ENSG00000178343	1.9780551888038417e-07	hnscc	-0.32270235291471483	40	14
SECISBP2L	ENSG00000138593	2.0270652417867044e-07	hnscc	-6.780231441108949	40	14
CRYM	ENSG00000103316	2.0270652417867044e-07	hnscc	-2.2858676933441755	40	14
MPP7	ENSG00000150054	2.0689748446719027e-07	hnscc	-11.615696439995329	40	14
MMP27	ENSG00000137675	2.0689748446719027e-07	hnscc	-0.9637214878576312	40	14
PRICKLE4	ENSG00000278224	2.071862514420179e-07	hnscc	-0.2118245059947577	40	14
GALR1	ENSG00000166573	2.0849697683857684e-07	hnscc	-0.05735256656447904	40	14
PLEKHA7	ENSG00000166689	2.1090583104929072e-07	hnscc	-5.488809706118898	40	14
GALNT16	ENSG00000100626	2.115273698741538e-07	hnscc	-0.6262535688661797	40	14
LRRK2	ENSG00000188906	2.1200890281637831e-07	hnscc	-3.9893161428190296	40	14
DPT	ENSG00000143196	2.1225197390398344e-07	hnscc	-41.75829279505903	40	14
PBX1	ENSG00000185630	2.1785353820582284e-07	hnscc	-4.664780718201507	40	14
SEMA3G	ENSG00000010319	2.1865970239235257e-07	hnscc	-1.5297488261429804	40	14
SAMD5	ENSG00000203727	2.2546207887143213e-07	hnscc	-5.282816790146526	40	14
PRIM2	ENSG00000146143	2.2627868133804298e-07	hnscc	3.8532784548388763	40	14
UQCRQ	ENSG00000164405	2.3621526037047325e-07	hnscc	-17.97543570154543	40	14
BNIPL	ENSG00000163141	2.5407795544883937e-07	hnscc	-27.990624958779804	40	14
PSMD11	ENSG00000108671	2.5407795544883937e-07	hnscc	9.242904982490113	40	14
CCNG1	ENSG00000113328	2.814905024265665e-07	hnscc	-12.711208666718818	40	14
CRYL1	ENSG00000165475	2.814905024265665e-07	hnscc	-4.216378352587519	40	14
SCN7A	ENSG00000136546	2.850834251422034e-07	hnscc	-1.9619198404637397	40	14
RAET1E	ENSG00000164520	2.9302719006672406e-07	hnscc	-15.996590700655133	40	14
GALNT12	ENSG00000119514	2.939782808547635e-07	hnscc	-10.600408793376912	40	14
AIF1L	ENSG00000126878	2.941889421276295e-07	hnscc	-18.128004789386374	40	14
CCT3	ENSG00000163468	2.946996602942001e-07	hnscc	33.41801134715987	40	14
EYA2	ENSG00000064655	3.048583779196118e-07	hnscc	-7.109565302930146	40	14
TXNDC12	ENSG00000117862	3.0702237599860827e-07	hnscc	6.697097338839738	40	14
FUT3	ENSG00000171124	3.1320246901898744e-07	hnscc	-16.552348910514116	40	14
PRICKLE4	ENSG00000124593	3.167344939120838e-07	hnscc	-1.5852727978116352	40	14
RGS11	ENSG00000076344	3.2136152988273253e-07	hnscc	-0.5425090141391191	40	14
TLE2	ENSG00000065717	3.2612269494931915e-07	hnscc	-2.028029691336524	40	14
SPATA6	ENSG00000132122	3.341365824645858e-07	hnscc	-1.8013204956881455	40	14
CHP1	ENSG00000187446	3.341365824645858e-07	hnscc	-18.616838976483926	40	14
ZNF281	ENSG00000162702	3.341365824645858e-07	hnscc	6.775148588594846	40	14
ACADM	ENSG00000117054	3.4428664718087704e-07	hnscc	-8.857338014948589	40	14
SPINK5	ENSG00000133710	3.717568063348624e-07	hnscc	-643.2362941383702	40	14
MYOC	ENSG00000034971	3.8539806452187755e-07	hnscc	-19.984234805170356	40	14
ABCA6	ENSG00000154262	3.907171764305206e-07	hnscc	-4.971100376848672	40	14
EDN3	ENSG00000124205	3.940313309319384e-07	hnscc	-1.791988774315481	40	14
FAM221A	ENSG00000188732	3.940313309319384e-07	hnscc	-1.3199246207509485	40	14
NNAT	ENSG00000053438	4.09267258277055e-07	hnscc	-0.5336393690603379	40	14
VSIG2	ENSG00000019102	4.1600490275437735e-07	hnscc	-12.277739086633202	40	14
TCAIM	ENSG00000179152	4.308109900902775e-07	hnscc	-1.4890611460630105	40	14
GSTO1	ENSG00000148834	4.318449124251104e-07	hnscc	22.630710728001315	40	14
KPNA2	ENSG00000182481	4.318449124251104e-07	hnscc	35.94279790548484	40	14
TEC	ENSG00000135605	4.340007718633502e-07	hnscc	-2.7567008823809798	40	14
ABLIM3	ENSG00000173210	4.443710556658743e-07	hnscc	-6.7758757041150846	40	14
ELANE	ENSG00000197561	4.5707276238959907e-07	hnscc	-0.3194167019616023	40	14
RAN	ENSG00000132341	4.875601827095959e-07	hnscc	28.070386235089806	40	14
CTNNA2	ENSG00000066032	5.408243809981018e-07	hnscc	-0.07223246966237813	40	14
ADAM17	ENSG00000151694	5.595505410757711e-07	hnscc	12.773497971547846	40	14
ADCYAP1R1	ENSG00000078549	5.65263721323136e-07	hnscc	-1.3005756356881435	40	14
GRIA4	ENSG00000152578	5.669508043638958e-07	hnscc	-0.057775670138216786	40	14
VAV3	ENSG00000134215	5.669508043638958e-07	hnscc	-14.581009969820698	40	14
CSTB	ENSG00000160213	5.698294422113467e-07	hnscc	-497.048606693676	40	14
SLC25A17	ENSG00000100372	5.80581413121589e-07	hnscc	2.4254191630892556	40	14
ECM1	ENSG00000143369	5.850471686184495e-07	hnscc	-105.78670663079802	40	14
GNA12	ENSG00000146535	5.850471686184495e-07	hnscc	5.161330035888356	40	14
CLCA4	ENSG00000016602	5.969684809670066e-07	hnscc	-169.47550905887564	40	14
ANXA1	ENSG00000135046	5.969684809670066e-07	hnscc	-1061.828869643079	40	14
EFTUD2	ENSG00000108883	6.069730156636411e-07	hnscc	5.368192682152107	40	14
USB1	ENSG00000103005	6.301841773877576e-07	hnscc	2.0717470536823415	40	14
PDZRN4	ENSG00000165966	6.518523390336285e-07	hnscc	-1.2201130906353703	40	14
SLC35C1	ENSG00000181830	6.666473754554502e-07	hnscc	-7.294817012956368	40	14
UBE2Z	ENSG00000159202	6.799486083570686e-07	hnscc	11.308900927613015	40	14
CYBRD1	ENSG00000071967	6.812763457021641e-07	hnscc	-25.261459996458093	40	14
MINPP1	ENSG00000107789	7.036807700182547e-07	hnscc	3.180293336871526	40	14
SERPINB1	ENSG00000021355	7.043838369460838e-07	hnscc	-128.19026522800894	40	14
SLC3A2	ENSG00000168003	7.393523835999184e-07	hnscc	30.135549767925163	40	14
UTP6	ENSG00000108651	7.523910088371827e-07	hnscc	4.498753913409924	40	14
INMT	ENSG00000241644	7.669272424725796e-07	hnscc	-3.7011721556250836	40	14
GULP1	ENSG00000144366	8.01754047647753e-07	hnscc	-1.3135671623336242	40	14
ERF	ENSG00000105722	8.094629574365912e-07	hnscc	5.246289722638752	40	14
APOD	ENSG00000189058	8.222547406238849e-07	hnscc	-32.12453954950468	40	14
PLXNA1	ENSG00000114554	8.4671894586135e-07	hnscc	12.092788512760912	40	14
CMA1	ENSG00000092009	8.4671894586135e-07	hnscc	-2.30341935123407	40	14
CD24	ENSG00000272398	8.47239188971396e-07	hnscc	-167.8697051733102	40	14
