,index,gain,neutral,loss,chromo,location
43,ABCB10,5,89,4,1.0,229537644.5
44,ABCB11,3,95,0,2.0,168973411.0
45,ABCB4,79,19,0,7.0,87441066.0
46,ABCB5,71,27,0,7.0,20696122.5
47,ABCB6,2,94,2,2.0,219214383.0
48,ABCB7,12,81,5,,
49,ABCB8,77,19,2,7.0,151038102.0
50,ABCB9,5,90,3,12.0,122951300.0
51,ABCC1,4,90,4,16.0,16046325.5
52,ABCC10,3,87,8,6.0,43438896.5
53,ABCC11,3,89,6,16.0,48207239.0
54,ABCC12,3,89,6,16.0,48118512.0
55,ABCC2,0,18,80,10.0,99817617.0
56,ABCC3,4,88,6,17.0,50663515.0
57,ABCC4,3,69,26,13.0,95160655.0
58,ABCC5,7,90,1,3.0,183968936.5
59,ABCC6,4,90,4,16.0,16186225.0
60,ABCC8,2,87,9,11.0,17434688.5
61,ABCC9,3,93,2,12.0,21869965.0
62,ABCD1,12,77,9,,
63,ABCD2,2,94,2,12.0,39584918.0
64,ABCD3,3,90,5,1.0,94468527.5
65,ABCD4,1,73,24,14.0,74294162.0
66,ABCE1,2,92,4,4.0,145113906.0
67,ABCF1,3,87,8,6.0,30584286.0
68,ABCF2,78,20,0,7.0,151217501.5
69,ABCF3,7,90,1,3.0,184190017.5
70,ABCG1,7,90,1,21.0,42248466.5
71,ABCG2,3,92,3,4.0,88160889.0
72,ABCG4,4,86,8,11.0,119155852.5
73,ABCG5,1,95,2,2.0,43825668.5
74,ABCG8,2,94,2,2.0,43857465.0
75,ABHD1,1,95,2,2.0,27127300.5
76,ABHD10,2,91,5,3.0,111986189.0
77,ABHD11,80,18,0,7.0,73737480.5
78,ABHD12,34,63,1,20.0,25342788.5
79,ABHD12B,1,73,24,14.0,50888511.5
80,ABHD13,5,73,20,13.0,108226317.5
81,ABHD14A,4,91,3,3.0,51976312.5
82,ABHD14A-ACY1,4,91,3,3.0,51981944.5
83,ABHD14B,4,91,3,3.0,51975959.5
84,ABHD15,3,85,10,17.0,29563792.0
85,ABHD16A,3,87,8,6.0,31695155.5
86,ABHD16B,34,64,0,20.0,63862243.0
87,ABHD17A,38,59,1,19.0,1881178.5
88,ABHD17B,10,80,8,9.0,71886691.5
89,ABHD17C,3,89,6,15.0,80717652.5
90,ABHD18,4,90,4,4.0,128002616.5
91,ABHD2,5,86,7,15.0,89144907.0
92,ABHD3,2,92,4,18.0,21677840.5
93,ABHD4,2,73,23,14.0,22605726.0
94,ABHD5,2,92,4,3.0,43712239.5
95,ABHD6,2,91,5,3.0,58266612.5
96,ABHD8,37,59,2,19.0,17301183.5
97,ABI1,1,23,74,10.0,26803840.0
98,ABI2,3,95,0,2.0,203387983.5
99,ABI3,4,87,7,17.0,49216818.0
100,ABI3BP,3,90,5,3.0,100871335.5
101,ABL1,10,79,9,9.0,130800345.5
102,ABL2,5,91,2,1.0,179164507.0
103,ABLIM1,0,17,81,10.0,114599587.0
104,ABLIM2,4,91,3,4.0,8062071.0
105,ABLIM3,5,93,0,5.0,149201012.5
106,ABO,9,80,9,9.0,133263212.5
107,ABR,2,87,9,17.0,1116628.0
108,ABRA,4,91,3,8.0,106764863.5
109,ABRACL,0,78,20,6.0,139036023.5
110,ABRAXAS1,3,90,5,4.0,83491432.5
111,ABRAXAS2,0,17,81,10.0,124819243.0
112,ABT1,3,87,8,6.0,26598846.0
113,ABTB1,3,91,4,3.0,127676930.5
114,ABTB2,3,87,8,11.0,34254498.5
115,AC000120.2,78,20,0,7.0,92203435.5
116,AC000120.3,78,20,0,7.0,92145835.0
117,AC001226.2,1,71,26,13.0,77060833.5
118,AC002094.3,2,86,10,17.0,28366150.0
119,AC002310.4,6,90,2,16.0,30530387.5
120,AC002310.5,6,90,2,16.0,30527606.0
121,AC002985.1,37,59,2,19.0,18920705.0
122,AC002996.1,2,93,3,12.0,111772654.0
123,AC003002.1,32,62,4,19.0,57381075.0
124,AC003002.2,32,62,4,19.0,57416320.0
125,AC003002.3,32,62,4,19.0,57404939.0
126,AC003005.1,32,62,4,19.0,57502638.5
127,AC003006.1,32,62,4,19.0,57717810.0
128,AC003688.1,2,85,11,17.0,7266110.5
129,AC004076.1,32,62,4,19.0,57457753.0
130,AC004080.3,73,25,0,7.0,27171774.0
131,AC004233.2,6,91,1,16.0,3006754.0
132,AC004593.3,72,26,0,,
133,AC004687.2,4,87,7,17.0,58381400.5
134,AC004691.2,71,27,0,7.0,30888042.5
135,AC004754.1,5,92,1,,
136,AC004805.1,4,89,5,17.0,65589567.5
137,AC004832.3,3,74,21,22.0,30419122.5
138,AC004922.1,76,22,0,7.0,99360266.0
139,AC004997.1,3,74,21,22.0,30292360.0
140,AC005020.2,76,22,0,7.0,99583252.5
141,AC005041.1,2,94,2,2.0,74407749.0
142,AC005154.5,72,26,0,7.0,30523919.0
143,AC005258.1,36,61,1,19.0,2305348.5
144,AC005324.3,2,86,10,17.0,15611572.0
145,AC005324.4,1,87,10,17.0,15722235.0
146,AC005520.1,2,72,24,14.0,73906371.5
147,AC005551.1,36,61,1,19.0,3483125.0
148,AC005670.2,4,86,8,17.0,46986532.5
149,AC005697.1,2,85,11,17.0,27846085.5
150,AC005702.1,4,87,7,17.0,59957004.5
151,AC005726.1,2,87,9,17.0,28534968.5
152,AC005779.2,27,65,6,,
153,AC005832.4,5,91,2,12.0,4633793.5
154,AC005833.1,5,91,2,12.0,4711642.5
155,AC005837.2,5,89,4,17.0,76735750.0
156,AC005943.1,37,60,1,19.0,1591892.0
157,AC006030.1,2,94,2,2.0,74287490.5
158,AC006059.2,2,92,4,3.0,42755137.0
159,AC006064.6,5,91,2,12.0,6582126.5
160,AC006254.1,2,92,4,3.0,52824505.5
161,AC006486.1,27,66,5,19.0,42244857.5
162,AC006518.7,3,91,4,,
163,AC006538.2,36,61,1,19.0,2728908.5
164,AC006978.2,73,25,0,7.0,30387451.0
165,AC007040.2,1,95,2,2.0,70967327.0
166,AC007192.1,36,60,2,19.0,18165637.5
167,AC007240.1,2,94,2,2.0,10155139.0
168,AC007326.4,2,78,18,22.0,18926985.0
169,AC007375.1,1,72,25,14.0,77201083.0
170,AC007731.5,3,78,17,22.0,20437930.5
171,AC007846.2,1,87,10,17.0,5926859.0
172,AC007906.2,2,88,8,16.0,53044281.5
173,AC007998.2,2,91,5,18.0,35470905.5
174,AC008012.1,5,91,2,12.0,4339626.0
175,AC008073.3,1,94,3,2.0,24157401.0
176,AC008162.2,12,79,7,,
177,AC008397.1,36,60,2,19.0,18252684.5
178,AC008397.2,36,60,2,19.0,18231690.0
179,AC008403.1,28,64,6,19.0,48469134.0
180,AC008481.3,38,59,1,19.0,11485969.0
181,AC008537.1,30,62,6,19.0,40849789.5
182,AC008575.1,5,93,0,5.0,112847397.5
183,AC008581.2,5,93,0,5.0,77091528.5
184,AC008676.3,5,93,0,5.0,157400848.0
185,AC008687.1,28,65,5,19.0,49029924.0
186,AC008687.4,28,65,5,19.0,49019009.5
187,AC008687.8,28,65,5,19.0,49060434.5
188,AC008695.1,5,91,2,5.0,131611437.0
189,AC008750.8,27,66,5,19.0,51359236.0
190,AC008758.1,36,61,1,19.0,12506516.5
191,AC008758.4,36,61,1,19.0,12390231.5
192,AC008758.5,36,61,1,19.0,12416515.5
193,AC008758.6,36,61,1,19.0,12458959.5
194,AC008763.2,34,63,1,19.0,7636422.0
195,AC008763.3,34,63,1,19.0,7680677.5
196,AC008764.1,36,60,2,19.0,16553635.5
197,AC008764.4,36,60,2,19.0,16618878.5
198,AC008770.1,36,61,1,19.0,12035427.5
199,AC008770.2,36,61,1,19.0,11952182.5
200,AC008878.1,33,64,1,19.0,7513337.0
201,AC008878.2,33,64,1,19.0,7536827.0
202,AC008878.3,33,64,1,19.0,7426537.5
203,AC008982.1,30,64,4,19.0,38828824.5
204,AC009086.2,6,90,2,16.0,29595633.5
205,AC009119.2,3,89,6,16.0,83930509.5
206,AC009133.6,6,90,2,16.0,29816176.5
207,AC009163.2,1,90,7,16.0,75409399.0
208,AC009163.4,1,90,7,16.0,75459134.5
209,AC009336.2,2,96,0,2.0,176191228.5
210,AC009477.2,2,96,0,,
211,AC009690.1,3,89,6,15.0,72330354.0
212,AC009690.3,3,89,6,15.0,72293346.0
213,AC009879.2,4,90,4,8.0,66437754.5
214,AC009879.3,4,90,4,8.0,66475505.0
215,AC010132.3,70,28,0,7.0,42920723.5
216,AC010197.2,3,92,3,12.0,21597000.5
217,AC010255.3,5,92,1,5.0,122156785.5
218,AC010319.2,37,59,2,19.0,17448707.5
219,AC010323.1,34,63,1,19.0,8314831.0
220,AC010325.1,27,66,5,19.0,50784641.5
221,AC010326.2,33,62,3,19.0,57953458.5
222,AC010327.1,29,64,5,19.0,55167222.5
223,AC010422.3,36,61,1,19.0,12646114.0
224,AC010422.5,36,61,1,19.0,12667112.5
225,AC010422.6,35,62,1,19.0,12553347.5
226,AC010422.8,36,61,1,19.0,12674952.5
227,AC010463.1,37,59,2,19.0,17275192.0
228,AC010487.3,27,66,5,,
229,AC010522.1,33,61,4,19.0,57839330.0
230,AC010531.1,2,89,7,16.0,87318574.5
231,AC010542.3,2,90,6,16.0,66493562.0
232,AC010547.4,2,91,5,16.0,71468455.5
233,AC010615.4,35,61,2,19.0,21448212.5
234,AC010616.1,28,65,5,19.0,41975555.5
235,AC010616.2,28,65,5,,
236,AC010619.1,28,66,4,19.0,49566722.0
237,AC010646.1,37,59,2,19.0,17245694.0
238,AC011005.1,76,21,1,7.0,129128655.5
239,AC011195.2,4,87,7,17.0,58675374.0
240,AC011330.3,3,83,12,15.0,43623245.5
241,AC011448.1,37,59,2,19.0,19526151.5
242,AC011452.1,26,66,6,19.0,49949421.5
243,AC011455.2,30,64,4,19.0,38932629.5
244,AC011462.1,30,63,5,19.0,41387927.0
245,AC011473.4,27,66,5,19.0,51002799.5
246,AC011479.1,30,64,4,19.0,38294590.0
247,AC011498.4,35,62,1,19.0,4534247.0
248,AC011499.1,31,66,1,19.0,5784812.0
249,AC011511.1,37,60,1,19.0,10310718.0
250,AC011511.4,37,60,1,19.0,10318074.5
251,AC011530.1,26,66,6,19.0,45782705.0
252,AC011604.2,3,91,4,,
253,AC012184.2,3,90,5,16.0,70335888.0
254,AC012213.5,3,92,3,8.0,103450276.5
255,AC012254.2,2,92,4,18.0,47142266.5
256,AC012309.1,32,62,4,19.0,37151765.5
257,AC012476.1,4,82,12,,
258,AC012531.2,3,88,7,12.0,54026235.5
259,AC012651.1,3,83,12,15.0,42380210.0
260,AC013394.1,3,88,7,15.0,92916321.5
261,AC013470.2,70,27,1,7.0,12505921.5
262,AC013489.1,4,87,7,15.0,88503043.0
263,AC013717.1,2,94,2,2.0,44244580.5
264,AC015688.4,2,85,11,17.0,27632070.5
265,AC015802.6,5,89,4,17.0,76567127.0
266,AC015813.2,4,87,7,17.0,57998142.0
267,AC017083.3,1,95,2,2.0,68196234.0
268,AC018362.3,3,83,12,15.0,42523090.5
269,AC018512.1,3,83,12,15.0,43785875.0
270,AC018523.2,2,89,7,11.0,14507063.5
271,AC018554.3,2,89,7,,
272,AC018709.1,2,88,8,4.0,186490937.0
273,AC018755.2,27,66,5,19.0,51629490.0
274,AC019117.2,69,28,1,7.0,17482194.0
275,AC020636.2,4,90,4,3.0,150912370.0
276,AC020907.6,30,63,5,19.0,35115403.5
277,AC020909.1,27,66,5,19.0,50422104.0
278,AC020915.1,33,61,4,19.0,58297081.5
279,AC020915.5,33,61,4,19.0,58272048.5
280,AC020922.1,29,64,5,19.0,55355908.5
281,AC021072.1,4,87,7,12.0,53242306.0
282,AC021097.2,78,20,0,,
283,AC021097.3,78,20,0,,
284,AC021660.3,4,89,5,3.0,98553315.5
285,AC022167.5,5,92,1,,
286,AC022335.1,3,90,5,12.0,21112037.0
287,AC022384.1,4,90,4,3.0,10267584.0
288,AC022400.6,0,22,76,10.0,73708658.0
289,AC022414.1,5,93,0,5.0,77256928.0
290,AC022506.1,8,86,4,12.0,57519096.0
291,AC022826.2,3,92,3,8.0,73783772.5
292,AC023055.1,3,90,5,12.0,55792410.5
293,AC023509.3,3,88,7,12.0,53500549.0
294,AC024592.3,30,67,1,19.0,5884979.0
295,AC025165.3,15,80,3,12.0,57785107.0
296,AC025263.2,7,90,1,12.0,69828516.0
297,AC025283.2,6,91,1,16.0,3422324.5
298,AC025283.3,6,91,1,,
299,AC025287.4,1,90,7,16.0,75668618.0
300,AC026316.5,7,88,3,3.0,170714029.0
301,AC026398.1,5,91,2,,
302,AC026464.1,3,89,6,16.0,69343503.0
303,AC026464.3,3,89,6,16.0,69345698.5
304,AC026464.4,3,89,6,16.0,69311191.0
305,AC026464.6,3,89,6,16.0,69331757.5
306,AC026786.1,2,91,5,12.0,133166676.5
307,AC026954.2,2,85,11,17.0,7315917.5
308,AC027644.4,77,21,0,7.0,66720073.5
309,AC027796.3,1,87,10,17.0,3610699.0
310,AC034102.2,4,88,6,12.0,56105310.0
311,AC036214.3,3,92,3,8.0,79999817.5
312,AC037459.1,3,89,6,8.0,22595679.0
313,AC040162.1,2,90,6,16.0,67932815.5
314,AC046185.1,4,89,5,17.0,63727471.0
315,AC048338.1,4,91,3,12.0,122237101.0
316,AC055811.2,1,87,10,17.0,17219917.0
317,AC058822.1,17,78,3,4.0,53836555.5
318,AC067752.1,0,23,75,10.0,62596229.5
319,AC067968.1,26,66,6,19.0,44056336.0
320,AC068234.1,4,86,8,17.0,47299094.5
321,AC068533.4,78,20,0,7.0,66120019.0
322,AC068547.1,3,95,0,2.0,151888300.0
323,AC068580.4,2,87,9,11.0,1749387.5
324,AC068631.2,6,87,5,3.0,186630073.5
325,AC068775.1,4,90,4,12.0,10424156.5
326,AC068790.8,2,92,4,12.0,124030904.5
327,AC068831.7,4,88,6,15.0,91022983.0
328,AC068896.1,0,17,81,10.0,124766246.5
329,AC068946.1,2,94,2,2.0,219123078.0
330,AC068946.2,2,94,2,2.0,219216255.0
331,AC068987.5,3,88,7,,
332,AC069257.3,5,89,4,3.0,196298138.0
333,AC069368.1,4,87,7,15.0,64886401.5
334,AC069444.2,2,91,5,3.0,119755323.0
335,AC069503.2,4,90,4,12.0,121905139.5
336,AC073082.1,1,95,2,2.0,48694007.5
337,AC073111.3,77,19,2,7.0,150394963.0
338,AC073111.5,77,19,2,,
339,AC073283.3,1,95,2,2.0,47121226.0
340,AC073508.2,2,85,11,17.0,40646248.5
341,AC073610.2,3,89,6,12.0,48930434.0
342,AC073610.3,3,89,6,,
343,AC073612.1,6,89,3,12.0,71686586.0
344,AC073896.1,3,90,5,12.0,56300987.5
345,AC074143.1,3,89,6,16.0,67164600.0
346,AC078927.1,4,88,6,12.0,66146951.0
347,AC079447.1,3,94,1,2.0,99232113.0
348,AC079594.2,3,91,4,3.0,160338641.5
349,AC083800.1,3,91,4,3.0,119167591.0
350,AC084121.11,2,90,6,8.0,7724596.0
351,AC084121.12,2,90,6,8.0,7739891.5
352,AC084121.13,2,90,6,8.0,7770482.5
353,AC084121.5,2,90,6,8.0,7762835.0
354,AC084121.6,2,90,6,8.0,7732244.0
355,AC084121.7,2,90,6,8.0,7755187.0
356,AC084121.8,2,90,6,8.0,7747539.0
357,AC084121.9,2,90,6,8.0,7716948.0
358,AC084337.2,2,87,9,11.0,6495231.5
359,AC087289.3,5,89,4,17.0,75914387.0
360,AC087498.1,1,87,10,17.0,3386402.0
361,AC087632.1,3,89,6,15.0,64342618.5
362,AC087721.2,3,83,12,15.0,41332501.5
363,AC090004.1,2,92,4,3.0,14141734.5
364,AC090227.1,2,92,4,18.0,49814402.0
365,AC090360.1,2,90,6,18.0,80065717.0
366,AC090517.4,3,86,9,15.0,56785529.5
367,AC090527.2,3,83,12,15.0,45560737.5
368,AC091057.6,3,85,10,15.0,30684064.0
369,AC091167.2,3,88,7,15.0,90260882.0
370,AC091167.6,3,89,6,15.0,90290408.0
371,AC091167.7,3,88,7,15.0,90249831.0
372,AC091551.1,2,92,4,18.0,51013081.5
373,AC091959.3,5,92,1,5.0,146271400.5
374,AC092017.3,5,88,5,1.0,211135702.5
375,AC092042.3,2,92,4,3.0,42932658.5
376,AC092073.1,30,64,4,19.0,34402839.5
377,AC092111.3,4,91,3,12.0,8156730.0
378,AC092143.1,4,88,6,16.0,89927628.5
379,AC092329.3,34,62,2,19.0,23248488.0
380,AC092442.1,2,93,3,4.0,6067569.5
381,AC092587.1,3,94,1,2.0,99175148.0
382,AC092647.5,73,25,0,7.0,55921258.0
383,AC092718.3,2,90,6,16.0,81074941.5
384,AC092718.8,2,90,6,16.0,81059300.0
385,AC092835.1,3,95,0,2.0,95233654.5
386,AC093155.3,2,89,7,1.0,87081106.5
387,AC093227.2,31,62,5,19.0,37704526.5
388,AC093323.1,2,93,3,4.0,6670075.5
389,AC093423.3,2,87,9,1.0,89783195.0
390,AC093512.2,6,90,2,16.0,30061755.0
391,AC093525.1,6,91,1,16.0,2520960.0
392,AC093525.2,6,91,1,16.0,2508125.0
393,AC093668.1,78,20,0,7.0,102566972.5
394,AC093668.2,78,20,0,,
395,AC093668.3,78,20,0,,
396,AC093827.5,3,92,3,4.0,86911325.0
397,AC093899.2,4,94,0,2.0,169502701.0
398,AC096582.3,66,31,1,,
399,AC096887.1,2,91,5,3.0,53034286.0
400,AC097104.1,3,90,5,12.0,56468935.0
401,AC097625.1,12,80,6,,
402,AC097634.4,2,91,5,3.0,71356727.5
403,AC097636.1,3,92,3,3.0,51818619.0
404,AC097637.1,3,92,3,3.0,52226135.5
405,AC098484.3,4,91,3,1.0,42780892.5
406,AC098582.1,3,91,4,4.0,88616130.0
407,AC098588.1,2,92,4,4.0,144739851.5
408,AC098650.1,2,92,4,3.0,29058357.5
409,AC098850.3,1,87,10,17.0,16747357.0
410,AC099489.1,5,92,1,16.0,11443545.0
411,AC099811.2,2,86,10,17.0,42137295.0
412,AC099850.2,4,87,7,17.0,59112432.5
413,AC100868.1,3,91,4,8.0,132054946.5
414,AC104109.3,5,92,1,5.0,134196620.5
415,AC104151.1,1,91,6,,
416,AC104304.1,2,91,5,3.0,46650550.0
417,AC104389.4,2,87,9,11.0,5362732.0
418,AC104389.5,2,87,9,11.0,5466413.0
419,AC104452.1,2,93,3,3.0,49423045.5
420,AC104472.3,3,91,4,3.0,155808742.5
421,AC104532.1,30,67,1,19.0,5909774.0
422,AC104581.2,1,85,12,17.0,7928276.5
423,AC104662.2,3,92,3,4.0,25250592.0
424,AC105052.1,78,20,0,7.0,102612696.0
425,AC105052.3,78,20,0,7.0,102654345.0
426,AC106774.4,7,87,4,,
427,AC106886.5,6,90,2,16.0,30774782.5
428,AC107871.1,4,89,5,15.0,68206875.0
429,AC107959.5,2,90,6,8.0,23099969.5
430,AC108488.2,2,94,2,2.0,3545170.5
431,AC108941.2,3,91,4,4.0,69829283.0
432,AC109583.3,2,91,5,3.0,46918871.0
433,AC110275.1,3,92,3,8.0,43047879.0
434,AC112128.1,2,91,5,3.0,113438526.0
435,AC112229.3,2,96,0,2.0,110438004.5
436,AC112504.2,5,89,4,3.0,141773196.5
437,AC113348.1,6,91,1,5.0,178696150.0
438,AC113348.2,6,90,2,5.0,178711970.0
439,AC113554.1,4,88,6,17.0,63503335.5
440,AC114490.2,4,88,6,1.0,35006637.0
441,AC114490.3,4,88,6,1.0,34979834.5
442,AC115220.1,79,18,1,7.0,64007502.0
443,AC116366.3,5,92,1,5.0,132528455.5
444,AC117378.1,4,88,6,12.0,56728073.5
445,AC117457.1,7,89,2,3.0,178631211.5
446,AC118470.1,5,88,5,1.0,247717788.5
447,AC118549.1,3,91,4,1.0,77622917.5
448,AC118553.2,3,90,5,1.0,100026666.0
449,AC119396.1,33,64,1,19.0,7366164.0
450,AC119674.2,4,90,4,1.0,56348964.0
451,AC119676.1,4,91,3,1.0,41607061.0
452,AC120057.2,2,85,11,17.0,7242531.0
453,AC120114.4,6,90,2,16.0,29823933.0
454,AC124312.1,3,87,8,15.0,24977655.0
455,AC126283.2,3,90,5,4.0,109757957.5
456,AC126755.2,4,88,6,16.0,18397986.5
457,AC127029.3,4,89,5,17.0,63924294.0
458,AC129492.3,1,85,12,17.0,8156895.5
459,AC131097.2,1,94,3,2.0,241810164.0
460,AC131160.1,7,90,1,3.0,183850228.5
461,AC134669.1,2,77,19,17.0,31312022.0
462,AC134684.11,2,90,6,8.0,7558206.0
463,AC134684.8,2,90,6,8.0,7573500.5
464,AC134684.9,2,90,6,8.0,7581148.5
465,AC134980.3,3,86,9,15.0,22055545.0
466,AC135050.2,6,90,2,16.0,31089197.5
467,AC135068.1,3,86,9,15.0,21638450.5
468,AC135068.3,3,86,9,15.0,21652406.0
469,AC135178.2,1,85,12,17.0,8318400.0
470,AC136428.1,4,90,4,16.0,33845006.5
471,AC137834.1,4,87,7,12.0,57273046.5
472,AC138647.1,3,91,4,8.0,141516687.5
473,AC138696.1,3,91,4,8.0,143261756.5
474,AC138811.2,4,88,6,16.0,18794791.0
475,AC138894.1,6,89,3,16.0,28474234.5
476,AC139491.7,5,93,0,5.0,176095353.5
477,AC139530.2,4,90,4,17.0,81711955.0
478,AC140504.1,4,90,4,16.0,15455551.0
479,AC142391.1,5,93,0,5.0,139452511.5
480,AC144573.1,3,90,5,8.0,37950146.5
481,AC187653.1,70,28,0,7.0,292296.0
482,AC233723.1,1,87,10,17.0,4804086.0
483,AC233992.2,4,89,5,8.0,144354418.5
484,AC235565.2,11,81,6,,
485,AC239799.1,8,88,2,1.0,146236806.5
486,AC243547.3,8,88,2,1.0,145952534.5
487,AC243756.1,8,88,2,,
488,AC243967.1,29,64,5,19.0,41732697.0
489,AC244197.3,11,79,8,,
490,AC244517.10,5,93,0,5.0,141234616.5
491,AC245033.1,4,88,6,15.0,82554991.0
492,AC245748.1,26,67,5,19.0,44365651.5
493,AC253536.7,3,76,19,22.0,23975923.5
494,ACAA1,2,92,4,3.0,38120185.5
495,ACAA2,2,92,4,18.0,49798058.5
496,ACACA,2,85,11,17.0,37245914.0
497,ACACB,3,92,3,12.0,109192410.5
498,ACAD10,2,93,3,12.0,111721581.5
499,ACAD11,2,91,5,3.0,132609110.0
500,ACAD8,3,86,9,11.0,134259675.0
501,ACAD9,4,90,4,3.0,128897831.5
502,ACADL,2,95,1,2.0,210206286.5
503,ACADM,3,91,4,1.0,75755961.0
504,ACADS,3,91,4,12.0,120732891.0
505,ACADSB,0,18,80,10.0,123033634.5
506,ACADVL,3,85,10,17.0,7221195.5
507,ACAN,4,87,7,15.0,88839395.0
508,ACAP1,2,85,11,17.0,7344003.0
509,ACAP2,5,87,6,3.0,195358894.5
510,ACAP3,4,88,6,1.0,1300999.5
511,ACAT1,4,86,8,11.0,108132149.0
512,ACAT2,1,74,23,6.0,159770578.5
513,ACBD3,5,89,4,1.0,226165710.0
514,ACBD4,4,87,7,17.0,45138390.5
515,ACBD5,1,23,74,10.0,27218672.0
516,ACBD6,5,91,2,1.0,180386303.5
517,ACBD7,1,24,73,10.0,15082125.5
518,ACCS,1,87,10,11.0,44075081.0
519,ACCSL,1,87,10,11.0,44053979.0
520,ACD,3,88,7,16.0,67659163.5
521,ACE,4,88,6,17.0,63487720.5
522,ACE2,12,80,6,,
523,ACER1,29,67,2,19.0,6319877.0
524,ACER2,8,52,38,9.0,19430757.0
525,ACER3,3,87,8,11.0,76943832.0
526,ACHE,77,21,0,7.0,100893484.0
527,ACIN1,3,71,24,14.0,23077089.0
528,ACKR1,6,91,1,1.0,159204903.5
529,ACKR2,2,92,4,3.0,42846363.0
530,ACKR3,2,93,3,2.0,236575070.5
531,ACKR4,2,91,5,3.0,132608118.5
532,ACLY,2,86,10,17.0,41898729.5
533,ACMSD,2,96,0,2.0,134870325.0
534,ACO1,5,70,23,9.0,32419686.0
535,ACO2,1,74,23,22.0,41499053.0
536,ACOD1,1,70,27,13.0,76953574.5
537,ACOT1,3,73,22,14.0,73540469.5
538,ACOT11,5,88,5,1.0,54590724.5
539,ACOT12,5,93,0,5.0,81362087.5
540,ACOT13,3,87,8,6.0,24686050.0
541,ACOT2,2,72,24,14.0,73571639.0
542,ACOT4,2,72,24,14.0,73594101.0
543,ACOT6,2,72,24,14.0,73615416.5
544,ACOT7,4,77,17,1.0,6329330.0
545,ACOT8,31,67,0,20.0,45849563.0
546,ACOT9,11,80,7,,
547,ACOX1,4,90,4,17.0,75960342.0
548,ACOX2,2,91,5,3.0,58521209.5
549,ACOX3,3,92,3,4.0,8403502.5
550,ACOXL,2,96,0,2.0,110925397.5
551,ACP1,3,93,2,2.0,271211.5
552,ACP2,1,87,10,11.0,47244104.0
553,ACP4,27,66,5,19.0,50792817.0
554,ACP5,36,61,1,19.0,11576834.0
555,ACP6,7,90,1,1.0,147650088.0
556,ACP7,30,64,4,19.0,39097703.0
557,ACPP,3,90,5,3.0,132342833.5
558,ACR,2,74,22,22.0,50741767.5
559,ACRBP,5,91,2,12.0,6642754.0
560,ACRV1,3,86,9,11.0,125676198.0
561,ACSBG1,4,87,7,15.0,78206578.0
562,ACSBG2,29,67,2,19.0,6164170.5
563,ACSF2,4,88,6,17.0,50450501.5
564,ACSF3,3,88,7,16.0,89126248.0
565,ACSL1,2,91,5,4.0,184791206.5
566,ACSL3,2,94,2,2.0,222902790.5
567,ACSL4,10,81,7,,
568,ACSL5,0,19,79,10.0,112401199.0
569,ACSL6,5,91,2,5.0,131981108.0
570,ACSM1,4,88,6,16.0,20661063.5
571,ACSM2A,4,88,6,16.0,20469565.0
572,ACSM2B,4,88,6,16.0,20556326.5
573,ACSM3,4,88,6,16.0,20703912.0
574,ACSM4,4,91,3,12.0,7316504.0
575,ACSM5,4,88,6,16.0,20425435.0
576,ACSM6,0,18,80,10.0,95211564.0
577,ACSS1,34,63,1,20.0,25032605.0
