,index,gain,neutral,loss,chromo,location
83,ABHD8,55,38,7,19.0,17301183.5
84,ABI1,19,74,7,10.0,26803840.0
85,ABI2,20,69,11,2.0,203387983.5
86,ABI3BP,30,63,7,3.0,100871335.5
87,ABL1,11,47,42,9.0,130800345.5
88,ABL2,24,71,5,1.0,179164507.0
89,ABLIM2,10,56,34,4.0,8062071.0
90,ABLIM3,18,62,20,5.0,149201012.5
91,ABR,7,32,61,17.0,1116628.0
92,ABRA,65,25,10,8.0,106764863.5
93,ABRACL,7,50,43,6.0,139036023.5
94,ABT1,39,52,9,6.0,26598846.0
95,ABTB1,47,45,8,3.0,127676930.5
96,ABTB2,13,65,22,11.0,34254498.5
97,ACAA1,15,68,17,3.0,38120185.5
98,ACAA2,9,40,51,18.0,49798058.5
99,ACACA,3,28,69,17.0,37245914.0
100,ACACB,8,69,23,12.0,109192410.5
101,ACAD10,9,66,25,12.0,111721581.5
102,ACAD8,15,53,32,11.0,134259675.0
103,ACAD9,45,46,9,3.0,128897831.5
104,ACADL,34,57,9,2.0,210206286.5
105,ACADM,22,62,16,1.0,75755961.0
106,ACADS,11,70,19,12.0,120732891.0
107,ACADSB,15,64,21,10.0,123033634.5
108,ACADVL,10,39,51,17.0,7221195.5
109,ACAN,20,52,28,15.0,88839395.0
110,ACAP1,10,41,49,17.0,7344003.0
111,ACAP2,55,30,15,3.0,195358894.5
112,ACAP3,30,46,24,1.0,1300999.5
113,ACAT1,17,58,25,11.0,108132149.0
114,ACAT2,10,43,47,6.0,159770578.5
115,ACBD3,43,52,5,1.0,226165710.0
116,ACBD4,9,45,46,17.0,45138390.5
117,ACBD5,23,71,6,10.0,27218672.0
118,ACBD6,37,58,5,1.0,180386303.5
119,ACBD7,23,67,10,10.0,15082125.5
120,ACCS,16,71,13,11.0,44075081.0
121,ACCSL,16,71,13,11.0,44053979.0
122,ACD,4,36,60,16.0,67659163.5
123,ACE,20,51,29,17.0,63487720.5
124,ACER1,6,36,58,19.0,6319877.0
125,ACER2,21,53,26,9.0,19430757.0
126,ACER3,38,55,7,11.0,76943832.0
127,ACHE,25,58,17,7.0,100893484.0
128,ACIN1,22,58,20,14.0,23077089.0
129,ACKR2,8,70,22,3.0,42846363.0
130,ACKR3,21,54,25,2.0,236575070.5
131,ACKR4,48,45,7,3.0,132608118.5
132,ACLY,4,36,60,17.0,41898729.5
133,ACMSD,15,73,12,2.0,134870325.0
134,ACN9,28,61,11,,
135,ACO1,17,61,22,9.0,32419686.0
136,ACO2,2,29,69,22.0,41499053.0
137,ACOT1,17,52,31,14.0,73540469.5
138,ACOT11,21,68,11,1.0,54590724.5
139,ACOT12,3,39,58,5.0,81362087.5
140,ACOT13,39,49,12,6.0,24686050.0
141,ACOT2,4,56,40,14.0,73571639.0
142,ACOT4,4,56,40,14.0,73594101.0
143,ACOT6,4,56,40,14.0,73615416.5
144,ACOT7,27,51,22,1.0,6329330.0
145,ACOT8,59,40,1,20.0,45849563.0
146,ACOX1,33,50,17,17.0,75960342.0
147,ACOX2,15,61,24,3.0,58521209.5
148,ACOX3,11,53,36,4.0,8403502.5
149,ACOXL,18,70,12,2.0,110925397.5
150,ACP1,33,54,13,2.0,271211.5
151,ACP2,21,71,8,11.0,47244104.0
152,ACP5,27,53,20,19.0,11576834.0
153,ACPL2,63,31,6,,
154,ACPP,52,42,6,3.0,132342833.5
155,ACPT,11,49,40,,
156,ACR,7,42,51,22.0,50741767.5
157,ACRBP,49,39,12,12.0,6642754.0
158,ACRV1,8,65,27,11.0,125676198.0
159,ACSBG1,11,53,36,15.0,78206578.0
160,ACSBG2,5,34,61,19.0,6164170.5
161,ACSF2,15,53,32,17.0,50450501.5
162,ACSF3,7,31,62,16.0,89126248.0
163,ACSL1,5,40,55,4.0,184791206.5
164,ACSL3,15,67,18,2.0,222902790.5
165,ACSL5,10,66,24,10.0,112401199.0
166,ACSL6,7,57,36,5.0,131981108.0
167,ACSM1,11,60,29,16.0,20661063.5
168,ACSM2B,9,61,30,16.0,20556326.5
169,ACSM3,12,60,28,16.0,20703912.0
170,ACSM4,44,41,15,12.0,7316504.0
171,ACSM5,11,59,30,16.0,20425435.0
172,ACSS1,44,48,8,20.0,25032605.0
173,ACSS2,45,52,3,20.0,34900054.0
174,ACSS3,18,62,20,12.0,81098812.0
175,ACTA1,48,47,5,1.0,229432671.5
176,ACTA2,22,55,23,10.0,88963206.5
177,ACTB,16,57,27,7.0,5545466.0
178,ACTBL2,5,47,48,5.0,57481414.5
179,ACTC1,2,56,42,15.0,34792889.5
180,ACTG1,30,54,16,17.0,81516909.0
181,ACTG2,28,65,7,2.0,73906089.5
182,ACTL10,52,45,3,20.0,33667734.0
183,ACTL6A,68,30,2,3.0,179575646.5
184,ACTL6B,34,59,7,7.0,100649772.5
185,ACTL7A,15,48,37,9.0,108863011.0
186,ACTL7B,14,49,37,9.0,108855287.0
187,ACTL8,11,59,30,1.0,17791198.0
188,ACTL9,19,41,40,19.0,8698097.5
189,ACTN1,10,53,37,14.0,68926791.5
190,ACTN2,36,59,5,1.0,236714386.0
191,ACTN4,29,53,18,19.0,38689619.0
192,ACTR10,8,55,37,14.0,58217858.0
193,ACTR1A,9,66,25,10.0,102482296.5
194,ACTR1B,35,58,7,2.0,97659991.5
195,ACTR2,27,64,9,2.0,65249503.0
196,ACTR3,20,69,11,2.0,113926329.5
197,ACTR3B,30,60,10,7.0,152807563.5
198,ACTR3C,37,54,9,7.0,150283820.5
199,ACTR5,32,62,6,20.0,38760490.0
200,ACTR6,7,68,25,12.0,100220493.5
201,ACTR8,14,62,24,3.0,53874609.0
202,ACTRT2,15,48,37,1.0,3022185.0
203,ACTRT3,82,17,1,3.0,169768241.0
204,ACVR1,34,63,3,2.0,157806387.0
205,ACVR1B,24,63,13,12.0,51974388.5
206,ACVR1C,35,62,3,2.0,157577815.5
207,ACVR2A,33,62,5,2.0,147887671.5
208,ACVR2B,10,73,17,3.0,38473516.0
209,ACVRL1,22,64,14,12.0,51915134.5
210,ACY1,16,66,18,3.0,51986268.5
211,ACY3,37,58,5,11.0,67646642.5
212,ACYP1,6,55,39,14.0,75061360.0
213,ACYP2,30,62,8,2.0,54138069.0
214,ADA,41,54,5,20.0,44635877.5
215,ADAD1,8,48,44,4.0,122404384.0
216,ADAD2,6,31,63,16.0,84194153.0
217,ADAL,4,52,44,15.0,43342606.0
218,ADAM10,6,55,39,15.0,58669300.0
219,ADAM11,2,45,53,17.0,44770417.0
220,ADAM12,17,66,17,10.0,126200418.0
221,ADAM15,51,48,1,1.0,155056670.5
222,ADAM17,28,59,13,2.0,9522609.0
223,ADAM18,27,48,25,8.0,39657277.0
224,ADAM19,17,56,27,5.0,157485654.5
225,ADAM2,26,49,25,8.0,39791012.0
226,ADAM20,4,59,37,14.0,70528686.5
227,ADAM21,4,59,37,14.0,70456039.5
228,ADAM22,18,69,13,7.0,88068516.0
229,ADAM23,25,67,8,2.0,206532329.5
230,ADAM28,10,29,61,8.0,24326541.5
231,ADAM29,4,43,53,4.0,174903924.0
232,ADAM30,49,46,5,1.0,119895024.0
233,ADAM33,37,50,13,20.0,3675105.5
234,ADAM7,7,31,62,8.0,24483950.0
235,ADAM8,17,64,19,10.0,133269644.0
236,ADAM9,25,47,28,8.0,39051065.0
237,ADAMDEC1,9,30,61,8.0,24395149.0
238,ADAMTS1,12,57,31,21.0,26840582.0
239,ADAMTS12,35,59,6,5.0,33707777.0
240,ADAMTS13,13,48,39,9.0,133436880.0
241,ADAMTS14,16,72,12,10.0,70717473.5
242,ADAMTS15,21,55,24,11.0,130462807.5
243,ADAMTS16,42,50,8,5.0,5230317.0
244,ADAMTS17,24,55,21,15.0,100156721.0
245,ADAMTS18,5,30,65,16.0,77341423.5
246,ADAMTS19,11,57,32,5.0,129599482.0
247,ADAMTS2,22,52,26,5.0,179228157.0
248,ADAMTS20,20,67,13,12.0,43453034.5
249,ADAMTS3,9,67,24,4.0,72425095.0
250,ADAMTS4,46,51,3,1.0,161191678.0
251,ADAMTS5,13,57,30,21.0,26942505.0
252,ADAMTS6,1,41,58,5.0,65315329.0
253,ADAMTS7,11,54,35,15.0,78785335.0
254,ADAMTS8,19,57,24,11.0,130416766.0
255,ADAMTS9,24,63,13,3.0,64601827.0
256,ADAMTSL1,19,56,25,9.0,18408756.5
257,ADAMTSL2,10,49,41,9.0,133553841.5
258,ADAMTSL3,15,54,31,15.0,83846965.0
259,ADAMTSL4,54,45,1,1.0,150555153.0
260,ADAMTSL5,0,21,79,19.0,1509313.0
261,ADAP2,2,25,73,17.0,30932833.0
262,ADAR,41,58,1,1.0,154605035.0
263,ADARB1,17,52,31,21.0,45150206.5
264,ADARB2,36,50,14,10.0,1457419.0
265,ADAT1,5,32,63,16.0,75610140.5
266,ADAT2,10,44,46,6.0,143436763.5
267,ADAT3,3,27,70,19.0,1909423.0
268,ADC,18,63,19,,
269,ADCK1,11,51,38,14.0,77867561.5
270,ADCK2,33,60,7,7.0,140684603.0
271,ADCK3,42,53,5,,
272,ADCK4,29,51,20,,
273,ADCY1,20,67,13,7.0,45648628.0
274,ADCY10,35,60,5,1.0,167861800.5
275,ADCY2,42,52,6,5.0,7613109.5
276,ADCY3,25,64,11,2.0,24869504.0
277,ADCY4,25,54,21,14.0,24326721.0
278,ADCY5,42,49,9,3.0,123366027.0
279,ADCY6,12,72,16,12.0,48777615.5
280,ADCY7,9,44,47,16.0,50282136.0
281,ADCY8,73,21,6,8.0,130910605.0
282,ADCY9,10,53,37,16.0,4034914.5
283,ADCYAP1,19,53,28,18.0,908521.5
284,ADCYAP1R1,21,61,18,7.0,31081970.0
285,ADD1,14,53,33,4.0,2886966.5
286,ADD2,30,63,7,2.0,70687921.5
287,ADD3,8,65,27,10.0,110065966.5
288,ADGB,6,50,44,6.0,146707214.5
289,ADH1A,6,46,48,4.0,99283686.0
290,ADH1B,6,46,48,4.0,99328865.5
291,ADH4,5,45,50,4.0,99140724.5
292,ADH5,5,44,51,4.0,99079889.5
293,ADH7,5,46,49,4.0,99423999.0
294,ADHFE1,40,47,13,8.0,66450699.5
295,ADI1,30,58,12,2.0,3508448.5
296,ADIG,32,61,7,20.0,38584829.0
297,ADIPOQ,57,34,9,3.0,186850583.5
298,ADIPOR1,37,58,5,1.0,202949699.0
299,ADIPOR2,48,40,12,12.0,1738624.0
300,ADIRF,9,66,25,10.0,86976183.0
301,ADK,16,70,14,10.0,74430582.5
302,ADM,5,55,40,11.0,10306235.0
303,ADM2,5,23,72,22.0,50483991.5
304,ADM5,12,55,33,19.0,49689619.5
305,ADNP,48,50,2,20.0,50910176.5
306,ADNP2,16,35,49,18.0,80128392.5
307,ADO,25,65,10,10.0,62806599.5
308,ADORA1,37,58,5,1.0,203129029.5
309,ADORA2A,8,43,49,22.0,24430118.0
310,ADORA2B,4,23,73,17.0,15960331.5
311,ADORA3,31,59,10,1.0,111501531.0
312,ADPGK,12,59,29,15.0,72768607.5
313,ADPRH,39,53,8,3.0,119584606.5
314,ADPRHL1,11,48,41,13.0,113426567.0
315,ADPRHL2,28,60,12,1.0,36091412.0
316,ADPRM,2,24,74,17.0,10704576.0
317,ADRA1A,7,31,62,8.0,26807714.0
318,ADRA1B,17,59,24,5.0,159919046.0
319,ADRA1D,33,53,14,20.0,4234958.5
320,ADRA2A,10,67,23,10.0,111078968.0
321,ADRA2C,15,52,33,4.0,3767437.0
322,ADRB1,10,65,25,10.0,114045385.0
323,ADRB3,22,44,34,8.0,37964794.5
324,ADRBK1,39,58,3,,
325,ADRBK2,4,41,55,,
326,ADRM1,52,44,4,20.0,62305477.5
327,ADSL,3,32,65,22.0,40368481.5
328,ADSS,36,57,7,,
329,ADSSL1,21,54,25,,
330,ADTRP,36,48,16,6.0,11759550.0
331,AEBP1,21,67,12,7.0,44109453.5
332,AEBP2,43,45,12,12.0,19562423.0
333,AEN,20,53,27,15.0,88626809.0
334,AES,1,21,78,,
335,AFAP1,9,57,34,4.0,7849320.0
336,AFAP1L1,17,64,19,5.0,149307748.0
337,AFAP1L2,9,66,25,10.0,114349790.0
338,AFF1,4,53,43,4.0,87038028.0
339,AFF4,8,52,40,5.0,132919514.5
340,AFG3L2,15,59,26,18.0,12353085.5
341,AFM,9,67,24,4.0,73492873.0
342,AFMID,43,43,14,17.0,78197509.0
343,AFP,9,67,24,4.0,73443656.0
344,AFTPH,29,62,9,2.0,64558655.0
345,AGA,4,42,54,4.0,177436605.5
346,AGAP1,20,56,24,2.0,235812921.5
347,AGAP11,9,66,25,10.0,86990433.5
348,AGAP2,16,75,9,12.0,57732959.0
349,AGAP3,43,48,9,7.0,151115133.5
350,AGAP5,16,69,15,10.0,73686222.0
351,AGAP6,17,77,6,10.0,49996344.5
352,AGAP7,17,79,4,,
353,AGAP8,24,72,4,,
354,AGAP9,11,74,15,10.0,47512746.0
355,AGBL1,19,52,29,15.0,86554512.5
356,AGBL2,19,71,10,11.0,47687490.0
357,AGBL3,48,46,6,7.0,135067235.5
358,AGBL4,24,67,9,1.0,49278404.0
359,AGBL5,33,58,9,2.0,27056493.0
360,AGFG1,13,70,17,2.0,227516683.0
361,AGFG2,38,56,6,7.0,100553711.5
362,AGGF1,1,35,64,5.0,77047242.5
363,AGK,33,60,7,7.0,141603261.0
364,AGL,17,71,12,1.0,99887192.0
365,AGMAT,20,54,26,1.0,15578375.0
366,AGMO,17,57,26,7.0,15381166.0
367,AGO1,22,64,14,1.0,35900170.0
368,AGO2,66,29,5,8.0,140577894.5
369,AGO3,24,63,13,1.0,36001609.0
370,AGO4,21,65,14,1.0,35832953.0
371,AGPAT2,18,47,35,9.0,136680300.0
372,AGPAT3,15,56,29,21.0,43926407.5
373,AGPAT4,10,40,50,6.0,161202014.0
374,AGPAT5,5,32,63,8.0,6735072.5
375,AGPAT6,24,55,21,,
376,AGPAT9,2,56,42,,
377,AGPS,39,56,5,2.0,177476028.0
378,AGR2,18,57,25,7.0,16812622.0
379,AGR3,19,56,25,7.0,16870699.5
380,AGRN,31,44,25,1.0,1038119.0
381,AGRP,4,34,62,16.0,67483192.0
382,AGT,45,49,6,1.0,230708322.5
383,AGTPBP1,6,58,36,9.0,85644284.0
384,AGTR1,67,29,4,3.0,148720396.0
385,AGTRAP,22,52,26,1.0,11745443.0
386,AGXT,17,56,27,2.0,240874663.0
387,AGXT2,33,60,7,5.0,35023118.0
388,AHCTF1,35,58,7,1.0,246885532.5
389,AHCY,45,52,3,20.0,34296035.0
390,AHCYL1,31,59,10,1.0,110004253.5
391,AHCYL2,33,58,9,7.0,129327617.0
392,AHDC1,16,50,34,1.0,27569233.0
393,AHI1,9,49,42,6.0,135390648.5
394,AHNAK,23,69,8,11.0,62494888.5
395,AHNAK2,22,54,24,14.0,104957809.0
396,AHR,18,58,24,7.0,17131255.5
397,AHRR,33,55,12,5.0,354980.5
398,AHSA1,11,52,37,14.0,77463671.0
399,AHSA2,27,64,9,,
400,AHSG,56,34,10,3.0,186617189.0
401,AHSP,17,66,17,16.0,31528351.5
402,AICDA,44,40,16,12.0,8607518.5
403,AIDA,37,58,5,1.0,222690611.5
404,AIF1L,11,47,42,9.0,131109814.0
405,AIFM2,15,72,13,10.0,70115578.5
406,AIFM3,12,44,44,22.0,20973234.0
407,AIG1,10,44,46,6.0,143200777.0
408,AIM1L,13,53,34,,
409,AIM2,48,51,1,1.0,159104790.0
410,AIMP1,5,43,52,4.0,106332500.0
411,AIMP2,13,56,31,7.0,6016544.5
412,AIP,43,54,3,11.0,67487064.5
413,AIPL1,7,32,61,17.0,6414446.0
414,AIRE,18,53,29,21.0,44292243.0
415,AJAP1,22,51,27,1.0,4723571.5
416,AJUBA,25,55,20,14.0,22976864.0
417,AK1,16,53,31,9.0,127872080.5
418,AK2,18,62,20,1.0,33044468.0
419,AK3,22,54,24,9.0,4725799.5
420,AK5,21,63,16,1.0,77420992.5
421,AK7,14,56,30,14.0,96440777.5
422,AK8,13,47,40,9.0,132802177.5
423,AK9,15,54,31,6.0,109592036.5
424,AKAP1,18,50,32,17.0,57103219.0
425,AKAP10,2,26,72,17.0,19941322.5
426,AKAP11,7,41,52,13.0,42297706.5
427,AKAP12,7,43,50,6.0,151299263.0
428,AKAP13,18,52,30,15.0,85564964.5
429,AKAP2,17,46,37,,
430,AKAP5,5,56,39,14.0,64470001.0
431,AKAP6,19,54,27,14.0,32583491.0
432,AKAP7,11,50,39,6.0,131209501.0
433,AKAP8,36,55,9,19.0,15366591.5
434,AKAP8L,36,55,9,19.0,15399595.5
435,AKAP9,21,67,12,7.0,92025770.0
436,AKIP1,3,53,44,11.0,8915611.5
437,AKIRIN1,27,63,10,1.0,38998667.5
438,AKIRIN2,15,59,26,6.0,87688546.5
439,AKNA,18,50,32,9.0,114364280.5
440,AKNAD1,24,64,12,1.0,108889691.0
441,AKR1A1,33,59,8,1.0,45560296.0
442,AKR1B1,39,55,6,7.0,134450820.0
443,AKR1B10,40,54,6,7.0,134534489.5
444,AKR1B15,46,48,6,7.0,134564492.5
445,AKR1C1,39,47,14,10.0,4973268.0
446,AKR1C2,39,48,13,10.0,5002715.5
447,AKR1C3,37,50,13,10.0,5071520.0
448,AKR1D1,31,60,9,7.0,138060314.5
449,AKR1E2,39,48,13,10.0,4817345.5
450,AKR7A2,14,55,31,1.0,19308055.5
451,AKR7A3,14,55,31,1.0,19285671.5
452,AKT1,21,55,24,14.0,104782550.0
453,AKT1S1,13,57,30,19.0,49873746.0
454,AKT2,21,57,22,19.0,40257926.5
455,AKT3,40,53,7,1.0,243669656.0
456,AKTIP,6,41,53,16.0,53497725.5
457,ALAD,21,46,33,9.0,113393801.0
458,ALAS1,17,64,19,3.0,52206206.5
459,ALB,8,68,24,4.0,73409298.0
460,ALCAM,37,56,7,3.0,105471904.5
461,ALDH16A1,14,53,33,19.0,49462137.5
462,ALDH18A1,3,66,31,10.0,95631326.0
463,ALDH1A1,13,60,27,9.0,72990556.5
464,ALDH1A2,10,53,37,15.0,58225645.0
465,ALDH1A3,23,54,23,15.0,100897170.0
466,ALDH1B1,9,70,21,9.0,38395681.5
467,ALDH1L1,45,45,10,3.0,126150778.0
468,ALDH1L2,8,71,21,12.0,105063713.5
469,ALDH2,9,66,25,12.0,111792209.5
470,ALDH3A1,4,25,71,17.0,19743463.5
471,ALDH3A2,4,27,69,17.0,19666948.0
472,ALDH4A1,10,57,33,1.0,18887077.0
473,ALDH5A1,39,49,12,6.0,24516037.0
474,ALDH6A1,5,55,40,14.0,74070669.5
475,ALDH7A1,8,53,39,5.0,126563281.0
476,ALDH8A1,9,49,42,6.0,134933754.0
477,ALDH9A1,39,58,3,1.0,165680539.5
478,ALDOA,29,51,20,16.0,30067310.5
479,ALDOB,14,52,34,9.0,101435112.0
480,ALDOC,3,29,68,17.0,28575031.5
481,ALG1,10,58,32,16.0,5060651.0
482,ALG10,34,59,7,12.0,34026081.0
483,ALG11,9,44,47,13.0,52022999.0
484,ALG12,4,25,71,22.0,49909333.5
485,ALG14,22,67,11,1.0,95023678.0
486,ALG1L,44,46,10,3.0,125933157.0
487,ALG1L2,52,39,9,3.0,130097529.0
488,ALG2,9,56,35,9.0,99219183.5
489,ALG3,70,25,5,3.0,184245924.5
490,ALG5,6,46,48,13.0,36974999.5
491,ALG6,15,69,16,1.0,63403064.0
492,ALG8,40,55,5,11.0,78120294.5
493,ALG9,17,62,21,11.0,111826888.0
494,ALK,30,62,8,2.0,29557180.0
495,ALKBH1,10,53,37,14.0,77690213.5
496,ALKBH2,8,70,22,12.0,109090909.5
497,ALKBH3,15,71,14,11.0,43900542.5
498,ALKBH4,33,58,9,7.0,102460550.5
499,ALKBH5,5,25,70,17.0,18196516.0
500,ALKBH6,26,59,15,19.0,36011679.5
501,ALKBH7,12,34,54,19.0,6374022.0
502,ALKBH8,21,58,21,11.0,107534236.0
503,ALLC,27,60,13,2.0,3680435.5
504,ALOX12,9,35,56,17.0,7003401.5
505,ALOX12B,9,31,60,17.0,8080176.0
506,ALOX15,8,30,62,17.0,4636606.5
507,ALOX15B,9,31,60,17.0,8044084.0
508,ALOX5,15,80,5,10.0,45410147.5
509,ALOX5AP,5,49,46,13.0,30738952.0
510,ALOXE3,9,32,59,17.0,8107473.5
511,ALPI,17,62,21,2.0,232458439.0
512,ALPK1,5,44,51,4.0,112364065.0
513,ALPK2,6,43,51,18.0,58555169.0
514,ALPK3,17,54,29,15.0,84845081.0
515,ALPL,14,58,28,1.0,21543903.5
516,ALPP,22,59,19,2.0,232380806.5
517,ALPPL2,24,57,19,,
518,ALS2,23,69,8,2.0,201740611.5
519,ALS2CL,10,71,19,3.0,46681349.5
520,ALS2CR11,26,66,8,,
521,ALS2CR12,27,64,9,,
522,ALX1,15,64,21,12.0,85291002.0
523,ALX3,29,60,11,1.0,110065271.0
524,ALX4,15,73,12,11.0,44285289.5
525,ALYREF,39,45,16,17.0,81889710.5
526,AMACR,35,59,6,5.0,33997134.5
527,AMBN,7,60,33,4.0,70599772.0
528,AMBP,20,46,34,9.0,114069227.5
529,AMBRA1,19,73,8,11.0,46495269.5
530,AMD1,14,51,35,6.0,110886824.5
531,AMDHD1,7,67,26,12.0,95956025.5
532,AMDHD2,18,52,30,16.0,2525889.5
533,AMER2,8,47,45,13.0,25166986.0
534,AMER3,14,73,13,2.0,130761784.5
535,AMFR,5,46,49,16.0,56393498.5
536,AMHR2,25,64,11,12.0,53427763.5
537,AMICA1,15,60,25,,
538,AMIGO1,33,56,11,1.0,109506958.0
539,AMIGO2,29,59,12,12.0,47077829.0
540,AMIGO3,13,67,20,3.0,49718256.5
541,AMMECR1L,16,68,16,2.0,127873776.0
542,AMN,20,56,24,14.0,102928126.0
543,AMN1,35,56,9,12.0,31700131.5
544,AMOTL1,34,53,13,11.0,94791589.5
545,AMOTL2,53,39,8,3.0,134365676.5
546,AMPD1,21,71,8,1.0,114684354.0
547,AMPD2,32,57,11,1.0,109624078.5
548,AMPD3,5,55,40,11.0,10407946.0
549,AMPH,20,65,15,7.0,38507562.0
550,AMT,22,61,17,3.0,49419731.5
551,AMTN,7,59,34,4.0,70525656.0
552,AMY1B,42,51,7,1.0,103692047.5
553,AMY2A,33,59,8,1.0,103621295.5
554,AMY2B,30,61,9,1.0,103566674.5
555,AMZ1,14,54,32,7.0,2727511.0
556,AMZ2,26,53,21,17.0,68252547.0
557,ANAPC1,20,68,12,2.0,111748164.5
558,ANAPC10,9,46,45,4.0,144965224.5
559,ANAPC11,39,45,16,17.0,81895890.5
560,ANAPC13,53,39,8,3.0,134482211.0
561,ANAPC15,39,58,3,11.0,72109579.0
562,ANAPC16,19,68,13,10.0,72225930.0
563,ANAPC2,19,47,34,9.0,137181672.0
564,ANAPC4,5,56,39,4.0,25397855.5
565,ANAPC5,10,71,19,12.0,121354070.5
566,ANAPC7,10,66,24,12.0,110388315.0
567,ANG,20,62,18,14.0,20691574.0
568,ANGEL1,10,53,37,14.0,76806207.0
569,ANGEL2,28,62,10,1.0,213004024.5
570,ANGPT1,66,24,10,8.0,107373768.5
571,ANGPT2,5,31,64,8.0,6531530.0
572,ANGPT4,36,50,14,20.0,893117.0
573,ANGPTL1,26,67,7,1.0,178860306.0
574,ANGPTL2,15,52,33,9.0,127104991.5
575,ANGPTL3,15,69,16,1.0,62601916.5
576,ANGPTL4,26,43,31,19.0,8368829.5
577,ANGPTL5,27,57,16,11.0,101903598.0
578,ANGPTL6,28,49,23,19.0,10097567.0
579,ANGPTL7,17,56,27,1.0,11192668.0
580,ANHX,36,42,22,12.0,133227094.5
581,ANK1,25,54,21,8.0,41774991.0
582,ANK2,5,46,49,4.0,113101126.5
583,ANK3,22,70,8,10.0,60379894.0
584,ANKAR,36,60,4,2.0,189717741.5
585,ANKDD1A,11,58,31,15.0,64935296.5
586,ANKDD1B,1,36,63,5.0,75646477.5
