protein	Database_ID	adj_p	cancer_type	change	tumor_sample_size	not_tumor_sample_size
COX6C	ENSP00000297564	5.292843996239597e-06	coad	-0.32386726963450574	65	66
COL22A1	ENSP00000303153	7.2251235830239145e-06	coad	-0.92952818616005	60	58
GGH	ENSP00000260118	9.583615245563368e-06	coad	0.40422170023390186	65	66
NAPRT	ENSP00000401508	9.722993400259135e-06	coad	-0.21606190138378417	65	66
THEM6	ENSP00000338607	1.0040861117007169e-05	coad	0.18071648245993738	65	66
COMMD5	ENSP00000304544	1.0288298135093213e-05	coad	-0.15981902970472248	65	66
LY6H	ENSP00000342711	1.0288298135093213e-05	coad	-1.6480398290502216	6	7
CDH17	ENSP00000027335	1.1553129174100862e-05	coad	-0.4527324224018672	65	66
LACTB2	ENSP00000276590	1.256344428206731e-05	coad	0.2662194053976006	65	66
MRPL15	ENSP00000260102	1.3878325186596253e-05	coad	0.26400179150242437	65	66
GPAA1	ENSP00000347206	3.494472160682221e-05	coad	0.14853609240869275	65	66
COPS5	ENSP00000350512	3.5242554354186245e-05	coad	-0.24266391075366	65	66
STAU2	ENSP00000348026	4.6123003947133993e-05	coad	0.1984377565843945	55	56
RPL8	ENSP00000262584	6.578006449881275e-05	coad	0.25380661410349714	65	66
PYCR3	ENSP00000220966	8.787081647769077e-05	coad	0.16848427648619818	65	66
CA3	ENSP00000285381	8.787081647769077e-05	coad	-0.7329622337022286	30	35
ARMC1	ENSP00000276569	0.00010297624565834706	coad	-0.1216128450289203	65	66
DENND3	ENSP00000262585	0.00013945021693420237	coad	-0.23141684415497363	61	63
CA13	ENSP00000318912	0.00014617683218546822	coad	0.2988593034450854	62	56
JPH1	ENSP00000344488	0.00015039876145390296	coad	0.5567394369418777	43	29
ELOC	ENSP00000284811	0.00016127617402530992	coad	0.11345976838345971	65	66
EPPK1	ENSP00000484472	0.0002606347946403659	coad	-0.1982459140278952	65	66
TCEA1	ENSP00000428426	0.0002843511609446893	coad	0.15713710791816066	65	66
UBXN2B	ENSP00000382507	0.0003584173420024247	coad	-0.4107625048823714	28	29
FER1L6	ENSP00000428280	0.0004608931289268259	coad	-0.605607236765537	20	23
C8orf82	ENSP00000436621	0.0005709216817260902	coad	-0.15634535596321766	65	66
PLEC	ENSP00000434583	0.000595315614783501	coad	-0.2304208649989258	65	66
NSMCE2	ENSP00000287437	0.0006333717565805538	coad	0.25969018705701963	42	44
NSMAF	ENSP00000038176	0.0006875486416857127	coad	-0.20599269071248044	45	45
ENPP2	ENSP00000075322	0.0006892261646666089	coad	-0.4510148274444393	22	28
TMEM70	ENSP00000312599	0.0009322090268415839	coad	0.154210753481423	65	66
PAG1	ENSP00000220597	0.0009586073870105968	coad	-0.24195046372949816	65	66
MRPL13	ENSP00000306548	0.000974141634633214	coad	0.15337080513390045	65	66
HGH1	ENSP00000321320	0.0015134283394251315	coad	-0.10384309693816365	65	66
SPAG1	ENSP00000251809	0.0015610184699453291	coad	0.25511971756758567	65	66
LRRC14	ENSP00000292524	0.0016161464984265179	coad	-0.29740953062349773	55	50
TMEM68	ENSP00000395204	0.0016161464984265179	coad	-0.30645369274928425	60	58
MRPS28	ENSP00000276585	0.0017959978623316808	coad	0.2263050690521663	65	66
ZNF706	ENSP00000311768	0.0023548806480294384	coad	0.15667531112550392	64	62
NDUFAF6	ENSP00000379417	0.0027517553088948956	coad	-0.24420839781572218	23	26
PUF60	ENSP00000434359	0.0028232668133179083	coad	0.19774704149844902	65	66
PTDSS1	ENSP00000430548	0.003050461144390069	coad	0.15871225973157954	65	66
PIP4P2	ENSP00000285419	0.003259173859118649	coad	-0.4032956472316792	23	21
TMEM67	ENSP00000386966	0.0061009520498291146	coad	0.3608706127267006	27	25
MED30	ENSP00000297347	0.006452480202260172	coad	0.2061967446019086	42	39
LRATD2	ENSP00000302578	0.007362638914555405	coad	0.12385783303777513	65	66
DERL1	ENSP00000259512	0.00975814311929302	coad	0.10806640605598654	65	66
FAM83H	ENSP00000373565	0.009997094682446713	coad	0.11168386401259608	65	66
PLEC	ENSP00000323856	0.010037245252556637	coad	-0.12464721671833305	65	66
PCMTD1	ENSP00000353739	0.01151355723818359	coad	-0.19891068554040742	33	25
ESRP1	ENSP00000407349	0.014959244979198802	coad	0.1560158050421546	65	66
TATDN1	ENSP00000276692	0.017801822128437544	coad	-0.15539860227509297	65	66
POLR2K	ENSP00000342889	0.020488520599625627	coad	0.24659239475891226	62	59
CPNE3	ENSP00000477590	0.020488520599625627	coad	-0.08405217589066252	65	66
RIDA	ENSP00000254878	0.022875637352088623	coad	-0.14782042369346976	65	66
MTSS1	ENSP00000322804	0.02420213096884332	coad	-0.40623985418937203	21	24
ATAD2	ENSP00000287394	0.02420213096884332	coad	0.20981717994078614	53	53
RDH10	ENSP00000240285	0.025566472304941294	coad	0.14801220863848272	65	66
CHCHD7	ENSP00000306425	0.026267415382550546	coad	-0.20200894042380146	35	39
DECR1	ENSP00000220764	0.031760925991061076	coad	-0.14191789572813304	65	66
PLEC	ENSP00000347044	0.032720860787919054	coad	0.17066024087558201	55	59
SHARPIN	ENSP00000381698	0.0345686701415941	coad	-0.17227272828083334	40	33
CHMP4C	ENSP00000297265	0.04147371120596283	coad	-0.18499341962172847	54	43
SDR16C5	ENSP00000307607	0.0421669371605713	coad	0.32738888404129185	34	39
OTUD6B	ENSP00000285420	0.04888947247635674	coad	0.1324484445808614	65	66
UTP23	ENSP00000308332	0.04960734901965814	coad	0.15478888868342902	42	38
TGS1	ENSP00000260129	0.04995066401578377	coad	0.2919375449546987	15	11
RRM2B	ENSP00000251810	0.05036834603193366	coad	-0.09518706735948865	65	66
EMC2	ENSP00000220853	0.05495170494050853	coad	0.05510120253969876	65	66
RBIS	ENSP00000481745	0.0625274118074912	coad	0.20503891630699977	14	12
SCRIB	ENSP00000322938	0.06806092541239966	coad	0.06018850932096752	65	66
WASHC5	ENSP00000318016	0.06806092541239966	coad	0.04511376386798163	65	66
SNX16	ENSP00000322631	0.06902663177068163	coad	-0.17282262049614125	34	28
PLEC	ENSP00000344848	0.0782635830435668	coad	0.1441441964501804	62	62
NCOA2	ENSP00000399968	0.09778793941869209	coad	-0.14484932441345358	54	56
CHD7	ENSP00000392028	0.10652100905472996	coad	0.2331621459316754	20	27
VCPIP1	ENSP00000309031	0.11163598294369018	coad	-0.03880977157404088	65	66
SLC39A4	ENSP00000301305	0.1353456058409249	coad	0.2636355422661062	26	27
ESRP1	ENSP00000405738	0.13894659355604827	coad	-0.1523230000450249	29	32
MROH1	ENSP00000321737	0.1456138444849738	coad	-0.05405533147600647	65	66
HNF4G	ENSP00000346339	0.1456138444849738	coad	-0.30575214958877656	20	21
VPS28	ENSP00000292510	0.1480074955163734	coad	-0.09045244119975115	65	66
PUF60	ENSP00000431960	0.1702100673188518	coad	-0.1295218669969614	48	45
RECQL4	ENSP00000482313	0.20563676701891834	coad	0.34814499767716267	8	8
PTP4A3	ENSP00000332274	0.21516670196525264	coad	0.33886711809359993	18	10
CA8	ENSP00000314407	0.2165336877195839	coad	-0.1915674517890828	30	28
STK3	ENSP00000390500	0.22840722814065983	coad	0.07180676487643173	65	66
SDC2	ENSP00000307046	0.23165733118573778	coad	-0.08959904784209227	65	66
KHDRBS3	ENSP00000348108	0.23165733118573778	coad	0.10328604801345705	65	66
TAF2	ENSP00000367406	0.24479475934851427	coad	-0.21671488316915982	25	23
MTERF3	ENSP00000287025	0.24588278869462996	coad	0.11002148347905796	59	48
ZFAND1	ENSP00000220669	0.28642431588659817	coad	0.06149998393137964	64	62
PPP1R16A	ENSP00000292539	0.3027948052010471	coad	-0.2836903269444843	5	5
GRHL2	ENSP00000495564	0.3065894166760396	coad	0.062348825689337146	50	52
LYPLA1	ENSP00000320043	0.313298305732014	coad	0.0868707815532497	65	66
PTK2	ENSP00000378644	0.35547709850448705	coad	-0.02495931401693972	65	66
HSF1	ENSP00000383590	0.35547709850448705	coad	0.10507622466537939	65	66
MAF1	ENSP00000318604	0.3572904440382155	coad	-0.16246817985092965	13	9
YWHAZ	ENSP00000309503	0.3601401125023646	coad	0.030987053080851493	65	66
LYN	ENSP00000428424	0.3707475503113494	coad	0.3437738940454536	9	5
ASAP1	ENSP00000350297	0.403963364771294	coad	0.06383362461472436	54	57
CYHR1	ENSP00000387426	0.40519639836593346	coad	0.07035742392579988	53	45
FBXL6	ENSP00000330098	0.4183866659185455	coad	0.10771774038023262	15	14
ZHX1	ENSP00000297857	0.43261326536151323	coad	0.14233278101393218	17	12
LY96	ENSP00000284818	0.466300924323967	coad	0.08535257709914562	6	6
PARP10	ENSP00000325618	0.4936302432736234	coad	-0.02959596250178208	65	66
PDP1	ENSP00000297598	0.4946701891180182	coad	-0.032600704773621994	65	66
TRAPPC9	ENSP00000373979	0.5267943948398177	coad	-0.02065469653054892	65	66
SDCBP	ENSP00000260130	0.5267943948398177	coad	-0.03804553958371688	65	66
ADCK5	ENSP00000310547	0.5267943948398177	coad	0.04475525943195018	45	41
ZHX2	ENSP00000314709	0.5616497072828318	coad	-0.09558828784120729	26	28
TPD52	ENSP00000368390	0.626526866299955	coad	-0.05019382801735138	65	66
EBAG9	ENSP00000337675	0.6485275086136221	coad	-0.02584698784261387	42	41
PHF20L1	ENSP00000220847	0.6669928546833847	coad	-0.09429774625442319	11	9
PLEC	ENSP00000433982	0.6669928546833847	coad	-0.05239895068114349	24	23
CSMD3	ENSP00000297405	0.675785694094017	coad	0.06422795689957499	21	15
SAMD12	ENSP00000314173	0.7066522225117208	coad	0.14112652003205564	18	14
TONSL	ENSP00000386239	0.7472019945349574	coad	0.06902778310259927	20	14
TRPA1	ENSP00000262209	0.7623793507335529	coad	-0.1594309891138112	5	4
MTFR1	ENSP00000262146	0.7976315159304038	coad	0.030824585691133277	22	25
CYP7B1	ENSP00000310721	0.8039815845818281	coad	-0.018079763834369628	62	62
ATP6V1H	ENSP00000347359	0.8418077941372706	coad	-0.006808246359924136	65	66
FZD6	ENSP00000351605	0.8418077941372706	coad	-0.03787380595767101	23	20
GSDMD	ENSP00000262580	0.9114850473713877	coad	-0.006347400763789727	65	66
ARHGAP39	ENSP00000276826	0.9136069676409865	coad	-0.02261646612201152	13	8
TMEM65	ENSP00000297632	0.9254576743143397	coad	0.006986249954975168	65	66
TTPA	ENSP00000260116	0.9329629801192288	coad	-0.02144851764481004	4	11
RB1CC1	ENSP00000025008	0.9329629801192288	coad	-0.013306320309274025	25	22
ARFGEF1	ENSP00000262215	0.9373211382562174	coad	0.0030854313791900817	65	66
SYBU	ENSP00000276646	0.9373211382562174	coad	-0.010532038670265961	24	18
RMDN1	ENSP00000385927	0.9433001454101861	coad	0.0035161798125588825	65	66
ATP6V1C1	ENSP00000379203	9.940234560835962e-24	hnscc	0.5619009374370636	70	45
CYRIB	ENSP00000384880	4.10565981700133e-21	hnscc	0.6442759432240768	70	45
SULF1	ENSP00000260128	3.6025072091974016e-19	hnscc	1.5265093049989484	70	45
SBSPON	ENSP00000297354	6.212644260088748e-18	hnscc	-1.6556158246937902	70	45
PRKDC	ENSP00000313420	8.746170926155497e-18	hnscc	0.5625821514353158	70	45
SLURP1	ENSP00000246515	3.1410416254135055e-17	hnscc	-2.1372235198027214	70	45
CA13	ENSP00000318912	3.492773446273853e-17	hnscc	-0.902317010279512	70	45
DEPTOR	ENSP00000286234	1.1674572561231756e-16	hnscc	-1.116907884440645	70	45
COL14A1	ENSP00000297848	3.730604147848002e-15	hnscc	-1.356830512091058	70	45
CPSF1	ENSP00000478145	3.730604147848002e-15	hnscc	0.3791806237742459	70	45
INTS8	ENSP00000430338	3.8411794850435174e-15	hnscc	0.3639652226091067	70	45
POP1	ENSP00000339529	2.4079129610702308e-14	hnscc	0.32156188679069725	70	45
GPT	ENSP00000378408	6.338415552178589e-14	hnscc	-1.6258595157679552	70	45
ASAP1	ENSP00000350297	1.4135039873166257e-13	hnscc	0.391342753915526	70	45
BOP1	ENSP00000455106	1.6244149228352188e-13	hnscc	0.4225058673071933	70	45
CTHRC1	ENSP00000330523	1.7079757521802957e-13	hnscc	1.3903544082096482	70	45
DECR1	ENSP00000429779	2.9774834141840714e-13	hnscc	-0.7364503725139407	70	45
C8orf82	ENSP00000436621	8.462925443590062e-13	hnscc	-0.5522383407045557	70	45
OXR1	ENSP00000311026	9.950574819319716e-13	hnscc	-0.7806435034575311	70	45
SLC52A2	ENSP00000333638	3.215748127801192e-12	hnscc	0.7489283952017673	65	42
OPLAH	ENSP00000480476	3.604160552308179e-12	hnscc	-0.4802009154071656	70	45
NDUFB9	ENSP00000276689	2.1179220366790815e-11	hnscc	-0.7493098718190581	70	45
UQCRB	ENSP00000287022	3.0044599264984265e-11	hnscc	-0.8929725596175169	70	45
NUDCD1	ENSP00000239690	3.0044599264984265e-11	hnscc	0.36485126206063323	70	45
PAG1	ENSP00000220597	1.2877906797368922e-10	hnscc	0.6186751390978737	70	45
PMP2	ENSP00000256103	1.433008825988161e-10	hnscc	-2.163327880262065	70	45
MED30	ENSP00000297347	1.433008825988161e-10	hnscc	0.4315998770129241	70	45
FAM91A1	ENSP00000335082	3.536766916729985e-10	hnscc	0.30685914563055455	70	45
TGS1	ENSP00000260129	3.536766916729985e-10	hnscc	0.3469706053293403	70	45
SDCBP	ENSP00000260130	3.8434604816433873e-10	hnscc	-0.3406075906680131	70	45
CYHR1	ENSP00000433769	4.596710385322233e-10	hnscc	0.34301348948750787	70	45
LRATD2	ENSP00000302578	4.6418311950041805e-10	hnscc	-0.5563146043401036	70	45
UBR5	ENSP00000220959	7.988651897550742e-10	hnscc	0.23429258421154386	70	45
COX6C	ENSP00000297564	1.1676079266855486e-09	hnscc	-0.8432593062562641	70	45
HSF1	ENSP00000431512	1.5749455102544067e-09	hnscc	0.31593369657739123	70	45
MATN2	ENSP00000429977	1.9376670936196585e-09	hnscc	-0.7722556233879518	70	45
VIRMA	ENSP00000297591	3.5769702322654147e-09	hnscc	0.2629766241237265	70	45
DSCC1	ENSP00000322180	4.886403687018165e-09	hnscc	0.535832594137693	70	45
RBM12B	ENSP00000382239	5.145543847904514e-09	hnscc	0.25549649508617184	70	45
CPQ	ENSP00000220763	5.898872590920716e-09	hnscc	-0.5940365536417597	70	45
STAU2	ENSP00000428756	1.1821679488494505e-08	hnscc	-0.30588469155361453	70	45
MATN2	ENSP00000254898	1.4548741938489386e-08	hnscc	-0.8069944618362962	35	22
NBN	ENSP00000265433	1.7971014395705424e-08	hnscc	0.26899426318522507	70	45
COL14A1	ENSP00000311809	1.977517640464609e-08	hnscc	-1.1367159589464366	31	22
DCAF13	ENSP00000297579	1.977517640464609e-08	hnscc	0.27996751557951766	70	45
YTHDF3	ENSP00000473496	1.977517640464609e-08	hnscc	0.25571450631668896	70	45
RPL7	ENSP00000339795	3.2204582954796e-08	hnscc	0.2656536461645415	70	45
MCM4	ENSP00000262105	3.6329947295848844e-08	hnscc	0.6047061647461652	70	45
CYC1	ENSP00000317159	3.780168354941209e-08	hnscc	-0.6242765772264165	70	45
LY6E	ENSP00000292494	4.2062420470257483e-08	hnscc	0.9683709847589546	70	45
SNTB1	ENSP00000378965	4.968503700528139e-08	hnscc	-0.7636264923582228	70	45
NSMCE2	ENSP00000287437	5.481596619568293e-08	hnscc	0.35315866167607557	70	45
FZD6	ENSP00000351605	7.173330056500132e-08	hnscc	0.4269667389250638	70	45
CPNE3	ENSP00000477590	9.991186847075645e-08	hnscc	-0.34597613634726265	70	45
TCEA1	ENSP00000428426	1.0064584372401749e-07	hnscc	0.3466905036126266	70	45
MTDH	ENSP00000338235	2.3399805509030945e-07	hnscc	0.30792922654737226	70	45
STK3	ENSP00000390500	2.7499670798548295e-07	hnscc	0.29338592564174887	70	45
PCMTD1	ENSP00000353739	3.8389516398751285e-07	hnscc	-0.3782352699590049	70	45
CHCHD7	ENSP00000306425	5.360303053829799e-07	hnscc	-0.45689784446133985	70	45
NDUFAF6	ENSP00000379430	5.415348105940902e-07	hnscc	-0.6234911343675134	70	45
RIDA	ENSP00000254878	6.227350128996529e-07	hnscc	-0.70215591029544	70	45
ZHX1	ENSP00000297857	1.6669603552797716e-06	hnscc	-0.3637628470239809	70	45
GSDMD	ENSP00000433958	1.792472941847197e-06	hnscc	0.3239069560506517	70	45
LY6D	ENSP00000301263	2.286830402334066e-06	hnscc	-1.0393618757073553	70	45
ATAD2	ENSP00000287394	2.4777957027384134e-06	hnscc	0.37568409854374885	70	45
PLEC	ENSP00000347044	2.4882828929926817e-06	hnscc	-0.6992401202193439	70	45
ADHFE1	ENSP00000379865	2.830957322501715e-06	hnscc	-1.4708232664622636	36	24
LYPD2	ENSP00000352163	4.856461214161505e-06	hnscc	-1.3965245273891707	48	29
LYN	ENSP00000428424	5.0331363714476654e-06	hnscc	0.40274428254690475	70	45
SNX16	ENSP00000322652	5.187310644631841e-06	hnscc	-0.3199536790801727	70	45
CA8	ENSP00000314407	5.187310644631841e-06	hnscc	-0.6050345112903389	64	41
MRPL13	ENSP00000306548	5.6980411476320956e-06	hnscc	-0.2406058451934742	70	45
NCALD	ENSP00000220931	9.576301288631345e-06	hnscc	-0.9873987965081118	70	45
ARFGEF1	ENSP00000262215	1.1085979520423295e-05	hnscc	0.2647831369506066	70	45
ZC3H3	ENSP00000262577	1.5493867395419416e-05	hnscc	0.7867586247110228	44	31
VPS28	ENSP00000292510	1.7049036887065067e-05	hnscc	-0.1916503317973865	70	45
PHF20L1	ENSP00000220847	1.976387201130469e-05	hnscc	0.3045204440591802	59	38
CA3	ENSP00000285381	3.391444319371534e-05	hnscc	-1.3435223460726375	70	45
PLEC	ENSP00000344848	3.391444319371534e-05	hnscc	0.5017461327190341	70	45
PKIA	ENSP00000336552	3.9307812504305476e-05	hnscc	-1.2249428620364566	70	45
VCPIP1	ENSP00000309031	5.4359769368992376e-05	hnscc	0.1528070185761928	70	45
IMPA1	ENSP00000256108	5.621155836571958e-05	hnscc	-0.28149643804088903	70	45
DERL1	ENSP00000259512	7.101084631835874e-05	hnscc	0.43314774849423837	70	45
EMC2	ENSP00000220853	9.308614552817294e-05	hnscc	0.16902647029955584	70	45
EEF1D	ENSP00000391944	0.00010130726362396174	hnscc	0.19854258081048487	70	45
RIPK2	ENSP00000220751	0.00022833910228695417	hnscc	0.21554387007060807	70	45
FABP4	ENSP00000256104	0.00024783731397374126	hnscc	-0.9494165316297223	70	45
RPL30	ENSP00000287038	0.00025448960997486987	hnscc	0.2508498908092699	70	45
ASPH	ENSP00000373856	0.0002591242888919715	hnscc	-1.267700411767232	70	45
EXOSC4	ENSP00000315476	0.000268741670432897	hnscc	0.15334795607104434	70	45
SDCBP	ENSP00000428184	0.00031464425378085716	hnscc	-0.45851693386737724	70	45
COPS5	ENSP00000350512	0.00038871640122222086	hnscc	-0.09318746789418086	70	45
PUF60	ENSP00000395417	0.00042656871814405155	hnscc	-0.4490544935001184	61	40
SCRIB	ENSP00000349486	0.0004909386110575408	hnscc	-0.19970143302120763	70	45
EPPK1	ENSP00000484472	0.0005338081883745751	hnscc	0.5686169337551498	70	45
TAF2	ENSP00000367406	0.0005759061673596714	hnscc	0.21365003846800712	70	45
TBC1D31	ENSP00000287380	0.0006871278167818375	hnscc	0.4684153294947129	43	25
LRRCC1	ENSP00000353538	0.0007401814422664223	hnscc	0.922163816303305	46	29
SYBU	ENSP00000276646	0.0007897449585482426	hnscc	-1.4598598545917634	25	16
RRS1	ENSP00000322396	0.000882624173103404	hnscc	0.18725028786911027	70	45
MRPS28	ENSP00000276585	0.0010586081205492671	hnscc	-0.22665165314450014	70	45
DENND3	ENSP00000428714	0.0011396515212765178	hnscc	0.25685599571660755	70	45
CYP7B1	ENSP00000310721	0.0011465437472173781	hnscc	-0.32792039432269865	70	45
PSCA	ENSP00000301258	0.0011819425247626054	hnscc	-0.7321646900263361	53	32
SAMD12	ENSP00000314173	0.001206105265570695	hnscc	-0.4238696178192089	54	34
PDE7A	ENSP00000385632	0.001206105265570695	hnscc	0.47577146173777396	40	26
ESRP1	ENSP00000407349	0.0015889910613002493	hnscc	-0.45245058259144	47	35
RAD21	ENSP00000297338	0.0016581618724855654	hnscc	0.11974747171602923	70	45
SLC25A32	ENSP00000297578	0.0016888016511689868	hnscc	0.3214822718192366	41	27
COL22A1	ENSP00000303153	0.001814522519469634	hnscc	0.8958616954807297	38	25
ENY2	ENSP00000429713	0.0018495331394153768	hnscc	0.15181485224793195	70	45
PABPC1	ENSP00000313007	0.002326699078801669	hnscc	0.1757448520290156	70	45
PDP1	ENSP00000297598	0.002404124728087081	hnscc	-0.16610132426945945	70	45
NRBP2	ENSP00000414055	0.002546678510374252	hnscc	-0.254414922010037	70	45
AGO2	ENSP00000220592	0.0026652681792340887	hnscc	0.12183877361602896	70	45
RMDN1	ENSP00000385927	0.002806724954256279	hnscc	-0.19316467707792095	70	45
FBXL6	ENSP00000330098	0.0029372780711693237	hnscc	0.2474310897153652	63	41
TRAM1	ENSP00000262213	0.0029372780711693237	hnscc	0.26350636076403045	70	45
EIF3E	ENSP00000220849	0.0031407522639704142	hnscc	0.11118865908979356	70	45
ARMC1	ENSP00000276569	0.0032595944020229247	hnscc	-0.13548584977966202	70	45
PLEC	ENSP00000350277	0.0035514422548454504	hnscc	-0.36102340348554135	70	45
GRHL2	ENSP00000495564	0.003574618564496039	hnscc	-0.2202724322609052	70	45
PLEC	ENSP00000433982	0.003689126337872117	hnscc	-0.4639669010336267	48	31
LY6K	ENSP00000292430	0.004134221809460731	hnscc	0.6673788313299472	35	21
MRPL15	ENSP00000260102	0.004202940634040669	hnscc	-0.14858036981707934	70	45
