Name	luad_Database_ID	brca_Database_ID	lscc_Database_ID	ovarian_Database_ID	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
CCAR2	NP_066997.3	NP_066997.3	NP_001349997.1	NP_066997	8.050674787478421e-13	3.081475856268812e-05	5.530620726694621e-06	0.15899621146536466	3.3465457750888016e-09	1.3053238927918706e-06	-0.8739198593073593	-0.2708566538090647	-0.29887954819825424	-0.29890583333333326	-0.8463855661881978	-0.4242054402359756
CCAR2	NP_001349997.1	NP_066997.3	NP_001349997.1	NP_066997	8.050674787478421e-13	3.081475856268812e-05	5.530620726694621e-06	0.15899621146536466	0.1156649327187183	1.3053238927918706e-06	-0.8739198593073593	-0.2708566538090647	-0.29887954819825424	-0.29890583333333326	-0.3502908374384236	-0.4242054402359756
CCDC25	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716	5.426381335184874e-12	0.009802978426778464	2.754673440796806e-07	9.248662089191309e-05	4.2392452274893446e-09	0.011768624411444358	-1.0262025432900432	-0.26363259402121497	-0.3455411117651117	-0.6123070833333335	-0.9965775917065389	-0.2717524243597561
CCDC25	NP_001291459.1	NP_060716.2|NP_001291461.1|NP_001291459.1|NP_001291458.1	NP_060716.2|NP_001291461.1|NP_001291458.1	NP_060716	5.426381335184874e-12	0.009802978426778464	2.754673440796806e-07	9.248662089191309e-05	0.05489574060666134	0.011768624411444358	-1.0262025432900432	-0.26363259402121497	-0.3455411117651117	-0.6123070833333335	-0.9231357692307691	-0.2717524243597561
CDCA2		NP_689775.2|NP_001304835.1|NP_001304836.1	NP_689775.2|NP_001304835.1|NP_001304836.1	NP_001304835	0.01398640902139343		0.4019687499296114	0.5044937632094555		0.8684049817117954	-0.9682103623188407		-0.15877071475868476	-0.2632339558573855		0.04942012598095239
CHMP7	NP_689485.1|NP_001350112.1|NP_001304828.1	NP_689485.1|NP_001304828.1	NP_689485.1|NP_001304828.1|NP_001350112.1	NP_689485	2.397772579263266e-09	0.0035830789468434426	2.1108186973659137e-06	4.210286444493308e-07	1.6652127133925005e-09	0.008374569641505947	-0.8059224025974028	-0.24455106075216976	-0.2305535262672187	-0.7400487499999998	-0.9761538277511959	-0.21474466444634144
CLU	NP_001822.3	NP_001822.3	NP_001822.3	NP_001822	0.29925356571077705	0.7867688002771875	0.9721173843512306	0.6640654531038076	0.5195903123107007	0.05417660741185011	-0.46117900432900444	-0.060974011571841735	-0.004685494561673664	0.2605970833333333	-0.2502802631578951	-0.4477607343725611
CNOT7	NP_001309019.1|NP_001309022.1|NP_001309023.1|NP_001309016.1|NP_001309024.1|NP_001309027.1	NP_001309022.1|NP_001309020.1|NP_001309023.1|NP_001309018.1|NP_001309026.1|NP_001309029.1	NP_001309022.1|NP_001309019.1|NP_001309023.1|NP_001309016.1|NP_001309024.1|NP_001309027.1	NP_001309020	0.004423578910987107	0.04358252654130422	2.4644186432784507e-05	0.01507040047218602	0.0001425580536248199	0.16066629601236132	-0.3801024114774115	-0.3042803636363637	-0.1873532242950411	-0.34848583333333316	-0.4785515948963317	-0.13374639594329268
CTSB	NP_001899.1|NP_001304166.1	NP_001899.1|NP_001304166.1	NP_001899.1|NP_001304166.1	NP_001899	0.4087416787275813	0.03522263981228237	0.712956468475888	0.08236821961655053	0.004791561494309952	0.00209000231298168	-0.200951352813853	-0.3686826422372227	0.05438949114275715	-0.6344783333333337	-0.7183282695374802	-0.4752967184518292
DCTN6	NP_006562.1	NP_006562.1	NP_006562.1	NP_006562	0.7998901511940042	0.05120002646270744	0.06682537136725156	0.00929719981150222	6.835914200722743e-05	0.7954200162028616	-0.042414069264069265	-0.11684744455159114	-0.1133097394479563	-0.29342333333333326	-0.4143281897926635	-0.022949849271341485
DEFA3	NP_005208.1|NP_001289194.1|NP_001035965.1	NP_005208.1|NP_001289194.1|NP_004075.1	NP_005208.1|NP_001289194.1|NP_001035965.1		0.875021663616928	0.2802655834785775	0.18551721158919557	0.8763485584784729	0.0688569323887593		0.09942240259740243	0.4959409899888765	-0.6757932978413947	-0.14938583333333288	-1.5768128787878788	
DEFA4	NP_001916.1	NP_001916.1	NP_001916.1		0.3672520629668677	0.656446123867852	0.5383526466039105	0.7081899865270473	0.014155533794974124		0.5438596801346801	0.09465472516875606	-0.147787418349008	-0.23221083333333334	-1.1707372807017546	
DLC1	NP_001335010.1|NP_001303597.1|NP_006085.2|NP_001157743.1|NP_079043.3	NP_872584.2|NP_001303597.1|NP_001157743.1|NP_079043.3	NP_001335010.1|NP_001303597.1|NP_006085.2|NP_001157743.1|NP_079043.3	NP_001157743	0.3672520629668677			0.8160346917503627	0.6504061720441623	0.0897235484445722	-0.3069173076923077		0.2408473917370344	0.06096746212121151	-0.08739565390749626	0.3260478478989898
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001289746	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.057276775768698975	0.031000097678978905	0.7768714699367669	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.5988920833333333	-0.5994766347687404	-0.05693479504207305
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107609	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.057276775768698975	0.031000097678978905	0.7778780600711611	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.5988920833333333	-0.5994766347687404	-0.056809129012804827
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001289746	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.057276775768698975	0.1728678150757412	0.7768714699367669	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.5988920833333333	-0.5249661483253591	-0.05693479504207305
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001107609	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.057276775768698975	0.1728678150757412	0.7778780600711611	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.5988920833333333	-0.5249661483253591	-0.056809129012804827
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001289746	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.3033450277104116	0.031000097678978905	0.7768714699367669	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.639994766505636	-0.5994766347687404	-0.05693479504207305
DMTN	NP_001107607.1|NP_001310318.1|NP_001310320.1|NP_001289746.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107609	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.3033450277104116	0.031000097678978905	0.7778780600711611	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.639994766505636	-0.5994766347687404	-0.056809129012804827
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001289746	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.3033450277104116	0.1728678150757412	0.7768714699367669	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.639994766505636	-0.5249661483253591	-0.05693479504207305
DMTN	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001310311.1|NP_001310318.1|NP_001310326.1|NP_001289746.1	NP_001107609.1|NP_001107611.1|NP_001310327.1	NP_001107609	0.8315607456776967	0.9211023226887505	0.7147807025033261	0.3033450277104116	0.1728678150757412	0.7778780600711611	0.09895010822510839	-0.013345608628659522	-0.07229264120008949	0.639994766505636	-0.5249661483253591	-0.056809129012804827
DOCK5	NP_079216.4	NP_079216.4	NP_079216.4	NP_079216	5.837377388761324e-05	0.007359208314729232	0.03359235382952209	0.015683305054001024	2.9762792508924167e-06	0.12631292623178594	-0.7635453463203463	-0.18504051906779662	-0.1661521913931736	-0.5351066666666665	-1.1453437001594897	-0.1217915722396341
DOK2	NP_003965.2|NP_001304729.1	NP_003965.2|NP_001304729.1	NP_003965.2|NP_001304729.1	NP_003965	0.41711927832085705	0.9211023226887505	0.015875928432510993	0.2774311737508962	0.4077310090406562	0.32808231754304457	0.2632906385281384	-0.009385597484276753	-0.33317498670848167	-0.3585875000000004	-0.20660873205741637	0.15081193209451227
DPYSL2	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001231533.1	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001231533	0.23754279232188133	0.1471491238174061	0.016078090899330814	0.16243844427658824	0.031962321724450765	0.03333438106035636	-0.5818717532467532	-0.15621215043394404	-0.22618888370893941	-0.330762083333334	-0.4771234051036688	-0.3274337859865853
DPYSL2	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222.1|NP_001231533.1	NP_001184222.1|NP_001377.1|NP_001231533.1	NP_001184222	0.23754279232188133	0.1471491238174061	0.016078090899330814	0.16243844427658824	0.031962321724450765	0.041767758226585426	-0.5818717532467532	-0.15621215043394404	-0.22618888370893941	-0.330762083333334	-0.4771234051036688	-0.2949854281743902
DUSP4		NP_001385.1|NP_476499.1|NP_004409.1			0.38596096329949925						-0.5329616883116882					
ELP3	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561	0.0005772943831278192	0.0013925008566093742	0.0005502859873657726	0.01648819080948879	1.1037574667287147e-06	0.15296800374170344	-0.42193787878787864	-0.23664368507381087	-0.20600122391116216	-0.3137066666666668	-0.6626852870813396	-0.11569281923292682
ELP3	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_060561.3|NP_001271151.1|NP_001271149.1|NP_001271155.1|NP_001271153.1	NP_001271151	0.0005772943831278192	0.0013925008566093742	0.0005502859873657726	0.01648819080948879	1.1037574667287147e-06	0.20292153631930523	-0.42193787878787864	-0.23664368507381087	-0.20600122391116216	-0.3137066666666668	-0.6626852870813396	-0.10741385217378051
EPHX2	NP_001970.2|NP_001243411.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970	0.00011830323601085475	0.04620467536747891	0.05896071815467811	0.3462684668414154	0.09047033578013158	0.2173461659519403	-1.442228409090909	-0.2817687560270011	-0.2344308337003973	-0.38919458333333323	-0.7072508771929825	-0.23716032266829265
EPHX2	NP_001970.2|NP_001243411.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001970.2|NP_001243411.1|NP_001243412.1	NP_001243412	0.00011830323601085475	0.04620467536747891	0.05896071815467811	0.3462684668414154	0.09047033578013158	0.2369580445775763	-1.442228409090909	-0.2817687560270011	-0.2344308337003973	-0.38919458333333323	-0.7072508771929825	-0.22803876311707327
ERI1	NP_699163.2|NP_001341567.1|NP_001341564.1|NP_001341565.1	NP_699163.2	NP_699163.2|NP_001341564.1|NP_001341565.1|NP_001341567.1	NP_699163	3.5668062681197986e-06	0.04620467536747891	2.1108186973659137e-06	4.354862286578994e-07	2.477070098312548e-07	3.538887373430739e-05	-0.9550148268398271	-0.3018441176470588	-0.3408774328173756	-0.9793537500000001	-1.089362240829346	-0.5033124020640244
ERICH1	NP_997215.1|NP_001290029.1	NP_997215.1|NP_001290029.1	NP_997215.1|NP_001290029.1		0.014047270145034164		0.0010726445853553597	0.051895745951296125	0.007021604714832584		-0.6249593566347047		-0.40587089394190556	-0.5483175000000001	-0.7827935406698564	
FAM160B2	NP_073586.5|NP_001341179.1|NP_001341180.1	NP_073586.5	NP_073586.5|NP_001341179.1|NP_001341180.1	NP_073586	1.3380053764393253e-08	0.039872704952842696	0.04562347060367069	9.248662089191309e-05	2.2434138476768724e-06	0.1125112860279072	-1.1102669372294374	-0.28373669354838704	-0.1999192739016138	-0.9102279166666669	-1.0903548644338117	-0.13687573184451218
FDFT1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671.1|NP_001274679.1|NP_001274673.1|NP_001274680.1|NP_001274685.1	NP_001274671	0.010388805788405937	0.00013110862496787916	0.1929355466608882	0.15899621146536466	0.037829509991399966	0.019513694859797124	-1.1027095779220784	-0.6095968177434907	-0.25703469633264575	-0.8288366666666667	-0.9686791866028709	-0.35096554136768293
GSR	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628.2|NP_001182031.1|NP_001182032.1|NP_001182033.1	NP_000628	0.1503757987981962	7.547851781910606e-08	0.09538327763486787	0.8531975064022286	0.00021267041142106842	3.538887373430739e-05	-0.429903896103896	-0.403361668273867	-0.20865824241525388	0.09285416666666663	-1.1415406299840514	-0.5296322580865854
GTF2E2	NP_002086.1|NP_001335282.1	NP_002086.1	NP_002086.1|NP_001335282.1	NP_002086	0.016862695333936705	0.12442575775996247	0.06944616505266206	0.07435529871195032	0.0011009206100802919	0.0034199666672508696	-0.3804405844155845	-0.1900393323657475	-0.16397183829517914	-0.39799958333333346	-0.5733454944178628	-0.2700907409621952
HMBOX1	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001311324.1|NP_001293108.1|NP_000536.5	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001311324.1	NP_001311312.1|NP_001317427.1|NP_001311314.1|NP_001311318.1|NP_001311320.1|NP_001311322.1|NP_001129198.1|NP_001311315.1|NP_001311316.1|NP_001311324.1		0.0022592980196936186		0.14728025810319748	0.051895745951296125	0.031000097678978905		-0.6508338571428571		-0.18694948504469977	-0.5485191666666668	-0.44247902711323783	
KBTBD11	NP_055682.1	NP_055682.1	NP_055682.1	NP_055682	0.978762365118329	0.186661728505051	0.021276742003720518	0.9012730815605452	0.014155533794974124	0.6608219684522368	-0.006326515151515388	-0.09929459980713601	-0.20288694999038626	0.03309208333333369	-0.6266146730462523	0.10391998410000003
KCTD9	NP_060104.2	NP_060104.2	NP_060104.2	NP_060104	0.006578694875976736	0.9211023226887505	0.6644827096784941	0.5044937632094555	1.9731522534866977e-05	0.7693799738342022	-0.5510672619047617	0.013727450980392158	-0.05371215248358041	-0.1518608333333333	-0.7436612838915471	0.09966735730000001
KIF13B	NP_056069.2|NP_872312.2	NP_056069.2	NP_056069.2	NP_056069	0.0006438865589055705	0.00015188278321280735	1.924907987615448e-05	0.0017890474186262133	0.0005497908749587243	0.02809631293221603	-1.0321765151515152	-0.26246036644165854	-0.37265296616750376	-0.6256629166666665	-1.0616949362041468	-0.2171021420817073
LOXL2	NP_002309.1	NP_002309.1	NP_002309.1	NP_002309	0.5218946520030554	0.8116839119868715	0.26712767576937835	0.21779696438627602	0.4703405472276459	0.1264600208717942	-0.302674567099567	-0.034855689488910366	0.20356329844334908	-0.9239849999999998	-0.38680534290271107	-0.3066038844865852
LPL	NP_000228.1	NP_000228.1	NP_000228.1	NP_000228	0.5824038123489577		0.8412260393763364	0.8268740456464937	0.01751996581081979	0.741587415975328	0.20631979823455238		-0.03954255752482183	-0.09058000000000099	-0.6985969298245611	-0.3265962548571429
LZTS1	NP_001349813.1	NP_066300.1	NP_001349813.1	NP_066300	0.5218946520030554		0.9157471560102826	0.11290562958509867	0.15089613977107014	0.555485572402878	-0.13553095238095242		0.015279408769849567	-0.5265345833333335	-0.5561251141552511	0.07616605570060977
MFHAS1	NP_004216.2	NP_004216.2	NP_004216.2	NP_004216	0.4741494522471805		0.8412260393763364	0.9888456135972353	0.16467492982225762	0.14839549242425362	0.19319277845777227		-0.04291725888424125	-0.01088228329809722	-0.39642007905138327	-0.31966515358333336
MSR1	NP_619729.1|NP_001350673.1|NP_619730.1|NP_002436.1	NP_619729.1|NP_619730.1	NP_619729.1|NP_001350673.1|NP_619730.1|NP_002436.1	NP_619729	0.7275775570833646	0.7775286177617334	0.8157916970570561	0.6790306232808816	0.7775814988794731	0.41528997343988905	-0.0969183982683982	-0.05939714285714289	-0.037698800570169055	-0.15088208333333342	-0.0756206140350878	0.1115994132658536
MSRA	NP_036463.1|NP_001129143.1|NP_001186658.1|NP_001129142.1	NP_036463.1|NP_001129143.1|NP_001129142.1|NP_001186658.1	NP_036463.1|NP_001129143.1|NP_001129142.1|NP_001186658.1	NP_036463	0.044688882027018144	0.0734482697781928	0.00040837769531364083	0.014049248429852012	9.252021828609085e-09	0.011768624411444358	-0.5097139610389609	-0.21197130681818177	-0.3321770366568515	-0.57100625	-0.9552435007974479	-0.22618789767256098
MTMR7	NP_004677.3	NP_004677.3	NP_004677.3		0.030923464200890684			0.07646756898912696	0.007774934210413145		-0.6369816652994258			-0.4649287500000001	-0.7297638059701493	
MTMR9	NP_056273.2	NP_056273.2	NP_056273.2	NP_056273	7.183326230798255e-05	0.21405199896616972	0.02226224660960784	0.00041128596238746486	1.0930502732974137e-06	0.04301667365242534	-0.6224649891774892	0.1496964285714285	-0.11081592546263153	-0.472125	-0.7221393540669856	-0.1885247157012195
MTUS1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001924.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1		0.00046687043112592324	0.07869839537730071	0.07391876863980228	0.08794930415351143	0.0062470363817024935		-1.0836691017316018	-0.288274358974359	-0.19913765261420124	-0.5352420833333336	-1.1548546251993623	
MTUS1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1	NP_001001925.1	NP_001001924.1|NP_001001925.1|NP_001349986.1|NP_001349989.1|NP_001159865.1|NP_065800.1|NP_001317399.1		0.0636340809855216	0.07869839537730071	0.07391876863980228	0.08794930415351143	0.0062470363817024935		-1.0247102272727275	-0.288274358974359	-0.19913765261420124	-0.5352420833333336	-1.1548546251993623	
MYOM2		NP_003961.3		NP_003961	0.12309280702644167		0.8989361985828027			0.962398048205759	-1.8310619047619052		-0.057342423962541744			-0.022055410694736377
NAT1	NP_000653.3|NP_001153647.1	NP_001153651.1|NP_001278891.1	NP_000653.3|NP_001153647.1	NP_001153651	0.04352504342354328	0.0002976091149034369	0.027057878629035876	0.00048924200943881	0.00019677223824957575	0.060545441644509625	-1.3484912878787876	-0.33594161041465775	-0.15568547981627034	-0.9133770833333335	-0.8166342503987243	-0.2526702105481708
NEFL		NP_006149.2	NP_006149.2	NP_006149	0.6610859438087594	0.2899531320388688	0.22615788816219717	0.9525707028998928		0.019213224844671792	-0.28242137486573576	0.27028200000000013	-0.3625783445122579	-0.07932624999999982		-0.38929491536890237
NEIL2	NP_001129218.1|NP_001129219.1|NP_001129220.1	NP_659480.1|NP_001129220.1	NP_001129218.1|NP_001129219.1|NP_001129220.1	NP_659480	0.0004084630084700156		0.018495625201871	0.05760935739696968	0.013898583056128344	0.8188007102646846	-1.014134199134199	0.2099875	-0.2931537751448019	-0.5565007177033494	-0.7179637202525496	0.04127171630666665
NUDT18	NP_079091.3	NP_079091.3	NP_079091.3	NP_079091	0.0378577087918086		0.6866584295478129	0.0002481026012751406	0.0004946395391324655	0.6521314112488381	-0.3566870670995672	-0.06060476190476189	0.04423074718062736	-0.6310141666666669	-0.5275146730462521	-0.07338499375150154
PBK	NP_001349969.1|NP_001265874.1	NP_060962.2|NP_001265874.1	NP_001349969.1|NP_001265874.1	NP_060962	0.01582841131433528	0.12187707798699743	0.22615788816219717	0.684218356603998	0.012372444335046683	0.10652316031249494	-0.8792693181818182	-0.2445240942028986	-0.18346708274638246	-0.22608125000000007	-1.1342381977671452	-0.2943816333737805
PCM1	NP_001339561.1|NP_001339563.1|NP_001339568.1|NP_001339572.1|NP_001339586.1|NP_001339583.1|NP_001339588.1	NP_006188.3|NP_001302437.1	NP_001339564.1|NP_001302436.1|NP_001339562.1|NP_001339572.1|NP_001339586.1|NP_001339588.1	NP_006188	0.00010674052834238888	3.448032874139836e-07	0.00014517912913797408	0.00012655110054351462	0.0008315952440101285	0.041767758226585426	-1.0441004870129866	-0.37060009643201547	-0.30354678879874086	-0.6755458333333335	-0.8326643540669858	-0.24303625184085365
PCM1	NP_001339561.1|NP_001339563.1|NP_001339568.1|NP_001339572.1|NP_001339586.1|NP_001339583.1|NP_001339588.1	NP_006188.3|NP_001302437.1	NP_001339565.1|NP_001339566.1|NP_001339569.1|NP_001339573.1|NP_001339568.1|NP_001302437.1|NP_001339571.1|NP_001339583.1	NP_006188	0.00010674052834238888	3.448032874139836e-07	0.00014517912913797408	0.07435529871195032	0.0008315952440101285	0.041767758226585426	-1.0441004870129866	-0.37060009643201547	-0.30354678879874086	-0.6102856902356906	-0.8326643540669858	-0.24303625184085365
PDGFRL	NP_006198.1	NP_006198.1	NP_006198.1	NP_006198	0.3672520629668677		0.22615788816219717	0.21779696438627602	0.14211905851391518	0.8325923911580139	-0.4304022727272728		0.27825703319186346	-0.7342108333333331	-0.6758072028281044	-0.04832055190853654
PDLIM2	NP_067643.3	NP_067643.3	NP_067643.3	NP_067643	0.29925356571077705	0.4160818735930669	0.0596839026723029	0.5565679988269411	0.15494090367618704	0.6289833728898191	-0.25096958874458886	-0.09198514946962397	-0.17344751391832247	-0.16309375000000026	-0.3575931020733658	-0.10854120149939028
PEBP4	NP_001350162.1	NP_659399.2	NP_001350162.1		0.875021663616928		0.07108098321042212	0.9888456135972353	0.2570795036016994		0.06378000000000006		-0.4468793332343388	0.004344722650230448	-0.5274935406698567	
PINX1	NP_060354.4|NP_001271285.1	NP_060354.4|NP_001271285.1	NP_060354.4|NP_001271285.1	NP_060354	0.016862695333936705	0.006882348173392223	6.558019651747778e-05	0.4240352858373445	0.033002643557945945	0.019213224844671792	-0.682430485893417	-0.40137234432234425	-0.47330526743846946	-0.2764351744186046	-0.7866705357142857	-0.33139909598588707
PNMA2	NP_009188.1	NP_009188.1	NP_009188.1		0.1921256259781721		0.9157471560102826	0.5044937632094555	0.031000097678978905		0.779546153846154		-0.023063884018981184	-0.5261035745047372	-1.1848155901116426	
