protein	cancers	mean_simp_change	num_cancers
TBC1D9B	brca_lscc	-1	2
TELO2	brca_lscc	1	2
TMF1	brca_lscc	-1	2
UBLCP1	brca_lscc	-1	2
AGK	brca_luad	1	2
ATAD3A	brca_luad	1	2
ATG5	brca_luad	-1	2
GRSF1	brca_luad	1	2
PHF20L1	brca_luad	1	2
POLR1E	brca_luad	1	2
RB1CC1	brca_luad	1	2
REXO4	brca_luad	1	2
SH3BGRL	brca_luad	-1	2
SURF2	brca_luad	1	2
TCEA1	brca_luad	1	2
TOMM22	brca_luad	1	2
UTP14A	brca_luad	1	2
YME1L1	brca_luad	1	2
ADNP	colon_lscc	1	2
TSPAN6	colon_lscc	1	2
FAM84B	colon_luad	1	2
RAB2A	colon_luad	1	2
THEM6	colon_luad	1	2
UQCC1	colon_luad	1	2
UQCC2	colon_luad	1	2
JPH1	lscc_luad	1	2
SEPT6	lscc_luad	-1	2
UBE4B	lscc_luad	1	2
A2ML1	brca	1	1
AAGAB	brca	-1	1
AASS	brca	-1	1
AATF	brca	1	1
ABAT	brca	-1	1
ABCA13	brca	-1	1
ABT1	brca	1	1
ACO1	brca	-1	1
ACOT7	brca	1	1
ACTR1A	brca	-1	1
ACTR1B	brca	-1	1
ACY1	brca	-1	1
ADAL	brca	-1	1
ADAM10	brca	-1	1
ADAMTS15	brca	-1	1
ADH5	brca	-1	1
ADIPOQ	brca	-1	1
ADIRF	brca	-1	1
AFF3	brca	-1	1
AFG3L2	brca	1	1
AFM	brca	-1	1
AFMID	brca	-1	1
AGO1	brca	-1	1
AGO3	brca	-1	1
AGR2	brca	-1	1
AGR3	brca	-1	1
AHSA1	brca	1	1
AIF1L	brca	1	1
AKAP12	brca	-1	1
AKAP5	brca	-1	1
AKAP8L	brca	1	1
AKAP9	brca	-1	1
AKR1A1	brca	-1	1
AKR1C3	brca	-1	1
AKT1	brca	-1	1
AKT1S1	brca	-1	1
ALAS1	brca	1	1
ALCAM	brca	-1	1
ALDH16A1	brca	-1	1
ALDH1A2	brca	-1	1
ALG1	brca	-1	1
ALG12	brca	-1	1
ANG	brca	-1	1
ANKIB1	brca	-1	1
ANKMY2	brca	-1	1
ANKRD49	brca	-1	1
ANKS3	brca	-1	1
ANLN	brca	1	1
ANO10	brca	-1	1
ANP32A	brca	-1	1
ANTXR2	brca	-1	1
ANXA11	brca	-1	1
ANXA2	brca	-1	1
ANXA7	brca	-1	1
ANXA9	brca	-1	1
AOX1	brca	-1	1
AP1S3	brca	-1	1
AP2A1	brca	-1	1
AP2B1	brca	-1	1
AP2M1	brca	-1	1
AP2S1	brca	-1	1
AP3B1	brca	-1	1
APAF1	brca	-1	1
APBA2	brca	1	1
APEH	brca	-1	1
APOBEC3B	brca	1	1
APPL2	brca	-1	1
AR	brca	-1	1
ARAP1	brca	-1	1
ARCN1	brca	-1	1
ARFGAP2	brca	-1	1
ARFGAP3	brca	-1	1
ARHGAP1	brca	-1	1
ARHGAP32	brca	-1	1
ARHGAP35	brca	-1	1
ARHGAP5	brca	-1	1
ARHGAP6	brca	-1	1
ARHGEF12	brca	-1	1
ARHGEF16	brca	-1	1
ARHGEF17	brca	-1	1
ARHGEF35	brca	-1	1
ARHGEF37	brca	-1	1
ARHGEF38	brca	-1	1
ARHGEF5	brca	-1	1
ARL15	brca	-1	1
ARL3	brca	-1	1
ARMC1	brca	1	1
ARMC9	brca	-1	1
ARNT2	brca	-1	1
ARNTL	brca	-1	1
ARSD	brca	-1	1
ASAP3	brca	-1	1
ASH2L	brca	1	1
ASL	brca	-1	1
ASMTL	brca	-1	1
ATF7	brca	-1	1
ATG14	brca	-1	1
ATG16L1	brca	-1	1
ATG2B	brca	-1	1
ATG7	brca	-1	1
ATP5J2-PTCD1	brca	1	1
ATP7A	brca	-1	1
ATP8B2	brca	-1	1
ATXN2L	brca	1	1
ATXN7L3B	brca	1	1
AURKA	brca	1	1
AURKB	brca	1	1
AXIN1	brca	-1	1
BAG1	brca	-1	1
BBS1	brca	-1	1
BBS2	brca	-1	1
BBS4	brca	-1	1
BBS7	brca	-1	1
BBS9	brca	-1	1
BCAM	brca	-1	1
BCAR1	brca	-1	1
BCL11A	brca	1	1
BDH2	brca	-1	1
BET1L	brca	-1	1
BGN	brca	-1	1
BIN3	brca	-1	1
BIRC5	brca	1	1
BLOC1S3	brca	-1	1
BLVRA	brca	-1	1
BOK	brca	-1	1
BOLA2	brca	1	1
BPI	brca	1	1
BRE	brca	-1	1
BRWD3	brca	-1	1
BTBD10	brca	-1	1
BTD	brca	-1	1
BUB1B	brca	1	1
BYSL	brca	1	1
C12orf4	brca	-1	1
C12orf75	brca	-1	1
C15orf38-AP3S2	brca	-1	1
C15orf57	brca	-1	1
C16orf62	brca	-1	1
C19orf25	brca	-1	1
C1QBP	brca	1	1
C1orf123	brca	-1	1
C20orf27	brca	1	1
C21orf59	brca	1	1
C4B_2	brca	-1	1
C5orf45	brca	-1	1
CAB39L	brca	-1	1
CACNA2D1	brca	-1	1
CACNA2D2	brca	-1	1
CACNB3	brca	-1	1
CACYBP	brca	1	1
CADPS2	brca	-1	1
CAMKMT	brca	-1	1
CAMP	brca	1	1
CAND1	brca	-1	1
CAP2	brca	-1	1
CAPN1	brca	-1	1
CAPN13	brca	-1	1
CAPN2	brca	-1	1
CAPN7	brca	-1	1
CAPNS1	brca	-1	1
CAPNS2	brca	-1	1
CAPS	brca	1	1
CASP2	brca	1	1
CASP6	brca	-1	1
CASP9	brca	-1	1
CCDC22	brca	-1	1
CCDC51	brca	1	1
CCDC6	brca	-1	1
CCDC8	brca	-1	1
CCDC80	brca	-1	1
CCDC9	brca	-1	1
CCDC93	brca	-1	1
CCL14	brca	-1	1
CCNA2	brca	1	1
CCNB1	brca	1	1
CCNB2	brca	1	1
CD151	brca	-1	1
CD248	brca	-1	1
CD276	brca	-1	1
CD34	brca	-1	1
CD3EAP	brca	1	1
CDC20	brca	1	1
CDC25C	brca	1	1
CDC42BPB	brca	-1	1
CDCA2	brca	1	1
CDCA5	brca	1	1
CDCA8	brca	1	1
CDH5	brca	-1	1
CDK1	brca	1	1
CDK17	brca	-1	1
CDK19	brca	1	1
CDK2	brca	1	1
CDKAL1	brca	1	1
CDKN1B	brca	-1	1
CDPF1	brca	1	1
CDS2	brca	-1	1
CDYL	brca	1	1
CEBPB	brca	1	1
CEBPG	brca	1	1
CEBPZ	brca	1	1
CECR5	brca	1	1
CENPF	brca	1	1
CENPH	brca	1	1
CENPQ	brca	1	1
CENPU	brca	1	1
CEP250	brca	1	1
CEP55	brca	1	1
CEP85	brca	1	1
CERS6	brca	-1	1
CFB	brca	-1	1
CGNL1	brca	-1	1
CHAD	brca	-1	1
CHAF1B	brca	1	1
CHCHD7	brca	1	1
CHEK1	brca	1	1
CHERP	brca	1	1
CHKB	brca	-1	1
CHL1	brca	-1	1
CHML	brca	1	1
CHMP2A	brca	-1	1
CHMP2B	brca	-1	1
CHMP3	brca	-1	1
CHORDC1	brca	1	1
CHRAC1	brca	1	1
CHTF18	brca	1	1
CHTF8	brca	1	1
CIB1	brca	-1	1
CIC	brca	-1	1
CIRBP	brca	-1	1
CISD1	brca	1	1
CIT	brca	1	1
CKAP2	brca	1	1
CKS1B	brca	1	1
CKS2	brca	1	1
CLCN5	brca	-1	1
CLOCK	brca	-1	1
CLUAP1	brca	-1	1
CLUH	brca	1	1
CMA1	brca	-1	1
CMC2	brca	1	1
CMPK1	brca	-1	1
CMSS1	brca	1	1
CNN1	brca	-1	1
CNRIP1	brca	-1	1
COA7	brca	1	1
COG1	brca	-1	1
COG2	brca	-1	1
COG3	brca	-1	1
COG4	brca	-1	1
COG5	brca	-1	1
COG6	brca	-1	1
COG7	brca	-1	1
COG8	brca	-1	1
COL17A1	brca	-1	1
COL1A1	brca	-1	1
COL1A2	brca	-1	1
COL24A1	brca	-1	1
COL3A1	brca	-1	1
COL4A4	brca	-1	1
COL6A1	brca	-1	1
COL9A3	brca	1	1
COPA	brca	-1	1
COPB1	brca	-1	1
COPB2	brca	-1	1
COPE	brca	-1	1
COPG1	brca	-1	1
COPS4	brca	-1	1
COPS6	brca	-1	1
COPS7A	brca	-1	1
COPS8	brca	-1	1
COQ7	brca	1	1
CORO1B	brca	-1	1
CPA3	brca	-1	1
CPEB2	brca	-1	1
CPSF4	brca	1	1
CPXM1	brca	-1	1
CREB5	brca	-1	1
CRELD1	brca	-1	1
CROCC	brca	-1	1
CROT	brca	-1	1
CRTC1	brca	-1	1
CRTC3	brca	-1	1
CRYL1	brca	-1	1
CRYZL1	brca	-1	1
CSAD	brca	-1	1
CSPP1	brca	1	1
CSRP1	brca	-1	1
CTAGE5	brca	-1	1
CTH	brca	-1	1
CTPS1	brca	1	1
CTSC	brca	1	1
CTSO	brca	-1	1
CUEDC1	brca	-1	1
CUL9	brca	-1	1
CXXC5	brca	-1	1
CXorf56	brca	1	1
CYB5A	brca	-1	1
CYBRD1	brca	-1	1
CYCS	brca	1	1
CYHR1	brca	1	1
DACH1	brca	-1	1
DALRD3	brca	-1	1
DARS2	brca	1	1
DCAF11	brca	-1	1
DCHS1	brca	-1	1
DCK	brca	1	1
DCLK1	brca	-1	1
DCTN3	brca	-1	1
DCTN5	brca	-1	1
DCTN6	brca	-1	1
DCUN1D3	brca	-1	1
DDAH1	brca	-1	1
DDAH2	brca	-1	1
DDX10	brca	1	1
DDX11	brca	1	1
DDX20	brca	1	1
DDX21	brca	1	1
DDX28	brca	1	1
DDX39A	brca	1	1
DDX41	brca	1	1
DDX47	brca	1	1
DDX51	brca	1	1
DDX55	brca	1	1
DDX56	brca	1	1
DEFA3	brca	1	1
DEK	brca	1	1
DENND1A	brca	-1	1
DENR	brca	-1	1
DERA	brca	-1	1
DGKD	brca	-1	1
DGKQ	brca	-1	1
DHODH	brca	1	1
DHPS	brca	1	1
DHRS3	brca	1	1
DHTKD1	brca	1	1
DHX30	brca	1	1
DHX33	brca	1	1
DIAPH3	brca	1	1
DIEXF	brca	1	1
DIP2C	brca	-1	1
DLAT	brca	1	1
DLG3	brca	-1	1
DLGAP5	brca	1	1
DNAH14	brca	-1	1
DNAJA1	brca	1	1
DNAJB14	brca	-1	1
DNAJC13	brca	-1	1
DNAJC25	brca	-1	1
DNAJC9	brca	1	1
DNLZ	brca	1	1
DNMT3A	brca	1	1
DNTTIP2	brca	1	1
DOCK6	brca	-1	1
DOK1	brca	-1	1
DOPEY2	brca	-1	1
DPCD	brca	-1	1
DPH1	brca	1	1
DPP3	brca	-1	1
DPP4	brca	-1	1
DPP8	brca	-1	1
DPT	brca	-1	1
DPY30	brca	1	1
DSTN	brca	-1	1
DTWD2	brca	-1	1
DTX3	brca	-1	1
DYNC2H1	brca	-1	1
DYNLT3	brca	-1	1
ECHDC2	brca	-1	1
ECT2	brca	1	1
EDRF1	brca	1	1
EEA1	brca	-1	1
EED	brca	1	1
EGLN1	brca	1	1
EHD2	brca	-1	1
EHD3	brca	-1	1
EHHADH	brca	-1	1
EIF4E3	brca	-1	1
EIF4EBP2	brca	-1	1
EIF4G3	brca	-1	1
ELANE	brca	1	1
ELF1	brca	-1	1
ELMO3	brca	-1	1
ELMOD2	brca	-1	1
EMG1	brca	1	1
EML1	brca	-1	1
EML2	brca	-1	1
EML3	brca	-1	1
EN1	brca	1	1
EPHX1	brca	-1	1
EPM2A	brca	-1	1
EPM2AIP1	brca	-1	1
EPN1	brca	-1	1
EPS8L1	brca	-1	1
ERAL1	brca	1	1
ERGIC1	brca	-1	1
ERICH1	brca	1	1
ERLEC1	brca	-1	1
ESD	brca	-1	1
ESF1	brca	1	1
EVI5	brca	-1	1
EVI5L	brca	-1	1
EVPL	brca	-1	1
EXOC2	brca	-1	1
EXOC3	brca	-1	1
EXOC4	brca	-1	1
EXOC5	brca	-1	1
EXOC6B	brca	-1	1
EXOC8	brca	-1	1
EXOSC1	brca	1	1
EXOSC2	brca	1	1
EXOSC3	brca	1	1
EXOSC7	brca	1	1
EXOSC9	brca	1	1
EZH2	brca	1	1
F12	brca	-1	1
FAAH	brca	-1	1
FAF2	brca	-1	1
FAH	brca	-1	1
FAM103A1	brca	1	1
FAM109A	brca	-1	1
FAM109B	brca	-1	1
FAM114A1	brca	-1	1
FAM114A2	brca	-1	1
FAM120A	brca	-1	1
FAM136A	brca	1	1
FAM172A	brca	-1	1
FAM175B	brca	-1	1
FAM198B	brca	-1	1
FAM210A	brca	1	1
FAM222B	brca	-1	1
FAM63A	brca	-1	1
FAM63B	brca	-1	1
FAM64A	brca	1	1
FAM92B	brca	-1	1
FAM98C	brca	-1	1
FANCD2	brca	1	1
FANCI	brca	1	1
FAP	brca	-1	1
FARP1	brca	-1	1
FARP2	brca	-1	1
FASTKD2	brca	1	1
FASTKD5	brca	1	1
FBLN5	brca	-1	1
FBLN7	brca	-1	1
FBP1	brca	-1	1
FBXL17	brca	-1	1
FBXL8	brca	-1	1
FBXO21	brca	-1	1
FBXO22	brca	-1	1
FBXO4	brca	-1	1
FBXO42	brca	-1	1
FBXW2	brca	-1	1
FBXW8	brca	-1	1
FEN1	brca	1	1
FER	brca	-1	1
FERMT2	brca	-1	1
FGD1	brca	1	1
FGF1	brca	-1	1
FGGY	brca	-1	1
FHAD1	brca	-1	1
FKBP2	brca	-1	1
FKBP3	brca	-1	1
FMC1	brca	1	1
FMO5	brca	-1	1
FNBP1L	brca	-1	1
FNIP1	brca	-1	1
FOXA1	brca	-1	1
FOXC1	brca	1	1
FOXK2	brca	1	1
FOXRED1	brca	1	1
FPGT	brca	-1	1
FRK	brca	-1	1
FRMD6	brca	-1	1
FRZB	brca	-1	1
FUCA1	brca	-1	1
FUT8	brca	-1	1
FYCO1	brca	-1	1
GADD45GIP1	brca	1	1
GALNT10	brca	-1	1
GALNT6	brca	-1	1
GALNT7	brca	-1	1
GAMT	brca	-1	1
GAS7	brca	-1	1
GBE1	brca	-1	1
GCC1	brca	-1	1
GCC2	brca	-1	1
GCOM1	brca	-1	1
GDPGP1	brca	-1	1
GFM1	brca	1	1
GGCT	brca	-1	1
GGPS1	brca	-1	1
GHDC	brca	-1	1
GINS1	brca	1	1
GINS2	brca	1	1
GINS3	brca	1	1
GINS4	brca	1	1
GLCE	brca	-1	1
GLE1	brca	1	1
GLT8D2	brca	-1	1
GMFB	brca	-1	1
GMNN	brca	1	1
GMPPA	brca	-1	1
GMPPB	brca	-1	1
GMPS	brca	1	1
GNA11	brca	-1	1
GNAQ	brca	-1	1
GNG10	brca	1	1
GNG12	brca	-1	1
GNG7	brca	-1	1
GNL1	brca	-1	1
GNL3	brca	1	1
GNL3L	brca	1	1
GOLGA5	brca	-1	1
GOLM1	brca	-1	1
GON4L	brca	1	1
GORASP1	brca	-1	1
GORASP2	brca	-1	1
GPATCH4	brca	1	1
GPD1L	brca	-1	1
GPKOW	brca	1	1
GPRC5C	brca	-1	1
GRPEL1	brca	1	1
GRWD1	brca	1	1
GSR	brca	-1	1
GSS	brca	-1	1
GSTCD	brca	-1	1
GSTZ1	brca	-1	1
GTF2I	brca	1	1
GTF3C4	brca	1	1
GTF3C5	brca	1	1
GTPBP10	brca	1	1
GTPBP4	brca	1	1
GULP1	brca	-1	1
H2AFY2	brca	-1	1
HACD3	brca	-1	1
HARS	brca	-1	1
HAUS3	brca	1	1
HAUS4	brca	1	1
HAUS6	brca	1	1
HCCS	brca	1	1
HDGFRP3	brca	-1	1
HEATR5B	brca	-1	1
HELLS	brca	1	1
HERC4	brca	-1	1
HGF	brca	-1	1
HIC1	brca	-1	1
HIF1AN	brca	-1	1
HIST1H2BO	brca	1	1
HMCN1	brca	-1	1
HMGB2	brca	1	1
HMGN4	brca	-1	1
HMMR	brca	1	1
HNMT	brca	-1	1
HNRNPH1	brca	1	1
HOPX	brca	-1	1
HPGDS	brca	-1	1
HPRT1	brca	1	1
HPX	brca	-1	1
HSPA12A	brca	-1	1
HSPA12B	brca	-1	1
HSPA4L	brca	1	1
HSPA9	brca	1	1
HSPE1-MOB4	brca	1	1
HYI	brca	-1	1
IAH1	brca	-1	1
ICA1	brca	-1	1
ICAM1	brca	1	1
IDH1	brca	-1	1
IDNK	brca	-1	1
IFITM2	brca	-1	1
IFT140	brca	-1	1
IFT172	brca	-1	1
IFT22	brca	-1	1
IFT43	brca	-1	1
IFT46	brca	-1	1
IFT52	brca	-1	1
IFT57	brca	-1	1
IFT80	brca	-1	1
IFT88	brca	-1	1
IGBP1	brca	-1	1
IL4I1	brca	1	1
IMP3	brca	1	1
IMP4	brca	1	1
IMPA2	brca	1	1
INCENP	brca	1	1
INPP1	brca	-1	1
INPP4B	brca	-1	1
INPP5A	brca	-1	1
IQGAP1	brca	-1	1
IQGAP2	brca	-1	1
IRAK4	brca	-1	1
ISCA1	brca	1	1
ISG20L2	brca	1	1
ITGA1	brca	-1	1
ITGA3	brca	-1	1
ITGAM	brca	1	1
ITGAV	brca	-1	1
ITGB5	brca	-1	1
ITGBL1	brca	-1	1
ITIH1	brca	-1	1
JAK1	brca	-1	1
JMJD6	brca	1	1
JMJD7-PLA2G4B	brca	-1	1
KANK3	brca	-1	1
KAT2A	brca	1	1
KBTBD4	brca	-1	1
KCTD21	brca	-1	1
KCTD9	brca	1	1
KDELC2	brca	-1	1
KDM1B	brca	1	1
KERA	brca	-1	1
KIAA0101	brca	1	1
KIAA1211L	brca	-1	1
KIAA1324	brca	-1	1
KIAA1522	brca	-1	1
KIF11	brca	1	1
KIF13B	brca	-1	1
KIF14	brca	1	1
KIF15	brca	1	1
KIF19	brca	-1	1
KIF20A	brca	1	1
KIF20B	brca	1	1
KIF22	brca	1	1
KIF23	brca	1	1
KIF2C	brca	1	1
KIF4A	brca	1	1
KIFC1	brca	1	1
KLHL15	brca	-1	1
KLHL26	brca	-1	1
KLRG2	brca	1	1
KNOP1	brca	1	1
KNSTRN	brca	1	1
KNTC1	brca	1	1
KPNA2	brca	1	1
KRT18	brca	-1	1
KRT19	brca	-1	1
KRT20	brca	1	1
KRT8	brca	-1	1
KTN1	brca	-1	1
KYAT3	brca	-1	1
LAMA2	brca	-1	1
LAMC3	brca	-1	1
LANCL2	brca	-1	1
LAS1L	brca	1	1
LASP1	brca	-1	1
LDAH	brca	-1	1
LDLRAP1	brca	-1	1
LEMD2	brca	-1	1
LGALS8	brca	-1	1
LHPP	brca	-1	1
LIG1	brca	1	1
LMAN2	brca	-1	1
LMAN2L	brca	-1	1
LMNB2	brca	-1	1
LMOD1	brca	-1	1
LPL	brca	1	1
LPP	brca	-1	1
LRP1	brca	-1	1
LRRC1	brca	-1	1
LRRC14	brca	1	1
LRRC17	brca	-1	1
LRRC47	brca	-1	1
LRWD1	brca	1	1
LURAP1L	brca	-1	1
LXN	brca	-1	1
LYAR	brca	1	1
LYPLA2	brca	-1	1
MACROD2	brca	-1	1
MAN2A1	brca	-1	1
MAN2C1	brca	-1	1
MAP4K2	brca	-1	1
MAP4K5	brca	-1	1
MAPK8IP1	brca	1	1
MAPK9	brca	-1	1
MARC2	brca	-1	1
MARVELD2	brca	-1	1
MAST4	brca	-1	1
MB21D1	brca	1	1
MBD3	brca	1	1
MBOAT2	brca	-1	1
MBOAT7	brca	-1	1
MCC	brca	-1	1
MCF2L	brca	-1	1
MCM2	brca	1	1
MCM3	brca	1	1
MCM4	brca	1	1
MCM5	brca	1	1
MCM6	brca	1	1
MCM7	brca	1	1
MDC1	brca	1	1
MDN1	brca	1	1
ME2	brca	1	1
ME3	brca	-1	1
MED27	brca	1	1
MED28	brca	1	1
MED8	brca	1	1
MELK	brca	1	1
MESDC2	brca	-1	1
METTL26	brca	-1	1
MEX3A	brca	1	1
MFAP4	brca	-1	1
MFN1	brca	1	1
MGME1	brca	1	1
MIA3	brca	-1	1
MIB2	brca	-1	1
MICU1	brca	-1	1
MINK1	brca	-1	1
MIS18A	brca	1	1
MKI67	brca	1	1
MKKS	brca	1	1
MKL1	brca	-1	1
MMP2	brca	-1	1
MMP9	brca	1	1
MOB2	brca	-1	1
MON2	brca	-1	1
MPHOSPH10	brca	1	1
MPHOSPH6	brca	1	1
MRC2	brca	-1	1
MRM1	brca	1	1
MRM3	brca	1	1
MRPL12	brca	1	1
MRPL14	brca	1	1
MRPL18	brca	1	1
MRPL2	brca	1	1
MRPL22	brca	1	1
MRPL24	brca	1	1
MRPL27	brca	1	1
MRPL30	brca	1	1
MRPL33	brca	1	1
MRPL37	brca	1	1
MRPL38	brca	1	1
MRPL40	brca	1	1
MRPL41	brca	1	1
MRPL43	brca	1	1
MRPL46	brca	1	1
MRPL50	brca	1	1
MRPL54	brca	1	1
MRPL55	brca	1	1
MRPL57	brca	1	1
MRPL58	brca	1	1
MRPS10	brca	1	1
MRPS11	brca	1	1
MRPS12	brca	1	1
MRPS15	brca	1	1
MRPS16	brca	1	1
MRPS17	brca	1	1
MRPS18B	brca	1	1
MRPS2	brca	1	1
MRPS21	brca	1	1
MRPS22	brca	1	1
MRPS23	brca	1	1
MRPS25	brca	1	1
MRPS26	brca	1	1
MRPS28	brca	1	1
MRPS34	brca	1	1
MRPS5	brca	1	1
MRPS9	brca	1	1
MRTO4	brca	1	1
MSH2	brca	1	1
MSH6	brca	1	1
MSI1	brca	1	1
MTA2	brca	1	1
MTG2	brca	1	1
MTHFD2	brca	1	1
MTIF2	brca	1	1
MTMR3	brca	-1	1
MTPAP	brca	1	1
MTURN	brca	-1	1
MYO1D	brca	-1	1
MYO5B	brca	-1	1
MYO5C	brca	-1	1
MYO9A	brca	-1	1
NAA15	brca	1	1
NAA50	brca	1	1
NAALADL2	brca	-1	1
NANS	brca	-1	1
NAP1L4	brca	-1	1
NAP1L5	brca	-1	1
NAT1	brca	-1	1
NAT10	brca	1	1
NAXD	brca	-1	1
NBAS	brca	-1	1
NBEAL1	brca	-1	1
NCAPD2	brca	1	1
NCAPD3	brca	1	1
NCAPG	brca	1	1
NCAPG2	brca	1	1
NCAPH	brca	1	1
NCAPH2	brca	1	1
NDC80	brca	1	1
NDST1	brca	-1	1
NDUFAF5	brca	1	1
NDUFAF7	brca	1	1
NDUFB10	brca	1	1
NDUFS2	brca	1	1
NDUFS8	brca	1	1
NEGR1	brca	-1	1
NEK1	brca	-1	1
NEK6	brca	-1	1
NEK9	brca	-1	1
NEMF	brca	-1	1
NEO1	brca	-1	1
NF2	brca	-1	1
NFIA	brca	-1	1
NFIC	brca	-1	1
NFKB1	brca	-1	1
NFU1	brca	1	1
NGDN	brca	1	1
NHLRC3	brca	-1	1
NIP7	brca	1	1
NKAP	brca	1	1
NKRF	brca	1	1
NME6	brca	1	1
NOA1	brca	1	1
NOL10	brca	1	1
NOL11	brca	1	1
NOL6	brca	1	1
NOSTRIN	brca	-1	1
NPTN	brca	-1	1
NR2F2	brca	-1	1
NRP1	brca	-1	1
NSF	brca	-1	1
NSUN2	brca	1	1
NSUN5	brca	1	1
NTHL1	brca	1	1
NUCB2	brca	-1	1
NUDT12	brca	-1	1
NUDT16	brca	-1	1
NUDT3	brca	-1	1
NUDT9	brca	-1	1
NUF2	brca	1	1
NUP153	brca	1	1
NXF1	brca	1	1
OGN	brca	-1	1
OGT	brca	1	1
OLFML1	brca	-1	1
ORC4	brca	1	1
OSBP	brca	-1	1
OSBPL10	brca	-1	1
OSBPL5	brca	-1	1
OSBPL7	brca	-1	1
OSGEP	brca	-1	1
OTUB1	brca	-1	1
OXNAD1	brca	1	1
PACS1	brca	-1	1
PAK1IP1	brca	1	1
PAMR1	brca	-1	1
PANK3	brca	-1	1
PANK4	brca	-1	1
PARP4	brca	-1	1
PARVA	brca	-1	1
PAWR	brca	-1	1
PBK	brca	1	1
PBLD	brca	-1	1
PCNA	brca	1	1
PCOLCE	brca	-1	1
PCYOX1	brca	-1	1
PDCD11	brca	1	1
PDCD5	brca	1	1
PDGFRL	brca	-1	1
PDHX	brca	1	1
PDK1	brca	1	1
PDLIM4	brca	-1	1
PDSS1	brca	1	1
PDXDC1	brca	-1	1
PDZD8	brca	-1	1
PDZRN3	brca	-1	1
PEF1	brca	-1	1
PET100	brca	1	1
PFDN2	brca	1	1
PGLYRP2	brca	-1	1
PGM2	brca	-1	1
PGM5	brca	-1	1
