Name	brca_pvalue	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	brca_diff	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
EPHX2	1.4611268227607154e-06	1.7693180782204946e-05	0.0014937566227432731	0.010230535782035902	0.013876931052267583	0.001956810855084976	-1.5181391608391608	-0.8122731343283611	-0.6554520795660093	-0.4848233103448294	-0.4876655032467525	-2.2782335006002397
INTS9	2.6372683724863813e-06	2.1225956344619582e-05	8.957682470644425e-10	8.769948659182666e-07	5.990246087654195e-11	7.040035147587236e-05	-0.7114238095238096	-0.4964902199528627	-0.5439059674502715	-0.4126235172413857	-0.5230831168831163	-1.7162453765506198
R3HCC1	2.876520947014984e-06	2.036233386898802e-12	8.551610749494208e-06	2.1305467099390698e-05	1.4772676736279121e-08	0.0003514387421157109	-0.7945627972027972	-0.672424548311076	-0.40593580470162927	-0.33391696551723626	-0.4882647321428557	-4.561876386554614
RHOBTB2	3.7269337145834206e-06	0.03762635064531025	0.02497066916242279	5.73788966568322e-06	0.003603613341036498	0.010753732959376597	-0.9693170537010158	-0.3001375490966218	-0.29869349005425505	-0.9323993103448256	-0.5911858766233786	-0.748043406162465
POLR3D	4.4327315225241285e-06	1.6063582391500238e-12	0.00019775993446132173	2.125861483150014e-05	3.503874944069812e-11	6.924608490398469e-06	-0.7617571969696968	-0.5897129615082495	-0.2759719710669106	-0.37185027586207653	-0.5533926948051935	-4.038081628651459
ARHGEF10	4.4327315225241285e-06	0.01692443641652374	0.0637548784471427	0.009855527726535916	0.001158767972194946	0.059067355169217885	-1.136954545454545	-0.4371124509033777	-0.3125904159132009	-0.3557593793103546	-0.43585921266233685	-1.2115075910364133
FAM160B2	4.858339139560581e-06	0.0004726866447132165	0.014365704589016941	8.953468246258274e-06	9.247485224059904e-07	0.0003867226150641049	-0.9075645562770565	-0.42706115475255757	-0.23557866184448706	-0.4716141379310379	-0.45931010551948015	-2.5177342537014797
ERI1	5.749134363111121e-06	8.864990363190725e-12	3.770660073092721e-07	6.173295599079743e-09	2.48545333826852e-07	2.9807700833350756e-05	-0.8540625541125543	-0.8142005106048718	-0.5089873417721531	-0.5679283448275783	-0.5215331168831172	-2.6513710964385755
EXTL3	7.969374363866075e-06	6.468801654794319e-10	0.0014937566227432731	3.090069520017954e-05	0.00194179502562375	5.737806194508542e-05	-0.7741874999999999	-0.6133648468185431	-0.3821971066907732	-0.41929648275862164	-0.4507164366883112	-2.2147901240496197
ATP6V1B2	9.027769000838134e-06	3.10092473838566e-11	4.591350006344026e-08	1.1254965251587963e-06	0.00014075790048335271	0.007101713810268429	-0.5817527056277055	-0.6662271406127243	-0.4605244122965644	-0.46953213793103643	-0.32826931818182015	-5.8388576350540085
AGPAT5	1.4106291620495142e-05	2.6596413679215282e-09	0.00046267389292396657	0.0732056012438322	2.768510100164471e-05	0.00024238125611022803	-0.938254383116883	-0.7818888845247436	-0.47745027124774	-0.20808213793103292	-0.537889001623379	-4.338944465786312
FBXO25	1.5161816480933618e-05	5.082664529604897e-09	1.4272338056685625e-05	3.3156560162267454e-05	6.822285285233431e-05	0.024532421192613556	-0.8373142316017317	-0.771748703849175	-0.5165732368896947	-0.4692954482758527	-0.4260926948051942	-5.346895639055623
TNFRSF10A	1.7820414739281786e-05	4.0483186165516226e-11	0.0001836234508179309	2.4447154911933044e-06	2.2303742637136017e-06	6.924608490398469e-06	-0.9053864335664334	-0.8259878240377043	-0.5617314647377949	-0.6625977241379246	-0.6637781655844139	-1.9354259603841535
NEIL2	2.8210239554942634e-05	1.6871410792837888e-11	0.004791385517867071	0.0004151007044347086	1.9246322740781374e-05	0.8366846475318637	-0.9038568070175438	-0.7465533385703047	-0.316378842676313	-0.3675991034482742	-0.3933285714285706	1.7285546418567463
PPP1R3B	3.052618269785953e-05	0.516178155151394	0.08335728367864513	0.0001980837522536863	0.0001241619567356253	0.0005542134321505513	-0.9671645021645023	-0.10474819324430484	-0.24378390596744737	-0.5418619310344823	-0.7468072646103905	-1.6052571268507403
ERICH1	3.276839535071876e-05	0.0007297498194268261	4.5829333650912675e-05	6.173295599079743e-09	8.995173297006177e-07	2.9807700833350756e-05	-0.8776476190476191	-0.357289512961505	-0.5377350813743185	-0.5939718620689618	-0.4826032873376609	-3.6451596594637827
BNIP3L	3.276839535071876e-05	4.918401031362682e-08	0.003314008260816857	1.975777680467041e-06	2.4986884542736313e-05	1.2072384497804998e-05	-0.7947902597402599	-0.686227651217596	-0.4074231464737821	-0.4691193793103494	-0.42641895292207543	-13.881910724289718
MTUS1	3.896934751452296e-05	1.4218355995744687e-09	0.002292113381238871	0.0008880785598857607	0.00011129845754696741	0.011859004799299593	-0.9928321428571429	-0.7401662608012618	-0.47243218806509724	-0.4957665517241381	-0.6965186688311666	-2.7338897490996406
TNFRSF10B	4.534014726396145e-05	5.052969017619597e-10	0.020888128817944017	2.4447154911933044e-06	1.1183805505940842e-09	1.2072384497804998e-05	-0.8515588203463205	-0.744111743912022	-0.3364918625678115	-0.6404237241379427	-0.7646639204545469	-5.937196962785117
ZNF596	4.80503328625081e-05	1.1871749066891944e-09	1.4272338056685625e-05	4.7692942764146654e-05	0.0036608822399818524	0.006730252410929954	-0.9215154545454547	-0.8629153574234065	-0.6483770343580435	-0.46980103448276367	-0.39748449675324676	-1.0962590364145668
REEP4	0.00011384076261993333	4.937465747847619e-05	0.7530995354500428	0.5210076933450601	5.2058946103779725e-09	0.004437116792748405	-0.8528163419913422	-0.5479185388845247	-0.051392405063291235	-0.0973296551724161	-0.5456876623376603	-2.368422773109245
UBXN8	0.00012835873208343412	4.518159601248065e-10	0.00017406225858858395	0.08690585633672303	1.1860756121846415e-06	0.002154951013623614	-0.8012884848484847	-0.9797879025923013	-0.48419077757685436	-0.20016365517241752	-0.5515212662337663	-4.002040484193676
ASAH1	0.0001389801794416075	2.680108602081153e-06	0.003314008260816857	5.804809273180524e-07	0.0034405870324856367	0.003751685456300884	-0.8951838744588743	-0.6075446582875106	-0.30607142857142655	-0.6444705517241474	-0.37542962662337764	-27.818369387755112
RPL23AP53	0.0001757068018952334	6.609453882338943e-08	0.0009117905627572359			0.00025291812353408247	-0.7459974025974023	-0.6220486645718788	-0.3234403254972822			-0.9819798831532616
DCTN6	0.0001757068018952334	7.325367215836435e-11	0.00010329919811174657	7.205848554108603e-09	2.2854180940235828e-07	0.00038179969857805824	-0.7548270562770563	-0.7876741162607992	-0.4310488245931339	-0.49327662068965594	-0.5273580762987016	-15.94806556222489
C8orf48	0.0001770012425828094		0.8776271222265125	0.0034930016298688055	0.41010140483940954	0.1352022271220172	-1.501699945887446		-0.04964737793851981	-0.6994825517241381	-0.182710227272727	-0.6650405870748297
GNRH1	0.0002810046177596198	0.0003398505803944996	0.00012923338560147404	2.9291596331815605e-06	8.70905137357138e-07	0.06527069789515975	-1.7444683441558444	-0.5174079732914372	-0.5102169981916838	-0.4660979310344864	-0.6012838068181815	-0.21537209203681468
PCM1	0.0002810046177596198	8.816878038979132e-18	2.460093133239719e-09	3.5550747663096174e-09	1.4511940944944196e-06	8.399251032986348e-05	-0.882602380952381	-0.8182709740769827	-0.5987974683544355	-0.5105636551724189	-0.5791015422077921	-12.241233809523813
MSRA	0.0002810046177596198	1.4064332366028065e-06	0.0010888115930033086	8.142434699947278e-07	6.185882618305856e-05	0.002037297569638667	-0.7865459956709957	-0.5964445797329123	-0.5060126582278475	-0.6257155862068995	-0.5141454545454553	-1.138262674669868
SLC25A37	0.0002810046177596198	1.656360239892224e-10	0.0018572809507601668	2.0006870857827e-05	0.0006937977340352481	0.004962269491208317	-0.9961303571428571	-0.7356765121759601	-0.3821699819168174	-0.5621742758620769	-0.5944404626623374	-4.407786218487391
SLC39A14	0.000292777927682251	1.1466936251822572e-05	0.3138893532390967	0.0008880785598857607	0.0002838194965259241	0.014026700969802774	-0.6760761904761904	-0.5240776119402994	-0.19566455696203278	-0.47399324137930776	-0.6453147727272728	-5.042596594637855
ENTPD4	0.000303031115880537	3.6747379985729676e-10	8.87261616923556e-08	4.87777738507692e-14	3.322089187945493e-10		-0.8202748376623379	-0.5905980754124123	-0.4770614828209787	-0.5865598620689632	-0.5559321834415578	
VPS37A	0.0004578813501314423	8.876469362359347e-13	2.984394516169991e-07	1.1674340950804904e-08	4.1472764642677336e-08	0.000236827282122995	-0.7532637445887447	-0.7061531029065229	-0.4140687160940342	-0.4804554482758583	-0.5892309253246757	-5.669677603041218
PPP3CC	0.000543038900672533	0.00028169243812191754	8.643492502384415e-08	2.856033308342705e-09	8.830322318287307e-06	0.0029873388671340217	-0.6311816208791209	-0.4050010604870371	-0.5254430379746822	-0.7962908275862048	-0.41386753246753427	-1.3419921708683478
FDFT1	0.0006131350706829875	8.250872030247483e-08	0.023803661605877525	0.005924347054515236	2.2845031537689007e-05	0.05982785960110869	-1.2048098021168894	-0.8858330322073904	-0.3518218806509914	-0.41766427586206945	-0.6090897727272742	-32.62657422969188
SH2D4A	0.0008028393853849907	9.384372926989622e-12	0.009826189083063607	0.06882276615622511	0.002332269385893065	2.9807700833350756e-05	-1.2161866483516486	-0.9582547918303188	-0.48122513562386615	-0.2569779310344842	-0.4911824269480505	-4.500851816966789
HMBOX1	0.001130237312103487	6.4541411404430096e-06	1.6050579459583033e-07	1.1254965251587963e-06	5.990246087654195e-11	0.002154951013623614	-0.6195035173160173	-0.5464758444618978	-0.5889556962025306	-0.4355218620689669	-0.5713318993506489	-0.8967757278911568
SCARA3	0.0015778459372723683	0.2882366469393614	0.014051171377066385	0.000927088306460993	0.28142231338842383	0.010753732959376597	-1.0583508658008665	-0.25476849960722436	-0.4814376130198923	-0.60647275862069	-0.282823660714286	-18.512773208083217
PPP2CB	0.0016892047561032856	1.8519401857730778e-11	0.0014937566227432731	1.6535044534986374e-06	2.4346372927338123e-05	0.0003361688125397662	-0.5278234848484851	-0.6909147682639389	-0.3648553345388841	-0.40211731034482767	-0.42978737824675584	-22.06780532212884
DOCK5	0.0017881488442472696	2.587594242654947e-07	0.004215345850287462	7.68098951200524e-05	4.133434713082623e-09	0.0027120937391026576	-0.7411628787878788	-0.7825021995286683	-0.4187341772151889	-0.5212044137931073	-0.9439604301948048	-1.092021908843537
CLN8	0.0018458992404845657	8.250872030247483e-08	1.8014699736814097e-06	2.1297884240248404e-06	6.4998170227862e-07	0.06103093833410613	-0.7999730519480521	-0.521617282010995	-0.4585488245931284	-0.49342717241379574	-0.48838246753246795	-0.43330608963585404
LONRF1	0.0018458992404845657	6.912026790392572e-07	0.0014937566227432731	0.0016931196092672602	9.347327722012048e-07	0.0003309155638660642	-0.6622915584415583	-0.5267424980361319	-0.49714737793851604	-0.40910675862068047	-0.5454000811688302	-4.4239636174469785
DUSP4	0.0021015313760713327	1.38450055509223e-05	0.001514417340083107	0.00034658402276463223	0.00018075297305298222	0.1280745873694108	-1.581277867965368	-1.3485292615868065	-0.7015461121157358	-0.7719806206896465	-1.3027146915584418	-1.3350802167266898
NUDT18	0.0025508400548443742	9.369872703390444e-09	0.019311143158610974	4.7692942764146654e-05	0.00025360259164430274	0.0797470119587911	-0.7081133292757151	-0.6855276512175958	-0.2727396021699846	-0.5070615172413824	-0.3889577922077916	-0.5720526386554621
KIF13B	0.003076148961884003	0.003008471992311244	8.385090852075346e-06	2.2480350720057514e-06	2.07699679069842e-06	0.0015614022295389524	-0.9522099567099567	-0.45779552238806787	-0.7132911392405035	-0.623061655172414	-0.7065257711038946	-1.0731713337334938
XKR6	0.003529537803381711		3.481396800719904e-06	2.9291596331815605e-06	0.020431273403808355	0.10293325555551389	-2.195494975186104		-1.049186256781197	-0.9969899310344807	-0.5099348620129873	-0.5812031358343335
MFHAS1	0.006243609019661083	0.0013212986582668861	0.007306669001641216	0.0732056012438322	2.4959390494464878e-06	0.003751685456300884	-0.6342795454545455	-0.4176929693637135	-0.40249999999999986	-0.29246710344827775	-0.5999403003246764	-3.542872310924368
PSD3	0.007172269146815819	5.658424364536977e-07	0.1684039553241927	0.019825136870742475	0.002554791278501091	0.015549749230562309	-1.538224188311688	-0.6961333464257606	-0.3059584086799294	-0.37324751724137784	-0.4064531655844137	-1.0709962252901166
TUSC3	0.012573331059637798	0.9607785330072738	0.34346389780138337	0.09050825336633588	0.00046191465862932123	0.006597573029616784	-1.0890485389610391	-0.011704045561665488	-0.3323915009041656	-0.29378082758620394	-1.047030722402598	-19.10247531412564
GTF2E2	0.015129994534688648	1.4294001315159706e-10	0.0006429692579667476	7.68098951200524e-05	2.113020164812991e-10	0.0003361688125397662	-0.4996791666666666	-0.7765861743912037	-0.3910623869801064	-0.40764082758620646	-0.5500592532467534	-10.07173899159664
FBXO16	0.015129994534688648	6.456021415176829e-07	0.14940866837646805	0.0008880785598857607	5.1753963168712244e-05	0.008091038782457495	-1.1102179395604397	-1.124426512175961	-0.4690822784810136	-0.5978676551724096	-0.6614184659090911	-2.14021261984794
FZD3	0.017153729033064145	7.112015466508141e-09	0.03931956373599044	0.13536627737411047	0.004239384194155315	0.0003361688125397662	-0.8767646103896103	-0.9348577769049502	-0.4773146473779395	-0.2940361379310321	-0.5818006087662337	-5.23799335040416
SORBS3	0.019254212511958385	0.9607785330072738	0.047343123490819324	3.5456634550964854e-05	0.00018994340546176085	0.02523938878987292	-0.6489632034632035	0.013539748625294834	-0.26404611211573403	-0.46670379310344323	-0.4135851461038955	-3.146723420568227
NPM2	0.02441729923356632	3.1414195641551734e-05	0.6718009156185146	0.7924919466120313	0.00012168243965522198	0.16128700804673474	-1.8184010270774982	-1.0669626472898663	0.21244122965642198	-0.07070068965517073	-1.1358986201298698	-0.1695345055222089
CLU	0.02441729923356632	0.5143089490777605	0.05437008407308772	0.0017483914718853465	0.49436977966967127	0.6610666533231349	-1.098368668831169	-0.22172902592301647	-0.8376989150090388	-0.6943590344827655	-0.2372005275974045	-76.43034937174883
MTMR7	0.028633202948834376		0.002973953890490968	0.28118082606614136	0.00911455550289121	0.984272698336314	-1.7682974999999999		-0.7295298372513566	-0.5504204081632675	-0.7375216314935059	0.00668374469787919
C8orf58	0.032100640960646805	1.3823859963963084e-06	0.1632908034839771	0.0018848652098904701	0.0008085829652420075		-0.9356142582417588	-0.45618114689709177	-0.20615732368897088	-0.3366815862068968	-0.3135284902597395	
GSR	0.040302553834176774	8.679045644709519e-16	0.23090301607217578	0.7924919466120313	4.3441735983536213e-05	1.2072384497804998e-05	-0.5853294372294372	-0.9228670856245085	-0.3179249547920424	0.051628000000000895	-0.6267461038961031	-8.511865746298518
PTK2B	0.04491633591464817	0.00013187106336054564	0.004742795663311143	3.834794627870723e-07	4.919946095010779e-06	0.0015614022295389524	-0.38563576839826835	-0.4747842890809082	-0.4489421338155424	-0.7946358620689615	-0.5405929788961057	-1.9583960208083226
DMTN	0.04491633591464817	3.8837591100601884e-05	0.16798557685273702	0.16183260808226588	5.279484633456242e-06	0.005423265760481487	-0.7382686688311689	-0.6599163393558491	-0.3962522603978309	-0.27759931034482577	-0.8118602272727267	-3.690126172949175
MYOM2	0.04491633591464817		0.6528488651063523	0.053924074370174664	0.5963869355579249	0.6899905326036778	-1.4849483225108222		-0.2865280289330885	-0.5484655862069019	-0.1249780438311694	-0.14352688909563815
FGL1	0.046980633924348994		0.5225406894632761	0.0005778802720717022	0.08162423249199287	0.4145448711270983	-1.7948733615221986		0.3539963833634716	-1.274825925925926	-1.4733432341851698	-0.12141146542617043
TNFRSF10C	0.05122335656423336	0.032617178237873586	0.006462751676454127	0.01731339527544867	0.03639964716440967		-0.7716637445887446	-0.5939130400628443	-0.666885171790236	-0.5881540000000047	-0.4948065746753265	
ESCO2	0.054202106303111286	1.183401483903081e-08	0.016152124139177642	0.6913936852127058	0.009200011437389584	0.00025291812353408247	-0.6769959415584414	-1.0421920267085634	-0.48214737793851903	-0.06949448275861592	-0.6061912743506492	-1.7003671180472182
CSGALNACT1	0.0545032465409735	0.053309326988582234	0.00168409957391934	1.6535044534986374e-06	0.0006887945285738553	0.24746682680832247	-0.6192194086651053	-0.3147146111547521	-0.49550180831826474	-0.8313295172413842	-0.5674981737012983	0.3200816586634645
FAM90A25P	0.055212326885167154		0.3228090934215024			0.45899700628837903	-0.8818418745275888		-0.3138607594936702			0.0300705009203682
FAM86B1	0.05940510009305878	7.969098569916192e-06	0.46698192916220765	0.7452915391352096	0.28142231338842383	0.011859004799299593	-0.5105075757575759	-0.8776655538098996	-0.14987793851717957	-0.09270303448275818	-0.2442381493506498	-1.8315140924369753
PRSS55	0.06441719008166795		0.7781615615931998	0.1471027203387673	0.006842761780995453	0.7596279095685715	0.9863222222222222		-0.07525316455696218	-0.3386211111111104	-1.2100408187134502	0.0007863836334533816
LEPROTL1	0.06443036590053958	5.047643058571681e-12	2.843071251513489e-08	1.3677938850188115e-09	3.044136518939088e-09	1.2072384497804998e-05	-0.4145007034632035	-0.7907779654359786	-0.47512206148281955	-0.4857706206896637	-0.4873403409090926	-7.533220176070433
PBK	0.07154811480425508	1.297122843606914e-09	0.04985403751249951	0.8976405814756927	0.01633206703775326	0.0015614022295389524	-0.7581791125541126	-1.2731424980361297	-0.46389240506328555	0.024404068965520054	-0.7517656250000001	-8.042689239695886
ZDHHC2	0.0843034900256769	8.607410423118342e-06	0.1366050191864	0.09308079329458793	0.00024917881303933374	0.036596430251533446	-0.5791484848484849	-1.0795501963864886	-0.391559674502707	-0.30910006896552034	-0.549293547077923	-4.072435894357742
CDCA2	0.08629935853897479	1.8672310489863054e-09	0.003314008260816857	0.39648281762672255	0.008475315628354154	0.011001091899213122	-0.8541300324675323	-1.0339875098193234	-0.6106509945750496	-0.13571910344827742	-0.7499607954545455	-1.9660270268107238
ZNF705B	0.10394200931044335		0.1515122384472824			0.31673087928709465	-1.7386333333333333		0.0871112115732369			-0.010254054661864746
FAM66D	0.11893578661289009		0.8980886335952161			0.7474393455805791	-0.689073217893218		0.038381555153707225			-0.11532009323729553
LOXL2	0.11893578661289009	0.9607785330072738	0.29048645780207677	0.011698498013372008	0.28204001487860486		-0.5707075757575755	0.013825765907304444	0.249308318264017	-0.5873668965517318	-0.2923695211038946	
ANGPT2	0.11893578661289009	0.9779338521584522	0.7824792196022448	0.27827892098767854	0.008881145618109484	0.7311786108879124	-0.4690404853128992	-0.0034332678711681552	-0.04704792043399664	-0.21039972413793606	-0.34522788149350747	-0.3716053813525422
NEFM	0.12603505916755098		0.9201029114783745	0.3332709552739994	0.5346600774627308	0.31673087928709465	-0.8323467200610221		-0.0811528028933104	0.4152838034188022	-0.2833593749999963	0.02376209482593037
CSMD1	0.13034807551003552		0.3709869616126524	0.1370486727395236	0.22660610913525558	0.984272698336314	-1.461415182097411		-0.61389692585895	-0.7852845517241427	-0.48815308441558525	-0.0034056245098039173
ZNF705D	0.13989405023684076		0.7824792196022448			0.5620160152887045	-0.976937142857143		0.09880198915009109			-0.009069685038015203
SOX7	0.14694980711102903		0.7469204874180109	0.0008599450981595789	0.005696112250630602	0.8142608863842957	-0.6284905844155848		-0.08543399638336169	-0.8056747586206896	-0.6496274350649349	-0.015609756702681082
PDLIM2	0.14694980711102903	0.07538959987498206	0.05437008407308772	2.1305467099390698e-05	0.5150032603613209		-0.4397018398268398	-0.24627329143754828	-0.26702079566003256	-0.6238839310344861	-0.08796306818181754	
FAM66B	0.15845841975841451		0.47282941043724075			0.984272698336314	-0.9476321339950372		-0.14327305605786655			0.005565266826730753
SLC7A2	0.15892762441669334		0.014051171377066385	0.00032781071495822543	0.0010664733525092014	0.29527801604992404	-1.1756709309133488		-0.8970795660036117	-0.9336304137931002	-1.442221428571428	-4.418471545818326
PIWIL2	0.16277671529010834		0.7052724076237203	0.0019405512481109452	0.018727147911902525	0.8276704323709213	-0.6704890856313498		0.10551989150090346	-0.7595659310344836	-0.6873701704545461	-0.014271656534613875
DPYSL2	0.16690341839024891	0.00010304462900987446	2.342531353423438e-05	3.4551459276435995e-07	0.08179057979652353	0.02523938878987292	-0.35317424242424256	-0.6737236056559297	-0.5690235081374357	-0.6991761379310226	-0.25763027597402477	-4.228139391756701
PRR23D2	0.16899521354868427		0.7145873895928335				0.45604920634920626		-0.10010397830018103			
TDH	0.16899521354868427		0.06104063119044398	0.90033641507442			-0.8266365491651204		-0.7656057866184454	-0.049705785740947306		
PRR23D1	0.16899521354868427		0.7115152337260016				0.45604920634920626		-0.04633815551537068			
NKX3-1	0.17966539179343127		0.05539915171487639	0.007813347487595941	0.022418122718234804	0.5017773133537554	-0.8029165584415583		-0.5736301989150094	-0.662123517241378	-0.5037246753246757	-0.09870752705082009
FGF20	0.18688723081402336		0.24742752173393934	0.05721266666022437	0.13124620839620152	0.40939750277756376	-1.0015288697788698		-0.46254068716094043	-0.687663058823528	-0.6844895021645021	-0.7811777360144058
DEFB1	0.21502012985872643	0.6772744353356837	0.8649489530647821	0.055174107489653824	0.006037611048591954	0.028218635210084782	-0.9895438601917722	-0.2042481146897055	-0.09461573236889542	-1.0124511738811446	-1.562719752540875	-74.97172721808731
DEFA1B	0.22284500218640155		0.6892073534403387			0.5913751858047704	1.11464		0.18664104882459354			0.04841487651060425
FAM167A	0.22284500218640155		0.43980954541760053	2.19433014997015e-05	0.0012912731389444032	0.21732721313216902	-0.5960587121212124		-0.25787070524412226	-1.025658137931039	-0.9271020292207791	-0.6878413084433774
TNFRSF10D	0.22393919325367592	0.0027172557107796036	0.025609073050814845	0.00823353605400636	7.372863504402829e-06	0.001369972491573422	-0.4540545995670996	-0.4858296150824799	-0.5761030741410504	-0.5268540000000037	-0.7510982954545447	-0.9329754821928762
NUGGC	0.2409022844273439		0.009550279360743366	0.0001402483181992672	0.02993675820969342	0.41550447843155885	0.6663888310185185		-0.5619936708860767	-1.107695793103444	-0.5811770698051949	-0.47553221042817145
NEFL	0.2427881498666579		0.3730773007931247	0.4097161384098067	0.9922027450738493	0.5719261785465136	-0.8600876667868733		-0.6260171790235098	0.6217791269258992	0.004415655913977634	-0.22081520893157253
PDGFRL	0.2462653919876864	0.06089699281948735	0.9908998360615687	0.00027463867110786536	0.02306849678863927	0.984272698336314	-0.4897122294372296	-0.546268224666143	0.006116636528032515	-0.7841895862069066	-0.4844284496753235	0.06106813485393836
NAT1	0.2885857805860232	6.056947806548799e-07	0.0010888115930033086	4.059599750765247e-06	0.00111901255938137	0.020910707110658434	-0.9310227272727275	-0.9089960722702273	-0.4957685352622061	-0.7567155862069033	-0.45259330357142824	-1.979897605042019
CTSB	0.2911157615647246	9.900994838831375e-06	0.7852063714675208	0.00038948501200682995	0.019866865253099095	0.02517069853590465	-0.3204892316017316	-0.543331578947365	0.046234177215186634	-0.5332302758620671	-0.2856373782467525	-126.11261216486605
NAT2	0.29278836022389526	0.5643309218059139	0.023803661605877525	0.0012303314140311918	0.8495865454892656	0.6963285163737947	-0.6944894948143192	-0.2269674391201848	-0.6012613019891503	-0.8978408163265339	-0.06560079166666632	-0.12047563889555818
SLC35G5	0.2986621987411601		0.11438654706474125	0.00034658402276463223	0.029692960074261567	0.23602765131075815	-0.3453324561403509		-0.3475452079566006	-0.687154275862067	-0.4812094155844153	-0.010631573149259693
BMP1	0.30582924486250834	0.3086272063243692	0.6786244723393936	9.802261534041301e-05	0.0008536902975622606	0.04791193070971348	-0.28668652597402594	-0.13786512175962073	0.09151446654611206	-0.6039201379310306	-0.48016282467532534	-2.2311984245698255
MIR548H4	0.30582924486250834					0.8142608863842957	-0.7295313888888892		0.0			0.03880259863945579
