Name	variable	value	cancer	type	omics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DMTN	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
DOCK5	brca_pvalue_transcriptomics	0.02129815101627928	brca	pvalue	transcriptomics
DOK2	brca_pvalue_transcriptomics	0.9864694199987001	brca	pvalue	transcriptomics
DPYSL2	brca_pvalue_transcriptomics	0.37701782407212925	brca	pvalue	transcriptomics
DPYSL2	brca_pvalue_transcriptomics	0.37701782407212925	brca	pvalue	transcriptomics
DUSP26	brca_pvalue_transcriptomics	0.04278668390375535	brca	pvalue	transcriptomics
DUSP4	brca_pvalue_transcriptomics	0.061534149299311884	brca	pvalue	transcriptomics
EBF2	brca_pvalue_transcriptomics	0.8152368000906077	brca	pvalue	transcriptomics
EGR3	brca_pvalue_transcriptomics	0.4208913844969336	brca	pvalue	transcriptomics
ELP3	brca_pvalue_transcriptomics	3.9112915057940693e-14	brca	pvalue	transcriptomics
ELP3	brca_pvalue_transcriptomics	3.9112915057940693e-14	brca	pvalue	transcriptomics
ENTPD4	brca_pvalue_transcriptomics	0.00024606666932748035	brca	pvalue	transcriptomics
EPHX2	brca_pvalue_transcriptomics	0.0008593050558943618	brca	pvalue	transcriptomics
EPHX2	brca_pvalue_transcriptomics	0.0008593050558943618	brca	pvalue	transcriptomics
ERI1	brca_pvalue_transcriptomics	1.3027926379345872e-10	brca	pvalue	transcriptomics
ERICH1	brca_pvalue_transcriptomics	2.0633799906960244e-11	brca	pvalue	transcriptomics
ESCO2	brca_pvalue_transcriptomics	0.009382729741919798	brca	pvalue	transcriptomics
EXTL3	brca_pvalue_transcriptomics	8.311791035182986e-08	brca	pvalue	transcriptomics
FAM160B2	brca_pvalue_transcriptomics	0.00042302516715218554	brca	pvalue	transcriptomics
FAM167A	brca_pvalue_transcriptomics	0.23990125776913146	brca	pvalue	transcriptomics
FAM66A	brca_pvalue_transcriptomics	0.9827980787687958	brca	pvalue	transcriptomics
FAM66B	brca_pvalue_transcriptomics	0.01509538377763629	brca	pvalue	transcriptomics
FAM66D	brca_pvalue_transcriptomics	0.22072353395547276	brca	pvalue	transcriptomics
FAM66E	brca_pvalue_transcriptomics	0.23990125776913146	brca	pvalue	transcriptomics
FAM86B1	brca_pvalue_transcriptomics	0.019617220544344335	brca	pvalue	transcriptomics
FAM86B2	brca_pvalue_transcriptomics	0.2082110786391887	brca	pvalue	transcriptomics
FAM86B3P	brca_pvalue_transcriptomics	0.10794778948577455	brca	pvalue	transcriptomics
FBXO16	brca_pvalue_transcriptomics	1.0443376916026966e-05	brca	pvalue	transcriptomics
FBXO25	brca_pvalue_transcriptomics	2.667911886744044e-12	brca	pvalue	transcriptomics
FDFT1	brca_pvalue_transcriptomics	1.8883689818527554e-05	brca	pvalue	transcriptomics
FGF17	brca_pvalue_transcriptomics	0.37254525067005	brca	pvalue	transcriptomics
FGF20	brca_pvalue_transcriptomics	0.977099853484275	brca	pvalue	transcriptomics
FGL1	brca_pvalue_transcriptomics	0.09520931374681349	brca	pvalue	transcriptomics
FUT10	brca_pvalue_transcriptomics	8.935139991353703e-11	brca	pvalue	transcriptomics
FZD3	brca_pvalue_transcriptomics	0.01509538377763629	brca	pvalue	transcriptomics
GATA4	brca_pvalue_transcriptomics	0.31702396822265466	brca	pvalue	transcriptomics
GFRA2	brca_pvalue_transcriptomics	0.4736701885432343	brca	pvalue	transcriptomics
GNRH1	brca_pvalue_transcriptomics	9.159347427598517e-07	brca	pvalue	transcriptomics
GSR	brca_pvalue_transcriptomics	3.8316349652054317e-07	brca	pvalue	transcriptomics
GTF2E2	brca_pvalue_transcriptomics	2.0859934336279364e-08	brca	pvalue	transcriptomics
HMBOX1	brca_pvalue_transcriptomics	0.01849662447486424	brca	pvalue	transcriptomics
HR	brca_pvalue_transcriptomics	0.2203926993634128	brca	pvalue	transcriptomics
INTS10	brca_pvalue_transcriptomics	7.313966792836363e-14	brca	pvalue	transcriptomics
INTS9	brca_pvalue_transcriptomics	5.427695218315429e-12	brca	pvalue	transcriptomics
KBTBD11	brca_pvalue_transcriptomics	0.9349132030897096	brca	pvalue	transcriptomics
KCNU1	brca_pvalue_transcriptomics	0.5438804394581482	brca	pvalue	transcriptomics
KCTD9	brca_pvalue_transcriptomics	1.3192076849442697e-09	brca	pvalue	transcriptomics
KIF13B	brca_pvalue_transcriptomics	0.0015726479860406037	brca	pvalue	transcriptomics
LEPROTL1	brca_pvalue_transcriptomics	3.7841407080643246e-16	brca	pvalue	transcriptomics
LGI3	brca_pvalue_transcriptomics	0.9349132030897096	brca	pvalue	transcriptomics
LINC00589	brca_pvalue_transcriptomics	0.17753154841102817	brca	pvalue	transcriptomics
LINC00599	brca_pvalue_transcriptomics	0.284470963769918	brca	pvalue	transcriptomics
LINC00681	brca_pvalue_transcriptomics	0.8095509028261968	brca	pvalue	transcriptomics
LONRF1	brca_pvalue_transcriptomics	7.157276000377544e-08	brca	pvalue	transcriptomics
LOXL2	brca_pvalue_transcriptomics	0.1438539739637339	brca	pvalue	transcriptomics
LPL	brca_pvalue_transcriptomics	0.990654825825628	brca	pvalue	transcriptomics
LZTS1	brca_pvalue_transcriptomics	0.9881630732455251	brca	pvalue	transcriptomics
MAK16	brca_pvalue_transcriptomics	3.951150185874423e-16	brca	pvalue	transcriptomics
MBOAT4	brca_pvalue_transcriptomics	0.5959625632272314	brca	pvalue	transcriptomics
MCPH1	brca_pvalue_transcriptomics	2.0020725329263435e-21	brca	pvalue	transcriptomics
MFHAS1	brca_pvalue_transcriptomics	4.308260289866719e-06	brca	pvalue	transcriptomics
MICU3	brca_pvalue_transcriptomics	0.37254525067005	brca	pvalue	transcriptomics
MIR548H4	brca_pvalue_transcriptomics	0.659670518681582	brca	pvalue	transcriptomics
MSR1	brca_pvalue_transcriptomics	0.9349132030897096	brca	pvalue	transcriptomics
MSRA	brca_pvalue_transcriptomics	2.194085671501664e-07	brca	pvalue	transcriptomics
MTMR7	brca_pvalue_transcriptomics	0.002345130385143062	brca	pvalue	transcriptomics
MTMR9	brca_pvalue_transcriptomics	5.2787060745382833e-08	brca	pvalue	transcriptomics
MTUS1	brca_pvalue_transcriptomics	0.004121045676958203	brca	pvalue	transcriptomics
MTUS1	brca_pvalue_transcriptomics	0.004121045676958203	brca	pvalue	transcriptomics
MYOM2	brca_pvalue_transcriptomics	0.14024103974168264	brca	pvalue	transcriptomics
NAT1	brca_pvalue_transcriptomics	0.8973248547325909	brca	pvalue	transcriptomics
NAT2	brca_pvalue_transcriptomics	0.2203926993634128	brca	pvalue	transcriptomics
NEFL	brca_pvalue_transcriptomics	0.9864694199987001	brca	pvalue	transcriptomics
NEFM	brca_pvalue_transcriptomics	0.3332942042032821	brca	pvalue	transcriptomics
NEIL2	brca_pvalue_transcriptomics	1.276639955951083e-11	brca	pvalue	transcriptomics
NPM2	brca_pvalue_transcriptomics	0.0362431966197507	brca	pvalue	transcriptomics
NRG1	brca_pvalue_transcriptomics	0.8050655410002117	brca	pvalue	transcriptomics
NUDT18	brca_pvalue_transcriptomics	0.002407134915585491	brca	pvalue	transcriptomics
NUGGC	brca_pvalue_transcriptomics	0.8973248547325909	brca	pvalue	transcriptomics
PBK	brca_pvalue_transcriptomics	0.0029057908199698456	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	0.0001881425836037413	brca	pvalue	transcriptomics
PCM1	brca_pvalue_transcriptomics	0.0001881425836037413	brca	pvalue	transcriptomics
PDGFRL	brca_pvalue_transcriptomics	0.4199989706934991	brca	pvalue	transcriptomics
PDLIM2	brca_pvalue_transcriptomics	0.5241830739799399	brca	pvalue	transcriptomics
PEBP4	brca_pvalue_transcriptomics	0.6924485243611704	brca	pvalue	transcriptomics
PHYHIP	brca_pvalue_transcriptomics	0.8050655410002117	brca	pvalue	transcriptomics
PINX1	brca_pvalue_transcriptomics	3.770766890031701e-10	brca	pvalue	transcriptomics
PIWIL2	brca_pvalue_transcriptomics	0.7979060210200561	brca	pvalue	transcriptomics
PNMA2	brca_pvalue_transcriptomics	0.8050655410002117	brca	pvalue	transcriptomics
PNOC	brca_pvalue_transcriptomics	0.28998687695088976	brca	pvalue	transcriptomics
POLR3D	brca_pvalue_transcriptomics	5.039704346401539e-09	brca	pvalue	transcriptomics
PPP1R3B	brca_pvalue_transcriptomics	2.5227493651680787e-06	brca	pvalue	transcriptomics
PPP2CB	brca_pvalue_transcriptomics	4.496877296052814e-10	brca	pvalue	transcriptomics
PPP2R2A	brca_pvalue_transcriptomics	7.26219847131756e-08	brca	pvalue	transcriptomics
PPP3CC	brca_pvalue_transcriptomics	0.0036058183025988993	brca	pvalue	transcriptomics
PRSS55	brca_pvalue_transcriptomics	0.0036058183025988993	brca	pvalue	transcriptomics
PSD3	brca_pvalue_transcriptomics	0.06356115867703084	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	0.0033421570141307475	brca	pvalue	transcriptomics
PTK2B	brca_pvalue_transcriptomics	0.0033421570141307475	brca	pvalue	transcriptomics
R3HCC1	brca_pvalue_transcriptomics	2.696004404303158e-07	brca	pvalue	transcriptomics
RBPMS	brca_pvalue_transcriptomics	0.00012483917355666962	brca	pvalue	transcriptomics
REEP4	brca_pvalue_transcriptomics	0.0002512885920020005	brca	pvalue	transcriptomics
REEP4	brca_pvalue_transcriptomics	0.0002512885920020005	brca	pvalue	transcriptomics
REEP4	brca_pvalue_transcriptomics	0.0002512885920020005	brca	pvalue	transcriptomics
REEP4	brca_pvalue_transcriptomics	0.0002512885920020005	brca	pvalue	transcriptomics
RHOBTB2	brca_pvalue_transcriptomics	0.003919695715282105	brca	pvalue	transcriptomics
RNF122	brca_pvalue_transcriptomics	0.4699967484018831	brca	pvalue	transcriptomics
RP1L1	brca_pvalue_transcriptomics	0.04186979109269551	brca	pvalue	transcriptomics
RPL23AP53	brca_pvalue_transcriptomics	2.277976522974439e-10	brca	pvalue	transcriptomics
SCARA3	brca_pvalue_transcriptomics	0.0016363450384066947	brca	pvalue	transcriptomics
SCARA5	brca_pvalue_transcriptomics	0.49282754771562515	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8221985223759817	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8221985223759817	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8221985223759817	brca	pvalue	transcriptomics
SFTPC	brca_pvalue_transcriptomics	0.8221985223759817	brca	pvalue	transcriptomics
SGCZ	brca_pvalue_transcriptomics	0.41357542975657813	brca	pvalue	transcriptomics
SH2D4A	brca_pvalue_transcriptomics	0.0006585216567151836	brca	pvalue	transcriptomics
SLC18A1	brca_pvalue_transcriptomics	0.9864694199987001	brca	pvalue	transcriptomics
SLC25A37	brca_pvalue_transcriptomics	0.00034696328482320174	brca	pvalue	transcriptomics
SLC35G5	brca_pvalue_transcriptomics	0.28998687695088976	brca	pvalue	transcriptomics
SLC39A14	brca_pvalue_transcriptomics	3.465622021312384e-05	brca	pvalue	transcriptomics
SLC7A2	brca_pvalue_transcriptomics	0.2773732440373574	brca	pvalue	transcriptomics
SORBS3	brca_pvalue_transcriptomics	0.17753154841102817	brca	pvalue	transcriptomics
SOX7	brca_pvalue_transcriptomics	0.0016363450384066947	brca	pvalue	transcriptomics
STC1	brca_pvalue_transcriptomics	0.047512367376468134	brca	pvalue	transcriptomics
STMN4	brca_pvalue_transcriptomics	0.012231960546959113	brca	pvalue	transcriptomics
TDH	brca_pvalue_transcriptomics	0.04838313313460319	brca	pvalue	transcriptomics
TDRP	brca_pvalue_transcriptomics	0.008931717243039795	brca	pvalue	transcriptomics
TEX15	brca_pvalue_transcriptomics	0.7718332221442912	brca	pvalue	transcriptomics
TNFRSF10A	brca_pvalue_transcriptomics	1.1661311058848422e-08	brca	pvalue	transcriptomics
TNFRSF10B	brca_pvalue_transcriptomics	0.005299243644424808	brca	pvalue	transcriptomics
TNFRSF10C	brca_pvalue_transcriptomics	0.3484386584266815	brca	pvalue	transcriptomics
TNFRSF10D	brca_pvalue_transcriptomics	0.07571760554229319	brca	pvalue	transcriptomics
TNKS	brca_pvalue_transcriptomics	5.691254626986538e-12	brca	pvalue	transcriptomics
TRIM35	brca_pvalue_transcriptomics	1.0470319556983777e-08	brca	pvalue	transcriptomics
TTI2	brca_pvalue_transcriptomics	1.0191197357806894e-18	brca	pvalue	transcriptomics
TUSC3	brca_pvalue_transcriptomics	0.00018107113639158457	brca	pvalue	transcriptomics
UBXN8	brca_pvalue_transcriptomics	1.0931063540115359e-09	brca	pvalue	transcriptomics
UNC5D	brca_pvalue_transcriptomics	0.977099853484275	brca	pvalue	transcriptomics
VPS37A	brca_pvalue_transcriptomics	7.497764092107623e-10	brca	pvalue	transcriptomics
WRN	brca_pvalue_transcriptomics	2.4397789343807387e-06	brca	pvalue	transcriptomics
XKR5	brca_pvalue_transcriptomics	0.308995015180882	brca	pvalue	transcriptomics
XKR6	brca_pvalue_transcriptomics	0.0003400844568606151	brca	pvalue	transcriptomics
XPO7	brca_pvalue_transcriptomics	9.149902876380003e-17	brca	pvalue	transcriptomics
ZDHHC2	brca_pvalue_transcriptomics	0.14079236279410454	brca	pvalue	transcriptomics
ZNF395	brca_pvalue_transcriptomics	3.2266080313288287e-10	brca	pvalue	transcriptomics
ZNF596	brca_pvalue_transcriptomics	1.0417035150092467e-06	brca	pvalue	transcriptomics
ZNF705B	brca_pvalue_transcriptomics	0.0917991271519479	brca	pvalue	transcriptomics
ZNF705D	brca_pvalue_transcriptomics	0.977099853484275	brca	pvalue	transcriptomics
ZNF705G	brca_pvalue_transcriptomics	0.747143830869667	brca	pvalue	transcriptomics
ADAM28	brca_rvalue_transcriptomics	0.03672095986941592	brca	rvalue	transcriptomics
ADAM7	brca_rvalue_transcriptomics	-0.17778848479511156	brca	rvalue	transcriptomics
ADAMDEC1	brca_rvalue_transcriptomics	-0.02733662728754365	brca	rvalue	transcriptomics
ADRA1A	brca_rvalue_transcriptomics	-0.06242689248466776	brca	rvalue	transcriptomics
AGPAT5	brca_rvalue_transcriptomics	0.5828388231442425	brca	rvalue	transcriptomics
ANGPT2	brca_rvalue_transcriptomics	0.12296557961792218	brca	rvalue	transcriptomics
ARHGEF10	brca_rvalue_transcriptomics	0.46084604426429165	brca	rvalue	transcriptomics
ASAH1	brca_rvalue_transcriptomics	0.30520507748507353	brca	rvalue	transcriptomics
ATP6V1B2	brca_rvalue_transcriptomics	0.48766517584625646	brca	rvalue	transcriptomics
BIN3	brca_rvalue_transcriptomics	0.4793660331034586	brca	rvalue	transcriptomics
BLK	brca_rvalue_transcriptomics	0.14379329646220973	brca	rvalue	transcriptomics
BMP1	brca_rvalue_transcriptomics	0.020557878306576197	brca	rvalue	transcriptomics
BNIP3L	brca_rvalue_transcriptomics	0.4745256096886587	brca	rvalue	transcriptomics
C8orf48	brca_rvalue_transcriptomics	0.2278036377814921	brca	rvalue	transcriptomics
C8orf49	brca_rvalue_transcriptomics	-0.046515391340601425	brca	rvalue	transcriptomics
C8orf58	brca_rvalue_transcriptomics	0.21177825329522537	brca	rvalue	transcriptomics
CCDC25	brca_rvalue_transcriptomics	0.5911219133357524	brca	rvalue	transcriptomics
CCDC25	brca_rvalue_transcriptomics	0.5911219133357524	brca	rvalue	transcriptomics
CDCA2	brca_rvalue_transcriptomics	0.24208345007259158	brca	rvalue	transcriptomics
CHMP7	brca_rvalue_transcriptomics	0.6828189846538861	brca	rvalue	transcriptomics
CHRNA2	brca_rvalue_transcriptomics	0.08514480688248886	brca	rvalue	transcriptomics
CLDN23	brca_rvalue_transcriptomics	0.33175407015017305	brca	rvalue	transcriptomics
CLN8	brca_rvalue_transcriptomics	0.42383496377480195	brca	rvalue	transcriptomics
CLU	brca_rvalue_transcriptomics	0.32119541725165895	brca	rvalue	transcriptomics
CNOT7	brca_rvalue_transcriptomics	0.740247073253298	brca	rvalue	transcriptomics
CSGALNACT1	brca_rvalue_transcriptomics	0.3282720193448834	brca	rvalue	transcriptomics
CSMD1	brca_rvalue_transcriptomics	0.03866416966993193	brca	rvalue	transcriptomics
CTSB	brca_rvalue_transcriptomics	0.21535365793119482	brca	rvalue	transcriptomics
DCTN6	brca_rvalue_transcriptomics	0.6505279369726378	brca	rvalue	transcriptomics
DEFA1	brca_rvalue_transcriptomics	-0.16604867125096942	brca	rvalue	transcriptomics
DEFA1B	brca_rvalue_transcriptomics	-0.2822086151002396	brca	rvalue	transcriptomics
DEFA3	brca_rvalue_transcriptomics	-0.33763622843323493	brca	rvalue	transcriptomics
DEFA4	brca_rvalue_transcriptomics	-0.4394366930014532	brca	rvalue	transcriptomics
DEFA5	brca_rvalue_transcriptomics	-0.07379845749395002	brca	rvalue	transcriptomics
DEFB1	brca_rvalue_transcriptomics	0.2318303600529066	brca	rvalue	transcriptomics
DEFB103B	brca_rvalue_transcriptomics	-0.19356421575539556	brca	rvalue	transcriptomics
DEFB4A	brca_rvalue_transcriptomics	0.4614682288014845	brca	rvalue	transcriptomics
DEFB4B	brca_rvalue_transcriptomics	0.6157121047725144	brca	rvalue	transcriptomics
DLC1	brca_rvalue_transcriptomics	0.06173224226319162	brca	rvalue	transcriptomics
DLGAP2	brca_rvalue_transcriptomics	0.14365524388895087	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DMTN	brca_rvalue_transcriptomics	-0.032706157250153294	brca	rvalue	transcriptomics
DOCK5	brca_rvalue_transcriptomics	0.2317103651485606	brca	rvalue	transcriptomics
DOK2	brca_rvalue_transcriptomics	0.0030016929051166555	brca	rvalue	transcriptomics
DPYSL2	brca_rvalue_transcriptomics	0.0996563987048374	brca	rvalue	transcriptomics
DPYSL2	brca_rvalue_transcriptomics	0.0996563987048374	brca	rvalue	transcriptomics
DUSP26	brca_rvalue_transcriptomics	0.24080054741053314	brca	rvalue	transcriptomics
DUSP4	brca_rvalue_transcriptomics	0.1931671734883144	brca	rvalue	transcriptomics
EBF2	brca_rvalue_transcriptomics	0.03240127177035425	brca	rvalue	transcriptomics
EGR3	brca_rvalue_transcriptomics	0.09193199776898175	brca	rvalue	transcriptomics
ELP3	brca_rvalue_transcriptomics	0.6403578964828028	brca	rvalue	transcriptomics
ELP3	brca_rvalue_transcriptomics	0.6403578964828028	brca	rvalue	transcriptomics
ENTPD4	brca_rvalue_transcriptomics	0.3506456870722113	brca	rvalue	transcriptomics
EPHX2	brca_rvalue_transcriptomics	0.3247357582398863	brca	rvalue	transcriptomics
EPHX2	brca_rvalue_transcriptomics	0.3247357582398863	brca	rvalue	transcriptomics
ERI1	brca_rvalue_transcriptomics	0.5635566101054135	brca	rvalue	transcriptomics
ERICH1	brca_rvalue_transcriptomics	0.5823376470400224	brca	rvalue	transcriptomics
ESCO2	brca_rvalue_transcriptomics	0.25787721820738796	brca	rvalue	transcriptomics
EXTL3	brca_rvalue_transcriptomics	0.48384813828736084	brca	rvalue	transcriptomics
FAM160B2	brca_rvalue_transcriptomics	0.33825308029516554	brca	rvalue	transcriptomics
FAM167A	brca_rvalue_transcriptomics	0.13009125741839023	brca	rvalue	transcriptomics
FAM66A	brca_rvalue_transcriptomics	0.0057102067512254245	brca	rvalue	transcriptomics
FAM66B	brca_rvalue_transcriptomics	0.25203871333913075	brca	rvalue	transcriptomics
FAM66D	brca_rvalue_transcriptomics	0.137216270280709	brca	rvalue	transcriptomics
FAM66E	brca_rvalue_transcriptomics	0.13730873139336164	brca	rvalue	transcriptomics
FAM86B1	brca_rvalue_transcriptomics	0.2355149856623831	brca	rvalue	transcriptomics
FAM86B2	brca_rvalue_transcriptomics	0.13948360534881893	brca	rvalue	transcriptomics
FAM86B3P	brca_rvalue_transcriptomics	0.17301626380387794	brca	rvalue	transcriptomics
FBXO16	brca_rvalue_transcriptomics	0.4109944257369278	brca	rvalue	transcriptomics
FBXO25	brca_rvalue_transcriptomics	0.6045725183058078	brca	rvalue	transcriptomics
FDFT1	brca_rvalue_transcriptomics	0.45044061245043004	brca	rvalue	transcriptomics
FGF17	brca_rvalue_transcriptomics	0.12223664537330281	brca	rvalue	transcriptomics
FGF20	brca_rvalue_transcriptomics	0.010331356175273778	brca	rvalue	transcriptomics
FGL1	brca_rvalue_transcriptomics	0.22261364583487886	brca	rvalue	transcriptomics
FUT10	brca_rvalue_transcriptomics	0.5678041649560223	brca	rvalue	transcriptomics
FZD3	brca_rvalue_transcriptomics	0.24337601206091244	brca	rvalue	transcriptomics
GATA4	brca_rvalue_transcriptomics	-0.15352231526223764	brca	rvalue	transcriptomics
GFRA2	brca_rvalue_transcriptomics	-0.08418376797022227	brca	rvalue	transcriptomics
GNRH1	brca_rvalue_transcriptomics	0.44873961423108455	brca	rvalue	transcriptomics
GSR	brca_rvalue_transcriptomics	0.46170919082265993	brca	rvalue	transcriptomics
GTF2E2	brca_rvalue_transcriptomics	0.5030108458926893	brca	rvalue	transcriptomics
HMBOX1	brca_rvalue_transcriptomics	0.23667592448789526	brca	rvalue	transcriptomics
HR	brca_rvalue_transcriptomics	0.13541600616705174	brca	rvalue	transcriptomics
INTS10	brca_rvalue_transcriptomics	0.6347505300757375	brca	rvalue	transcriptomics
INTS9	brca_rvalue_transcriptomics	0.597611822098463	brca	rvalue	transcriptomics
KBTBD11	brca_rvalue_transcriptomics	-0.01350348043909936	brca	rvalue	transcriptomics
KCNU1	brca_rvalue_transcriptomics	0.11809582874405744	brca	rvalue	transcriptomics
KCTD9	brca_rvalue_transcriptomics	0.5362773903513958	brca	rvalue	transcriptomics
KIF13B	brca_rvalue_transcriptomics	0.30756730293565854	brca	rvalue	transcriptomics
LEPROTL1	brca_rvalue_transcriptomics	0.6761276166593537	brca	rvalue	transcriptomics
LGI3	brca_rvalue_transcriptomics	0.019611617403962514	brca	rvalue	transcriptomics
LINC00589	brca_rvalue_transcriptomics	0.17696550850276863	brca	rvalue	transcriptomics
LINC00599	brca_rvalue_transcriptomics	-0.4827893849263761	brca	rvalue	transcriptomics
LINC00681	brca_rvalue_transcriptomics	-0.2910712432877938	brca	rvalue	transcriptomics
LONRF1	brca_rvalue_transcriptomics	0.48651699291271117	brca	rvalue	transcriptomics
LOXL2	brca_rvalue_transcriptomics	0.15722875289155314	brca	rvalue	transcriptomics
LPL	brca_rvalue_transcriptomics	0.0010714484735484045	brca	rvalue	transcriptomics
LZTS1	brca_rvalue_transcriptomics	-0.0020057430232766245	brca	rvalue	transcriptomics
MAK16	brca_rvalue_transcriptomics	0.6748164229812055	brca	rvalue	transcriptomics
MBOAT4	brca_rvalue_transcriptomics	0.15094547377477907	brca	rvalue	transcriptomics
MCPH1	brca_rvalue_transcriptomics	0.75629928273253	brca	rvalue	transcriptomics
MFHAS1	brca_rvalue_transcriptomics	0.4242141914439923	brca	rvalue	transcriptomics
MICU3	brca_rvalue_transcriptomics	0.10077205980505481	brca	rvalue	transcriptomics
