Name	lscc_Database_ID	luad_Database_ID	ovarian_Database_ID	colon_pvalue	hnscc_pvalue	lscc_pvalue	luad_pvalue	ovarian_pvalue	colon_diff	hnscc_diff	lscc_diff	luad_diff	ovarian_diff
AASDHPPT	NP_056238.2	NP_056238.2	NP_056238	0.2588402570200444	0.8833686733473523	0.4936223754345215	0.7471573231567419	0.49096419984583406	-0.0755433615819209	-0.011098213566185677	0.10758561872909705	-0.05261807843137262	-0.059045998295122
AASS	NP_005754.2	NP_005754.2	NP_005754	0.4559100337103883	0.9735491594527035	0.3102055416910188	1.919634364537829e-05	0.20983446462612165	0.06285244922341694	-0.004388769134923365	0.4925638795986622	-1.7372625098039216	0.14879795536890236
AATF	NP_036270.1	NP_036270.1	NP_036270	0.18707767932212702	0.28165754841951934	0.4897096554704766	0.22412542399596375	0.6350089602170683	0.0908169491525424	0.08599481248608853	-0.15535574136008928	0.23208513725490193	-0.04016387328536591
ABAT	NP_000654.2	NP_000654.2	NP_065737	0.41524677440406754	0.15032130161033705	0.38631026444409133	0.8505641982750509	0.16009145271718345	0.14597810734463262	0.2028068497712887	0.32587079152731313	0.09589952941176463	0.2803095524695123
ABCA8	NP_001275914.1|NP_001275915.1|NP_009099.1	NP_001275914.1|NP_001275915.1|NP_009099.1	NP_001275914	0.49640721254359743	0.04967434499349694	0.0026754537687154363	0.33781959613354706	0.5809779179949698	0.08247457627118648	-0.21789956366951913	0.7922735785953163	-0.24512811764705855	0.07817741471097539
ABCB1	NP_001335874.1|NP_000918.2	NP_000918.2|NP_001335874.1		0.2212354504755698	0.4156497390148207	0.2180339343751874	0.06400514990952778		0.175382956685499	0.13056454565990805	0.2551397993311042	-0.4998104705882349	
ABCB10	NP_036221.2	NP_036221.2	NP_036221	0.5969112139188701	0.7668942219646433	0.49066409463603844	0.8452217498060487	0.702865768056602	0.03547267316017317	0.02092099598272057	-0.12617837235228543	-0.03893592156862741	-0.042831160087804854
ABCB6	NP_005680.1|NP_001336757.1	NP_005680.1|NP_001336757.1	NP_005680	0.11016834077243746	0.12056022167401467	0.41560869505329856	0.8890273620677458	0.9736410003505185	-0.12675494505494506	0.16399413800458973	0.34588450390189507	-0.04467121568627436	-0.002834126134756084
ABCB7	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_004290.2|NP_001258625.1|NP_001258627.1	NP_001258625	0.02940473718078696	0.8473789553525144	0.1864854165475993	0.11745353411950653	0.22767588287301646	0.1620894538606403	0.014390494544798571	-0.2584103678929766	0.4010556078431372	0.0910564683634146
ABCB8	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220.1|NP_009119.2|NP_001269222.1|NP_001269221.1	NP_001269220	0.230564247476419	0.3229171675383976	0.24386696652404619	0.008920412102694031	0.08309917692769454	0.08306748663101605	-0.06517481651371781	0.18772998885172804	0.5797456862745098	0.166107125579878
ABCC1	NP_004987.2	NP_004987.2	NP_004987	0.35102721692681826		0.07260564743456227	0.12537389416410294	0.3286531013546784	-0.05631746704331453		-0.9356522853957636	0.3455281960784314	-0.07362368256707318
ABCC3	NP_003777.2|NP_001137542.1	NP_003777.2|NP_001137542.1	NP_003777	0.9673212709391024	0.15952800740202938	0.9562492960088794	0.010764018670989786	0.6671379798662469	-0.0039225517890773	0.1785688449117906	0.021031661092530296	1.3364920000000002	0.05167011953170736
ABCC4	NP_005836.2|NP_001288758.1|NP_001098985.1|NP_001288759.1	NP_005836.2|NP_001288758.1|NP_001098985.1	NP_005836	0.25857890307912995	0.08575073527910848	0.5823338310425967	0.4990771311487554	0.2262806612358685	0.08808420745920745	0.47641661412505343	-0.10816688963210702	-0.24254262745098076	0.1375088814847561
ABCD1	NP_000024.2	NP_000024.2	NP_000024	0.6548613575642094	0.9353588714164207	0.3698337001177754	0.0046834477010486335	0.18700051504723753	-0.056967948717948746	0.0072293438150694556	-0.20636722408026748	0.6521800392156862	0.12396199223719508
ABCD3	NP_002849.1	NP_002849.1	NP_002849	0.9343288014363411	0.3220503196116123	0.40199881993041553	0.040732569933100586	0.8455279613409455	-0.0058288135593220535	-0.09476826609359179	0.1822746934225194	0.6837626666666666	-0.019977128571951275
ABCE1	NP_001035809.1	NP_001035809.1	NP_001035809	0.9487520810100316	0.20039979455106685	0.1546169746556786	0.591171492810108	0.10914685657274421	0.0034030602636534457	0.06280087207092322	0.1736693422519508	0.07835482352941164	-0.09302480842743893
ABCF1	NP_001020262.1|NP_001081.1	NP_001020262.1|NP_001081.1	NP_001020262	0.04968303066769445	0.9138189787284927	0.9470138124434557	0.05610891567524215	0.12925500409942714	0.08570918079096046	0.004712705057929867	0.008609921962095868	0.2506168235294118	0.10897206260487799
ABCF2	NP_005683.2|NP_009120.1	NP_005683.2|NP_009120.1	NP_005683	0.20674865374244208	0.7971477243011227	0.8342831688576318	0.07852181194363618	0.045035951250000754	0.07010484934086633	0.01574593515162448	0.031071683389074845	0.2600405490196079	0.12915644260792683
ABCF3	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828.2|NP_001338227.1|NP_001338229.1|NP_001338228.1	NP_060828	0.6737952087029696	0.005480901447887459	0.6511785330940857	0.7428222720600988	0.23661893844191262	0.01571991525423727	0.14738746530969848	0.08987168338907459	0.04546976470588254	0.0902376062756098
ABHD10	NP_060864.1|NP_001258998.1	NP_060864.1|NP_001258998.1	NP_060864	0.1577054910620453	0.7226064224703692	0.6377165321632396	0.012879000493512224	0.24861079384312543	-0.10376379472693031	-0.025397501716582838	-0.10362508361204015	-0.5008773333333334	0.10001438887560976
ABHD11	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710.1|NP_683711.1|NP_001138836.1|NP_001308311.1|NP_001308312.1|NP_001287987.1	NP_683710	0.6376007990158113	0.15110355991437194	0.5138448411850828	0.09137007072800764	0.03156365542916537	0.051211346516007526	0.13858718311890783	0.16632731326644373	0.5905215294117647	0.33227741550975604
ABHD12	NP_001035937.1|NP_056415.1	NP_001035937.1|NP_056415.1	NP_001035937	0.6941537920983663	0.7052103366290259	0.03736230124007862	0.13172225001420776	0.3988248134234045	-0.03303173258003764	-0.026743939442599896	-0.3134177257525083	0.28429898039215684	0.0620721813603658
ABHD14B	NP_001139786.1|NP_001241682.1	NP_001139786.1|NP_001241682.1	NP_001139786	0.9718979699120618	0.22025659001647746	0.10782686497593712	0.9686419665103314	0.4549133272539374	0.0029808380414312607	-0.09872051921521319	0.3159895206243035	-0.008349843137254842	0.08702403908719514
ABHD16A	NP_066983.1|NP_001170986.1	NP_066983.1|NP_001170986.1	NP_066983	0.1243225197778407	0.02775229202351492	0.09472506908475273	0.009626021285545504	0.03428410758313607	0.0785430790960452	-0.12778406087175398	-0.21399576365663306	0.5150960392156863	0.1875391348128049
ABHD17B	NP_001020951.1|NP_057098.2			0.6350796901095443	0.5308678078401323	0.43023607015926624			-0.09511666666666667	-0.05205274869266674	-0.1388588628762541		
ABHD6	NP_001307055.1			0.25722626079286526	0.5567055570821626	0.6970551882461682			0.10533260073260076	0.045904516145022	-0.06590089186176151		
ABI1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001171590.1|NP_001171591.1|NP_001171592.1|NP_005461.2|NP_001334958.1|NP_001334961.1|NP_001334962.1|NP_001334963.1|NP_001171593.1|NP_001334960.1|NP_001171594.1|NP_001171595.1|NP_001171587.1|NP_001171596.1	NP_001012768	0.28086584424429045	0.35643608456364273	0.22443390765999524	0.05459156499348426	0.5278490382784111	-0.04585018832391712	0.042691415281041145	-0.14579442586399108	-0.24815184313725494	-0.03263795192865854
ABI2	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_001269854.1|NP_001269855.1|NP_005750.4|NP_001269856.1|NP_001269861.1	NP_005750	0.06254337997113679	0.655269662648801	0.9012793953796853	0.18548305033957552	0.42451414072935967	-0.1549142506142506	-0.03670089239397356	-0.02903913043478268	-0.26647384313725453	-0.040037994972560983
ABI3	NP_057512.1|NP_001128658.1	NP_057512.1|NP_001128658.1	NP_057512	0.09643293881744174	0.04296402773407121	0.23827175682416796	0.018165491979021203	0.8201648598330767	-0.09879016007532958	-0.20089515911537958	0.2701979933110368	-0.4395447450980394	-0.02349044320000003
ABI3BP	NP_001336259.1|NP_001336258.1|NP_001336261.1|NP_001336260.1|NP_056244.2	NP_001336258.1|NP_001336259.1	NP_056244	0.47382398882569776	0.0932964021175524	0.2151895249128293	0.249306634693678	0.30157396806997583	0.0936892184557434	-0.303872029176091	0.42416755852842947	-0.3815927058823534	-0.16431471366646333
ABL1	NP_009297.2|NP_005148.2		NP_005148	0.2964311332755936	0.06592103503494941	0.6688545751722255		0.42466759019337097	-0.0954188571428572	0.09329862963433655	0.044902898550724615		0.05135123233475612
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811	0.3760944984169743	0.28658390197541395	0.2347627655330207	0.18615655160765265	0.3681327821095992	-0.0681276836158192	-0.10804696586217588	0.2777113712374575	-0.34416819607843174	-0.10714236764878045
ABLIM1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407	0.3760944984169743	0.28658390197541395	0.2347627655330207	0.18615655160765265	0.3931191513788914	-0.0681276836158192	-0.10804696586217588	0.2777113712374575	-0.34416819607843174	-0.10145548929939026
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001309811	0.3760944984169743	0.28658390197541395	0.2647324936258623	0.18615655160765265	0.3681327821095992	-0.0681276836158192	-0.10804696586217588	0.34704459308807123	-0.34416819607843174	-0.10714236764878045
ABLIM1	NP_001003407.1|NP_002304.3|NP_001309812.1|NP_001309814.1|NP_001339371.1|NP_006711.3|NP_001309821.1|NP_001309825.1	NP_001309811.1|NP_001309813.1|NP_001339369.1|NP_001309815.1|NP_001309816.1|NP_001339370.1|NP_001339372.1|NP_001309819.1|NP_001309818.1|NP_001309823.1|NP_001309817.1|NP_001309826.1|NP_001309827.1|NP_001309829.1	NP_001003407	0.3760944984169743	0.28658390197541395	0.2647324936258623	0.18615655160765265	0.3931191513788914	-0.0681276836158192	-0.10804696586217588	0.34704459308807123	-0.34416819607843174	-0.10145548929939026
ABLIM2	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1	NP_001123555.1|NP_001123556.1|NP_001123558.1|NP_001123557.1|NP_115808.3|NP_001123559.1|NP_001123560.1|NP_001273617.1		0.08377152189185327	0.8736716028031979	0.7827598044347128	0.8323613498362137		0.36499666666666664	-0.0360229210772367	0.06827603121516201	-0.06298450980392167	
ABR	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770.1|NP_068781.2|NP_001153218.1|NP_001269078.1|NP_001243776.1|NP_001309771.1	NP_001309770	0.34546118291700145	0.3294199008627041	0.8710785803222734	0.0006371814493772569	0.5525580492873983	-0.048687664783427495	-0.05191322334445303	0.03317257525083617	-0.6167063137254902	-0.055133284525000006
ABRACL	NP_067066.1	NP_067066.1	NP_067066	0.4437616852141577	0.4078762838693465	0.9702532880388732	0.015012959140191007	0.33438963725338844	-0.09007697740113005	0.11170215620027335	0.010652508361203794	-1.0276026666666667	0.19132090337743884
ABT1	NP_037507.1	NP_037507.1		0.5562866479144576	0.15829819698746164	0.8732059238948181	0.4685123198300156		0.068045	0.1071087790431946	0.03173756967670016	0.12985937254901964	
ACAA1	NP_001598.1|NP_001123882.1	NP_001598.1|NP_001123882.1	NP_001598	0.35131145277665643	0.38581043280608596	0.2982632588708261	0.32930904646681414	0.1827244021301537	0.06766049905838045	0.06840352672015726	0.18276744704570813	0.22240823529411774	-0.12553896748475613
ACAA2	NP_006102.2	NP_006102.2	NP_006102	0.6452864653745358	0.04782062586248193	0.5205033759424558	0.0022406094561704644	0.9063360247734584	0.05201501883239168	-0.18713594457100768	0.15927703455964415	-0.7259069019607846	0.013819089738414642
ACACA	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942133.1|NP_942131.1|NP_942134.1|NP_942135.1	NP_942131	0.15408271583000918	0.1729536657274044	0.9295577331490107	0.32760179252578114	0.48273594637515094	0.09099750470809795	0.11208697706527104	0.01767982162764767	0.22099874509803918	0.050508406141463416
ACAD10	NP_079523.3|NP_001130010.1	NP_001130010.1	NP_079523	0.006294947612915231	0.42444058804800855	0.4869014089259376	0.5658276994242795	0.050525144925128836	0.219046516007533	0.05565382138321695	0.165788740245262	-0.16700635294117638	0.188681781075
ACAD8	NP_055199.1	NP_055199.1	NP_055199	0.8833096833509513	0.05334574921564059	0.018586954798609622	0.10849854674977914	0.7301536505842281	0.011463794726930293	-0.18601295679442842	0.4292423634336678	0.6746229019607843	0.041168644878048805
ACAD9	NP_054768.2	NP_054768.2	NP_054768	0.014836935599705881	0.01621832945322332	0.8044654847544017	0.11613138336545882	0.04685189863795541	0.14092217514124292	0.16312557465401767	-0.059018506131549575	-0.31405729411764705	0.1835581561396342
ACADM	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_001272972.1|NP_001120800.1|NP_000007.1|NP_001272971.1|NP_001272973.1	NP_000007	0.09478835157430279	0.29189877250492613	0.31672183956491334	0.006561736673391747	0.6592562994459193	-0.1474738229755178	-0.09570086023242652	0.2469020066889632	-0.6844466666666666	-0.05422481919878057
ACADS	NP_000008.1|NP_001289483.1	NP_000008.1|NP_001289483.1	NP_000008	0.496219195296957	0.6220699517898476	0.2832074720059536	0.08228058740876214	0.5295487607660672	-0.064274011299435	-0.054349142306882925	0.2488969899665553	-0.5508974901960785	0.06638863289024396
ACADSB	NP_001600.1|NP_001317103.1	NP_001600.1|NP_001317103.1	NP_001600	0.19438044924548892	0.14835079527682535	0.03907868725871393	0.4313060822089	0.24895875554493457	-0.10630249529190212	-0.1536335049180657	0.6647374581939798	-0.2938370588235295	-0.13048045987743903
ACADVL	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_001257376.1|NP_000009.1|NP_001029031.1|NP_001257377.1	NP_000009	0.36945048959457205	0.04550951761318088	0.7290693737199795	0.08798497076605757	0.661339868371024	-0.07206671374764595	-0.14139780681654557	-0.0631817168338907	-0.38435807843137254	0.03978190577743902
ACAN	NP_037359.3			0.628138382749371	0.031488561919098594	0.7570923892763187			0.06983506493506492	-0.5069526782979636	0.25504682274247514		
ACAP1	NP_055531.1	NP_055531.1	NP_055531	0.1745070416871868	0.0035842085529919614	0.29910705523245457	0.000496796863702642	0.3599823095497833	-0.15389004524886876	-0.2992854836498857	0.2950005574136008	-0.8547503921568629	-0.07524707495121949
ACAP2	NP_036419.3	NP_036419.3	NP_036419	0.7332027491968228	0.4300915162612645	0.4942168102341873	0.006091264330688838	0.5527262435185127	-0.014477542372881347	0.071412275323258	-0.17506945373467106	-0.36998392156862747	-0.039838300128048745
ACAT1	NP_000010.1	NP_000010.1	NP_000010	0.8311925835605396	0.5578167467210225	0.08169394869494934	0.05620112683299002	0.4234507155147702	0.01576727871939737	-0.058971007958184885	0.35175830546265385	-0.5138548235294118	0.10183794973536586
ACAT2	NP_005882.2|NP_001290182.1	NP_005882.2|NP_001290182.1	NP_005882	0.09587057674395985	0.2593938525340577	0.29483494860109466	0.016691139647767906	0.09322329263930185	-0.17853154425612056	0.12023495801823714	-0.260836677814939	-0.40456603921568624	0.1627211984493902
ACBD3	NP_073572.2	NP_073572.2	NP_073572	0.29876095819134224	0.5279613766985168	0.23222601576205767	0.23749530946274244	0.40450892789594006	-0.059542419962335204	0.025648931620612103	0.15410122630992173	-0.1455089019607838	0.05150161701768302
ACBD5	NP_001339497.1|NP_001339498.1|NP_001339500.1|NP_001339503.1|NP_001339502.1|NP_001339509.1|NP_001339510.1|NP_001339515.1|NP_001339514.1|NP_001129178.1|NP_001129177.1|NP_001129179.1	NP_001339499.1|NP_001339501.1|NP_663736.2|NP_001258441.1|NP_001035938.1|NP_001339497.1|NP_001339498.1|NP_001339500.1|NP_001339503.1|NP_001339502.1|NP_001339509.1|NP_001339517.1|NP_001339516.1|NP_001339511.1|NP_001339510.1|NP_001339515.1|NP_001288180.1|NP_001339514.1|NP_001288183.1	NP_001035938	0.3966679606896515	0.05475854329175458	0.4178174068034415	0.7660291834180717	0.9071858910887526	-0.06527999058380413	-0.13038422948650563	-0.1696161649944259	-0.08828211764705879	-0.010801222884756129
ACE	NP_000780.1|NP_690043.1|NP_001171528.1	NP_000780.1|NP_690043.1|NP_001171528.1	NP_000780	0.4225678073078438	0.002315819729305298	0.38083849570928807	0.05221087229249758	0.5318593070185584	-0.0823054316752431	-0.26317448468470417	0.21759554069119247	-0.4699732549019604	0.05902839532987802
ACIN1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158286	0.7566733427670984	0.8114227356872517	0.1171881613283653	0.29982511821433777	0.6192466650177539	0.012482344632768316	0.010642752122517862	-0.1316332218506132	-0.08840556862745086	-0.019693183576219533
ACIN1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287.1|NP_055792.1|NP_001158288.1|NP_001158289.1	NP_001158287	0.7566733427670984	0.8114227356872517	0.1171881613283653	0.29982511821433777	0.7008178402228368	0.012482344632768316	0.010642752122517862	-0.1316332218506132	-0.08840556862745086	-0.015012092854878048
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001087	0.04465561315622891	0.00890998189847007	0.39685822170709784	0.2013750648562632	0.14727737788593098	0.12375183615819213	0.17708631052897772	-0.13598851727982156	0.2383360784313725	-0.1153887129591464
ACLY	NP_001290203.1|NP_001087.2	NP_001290203.1|NP_001087.2	NP_001290204	0.04465561315622891	0.00890998189847007	0.39685822170709784	0.2013750648562632	0.15654710903044705	0.12375183615819213	0.17708631052897772	-0.13598851727982156	0.2383360784313725	-0.11333811427378049
ACO1	NP_001265281.1	NP_001265281.1	NP_001265281	0.6861569975441796	0.3325062300452365	0.18923455080223833	0.6943589052406453	0.2423685956151462	-0.020839312617702513	-0.07110584306460765	0.2841189520624303	0.09928278431372534	-0.09746933735121951
ACO2	NP_001089.1	NP_001089.1	NP_001089	0.430947856890207	0.6451988323806246	0.9429168246112575	0.0041647326507122905	0.14115769569514725	-0.06227217514124303	0.04487754410506639	-0.01455440356744686	-0.5314625098039216	-0.1661934131469512
ACOT1	NP_001032238.1	NP_001032238.1|NP_001351107.1	NP_001032238	0.21319040481874263		0.7673555701996748	0.015523106965481408	0.9341641638230157	0.10370645009416196		-0.07016243032330038	-0.7173258039215689	0.008031892355487803
ACOT11	NP_671517.1	NP_671517.1	NP_671517	0.9653441935787432	0.4720351544062944	0.930917691605839	0.9162900228274329	0.8749670459212825	-0.0033666195856874026	-0.10216693017984113	-0.027368004459308704	0.03158552941176468	0.019772460031707323
ACOT13	NP_060943.1|NP_001153566.1	NP_060943.1|NP_001153566.1	NP_001153566	0.2820669612062834	0.0022446904053220066	0.5337752411796237	0.7702842219459763	0.05301195525459702	0.1261844632768362	0.3595405202955	-0.15573901895206232	0.0870166274509803	0.23574794842682928
ACOT7	NP_863654.1|NP_009205.3|NP_863656.1	NP_863654.1|NP_009205.3|NP_863656.1	NP_863654	0.25791752405858315	0.0014700929359922517	0.8384887904747229	0.9956083361284366	0.66381037029033	-0.0948568738229755	0.3307800396961902	-0.05095618729096962	0.0014817647058822936	-0.040625568648170726
ACOT8	NP_005460.2	NP_005460.2	NP_005460	0.009087474164235235	0.004484965484445721	0.9545020271765483	0.4027913557633742	0.7621392570175977	0.2694182674199622	0.18231579358955585	-0.011867892976588662	0.18918992156862738	-0.03251489136768293
ACOT9	NP_001028755.2|NP_001317188.1	NP_001028755.2|NP_001317188.1	NP_001032248	0.09130483785303171	0.24833778879310361	0.862331282872122	0.7522635604898579	0.5724876945899027	0.11895188323917133	-0.06296874696438337	0.02686800445930887	-0.05948780392156865	0.03864501982865853
ACOT9	NP_001028755.2|NP_001317188.1	NP_001028755.2|NP_001317188.1	NP_001028755	0.09130483785303171	0.24833778879310361	0.862331282872122	0.7522635604898579	0.6088897533503422	0.11895188323917133	-0.06296874696438337	0.02686800445930887	-0.05948780392156865	0.03508983479573166
ACOX1	NP_004026.2|NP_009223.2|NP_001171968.1	NP_004026.2|NP_009223.2|NP_001171968.1	NP_004026	0.6570070856369528	0.0010281729878999415	0.3740747719314862	0.11767190909180651	0.34745781411072696	0.03249091337099816	0.2460153137766845	-0.20203801560758086	-0.3721481176470589	-0.09469645025731709
ACOX2	NP_003491.1	NP_003491.1		0.4614359599283674	0.0900636503062034	0.010403482567452915	0.713828646240358		-0.1433766666666667	-0.4490542600150551	0.6632263099219622	0.10723682352941166	
ACOX3	NP_003492.2|NP_001095137.1	NP_003492.2|NP_001095137.1	NP_003492	0.7643476099921448	0.6538517110954879	0.009592396124187058	0.857769059120379	0.8201670543316288	0.02167208097928437	0.03605441604276294	0.794601895206243	0.053220352941176385	-0.02369970512560976
ACP1	NP_004291.1|NP_001035739.1	NP_009030.1	NP_004291	0.39537692038457306	0.004107089508165604	0.2120652307715701	0.0015898712471991287	0.38781617545224334	-0.07694091337099812	0.1251806283853263	0.15792107023411378	-0.9497555294117646	0.06547506233353659
ACP1	NP_004291.1|NP_001035739.1	NP_009030.1	NP_009030	0.39537692038457306	0.004107089508165604	0.2120652307715701	0.0015898712471991287	0.47867961758707467	-0.07694091337099812	0.1251806283853263	0.15792107023411378	-0.9497555294117646	0.05917762020487806
ACP1	NP_004291.1|NP_001035739.1	NP_004291.1|NP_001035739.1	NP_004291	0.39537692038457306	0.004107089508165604	0.2120652307715701	0.009171797786413033	0.38781617545224334	-0.07694091337099812	0.1251806283853263	0.15792107023411378	-0.3190625490196077	0.06547506233353659
ACP1	NP_004291.1|NP_001035739.1	NP_004291.1|NP_001035739.1	NP_009030	0.39537692038457306	0.004107089508165604	0.2120652307715701	0.009171797786413033	0.47867961758707467	-0.07694091337099812	0.1251806283853263	0.15792107023411378	-0.3190625490196077	0.05917762020487806
ACP1	NP_009030.1	NP_009030.1	NP_004291	0.39537692038457306	0.004107089508165604	0.2525476080912434	0.0015898712471991287	0.38781617545224334	-0.07694091337099812	0.1251806283853263	0.42732095875139353	-0.9497555294117646	0.06547506233353659
ACP1	NP_009030.1	NP_009030.1	NP_009030	0.39537692038457306	0.004107089508165604	0.2525476080912434	0.0015898712471991287	0.47867961758707467	-0.07694091337099812	0.1251806283853263	0.42732095875139353	-0.9497555294117646	0.05917762020487806
ACP1	NP_009030.1	NP_004291.1|NP_001035739.1	NP_004291	0.39537692038457306	0.004107089508165604	0.2525476080912434	0.009171797786413033	0.38781617545224334	-0.07694091337099812	0.1251806283853263	0.42732095875139353	-0.3190625490196077	0.06547506233353659
ACP1	NP_009030.1	NP_004291.1|NP_001035739.1	NP_009030	0.39537692038457306	0.004107089508165604	0.2525476080912434	0.009171797786413033	0.47867961758707467	-0.07694091337099812	0.1251806283853263	0.42732095875139353	-0.3190625490196077	0.05917762020487806
