Name	Database_ID	start_bp	end_bp	variable	value	cancer_type_total_patients	cancer
DEFB4B	ENSG00000177257.2	7414855.0	7416863.0	loss	52	122	brca
DEFB103B	ENSG00000177243.3	7428888.0	7430348.0	gain	15	122	brca
DEFB103B	ENSG00000177243.3	7428888.0	7430348.0	loss	52	122	brca
SPAG11B	ENSG00000164871.16	7442684.0	7463674.0	gain	13	122	brca
SPAG11B	ENSG00000164871.16	7442684.0	7463674.0	loss	53	122	brca
DEFB104B	ENSG00000177023.2	7470308.0	7475082.0	gain	14	122	brca
DEFB104B	ENSG00000177023.2	7470308.0	7475082.0	loss	52	122	brca
DEFB106B	ENSG00000187082.2	7482504.0	7486400.0	gain	14	122	brca
DEFB106B	ENSG00000187082.2	7482504.0	7486400.0	loss	52	122	brca
DEFB105B	ENSG00000186599.7	7487679.0	7489593.0	gain	14	122	brca
DEFB105B	ENSG00000186599.7	7487679.0	7489593.0	loss	52	122	brca
DEFB107B	ENSG00000198129.2	7495911.0	7509311.0	gain	14	122	brca
DEFB107B	ENSG00000198129.2	7495911.0	7509311.0	loss	52	122	brca
PRR23D1	ENSG00000255251.1	7539628.0	7542450.0	gain	15	122	brca
PRR23D1	ENSG00000255251.1	7539628.0	7542450.0	loss	52	122	brca
PRR23D2	ENSG00000255378.1	7778591.0	7781413.0	gain	12	122	brca
PRR23D2	ENSG00000255378.1	7778591.0	7781413.0	loss	46	122	brca
DEFB107A	ENSG00000186572.2	7811720.0	7815716.0	gain	12	122	brca
DEFB107A	ENSG00000186572.2	7811720.0	7815716.0	loss	46	122	brca
DEFB105A	ENSG00000186562.7	7821966.0	7823889.0	gain	12	122	brca
DEFB105A	ENSG00000186562.7	7821966.0	7823889.0	loss	46	122	brca
DEFB106A	ENSG00000186579.2	7825139.0	7829053.0	gain	12	122	brca
DEFB106A	ENSG00000186579.2	7825139.0	7829053.0	loss	46	122	brca
DEFB104A	ENSG00000176782.2	7836436.0	7841242.0	gain	12	122	brca
DEFB104A	ENSG00000176782.2	7836436.0	7841242.0	loss	42	122	brca
SPAG11A	ENSG00000178287.16	7847876.0	7868867.0	gain	12	122	brca
SPAG11A	ENSG00000178287.16	7847876.0	7868867.0	loss	42	122	brca
DEFB103A	ENSG00000176797.3	7881392.0	7882663.0	gain	12	122	brca
DEFB103A	ENSG00000176797.3	7881392.0	7882663.0	loss	47	122	brca
DEFB4A	ENSG00000171711.2	7894677.0	7896716.0	gain	12	122	brca
DEFB4A	ENSG00000171711.2	7894677.0	7896716.0	loss	46	122	brca
ZNF705B	ENSG00000215356.4	7926337.0	7952413.0	gain	12	122	brca
ZNF705B	ENSG00000215356.4	7926337.0	7952413.0	loss	46	122	brca
USP17L8	ENSG00000237038.4	7971661.0	7973253.0	gain	12	122	brca
USP17L8	ENSG00000237038.4	7971661.0	7973253.0	loss	46	122	brca
USP17L3	ENSG00000225327.3	7976393.0	7977985.0	gain	12	122	brca
USP17L3	ENSG00000225327.3	7976393.0	7977985.0	loss	46	122	brca
CLDN23	ENSG00000253958.1	8701937.0	8704096.0	gain	16	122	brca
CLDN23	ENSG00000253958.1	8701937.0	8704096.0	loss	48	122	brca
MFHAS1	ENSG00000147324.9	8783354.0	8893630.0	gain	16	122	brca
MFHAS1	ENSG00000147324.9	8783354.0	8893630.0	loss	48	122	brca
ERI1	ENSG00000104626.13	9002147.0	9116746.0	gain	16	122	brca
ERI1	ENSG00000104626.13	9002147.0	9116746.0	loss	48	122	brca
PPP1R3B	ENSG00000173281.4	9136255.0	9151574.0	gain	16	122	brca
PPP1R3B	ENSG00000173281.4	9136255.0	9151574.0	loss	48	122	brca
TNKS	ENSG00000173273.14	9555912.0	9782346.0	gain	16	122	brca
TNKS	ENSG00000173273.14	9555912.0	9782346.0	loss	48	122	brca
MSRA	ENSG00000175806.13	10054292.0	10428891.0	gain	16	122	brca
MSRA	ENSG00000175806.13	10054292.0	10428891.0	loss	48	122	brca
PRSS55	ENSG00000184647.9	10525532.0	10554166.0	gain	16	122	brca
PRSS55	ENSG00000184647.9	10525532.0	10554166.0	loss	48	122	brca
RP1L1	ENSG00000183638.5	10606349.0	10712187.0	gain	16	122	brca
RP1L1	ENSG00000183638.5	10606349.0	10712187.0	loss	48	122	brca
C8orf74	ENSG00000171060.9	10672628.0	10700590.0	gain	16	122	brca
C8orf74	ENSG00000171060.9	10672628.0	10700590.0	loss	48	122	brca
SOX7	ENSG00000171056.7	10723768.0	10730511.0	gain	16	122	brca
SOX7	ENSG00000171056.7	10723768.0	10730511.0	loss	48	122	brca
PINX1	ENSG00000254093.7	10725399.0	10839847.0	gain	16	122	brca
PINX1	ENSG00000254093.7	10725399.0	10839847.0	loss	48	122	brca
XKR6	ENSG00000171044.9	10896045.0	11201833.0	gain	16	122	brca
XKR6	ENSG00000171044.9	10896045.0	11201833.0	loss	48	122	brca
MTMR9	ENSG00000104643.8	11284816.0	11328146.0	gain	16	122	brca
MTMR9	ENSG00000104643.8	11284816.0	11328146.0	loss	48	122	brca
AF131216.1	ENSG00000280273.1	11315859.0	11325429.0	gain	16	122	brca
AF131216.1	ENSG00000280273.1	11315859.0	11325429.0	loss	48	122	brca
SLC35G5	ENSG00000177710.5	11330888.0	11332208.0	gain	16	122	brca
SLC35G5	ENSG00000177710.5	11330888.0	11332208.0	loss	48	122	brca
FAM167A	ENSG00000154319.13	11421476.0	11475908.0	gain	16	122	brca
FAM167A	ENSG00000154319.13	11421476.0	11475908.0	loss	48	122	brca
BLK	ENSG00000136573.11	11486894.0	11564599.0	gain	16	122	brca
BLK	ENSG00000136573.11	11486894.0	11564599.0	loss	48	122	brca
GATA4	ENSG00000136574.16	11676959.0	11760002.0	gain	16	122	brca
GATA4	ENSG00000136574.16	11676959.0	11760002.0	loss	48	122	brca
NEIL2	ENSG00000154328.14	11769639.0	11787345.0	gain	16	122	brca
NEIL2	ENSG00000154328.14	11769639.0	11787345.0	loss	47	122	brca
FDFT1	ENSG00000079459.11	11795573.0	11839304.0	gain	16	122	brca
FDFT1	ENSG00000079459.11	11795573.0	11839304.0	loss	48	122	brca
CTSB	ENSG00000164733.19	11842524.0	11869448.0	gain	16	122	brca
CTSB	ENSG00000164733.19	11842524.0	11869448.0	loss	48	122	brca
DEFB136	ENSG00000205884.2	11973937.0	11974599.0	gain	16	122	brca
DEFB136	ENSG00000205884.2	11973937.0	11974599.0	loss	48	122	brca
DEFB135	ENSG00000205883.2	11982321.0	11984590.0	gain	16	122	brca
DEFB135	ENSG00000205883.2	11982321.0	11984590.0	loss	48	122	brca
DEFB134	ENSG00000205882.7	11993174.0	11996312.0	gain	16	122	brca
DEFB134	ENSG00000205882.7	11993174.0	11996312.0	loss	48	122	brca
ZNF705D	ENSG00000215343.6	12104389.0	12115516.0	gain	16	122	brca
ZNF705D	ENSG00000215343.6	12104389.0	12115516.0	loss	45	122	brca
USP17L7	ENSG00000226430.5	12132417.0	12134438.0	gain	16	122	brca
USP17L7	ENSG00000226430.5	12132417.0	12134438.0	loss	45	122	brca
USP17L2	ENSG00000223443.2	12137168.0	12139077.0	gain	16	122	brca
USP17L2	ENSG00000223443.2	12137168.0	12139077.0	loss	44	122	brca
FAM86B1	ENSG00000186523.13	12182096.0	12194133.0	gain	14	122	brca
FAM86B1	ENSG00000186523.13	12182096.0	12194133.0	loss	40	122	brca
FAM86B2	ENSG00000145002.11	12425614.0	12436343.0	gain	15	122	brca
FAM86B2	ENSG00000145002.11	12425614.0	12436343.0	loss	37	122	brca
LONRF1	ENSG00000154359.11	12721906.0	12756073.0	gain	16	122	brca
LONRF1	ENSG00000154359.11	12721906.0	12756073.0	loss	49	122	brca
DLC1	ENSG00000164741.13	13083361.0	13604610.0	gain	16	122	brca
DLC1	ENSG00000164741.13	13083361.0	13604610.0	loss	50	122	brca
C8orf48	ENSG00000164743.4	13566869.0	13568288.0	gain	16	122	brca
C8orf48	ENSG00000164743.4	13566869.0	13568288.0	loss	50	122	brca
SGCZ	ENSG00000185053.11	14084845.0	15238431.0	gain	16	122	brca
SGCZ	ENSG00000185053.11	14084845.0	15238431.0	loss	50	122	brca
TUSC3	ENSG00000104723.19	15417215.0	15766649.0	gain	16	122	brca
TUSC3	ENSG00000104723.19	15417215.0	15766649.0	loss	50	122	brca
MSR1	ENSG00000038945.13	16107878.0	16567490.0	gain	17	122	brca
MSR1	ENSG00000038945.13	16107878.0	16567490.0	loss	50	122	brca
FGF20	ENSG00000078579.8	16992181.0	17002345.0	gain	17	122	brca
FGF20	ENSG00000078579.8	16992181.0	17002345.0	loss	50	122	brca
MICU3	ENSG00000155970.10	17027238.0	17122642.0	gain	17	122	brca
MICU3	ENSG00000155970.10	17027238.0	17122642.0	loss	50	122	brca
ZDHHC2	ENSG00000104219.11	17156482.0	17224799.0	gain	17	122	brca
ZDHHC2	ENSG00000104219.11	17156482.0	17224799.0	loss	50	122	brca
CNOT7	ENSG00000198791.10	17224966.0	17246878.0	gain	17	122	brca
CNOT7	ENSG00000198791.10	17224966.0	17246878.0	loss	50	122	brca
VPS37A	ENSG00000155975.8	17246931.0	17302427.0	gain	17	122	brca
VPS37A	ENSG00000155975.8	17246931.0	17302427.0	loss	50	122	brca
MTMR7	ENSG00000003987.12	17296794.0	17413528.0	gain	17	122	brca
MTMR7	ENSG00000003987.12	17296794.0	17413528.0	loss	50	122	brca
SLC7A2	ENSG00000003989.15	17497088.0	17570573.0	gain	17	122	brca
SLC7A2	ENSG00000003989.15	17497088.0	17570573.0	loss	50	122	brca
PDGFRL	ENSG00000104213.11	17576433.0	17644071.0	gain	17	122	brca
PDGFRL	ENSG00000104213.11	17576433.0	17644071.0	loss	49	122	brca
MTUS1	ENSG00000129422.12	17643795.0	17800917.0	gain	17	122	brca
MTUS1	ENSG00000129422.12	17643795.0	17800917.0	loss	50	122	brca
FGL1	ENSG00000104760.15	17864380.0	17910365.0	gain	17	122	brca
FGL1	ENSG00000104760.15	17864380.0	17910365.0	loss	50	122	brca
PCM1	ENSG00000078674.16	17922840.0	18029944.0	gain	17	122	brca
PCM1	ENSG00000078674.16	17922840.0	18029944.0	loss	50	122	brca
ASAH1	ENSG00000104763.16	18055992.0	18084998.0	gain	15	122	brca
ASAH1	ENSG00000104763.16	18055992.0	18084998.0	loss	50	122	brca
NAT1	ENSG00000171428.12	18170477.0	18223689.0	gain	15	122	brca
NAT1	ENSG00000171428.12	18170477.0	18223689.0	loss	50	122	brca
NAT2	ENSG00000156006.4	18391282.0	18401218.0	gain	15	122	brca
NAT2	ENSG00000156006.4	18391282.0	18401218.0	loss	50	122	brca
PSD3	ENSG00000156011.15	18527303.0	19084730.0	gain	15	122	brca
PSD3	ENSG00000156011.15	18527303.0	19084730.0	loss	50	122	brca
SH2D4A	ENSG00000104611.10	19313693.0	19396218.0	gain	15	122	brca
SH2D4A	ENSG00000104611.10	19313693.0	19396218.0	loss	49	122	brca
CSGALNACT1	ENSG00000147408.13	19404161.0	19758029.0	gain	15	122	brca
CSGALNACT1	ENSG00000147408.13	19404161.0	19758029.0	loss	48	122	brca
INTS10	ENSG00000104613.10	19817391.0	19852083.0	gain	15	122	brca
INTS10	ENSG00000104613.10	19817391.0	19852083.0	loss	49	122	brca
LPL	ENSG00000175445.13	19901717.0	19967259.0	gain	15	122	brca
LPL	ENSG00000175445.13	19901717.0	19967259.0	loss	49	122	brca
SLC18A1	ENSG00000036565.13	20144855.0	20183206.0	gain	15	122	brca
SLC18A1	ENSG00000036565.13	20144855.0	20183206.0	loss	49	122	brca
ATP6V1B2	ENSG00000147416.9	20197381.0	20226819.0	gain	15	122	brca
ATP6V1B2	ENSG00000147416.9	20197381.0	20226819.0	loss	49	122	brca
LZTS1	ENSG00000061337.14	20246165.0	20303963.0	gain	16	122	brca
LZTS1	ENSG00000061337.14	20246165.0	20303963.0	loss	48	122	brca
GFRA2	ENSG00000168546.9	21690398.0	21812357.0	gain	16	122	brca
GFRA2	ENSG00000168546.9	21690398.0	21812357.0	loss	48	122	brca
DOK2	ENSG00000147443.11	21908873.0	21913690.0	gain	16	122	brca
DOK2	ENSG00000147443.11	21908873.0	21913690.0	loss	48	122	brca
XPO7	ENSG00000130227.15	21919662.0	22006585.0	gain	16	122	brca
XPO7	ENSG00000130227.15	21919662.0	22006585.0	loss	48	122	brca
NPM2	ENSG00000158806.12	22024125.0	22036897.0	gain	16	122	brca
NPM2	ENSG00000158806.12	22024125.0	22036897.0	loss	48	122	brca
FGF17	ENSG00000158815.9	22042398.0	22048809.0	gain	16	122	brca
FGF17	ENSG00000158815.9	22042398.0	22048809.0	loss	48	122	brca
DMTN	ENSG00000158856.16	22048995.0	22082527.0	gain	16	122	brca
DMTN	ENSG00000158856.16	22048995.0	22082527.0	loss	48	122	brca
FAM160B2	ENSG00000158863.20	22089150.0	22104911.0	gain	16	122	brca
FAM160B2	ENSG00000158863.20	22089150.0	22104911.0	loss	48	122	brca
NUDT18	ENSG00000275074.1	22106874.0	22109419.0	gain	16	122	brca
NUDT18	ENSG00000275074.1	22106874.0	22109419.0	loss	48	122	brca
HR	ENSG00000168453.13	22114419.0	22133384.0	gain	16	122	brca
HR	ENSG00000168453.13	22114419.0	22133384.0	loss	48	122	brca
REEP4	ENSG00000168476.10	22138020.0	22141951.0	gain	16	122	brca
REEP4	ENSG00000168476.10	22138020.0	22141951.0	loss	48	122	brca
LGI3	ENSG00000168481.7	22146830.0	22157084.0	gain	16	122	brca
LGI3	ENSG00000168481.7	22146830.0	22157084.0	loss	48	122	brca
SFTPC	ENSG00000168484.11	22156913.0	22164479.0	gain	16	122	brca
SFTPC	ENSG00000168484.11	22156913.0	22164479.0	loss	48	122	brca
BMP1	ENSG00000168487.16	22165140.0	22212326.0	gain	16	122	brca
BMP1	ENSG00000168487.16	22165140.0	22212326.0	loss	48	122	brca
PHYHIP	ENSG00000168490.12	22219703.0	22232101.0	gain	16	122	brca
PHYHIP	ENSG00000168490.12	22219703.0	22232101.0	loss	48	122	brca
POLR3D	ENSG00000168495.11	22245133.0	22254601.0	gain	16	122	brca
POLR3D	ENSG00000168495.11	22245133.0	22254601.0	loss	48	122	brca
PIWIL2	ENSG00000197181.10	22275316.0	22357568.0	gain	16	122	brca
PIWIL2	ENSG00000197181.10	22275316.0	22357568.0	loss	48	122	brca
SLC39A14	ENSG00000104635.12	22367249.0	22434129.0	gain	16	122	brca
SLC39A14	ENSG00000104635.12	22367249.0	22434129.0	loss	48	122	brca
PPP3CC	ENSG00000120910.13	22440819.0	22541142.0	gain	16	122	brca
PPP3CC	ENSG00000120910.13	22440819.0	22541142.0	loss	48	122	brca
SORBS3	ENSG00000120896.12	22544986.0	22575788.0	gain	16	122	brca
SORBS3	ENSG00000120896.12	22544986.0	22575788.0	loss	48	122	brca
AC037459.4	ENSG00000248235.5	22545560.0	22548837.0	gain	16	122	brca
AC037459.4	ENSG00000248235.5	22545560.0	22548837.0	loss	48	122	brca
PDLIM2	ENSG00000120913.22	22578279.0	22598025.0	gain	16	122	brca
PDLIM2	ENSG00000120913.22	22578279.0	22598025.0	loss	48	122	brca
C8orf58	ENSG00000241852.8	22599599.0	22604150.0	gain	16	122	brca
C8orf58	ENSG00000241852.8	22599599.0	22604150.0	loss	48	122	brca
CCAR2	ENSG00000158941.15	22604632.0	22621514.0	gain	16	122	brca
CCAR2	ENSG00000158941.15	22604632.0	22621514.0	loss	48	122	brca
BIN3	ENSG00000147439.10	22620418.0	22669148.0	gain	16	122	brca
BIN3	ENSG00000147439.10	22620418.0	22669148.0	loss	48	122	brca
EGR3	ENSG00000179388.8	22687659.0	22693480.0	gain	16	122	brca
EGR3	ENSG00000179388.8	22687659.0	22693480.0	loss	48	122	brca
PEBP4	ENSG00000134020.7	22713251.0	23000000.0	gain	16	122	brca
PEBP4	ENSG00000134020.7	22713251.0	23000000.0	loss	49	122	brca
RHOBTB2	ENSG00000008853.15	22987417.0	23020199.0	gain	16	122	brca
RHOBTB2	ENSG00000008853.15	22987417.0	23020199.0	loss	49	122	brca
TNFRSF10B	ENSG00000120889.11	23020133.0	23069031.0	gain	16	122	brca
TNFRSF10B	ENSG00000120889.11	23020133.0	23069031.0	loss	48	122	brca
TNFRSF10C	ENSG00000173535.12	23102590.0	23117437.0	gain	16	122	brca
TNFRSF10C	ENSG00000173535.12	23102590.0	23117437.0	loss	48	122	brca
TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	gain	16	122	brca
TNFRSF10D	ENSG00000173530.5	23135588.0	23164027.0	loss	48	122	brca
TNFRSF10A	ENSG00000104689.8	23190452.0	23225102.0	gain	16	122	brca
TNFRSF10A	ENSG00000104689.8	23190452.0	23225102.0	loss	48	122	brca
CHMP7	ENSG00000147457.12	23243637.0	23262000.0	gain	16	122	brca
CHMP7	ENSG00000147457.12	23243637.0	23262000.0	loss	48	122	brca
R3HCC1	ENSG00000104679.9	23270120.0	23296279.0	gain	16	122	brca
R3HCC1	ENSG00000104679.9	23270120.0	23296279.0	loss	48	122	brca
LOXL2	ENSG00000134013.14	23296897.0	23425328.0	gain	16	122	brca
LOXL2	ENSG00000134013.14	23296897.0	23425328.0	loss	47	122	brca
ENTPD4	ENSG00000197217.11	23385783.0	23457695.0	gain	16	122	brca
ENTPD4	ENSG00000197217.11	23385783.0	23457695.0	loss	47	122	brca
SLC25A37	ENSG00000147454.12	23528956.0	23575463.0	gain	16	122	brca
SLC25A37	ENSG00000147454.12	23528956.0	23575463.0	loss	48	122	brca
NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	gain	16	122	brca
NKX3-1	ENSG00000167034.9	23678697.0	23682938.0	loss	47	122	brca
NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	gain	16	122	brca
NKX2-6	ENSG00000180053.7	23702451.0	23706598.0	loss	48	122	brca
STC1	ENSG00000159167.10	23841929.0	23854806.0	gain	16	122	brca
STC1	ENSG00000159167.10	23841929.0	23854806.0	loss	48	122	brca
ADAM28	ENSG00000042980.11	24294069.0	24359014.0	gain	16	122	brca
ADAM28	ENSG00000042980.11	24294069.0	24359014.0	loss	48	122	brca
ADAMDEC1	ENSG00000134028.13	24384285.0	24406013.0	gain	16	122	brca
ADAMDEC1	ENSG00000134028.13	24384285.0	24406013.0	loss	48	122	brca
ADAM7	ENSG00000069206.14	24440930.0	24526970.0	gain	16	122	brca
ADAM7	ENSG00000069206.14	24440930.0	24526970.0	loss	48	122	brca
NEFM	ENSG00000104722.12	24913758.0	24919098.0	gain	16	122	brca
NEFM	ENSG00000104722.12	24913758.0	24919098.0	loss	48	122	brca
NEFL	ENSG00000277586.1	24950955.0	24957110.0	gain	16	122	brca
NEFL	ENSG00000277586.1	24950955.0	24957110.0	loss	48	122	brca
DOCK5	ENSG00000147459.16	25184689.0	25418082.0	gain	16	122	brca
DOCK5	ENSG00000147459.16	25184689.0	25418082.0	loss	48	122	brca
GNRH1	ENSG00000147437.8	25419258.0	25424654.0	gain	16	122	brca
GNRH1	ENSG00000147437.8	25419258.0	25424654.0	loss	49	122	brca
KCTD9	ENSG00000104756.14	25427847.0	25458476.0	gain	16	122	brca
KCTD9	ENSG00000104756.14	25427847.0	25458476.0	loss	49	122	brca
CDCA2	ENSG00000184661.12	25459199.0	25507911.0	gain	16	122	brca
CDCA2	ENSG00000184661.12	25459199.0	25507911.0	loss	49	122	brca
EBF2	ENSG00000221818.7	25841725.0	26045413.0	gain	16	122	brca
EBF2	ENSG00000221818.7	25841725.0	26045413.0	loss	49	122	brca
PPP2R2A	ENSG00000221914.7	26291508.0	26372680.0	gain	15	122	brca
PPP2R2A	ENSG00000221914.7	26291508.0	26372680.0	loss	50	122	brca
BNIP3L	ENSG00000104765.13	26383054.0	26505636.0	gain	16	122	brca
BNIP3L	ENSG00000104765.13	26383054.0	26505636.0	loss	49	122	brca
PNMA2	ENSG00000240694.7	26504701.0	26514092.0	gain	16	122	brca
PNMA2	ENSG00000240694.7	26504701.0	26514092.0	loss	49	122	brca
DPYSL2	ENSG00000092964.15	26514031.0	26658178.0	gain	16	122	brca
DPYSL2	ENSG00000092964.15	26514031.0	26658178.0	loss	49	122	brca
ADRA1A	ENSG00000120907.16	26748150.0	26867278.0	gain	16	122	brca
ADRA1A	ENSG00000120907.16	26748150.0	26867278.0	loss	49	122	brca
STMN4	ENSG00000015592.15	27235323.0	27258420.0	gain	17	122	brca
STMN4	ENSG00000015592.15	27235323.0	27258420.0	loss	49	122	brca
TRIM35	ENSG00000104228.11	27284886.0	27311272.0	gain	17	122	brca
TRIM35	ENSG00000104228.11	27284886.0	27311272.0	loss	49	122	brca
PTK2B	ENSG00000120899.16	27311482.0	27459391.0	gain	17	122	brca
PTK2B	ENSG00000120899.16	27311482.0	27459391.0	loss	48	122	brca
CHRNA2	ENSG00000120903.9	27459756.0	27479883.0	gain	18	122	brca
CHRNA2	ENSG00000120903.9	27459756.0	27479883.0	loss	47	122	brca
EPHX2	ENSG00000120915.12	27490781.0	27545564.0	gain	18	122	brca
EPHX2	ENSG00000120915.12	27490781.0	27545564.0	loss	47	122	brca
CLU	ENSG00000120885.18	27596917.0	27614700.0	gain	18	122	brca
CLU	ENSG00000120885.18	27596917.0	27614700.0	loss	47	122	brca
SCARA3	ENSG00000168077.12	27633868.0	27676776.0	gain	17	122	brca
SCARA3	ENSG00000168077.12	27633868.0	27676776.0	loss	48	122	brca
CCDC25	ENSG00000147419.15	27733316.0	27772653.0	gain	17	122	brca
CCDC25	ENSG00000147419.15	27733316.0	27772653.0	loss	48	122	brca
ESCO2	ENSG00000171320.13	27771949.0	27812640.0	gain	17	122	brca
ESCO2	ENSG00000171320.13	27771949.0	27812640.0	loss	48	122	brca
PBK	ENSG00000168078.8	27809624.0	27838082.0	gain	17	122	brca
PBK	ENSG00000168078.8	27809624.0	27838082.0	loss	48	122	brca
SCARA5	ENSG00000168079.15	27869883.0	27992673.0	gain	17	122	brca
SCARA5	ENSG00000168079.15	27869883.0	27992673.0	loss	48	122	brca
NUGGC	ENSG00000189233.10	28021964.0	28083936.0	gain	17	122	brca
NUGGC	ENSG00000189233.10	28021964.0	28083936.0	loss	48	122	brca
ELP3	ENSG00000134014.15	28089673.0	28191156.0	gain	17	122	brca
ELP3	ENSG00000134014.15	28089673.0	28191156.0	loss	48	122	brca
PNOC	ENSG00000168081.7	28316986.0	28343355.0	gain	17	122	brca
PNOC	ENSG00000168081.7	28316986.0	28343355.0	loss	48	122	brca
ZNF395	ENSG00000186918.12	28345590.0	28402701.0	gain	17	122	brca
ZNF395	ENSG00000186918.12	28345590.0	28402701.0	loss	48	122	brca
FBXO16	ENSG00000214050.6	28348287.0	28490278.0	gain	17	122	brca
FBXO16	ENSG00000214050.6	28348287.0	28490278.0	loss	48	122	brca
FZD3	ENSG00000104290.9	28494205.0	28574267.0	gain	17	122	brca
FZD3	ENSG00000104290.9	28494205.0	28574267.0	loss	48	122	brca
EXTL3	ENSG00000012232.7	28600469.0	28755599.0	gain	17	122	brca
EXTL3	ENSG00000012232.7	28600469.0	28755599.0	loss	49	122	brca
INTS9	ENSG00000104299.13	28767661.0	28890242.0	gain	17	122	brca
INTS9	ENSG00000104299.13	28767661.0	28890242.0	loss	48	122	brca
HMBOX1	ENSG00000147421.16	28890395.0	29064764.0	gain	17	122	brca
HMBOX1	ENSG00000147421.16	28890395.0	29064764.0	loss	48	122	brca
KIF13B	ENSG00000197892.11	29067278.0	29263124.0	gain	17	122	brca
KIF13B	ENSG00000197892.11	29067278.0	29263124.0	loss	49	122	brca
DUSP4	ENSG00000120875.7	29333064.0	29350684.0	gain	17	122	brca
DUSP4	ENSG00000120875.7	29333064.0	29350684.0	loss	48	122	brca
SARAF	ENSG00000133872.12	30063003.0	30083208.0	gain	19	122	brca
SARAF	ENSG00000133872.12	30063003.0	30083208.0	loss	44	122	brca
LEPROTL1	ENSG00000104660.16	30095408.0	30177208.0	gain	19	122	brca
LEPROTL1	ENSG00000104660.16	30095408.0	30177208.0	loss	45	122	brca
MBOAT4	ENSG00000177669.3	30131671.0	30144665.0	gain	19	122	brca
