	gain_event	loss_event
TCGA-VR-A8EQ-01	True	False
TCGA-VR-A8ER-01	True	True
TCGA-VR-A8ET-01	False	False
TCGA-VR-A8EU-01	True	True
TCGA-VR-A8EW-01	True	True
TCGA-VR-A8EX-01	False	True
TCGA-VR-A8EY-01	True	False
TCGA-VR-A8EZ-01	False	False
TCGA-VR-A8Q7-01	True	True
TCGA-VR-AA4D-01	True	False
TCGA-VR-AA4G-01	False	True
TCGA-VR-AA7B-01	True	True
TCGA-VR-AA7D-01	True	True
TCGA-VR-AA7I-01	True	True
TCGA-X8-AAAR-01	False	False
TCGA-XP-A8T6-01	True	True
TCGA-XP-A8T7-01	True	True
TCGA-XP-A8T8-01	False	False
TCGA-Z6-A8JD-01	True	False
TCGA-Z6-A8JE-01	True	True
TCGA-Z6-A9VB-01	True	True
TCGA-Z6-AAPN-01	False	True
TCGA-ZR-A9CJ-01	True	False
